   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_534.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0145055, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00662743, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00125069, 0, 8.02107e-16, 0, 1.41421, -8.02107e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48426e-18, 0, 0, 1.5321e-18, 0, 1.76618e-17, 0, 7.79429e-16, 0, 0, 0
0.00912881, 0, 1.33421e-15, 0, 1.41421, -1.33421e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7923e-18, 0, 0, 2.59427e-18, 0, 3.00876e-17, 0, 1.29574e-15, 0, 0, 0
0.0170069, 0, 2.20707e-15, 0, 1.41421, -2.20707e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.5759e-18, 0, 0, 4.36886e-18, 0, 5.09967e-17, 0, 2.14213e-15, 0, 0, 0
0.0248851, 0, 3.63114e-15, 0, 1.41421, -3.63114e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57446e-17, 0, 0, 7.31785e-18, 0, 8.60074e-17, 0, 3.52207e-15, 0, 0, 0
0.0327632, 0, 5.94198e-15, 0, 1.41421, -5.94198e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57474e-17, 0, 0, 1.21925e-17, 0, 1.44345e-16, 0, 5.7597e-15, 0, 0, 0
0.0406413, 0, 9.67187e-15, 0, 1.41421, -9.67187e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.18806e-17, 0, 0, 2.02081e-17, 0, 2.41088e-16, 0, 9.36869e-15, 0, 0, 0
0.0485194, 0, 1.56605e-14, 0, 1.41421, -1.56605e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7763e-17, 0, 0, 3.33206e-17, 0, 4.00757e-16, 0, 1.51586e-14, 0, 0, 0
0.0563975, 0, 2.52254e-14, 0, 1.41421, -2.52254e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09068e-16, 0, 0, 5.46615e-17, 0, 6.63056e-16, 0, 2.43986e-14, 0, 0, 0
0.0642757, 0, 4.04234e-14, 0, 1.41421, -4.04234e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74642e-16, 0, 0, 8.92223e-17, 0, 1.09196e-15, 0, 3.90676e-14, 0, 0, 0
0.0721538, 0, 6.4448e-14, 0, 1.41421, -6.4448e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78206e-16, 0, 0, 1.44915e-16, 0, 1.7901e-15, 0, 6.22347e-14, 0, 0, 0
0.0800319, 0, 1.02232e-13, 0, 1.41421, -1.02232e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.40929e-16, 0, 0, 2.34223e-16, 0, 2.92134e-15, 0, 9.86356e-14, 0, 0, 0
