   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_46.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.13824, 0.464841, 1.07469, 0.702778, 1.56998, -0.609852, 4.96375e-10, 0.70279, 0.70279, 0.702923, 0.702904, 0.702858, 0.702907, 0.715972, 0.741584, 0.991149, 0.702778, 0.702778, 0.702778, 0.702778, 0.702778, 0.702779, 0.729451, 0.702778, 0.702778, 0.707144
2.14612, 1, 1.08291, 0.722187, 1.73205, -0.0829091, 2.0689e-10, 0.7222, 0.722199, 0.722332, 0.722313, 0.722267, 0.722329, 0.736139, 0.764386, 0.993336, 0.722187, 0.722187, 0.722187, 0.722187, 0.722187, 0.722189, 0.750478, 0.722187, 0.722187, 0.7268
2.154, 0, 1.09408, 0.74188, 1.41421, -1.09408, 8.37328e-11, 0.741892, 0.741892, 0.742025, 0.742006, 0.74196, 0.742041, 0.75661, 0.789732, 0.996089, 0.74188, 0.74188, 0.74188, 0.74188, 0.74188, 0.741881, 0.771851, 0.74188, 0.74188, 0.746781
2.16188, 1.57644, 1.10721, 0.761858, 1.89115, 0.469228, 3.28421e-11, 0.761871, 0.76187, 0.762003, 0.761984, 0.761938, 0.762046, 0.777388, 0.819438, 0.996587, 0.761858, 0.761858, 0.761858, 0.761858, 0.761858, 0.76186, 0.793576, 0.761858, 0.761858, 0.767089
2.16976, 1.42356, 1.12437, 0.782121, 1.85029, 0.299195, 1.24248e-11, 0.782133, 0.782133, 0.782266, 0.782247, 0.782201, 0.782346, 0.798469, 0.856488, 0.993908, 0.782121, 0.782121, 0.782121, 0.782121, 0.782121, 0.782122, 0.815658, 0.782121, 0.782121, 0.787725
2.17765, 0.520694, 1.15068, 0.802668, 1.58767, -0.629989, 4.48661e-12, 0.802681, 0.80268, 0.802813, 0.802794, 0.802748, 0.802943, 0.819854, 0.905548, 0.988504, 0.802668, 0.802668, 0.802668, 0.802668, 0.802668, 0.80267, 0.838112, 0.802668, 0.802668, 0.808687
2.18553, 1.47931, 1.19438, 0.8235, 1.86529, 0.284929, 1.51581e-12, 0.823512, 0.823512, 0.823645, 0.823626, 0.82358, 0.823839, 0.841543, 0.973534, 0.981652, 0.8235, 0.8235, 0.8235, 0.8235, 0.8235, 0.823501, 0.860958, 0.8235, 0.8235, 0.829974
2.19341, 1.51586, 1.26679, 0.844614, 1.87506, 0.249075, 5.41856e-13, 0.844626, 0.844625, 0.844758, 0.84474, 0.844693, 0.845034, 0.863531, 1.07015, 0.974956, 0.844614, 0.844614, 0.844614, 0.844614, 0.844614, 0.844615, 0.884228, 0.844614, 0.844614, 0.851583
2.20129, 4.05136, 1.38229, 0.866008, 2.45995, 2.66908, 1.65267e-13, 0.866021, 0.86602, 0.866153, 0.866134, 0.866088, 0.866528, 0.885817, 1.20816, 0.969956, 0.866008, 0.866008, 0.866008, 0.866008, 0.866008, 0.866009, 0.907976, 0.866008, 0.866008, 0.87351
2.20917, 2.94379, 1.55784, 0.887677, 2.22346, 1.38595, 4.46864e-14, 0.88769, 0.887689, 0.887822, 0.887804, 0.887757, 0.888313, 0.908395, 1.40325, 0.967865, 0.887677, 0.887677, 0.887677, 0.887677, 0.887677, 0.887679, 0.932285, 0.887677, 0.887677, 0.895747
2.21705, 3.99761, 1.81205, 0.909621, 2.449, 2.18557, 1.02445e-14, 0.909634, 0.909633, 0.909766, 0.909748, 0.909701, 0.910387, 0.931264, 1.67309, 0.969445, 0.909621, 0.909621, 0.909621, 0.909621, 0.909621, 0.909623, 0.957298, 0.909621, 0.909621, 0.918292
2.22493, 3.02235, 2.16317, 0.931834, 2.24106, 0.859179, 1.85654e-15, 0.931846, 0.931845, 0.931978, 0.93196, 0.931913, 0.932737, 0.954418, 2.03545, 0.974996, 0.931834, 0.931834, 0.931834, 0.931834, 0.931834, 0.931835, 0.983227, 0.931834, 0.931834, 0.941135
2.23281, 4.98041, 2.62647, 0.954311, 2.64205, 2.35393, 3.06688e-16, 0.954324, 0.954323, 0.954456, 0.954438, 0.954391, 0.955354, 0.977852, 2.50534, 0.984429, 0.954311, 0.954311, 0.954311, 0.954311, 0.954311, 0.954313, 1.01041, 0.954311, 0.954311, 0.964274
2.24069, 4.49137, 3.2105, 0.977048, 2.54782, 1.28087, 4.13115e-17, 0.977061, 0.97706, 0.977193, 0.977175, 0.977128, 0.978223, 1.00156, 3.09119, 0.997374, 0.977048, 0.977048, 0.977048, 0.977048, 0.977048, 0.97705, 1.03932, 0.977048, 0.977048, 0.987698
2.24857, 3.49408, 3.91348, 1.00004, 2.34395, -0.419399, 4.45552e-18, 1.00006, 1.00006, 1.00019, 1.00017, 1.00012, 1.00133, 1.02554, 3.79105, 1.01331, 1.00004, 1.00004, 1.00004, 1.00004, 1.00004, 1.00005, 1.07068, 1.00004, 1.00004, 1.01141
2.25645, 6.99294, 4.71971, 1.02329, 2.99882, 2.27323, 3.65659e-19, 1.0233, 1.0233, 1.02344, 1.02342, 1.02337, 1.02467, 1.04979, 4.58884, 1.03167, 1.02329, 1.02329, 1.02329, 1.02329, 1.02329, 1.02329, 1.10543, 1.02329, 1.02329, 1.03539
2.26434, 6.98103, 5.59793, 1.04679, 2.99684, 1.38309, 1.59807e-20, 1.0468, 1.0468, 1.04693, 1.04691, 1.04687, 1.04822, 1.07431, 5.45262, 1.05191, 1.04679, 1.04679, 1.04679, 1.04679, 1.04679, 1.04679, 1.1448, 1.04679, 1.04679, 1.05964
2.27222, 6.98776, 6.50166, 1.07053, 2.99796, 0.4861, 5.24664e-22, 1.07054, 1.07054, 1.07067, 1.07065, 1.07061, 1.07197, 1.09908, 6.33489, 1.07356, 1.07053, 1.07053, 1.07053, 1.07053, 1.07053, 1.07053, 1.19027, 1.07053, 1.07053, 1.08417
2.2801, 10.0095, 7.37286, 1.09451, 3.46547, 2.6366, 9.56827e-24, 1.09452, 1.09452, 1.09466, 1.09464, 1.09459, 1.09593, 1.1241, 7.1763, 1.09624, 1.09451, 1.09451, 1.09451, 1.09451, 1.09451, 1.09451, 1.24351, 1.09451, 1.09451, 1.10895
2.28798, 9.45344, 8.14786, 1.11873, 3.38429, 1.30558, 1.052e-26, 1.11875, 1.11875, 1.11888, 1.11886, 1.11881, 1.12009, 1.14938, 7.91179, 1.11969, 1.11873, 1.11873, 1.11873, 1.11873, 1.11873, 1.11874, 1.3062, 1.11873, 1.11873, 1.134
2.29586, 8.50101, 8.76558, 1.14319, 3.24053, -0.264571, 0, 1.1432, 1.1432, 1.14334, 1.14332, 1.14327, 1.14445, 1.17491, 8.47901, 1.1437, 1.14319, 1.14319, 1.14319, 1.14319, 1.14319, 1.14319, 1.37977, 1.14319, 1.14319, 1.1593
2.30374, 7.98799, 9.17623, 1.16788, 3.16038, -1.18824, 0, 1.16789, 1.16789, 1.16803, 1.16801, 1.16796, 1.16902, 1.20069, 8.82745, 1.16815, 1.16788, 1.16788, 1.16788, 1.16788, 1.16788, 1.16788, 1.46508, 1.16788, 1.16788, 1.18486
2.31162, 10.5082, 9.34868, 1.1928, 3.5367, 1.15956, 0, 1.19281, 1.19281, 1.19294, 1.19292, 1.19288, 1.19381, 1.2267, 8.92613, 1.19293, 1.1928, 1.1928, 1.1928, 1.1928, 1.1928, 1.1928, 1.56205, 1.1928, 1.1928, 1.21067
2.3195, 8.42245, 9.27498, 1.21794, 3.22838, -0.852535, 0, 1.21796, 1.21796, 1.21809, 1.21807, 1.21802, 1.21881, 1.25296, 8.76849, 1.21801, 1.21794, 1.21794, 1.21794, 1.21794, 1.21794, 1.21794, 1.66933, 1.21794, 1.21794, 1.23673
2.32738, 10.0834, 8.97122, 1.24331, 3.47612, 1.1122, 0, 1.24332, 1.24332, 1.24345, 1.24344, 1.24339, 1.24404, 1.27945, 8.37346, 1.24334, 1.24331, 1.24331, 1.24331, 1.24331, 1.24331, 1.24331, 1.78408, 1.24331, 1.24331, 1.26303
2.33526, 3.52027, 8.47433, 1.26889, 2.34953, -4.95406, 0, 1.26891, 1.26891, 1.26904, 1.26902, 1.26897, 1.26949, 1.30617, 7.78225, 1.26891, 1.26889, 1.26889, 1.26889, 1.26889, 1.26889, 1.2689, 1.90203, 1.26889, 1.26889, 1.28957
2.34314, 7.40544, 7.83587, 1.29469, 3.06683, -0.430431, 0, 1.2947, 1.2947, 1.29484, 1.29482, 1.29477, 1.29517, 1.33312, 7.05191, 1.2947, 1.29469, 1.29469, 1.29469, 1.29469, 1.29469, 1.29469, 2.01771, 1.29469, 1.29469, 1.31635
2.35103, 6.58493, 7.11411, 1.3207, 2.93, -0.529182, 0, 1.32071, 1.32071, 1.32085, 1.32083, 1.32078, 1.32108, 1.36029, 6.24678, 1.3207, 1.3207, 1.3207, 1.3207, 1.3207, 1.3207, 1.3207, 2.12502, 1.3207, 1.3207, 1.34336
2.35891, 6.9952, 6.36619, 1.34691, 2.9992, 0.62901, 0, 1.34693, 1.34693, 1.34706, 1.34704, 1.34699, 1.34721, 1.38768, 5.43003, 1.34692, 1.34691, 1.34691, 1.34691, 1.34691, 1.34691, 1.34692, 2.21795, 1.34691, 1.34691, 1.3706
2.36679, 10.0696, 5.6416, 1.37333, 3.47413, 4.42798, 0, 1.37334, 1.37334, 1.37347, 1.37345, 1.37341, 1.37356, 1.41528, 4.65618, 1.37333, 1.37333, 1.37333, 1.37333, 1.37333, 1.37333, 1.37333, 2.29146, 1.37333, 1.37333, 1.39805
2.37467, 2.46039, 4.97811, 1.39993, 2.11196, -2.51771, 0, 1.39994, 1.39994, 1.40008, 1.40006, 1.40001, 1.40011, 1.44308, 3.96633, 1.39993, 1.39993, 1.39993, 1.39993, 1.39993, 1.39993, 1.39993, 2.34221, 1.39993, 1.39993, 1.42572
2.38255, 6.91363, 4.40046, 1.42672, 2.98557, 2.51317, 0, 1.42673, 1.42673, 1.42687, 1.42685, 1.4268, 1.42687, 1.47109, 3.38632, 1.42672, 1.42672, 1.42672, 1.42672, 1.42672, 1.42672, 1.42672, 2.3691, 1.42672, 1.42672, 1.45359
2.39043, 5.08155, 3.9209, 1.45369, 2.66112, 1.16065, 0, 1.45371, 1.4537, 1.45384, 1.45382, 1.45377, 1.45381, 1.49929, 2.92708, 1.45369, 1.45369, 1.45369, 1.45369, 1.45369, 1.45369, 1.45369, 2.37345, 1.45369, 1.45369, 1.48166
2.39831, 2.45072, 3.54148, 1.48084, 2.10967, -1.09077, 0, 1.48085, 1.48085, 1.48098, 1.48096, 1.48092, 1.48094, 1.52768, 2.58712, 1.48084, 1.48084, 1.48084, 1.48084, 1.48084, 1.48084, 1.48084, 2.35879, 1.48084, 1.48084, 1.50992
2.40619, 4.54447, 3.25671, 1.50815, 2.55822, 1.28776, 0, 1.50816, 1.50816, 1.50829, 1.50827, 1.50823, 1.50824, 1.55629, 2.35571, 1.50815, 1.50815, 1.50815, 1.50815, 1.50815, 1.50815, 1.50815, 2.33032, 1.50815, 1.50815, 1.53836
2.41407, 3.44589, 3.05637, 1.53561, 2.33364, 0.389521, 0, 1.53563, 1.53563, 1.53576, 1.53574, 1.53569, 1.5357, 1.58513, 2.21649, 1.53561, 1.53561, 1.53561, 1.53561, 1.53561, 1.53561, 1.53562, 2.29415, 1.53561, 1.53561, 1.56698
2.42195, 3.54929, 2.92762, 1.56323, 2.35569, 0.621666, 0, 1.56325, 1.56325, 1.56338, 1.56336, 1.56331, 1.56331, 1.61428, 2.15038, 1.56323, 1.56323, 1.56323, 1.56323, 1.56323, 1.56323, 1.56323, 2.25643, 1.56323, 1.56323, 1.59577
2.42983, 2.55406, 2.85663, 1.591, 2.13402, -0.30257, 0, 1.59101, 1.59101, 1.59114, 1.59112, 1.59108, 1.59107, 1.64392, 2.13792, 1.591, 1.591, 1.591, 1.591, 1.591, 1.591, 1.591, 2.22261, 1.591, 1.591, 1.62471
2.43772, 1.4411, 2.82967, 1.6189, 1.85502, -1.38857, 0, 1.61892, 1.61891, 1.61905, 1.61903, 1.61898, 1.61898, 1.67438, 2.16085, 1.6189, 1.6189, 1.6189, 1.6189, 1.6189, 1.6189, 1.6189, 2.19687, 1.6189, 1.6189, 1.65382
2.4456, 4.43635, 2.834, 1.64695, 2.537, 1.60235, 0, 1.64696, 1.64696, 1.64709, 1.64707, 1.64703, 1.64702, 1.70635, 2.20313, 1.64695, 1.64695, 1.64695, 1.64695, 1.64695, 1.64695, 1.64695, 2.18184, 1.64695, 1.64695, 1.68307
2.45348, 5.55885, 2.85864, 1.67512, 2.74934, 2.70021, 0, 1.67514, 1.67514, 1.67527, 1.67525, 1.6752, 1.6752, 1.74106, 2.25149, 1.67512, 1.67512, 1.67512, 1.67512, 1.67512, 1.67512, 1.67513, 2.17854, 1.67512, 1.67512, 1.71248
2.46136, 0.563706, 2.89526, 1.70344, 1.60116, -2.33155, 0, 1.70345, 1.70345, 1.70358, 1.70356, 1.70352, 1.70351, 1.78072, 2.29575, 1.70344, 1.70344, 1.70344, 1.70344, 1.70344, 1.70344, 1.70344, 2.18662, 1.70344, 1.70344, 1.74203
2.46924, 3.15737, 2.93919, 1.73188, 2.27099, 0.218184, 0, 1.7319, 1.7319, 1.73203, 1.73201, 1.73196, 1.73196, 1.8291, 2.3289, 1.73188, 1.73188, 1.73188, 1.73188, 1.73188, 1.73188, 1.73189, 2.20466, 1.73188, 1.73188, 1.77174
2.47712, 3.27169, 2.99054, 1.76047, 2.29602, 0.281142, 0, 1.76048, 1.76048, 1.76062, 1.7606, 1.76055, 1.76054, 1.89228, 2.34706, 1.76047, 1.76047, 1.76047, 1.76047, 1.76047, 1.76047, 1.76047, 2.23057, 1.76047, 1.76047, 1.8016
2.485, 2.42423, 3.05532, 1.7892, 2.10339, -0.63109, 0, 1.78921, 1.78921, 1.78934, 1.78932, 1.78928, 1.78927, 1.97968, 2.34918, 1.7892, 1.7892, 1.7892, 1.7892, 1.7892, 1.7892, 1.7892, 2.262, 1.7892, 1.7892, 1.83161
2.49288, 4.99516, 3.14645, 1.81806, 2.64484, 1.84871, 0, 1.81807, 1.81807, 1.8182, 1.81819, 1.81814, 1.81813, 2.10514, 2.33661, 1.81806, 1.81806, 1.81806, 1.81806, 1.81806, 1.81806, 1.81806, 2.29665, 1.81806, 1.81806, 1.86178
2.50076, 7.99517, 3.28448, 1.84706, 3.16151, 4.71069, 0, 1.84708, 1.84708, 1.84721, 1.84719, 1.84714, 1.84714, 2.28798, 2.31247, 1.84706, 1.84706, 1.84706, 1.84706, 1.84706, 1.84706, 1.84707, 2.33268, 1.84706, 1.84706, 1.89209
2.50864, 6.67303, 3.49779, 1.87621, 2.945, 3.17525, 0, 1.87622, 1.87622, 1.87636, 1.87634, 1.87629, 1.87628, 2.55353, 2.28092, 1.87621, 1.87621, 1.87621, 1.87621, 1.87621, 1.87621, 1.87621, 2.36895, 1.87621, 1.87621, 1.92257
2.51652, 9.40231, 3.82199, 1.90549, 3.37673, 5.58032, 0, 1.90551, 1.90551, 1.90564, 1.90562, 1.90558, 1.90557, 2.93292, 2.24642, 1.90549, 1.90549, 1.90549, 1.90549, 1.90549, 1.90549, 1.9055, 2.40549, 1.90549, 1.90549, 1.9532
2.52441, 6.5684, 4.29828, 1.93491, 2.92718, 2.27012, 0, 1.93493, 1.93492, 1.93506, 1.93504, 1.93499, 1.93499, 3.46146, 2.21314, 1.93491, 1.93491, 1.93491, 1.93491, 1.93491, 1.93491, 1.93491, 2.444, 1.93491, 1.93491, 1.98397
2.53229, 8.57367, 4.97038, 1.96446, 3.25172, 3.60328, 0, 1.96447, 1.96447, 1.96461, 1.96459, 1.96454, 1.96453, 4.17524, 2.18443, 1.96446, 1.96446, 1.96446, 1.96446, 1.96446, 1.96446, 1.96446, 2.48876, 1.96446, 1.96446, 2.01489
2.54017, 6.16826, 5.88036, 1.99414, 2.85802, 0.287904, 0, 1.99415, 1.99415, 1.99428, 1.99426, 1.99422, 1.99421, 5.10585, 2.16264, 1.99414, 1.99414, 1.99414, 1.99414, 1.99414, 1.99414, 1.99414, 2.54788, 1.99414, 1.99414, 2.04594
2.54805, 7.02944, 7.06329, 2.02393, 3.0049, -0.0338426, 0, 2.02394, 2.02394, 2.02408, 2.02406, 2.02402, 2.024, 6.27332, 2.14901, 2.02393, 2.02393, 2.02393, 2.02393, 2.02393, 2.02393, 2.02393, 2.63517, 2.02393, 2.02393, 2.07713
2.55593, 12.171, 8.54225, 2.05384, 3.76444, 3.62875, 0, 2.05385, 2.05385, 2.05398, 2.05396, 2.05393, 2.05391, 7.67853, 2.14381, 2.05384, 2.05384, 2.05384, 2.05384, 2.05384, 2.05384, 2.05384, 2.77252, 2.05384, 2.05384, 2.10845
2.56381, 9.38795, 10.3246, 2.08386, 3.3746, -0.936602, 0, 2.08387, 2.08387, 2.084, 2.08398, 2.08395, 2.08393, 9.29631, 2.14659, 2.08386, 2.08386, 2.08386, 2.08386, 2.08386, 2.08386, 2.08386, 2.99288, 2.08386, 2.08386, 2.13989
2.57169, 14.7836, 12.3999, 2.11397, 4.09678, 2.38364, 0, 2.11399, 2.11399, 2.11412, 2.1141, 2.11408, 2.11405, 11.0704, 2.15637, 2.11397, 2.11397, 2.11397, 2.11397, 2.11397, 2.11397, 2.11398, 3.34318, 2.11397, 2.11397, 2.17144
2.57957, 17.785, 14.7435, 2.14419, 4.44803, 3.04148, 0, 2.1442, 2.1442, 2.14434, 2.14432, 2.14431, 2.14426, 12.9136, 2.17197, 2.14419, 2.14419, 2.14419, 2.14419, 2.14419, 2.14419, 2.14419, 3.88685, 2.14419, 2.14419, 2.2031
2.58745, 15.7525, 17.3209, 2.1745, 4.21338, -1.56834, 0, 2.17451, 2.17451, 2.17464, 2.17462, 2.17464, 2.17457, 14.7125, 2.19215, 2.1745, 2.1745, 2.1745, 2.1745, 2.1745, 2.1745, 2.1745, 4.70437, 2.1745, 2.1745, 2.23487
2.59533, 22.5762, 20.0979, 2.20489, 4.95744, 2.47825, 0, 2.2049, 2.2049, 2.20504, 2.20502, 2.20505, 2.20496, 16.3383, 2.21576, 2.20489, 2.20489, 2.20489, 2.20489, 2.20489, 2.20489, 2.20489, 5.89129, 2.20489, 2.20489, 2.26674
2.60321, 17.361, 23.0479, 2.23537, 4.40012, -5.68688, 0, 2.23538, 2.23538, 2.23551, 2.23549, 2.23556, 2.23544, 17.6616, 2.24186, 2.23537, 2.23537, 2.23537, 2.23537, 2.23537, 2.23537, 2.23537, 7.55125, 2.23537, 2.23537, 2.29873
2.6111, 26.8497, 26.158, 2.26592, 5.37119, 0.691729, 0, 2.26593, 2.26593, 2.26606, 2.26604, 2.26615, 2.26599, 18.5701, 2.26968, 2.26592, 2.26592, 2.26592, 2.26592, 2.26592, 2.26592, 2.26592, 9.7845, 2.26592, 2.26592, 2.33083
2.61898, 38.9449, 29.4274, 2.29654, 6.39882, 9.51744, 0, 2.29655, 2.29655, 2.29668, 2.29667, 2.29683, 2.29661, 18.9844, 2.29866, 2.29654, 2.29654, 2.29654, 2.29654, 2.29654, 2.29654, 2.29654, 12.6703, 2.29654, 2.29654, 2.36311
2.62686, 33.4108, 32.8596, 2.32723, 5.9507, 0.551239, 0, 2.32724, 2.32724, 2.32737, 2.32735, 2.32759, 2.3273, 18.8697, 2.32838, 2.32723, 2.32723, 2.32723, 2.32723, 2.32723, 2.32723, 2.32723, 16.2467, 2.32723, 2.32723, 2.39566
2.63474, 37.8123, 36.4442, 2.35798, 6.3097, 1.36817, 0, 2.35799, 2.35799, 2.35812, 2.35811, 2.35843, 2.35805, 18.2416, 2.35859, 2.35798, 2.35798, 2.35798, 2.35798, 2.35798, 2.35798, 2.35798, 20.4884, 2.35798, 2.35798, 2.42871
2.64262, 40.1242, 40.1382, 2.38879, 6.49031, -0.0140076, 0, 2.3888, 2.3888, 2.38893, 2.38891, 2.38936, 2.38886, 17.1625, 2.3891, 2.38879, 2.38879, 2.38879, 2.38879, 2.38879, 2.38879, 2.38879, 25.2893, 2.38879, 2.38879, 2.4627
2.6505, 44.0541, 43.8467, 2.41965, 6.78632, 0.207439, 0, 2.41966, 2.41966, 2.41979, 2.41977, 2.42038, 2.41972, 15.7326, 2.4198, 2.41965, 2.41965, 2.41965, 2.41965, 2.41965, 2.41965, 2.41965, 30.4536, 2.41965, 2.41965, 2.4985
2.65838, 42.4418, 47.4135, 2.45055, 6.66647, -4.97169, 0, 2.45056, 2.45056, 2.4507, 2.45068, 2.45151, 2.45062, 14.0748, 2.45063, 2.45055, 2.45055, 2.45055, 2.45055, 2.45055, 2.45055, 2.45055, 35.7007, 2.45055, 2.45055, 2.53773
2.66626, 44.3084, 50.625, 2.4815, 6.80503, -6.31663, 0, 2.48151, 2.48151, 2.48165, 2.48163, 2.48276, 2.48157, 12.3177, 2.48154, 2.4815, 2.4815, 2.4815, 2.4815, 2.4815, 2.4815, 2.4815, 40.6854, 2.4815, 2.4815, 2.58327
2.67414, 49.4601, 53.2309, 2.51249, 7.17357, -3.77079, 0, 2.5125, 2.5125, 2.51263, 2.51262, 2.51413, 2.51256, 10.5807, 2.51251, 2.51249, 2.51249, 2.51249, 2.51249, 2.51249, 2.51249, 2.51249, 45.0331, 2.51249, 2.51249, 2.64006
2.68202, 44.2117, 54.9797, 2.54351, 6.79792, -10.768, 0, 2.54352, 2.54352, 2.54366, 2.54364, 2.54565, 2.54358, 8.9612, 2.54352, 2.54351, 2.54351, 2.54351, 2.54351, 2.54351, 2.54351, 2.54351, 48.3868, 2.54351, 2.54351, 2.71619
2.6899, 39.2243, 55.6618, 2.57456, 6.42062, -16.4375, 0, 2.57457, 2.57457, 2.5747, 2.57468, 2.57732, 2.57463, 7.52862, 2.57456, 2.57456, 2.57456, 2.57456, 2.57456, 2.57456, 2.57456, 2.57456, 50.4549, 2.57456, 2.57456, 2.82432
2.69779, 50.2286, 55.1524, 2.60562, 7.22693, -4.92383, 0, 2.60564, 2.60564, 2.60577, 2.60575, 2.60914, 2.6057, 6.32254, 2.60563, 2.60562, 2.60562, 2.60562, 2.60562, 2.60562, 2.60562, 2.60563, 51.0538, 2.60562, 2.60562, 2.98345
2.70567, 48.3175, 53.4432, 2.6367, 7.09348, -5.12564, 0, 2.63671, 2.63671, 2.63685, 2.63683, 2.64109, 2.63677, 5.35597, 2.6367, 2.6367, 2.6367, 2.6367, 2.6367, 2.6367, 2.6367, 2.6367, 50.1353, 2.6367, 2.6367, 3.22056
2.71355, 55.3065, 50.6567, 2.66778, 7.57011, 4.64978, 0, 2.66779, 2.66779, 2.66793, 2.66791, 2.67314, 2.66785, 4.62093, 2.66778, 2.66778, 2.66778, 2.66778, 2.66778, 2.66778, 2.66778, 2.66778, 47.7935, 2.66778, 2.66778, 3.57214
2.72143, 64.2136, 47.0389, 2.69885, 8.13718, 17.1747, 0, 2.69887, 2.69887, 2.699, 2.69898, 2.70524, 2.69893, 4.09566, 2.69885, 2.69885, 2.69885, 2.69885, 2.69885, 2.69885, 2.69885, 2.69886, 44.2497, 2.69885, 2.69885, 4.08455
2.72931, 50.6461, 42.9304, 2.7299, 7.25576, 7.71574, 0, 2.72991, 2.72991, 2.73005, 2.73003, 2.73733, 2.72998, 3.75119, 2.7299, 2.7299, 2.7299, 2.7299, 2.7299, 2.7299, 2.7299, 2.7299, 39.8183, 2.7299, 2.7299, 4.8129
2.73719, 39.6603, 38.7233, 2.76091, 6.45448, 0.937065, 0, 2.76092, 2.76092, 2.76106, 2.76104, 2.76932, 2.76099, 3.55667, 2.76091, 2.76091, 2.76091, 2.76091, 2.76091, 2.76091, 2.76091, 2.76091, 34.8623, 2.76091, 2.76091, 5.81739
2.74507, 39.2625, 34.8111, 2.79186, 6.42359, 4.4514, 0, 2.79188, 2.79188, 2.79201, 2.79199, 2.80113, 2.79194, 3.48278, 2.79186, 2.79186, 2.79186, 2.79186, 2.79186, 2.79186, 2.79186, 2.79187, 29.7458, 2.79186, 2.79186, 7.15662
2.75295, 44.6165, 31.5382, 2.82274, 6.82763, 13.0784, 0, 2.82275, 2.82275, 2.82289, 2.82287, 2.83268, 2.82282, 3.50336, 2.82274, 2.82274, 2.82274, 2.82274, 2.82274, 2.82274, 2.82274, 2.82274, 24.7915, 2.82274, 2.82274, 8.87847
2.76083, 50.6219, 29.1599, 2.85353, 7.2541, 21.462, 0, 2.85354, 2.85354, 2.85367, 2.85365, 2.8639, 2.8536, 3.59565, 2.85353, 2.85353, 2.85353, 2.85353, 2.85353, 2.85353, 2.85353, 2.85353, 20.2528, 2.85353, 2.85353, 11.0077
2.76871, 31.6846, 27.8149, 2.8842, 5.80384, 3.86969, 0, 2.88421, 2.88421, 2.88435, 2.88433, 2.89472, 2.88428, 3.73954, 2.8842, 2.8842, 2.8842, 2.8842, 2.8842, 2.8842, 2.8842, 2.8842, 16.2984, 2.8842, 2.8842, 13.5345
2.77659, 37.5849, 27.514, 2.91475, 6.29165, 10.0708, 0, 2.91476, 2.91476, 2.91489, 2.91487, 2.92513, 2.91483, 3.91659, 2.91475, 2.91475, 2.91475, 2.91475, 2.91475, 2.91475, 2.91475, 2.91475, 13.0135, 2.91475, 2.91475, 16.4027
2.78448, 36.9645, 28.1456, 2.94517, 6.24216, 8.81893, 0, 2.94518, 2.94518, 2.94531, 2.94529, 2.95512, 2.94525, 4.10932, 2.94517, 2.94517, 2.94517, 2.94517, 2.94517, 2.94517, 2.94517, 2.94517, 10.4106, 2.94517, 2.94517, 19.5057
2.79236, 37.9611, 29.495, 2.97545, 6.32148, 8.4661, 0, 2.97546, 2.97546, 2.9756, 2.97558, 2.98474, 2.97554, 4.30083, 2.97545, 2.97545, 2.97545, 2.97545, 2.97545, 2.97545, 2.97545, 2.97545, 8.44924, 2.97545, 2.97545, 22.6862
2.80024, 33.9473, 31.2761, 3.00561, 5.99561, 2.67117, 0, 3.00562, 3.00562, 3.00576, 3.00574, 3.01403, 3.0057, 4.47519, 3.00561, 3.00561, 3.00561, 3.00561, 3.00561, 3.00561, 3.00561, 3.00561, 7.05576, 3.00561, 3.00561, 25.7476
2.80812, 36.9497, 33.1694, 3.03566, 6.24097, 3.78028, 0, 3.03567, 3.03567, 3.0358, 3.03578, 3.04308, 3.03575, 4.6183, 3.03566, 3.03566, 3.03566, 3.03566, 3.03566, 3.03566, 3.03566, 3.03566, 6.14257, 3.03566, 3.03566, 28.472
2.816, 37.0204, 34.8637, 3.06561, 6.24663, 2.15662, 0, 3.06562, 3.06562, 3.06576, 3.06574, 3.07198, 3.0657, 4.71909, 3.06561, 3.06561, 3.06561, 3.06561, 3.06561, 3.06561, 3.06561, 3.06561, 5.62248, 3.06561, 3.06561, 30.6466
2.82388, 35.9405, 36.0939, 3.09549, 6.15958, -0.15345, 0, 3.09551, 3.09551, 3.09564, 3.09562, 3.10081, 3.09559, 4.77051, 3.09549, 3.09549, 3.09549, 3.09549, 3.09549, 3.09549, 3.09549, 3.0955, 5.41837, 3.09549, 3.09549, 32.0903
2.83176, 24.3226, 36.6711, 3.12532, 5.13056, -12.3485, 0, 3.12533, 3.12533, 3.12546, 3.12545, 3.12964, 3.12542, 4.77033, 3.12532, 3.12532, 3.12532, 3.12532, 3.12532, 3.12532, 3.12532, 3.12532, 5.46721, 3.12532, 3.12532, 32.6795
2.83964, 33.241, 36.501, 3.15509, 5.93642, -3.25996, 0, 3.15511, 3.15511, 3.15524, 3.15522, 3.15851, 3.1552, 4.72126, 3.15509, 3.15509, 3.15509, 3.15509, 3.15509, 3.15509, 3.15509, 3.1551, 5.72004, 3.15509, 3.15509, 32.3661
