   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_290.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.00179378, 0, 1.67899e-15, 0, 1.41421, -1.67899e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22412e-17, 0, 0, 8.27543e-18, 0, 6.04451e-19, 0, 1.65786e-15, 0, 0
0.00964568, 0, 2.72496e-15, 0, 1.41421, -2.72496e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98652e-17, 0, 0, 1.36775e-17, 0, 1.00766e-18, 0, 2.69041e-15, 0, 0
0.0174976, 0, 4.39951e-15, 0, 1.41421, -4.39951e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20694e-17, 0, 0, 2.24909e-17, 0, 1.67189e-18, 0, 4.34328e-15, 0, 0
0.0253495, 0, 7.06646e-15, 0, 1.41421, -7.06646e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.15041e-17, 0, 0, 3.67977e-17, 0, 2.76106e-18, 0, 6.97539e-15, 0, 0
0.0332014, 0, 1.12922e-14, 0, 1.41421, -1.12922e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.22944e-17, 0, 0, 5.99066e-17, 0, 4.53882e-18, 0, 1.11454e-14, 0, 0
0.0410533, 0, 1.79537e-14, 0, 1.41421, -1.79537e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30827e-16, 0, 0, 9.70527e-17, 0, 7.4274e-18, 0, 1.77184e-14, 0, 0
0.0489051, 0, 2.8402e-14, 0, 1.41421, -2.8402e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06939e-16, 0, 0, 1.56474e-16, 0, 1.20998e-17, 0, 2.80265e-14, 0, 0
0.056757, 0, 4.47076e-14, 0, 1.41421, -4.47076e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25704e-16, 0, 0, 2.51077e-16, 0, 1.96241e-17, 0, 4.41112e-14, 0, 0
0.0646089, 0, 7.00274e-14, 0, 1.41421, -7.00274e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.10103e-16, 0, 0, 4.00982e-16, 0, 3.16876e-17, 0, 6.90846e-14, 0, 0
0.0724608, 0, 1.0915e-13, 0, 1.41421, -1.0915e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.94988e-16, 0, 0, 6.37416e-16, 0, 5.09448e-17, 0, 1.07667e-13, 0, 0
0.0803127, 0, 1.69303e-13, 0, 1.41421, -1.69303e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23295e-15, 0, 0, 1.00861e-15, 0, 8.15524e-17, 0, 1.6698e-13, 0, 0
0.0881646, 0, 2.6134e-13, 0, 1.41421, -2.6134e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.90296e-15, 0, 0, 1.58876e-15, 0, 1.29997e-16, 0, 2.57718e-13, 0, 0
0.0960165, 0, 4.01471e-13, 0, 1.41421, -4.01471e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.92295e-15, 0, 0, 2.49144e-15, 0, 2.06354e-16, 0, 3.9585e-13, 0, 0
0.103868, 0, 6.13799e-13, 0, 1.41421, -6.13799e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46823e-15, 0, 0, 3.88981e-15, 0, 3.262e-16, 0, 6.05114e-13, 0, 0
0.11172, 0, 9.33963e-13, 0, 1.41421, -9.33963e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79799e-15, 0, 0, 6.04678e-15, 0, 5.13528e-16, 0, 9.20605e-13, 0, 0
0.119572, 0, 1.41441e-12, 0, 1.41421, -1.41441e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02936e-14, 0, 0, 9.35985e-15, 0, 8.05144e-16, 0, 1.39395e-12, 0, 0
0.127424, 0, 2.13194e-12, 0, 1.41421, -2.13194e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55134e-14, 0, 0, 1.44287e-14, 0, 1.25728e-15, 0, 2.10074e-12, 0, 0
0.135276, 0, 3.19843e-12, 0, 1.41421, -3.19843e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32707e-14, 0, 0, 2.21526e-14, 0, 1.95551e-15, 0, 3.15105e-12, 0, 0
0.143128, 0, 4.77604e-12, 0, 1.41421, -4.77604e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47442e-14, 0, 0, 3.3877e-14, 0, 3.02956e-15, 0, 4.70438e-12, 0, 0
0.15098, 0, 7.09867e-12, 0, 1.41421, -7.09867e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16337e-14, 0, 0, 5.16083e-14, 0, 4.67537e-15, 0, 6.99075e-12, 0, 0
0.158832, 0, 1.0502e-11, 0, 1.41421, -1.0502e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.63788e-14, 0, 0, 7.83295e-14, 0, 7.18774e-15, 0, 1.03401e-11, 0, 0
0.166684, 0, 1.5472e-11, 0, 1.41421, -1.5472e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1251e-13, 0, 0, 1.18689e-13, 0, 1.10306e-14, 0, 1.52297e-11, 0, 0
0.174535, 0, 2.26785e-11, 0, 1.41421, -2.26785e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64896e-13, 0, 0, 1.78894e-13, 0, 1.68304e-14, 0, 2.23179e-11, 0, 0
0.182387, 0, 3.30899e-11, 0, 1.41421, -3.30899e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4057e-13, 0, 0, 2.68773e-13, 0, 2.55874e-14, 0, 3.2555e-11, 0, 0
0.190239, 0, 4.80612e-11, 0, 1.41421, -4.80612e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.49378e-13, 0, 0, 4.02591e-13, 0, 3.87635e-14, 0, 4.72705e-11, 0, 0
0.198091, 0, 6.94898e-11, 0, 1.41421, -6.94898e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05105e-13, 0, 0, 6.01346e-13, 0, 5.85224e-14, 0, 6.83249e-11, 0, 0
0.205943, 0, 1.00019e-10, 0, 1.41421, -1.00019e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.26952e-13, 0, 0, 8.95909e-13, 0, 8.8056e-14, 0, 9.83077e-11, 0, 0
0.213795, 0, 1.43312e-10, 0, 1.41421, -1.43312e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04155e-12, 0, 0, 1.33165e-12, 0, 1.32061e-13, 0, 1.40807e-10, 0, 0
0.221647, 0, 2.04425e-10, 0, 1.41421, -2.04425e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48562e-12, 0, 0, 1.97522e-12, 0, 1.97428e-13, 0, 2.00767e-10, 0, 0
