   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_855.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.474724, 0, 6.62745e-07, 5.35004e-10, 1.41421, -6.62745e-07, 5.35004e-10, 5.35301e-10, 6.69004e-10, 6.3929e-10, 2.26992e-09, 1.08318e-08, 9.09078e-10, 1.09937e-09, 4.63824e-09, 7.29371e-09, 6.0913e-10, 5.39706e-10, 8.63896e-08, 6.2111e-10, 5.35006e-10, 5.52087e-07, 5.35004e-10, 1.10345e-09
0.482571, 0, 8.6732e-07, 1.03318e-09, 1.41421, -8.6732e-07, 1.03318e-09, 1.03375e-09, 1.29133e-09, 1.23409e-09, 4.37544e-09, 2.08696e-08, 1.75382e-09, 2.12041e-09, 8.93793e-09, 9.69139e-09, 1.17598e-09, 1.04224e-09, 1.24972e-07, 1.20591e-09, 1.03319e-09, 6.99952e-07, 1.03318e-09, 2.12828e-09
0.490417, 0, 1.13961e-06, 1.95858e-09, 1.41421, -1.13961e-06, 1.95858e-09, 1.95966e-09, 2.44696e-09, 2.33866e-09, 8.28173e-09, 3.94868e-08, 3.32194e-09, 4.01549e-09, 1.69134e-08, 1.30131e-08, 2.22874e-09, 1.97571e-09, 1.80059e-07, 2.29605e-09, 1.95858e-09, 8.8466e-07, 1.95858e-09, 4.03037e-09
0.498263, 0, 1.50641e-06, 3.65185e-09, 1.41421, -1.50641e-06, 3.65185e-09, 3.65386e-09, 4.56087e-09, 4.3593e-09, 1.54211e-08, 7.3503e-08, 6.18948e-09, 7.48038e-09, 3.14872e-08, 1.77194e-08, 4.1547e-09, 3.68375e-09, 2.58391e-07, 4.29752e-09, 3.65186e-09, 1.11513e-06, 3.65185e-09, 7.50808e-09
0.50611, 0, 2.00784e-06, 6.70394e-09, 1.41421, -2.00784e-06, 6.70394e-09, 6.70763e-09, 8.37002e-09, 8.00058e-09, 2.8275e-08, 1.34729e-07, 1.1355e-08, 1.3721e-08, 5.77213e-08, 2.45469e-08, 7.62558e-09, 6.76241e-09, 3.6952e-07, 7.91714e-09, 6.70396e-09, 1.40268e-06, 6.70394e-09, 1.37717e-08
0.513956, 0, 2.70402e-06, 1.21237e-08, 1.41421, -2.70402e-06, 1.21237e-08, 1.21303e-08, 1.5132e-08, 1.44649e-08, 5.10735e-08, 2.43293e-07, 2.05218e-08, 2.4794e-08, 1.04244e-07, 3.46815e-08, 1.37878e-08, 1.22292e-08, 5.262e-07, 1.43662e-08, 1.21237e-08, 1.76195e-06, 1.21237e-08, 2.48857e-08
0.521803, 0, 3.68718e-06, 2.16051e-08, 1.41421, -3.68718e-06, 2.16051e-08, 2.16169e-08, 2.6958e-08, 2.5771e-08, 9.09101e-08, 4.32933e-07, 3.65483e-08, 4.41499e-08, 1.85518e-07, 5.00316e-08, 2.45662e-08, 2.17929e-08, 7.46498e-07, 2.56871e-08, 2.16051e-08, 2.21236e-06, 2.16051e-08, 4.4313e-08
0.529649, 0, 5.09847e-06, 3.79468e-08, 1.41421, -5.09847e-06, 3.79468e-08, 3.79675e-08, 4.7334e-08, 4.52524e-08, 1.59485e-07, 7.59281e-07, 6.41522e-08, 7.74829e-08, 3.25396e-07, 7.36543e-08, 4.31396e-08, 3.82762e-08, 1.0552e-06, 4.52679e-08, 3.79469e-08, 2.78007e-06, 3.79468e-08, 7.7769e-08
0.537495, 0, 7.15425e-06, 6.56957e-08, 1.41421, -7.15425e-06, 6.56957e-08, 6.57316e-08, 8.19216e-08, 7.83236e-08, 2.75777e-07, 1.31254e-06, 1.10992e-07, 1.34035e-07, 5.62556e-07, 1.10408e-07, 7.46715e-08, 6.6265e-08, 1.4864e-06, 7.8638e-08, 6.56958e-08, 3.5012e-06, 6.56957e-08, 1.34529e-07
0.545342, 0, 1.01851e-05, 1.1212e-07, 1.41421, -1.01851e-05, 1.1212e-07, 1.12181e-07, 1.39767e-07, 1.33636e-07, 4.70069e-07, 2.23657e-06, 1.89299e-07, 2.2856e-07, 9.58703e-07, 1.67935e-07, 1.27414e-07, 1.1309e-07, 2.08695e-06, 1.34677e-07, 1.1212e-07, 4.42657e-06, 1.1212e-07, 2.29403e-07
0.553188, 0, 1.46936e-05, 1.88642e-07, 1.41421, -1.46936e-05, 1.88642e-07, 1.88745e-07, 2.35078e-07, 2.24781e-07, 7.89866e-07, 3.75693e-06, 3.18274e-07, 3.84219e-07, 1.61059e-06, 2.58106e-07, 2.1433e-07, 1.90271e-07, 2.92104e-06, 2.27409e-07, 1.88642e-07, 5.62933e-06, 1.88642e-07, 3.85634e-07
0.561035, 0, 2.14337e-05, 3.12914e-07, 1.41421, -2.14337e-05, 3.12914e-07, 3.13084e-07, 3.89805e-07, 3.72754e-07, 1.30844e-06, 6.22138e-06, 5.27562e-07, 6.36755e-07, 2.66741e-06, 3.99112e-07, 3.55448e-07, 3.15612e-07, 4.07646e-06, 3.78618e-07, 3.12915e-07, 7.21297e-06, 3.12914e-07, 6.39099e-07
0.568881, 0, 3.15281e-05, 5.11763e-07, 1.41421, -3.15281e-05, 5.11763e-07, 5.12041e-07, 6.37282e-07, 6.09449e-07, 2.13689e-06, 1.0157e-05, 8.62163e-07, 1.04041e-06, 4.35533e-06, 6.18427e-07, 5.81198e-07, 5.16168e-07, 5.67302e-06, 6.21594e-07, 5.11764e-07, 9.32759e-06, 5.11763e-07, 1.04424e-06
0.576728, 0, 4.66259e-05, 8.25259e-07, 1.41421, -4.66259e-05, 8.25259e-07, 8.25706e-07, 1.02727e-06, 9.82479e-07, 3.4408e-06, 1.63486e-05, 1.38921e-06, 1.67609e-06, 7.01125e-06, 9.56895e-07, 9.37009e-07, 8.32348e-07, 7.87369e-06, 1.00635e-06, 8.25261e-07, 1.21896e-05, 8.25259e-07, 1.68225e-06
0.584574, 0, 6.91178e-05, 1.31224e-06, 1.41421, -6.91178e-05, 1.31224e-06, 1.31295e-06, 1.63281e-06, 1.56173e-06, 5.46272e-06, 2.59455e-05, 2.20714e-06, 2.66239e-06, 1.11285e-05, 1.47429e-06, 1.48957e-06, 1.32349e-06, 1.08995e-05, 1.60679e-06, 1.31225e-06, 1.61097e-05, 1.31224e-06, 2.67218e-06
0.59242, 0, 0.000102418, 2.05762e-06, 1.41421, -0.000102418, 2.05762e-06, 2.05873e-06, 2.5592e-06, 2.44797e-06, 8.55164e-06, 4.05999e-05, 3.45782e-06, 4.17011e-06, 1.74166e-05, 2.25663e-06, 2.33507e-06, 2.07522e-06, 1.50489e-05, 2.53024e-06, 2.05762e-06, 2.15311e-05, 2.05762e-06, 4.18548e-06
0.600267, 0, 0.000151328, 3.18175e-06, 1.41421, -0.000151328, 3.18175e-06, 3.18346e-06, 3.9556e-06, 3.784e-06, 1.32009e-05, 6.26461e-05, 5.34202e-06, 6.44098e-06, 2.6878e-05, 3.42563e-06, 3.60981e-06, 3.20891e-06, 2.07229e-05, 3.92996e-06, 3.18176e-06, 2.90792e-05, 3.18175e-06, 6.46475e-06
0.608113, 0, 0.000222493, 4.85225e-06, 1.41421, -0.000222493, 4.85225e-06, 4.85485e-06, 6.02958e-06, 5.76851e-06, 2.00954e-05, 9.53211e-05, 8.13887e-06, 9.81083e-06, 4.09037e-05, 5.15051e-06, 5.50349e-06, 4.89358e-06, 2.84577e-05, 6.021e-06, 4.85226e-06, 3.96281e-05, 4.85225e-06, 9.84711e-06
0.61596, 0, 0.00032496, 7.2984e-06, 1.41421, -0.00032496, 7.2984e-06, 7.30231e-06, 9.06482e-06, 8.67313e-06, 3.01686e-05, 0.000143034, 1.22295e-05, 1.4738e-05, 6.13885e-05, 7.66251e-06, 8.27548e-06, 7.36042e-06, 3.89653e-05, 9.09996e-06, 7.29842e-06, 5.43827e-05, 7.2984e-06, 1.47927e-05
0.623806, 0, 0.000470836, 1.0828e-05, 1.41421, -0.000470836, 1.0828e-05, 1.08338e-05, 1.34417e-05, 1.28621e-05, 4.46687e-05, 0.000211674, 1.81244e-05, 2.18363e-05, 9.08643e-05, 1.12717e-05, 1.22737e-05, 1.09198e-05, 5.3185e-05, 1.35686e-05, 1.0828e-05, 7.49854e-05, 1.0828e-05, 2.19176e-05
0.631652, 0, 0.000676047, 1.58467e-05, 1.41421, -0.000676047, 1.58467e-05, 1.58551e-05, 1.96612e-05, 1.88153e-05, 6.52339e-05, 0.000308962, 2.64951e-05, 3.19123e-05, 0.000132652, 1.63866e-05, 1.79565e-05, 1.59807e-05, 7.23522e-05, 1.99615e-05, 1.58467e-05, 0.000103644, 1.58467e-05, 3.20316e-05
