   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_859.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.102172, 0, 2.18593e-14, 0, 1.41421, -2.18593e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30164e-16, 0, 0, 1.03472e-16, 0, 1.33687e-17, 0, 2.16123e-14, 0, 0
0.110025, 0, 3.54902e-14, 0, 1.41421, -3.54902e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11309e-16, 0, 0, 1.71288e-16, 0, 2.23361e-17, 0, 3.50853e-14, 0, 0
0.117877, 0, 5.72928e-14, 0, 1.41421, -5.72928e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41083e-16, 0, 0, 2.82028e-16, 0, 3.7133e-17, 0, 5.66326e-14, 0, 0
0.125729, 0, 9.19664e-14, 0, 1.41421, -9.19664e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.47444e-16, 0, 0, 4.61906e-16, 0, 6.14293e-17, 0, 9.08956e-14, 0, 0
0.133581, 0, 1.46795e-13, 0, 1.41421, -1.46795e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.73717e-16, 0, 0, 7.52559e-16, 0, 1.0113e-16, 0, 1.45067e-13, 0, 0
0.141433, 0, 2.33003e-13, 0, 1.41421, -2.33003e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38666e-15, 0, 0, 1.2198e-15, 0, 1.65699e-16, 0, 2.3023e-13, 0, 0
0.149286, 0, 3.67785e-13, 0, 1.41421, -3.67785e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18852e-15, 0, 0, 1.96713e-15, 0, 2.70214e-16, 0, 3.63359e-13, 0, 0
0.157138, 0, 5.77328e-13, 0, 1.41421, -5.77328e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.43501e-15, 0, 0, 3.15656e-15, 0, 4.38601e-16, 0, 5.70298e-13, 0, 0
0.16499, 0, 9.01284e-13, 0, 1.41421, -9.01284e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.36184e-15, 0, 0, 5.04048e-15, 0, 7.08649e-16, 0, 8.90173e-13, 0, 0
0.172842, 0, 1.39933e-12, 0, 1.41421, -1.39933e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.3238e-15, 0, 0, 8.01077e-15, 0, 1.13978e-15, 0, 1.38186e-12, 0, 0
0.180694, 0, 2.16079e-12, 0, 1.41421, -2.16079e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28517e-14, 0, 0, 1.26725e-14, 0, 1.82501e-15, 0, 2.13344e-12, 0, 0
0.188547, 0, 3.31855e-12, 0, 1.41421, -3.31855e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97354e-14, 0, 0, 1.99571e-14, 0, 2.90936e-15, 0, 3.27594e-12, 0, 0
0.196399, 0, 5.06917e-12, 0, 1.41421, -5.06917e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01429e-14, 0, 0, 3.12928e-14, 0, 4.61794e-15, 0, 5.00311e-12, 0, 0
0.204251, 0, 7.70172e-12, 0, 1.41421, -7.70172e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5792e-14, 0, 0, 4.88629e-14, 0, 7.29879e-15, 0, 7.59977e-12, 0, 0
0.212103, 0, 1.16389e-11, 0, 1.41421, -1.16389e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.91944e-14, 0, 0, 7.5995e-14, 0, 1.1488e-14, 0, 1.14822e-11, 0, 0
0.219955, 0, 1.74953e-11, 0, 1.41421, -1.74953e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04002e-13, 0, 0, 1.17749e-13, 0, 1.80081e-14, 0, 1.72555e-11, 0, 0
0.227808, 0, 2.6159e-11, 0, 1.41421, -2.6159e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55491e-13, 0, 0, 1.81799e-13, 0, 2.81166e-14, 0, 2.57935e-11, 0, 0
0.23566, 0, 3.89065e-11, 0, 1.41421, -3.89065e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31249e-13, 0, 0, 2.79776e-13, 0, 4.37299e-14, 0, 3.83517e-11, 0, 0
0.243512, 0, 5.75621e-11, 0, 1.41421, -5.75621e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42116e-13, 0, 0, 4.29274e-13, 0, 6.77587e-14, 0, 5.67229e-11, 0, 0
0.251364, 0, 8.47173e-11, 0, 1.41421, -8.47173e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.03499e-13, 0, 0, 6.56897e-13, 0, 1.0461e-13, 0, 8.34523e-11, 0, 0
0.259216, 0, 1.24034e-10, 2.94273e-44, 1.41421, -1.24034e-10, 0, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 7.37167e-13, 2.94273e-44, 2.94273e-44, 1.00287e-12, 2.94273e-44, 1.60939e-13, 2.94273e-44, 1.22133e-10, 2.94273e-44, 2.94273e-44
0.267069, 0, 1.80656e-10, 5.00264e-43, 1.41421, -1.80656e-10, 0, 5.00264e-43, 5.00264e-43, 5.00264e-43, 5.00264e-43, 5.00264e-43, 5.00264e-43, 5.00264e-43, 5.00264e-43, 5.00264e-43, 1.07372e-12, 5.00264e-43, 5.00264e-43, 1.528e-12, 5.00264e-43, 2.4677e-13, 5.00264e-43, 1.77807e-10, 5.00264e-43, 5.00264e-43
0.274921, 0, 2.61769e-10, 7.4479e-42, 1.41421, -2.61769e-10, 0, 7.4479e-42, 7.4479e-42, 7.4479e-42, 7.4479e-42, 7.4479e-42, 7.4479e-42, 7.4479e-42, 7.4479e-42, 7.4479e-42, 1.5559e-12, 7.4479e-42, 7.4479e-42, 2.3243e-12, 7.4479e-42, 3.77159e-13, 7.4479e-42, 2.57512e-10, 7.4479e-42, 7.4479e-42
0.282773, 0, 3.77358e-10, 9.78078e-41, 1.41421, -3.77358e-10, 0, 9.78078e-41, 9.78078e-41, 9.78078e-41, 9.78078e-41, 9.78078e-41, 9.78078e-41, 9.78078e-41, 9.78078e-41, 9.78078e-41, 2.24314e-12, 9.78078e-41, 9.78078e-41, 3.5311e-12, 9.78078e-41, 5.74681e-13, 9.78078e-41, 3.71009e-10, 9.78078e-41, 9.78078e-41
0.290625, 0, 5.41214e-10, 1.14882e-39, 1.41421, -5.41214e-10, 0, 1.14882e-39, 1.14882e-39, 1.14882e-39, 1.14882e-39, 1.14882e-39, 1.14882e-39, 1.14882e-39, 1.14882e-39, 1.14882e-39, 3.21759e-12, 1.14882e-39, 1.14882e-39, 5.35957e-12, 1.14882e-39, 8.73103e-13, 1.14882e-39, 5.31764e-10, 1.14882e-39, 1.14882e-39
0.298478, 0, 7.72291e-10, 1.21633e-38, 1.41421, -7.72291e-10, 0, 1.21633e-38, 1.21633e-38, 1.21633e-38, 1.21633e-38, 1.21633e-38, 1.21633e-38, 1.21633e-38, 1.21633e-38, 1.21633e-38, 4.59219e-12, 1.21633e-38, 1.21633e-38, 8.13026e-12, 1.21633e-38, 1.32285e-12, 1.21633e-38, 7.58246e-10, 1.21633e-38, 1.21633e-38
0.30633, 0, 1.09649e-09, 1.16648e-37, 1.41421, -1.09649e-09, 0, 1.16648e-37, 1.16648e-37, 1.16648e-37, 1.16648e-37, 1.16648e-37, 1.16648e-37, 1.16648e-37, 1.16648e-37, 1.16648e-37, 6.5214e-12, 1.16648e-37, 1.16648e-37, 1.23301e-11, 1.16648e-37, 1.99906e-12, 1.16648e-37, 1.07564e-09, 1.16648e-37, 1.16648e-37
0.314182, 0, 1.54902e-09, 1.01839e-36, 1.41421, -1.54902e-09, 0, 1.01839e-36, 1.01839e-36, 1.01839e-36, 1.01839e-36, 1.01839e-36, 1.01839e-36, 1.01839e-36, 1.01839e-36, 1.01839e-36, 9.21539e-12, 1.01839e-36, 1.01839e-36, 1.86999e-11, 1.01839e-36, 3.01358e-12, 1.01839e-36, 1.51809e-09, 1.01839e-36, 1.01839e-36
0.322034, 0, 2.17751e-09, 8.13607e-36, 1.41421, -2.17751e-09, 0, 8.13607e-36, 8.13607e-36, 8.13607e-36, 8.13607e-36, 8.13607e-36, 8.13607e-36, 8.13607e-36, 8.13607e-36, 8.13607e-36, 1.29586e-11, 8.13607e-36, 8.13607e-36, 2.83674e-11, 8.13607e-36, 4.53252e-12, 8.13607e-36, 2.13165e-09, 8.13607e-36, 8.13607e-36
0.329886, 0, 3.04602e-09, 5.97877e-35, 1.41421, -3.04602e-09, 0, 5.97877e-35, 5.97877e-35, 5.97877e-35, 5.97877e-35, 5.97877e-35, 5.97877e-35, 5.97877e-35, 5.97877e-35, 5.97877e-35, 1.81341e-11, 5.97877e-35, 5.97877e-35, 4.30498e-11, 5.97877e-35, 6.8023e-12, 5.97877e-35, 2.97803e-09, 5.97877e-35, 5.97877e-35
0.337738, 0, 4.24032e-09, 4.00562e-34, 1.41421, -4.24032e-09, 0, 4.00562e-34, 4.00562e-34, 4.00562e-34, 4.00562e-34, 4.00562e-34, 4.00562e-34, 4.00562e-34, 4.00562e-34, 4.00562e-34, 2.52551e-11, 4.00562e-34, 4.00562e-34, 6.53638e-11, 4.00562e-34, 1.01879e-11, 4.00562e-34, 4.13952e-09, 4.00562e-34, 4.00562e-34
0.345591, 0, 5.8747e-09, 2.69276e-33, 1.41421, -5.8747e-09, 0, 2.69276e-33, 2.69276e-33, 2.69276e-33, 2.69276e-33, 2.69276e-33, 2.69276e-33, 2.69276e-33, 2.69276e-33, 2.69276e-33, 3.50062e-11, 2.69276e-33, 2.69276e-33, 9.9293e-11, 2.69276e-33, 1.52286e-11, 2.69276e-33, 5.72518e-09, 2.69276e-33, 2.69276e-33
0.353443, 0, 8.1007e-09, 1.72544e-32, 1.41421, -8.1007e-09, 0, 1.72544e-32, 1.72544e-32, 1.72544e-32, 1.72544e-32, 1.72544e-32, 1.72544e-32, 1.72544e-32, 1.72544e-32, 1.72544e-32, 4.82956e-11, 1.72544e-32, 1.72544e-32, 1.509e-10, 1.72544e-32, 2.27207e-11, 1.72544e-32, 7.87878e-09, 1.72544e-32, 1.72544e-32
0.361295, 0, 1.11184e-08, 1.0359e-31, 1.41421, -1.11184e-08, 0, 1.0359e-31, 1.0359e-31, 1.0359e-31, 1.0359e-31, 1.0359e-31, 1.0359e-31, 1.0359e-31, 1.0359e-31, 1.0359e-31, 6.63231e-11, 1.0359e-31, 1.0359e-31, 2.29393e-10, 1.0359e-31, 3.38363e-11, 1.0359e-31, 1.07888e-08, 1.0359e-31, 1.0359e-31
0.369147, 0, 1.51907e-08, 5.82457e-31, 1.41421, -1.51907e-08, 0, 5.82457e-31, 5.82457e-31, 5.82457e-31, 5.82457e-31, 5.82457e-31, 5.82457e-31, 5.82457e-31, 5.82457e-31, 5.82457e-31, 9.06666e-11, 5.82457e-31, 5.82457e-31, 3.48741e-10, 5.82457e-31, 5.0298e-11, 5.82457e-31, 1.47009e-08, 5.82457e-31, 5.82457e-31
0.376999, 0, 2.06618e-08, 3.06734e-30, 1.41421, -2.06618e-08, 0, 3.06734e-30, 3.06734e-30, 3.06734e-30, 3.06734e-30, 3.06734e-30, 3.06734e-30, 3.06734e-30, 3.06734e-30, 3.06734e-30, 1.23391e-10, 3.06734e-30, 3.06734e-30, 5.30072e-10, 3.06734e-30, 7.46297e-11, 3.06734e-30, 1.99337e-08, 3.06734e-30, 3.06734e-30
0.384852, 0, 2.79808e-08, 1.51654e-29, 1.41421, -2.79808e-08, 0, 1.51654e-29, 1.51654e-29, 1.51654e-29, 1.51654e-29, 1.51654e-29, 1.51654e-29, 1.51654e-29, 1.51654e-29, 1.51654e-29, 1.67188e-10, 1.51654e-29, 1.51654e-29, 8.05254e-10, 1.51654e-29, 1.1052e-10, 1.51654e-29, 2.68979e-08, 1.51654e-29, 1.51654e-29
0.392704, 0, 3.77312e-08, 7.06496e-29, 1.41421, -3.77312e-08, 0, 7.06496e-29, 7.06496e-29, 7.06496e-29, 7.06496e-29, 7.06496e-29, 7.06496e-29, 7.06496e-29, 7.06496e-29, 7.06496e-29, 2.25552e-10, 7.06496e-29, 7.06496e-29, 1.22219e-09, 7.06496e-29, 1.63341e-10, 7.06496e-29, 3.61201e-08, 7.06496e-29, 7.06496e-29
0.400556, 0, 5.06706e-08, 6.33236e-28, 1.41421, -5.06706e-08, 0, 6.33236e-28, 6.33236e-28, 6.33236e-28, 6.33236e-28, 6.33236e-28, 6.33236e-28, 6.33236e-28, 6.33236e-28, 6.33236e-28, 3.03001e-10, 6.33236e-28, 6.33236e-28, 1.85387e-09, 6.33236e-28, 2.40958e-10, 6.33236e-28, 4.82727e-08, 6.33236e-28, 6.33236e-28
0.408408, 0, 6.77722e-08, 2.5157e-27, 1.41421, -6.77722e-08, 0, 2.5157e-27, 2.5157e-27, 2.5157e-27, 2.5157e-27, 2.5157e-27, 2.5157e-27, 2.5157e-27, 2.5157e-27, 2.5157e-27, 4.05339e-10, 2.5157e-27, 2.5157e-27, 2.80505e-09, 2.5157e-27, 3.54521e-10, 2.5157e-27, 6.42073e-08, 2.5157e-27, 2.5157e-27
0.416261, 0, 9.02955e-08, 9.52214e-27, 1.41421, -9.02955e-08, 0, 9.52214e-27, 9.52214e-27, 9.52214e-27, 9.52214e-27, 9.52214e-27, 9.52214e-27, 9.52214e-27, 9.52214e-27, 9.52214e-27, 5.40019e-10, 9.52214e-27, 9.52214e-27, 4.23533e-09, 9.52214e-27, 5.20305e-10, 9.52214e-27, 8.49999e-08, 9.52214e-27, 9.52214e-27
0.424113, 0, 1.19858e-07, 3.4423e-26, 1.41421, -1.19858e-07, 0, 3.4423e-26, 3.4423e-26, 3.4423e-26, 3.4423e-26, 3.4423e-26, 3.4423e-26, 3.4423e-26, 3.4423e-26, 3.4423e-26, 7.16552e-10, 3.4423e-26, 3.4423e-26, 6.37891e-09, 3.4423e-26, 7.61542e-10, 3.4423e-26, 1.12001e-07, 3.4423e-26, 3.4423e-26
0.431965, 0, 1.58533e-07, 1.19342e-25, 1.41421, -1.58533e-07, 0, 1.19342e-25, 1.19342e-25, 1.19342e-25, 1.19342e-25, 1.19342e-25, 1.19342e-25, 1.19342e-25, 1.19342e-25, 1.19342e-25, 9.47036e-10, 1.19342e-25, 1.19342e-25, 9.57962e-09, 1.19342e-25, 1.11133e-09, 1.19342e-25, 1.46895e-07, 1.19342e-25, 1.19342e-25
0.439817, 0, 2.09272e-07, 4.01709e-25, 1.41421, -2.09272e-07, 0, 3.26242e-15, 2.80224e-12, 3.55385e-14, 2.01185e-12, 3.14711e-11, 1.37013e-10, 6.56537e-12, 9.66503e-12, 7.02294e-11, 1.24682e-09, 1.30026e-12, 8.17396e-14, 1.43396e-08, 1.30379e-13, 1.6166e-09, 3.56991e-16, 1.91798e-07, 4.01709e-25, 9.92567e-12
0.447669, 0, 2.75533e-07, 3.21903e-11, 1.41421, -2.75533e-07, 3.21903e-11, 3.22004e-11, 4.08324e-11, 3.22999e-11, 3.83949e-11, 1.29247e-10, 4.54738e-10, 5.24379e-11, 6.19973e-11, 2.48778e-10, 1.66742e-09, 3.62003e-11, 3.24424e-11, 2.14208e-08, 3.41515e-11, 2.37561e-09, 3.21914e-11, 2.49328e-07, 3.21903e-11, 6.28011e-11
0.455522, 0, 3.61994e-07, 9.99265e-11, 1.41421, -3.61994e-07, 9.99265e-11, 9.99505e-11, 1.20517e-10, 1.00188e-10, 1.14709e-10, 3.3117e-10, 1.10667e-09, 1.48167e-10, 1.70943e-10, 6.15957e-10, 2.2365e-09, 1.0948e-10, 1.00527e-10, 3.18785e-08, 1.06589e-10, 3.48424e-09, 9.99291e-11, 3.22696e-07, 9.99265e-11, 1.72858e-10
0.463374, 0, 4.74906e-07, 2.38905e-10, 1.41421, -4.74906e-07, 2.38905e-10, 2.38957e-10, 2.83522e-10, 2.39471e-10, 2.70938e-10, 7.3999e-10, 2.42043e-09, 3.43439e-10, 3.92792e-10, 1.3571e-09, 3.02021e-09, 2.59608e-10, 2.40206e-10, 4.72565e-08, 2.55952e-10, 5.10683e-09, 2.3891e-10, 4.15906e-07, 2.38905e-10, 3.96942e-10
0.471226, 0, 6.22629e-07, 5.18652e-10, 1.41421, -6.22629e-07, 5.18652e-10, 5.1876e-10, 6.10788e-10, 5.19821e-10, 5.848e-10, 1.5534e-09, 5.02351e-09, 7.34516e-10, 8.3643e-10, 2.82773e-09, 4.126e-09, 5.61404e-10, 5.2134e-10, 6.97737e-08, 5.57483e-10, 7.49114e-09, 5.18664e-10, 5.33842e-07, 5.18652e-10, 8.45e-10
0.479078, 0, 8.16639e-07, 1.07197e-09, 1.41421, -8.16639e-07, 1.07197e-09, 1.07219e-09, 1.25655e-09, 1.07431e-09, 1.20449e-09, 3.14494e-09, 1.00968e-08, 1.50442e-09, 1.7086e-09, 5.6979e-09, 5.73382e-09, 1.15762e-09, 1.07735e-09, 1.02606e-07, 1.155e-09, 1.10173e-08, 1.07199e-09, 6.82558e-07, 1.07197e-09, 1.72576e-09
0.48693, 0, 1.07296e-06, 2.14826e-09, 1.41421, -1.07296e-06, 2.14826e-09, 2.14869e-09, 2.50979e-09, 2.15285e-09, 2.40782e-09, 6.20842e-09, 1.98246e-08, 2.99528e-09, 3.39517e-09, 1.12087e-08, 8.1513e-09, 2.31601e-09, 2.15881e-09, 1.50282e-07, 2.31883e-09, 1.62709e-08, 2.14831e-09, 8.69555e-07, 2.14826e-09, 3.4288e-09
0.494783, 0, 1.41446e-06, 4.20801e-09, 1.41421, -1.41446e-06, 4.20801e-09, 4.20882e-09, 4.90278e-09, 4.21682e-09, 4.70681e-09, 1.20107e-08, 3.8178e-08, 5.83578e-09, 6.60429e-09, 2.16202e-08, 1.19107e-08, 4.53038e-09, 4.22827e-09, 2.19245e-07, 4.54841e-09, 2.41582e-08, 4.2081e-09, 1.10422e-06, 4.20801e-09, 6.66891e-09
0.502635, 0, 1.87448e-06, 8.08656e-09, 1.41421, -1.87448e-06, 8.08656e-09, 8.08809e-09, 9.39889e-09, 8.1032e-09, 9.02874e-09, 2.2825e-08, 7.22516e-08, 1.11612e-08, 1.26128e-08, 4.0976e-08, 1.79355e-08, 8.69549e-09, 8.12484e-09, 3.18638e-07, 8.75066e-09, 3.61272e-08, 8.08673e-09, 1.39841e-06, 8.08656e-09, 1.27349e-08
0.510487, 0, 2.50269e-06, 1.52732e-08, 1.41421, -2.50269e-06, 1.52732e-08, 1.52761e-08, 1.77117e-08, 1.53042e-08, 1.70239e-08, 4.26593e-08, 1.34501e-07, 2.09864e-08, 2.36837e-08, 7.63865e-08, 2.78225e-08, 1.64047e-08, 1.53444e-08, 4.61595e-07, 1.65439e-08, 5.44826e-08, 1.52735e-08, 1.76743e-06, 1.52732e-08, 2.39105e-08
0.518339, 0, 3.37353e-06, 2.83776e-08, 1.41421, -3.37353e-06, 2.83776e-08, 2.83828e-08, 3.2837e-08, 2.84342e-08, 3.15792e-08, 7.846e-08, 2.46416e-07, 3.88256e-08, 4.37583e-08, 1.40139e-07, 4.43122e-08, 3.04468e-08, 2.85077e-08, 6.66275e-07, 3.07666e-08, 8.29178e-08, 2.83782e-08, 2.23134e-06, 2.83776e-08, 4.41731e-08
0.526191, 0, 4.6007e-06, 5.1892e-08, 1.41421, -4.6007e-06, 5.1892e-08, 5.19013e-08, 5.99202e-08, 5.19938e-08, 5.76558e-08, 1.42055e-07, 4.44426e-07, 7.07014e-08, 7.95817e-08, 2.53095e-07, 7.2056e-08, 5.56171e-08, 5.21262e-08, 9.58698e-07, 5.63102e-08, 1.27358e-07, 5.1893e-08, 2.81715e-06, 5.1892e-08, 8.03284e-08
0.534044, 0, 6.35842e-06, 9.34159e-08, 1.41421, -6.35842e-06, 9.34159e-08, 9.34324e-08, 1.07646e-07, 9.35963e-08, 1.03633e-07, 2.53236e-07, 7.89207e-07, 1.26757e-07, 1.42498e-07, 4.50061e-07, 1.18846e-07, 1.00019e-07, 9.3831e-08, 1.37563e-06, 1.01459e-07, 1.97287e-07, 9.34177e-08, 3.56212e-06, 9.34159e-08, 1.43821e-07
0.541896, 0, 8.91378e-06, 1.65578e-07, 1.41421, -8.91378e-06, 1.65578e-07, 1.65607e-07, 1.90417e-07, 1.65893e-07, 1.83411e-07, 4.44533e-07, 1.38004e-06, 2.23772e-07, 2.51247e-07, 7.8808e-07, 1.97542e-07, 1.77103e-07, 1.66302e-07, 1.96901e-06, 1.79996e-07, 3.07802e-07, 1.65581e-07, 4.51872e-06, 1.65578e-07, 2.53557e-07
0.549748, 0, 1.26754e-05, 2.88998e-07, 1.41421, -1.26754e-05, 2.88998e-07, 2.89048e-07, 3.31693e-07, 2.8954e-07, 3.19651e-07, 7.68491e-07, 2.37652e-06, 3.89028e-07, 4.36254e-07, 1.35901e-06, 3.29044e-07, 3.08809e-07, 2.90244e-07, 2.81228e-06, 3.14458e-07, 4.82749e-07, 2.89004e-07, 5.76234e-06, 2.88998e-07, 4.40225e-07
0.5576, 0, 1.82655e-05, 4.96739e-07, 1.41421, -1.82655e-05, 4.96739e-07, 4.96823e-07, 5.69014e-07, 4.97655e-07, 5.48629e-07, 1.30844e-06, 4.03058e-06, 6.66073e-07, 7.4602e-07, 2.3081e-06, 5.46752e-07, 5.30275e-07, 4.98847e-07, 4.00909e-06, 5.41029e-07, 7.59388e-07, 4.96748e-07, 7.40381e-06, 4.96739e-07, 7.52742e-07
0.565452, 0, 2.66189e-05, 8.40885e-07, 1.41421, -2.66189e-05, 8.40885e-07, 8.41025e-07, 9.61391e-07, 8.42413e-07, 9.27402e-07, 2.19426e-06, 6.73293e-06, 1.12322e-06, 1.25652e-06, 3.86101e-06, 9.03156e-07, 8.96801e-07, 8.444e-07, 5.70561e-06, 9.16804e-07, 1.19528e-06, 8.409e-07, 9.60309e-06, 8.40885e-07, 1.26773e-06
0.573305, 0, 3.91293e-05, 1.40199e-06, 1.41421, -3.91293e-05, 1.40199e-06, 1.40222e-06, 1.5999e-06, 1.4045e-06, 1.54408e-06, 3.62462e-06, 1.10784e-05, 1.86567e-06, 2.08458e-06, 6.36189e-06, 1.4793e-06, 1.49382e-06, 1.40777e-06, 8.10728e-06, 1.53024e-06, 1.87808e-06, 1.40202e-06, 1.25958e-05, 1.40199e-06, 2.10299e-06
0.581157, 0, 5.78462e-05, 2.30242e-06, 1.41421, -5.78462e-05, 2.30242e-06, 2.30279e-06, 2.62257e-06, 2.30648e-06, 2.53227e-06, 5.89803e-06, 1.79563e-05, 3.05251e-06, 3.40666e-06, 1.03262e-05, 2.39812e-06, 2.45097e-06, 2.31175e-06, 1.15018e-05, 2.51592e-06, 2.93942e-06, 2.30246e-06, 1.67265e-05, 2.30242e-06, 3.43643e-06
0.589009, 0, 8.57411e-05, 3.72458e-06, 1.41421, -8.57411e-05, 3.72458e-06, 3.72517e-06, 4.2348e-06, 3.73105e-06, 4.09089e-06, 9.45474e-06, 2.86714e-05, 4.91997e-06, 5.48435e-06, 1.65117e-05, 3.84276e-06, 3.96132e-06, 3.73946e-06, 1.62902e-05, 4.07493e-06, 4.5738e-06, 3.72464e-06, 2.24959e-05, 3.72458e-06, 5.53181e-06
