   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_839.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00799809, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000131042, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.007736, 0, 2.42819e-23, 0, 1.41421, -2.42819e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.07745e-24, 0, 1.92045e-23, 0, 0, 0
0.015603, 0, 6.30638e-23, 0, 1.41421, -6.30638e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34642e-23, 0, 4.95996e-23, 0, 0, 0
0.0234701, 0, 1.60225e-22, 0, 1.41421, -1.60225e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48739e-23, 0, 1.25351e-22, 0, 0, 0
0.0313371, 0, 3.98885e-22, 0, 1.41421, -3.98885e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.83975e-23, 0, 3.10488e-22, 0, 0, 0
0.0392042, 0, 9.74388e-22, 0, 1.41421, -9.74388e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19635e-22, 0, 7.54753e-22, 0, 0, 0
0.0470712, 0, 2.33828e-21, 0, 1.41421, -2.33828e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.35649e-22, 0, 1.80263e-21, 0, 0, 0
0.0549383, 0, 5.51796e-21, 0, 1.41421, -5.51796e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28374e-21, 0, 4.23422e-21, 0, 0, 0
0.0628053, 0, 1.28163e-20, 0, 1.41421, -1.28163e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0264e-21, 0, 9.78991e-21, 0, 0, 0
0.0706724, 0, 2.93213e-20, 0, 1.41421, -2.93213e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.02433e-21, 0, 2.2297e-20, 0, 0, 0
0.0785394, 0, 6.61203e-20, 0, 1.41421, -6.61203e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60637e-20, 0, 5.00566e-20, 0, 0, 0
0.0864064, 0, 1.47093e-19, 0, 1.41421, -1.47093e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62356e-20, 0, 1.10858e-19, 0, 0, 0
0.0942735, 0, 3.22896e-19, 0, 1.41421, -3.22896e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.06349e-20, 0, 2.42261e-19, 0, 0, 0
0.102141, 0, 6.99773e-19, 0, 1.41421, -6.99773e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77111e-19, 0, 5.22661e-19, 0, 0, 0
0.110008, 0, 1.49784e-18, 0, 1.41421, -1.49784e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84169e-19, 0, 1.11367e-18, 0, 0, 0
0.117875, 0, 3.23462e-18, 0, 1.41421, -3.23462e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.43711e-19, 0, 2.39091e-18, 0, 0, 0
0.125742, 0, 6.74642e-18, 0, 1.41421, -6.74642e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78256e-18, 0, 4.96386e-18, 0, 0, 0
0.133609, 0, 1.39158e-17, 0, 1.41421, -1.39158e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.72464e-18, 0, 1.01912e-17, 0, 0, 0
0.141476, 0, 2.83951e-17, 0, 1.41421, -2.83951e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.69922e-18, 0, 2.06959e-17, 0, 0, 0
0.149343, 0, 5.73306e-17, 0, 1.41421, -5.73306e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5749e-17, 0, 4.15816e-17, 0, 0, 0
0.15721, 0, 1.14561e-16, 0, 1.41421, -1.14561e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1887e-17, 0, 8.26736e-17, 0, 0, 0
0.165077, 0, 2.2661e-16, 0, 1.41421, -2.2661e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.39195e-17, 0, 1.62691e-16, 0, 0, 0
0.172944, 0, 4.43819e-16, 0, 1.41421, -4.43819e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26885e-16, 0, 3.16934e-16, 0, 0, 0
0.180811, 0, 8.60783e-16, 0, 1.41421, -8.60783e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49483e-16, 0, 6.113e-16, 0, 0, 0
0.188678, 0, 1.65353e-15, 0, 1.41421, -1.65353e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85965e-16, 0, 1.16757e-15, 0, 0, 0
0.196545, 0, 3.14657e-15, 0, 1.41421, -3.14657e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.37972e-16, 0, 2.2086e-15, 0, 0, 0
0.204412, 0, 5.93243e-15, 0, 1.41421, -5.93243e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79421e-15, 0, 4.13822e-15, 0, 0, 0
0.212279, 0, 1.10831e-14, 0, 1.41421, -1.10831e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40201e-15, 0, 7.68107e-15, 0, 0, 0
0.220146, 0, 2.05202e-14, 0, 1.41421, -2.05202e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.39511e-15, 0, 1.41251e-14, 0, 0, 0
0.228013, 0, 3.76578e-14, 0, 1.41421, -3.76578e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19201e-14, 0, 2.57377e-14, 0, 0, 0
0.23588, 0, 6.85071e-14, 0, 1.41421, -6.85071e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.20346e-14, 0, 4.64725e-14, 0, 0, 0
0.243747, 0, 1.2356e-13, 0, 1.41421, -1.2356e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04006e-14, 0, 8.31593e-14, 0, 0, 0
0.251614, 0, 2.20971e-13, 0, 1.41421, -2.20971e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.3485e-14, 0, 1.47486e-13, 0, 0, 0
0.259481, 0, 3.91889e-13, 0, 1.41421, -3.91889e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32621e-13, 0, 2.59268e-13, 0, 0, 0
0.267348, 0, 6.89317e-13, 0, 1.41421, -6.89317e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37526e-13, 0, 4.51791e-13, 0, 0, 0
0.275216, 0, 1.20269e-12, 0, 1.41421, -1.20269e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22237e-13, 0, 7.80453e-13, 0, 0, 0
0.283083, 0, 2.08173e-12, 0, 1.41421, -2.08173e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45124e-13, 0, 1.33661e-12, 0, 0, 0
0.29095, 0, 3.57513e-12, 0, 1.41421, -3.57513e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30559e-12, 0, 2.26954e-12, 0, 0, 0
0.298817, 0, 6.09281e-12, 0, 1.41421, -6.09281e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27188e-12, 0, 3.82094e-12, 0, 0, 0
0.306684, 0, 1.03056e-11, 0, 1.41421, -1.03056e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.92697e-12, 0, 6.37865e-12, 0, 0, 0
0.314551, 0, 1.73035e-11, 0, 1.41421, -1.73035e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.74421e-12, 0, 1.05593e-11, 0, 0, 0
0.322418, 0, 2.88457e-11, 1.52742e-43, 1.41421, -2.88457e-11, 1.52742e-43, 0, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.52742e-43, 1.15113e-11, 1.52742e-43, 1.73343e-11, 1.52742e-43, 1.52742e-43, 1.52742e-43
0.330285, 0, 4.77542e-11, 2.75776e-42, 1.41421, -4.77542e-11, 2.75776e-42, 0, 2.75776e-42, 2.75776e-42, 2.75776e-42, 2.75776e-42, 2.75776e-42, 2.75776e-42, 2.75776e-42, 2.75776e-42, 2.75776e-42, 2.75776e-42, 2.75776e-42, 2.75776e-42, 1.95332e-11, 2.75776e-42, 2.8221e-11, 2.75776e-42, 2.75776e-42, 2.75776e-42
