   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_142.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.84654, 33.3255, 28.3281, 4.09994, 5.94353, 4.99741, 5.69059, 0, 4.09995, 4.09997, 4.10425, 4.10067, 4.50051, 4.09994, 4.09994, 4.09994, 4.09994, 4.09994, 4.09994, 4.09994, 4.09994, 4.09994, 10.7975, 4.09994, 4.09994, 19.6343
2.85441, 28.901, 28.0221, 4.13303, 5.55886, 0.878899, 6.06963, 0, 4.13304, 4.13306, 4.13733, 4.13376, 4.51026, 4.13303, 4.13303, 4.13303, 4.13303, 4.13303, 4.13303, 4.13303, 4.13303, 4.13303, 10.6582, 4.13303, 4.13303, 19.178
2.86228, 30.3999, 27.723, 4.1641, 5.69209, 2.67684, 6.48804, 0, 4.16411, 4.16413, 4.1684, 4.16482, 4.51502, 4.1641, 4.1641, 4.1641, 4.1641, 4.1641, 4.1641, 4.1641, 4.1641, 4.1641, 10.6817, 4.1641, 4.1641, 18.5255
2.87016, 27.7321, 27.4218, 4.19268, 5.45272, 0.310356, 6.94112, 0, 4.19269, 4.19271, 4.19698, 4.1934, 4.51494, 4.19268, 4.19268, 4.19268, 4.19268, 4.19268, 4.19268, 4.19268, 4.19268, 4.19268, 10.8338, 4.19268, 4.19268, 17.7048
2.87803, 25.8938, 27.1128, 4.21825, 5.28146, -1.21901, 7.42152, 0, 4.21827, 4.21829, 4.22256, 4.21898, 4.51027, 4.21825, 4.21825, 4.21825, 4.21825, 4.21825, 4.21825, 4.21825, 4.21825, 4.21826, 11.0813, 4.21825, 4.21825, 16.7495
2.8859, 26.2731, 26.7933, 4.24026, 5.31725, -0.520163, 7.91923, 0, 4.24028, 4.2403, 4.24457, 4.24099, 4.50126, 4.24026, 4.24026, 4.24026, 4.24026, 4.24026, 4.24026, 4.24026, 4.24026, 4.24027, 11.3927, 4.24026, 4.24026, 15.6958
2.89377, 24.5686, 26.4611, 4.25812, 5.15448, -1.89247, 8.42175, 0, 4.25813, 4.25815, 4.26243, 4.25885, 4.48817, 4.25812, 4.25812, 4.25812, 4.25812, 4.25812, 4.25812, 4.25812, 4.25812, 4.25812, 11.7393, 4.25812, 4.25812, 14.5812
2.90164, 22.8689, 26.114, 4.27123, 4.98688, -3.24504, 8.91459, 0, 4.27124, 4.27126, 4.27553, 4.27196, 4.47117, 4.27123, 4.27123, 4.27123, 4.27123, 4.27123, 4.27123, 4.27123, 4.27123, 4.27123, 12.0951, 4.27123, 4.27123, 13.4417
2.90951, 21.5716, 25.7482, 4.27901, 4.85505, -4.17668, 9.38182, 0, 4.27903, 4.27905, 4.28332, 4.27974, 4.45035, 4.27901, 4.27901, 4.27901, 4.27901, 4.27901, 4.27901, 4.27901, 4.27901, 4.27902, 12.438, 4.27901, 4.27901, 12.3101
2.91739, 22.9733, 25.3584, 4.28096, 4.99733, -2.38505, 9.8069, 0, 4.28097, 4.28099, 4.28527, 4.28169, 4.42571, 4.28096, 4.28096, 4.28096, 4.28096, 4.28096, 4.28096, 4.28096, 4.28096, 4.28096, 12.7488, 4.28096, 4.28096, 11.2148
2.92526, 21.5567, 24.937, 4.27664, 4.85352, -3.38032, 10.1737, 0, 4.27666, 4.27667, 4.28095, 4.27737, 4.39721, 4.27664, 4.27664, 4.27664, 4.27664, 4.27664, 4.27664, 4.27664, 4.27664, 4.27665, 13.0122, 4.27664, 4.27664, 10.1788
2.93313, 17.3657, 24.4753, 4.26575, 4.40065, -7.10953, 10.4672, 0, 4.26576, 4.26578, 4.27006, 4.26648, 4.36476, 4.26575, 4.26575, 4.26575, 4.26575, 4.26575, 4.26575, 4.26575, 4.26575, 4.26575, 13.2164, 4.26575, 4.26575, 9.21908
2.941, 13.7112, 23.9636, 4.24813, 3.96373, -10.2524, 10.6752, 0, 4.24815, 4.24816, 4.25244, 4.24886, 4.32829, 4.24813, 4.24813, 4.24813, 4.24813, 4.24813, 4.24813, 4.24813, 4.24813, 4.24814, 13.3525, 4.24813, 4.24813, 8.34687
2.94887, 22.8386, 23.3928, 4.22382, 4.98383, -0.554228, 10.7882, 0, 4.22383, 4.22385, 4.22813, 4.22455, 4.2878, 4.22382, 4.22382, 4.22382, 4.22382, 4.22382, 4.22382, 4.22382, 4.22382, 4.22382, 13.4151, 4.22382, 4.22382, 7.56797
2.95675, 15.7033, 22.7551, 4.19303, 4.20752, -7.05185, 10.8009, 0, 4.19304, 4.19306, 4.19734, 4.19376, 4.24338, 4.19303, 4.19303, 4.19303, 4.19303, 4.19303, 4.19303, 4.19303, 4.19303, 4.19303, 13.4014, 4.19303, 4.19303, 6.88346
2.96462, 23.063, 22.0453, 4.15621, 5.0063, 1.01774, 10.7121, 0, 4.15622, 4.15624, 4.16051, 4.15693, 4.19528, 4.15621, 4.15621, 4.15621, 4.15621, 4.15621, 4.15621, 4.15621, 4.15621, 4.15621, 13.3108, 4.15621, 4.15621, 6.2906
2.97249, 27.5762, 21.2612, 4.11397, 5.4384, 6.31507, 10.525, 0, 4.11399, 4.114, 4.11828, 4.1147, 4.14386, 4.11397, 4.11397, 4.11397, 4.11397, 4.11397, 4.11397, 4.11397, 4.11397, 4.11398, 13.1454, 4.11397, 4.11397, 5.78376
2.98036, 17.6983, 20.4044, 4.06714, 4.43828, -2.70608, 10.247, 0, 4.06715, 4.06717, 4.07144, 4.06786, 4.08969, 4.06714, 4.06714, 4.06714, 4.06714, 4.06714, 4.06714, 4.06714, 4.06714, 4.06714, 12.9087, 4.06714, 4.06714, 5.35536
2.98823, 14.1589, 19.4807, 4.01666, 4.01982, -5.32176, 9.88911, 0, 4.01668, 4.0167, 4.02097, 4.01739, 4.03344, 4.01666, 4.01666, 4.01666, 4.01666, 4.01666, 4.01666, 4.01666, 4.01666, 4.01667, 12.6062, 4.01666, 4.01666, 4.9968
2.99611, 17.7932, 18.4993, 3.96363, 4.44895, -0.706194, 9.46534, 0, 3.96364, 3.96366, 3.96793, 3.96435, 3.97593, 3.96363, 3.96363, 3.96363, 3.96363, 3.96363, 3.96363, 3.96363, 3.96363, 3.96363, 12.2448, 3.96363, 3.96363, 4.6991
3.00398, 16.2432, 17.473, 3.90914, 4.2712, -1.22985, 8.99166, 0, 3.90916, 3.90917, 3.91345, 3.90987, 3.91804, 3.90914, 3.90914, 3.90914, 3.90914, 3.90914, 3.90914, 3.90914, 3.90914, 3.90915, 11.8322, 3.90914, 3.90914, 4.45345
3.01185, 22.5038, 16.4171, 3.85435, 4.95014, 6.08678, 8.48515, 0, 3.85436, 3.85438, 3.85866, 3.85508, 3.8607, 3.85435, 3.85435, 3.85435, 3.85435, 3.85435, 3.85435, 3.85435, 3.85435, 3.85435, 11.3775, 3.85435, 3.85435, 4.25166
3.01972, 21.3924, 15.3483, 3.80033, 4.83657, 6.0441, 7.96286, 0, 3.80034, 3.80036, 3.80463, 3.80106, 3.80479, 3.80033, 3.80033, 3.80033, 3.80033, 3.80033, 3.80033, 3.80033, 3.80033, 3.80033, 10.8901, 3.80033, 3.80033, 4.08638
3.02759, 21.9832, 14.2844, 3.74805, 4.89727, 7.69885, 7.44105, 0, 3.74806, 3.74808, 3.75236, 3.74878, 3.75115, 3.74805, 3.74805, 3.74805, 3.74805, 3.74805, 3.74805, 3.74805, 3.74805, 3.74805, 10.3801, 3.74805, 3.74805, 3.9512
3.03547, 17.7883, 13.2429, 3.69836, 4.44841, 4.54548, 6.93434, 0, 3.69837, 3.69839, 3.70266, 3.69909, 3.70048, 3.69836, 3.69836, 3.69836, 3.69836, 3.69836, 3.69836, 3.69836, 3.69836, 3.69836, 9.85736, 3.69836, 3.69836, 3.84067
3.04334, 18.1559, 12.2399, 3.65191, 4.48953, 5.91601, 6.45509, 0, 3.65192, 3.65194, 3.65621, 3.65263, 3.65334, 3.65191, 3.65191, 3.65191, 3.65191, 3.65191, 3.65191, 3.65191, 3.65191, 3.65191, 9.33182, 3.65191, 3.65191, 3.75025
3.05121, 11.0053, 11.2899, 3.60916, 3.60629, -0.284541, 6.01316, 0, 3.60917, 3.60919, 3.61347, 3.60989, 3.61011, 3.60916, 3.60916, 3.60916, 3.60916, 3.60916, 3.60916, 3.60916, 3.60916, 3.60916, 8.8128, 3.60916, 3.60916, 3.6762
3.05908, 16.735, 10.4048, 3.57039, 4.32839, 6.33015, 5.61565, 0, 3.5704, 3.57042, 3.5747, 3.57112, 3.57102, 3.57039, 3.57039, 3.57039, 3.57039, 3.57039, 3.57039, 3.57039, 3.57039, 3.57039, 8.30877, 3.57039, 3.57039, 3.61548
3.06695, 20.2164, 9.5938, 3.53568, 4.71343, 10.6226, 5.26696, 0, 3.53569, 3.53571, 3.53998, 3.5364, 3.53608, 3.53568, 3.53568, 3.53568, 3.53568, 3.53568, 3.53568, 3.53568, 3.53568, 3.53568, 7.82712, 3.53568, 3.53568, 3.56559
3.07483, 24.9979, 8.86283, 3.50493, 5.19595, 16.1351, 4.96895, 0, 3.50494, 3.50496, 3.50924, 3.50566, 3.50519, 3.50493, 3.50493, 3.50493, 3.50493, 3.50493, 3.50493, 3.50493, 3.50493, 3.50493, 7.37389, 3.50493, 3.50493, 3.52451
3.0827, 16.2528, 8.21497, 3.47794, 4.27232, 8.03779, 4.72131, 0, 3.47796, 3.47798, 3.48225, 3.47867, 3.47811, 3.47794, 3.47794, 3.47794, 3.47794, 3.47794, 3.47794, 3.47794, 3.47794, 3.47795, 6.95372, 3.47794, 3.47794, 3.49059
3.09057, 15.9903, 7.65038, 3.4544, 4.2415, 8.33995, 4.52185, 0, 3.45441, 3.45443, 3.4587, 3.45512, 3.4545, 3.4544, 3.4544, 3.4544, 3.4544, 3.4544, 3.4544, 3.4544, 3.4544, 3.4544, 6.56969, 3.4544, 3.4544, 3.46245
3.09844, 16.9448, 7.1667, 3.43393, 4.35256, 9.77806, 4.36698, 0, 3.43394, 3.43396, 3.43823, 3.43465, 3.43399, 3.43393, 3.43393, 3.43393, 3.43393, 3.43393, 3.43393, 3.43393, 3.43393, 3.43393, 6.22343, 3.43393, 3.43393, 3.43899
3.10631, 13.0359, 6.75925, 3.41615, 3.87762, 6.27669, 4.25202, 0, 3.41616, 3.41618, 3.42045, 3.41688, 3.41619, 3.41615, 3.41615, 3.41615, 3.41615, 3.41615, 3.41615, 3.41615, 3.41615, 3.41615, 5.91512, 3.41615, 3.41615, 3.41929
3.11419, 11.9258, 6.42173, 3.4007, 3.73173, 5.50405, 4.17164, 0, 3.40072, 3.40073, 3.40501, 3.40143, 3.40073, 3.4007, 3.4007, 3.4007, 3.4007, 3.4007, 3.4007, 3.4007, 3.4007, 3.40071, 5.64377, 3.4007, 3.4007, 3.40263
3.12206, 15.6743, 6.14655, 3.38728, 4.20409, 9.5278, 4.12017, 0, 3.38729, 3.38731, 3.39159, 3.38801, 3.38729, 3.38728, 3.38728, 3.38728, 3.38728, 3.38728, 3.38728, 3.38728, 3.38728, 3.38728, 5.4074, 3.38728, 3.38728, 3.38844
3.12993, 18.2866, 5.9253, 3.37564, 4.50407, 12.3613, 4.0919, 0, 3.37565, 3.37567, 3.37995, 3.37637, 3.37565, 3.37564, 3.37564, 3.37564, 3.37564, 3.37564, 3.37564, 3.37564, 3.37564, 3.37564, 5.20326, 3.37564, 3.37564, 3.37634
3.1378, 14.2077, 5.74925, 3.36562, 4.02588, 8.45843, 4.08126, 0, 3.36564, 3.36566, 3.36993, 3.36635, 3.36563, 3.36562, 3.36562, 3.36562, 3.36562, 3.36562, 3.36562, 3.36562, 3.36562, 3.36563, 5.02812, 3.36562, 3.36563, 3.36603
3.14567, 15.0815, 5.6097, 3.35715, 4.13297, 9.47177, 4.08303, 0, 3.35717, 3.35719, 3.36146, 3.35788, 3.35716, 3.35715, 3.35715, 3.35715, 3.35715, 3.35715, 3.35715, 3.35715, 3.35715, 3.35716, 4.87851, 3.35715, 3.35716, 3.35739
3.15355, 17.3183, 5.49839, 3.35023, 4.39525, 11.8199, 4.09249, 0, 3.35024, 3.35026, 3.35453, 3.35095, 3.35023, 3.35023, 3.35023, 3.35023, 3.35023, 3.35023, 3.35023, 3.35023, 3.35023, 3.35023, 4.75091, 3.35023, 3.35023, 3.35036
3.16142, 18.6577, 5.4077, 3.34491, 4.54508, 13.25, 4.10548, 0, 3.34492, 3.34494, 3.34921, 3.34563, 3.34491, 3.34491, 3.34491, 3.34491, 3.34491, 3.34491, 3.34491, 3.34491, 3.34491, 3.34491, 4.64197, 3.34491, 3.34491, 3.34498
3.16929, 15.4215, 5.33095, 3.3413, 4.17391, 10.0906, 4.11852, 0, 3.34132, 3.34133, 3.34561, 3.34203, 3.3413, 3.3413, 3.3413, 3.3413, 3.3413, 3.3413, 3.3413, 3.3413, 3.3413, 3.34131, 4.54861, 3.3413, 3.34131, 3.34135
3.17716, 11.7689, 5.26248, 3.33955, 3.71064, 6.50637, 4.12881, 0, 3.33956, 3.33958, 3.34386, 3.34028, 3.33955, 3.33955, 3.33955, 3.33955, 3.33955, 3.33955, 3.33955, 3.33955, 3.33955, 3.33955, 4.46811, 3.33955, 3.33956, 3.33957
3.18503, 10.5613, 5.19775, 3.33979, 3.5442, 5.36359, 4.13426, 0, 3.3398, 3.33982, 3.34409, 3.34052, 3.33979, 3.33979, 3.33979, 3.33979, 3.33979, 3.33979, 3.33979, 3.33979, 3.33979, 3.33979, 4.39817, 3.33979, 3.3398, 3.3398
3.19291, 13.4096, 5.13337, 3.34215, 3.92551, 8.27626, 4.1335, 0, 3.34216, 3.34218, 3.34646, 3.34288, 3.34215, 3.34215, 3.34215, 3.34215, 3.34215, 3.34215, 3.34215, 3.34215, 3.34215, 3.34215, 4.33691, 3.34215, 3.34217, 3.34216
3.20078, 10.5711, 5.06702, 3.34673, 3.54558, 5.50412, 4.1258, 0, 3.34674, 3.34676, 3.35103, 3.34746, 3.34673, 3.34673, 3.34673, 3.34673, 3.34673, 3.34673, 3.34673, 3.34673, 3.34673, 3.34673, 4.28283, 3.34673, 3.34676, 3.34673
3.20865, 8.58057, 4.99744, 3.35359, 3.25278, 3.58313, 4.11107, 0, 3.3536, 3.35362, 3.35789, 3.35432, 3.35359, 3.35359, 3.35359, 3.35359, 3.35359, 3.35359, 3.35359, 3.35359, 3.35359, 3.35359, 4.23482, 3.35359, 3.35364, 3.35359
3.21652, 6.4001, 4.92421, 3.36273, 2.89829, 1.47588, 4.08973, 0, 3.36275, 3.36276, 3.36704, 3.36346, 3.36273, 3.36273, 3.36273, 3.36273, 3.36273, 3.36273, 3.36273, 3.36273, 3.36273, 3.36274, 4.19205, 3.36273, 3.36282, 3.36273
3.22439, 8.59029, 4.84768, 3.37413, 3.25427, 3.7426, 4.06264, 0, 3.37414, 3.37416, 3.37843, 3.37485, 3.37413, 3.37413, 3.37413, 3.37413, 3.37413, 3.37413, 3.37413, 3.37413, 3.37413, 3.37413, 4.15395, 3.37413, 3.37427, 3.37413
3.23227, 7.1927, 4.76875, 3.38767, 3.03195, 2.42396, 4.03099, 0, 3.38768, 3.3877, 3.39198, 3.3884, 3.38767, 3.38767, 3.38767, 3.38767, 3.38767, 3.38767, 3.38767, 3.38767, 3.38767, 3.38767, 4.12012, 3.38767, 3.3879, 3.38767
3.24014, 5.40725, 4.6887, 3.40323, 2.72163, 0.718547, 3.99618, 0, 3.40324, 3.40326, 3.40754, 3.40396, 3.40323, 3.40323, 3.40323, 3.40323, 3.40323, 3.40323, 3.40323, 3.40323, 3.40323, 3.40323, 4.09031, 3.40323, 3.40359, 3.40323
3.24801, 4.19281, 4.60907, 3.42062, 2.48854, -0.416268, 3.95971, 0, 3.42063, 3.42065, 3.42492, 3.42135, 3.42062, 3.42062, 3.42062, 3.42062, 3.42062, 3.42062, 3.42062, 3.42062, 3.42062, 3.42062, 4.06435, 3.42062, 3.42118, 3.42062
3.25588, 2.80719, 4.53146, 3.43962, 2.19253, -1.72427, 3.92305, 0, 3.43963, 3.43965, 3.44392, 3.44035, 3.43962, 3.43962, 3.43962, 3.43962, 3.43962, 3.43962, 3.43962, 3.43962, 3.43962, 3.43962, 4.04208, 3.43962, 3.44048, 3.43962
3.26375, 1.18798, 4.4574, 3.45999, 1.78549, -3.26942, 3.88759, 0, 3.46, 3.46002, 3.46429, 3.46071, 3.45999, 3.45999, 3.45999, 3.45999, 3.45999, 3.45999, 3.45999, 3.45999, 3.45999, 3.45999, 4.0234, 3.45999, 3.4613, 3.45999
3.27163, 2.18314, 4.38827, 3.48146, 2.04527, -2.20513, 3.85452, 0, 3.48147, 3.48149, 3.48577, 3.48219, 3.48146, 3.48146, 3.48146, 3.48146, 3.48146, 3.48146, 3.48146, 3.48146, 3.48146, 3.48146, 4.00816, 3.48146, 3.48343, 3.48146
3.2795, 4.17831, 4.32521, 3.50377, 2.48562, -0.146896, 3.82481, 0, 3.50379, 3.50381, 3.50808, 3.5045, 3.50377, 3.50377, 3.50377, 3.50377, 3.50377, 3.50377, 3.50377, 3.50377, 3.50377, 3.50378, 3.99619, 3.50377, 3.50667, 3.50377
3.28737, 3.81204, 4.26909, 3.52666, 2.41082, -0.457055, 3.79916, 0, 3.52667, 3.52669, 3.53096, 3.52738, 3.52666, 3.52666, 3.52666, 3.52666, 3.52666, 3.52666, 3.52666, 3.52666, 3.52666, 3.52666, 3.9873, 3.52666, 3.53087, 3.52666
3.29524, 5.81685, 4.22051, 3.54984, 2.79586, 1.59635, 3.778, 0, 3.54986, 3.54988, 3.55415, 3.55057, 3.54984, 3.54984, 3.54984, 3.54984, 3.54984, 3.54984, 3.54984, 3.54984, 3.54984, 3.54985, 3.98123, 3.54984, 3.55588, 3.54984
3.30311, 0.821685, 4.17975, 3.57308, 1.67979, -3.35807, 3.76152, 0, 3.57309, 3.57311, 3.57739, 3.57381, 3.57308, 3.57308, 3.57308, 3.57308, 3.57308, 3.57308, 3.57308, 3.57308, 3.57308, 3.57308, 3.97771, 3.57308, 3.5816, 3.57308
3.31099, 0.694031, 4.14689, 3.59614, 1.64135, -3.45286, 3.74967, 0, 3.59615, 3.59617, 3.60044, 3.59687, 3.59614, 3.59614, 3.59614, 3.59614, 3.59614, 3.59614, 3.59614, 3.59614, 3.59614, 3.59614, 3.97642, 3.59614, 3.60799, 3.59614
3.31886, 3.30597, 4.12179, 3.6188, 2.30347, -0.815818, 3.7422, 0, 3.61881, 3.61883, 3.6231, 3.61953, 3.6188, 3.6188, 3.6188, 3.6188, 3.6188, 3.6188, 3.6188, 3.6188, 3.6188, 3.6188, 3.97705, 3.6188, 3.63506, 3.6188
3.32673, 4.50612, 4.10414, 3.64089, 2.55071, 0.401976, 3.73873, 0, 3.6409, 3.64092, 3.64519, 3.64162, 3.64089, 3.64089, 3.64089, 3.64089, 3.64089, 3.64089, 3.64089, 3.64089, 3.64089, 3.64089, 3.97925, 3.64089, 3.66286, 3.64089
3.3346, 3.66014, 4.09356, 3.66225, 2.37911, -0.433424, 3.73879, 0, 3.66227, 3.66229, 3.66656, 3.66299, 3.66225, 3.66225, 3.66225, 3.66225, 3.66225, 3.66225, 3.66225, 3.66225, 3.66225, 3.66226, 3.98268, 3.66225, 3.69151, 3.66225
3.34247, 0.997589, 4.08961, 3.68279, 1.73135, -3.09202, 3.74185, 0, 3.6828, 3.68282, 3.68709, 3.68352, 3.68279, 3.68279, 3.68279, 3.68279, 3.68279, 3.68279, 3.68279, 3.68279, 3.68279, 3.68279, 3.98704, 3.68279, 3.7212, 3.68279
3.35034, 1.99761, 4.0918, 3.70241, 1.9994, -2.09418, 3.74739, 0, 3.70242, 3.70244, 3.70672, 3.70315, 3.70241, 3.70241, 3.70241, 3.70241, 3.70241, 3.70241, 3.70241, 3.70241, 3.70241, 3.70241, 3.99203, 3.70241, 3.75211, 3.70241
3.35822, 1.99758, 4.09968, 3.7211, 1.99939, -2.1021, 3.75489, 0, 3.72112, 3.72114, 3.72541, 3.72185, 3.7211, 3.7211, 3.7211, 3.7211, 3.7211, 3.7211, 3.7211, 3.7211, 3.7211, 3.72111, 3.9974, 3.7211, 3.7845, 3.7211
3.36609, 1.84096, 4.11281, 3.73887, 1.95984, -2.27185, 3.76392, 0, 3.73889, 3.73891, 3.74318, 3.73963, 3.73887, 3.73887, 3.73887, 3.73887, 3.73887, 3.73887, 3.73887, 3.73887, 3.73887, 3.73888, 4.00294, 3.73887, 3.81859, 3.73887
3.37396, 3.15421, 4.13076, 3.75578, 2.27029, -0.976547, 3.7741, 0, 3.75579, 3.75581, 3.76009, 3.75655, 3.75578, 3.75578, 3.75578, 3.75578, 3.75578, 3.75578, 3.75578, 3.75578, 3.75578, 3.75578, 4.00851, 3.75578, 3.85459, 3.75578
3.38183, 7.14937, 4.15311, 3.77191, 3.02479, 2.99626, 3.78513, 0, 3.77193, 3.77194, 3.77622, 3.7727, 3.77191, 3.77191, 3.77191, 3.77191, 3.77191, 3.77191, 3.77191, 3.77191, 3.77191, 3.77192, 4.01402, 3.77191, 3.89265, 3.77191
3.3897, 4.29404, 4.17945, 3.78741, 2.50879, 0.114594, 3.79683, 0, 3.78743, 3.78744, 3.79172, 3.78822, 3.78741, 3.78741, 3.78741, 3.78741, 3.78741, 3.78741, 3.78741, 3.78741, 3.78741, 3.78742, 4.01942, 3.78741, 3.93287, 3.78741
3.39758, 5.13719, 4.2093, 3.80244, 2.67155, 0.927894, 3.80906, 0, 3.80245, 3.80247, 3.80675, 3.80328, 3.80244, 3.80244, 3.80244, 3.80244, 3.80244, 3.80244, 3.80244, 3.80244, 3.80244, 3.80244, 4.02473, 3.80244, 3.97521, 3.80244
3.40545, 6.26518, 4.24214, 3.81718, 2.87492, 2.02304, 3.82177, 0, 3.81719, 3.81721, 3.82148, 3.81806, 3.81718, 3.81718, 3.81718, 3.81718, 3.81718, 3.81718, 3.81718, 3.81718, 3.81718, 3.81718, 4.03001, 3.81718, 4.01949, 3.81718
3.41332, 3.28437, 4.27739, 3.83183, 2.29878, -0.99302, 3.83497, 0, 3.83184, 3.83186, 3.83613, 3.83277, 3.83183, 3.83183, 3.83183, 3.83183, 3.83183, 3.83183, 3.83183, 3.83183, 3.83183, 3.83183, 4.03537, 3.83183, 4.06542, 3.83183
3.42119, 3.41421, 4.31435, 3.8466, 2.32684, -0.900146, 3.84872, 0, 3.84661, 3.84663, 3.85091, 3.84762, 3.8466, 3.8466, 3.8466, 3.8466, 3.8466, 3.8466, 3.8466, 3.8466, 3.8466, 3.8466, 4.04093, 3.8466, 4.11253, 3.8466
3.42906, 4.43879, 4.35226, 3.86169, 2.53748, 0.086525, 3.86311, 0, 3.8617, 3.86172, 3.866, 3.86282, 3.86169, 3.86169, 3.86169, 3.86169, 3.86169, 3.86169, 3.86169, 3.86169, 3.86169, 3.86169, 4.04685, 3.86169, 4.16021, 3.86169
3.43694, 2.99758, 4.39027, 3.8773, 2.23553, -1.39269, 3.87823, 0, 3.87731, 3.87733, 3.8816, 3.87856, 3.8773, 3.8773, 3.8773, 3.8773, 3.8773, 3.8773, 3.8773, 3.8773, 3.8773, 3.8773, 4.0533, 3.8773, 4.20773, 3.8773
3.44481, 4.66002, 4.42749, 3.89358, 2.5807, 0.232523, 3.89419, 0, 3.89359, 3.89361, 3.89789, 3.89503, 3.89358, 3.89358, 3.89358, 3.89358, 3.89358, 3.89358, 3.89358, 3.89358, 3.89358, 3.89358, 4.06042, 3.89358, 4.25426, 3.89358
3.45268, 8.46527, 4.46302, 3.9107, 3.23501, 4.00224, 3.91109, 0, 3.91071, 3.91073, 3.91501, 3.91238, 3.9107, 3.9107, 3.9107, 3.9107, 3.9107, 3.9107, 3.9107, 3.9107, 3.9107, 3.9107, 4.06837, 3.9107, 4.29894, 3.9107
3.46055, 5.37825, 4.49598, 3.92876, 2.71629, 0.882269, 3.92901, 0, 3.92877, 3.92879, 3.93307, 3.93075, 3.92876, 3.92876, 3.92876, 3.92876, 3.92876, 3.92876, 3.92876, 3.92876, 3.92876, 3.92876, 4.07728, 3.92876, 4.34088, 3.92876
3.46842, 7.98803, 4.52559, 3.94785, 3.16039, 3.46244, 3.948, 0, 3.94786, 3.94788, 3.95215, 3.95023, 3.94785, 3.94785, 3.94785, 3.94785, 3.94785, 3.94785, 3.94785, 3.94785, 3.94785, 3.94785, 4.08726, 3.94785, 4.37929, 3.94785
3.4763, 6.49635, 4.55119, 3.96801, 2.91485, 1.94516, 3.96811, 0, 3.96803, 3.96804, 3.97232, 3.9709, 3.96801, 3.96801, 3.96801, 3.96801, 3.96801, 3.96801, 3.96801, 3.96801, 3.96801, 3.96802, 4.0984, 3.96801, 4.41347, 3.96801
3.48417, 2.11803, 4.5723, 3.98927, 2.02929, -2.45427, 3.98933, 0, 3.98929, 3.9893, 3.99358, 3.9928, 3.98927, 3.98927, 3.98927, 3.98927, 3.98927, 3.98927, 3.98927, 3.98927, 3.98927, 3.98928, 4.11076, 3.98927, 4.44288, 3.98927
3.49204, 2.8772, 4.58866, 4.01162, 2.20844, -1.71147, 4.01165, 0, 4.01163, 4.01165, 4.01593, 4.01594, 4.01162, 4.01162, 4.01162, 4.01162, 4.01162, 4.01162, 4.01162, 4.01162, 4.01162, 4.01162, 4.12438, 4.01162, 4.4672, 4.01162
3.49991, 3.99755, 4.60024, 4.03501, 2.44899, -0.602692, 4.03503, 0, 4.03503, 4.03505, 4.03932, 4.04033, 4.03501, 4.03501, 4.03501, 4.03501, 4.03501, 4.03501, 4.03501, 4.03501, 4.03501, 4.03502, 4.13924, 4.03501, 4.48632, 4.03501
3.50778, 4.78994, 4.60725, 4.0594, 2.60575, 0.182685, 4.05941, 0, 4.05941, 4.05943, 4.0637, 4.06595, 4.0594, 4.0594, 4.0594, 4.0594, 4.0594, 4.0594, 4.0594, 4.0594, 4.0594, 4.0594, 4.15535, 4.0594, 4.50038, 4.0594
3.51566, 9.09442, 4.61012, 4.08471, 3.33083, 4.48431, 4.08472, 0, 4.08472, 4.08474, 4.08901, 4.09275, 4.08471, 4.08471, 4.08471, 4.08471, 4.08471, 4.08471, 4.08471, 4.08471, 4.08471, 4.08471, 4.17268, 4.08471, 4.50975, 4.08471
3.52353, 1.21684, 4.60947, 4.11086, 1.79355, -3.39263, 4.11086, 0, 4.11087, 4.11089, 4.11516, 4.12069, 4.11086, 4.11086, 4.11086, 4.11086, 4.11086, 4.11086, 4.11086, 4.11086, 4.11086, 4.11086, 4.19117, 4.11086, 4.51497, 4.11086
3.5314, 4.20708, 4.60611, 4.13776, 2.4914, -0.39903, 4.13776, 0, 4.13777, 4.13779, 4.14207, 4.14973, 4.13776, 4.13776, 4.13776, 4.13776, 4.13776, 4.13776, 4.13776, 4.13776, 4.13776, 4.13776, 4.21077, 4.13776, 4.51677, 4.13776
3.53927, 4.67968, 4.60092, 4.16533, 2.58451, 0.0787597, 4.16533, 0, 4.16534, 4.16536, 4.16963, 4.1798, 4.16533, 4.16533, 4.16533, 4.16533, 4.16533, 4.16533, 4.16533, 4.16533, 4.16533, 4.16533, 4.23141, 4.16533, 4.51601, 4.16533
3.54714, 2.3011, 4.59485, 4.19348, 2.07391, -2.29375, 4.19348, 0, 4.19349, 4.19351, 4.19779, 4.21085, 4.19348, 4.19348, 4.19348, 4.19348, 4.19348, 4.19348, 4.19348, 4.19348, 4.19348, 4.19348, 4.25304, 4.19348, 4.51357, 4.19348
