   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_315.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00518665, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00266506, 0, 1.14263e-24, 0, 1.41421, -1.14263e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1192e-27, 0, 0, 1.25897e-27, 0, 1.82865e-28, 0, 1.13906e-24, 0, 0
0.0105168, 0, 3.24336e-24, 0, 1.41421, -3.24336e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.01527e-27, 0, 0, 3.61278e-27, 0, 5.39159e-28, 0, 3.23319e-24, 0, 0
0.0183685, 0, 8.91945e-24, 0, 1.41421, -8.91945e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65421e-26, 0, 0, 1.00467e-26, 0, 1.53311e-27, 0, 8.89133e-24, 0, 0
0.0262202, 0, 2.38531e-23, 0, 1.41421, -2.38531e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.42374e-26, 0, 0, 2.71729e-26, 0, 4.22464e-27, 0, 2.37775e-23, 0, 0
0.0340719, 0, 6.22116e-23, 0, 1.41421, -6.22116e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15374e-25, 0, 0, 7.16838e-26, 0, 1.13228e-26, 0, 6.20132e-23, 0, 0
0.0419236, 0, 1.58606e-22, 0, 1.41421, -1.58606e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94136e-25, 0, 0, 1.84874e-25, 0, 2.96016e-26, 0, 1.58097e-22, 0, 0
0.0497754, 0, 3.96012e-22, 0, 1.41421, -3.96012e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34393e-25, 0, 0, 4.67006e-25, 0, 7.56604e-26, 0, 3.94735e-22, 0, 0
0.0576271, 0, 9.69866e-22, 0, 1.41421, -9.69866e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79856e-24, 0, 0, 1.15728e-24, 0, 1.89423e-25, 0, 9.66721e-22, 0, 0
0.0654788, 0, 2.33294e-21, 0, 1.41421, -2.33294e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32622e-24, 0, 0, 2.81709e-24, 0, 4.65253e-25, 0, 2.32533e-21, 0, 0
0.0733305, 0, 5.51781e-21, 0, 1.41421, -5.51781e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02321e-23, 0, 0, 6.74365e-24, 0, 1.12256e-24, 0, 5.49971e-21, 0, 0
0.0811822, 0, 1.28446e-20, 0, 1.41421, -1.28446e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.38182e-23, 0, 0, 1.58908e-23, 0, 2.66366e-24, 0, 1.28022e-20, 0, 0
0.0890339, 0, 2.94526e-20, 0, 1.41421, -2.94526e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.4614e-23, 0, 0, 3.68908e-23, 0, 6.22183e-24, 0, 2.93549e-20, 0, 0
0.0968857, 0, 6.65727e-20, 0, 1.41421, -6.65727e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23443e-22, 0, 0, 8.44372e-23, 0, 1.43184e-23, 0, 6.63505e-20, 0, 0
0.104737, 0, 1.48427e-19, 0, 1.41421, -1.48427e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75218e-22, 0, 0, 1.90666e-22, 0, 3.24882e-23, 0, 1.47929e-19, 0, 0
0.112589, 0, 3.26604e-19, 0, 1.41421, -3.26604e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.05586e-22, 0, 0, 4.24999e-22, 0, 7.2727e-23, 0, 3.25501e-19, 0, 0
0.120441, 0, 7.09641e-19, 0, 1.41421, -7.09641e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31578e-21, 0, 0, 9.35617e-22, 0, 1.60715e-22, 0, 7.07228e-19, 0, 0
0.128293, 0, 1.5232e-18, 0, 1.41421, -1.5232e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82417e-21, 0, 0, 2.03518e-21, 0, 3.50773e-22, 0, 1.51799e-18, 0, 0
0.136144, 0, 3.23107e-18, 0, 1.41421, -3.23107e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.99063e-21, 0, 0, 4.37602e-21, 0, 7.56501e-22, 0, 3.21995e-18, 0, 0
0.143996, 0, 6.7759e-18, 0, 1.41421, -6.7759e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25627e-20, 0, 0, 9.30442e-21, 0, 1.61281e-21, 0, 6.75242e-18, 0, 0
0.151848, 0, 1.40525e-17, 0, 1.41421, -1.40525e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60532e-20, 0, 0, 1.95694e-20, 0, 3.40028e-21, 0, 1.40035e-17, 0, 0
0.159699, 0, 2.88294e-17, 0, 1.41421, -2.88294e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34479e-20, 0, 0, 4.0726e-20, 0, 7.09162e-21, 0, 2.87281e-17, 0, 0
0.167551, 0, 5.85223e-17, 0, 1.41421, -5.85223e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08494e-19, 0, 0, 8.38866e-20, 0, 1.46357e-20, 0, 5.83153e-17, 0, 0
0.175403, 0, 1.17575e-16, 0, 1.41421, -1.17575e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17966e-19, 0, 0, 1.71061e-19, 0, 2.98978e-20, 0, 1.17156e-16, 0, 0
0.183255, 0, 2.33836e-16, 0, 1.41421, -2.33836e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.33482e-19, 0, 0, 3.45414e-19, 0, 6.04695e-20, 0, 2.32996e-16, 0, 0
0.191106, 0, 4.60457e-16, 0, 1.41421, -4.60457e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.53566e-19, 0, 0, 6.90803e-19, 0, 1.21118e-19, 0, 4.58791e-16, 0, 0
0.198958, 0, 8.97899e-16, 0, 1.41421, -8.97899e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66442e-18, 0, 0, 1.36859e-18, 0, 2.40299e-19, 0, 8.94626e-16, 0, 0
0.20681, 0, 1.73419e-15, 0, 1.41421, -1.73419e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21452e-18, 0, 0, 2.68643e-18, 0, 4.72341e-19, 0, 1.72781e-15, 0, 0
0.214661, 0, 3.31784e-15, 0, 1.41421, -3.31784e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14981e-18, 0, 0, 5.22551e-18, 0, 9.20032e-19, 0, 3.30555e-15, 0, 0
0.222513, 0, 6.28876e-15, 0, 1.41421, -6.28876e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16562e-17, 0, 0, 1.00739e-17, 0, 1.77611e-18, 0, 6.26525e-15, 0, 0
0.230365, 0, 1.18107e-14, 0, 1.41421, -1.18107e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18903e-17, 0, 0, 1.92505e-17, 0, 3.39887e-18, 0, 1.17662e-14, 0, 0
0.238217, 0, 2.19804e-14, 0, 1.41421, -2.19804e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07373e-17, 0, 0, 3.64709e-17, 0, 6.44854e-18, 0, 2.18967e-14, 0, 0
0.246068, 0, 4.05402e-14, 0, 1.41421, -4.05402e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.51321e-17, 0, 0, 6.85133e-17, 0, 1.21317e-17, 0, 4.03844e-14, 0, 0
0.25392, 0, 7.41084e-14, 0, 1.41421, -7.41084e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37338e-16, 0, 0, 1.2764e-16, 0, 2.26346e-17, 0, 7.38208e-14, 0, 0
0.261772, 0, 1.34281e-13, 0, 1.41421, -1.34281e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48839e-16, 0, 0, 2.35856e-16, 0, 4.1887e-17, 0, 1.33754e-13, 0, 0
0.269623, 0, 2.4119e-13, 0, 1.41421, -2.4119e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46936e-16, 0, 0, 4.32341e-16, 0, 7.68955e-17, 0, 2.40234e-13, 0, 0
0.277475, 0, 4.29468e-13, 0, 1.41421, -4.29468e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.95794e-16, 0, 0, 7.86319e-16, 0, 1.40055e-16, 0, 4.27746e-13, 0, 0
0.285327, 0, 7.58155e-13, 0, 1.41421, -7.58155e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40479e-15, 0, 0, 1.41921e-15, 0, 2.53137e-16, 0, 7.55078e-13, 0, 0
0.293179, 0, 1.32698e-12, 0, 1.41421, -1.32698e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45869e-15, 0, 0, 2.54254e-15, 0, 4.54081e-16, 0, 1.32152e-12, 0, 0
0.30103, 0, 2.30288e-12, 0, 1.41421, -2.30288e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26678e-15, 0, 0, 4.52232e-15, 0, 8.08536e-16, 0, 2.29328e-12, 0, 0
0.308882, 0, 3.96279e-12, 0, 1.41421, -3.96279e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34215e-15, 0, 0, 7.98819e-15, 0, 1.42933e-15, 0, 3.94603e-12, 0, 0
0.316734, 0, 6.76197e-12, 0, 1.41421, -6.76197e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25284e-14, 0, 0, 1.40175e-14, 0, 2.50908e-15, 0, 6.73292e-12, 0, 0
0.324585, 0, 1.14421e-11, 0, 1.41421, -1.14421e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12e-14, 0, 0, 2.44444e-14, 0, 4.37466e-15, 0, 1.13921e-11, 0, 0
0.332437, 0, 1.92007e-11, 7.42688e-44, 1.41421, -1.92007e-11, 0, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 7.42688e-44, 3.55765e-14, 7.42688e-44, 7.42688e-44, 4.23783e-14, 7.42688e-44, 7.57757e-15, 7.42688e-44, 1.91151e-11, 7.42688e-44, 7.42688e-44
0.340289, 0, 3.19537e-11, 1.27658e-42, 1.41421, -3.19537e-11, 0, 1.27658e-42, 1.27658e-42, 1.27658e-42, 1.27658e-42, 1.27658e-42, 1.27658e-42, 1.27658e-42, 1.27658e-42, 1.27658e-42, 1.27658e-42, 5.92106e-14, 1.27658e-42, 1.27658e-42, 7.30726e-14, 1.27658e-42, 1.30435e-14, 1.27658e-42, 3.18084e-11, 1.27658e-42, 1.27658e-42
0.348141, 0, 5.27396e-11, 1.84075e-41, 1.41421, -5.27396e-11, 0, 1.84075e-41, 1.84075e-41, 1.84075e-41, 1.84075e-41, 1.84075e-41, 1.84075e-41, 1.84075e-41, 1.84075e-41, 1.84075e-41, 1.84075e-41, 9.7738e-14, 1.84075e-41, 1.84075e-41, 1.25379e-13, 1.84075e-41, 2.23189e-14, 1.84075e-41, 5.24942e-11, 1.84075e-41, 1.84075e-41
0.355992, 0, 8.63335e-11, 2.34327e-40, 1.41421, -8.63335e-11, 0, 2.34327e-40, 2.34327e-40, 2.34327e-40, 2.34327e-40, 2.34327e-40, 2.34327e-40, 2.34327e-40, 2.34327e-40, 2.34327e-40, 2.34327e-40, 1.60021e-13, 2.34327e-40, 2.34327e-40, 2.14184e-13, 2.34327e-40, 3.79774e-14, 2.34327e-40, 8.59214e-11, 2.34327e-40, 2.34327e-40
