   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_803.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00766923, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000196505, 0, 1.35755e-21, 0, 1.41421, -1.35755e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32147e-24, 0, 0, 1.32119e-26, 0, 3.39613e-22, 0, 1.0136e-21, 0, 0
0.00806224, 0, 3.08577e-21, 0, 1.41421, -3.08577e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.77221e-24, 0, 0, 3.03138e-26, 0, 7.83896e-22, 0, 2.29207e-21, 0, 0
0.015928, 0, 6.91094e-21, 0, 1.41421, -6.91094e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.17747e-23, 0, 0, 6.85432e-26, 0, 1.78183e-21, 0, 5.10726e-21, 0, 0
0.0237937, 0, 1.52617e-20, 0, 1.41421, -1.52617e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.78439e-23, 0, 0, 1.52847e-25, 0, 3.99189e-21, 0, 1.12218e-20, 0, 0
0.0316595, 0, 3.32712e-20, 0, 1.41421, -3.32712e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03769e-22, 0, 0, 3.36612e-25, 0, 8.82814e-21, 0, 2.4339e-20, 0, 0
0.0395252, 0, 7.4355e-20, 0, 1.41421, -7.4355e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30242e-22, 0, 0, 7.63471e-25, 0, 2.01206e-20, 0, 5.40034e-20, 0, 0
0.0473909, 0, 1.57455e-19, 0, 1.41421, -1.57455e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8513e-22, 0, 0, 1.63318e-24, 0, 4.31809e-20, 0, 1.13787e-19, 0, 0
0.0552567, 0, 3.29626e-19, 0, 1.41421, -3.29626e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01049e-21, 0, 0, 3.45418e-24, 0, 9.16004e-20, 0, 2.37012e-19, 0, 0
0.0631224, 0, 6.82455e-19, 0, 1.41421, -6.82455e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08149e-21, 0, 0, 7.22587e-24, 0, 1.92153e-19, 0, 4.88213e-19, 0, 0
0.0709881, 0, 1.39786e-18, 0, 1.41421, -1.39786e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24152e-21, 0, 0, 1.49561e-23, 0, 3.98756e-19, 0, 9.9485e-19, 0, 0
0.0788539, 0, 2.83352e-18, 0, 1.41421, -2.83352e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.55273e-21, 0, 0, 3.06378e-23, 0, 8.18897e-19, 0, 2.00604e-18, 0, 0
0.0867196, 0, 5.68576e-18, 0, 1.41421, -5.68576e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70704e-20, 0, 0, 6.21351e-23, 0, 1.66477e-18, 0, 4.00386e-18, 0, 0
0.0945854, 0, 1.12969e-17, 0, 1.41421, -1.12969e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.37319e-20, 0, 0, 1.24785e-22, 0, 3.35124e-18, 0, 7.91182e-18, 0, 0
0.102451, 0, 2.22304e-17, 0, 1.41421, -2.22304e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6008e-20, 0, 0, 2.48219e-22, 0, 6.68195e-18, 0, 1.54822e-17, 0, 0
0.110317, 0, 4.33356e-17, 0, 1.41421, -4.33356e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27937e-19, 0, 0, 4.8916e-22, 0, 1.31994e-17, 0, 3.00078e-17, 0, 0
0.118183, 0, 8.37031e-17, 0, 1.41421, -8.37031e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45656e-19, 0, 0, 9.552e-22, 0, 2.58379e-17, 0, 5.76187e-17, 0, 0
0.126048, 0, 1.60222e-16, 0, 1.41421, -1.60222e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.67369e-19, 0, 0, 1.84862e-21, 0, 5.01313e-17, 0, 1.09622e-16, 0, 0
0.133914, 0, 3.03992e-16, 0, 1.41421, -3.03992e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.81178e-19, 0, 0, 3.54634e-21, 0, 9.64264e-17, 0, 2.06681e-16, 0, 0
0.14178, 0, 5.71785e-16, 0, 1.41421, -5.71785e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64665e-18, 0, 0, 6.74474e-21, 0, 1.83908e-16, 0, 3.86224e-16, 0, 0
0.149646, 0, 1.06636e-15, 0, 1.41421, -1.06636e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05026e-18, 0, 0, 1.27194e-20, 0, 3.47861e-16, 0, 7.15441e-16, 0, 0
0.157511, 0, 1.97217e-15, 0, 1.41421, -1.97217e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60171e-18, 0, 0, 2.37875e-20, 0, 6.52653e-16, 0, 1.31389e-15, 0, 0
0.165377, 0, 3.6175e-15, 0, 1.41421, -3.6175e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02001e-17, 0, 0, 4.41229e-20, 0, 1.2148e-15, 0, 2.39246e-15, 0, 0
0.173243, 0, 6.58203e-15, 0, 1.41421, -6.58203e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84179e-17, 0, 0, 8.11841e-20, 0, 2.24356e-15, 0, 4.31997e-15, 0, 0
0.181108, 0, 1.1881e-14, 0, 1.41421, -1.1881e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.29815e-17, 0, 0, 1.48195e-19, 0, 4.11199e-15, 0, 7.73589e-15, 0, 0
0.188974, 0, 2.12785e-14, 0, 1.41421, -2.12785e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.8578e-17, 0, 0, 2.68414e-19, 0, 7.48008e-15, 0, 1.37396e-14, 0, 0
0.19684, 0, 3.78162e-14, 0, 1.41421, -3.78162e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03198e-16, 0, 0, 4.82434e-19, 0, 1.35071e-14, 0, 2.42054e-14, 0, 0
0.204706, 0, 6.66975e-14, 0, 1.41421, -6.66975e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80352e-16, 0, 0, 8.60566e-19, 0, 2.42144e-14, 0, 4.23018e-14, 0, 0
0.212571, 0, 1.16758e-13, 0, 1.41421, -1.16758e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12689e-16, 0, 0, 1.52369e-18, 0, 4.31025e-14, 0, 7.33413e-14, 0, 0
0.220437, 0, 2.02887e-13, 0, 1.41421, -2.02887e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37869e-16, 0, 0, 2.6781e-18, 0, 7.61899e-14, 0, 1.26157e-13, 0, 0
0.228303, 0, 3.49998e-13, 0, 1.41421, -3.49998e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.18006e-16, 0, 0, 4.67343e-18, 0, 1.33761e-13, 0, 2.15314e-13, 0, 0
0.236169, 0, 5.99473e-13, 0, 1.41421, -5.99473e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55469e-15, 0, 0, 8.09803e-18, 0, 2.3327e-13, 0, 3.64639e-13, 0, 0
