   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_370.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.000484978, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00737715, 0, 1.72671e-21, 0, 1.41421, -1.72671e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.47147e-22, 0, 1.27956e-21, 0, 0
0.0152393, 0, 3.90298e-21, 0, 1.41421, -3.90298e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02559e-21, 0, 2.87739e-21, 0, 0
0.0231014, 0, 8.698e-21, 0, 1.41421, -8.698e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3181e-21, 0, 6.3799e-21, 0, 0
0.0309635, 0, 1.91238e-20, 0, 1.41421, -1.91238e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16713e-21, 0, 1.39567e-20, 0, 0
0.0388257, 0, 4.15067e-20, 0, 1.41421, -4.15067e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13661e-20, 0, 3.01406e-20, 0, 0
0.0466878, 0, 8.89772e-20, 0, 1.41421, -8.89772e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46876e-20, 0, 6.42896e-20, 0, 0
0.0545499, 0, 1.88478e-19, 0, 1.41421, -1.88478e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.29758e-20, 0, 1.35502e-19, 0, 0
0.062412, 0, 3.94682e-19, 0, 1.41421, -3.94682e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1236e-19, 0, 2.82322e-19, 0, 0
0.0702742, 0, 8.17342e-19, 0, 1.41421, -8.17342e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35653e-19, 0, 5.8169e-19, 0, 0
0.0781363, 0, 1.67449e-18, 0, 1.41421, -1.67449e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.88905e-19, 0, 1.18558e-18, 0, 0
0.0859984, 0, 3.39481e-18, 0, 1.41421, -3.39481e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00374e-18, 0, 2.39107e-18, 0, 0
0.0938605, 0, 6.81291e-18, 0, 1.41421, -6.81291e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03989e-18, 0, 4.77302e-18, 0, 0
0.101723, 0, 1.35377e-17, 0, 1.41421, -1.35377e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10494e-18, 0, 9.43281e-18, 0, 0
0.109585, 0, 2.66425e-17, 0, 1.41421, -2.66425e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.18223e-18, 0, 1.84602e-17, 0, 0
0.117447, 0, 5.25962e-17, 0, 1.41421, -5.25962e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64085e-17, 0, 3.61878e-17, 0, 0
0.125309, 0, 1.0146e-16, 0, 1.41421, -1.0146e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20616e-17, 0, 6.93985e-17, 0, 0
0.133171, 0, 1.93984e-16, 0, 1.41421, -1.93984e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.21025e-17, 0, 1.31882e-16, 0, 0
0.141033, 0, 3.67655e-16, 0, 1.41421, -3.67655e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19268e-16, 0, 2.48387e-16, 0, 0
0.148895, 0, 6.90854e-16, 0, 1.41421, -6.90854e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27146e-16, 0, 4.63707e-16, 0, 0
0.156758, 0, 1.28726e-15, 0, 1.41421, -1.28726e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29072e-16, 0, 8.58184e-16, 0, 0
0.16462, 0, 2.37869e-15, 0, 1.41421, -2.37869e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04018e-16, 0, 1.57467e-15, 0, 0
0.172482, 0, 4.35976e-15, 0, 1.41421, -4.35976e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49479e-15, 0, 2.86497e-15, 0, 0
0.180344, 0, 7.92666e-15, 0, 1.41421, -7.92666e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75762e-15, 0, 5.16904e-15, 0, 0
