   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_298.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.00152116, 0, 2.56299e-17, 0, 1.41421, -2.56299e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79707e-19, 0, 0, 1.7989e-19, 0, 2.45237e-20, 0, 2.52458e-17, 0, 0
0.00937556, 0, 4.51722e-17, 0, 1.41421, -4.51722e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16684e-19, 0, 0, 3.22613e-19, 0, 4.41607e-20, 0, 4.44888e-17, 0, 0
0.0172299, 0, 7.90819e-17, 0, 1.41421, -7.90819e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.54329e-19, 0, 0, 5.74771e-19, 0, 7.90262e-20, 0, 7.78738e-17, 0, 0
0.0250843, 0, 1.37534e-16, 0, 1.41421, -1.37534e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.63901e-19, 0, 0, 1.01739e-18, 0, 1.40549e-19, 0, 1.35412e-16, 0, 0
0.0329387, 0, 2.37636e-16, 0, 1.41421, -2.37636e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6652e-18, 0, 0, 1.78941e-18, 0, 2.4846e-19, 0, 2.33933e-16, 0, 0
0.0407931, 0, 4.07969e-16, 0, 1.41421, -4.07969e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85833e-18, 0, 0, 3.12757e-18, 0, 4.36631e-19, 0, 4.01547e-16, 0, 0
0.0486475, 0, 6.95974e-16, 0, 1.41421, -6.95974e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.87534e-18, 0, 0, 5.43277e-18, 0, 7.62865e-19, 0, 6.84903e-16, 0, 0
0.0565019, 0, 1.1799e-15, 0, 1.41421, -1.1799e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.26382e-18, 0, 0, 9.37973e-18, 0, 1.32526e-18, 0, 1.16093e-15, 0, 0
0.0643563, 0, 1.98798e-15, 0, 1.41421, -1.98798e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3921e-17, 0, 0, 1.60972e-17, 0, 2.28935e-18, 0, 1.95567e-15, 0, 0
0.0722107, 0, 3.32912e-15, 0, 1.41421, -3.32912e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33082e-17, 0, 0, 2.74624e-17, 0, 3.93302e-18, 0, 3.27442e-15, 0, 0
0.0800651, 0, 5.54146e-15, 0, 1.41421, -5.54146e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.87901e-17, 0, 0, 4.65783e-17, 0, 6.7201e-18, 0, 5.44937e-15, 0, 0
0.0879195, 0, 9.16898e-15, 0, 1.41421, -9.16898e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.41702e-17, 0, 0, 7.85472e-17, 0, 1.14208e-17, 0, 9.01485e-15, 0, 0
0.0957739, 0, 1.50815e-14, 0, 1.41421, -1.50815e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05529e-16, 0, 0, 1.31708e-16, 0, 1.93074e-17, 0, 1.4825e-14, 0, 0
0.103628, 0, 2.46615e-14, 0, 1.41421, -2.46615e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72526e-16, 0, 0, 2.19612e-16, 0, 3.247e-17, 0, 2.42369e-14, 0, 0
0.111483, 0, 4.00928e-14, 0, 1.41421, -4.00928e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80418e-16, 0, 0, 3.64163e-16, 0, 5.43255e-17, 0, 3.93939e-14, 0, 0
0.119337, 0, 6.48041e-14, 0, 1.41421, -6.48041e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53154e-16, 0, 0, 6.0057e-16, 0, 9.04304e-17, 0, 6.366e-14, 0, 0
0.127191, 0, 1.04147e-13, 0, 1.41421, -1.04147e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.28101e-16, 0, 0, 9.8512e-16, 0, 1.49776e-16, 0, 1.02284e-13, 0, 0
0.135046, 0, 1.66426e-13, 0, 1.41421, -1.66426e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16322e-15, 0, 0, 1.60734e-15, 0, 2.46844e-16, 0, 1.63409e-13, 0, 0
0.1429, 0, 2.64445e-13, 0, 1.41421, -2.64445e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84786e-15, 0, 0, 2.60888e-15, 0, 4.04846e-16, 0, 2.59584e-13, 0, 0
