   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_4.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00424624, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00363443, 0, 1.96863e-17, 0, 1.41421, -1.96863e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.45443e-20, 0, 0, 4.99253e-22, 0, 2.26597e-20, 0, 1.95886e-17, 0, 0
0.0115151, 0, 3.68341e-17, 0, 1.41421, -3.68341e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39473e-19, 0, 0, 9.47949e-22, 0, 4.32055e-20, 0, 3.66505e-17, 0, 0
0.0193958, 0, 6.83717e-17, 0, 1.41421, -6.83717e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58885e-19, 0, 0, 1.78592e-21, 0, 8.17442e-20, 0, 6.80292e-17, 0, 0
0.0272764, 0, 1.25927e-16, 0, 1.41421, -1.25927e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76802e-19, 0, 0, 3.33915e-21, 0, 1.53498e-19, 0, 1.25293e-16, 0, 0
0.0351571, 0, 2.30169e-16, 0, 1.41421, -2.30169e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.71477e-19, 0, 0, 6.19694e-21, 0, 2.8613e-19, 0, 2.29005e-16, 0, 0
0.0430378, 0, 4.17569e-16, 0, 1.41421, -4.17569e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58098e-18, 0, 0, 1.14171e-20, 0, 5.29568e-19, 0, 4.15447e-16, 0, 0
0.0509184, 0, 7.52003e-16, 0, 1.41421, -7.52003e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84712e-18, 0, 0, 2.08851e-20, 0, 9.7331e-19, 0, 7.48161e-16, 0, 0
0.0587991, 0, 1.34455e-15, 0, 1.41421, -1.34455e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.0904e-18, 0, 0, 3.79382e-20, 0, 1.77674e-18, 0, 1.33765e-15, 0, 0
0.0666798, 0, 2.387e-15, 0, 1.41421, -2.387e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.03679e-18, 0, 0, 6.84434e-20, 0, 3.22186e-18, 0, 2.37467e-15, 0, 0
0.0745604, 0, 4.20814e-15, 0, 1.41421, -4.20814e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59309e-17, 0, 0, 1.22645e-19, 0, 5.80445e-18, 0, 4.18628e-15, 0, 0
0.0824411, 0, 7.36773e-15, 0, 1.41421, -7.36773e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78913e-17, 0, 0, 2.18313e-19, 0, 1.03906e-17, 0, 7.32923e-15, 0, 0
0.0903218, 0, 1.28121e-14, 0, 1.41421, -1.28121e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85001e-17, 0, 0, 3.86068e-19, 0, 1.84845e-17, 0, 1.27448e-14, 0, 0
0.0982025, 0, 2.21306e-14, 0, 1.41421, -2.21306e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.37721e-17, 0, 0, 6.78337e-19, 0, 3.2682e-17, 0, 2.20135e-14, 0, 0
0.106083, 0, 3.79735e-14, 0, 1.41421, -3.79735e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43737e-16, 0, 0, 1.18429e-18, 0, 5.74369e-17, 0, 3.77711e-14, 0, 0
0.113964, 0, 6.47312e-14, 0, 1.41421, -6.47312e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45012e-16, 0, 0, 2.05466e-18, 0, 1.00347e-16, 0, 6.43838e-14, 0, 0
0.121844, 0, 1.09629e-13, 0, 1.41421, -1.09629e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.14936e-16, 0, 0, 3.5427e-18, 0, 1.74296e-16, 0, 1.09036e-13, 0, 0
0.129725, 0, 1.84474e-13, 0, 1.41421, -1.84474e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.98194e-16, 0, 0, 6.0712e-18, 0, 3.01012e-16, 0, 1.83469e-13, 0, 0
0.137606, 0, 3.08442e-13, 0, 1.41421, -3.08442e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16735e-15, 0, 0, 1.03418e-17, 0, 5.16934e-16, 0, 3.06748e-13, 0, 0
0.145486, 0, 5.12462e-13, 0, 1.41421, -5.12462e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93942e-15, 0, 0, 1.75119e-17, 0, 8.82824e-16, 0, 5.09622e-13, 0, 0
0.153367, 0, 8.46094e-13, 0, 1.41421, -8.46094e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20196e-15, 0, 0, 2.94791e-17, 0, 1.49946e-15, 0, 8.41363e-13, 0, 0
0.161248, 0, 1.38825e-12, 0, 1.41421, -1.38825e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.25355e-15, 0, 0, 4.93377e-17, 0, 2.53311e-15, 0, 1.38041e-12, 0, 0
0.169128, 0, 2.26371e-12, 0, 1.41421, -2.26371e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.56639e-15, 0, 0, 8.21028e-17, 0, 4.25657e-15, 0, 2.2508e-12, 0, 0
0.177009, 0, 3.66859e-12, 0, 1.41421, -3.66859e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38827e-14, 0, 0, 1.3586e-16, 0, 7.11576e-15, 0, 3.64745e-12, 0, 0
0.18489, 0, 5.90903e-12, 0, 1.41421, -5.90903e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2361e-14, 0, 0, 2.23572e-16, 0, 1.18345e-14, 0, 5.87461e-12, 0, 0
0.19277, 0, 9.45992e-12, 0, 1.41421, -9.45992e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5799e-14, 0, 0, 3.65914e-16, 0, 1.95831e-14, 0, 9.40418e-12, 0, 0
0.200651, 0, 1.50531e-11, 0, 1.41421, -1.50531e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.69674e-14, 0, 0, 5.95692e-16, 0, 3.22441e-14, 0, 1.49633e-11, 0, 0
0.208532, 0, 2.38091e-11, 0, 1.41421, -2.38091e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.01101e-14, 0, 0, 9.64739e-16, 0, 5.28319e-14, 0, 2.36652e-11, 0, 0
0.216412, 0, 3.74327e-11, 0, 1.41421, -3.74327e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41686e-13, 0, 0, 1.55451e-15, 0, 8.61503e-14, 0, 3.72033e-11, 0, 0
0.224293, 0, 5.85009e-11, 0, 1.41421, -5.85009e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21462e-13, 0, 0, 2.49253e-15, 0, 1.39822e-13, 0, 5.81371e-11, 0, 0
0.232174, 0, 9.08837e-11, 0, 1.41421, -9.08837e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.44117e-13, 0, 0, 3.97758e-15, 0, 2.2589e-13, 0, 9.03097e-11, 0, 0
