   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_148.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00300482, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00487067, 0, 2.34071e-20, 0, 1.41421, -2.34071e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10487e-22, 0, 8.12359e-26, 3.17584e-22, 0, 2.2779e-20, 0, 0
0.0127462, 0, 4.97154e-20, 0, 1.41421, -4.97154e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.59286e-22, 0, 1.74832e-25, 6.87176e-22, 0, 4.83687e-20, 0, 0
0.0206216, 0, 1.0434e-19, 0, 1.41421, -1.0434e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38332e-21, 0, 3.71867e-25, 1.46882e-21, 0, 1.01487e-19, 0, 0
0.0284971, 0, 2.16483e-19, 0, 1.41421, -2.16483e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86934e-21, 0, 7.82066e-25, 3.10309e-21, 0, 2.1051e-19, 0, 0
0.0363726, 0, 4.44206e-19, 0, 1.41421, -4.44206e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.8861e-21, 0, 1.62692e-24, 6.48259e-21, 0, 4.31835e-19, 0, 0
0.0442481, 0, 9.01751e-19, 0, 1.41421, -9.01751e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19458e-20, 0, 3.34902e-24, 1.33972e-20, 0, 8.76404e-19, 0, 0
0.0521236, 0, 1.81165e-18, 0, 1.41421, -1.81165e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39929e-20, 0, 6.82399e-24, 2.74006e-20, 0, 1.76025e-18, 0, 0
0.0599991, 0, 3.60306e-18, 0, 1.41421, -3.60306e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.77046e-20, 0, 1.37677e-23, 5.54801e-20, 0, 3.49986e-18, 0, 0
0.0678746, 0, 7.22133e-18, 0, 1.41421, -7.22133e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.55756e-20, 0, 2.81165e-23, 1.13802e-19, 0, 7.01193e-18, 0, 0
0.0757501, 0, 1.40599e-17, 0, 1.41421, -1.40599e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86032e-19, 0, 5.55473e-23, 2.25594e-19, 0, 1.36483e-17, 0, 0
0.0836256, 0, 2.71243e-17, 0, 1.41421, -2.71243e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58783e-19, 0, 1.08762e-22, 4.43212e-19, 0, 2.63222e-17, 0, 0
0.0915011, 0, 5.18588e-17, 0, 1.41421, -5.18588e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.85742e-19, 0, 2.111e-22, 8.63176e-19, 0, 5.03097e-17, 0, 0
0.0993766, 0, 9.82772e-17, 0, 1.41421, -9.82772e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.29913e-18, 0, 4.06236e-22, 1.66683e-18, 0, 9.53109e-17, 0, 0
0.107252, 0, 1.84636e-16, 0, 1.41421, -1.84636e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43989e-18, 0, 7.75207e-22, 3.19204e-18, 0, 1.79003e-16, 0, 0
0.115128, 0, 3.43935e-16, 0, 1.41421, -3.43935e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.54339e-18, 0, 1.46715e-21, 6.06345e-18, 0, 3.33327e-16, 0, 0
0.123003, 0, 6.35323e-16, 0, 1.41421, -6.35323e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.38958e-18, 0, 2.75431e-21, 1.14267e-17, 0, 6.15504e-16, 0, 0
0.130879, 0, 1.16392e-15, 0, 1.41421, -1.16392e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5364e-17, 0, 5.12967e-21, 2.13669e-17, 0, 1.12718e-15, 0, 0
0.138754, 0, 2.115e-15, 0, 1.41421, -2.115e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79073e-17, 0, 9.47891e-21, 3.9651e-17, 0, 2.04743e-15, 0, 0
0.146629, 0, 3.81246e-15, 0, 1.41421, -3.81246e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.02842e-17, 0, 1.73808e-20, 7.30334e-17, 0, 3.68912e-15, 0, 0
0.154505, 0, 6.81786e-15, 0, 1.41421, -6.81786e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.98844e-17, 0, 3.16279e-20, 1.33538e-16, 0, 6.59441e-15, 0, 0
0.16238, 0, 1.20971e-14, 0, 1.41421, -1.20971e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5941e-16, 0, 5.71234e-20, 2.42416e-16, 0, 1.16952e-14, 0, 0
0.170256, 0, 2.1298e-14, 0, 1.41421, -2.1298e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8052e-16, 0, 1.02411e-19, 4.36967e-16, 0, 2.05804e-14, 0, 0
0.178131, 0, 3.72097e-14, 0, 1.41421, -3.72097e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.89845e-16, 0, 1.82268e-19, 7.82201e-16, 0, 3.59375e-14, 0, 0
0.186007, 0, 6.4516e-14, 0, 1.41421, -6.4516e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.48856e-16, 0, 3.22071e-19, 1.39067e-15, 0, 6.22761e-14, 0, 0
0.193882, 0, 1.1102e-13, 0, 1.41421, -1.1102e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45988e-15, 0, 5.65083e-19, 2.4559e-15, 0, 1.07103e-13, 0, 0
0.201758, 0, 1.89618e-13, 0, 1.41421, -1.89618e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49193e-15, 0, 9.84544e-19, 4.3085e-15, 0, 1.82817e-13, 0, 0
0.209633, 0, 3.21468e-13, 0, 1.41421, -3.21468e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.22198e-15, 0, 1.70361e-18, 7.50966e-15, 0, 3.09734e-13, 0, 0
0.217509, 0, 5.40999e-13, 0, 1.41421, -5.40999e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10036e-15, 0, 2.92797e-18, 1.30066e-14, 0, 5.20889e-13, 0, 0
0.225384, 0, 9.03816e-13, 0, 1.41421, -9.03816e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18536e-14, 0, 4.99892e-18, 2.2387e-14, 0, 8.6957e-13, 0, 0
0.23326, 0, 1.49903e-12, 0, 1.41421, -1.49903e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9645e-14, 0, 8.47923e-18, 3.82966e-14, 0, 1.44108e-12, 0, 0
0.241135, 0, 2.46836e-12, 0, 1.41421, -2.46836e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23222e-14, 0, 1.42913e-17, 6.51202e-14, 0, 2.37091e-12, 0, 0
0.249011, 0, 4.03551e-12, 0, 1.41421, -4.03551e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27981e-14, 0, 2.39388e-17, 1.10082e-13, 0, 3.87261e-12, 0, 0
0.256886, 0, 6.55089e-12, 0, 1.41421, -6.55089e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.56301e-14, 0, 3.9859e-17, 1.85023e-13, 0, 6.2802e-12, 0, 0
