   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_831.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.113609, 0, 4.08119e-17, 0, 1.41421, -4.08119e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46797e-19, 0, 0, 0, 1.0176e-17, 0, 3.02891e-17, 0, 0, 0
0.121471, 0, 7.95597e-17, 0, 1.41421, -7.95597e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.7306e-19, 0, 0, 0, 2.01018e-17, 0, 5.87848e-17, 0, 0, 0
0.129334, 0, 1.55343e-16, 0, 1.41421, -1.55343e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30687e-18, 0, 0, 0, 3.98944e-17, 0, 1.14142e-16, 0, 0, 0
0.137196, 0, 2.96967e-16, 0, 1.41421, -2.96967e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48652e-18, 0, 0, 0, 7.73086e-17, 0, 2.17171e-16, 0, 0, 0
0.145058, 0, 5.62731e-16, 0, 1.41421, -5.62731e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.68861e-18, 0, 0, 0, 1.48541e-16, 0, 4.09502e-16, 0, 0, 0
0.152921, 0, 1.05716e-15, 0, 1.41421, -1.05716e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.76297e-18, 0, 0, 0, 2.83038e-16, 0, 7.65356e-16, 0, 0, 0
0.160783, 0, 1.96918e-15, 0, 1.41421, -1.96918e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62355e-17, 0, 0, 0, 5.3493e-16, 0, 1.41801e-15, 0, 0, 0
0.168646, 0, 3.63744e-15, 0, 1.41421, -3.63744e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98223e-17, 0, 0, 0, 1.00293e-15, 0, 2.60468e-15, 0, 0, 0
0.176508, 0, 6.66389e-15, 0, 1.41421, -6.66389e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.43152e-17, 0, 0, 0, 1.86567e-15, 0, 4.7439e-15, 0, 0, 0
0.18437, 0, 1.21097e-14, 0, 1.41421, -1.21097e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.80956e-17, 0, 0, 0, 3.44389e-15, 0, 8.5677e-15, 0, 0, 0
0.192233, 0, 2.18303e-14, 0, 1.41421, -2.18303e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75697e-16, 0, 0, 0, 6.30919e-15, 0, 1.53455e-14, 0, 0, 0
0.200095, 0, 3.90445e-14, 0, 1.41421, -3.90445e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12109e-16, 0, 0, 0, 1.14727e-14, 0, 2.72597e-14, 0, 0, 0
0.207958, 0, 6.92904e-14, 0, 1.41421, -6.92904e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49927e-16, 0, 0, 0, 2.07097e-14, 0, 4.80307e-14, 0, 0, 0
0.21582, 0, 1.22024e-13, 0, 1.41421, -1.22024e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.61157e-16, 0, 0, 0, 3.71156e-14, 0, 8.39473e-14, 0, 0, 0
0.223682, 0, 2.13266e-13, 0, 1.41421, -2.13266e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6665e-15, 0, 0, 0, 6.60484e-14, 0, 1.45551e-13, 0, 0, 0
0.231545, 0, 3.69957e-13, 0, 1.41421, -3.69957e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86657e-15, 0, 0, 0, 1.16728e-13, 0, 2.50362e-13, 0, 0, 0
0.239407, 0, 6.37048e-13, 0, 1.41421, -6.37048e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.89209e-15, 0, 0, 0, 2.04895e-13, 0, 4.27261e-13, 0, 0, 0
0.247269, 0, 1.08901e-12, 0, 1.41421, -1.08901e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.28373e-15, 0, 0, 0, 3.57263e-13, 0, 7.23461e-13, 0, 0, 0
0.255132, 0, 1.84831e-12, 0, 1.41421, -1.84831e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39181e-14, 0, 0, 0, 6.18882e-13, 0, 1.21551e-12, 0, 0, 0
0.262994, 0, 3.11492e-12, 0, 1.41421, -3.11492e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.32049e-14, 0, 0, 0, 1.06525e-12, 0, 2.02646e-12, 0, 0, 0
0.270857, 0, 5.21317e-12, 0, 1.41421, -5.21317e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83925e-14, 0, 0, 0, 1.82219e-12, 0, 3.35258e-12, 0, 0, 0
0.278719, 0, 8.66551e-12, 0, 1.41421, -8.66551e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3038e-14, 0, 0, 0, 3.09819e-12, 0, 5.50429e-12, 0, 0, 0
0.286581, 0, 1.43081e-11, 0, 1.41421, -1.43081e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02723e-13, 0, 0, 0, 5.23689e-12, 0, 8.96853e-12, 0, 0, 0
0.294444, 0, 2.34712e-11, 0, 1.41421, -2.34712e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66135e-13, 0, 0, 0, 8.80208e-12, 0, 1.4503e-11, 0, 0, 0
0.302306, 0, 3.82583e-11, 0, 1.41421, -3.82583e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66689e-13, 0, 0, 0, 1.47144e-11, 0, 2.32772e-11, 0, 0, 0
0.310169, 0, 6.19773e-11, 3.79752e-43, 1.41421, -6.19773e-11, 3.79752e-43, 0, 3.79752e-43, 3.79752e-43, 3.79752e-43, 3.79752e-43, 3.79752e-43, 3.79752e-43, 3.79752e-43, 3.79752e-43, 3.79752e-43, 3.79752e-43, 4.24933e-13, 3.79752e-43, 3.79752e-43, 3.79752e-43, 2.44712e-11, 3.79752e-43, 3.70813e-11, 3.79752e-43, 3.79752e-43, 3.79752e-43
0.318031, 0, 9.98048e-11, 6.50062e-42, 1.41421, -9.98048e-11, 6.50062e-42, 0, 6.50062e-42, 6.50062e-42, 6.50062e-42, 6.50062e-42, 6.50062e-42, 6.50062e-42, 6.50062e-42, 6.50062e-42, 6.50062e-42, 6.50062e-42, 6.72094e-13, 6.50062e-42, 6.50062e-42, 6.50062e-42, 4.04989e-11, 6.50062e-42, 5.86338e-11, 6.50062e-42, 6.50062e-42, 6.50062e-42
0.325893, 0, 1.59802e-10, 9.21438e-41, 1.41421, -1.59802e-10, 9.21438e-41, 0, 9.21438e-41, 9.21438e-41, 9.21438e-41, 9.21438e-41, 9.21438e-41, 9.21438e-41, 9.21438e-41, 9.21438e-41, 9.21438e-41, 9.21438e-41, 1.05525e-12, 9.21438e-41, 9.21438e-41, 9.21438e-41, 6.67175e-11, 9.21438e-41, 9.20293e-11, 9.21438e-41, 9.21438e-41, 9.21438e-41
0.333756, 0, 2.54474e-10, 1.16069e-39, 1.41421, -2.54474e-10, 1.16069e-39, 0, 1.16069e-39, 1.16069e-39, 1.16069e-39, 1.16069e-39, 1.16069e-39, 1.16069e-39, 1.16069e-39, 1.16069e-39, 1.16069e-39, 1.16069e-39, 1.64481e-12, 1.16069e-39, 1.16069e-39, 1.16069e-39, 1.09442e-10, 1.16069e-39, 1.43387e-10, 1.16069e-39, 1.16069e-39, 1.16069e-39
0.341618, 0, 4.03144e-10, 1.30797e-38, 1.41421, -4.03144e-10, 1.30797e-38, 0, 1.30797e-38, 1.30797e-38, 1.30797e-38, 1.30797e-38, 1.30797e-38, 1.30797e-38, 1.30797e-38, 1.30797e-38, 1.30797e-38, 1.30797e-38, 2.54532e-12, 1.30797e-38, 1.30797e-38, 1.30797e-38, 1.78825e-10, 1.30797e-38, 2.21774e-10, 1.30797e-38, 1.30797e-38, 1.30797e-38
0.34948, 0, 6.35594e-10, 1.33359e-37, 1.41421, -6.35594e-10, 1.33359e-37, 0, 1.33359e-37, 1.33359e-37, 1.33359e-37, 1.33359e-37, 1.33359e-37, 1.33359e-37, 1.33359e-37, 1.33359e-37, 1.33359e-37, 1.33359e-37, 3.91069e-12, 1.33359e-37, 1.33359e-37, 1.33359e-37, 2.91158e-10, 1.33359e-37, 3.40525e-10, 1.33359e-37, 1.33359e-37, 1.33359e-37
0.357343, 0, 9.97606e-10, 1.23573e-36, 1.41421, -9.97606e-10, 1.23573e-36, 0, 1.23573e-36, 1.23573e-36, 1.23573e-36, 1.23573e-36, 1.23573e-36, 1.23573e-36, 1.23573e-36, 1.23573e-36, 1.23573e-36, 1.23573e-36, 5.96596e-12, 1.23573e-36, 1.23573e-36, 1.23573e-36, 4.72549e-10, 1.23573e-36, 5.19091e-10, 1.23573e-36, 1.23573e-36, 1.23573e-36
0.365205, 0, 1.55945e-09, 1.04714e-35, 1.41421, -1.55945e-09, 1.04714e-35, 0, 1.04714e-35, 1.04714e-35, 1.04714e-35, 1.04714e-35, 1.04714e-35, 1.04714e-35, 1.04714e-35, 1.04714e-35, 1.04714e-35, 1.04714e-35, 9.03755e-12, 1.04714e-35, 1.04714e-35, 1.04714e-35, 7.64794e-10, 1.04714e-35, 7.85617e-10, 1.04714e-35, 1.04714e-35, 1.04714e-35
0.373068, 0, 2.42886e-09, 8.14682e-35, 1.41421, -2.42886e-09, 8.14682e-35, 0, 8.14682e-35, 8.14682e-35, 8.14682e-35, 8.14682e-35, 8.14682e-35, 8.14682e-35, 8.14682e-35, 8.14682e-35, 8.14682e-35, 8.14682e-35, 1.35955e-11, 8.14682e-35, 8.14682e-35, 8.14682e-35, 1.23475e-09, 8.14682e-35, 1.18051e-09, 8.14682e-35, 8.14682e-35, 8.14682e-35
0.38093, 0, 3.77094e-09, 5.8454e-34, 1.41421, -3.77094e-09, 5.8454e-34, 0, 5.8454e-34, 5.8454e-34, 5.8454e-34, 5.8454e-34, 5.8454e-34, 5.8454e-34, 5.8454e-34, 5.8454e-34, 5.8454e-34, 5.8454e-34, 2.03118e-11, 5.8454e-34, 5.8454e-34, 5.8454e-34, 1.9893e-09, 5.8454e-34, 1.76133e-09, 5.8454e-34, 5.8454e-34, 5.8454e-34
0.388792, 0, 5.83871e-09, 3.92924e-33, 1.41421, -5.83871e-09, 3.92924e-33, 0, 3.92924e-33, 3.92924e-33, 3.92924e-33, 3.92924e-33, 3.92924e-33, 3.92924e-33, 3.92924e-33, 3.92924e-33, 3.92924e-33, 3.92924e-33, 3.014e-11, 3.92924e-33, 3.92924e-33, 3.92924e-33, 3.19916e-09, 3.92924e-33, 2.60941e-09, 3.92924e-33, 3.92924e-33, 3.92924e-33
0.396655, 0, 9.02006e-09, 2.22462e-32, 1.41421, -9.02006e-09, 2.22462e-32, 0, 2.22462e-32, 2.22462e-32, 2.22462e-32, 2.22462e-32, 2.22462e-32, 2.22462e-32, 2.22462e-32, 2.22462e-32, 2.22462e-32, 2.22462e-32, 4.44242e-11, 2.22462e-32, 2.22462e-32, 2.22462e-32, 5.13682e-09, 2.22462e-32, 3.83882e-09, 2.22462e-32, 2.22462e-32, 2.22462e-32
0.404517, 0, 1.391e-08, 1.29293e-31, 1.41421, -1.391e-08, 1.29293e-31, 0, 1.29293e-31, 1.29293e-31, 1.29293e-31, 1.29293e-31, 1.29293e-31, 1.29293e-31, 1.29293e-31, 1.29293e-31, 1.29293e-31, 1.29293e-31, 6.50458e-11, 1.29293e-31, 1.29293e-31, 1.29293e-31, 8.23672e-09, 1.29293e-31, 5.60823e-09, 1.29293e-31, 1.29293e-31, 1.29293e-31
0.41238, 0, 2.14218e-08, 6.69553e-31, 1.41421, -2.14218e-08, 6.69553e-31, 0, 6.69553e-31, 6.69553e-31, 6.69553e-31, 6.69553e-31, 6.69553e-31, 6.69553e-31, 6.69553e-31, 6.69553e-31, 6.69553e-31, 6.69553e-31, 9.46201e-11, 6.69553e-31, 6.69553e-31, 6.69553e-31, 1.31904e-08, 6.69553e-31, 8.13676e-09, 6.69553e-31, 6.69553e-31, 6.69553e-31
0.420242, 0, 3.29578e-08, 3.41843e-30, 1.41421, -3.29578e-08, 3.41843e-30, 0, 3.41843e-30, 3.41843e-30, 3.41843e-30, 3.41843e-30, 3.41843e-30, 3.41843e-30, 3.41843e-30, 3.41843e-30, 3.41843e-30, 3.41843e-30, 1.3676e-10, 3.41843e-30, 3.41843e-30, 3.41843e-30, 2.10964e-08, 3.41843e-30, 1.17246e-08, 3.41843e-30, 3.41843e-30, 3.41843e-30
0.428104, 0, 5.06956e-08, 3.35353e-29, 1.41421, -5.06956e-08, 3.35353e-29, 0, 3.35353e-29, 3.35353e-29, 3.35353e-29, 3.35353e-29, 3.35353e-29, 3.35353e-29, 3.35353e-29, 3.35353e-29, 3.35353e-29, 3.35353e-29, 1.9643e-10, 3.35353e-29, 3.35353e-29, 3.35353e-29, 3.37189e-08, 3.35353e-29, 1.67803e-08, 3.35353e-29, 3.35353e-29, 3.35353e-29
0.435967, 0, 7.79008e-08, 1.51406e-28, 1.41421, -7.79008e-08, 1.51406e-28, 0, 1.51406e-28, 1.51406e-28, 1.51406e-28, 1.51406e-28, 1.51406e-28, 1.51406e-28, 1.51406e-28, 1.51406e-28, 1.51406e-28, 1.51406e-28, 2.80384e-10, 1.51406e-28, 1.51406e-28, 1.51406e-28, 5.37663e-08, 1.51406e-28, 2.38541e-08, 1.51406e-28, 1.51406e-28, 1.51406e-28
0.443829, 0, 1.19659e-07, 6.55415e-28, 1.41421, -1.19659e-07, 6.55415e-28, 0, 6.55415e-28, 6.55415e-28, 6.55415e-28, 6.55415e-28, 6.55415e-28, 6.55415e-28, 6.55415e-28, 6.55415e-28, 6.55415e-28, 6.55415e-28, 3.97798e-10, 6.55415e-28, 6.55415e-28, 6.55415e-28, 8.55766e-08, 6.55415e-28, 3.36843e-08, 6.55415e-28, 6.55415e-28, 6.55415e-28
0.451692, 0, 1.83724e-07, 2.70764e-27, 1.41421, -1.83724e-07, 2.70764e-27, 0, 2.70764e-27, 2.70764e-27, 2.70764e-27, 2.70764e-27, 2.70764e-27, 2.70764e-27, 2.70764e-27, 2.70764e-27, 2.70764e-27, 2.70764e-27, 5.61036e-10, 2.70764e-27, 2.70764e-27, 2.70764e-27, 1.35911e-07, 2.70764e-27, 4.7252e-08, 2.70764e-27, 2.70764e-27, 2.70764e-27
0.459554, 0, 2.81925e-07, 1.06814e-26, 1.41421, -2.81925e-07, 1.06814e-26, 0, 1.06814e-26, 1.06814e-26, 1.06814e-26, 1.06814e-26, 1.06814e-26, 1.06814e-26, 1.06814e-26, 1.06814e-26, 1.06814e-26, 1.06814e-26, 7.86666e-10, 1.06814e-26, 1.06814e-26, 1.06814e-26, 2.15287e-07, 1.06814e-26, 6.58519e-08, 1.06814e-26, 1.06814e-26, 1.06814e-26
0.467416, 0, 4.32245e-07, 4.02781e-26, 1.41421, -4.32245e-07, 4.02781e-26, 0, 4.02781e-26, 4.02781e-26, 4.02781e-26, 4.02781e-26, 4.02781e-26, 4.02781e-26, 1.48976e-14, 4.02781e-26, 4.02781e-26, 4.02781e-26, 1.09678e-09, 4.02781e-26, 4.02781e-26, 4.02781e-26, 3.39967e-07, 4.02781e-26, 9.1181e-08, 4.02781e-26, 4.02781e-26, 4.02781e-26
0.475279, 0, 6.61883e-07, 1.45427e-25, 1.41421, -6.61883e-07, 1.45427e-25, 0, 1.45427e-25, 1.45427e-25, 1.45427e-25, 1.45427e-25, 1.45427e-25, 1.45427e-25, 5.02755e-14, 1.45427e-25, 1.45427e-25, 1.45427e-25, 1.52064e-09, 1.45427e-25, 1.45427e-25, 1.45427e-25, 5.34916e-07, 1.45427e-25, 1.25446e-07, 1.45427e-25, 1.45427e-25, 1.45427e-25
0.483141, 0, 1.01176e-06, 5.07474e-25, 1.41421, -1.01176e-06, 5.07474e-25, 0, 5.07474e-25, 5.07474e-25, 5.07474e-25, 5.07474e-25, 5.07474e-25, 5.07474e-25, 1.31784e-13, 5.07474e-25, 5.07474e-25, 5.07474e-25, 2.09686e-09, 5.07474e-25, 5.07474e-25, 5.07474e-25, 8.38167e-07, 5.07474e-25, 1.71497e-07, 5.07474e-25, 5.07474e-25, 5.07474e-25
0.491003, 0, 1.54378e-06, 4.53847e-11, 1.41421, -1.54378e-06, 7.34582e-11, 4.53847e-11, 4.53901e-11, 7.22108e-11, 2.68266e-10, 5.44918e-11, 2.19518e-10, 1.13455e-10, 4.6396e-11, 1.08599e-10, 4.99304e-11, 1.11792e-10, 2.92148e-09, 4.78229e-11, 4.54591e-11, 4.54802e-11, 1.30722e-06, 4.53849e-11, 2.3306e-07, 4.53847e-11, 4.53847e-11, 4.84848e-11
0.498866, 0, 2.34899e-06, 1.48795e-10, 1.41421, -2.34899e-06, 2.43046e-10, 1.48795e-10, 1.48813e-10, 2.38858e-10, 8.97078e-10, 1.7937e-10, 7.33415e-10, 3.7733e-10, 1.51849e-10, 3.61024e-10, 1.64056e-10, 3.71746e-10, 4.07313e-09, 1.5698e-10, 1.49044e-10, 1.5125e-10, 2.02815e-06, 1.48795e-10, 3.14811e-07, 1.48795e-10, 1.48795e-10, 1.59202e-10
0.506728, 0, 3.5623e-06, 3.81553e-10, 1.41421, -3.5623e-06, 6.27489e-10, 3.81553e-10, 3.81599e-10, 6.16562e-10, 2.3341e-09, 4.61335e-10, 1.90704e-09, 9.77884e-10, 3.8923e-10, 9.35337e-10, 4.21374e-10, 9.63315e-10, 5.70885e-09, 4.02912e-10, 3.82204e-10, 3.89546e-10, 3.12868e-06, 3.81554e-10, 4.22804e-07, 3.81553e-10, 3.81553e-10, 4.0871e-10
0.514591, 0, 5.38143e-06, 8.9853e-10, 1.41421, -5.38143e-06, 1.48361e-09, 8.9853e-10, 8.98641e-10, 1.45761e-09, 5.54358e-09, 1.08833e-09, 4.52762e-09, 2.31718e-09, 9.16421e-10, 2.21597e-09, 9.93265e-10, 2.28253e-09, 8.09401e-09, 9.49343e-10, 9.0008e-10, 9.19781e-10, 4.79646e-06, 8.98533e-10, 5.64687e-07, 8.9853e-10, 8.9853e-10, 9.63137e-10
0.522453, 0, 8.09414e-06, 2.02436e-09, 1.41421, -8.09414e-06, 3.35015e-09, 2.02436e-09, 2.02461e-09, 3.29125e-09, 1.25501e-08, 2.45445e-09, 1.0248e-08, 5.23906e-09, 2.0643e-09, 5.0097e-09, 2.23903e-09, 5.16052e-09, 1.16951e-08, 2.13951e-09, 2.02787e-09, 2.0759e-09, 7.30453e-06, 2.02437e-09, 7.50281e-07, 2.02436e-09, 2.02436e-09, 2.17076e-09
0.530315, 0, 1.21308e-05, 4.42281e-09, 1.41421, -1.21308e-05, 7.32997e-09, 4.42281e-09, 4.42336e-09, 7.20081e-09, 2.75034e-08, 5.3659e-09, 2.24553e-08, 1.14719e-08, 4.51635e-09, 1.0969e-08, 4.89354e-09, 1.12997e-08, 1.73569e-08, 4.6753e-09, 4.43051e-09, 4.5413e-09, 1.10606e-05, 4.42283e-09, 9.92235e-07, 4.42281e-09, 4.42281e-09, 4.74384e-09
0.538178, 0, 1.80773e-05, 9.41892e-09, 1.41421, -1.80773e-05, 1.56272e-08, 9.41892e-09, 9.4201e-09, 1.53514e-08, 5.8708e-08, 1.14329e-08, 4.79276e-08, 2.44724e-08, 9.63222e-09, 2.33984e-08, 1.04242e-08, 2.41046e-08, 2.66341e-08, 9.95811e-09, 9.43537e-09, 9.68144e-09, 1.6614e-05, 9.41896e-09, 1.30709e-06, 9.41892e-09, 9.41892e-09, 1.01045e-08
0.54604, 0, 2.68018e-05, 1.95961e-08, 1.41421, -2.68018e-05, 3.2544e-08, 1.95961e-08, 1.95986e-08, 3.19687e-08, 1.22392e-07, 2.37964e-08, 9.99091e-08, 5.09914e-08, 2.02011e-08, 4.87514e-08, 2.16926e-08, 5.02243e-08, 4.24001e-08, 2.07206e-08, 1.96304e-08, 2.0161e-08, 2.4772e-05, 1.95962e-08, 1.71692e-06, 1.95961e-08, 1.95961e-08, 2.10259e-08
0.553903, 0, 3.9533e-05, 3.98719e-08, 1.41421, -3.9533e-05, 6.62783e-08, 3.98719e-08, 3.98769e-08, 6.5105e-08, 2.49518e-07, 4.84382e-08, 2.03665e-07, 1.039e-07, 4.13191e-08, 9.93321e-08, 4.41476e-08, 1.02336e-07, 6.99365e-08, 4.21653e-08, 3.99419e-08, 4.10574e-08, 3.6659e-05, 3.98721e-08, 2.25201e-06, 3.98719e-08, 3.98719e-08, 4.27879e-08
0.561765, 0, 5.80172e-05, 7.93842e-08, 1.41421, -5.80172e-05, 1.32081e-07, 7.93842e-08, 7.93942e-08, 1.29739e-07, 4.97754e-07, 9.6479e-08, 4.06249e-07, 2.07159e-07, 8.26079e-08, 1.98043e-07, 8.79168e-08, 2.04038e-07, 1.18836e-07, 8.39608e-08, 7.95238e-08, 8.18154e-08, 5.38407e-05, 7.93845e-08, 2.95526e-06, 7.93842e-08, 7.93842e-08, 8.52032e-08
0.569627, 0, 8.47336e-05, 1.54707e-07, 1.41421, -8.47336e-05, 2.57647e-07, 1.54707e-07, 1.54727e-07, 2.53073e-07, 9.7197e-07, 1.88101e-07, 7.9322e-07, 4.04309e-07, 1.61597e-07, 3.86501e-07, 1.71375e-07, 3.98211e-07, 2.06239e-07, 1.63648e-07, 1.5498e-07, 1.59585e-07, 7.8483e-05, 1.54708e-07, 3.88936e-06, 1.54707e-07, 1.54707e-07, 1.66075e-07
0.57749, 0, 0.000123199, 2.95181e-07, 1.41421, -0.000123199, 4.92066e-07, 2.95181e-07, 2.95218e-07, 4.83318e-07, 1.8583e-06, 3.5905e-07, 1.51642e-06, 7.72576e-07, 3.09472e-07, 7.38515e-07, 3.2706e-07, 7.60913e-07, 3.62186e-07, 3.1228e-07, 2.95702e-07, 3.04762e-07, 0.000113564, 2.95182e-07, 5.1486e-06, 2.95181e-07, 2.95181e-07, 3.16922e-07
0.585352, 0, 0.000178411, 5.51495e-07, 1.41421, -0.000178411, 9.20264e-07, 5.51495e-07, 5.51565e-07, 9.0388e-07, 3.47924e-06, 6.71124e-07, 2.83889e-06, 1.44566e-06, 5.80477e-07, 1.38187e-06, 6.11206e-07, 1.42382e-06, 6.38235e-07, 5.83522e-07, 5.52472e-07, 5.69928e-07, 0.000163164, 5.51497e-07, 6.8777e-06, 5.51495e-07, 5.51495e-07, 5.92216e-07
0.593214, 0, 0.000257476, 1.00912e-06, 1.41421, -0.000257476, 1.68563e-06, 1.00912e-06, 1.00924e-06, 1.65558e-06, 6.38015e-06, 1.22858e-06, 5.20541e-06, 2.6495e-06, 1.06692e-06, 2.53246e-06, 1.11866e-06, 2.60942e-06, 1.12092e-06, 1.06787e-06, 1.01091e-06, 1.04386e-06, 0.00023286, 1.00912e-06, 9.30148e-06, 1.00912e-06, 1.00912e-06, 1.08382e-06
