   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_244.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0761675, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0679703, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0597731, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0515759, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0433788, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0351816, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0269844, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0187872, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.01059, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00239286, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00580431, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0140015, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0221987, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0303959, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.038593, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0467902, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0549874, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0631846, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0713818, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0795789, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0877761, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0959733, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.10417, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.112368, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.120565, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.128762, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.136959, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.145156, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.153354, 0, 1.07574e-28, 0, 1.41421, -1.07574e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05062e-31, 0, 0, 4.86116e-34, 2.80143e-34, 1.07268e-28, 0, 0
0.161551, 0, 1.36088e-27, 0, 1.41421, -1.36088e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.85909e-30, 0, 0, 6.14947e-33, 4.87051e-32, 1.35696e-27, 0, 0
0.169748, 0, 1.08023e-26, 0, 1.41421, -1.08023e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.06318e-29, 0, 0, 4.88118e-32, 6.04536e-31, 1.0771e-26, 0, 0
0.177945, 0, 6.83891e-26, 0, 1.41421, -6.83891e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93927e-28, 0, 0, 3.0914e-31, 4.7792e-30, 6.81901e-26, 0, 0
0.186142, 0, 3.75904e-25, 0, 1.41421, -3.75904e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06592e-27, 0, 0, 1.70137e-30, 3.02173e-29, 3.74807e-25, 0, 0
0.194339, 0, 1.86835e-24, 0, 1.41421, -1.86835e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.29788e-27, 0, 0, 8.4735e-30, 1.65992e-28, 1.86288e-24, 0, 0
0.202537, 0, 8.59173e-24, 0, 1.41421, -8.59173e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.43624e-26, 0, 0, 3.90659e-29, 8.24708e-28, 8.5665e-24, 0, 0
0.210734, 0, 3.70828e-23, 0, 1.41421, -3.70828e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0515e-25, 0, 0, 1.69112e-28, 3.79156e-27, 3.69737e-23, 0, 0
0.218931, 0, 1.51685e-22, 0, 1.41421, -1.51685e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30107e-25, 0, 0, 6.94013e-28, 1.63625e-26, 1.51237e-22, 0, 0
0.227128, 0, 5.92098e-22, 0, 1.41421, -5.92098e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67891e-24, 0, 0, 2.71875e-27, 6.69254e-26, 5.9035e-22, 0, 0
0.235325, 0, 2.21708e-21, 0, 1.41421, -2.21708e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28655e-24, 0, 0, 1.02194e-26, 2.61247e-25, 2.21052e-21, 0, 0
0.243523, 0, 7.99545e-21, 0, 1.41421, -7.99545e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26711e-23, 0, 0, 3.70065e-26, 9.78317e-25, 7.97177e-21, 0, 0
0.25172, 0, 2.78589e-20, 0, 1.41421, -2.78589e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.89934e-23, 0, 0, 1.29513e-25, 3.52873e-24, 2.77763e-20, 0, 0
0.259917, 0, 9.40297e-20, 0, 1.41421, -9.40297e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66618e-22, 0, 0, 4.39188e-25, 1.22985e-23, 9.37503e-20, 0, 0
0.268114, 0, 3.08083e-19, 0, 1.41421, -3.08083e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.73556e-22, 0, 0, 1.44617e-24, 4.15246e-23, 3.07166e-19, 0, 0
0.276311, 0, 9.81616e-19, 0, 1.41421, -9.81616e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.78332e-21, 0, 0, 4.63232e-24, 1.36114e-22, 9.78692e-19, 0, 0
0.284508, 0, 3.04605e-18, 0, 1.41421, -3.04605e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.63688e-21, 0, 0, 1.44557e-23, 4.3393e-22, 3.03696e-18, 0, 0
0.292706, 0, 9.21734e-18, 0, 1.41421, -9.21734e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.61351e-20, 0, 0, 4.40054e-23, 1.34744e-21, 9.18981e-18, 0, 0
0.300903, 0, 2.72281e-17, 0, 1.41421, -2.72281e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.72029e-20, 0, 0, 1.3082e-22, 4.0806e-21, 2.71467e-17, 0, 0
0.3091, 0, 7.85922e-17, 0, 1.41421, -7.85922e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2284e-19, 0, 0, 3.80157e-22, 1.20655e-20, 7.83569e-17, 0, 0
