   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_97.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00453234, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00334851, 0, 2.83275e-23, 0, 1.41421, -2.83275e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82043e-26, 0, 0, 2.58068e-28, 2.46999e-27, 0, 2.82566e-23, 0, 0
0.0112294, 0, 7.07102e-23, 0, 1.41421, -7.07102e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70249e-25, 0, 0, 6.49465e-28, 6.35035e-27, 0, 7.05329e-23, 0, 0
0.0191102, 0, 1.72989e-22, 0, 1.41421, -1.72989e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.16503e-25, 0, 0, 1.60221e-27, 1.59668e-26, 0, 1.72554e-22, 0, 0
0.0269911, 0, 4.15418e-22, 0, 1.41421, -4.15418e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0002e-24, 0, 0, 3.88058e-27, 3.93362e-26, 0, 4.14375e-22, 0, 0
0.0348719, 0, 9.805e-22, 0, 1.41421, -9.805e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36073e-24, 0, 0, 9.23947e-27, 9.51088e-26, 0, 9.78035e-22, 0, 0
0.0427528, 0, 2.2771e-21, 0, 1.41421, -2.2771e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.48251e-24, 0, 0, 2.16497e-26, 2.25991e-25, 0, 2.27137e-21, 0, 0
0.0506337, 0, 5.20833e-21, 0, 1.41421, -5.20833e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25399e-23, 0, 0, 4.99715e-26, 5.28322e-25, 0, 5.19521e-21, 0, 0
0.0585145, 0, 1.17424e-20, 0, 1.41421, -1.17424e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82716e-23, 0, 0, 1.13715e-25, 1.21639e-24, 0, 1.17128e-20, 0, 0
0.0663954, 0, 2.61133e-20, 0, 1.41421, -2.61133e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28718e-23, 0, 0, 2.55302e-25, 2.76045e-24, 0, 2.60474e-20, 0, 0
0.0742762, 0, 5.7318e-20, 0, 1.41421, -5.7318e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38002e-22, 0, 0, 5.65853e-25, 6.17941e-24, 0, 5.71733e-20, 0, 0
0.0821571, 0, 1.24247e-19, 0, 1.41421, -1.24247e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99142e-22, 0, 0, 1.23883e-24, 1.36539e-23, 0, 1.23932e-19, 0, 0
0.090038, 0, 2.66106e-19, 0, 1.41421, -2.66106e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.40688e-22, 0, 0, 2.68037e-24, 2.97963e-23, 0, 2.65433e-19, 0, 0
0.0979188, 0, 5.63369e-19, 0, 1.41421, -5.63369e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35639e-21, 0, 0, 5.73385e-24, 6.4252e-23, 0, 5.61942e-19, 0, 0
0.1058, 0, 1.17942e-18, 0, 1.41421, -1.17942e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8396e-21, 0, 0, 1.21322e-23, 1.36972e-22, 0, 1.17643e-18, 0, 0
0.113681, 0, 2.44247e-18, 0, 1.41421, -2.44247e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.88056e-21, 0, 0, 2.53998e-23, 2.88787e-22, 0, 2.43628e-18, 0, 0
0.121561, 0, 5.00516e-18, 0, 1.41421, -5.00516e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20505e-20, 0, 0, 5.26336e-23, 6.02405e-22, 0, 4.99246e-18, 0, 0
0.129442, 0, 1.01521e-17, 0, 1.41421, -1.01521e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44424e-20, 0, 0, 1.07985e-22, 1.24369e-21, 0, 1.01263e-17, 0, 0
0.137323, 0, 2.03868e-17, 0, 1.41421, -2.03868e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90835e-20, 0, 0, 2.19403e-22, 2.54202e-21, 0, 2.0335e-17, 0, 0
0.145204, 0, 4.05418e-17, 0, 1.41421, -4.05418e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.76086e-20, 0, 0, 4.41582e-22, 5.14533e-21, 0, 4.04386e-17, 0, 0
0.153085, 0, 7.98555e-17, 0, 1.41421, -7.98555e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9226e-19, 0, 0, 8.8057e-22, 1.03164e-20, 0, 7.96521e-17, 0, 0
