   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_25.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.47756, 13.6564, 13.2941, 13.2938, 3.95682, 0.362313, 0, 13.2938, 13.2938, 13.2941, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938, 13.2938
6.48521, 9.6663, 13.3059, 13.3055, 3.4156, -3.63961, 0, 13.3056, 13.3056, 13.3059, 13.3055, 13.3055, 13.3055, 13.3055, 13.3055, 13.3055, 13.3055, 13.3055, 13.3055, 13.3055, 13.3055, 13.3055, 13.3055, 13.3055, 13.3055, 13.3056, 13.3055
6.49287, 7.46871, 13.3174, 13.317, 3.07713, -5.84871, 0, 13.3171, 13.3171, 13.3174, 13.317, 13.317, 13.317, 13.317, 13.317, 13.317, 13.317, 13.317, 13.317, 13.317, 13.317, 13.317, 13.317, 13.317, 13.317, 13.3171, 13.317
6.50052, 14.1409, 13.3287, 13.3283, 4.01757, 0.812204, 0, 13.3283, 13.3283, 13.3287, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283, 13.3283
6.50818, 13.1372, 13.3397, 13.3393, 3.89065, -0.20253, 0, 13.3393, 13.3393, 13.3397, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393, 13.3393
6.51583, 15.6781, 13.3504, 13.35, 4.20454, 2.3277, 0, 13.3501, 13.3501, 13.3504, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35
6.52349, 15.9851, 13.3609, 13.3605, 4.24089, 2.6242, 0, 13.3605, 13.3605, 13.3609, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605, 13.3605
6.53114, 16.8394, 13.3712, 13.3708, 4.34044, 3.46824, 0, 13.3708, 13.3708, 13.3711, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708, 13.3708
6.5388, 10.7, 13.3811, 13.3807, 3.56371, -2.68115, 0, 13.3808, 13.3808, 13.3811, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807, 13.3807
6.54646, 8.13441, 13.3909, 13.3905, 3.18346, -5.25645, 0, 13.3905, 13.3905, 13.3908, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905, 13.3905
6.55411, 7.40778, 13.4003, 13.4, 3.06721, -5.99255, 0, 13.4, 13.4, 13.4003, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4, 13.4
6.56177, 11.9835, 13.4095, 13.4092, 3.73945, -1.42609, 0, 13.4092, 13.4092, 13.4095, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092, 13.4092
6.56942, 14.1764, 13.4185, 13.4181, 4.02199, 0.757887, 0, 13.4182, 13.4182, 13.4185, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181, 13.4181
6.57708, 7.39349, 13.4272, 13.4269, 3.06488, -6.03373, 0, 13.4269, 13.4269, 13.4272, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269, 13.4269
6.58473, 12.3794, 13.4357, 13.4354, 3.79202, -1.05625, 0, 13.4354, 13.4354, 13.4357, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354, 13.4354
6.59239, 16.9831, 13.4439, 13.4436, 4.35696, 3.53919, 0, 13.4436, 13.4436, 13.4439, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436, 13.4436
6.60004, 13.6087, 13.4519, 13.4516, 3.95079, 0.156854, 0, 13.4516, 13.4516, 13.4518, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516, 13.4516
6.6077, 12.4798, 13.4596, 13.4593, 3.80524, -0.979733, 0, 13.4593, 13.4593, 13.4595, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593, 13.4593
6.61535, 9.7411, 13.467, 13.4668, 3.42653, -3.72594, 0, 13.4668, 13.4668, 13.467, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668, 13.4668
6.62301, 11.9848, 13.4743, 13.474, 3.73963, -1.48946, 0, 13.474, 13.474, 13.4742, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474, 13.474
6.63066, 12.2161, 13.4812, 13.481, 3.77043, -1.26514, 0, 13.481, 13.481, 13.4812, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481, 13.481
6.63832, 13.3195, 13.488, 13.4878, 3.91401, -0.168533, 0, 13.4878, 13.4878, 13.488, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878, 13.4878
6.64598, 13.6419, 13.4945, 13.4943, 3.95498, 0.147393, 0, 13.4943, 13.4943, 13.4945, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943, 13.4943
6.65363, 15.089, 13.5007, 13.5005, 4.13389, 1.58829, 0, 13.5006, 13.5006, 13.5007, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005, 13.5005
6.66129, 17.0838, 13.5068, 13.5066, 4.3685, 3.57706, 0, 13.5066, 13.5066, 13.5067, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066, 13.5066
6.66894, 14.4603, 13.5126, 13.5124, 4.05713, 0.947755, 0, 13.5124, 13.5124, 13.5125, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124, 13.5124
6.6766, 10.887, 13.5181, 13.5179, 3.58985, -2.63109, 0, 13.5179, 13.518, 13.5181, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179, 13.5179
6.68425, 14.7767, 13.5234, 13.5232, 4.09594, 1.25326, 0, 13.5233, 13.5233, 13.5234, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232, 13.5232
6.69191, 16.5876, 13.5285, 13.5283, 4.31134, 3.05908, 0, 13.5283, 13.5284, 13.5284, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283, 13.5283
6.69956, 13.8872, 13.5334, 13.5332, 3.98588, 0.353846, 0, 13.5332, 13.5333, 13.5333, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332, 13.5332
6.70722, 15.8924, 13.538, 13.5378, 4.22994, 2.35438, 0, 13.5378, 13.5379, 13.5379, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378, 13.5378
6.71487, 10.9852, 13.5424, 13.5422, 3.60349, -2.55727, 0, 13.5422, 13.5423, 13.5423, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422, 13.5422
6.72253, 12.9855, 13.5466, 13.5464, 3.87111, -0.561154, 0, 13.5464, 13.5465, 13.5465, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464, 13.5464
6.73018, 12.2368, 13.5506, 13.5503, 3.77317, -1.31376, 0, 13.5503, 13.5505, 13.5504, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503, 13.5503
6.73784, 11.6532, 13.5543, 13.554, 3.69502, -1.90118, 0, 13.554, 13.5542, 13.5541, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554, 13.554
6.74549, 10.3823, 13.5579, 13.5575, 3.51885, -3.17558, 0, 13.5575, 13.5577, 13.5576, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575, 13.5575
6.75315, 15.4404, 13.5612, 13.5608, 4.17617, 1.87921, 0, 13.5608, 13.5611, 13.5609, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608, 13.5608
6.76081, 9.21526, 13.5643, 13.5638, 3.34892, -4.34902, 0, 13.5638, 13.5642, 13.5639, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638, 13.5638
6.76846, 8.05682, 13.5672, 13.5666, 3.17125, -5.51034, 0, 13.5667, 13.567, 13.5667, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666, 13.5666
6.77612, 9.91416, 13.5698, 13.5693, 3.45169, -3.65567, 0, 13.5693, 13.5697, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693, 13.5693
6.78377, 9.05244, 13.5723, 13.5716, 3.32452, -4.51985, 0, 13.5717, 13.5722, 13.5717, 13.5716, 13.5716, 13.5716, 13.5716, 13.5716, 13.5716, 13.5716, 13.5716, 13.5716, 13.5716, 13.5716, 13.5716, 13.5716, 13.5716, 13.5716, 13.5717, 13.5716
6.79143, 10.1121, 13.5745, 13.5738, 3.48024, -3.46246, 0, 13.5738, 13.5744, 13.5739, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738, 13.5738
6.79908, 17.2266, 13.5766, 13.5758, 4.38481, 3.64999, 0, 13.5758, 13.5765, 13.5759, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758, 13.5758
6.80674, 14.4318, 13.5784, 13.5776, 4.05362, 0.85341, 0, 13.5776, 13.5783, 13.5777, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776, 13.5776
6.81439, 9.1046, 13.58, 13.5791, 3.33236, -4.47544, 0, 13.5791, 13.5799, 13.5792, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791, 13.5791
6.82205, 13.821, 13.5815, 13.5804, 3.97756, 0.23954, 0, 13.5805, 13.5813, 13.5805, 13.5804, 13.5804, 13.5804, 13.5804, 13.5804, 13.5804, 13.5804, 13.5804, 13.5804, 13.5804, 13.5804, 13.5804, 13.5804, 13.5804, 13.5804, 13.5805, 13.5804
6.8297, 8.0454, 13.5827, 13.5816, 3.16945, -5.53727, 0, 13.5816, 13.5826, 13.5817, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816, 13.5816
6.83736, 9.8901, 13.5837, 13.5825, 3.4482, -3.69358, 0, 13.5825, 13.5836, 13.5826, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825, 13.5825
6.84501, 8.09033, 13.5845, 13.5832, 3.17653, -5.49414, 0, 13.5833, 13.5844, 13.5834, 13.5832, 13.5832, 13.5832, 13.5832, 13.5832, 13.5832, 13.5832, 13.5832, 13.5832, 13.5832, 13.5832, 13.5832, 13.5832, 13.5832, 13.5832, 13.5833, 13.5832
6.85267, 8.4881, 13.865, 13.8637, 3.23853, -5.37685, 0, 13.8637, 13.8648, 13.8638, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637, 13.8637
6.86032, 24.5359, 14.147, 14.1457, 5.1513, 10.3889, 0, 14.1457, 14.1469, 14.1458, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457, 14.1457
6.86798, 10.947, 14.429, 14.4276, 3.59819, -3.48202, 0, 14.4276, 14.4289, 14.4277, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276, 14.4276
6.87564, 8.1425, 14.7109, 14.7095, 3.18473, -6.56839, 0, 14.7095, 14.7108, 14.7096, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095, 14.7095
6.88329, 19.9099, 14.9927, 14.9913, 4.6808, 4.91722, 0, 14.9913, 14.9926, 14.9914, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913, 14.9913
6.89095, 15.0179, 15.2743, 15.2729, 4.12527, -0.256449, 0, 15.2729, 15.2742, 15.273, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729, 15.2729
6.8986, 15.9528, 15.5558, 15.5543, 4.23707, 0.397034, 0, 15.5544, 15.5556, 15.5545, 15.5543, 15.5543, 15.5543, 15.5543, 15.5543, 15.5543, 15.5543, 15.5543, 15.5543, 15.5543, 15.5543, 15.5543, 15.5544, 15.5543, 15.5543, 15.5544, 15.5543
6.90626, 15.9575, 15.837, 15.8356, 4.23763, 0.120477, 0, 15.8357, 15.8369, 15.8358, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356, 15.8356
6.91391, 7.88408, 16.1181, 16.1167, 3.14389, -8.234, 0, 16.1167, 16.1179, 16.1168, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167, 16.1167
6.92157, 7.06797, 16.3989, 16.3976, 3.01131, -9.33097, 0, 16.3976, 16.3988, 16.3977, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976, 16.3976
6.92922, 9.01171, 16.6795, 16.6783, 3.31839, -7.66784, 0, 16.6783, 16.6794, 16.6784, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783, 16.6783
6.93688, 10.0066, 16.9599, 16.9588, 3.46506, -6.95332, 0, 16.9588, 16.9598, 16.9589, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588, 16.9588
6.94453, 16.0501, 17.2401, 17.239, 4.24854, -1.19005, 0, 17.239, 17.24, 17.2391, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239, 17.239
6.95219, 18.9348, 17.5201, 17.519, 4.57546, 1.41477, 0, 17.519, 17.5199, 17.5191, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519, 17.519
6.95984, 15.9835, 17.7998, 17.7988, 4.2407, -1.81625, 0, 17.7988, 17.7996, 17.7989, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988, 17.7988
6.9675, 13.0279, 18.0792, 18.0783, 3.87658, -5.05136, 0, 18.0784, 18.0791, 18.0785, 18.0783, 18.0783, 18.0783, 18.0783, 18.0783, 18.0783, 18.0783, 18.0783, 18.0783, 18.0783, 18.0783, 18.0783, 18.0783, 18.0783, 18.0783, 18.0784, 18.0783
6.97515, 17.918, 18.3585, 18.3577, 4.46296, -0.44051, 0, 18.3577, 18.3583, 18.3578, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577, 18.3577
6.98281, 6.98631, 18.6375, 18.6368, 2.99772, -11.6512, 0, 18.6368, 18.6374, 18.6369, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368, 18.6368
6.99047, 7.99256, 18.9164, 18.9157, 3.1611, -10.9238, 0, 18.9157, 18.9162, 18.9158, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157, 18.9157
6.99812, 8.99275, 19.195, 19.1944, 3.31553, -10.2022, 0, 19.1944, 19.1948, 19.1945, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944, 19.1944
7.00578, 15.9721, 19.2123, 19.2118, 4.23935, -3.24019, 0, 19.2118, 19.2122, 19.2119, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118, 19.2118
7.01343, 13.9974, 19.1445, 19.144, 3.99967, -5.14711, 0, 19.144, 19.1444, 19.1441, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144, 19.144
7.02109, 14.9465, 19.0765, 19.076, 4.11661, -4.12999, 0, 19.076, 19.0763, 19.0761, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076, 19.076
7.02874, 16.9837, 19.0082, 19.0078, 4.35702, -2.02453, 0, 19.0078, 19.008, 19.0079, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078, 19.0078
7.0364, 16.0011, 18.9396, 18.9392, 4.24277, -2.93846, 0, 18.9392, 18.9394, 18.9393, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392, 18.9392
7.04405, 10.0258, 18.8706, 18.8703, 3.46783, -8.8448, 0, 18.8703, 18.8705, 18.8704, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703, 18.8703
7.05171, 9.02287, 18.8014, 18.8011, 3.32007, -9.7785, 0, 18.8011, 18.8012, 18.8012, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011, 18.8011
7.05936, 9.97286, 18.7318, 18.7315, 3.46018, -8.75891, 0, 18.7315, 18.7316, 18.7316, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315, 18.7315
7.06702, 9.92342, 18.6618, 18.6615, 3.45303, -8.73838, 0, 18.6615, 18.6616, 18.6617, 18.6615, 18.6615, 18.6615, 18.6615, 18.6615, 18.6615, 18.6615, 18.6615, 18.6615, 18.6615, 18.6615, 18.6615, 18.6615, 18.6615, 18.6615, 18.6616, 18.6615
7.07467, 16.9342, 18.5914, 18.5911, 4.35134, -1.6572, 0, 18.5912, 18.5912, 18.5913, 18.5911, 18.5911, 18.5911, 18.5911, 18.5911, 18.5911, 18.5911, 18.5911, 18.5911, 18.5911, 18.5911, 18.5911, 18.5911, 18.5911, 18.5911, 18.5912, 18.5911
7.08233, 5.16779, 18.5205, 18.5203, 2.67727, -13.3528, 0, 18.5203, 18.5204, 18.5204, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203, 18.5203
7.08999, 13.9064, 18.4492, 18.449, 3.98828, -4.54286, 0, 18.449, 18.449, 18.4491, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449, 18.449
7.09764, 18.7968, 18.3776, 18.3773, 4.56035, 0.41922, 0, 18.3773, 18.3774, 18.3774, 18.3773, 18.3773, 18.3773, 18.3773, 18.3773, 18.3773, 18.3773, 18.3773, 18.3773, 18.3773, 18.3773, 18.3773, 18.3773, 18.3773, 18.3773, 18.3774, 18.3773
7.1053, 13.1107, 18.3055, 18.3052, 3.88725, -5.19477, 0, 18.3053, 18.3053, 18.3054, 18.3052, 18.3052, 18.3052, 18.3052, 18.3052, 18.3052, 18.3052, 18.3052, 18.3052, 18.3052, 18.3052, 18.3052, 18.3052, 18.3052, 18.3052, 18.3053, 18.3052
7.11295, 15.9826, 18.2331, 18.2329, 4.24059, -2.25048, 0, 18.2329, 18.2329, 18.233, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329, 18.2329
7.12061, 9.06183, 18.1604, 18.1601, 3.32593, -9.09855, 0, 18.1601, 18.1602, 18.1603, 18.1601, 18.1601, 18.1601, 18.1601, 18.1601, 18.1601, 18.1601, 18.1601, 18.1601, 18.1601, 18.1601, 18.1601, 18.1601, 18.1601, 18.1601, 18.1602, 18.1601
7.12826, 10.0297, 18.0873, 18.087, 3.46839, -8.05754, 0, 18.087, 18.087, 18.0872, 18.087, 18.087, 18.087, 18.087, 18.087, 18.087, 18.087, 18.087, 18.087, 18.087, 18.087, 18.087, 18.087, 18.087, 18.087, 18.0871, 18.087
7.13592, 9.03409, 18.0138, 18.0135, 3.32176, -8.97974, 0, 18.0135, 18.0136, 18.0137, 18.0135, 18.0135, 18.0135, 18.0135, 18.0135, 18.0135, 18.0135, 18.0135, 18.0135, 18.0135, 18.0135, 18.0135, 18.0135, 18.0135, 18.0135, 18.0136, 18.0135
7.14357, 19.6215, 17.7059, 17.7056, 4.64989, 1.91558, 0, 17.7056, 17.7056, 17.7058, 17.7056, 17.7056, 17.7056, 17.7056, 17.7056, 17.7056, 17.7056, 17.7056, 17.7056, 17.7056, 17.7056, 17.7056, 17.7056, 17.7056, 17.7056, 17.7057, 17.7056
