   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_14.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0019369, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00593112, 0, 1.45866e-17, 0, 1.41421, -1.45866e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.9776e-20, 0, 0, 2.3991e-22, 0, 1.72879e-20, 0, 1.44993e-17, 0, 0
0.0137991, 0, 2.7301e-17, 0, 1.41421, -2.7301e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30593e-19, 0, 0, 4.55849e-22, 0, 3.29571e-20, 0, 2.71369e-17, 0, 0
0.0216672, 0, 5.06933e-17, 0, 1.41421, -5.06933e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42485e-19, 0, 0, 8.59427e-22, 0, 6.23439e-20, 0, 5.03876e-17, 0, 0
0.0295352, 0, 9.34004e-17, 0, 1.41421, -9.34004e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.46757e-19, 0, 0, 1.60803e-21, 0, 1.1705e-19, 0, 9.2835e-17, 0, 0
0.0374032, 0, 1.70782e-16, 0, 1.41421, -1.70782e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.16873e-19, 0, 0, 2.98643e-21, 0, 2.18157e-19, 0, 1.69744e-16, 0, 0
0.0452712, 0, 3.09952e-16, 0, 1.41421, -3.09952e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4825e-18, 0, 0, 5.50615e-21, 0, 4.03706e-19, 0, 3.0806e-16, 0, 0
0.0531392, 0, 5.58426e-16, 0, 1.41421, -5.58426e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67089e-18, 0, 0, 1.00797e-20, 0, 7.41882e-19, 0, 5.55003e-16, 0, 0
0.0610072, 0, 9.9887e-16, 0, 1.41421, -9.9887e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.77735e-18, 0, 0, 1.83234e-20, 0, 1.35409e-18, 0, 9.9272e-16, 0, 0
0.0688753, 0, 1.77409e-15, 0, 1.41421, -1.77409e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.48481e-18, 0, 0, 3.30813e-20, 0, 2.45511e-18, 0, 1.76312e-15, 0, 0
0.0767433, 0, 3.12907e-15, 0, 1.41421, -3.12907e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49647e-17, 0, 0, 5.93233e-20, 0, 4.42246e-18, 0, 3.10962e-15, 0, 0
0.0846113, 0, 5.48107e-15, 0, 1.41421, -5.48107e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62123e-17, 0, 0, 1.05677e-19, 0, 7.91559e-18, 0, 5.44684e-15, 0, 0
0.0924793, 0, 9.53604e-15, 0, 1.41421, -9.53604e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56029e-17, 0, 0, 1.87021e-19, 0, 1.40794e-17, 0, 9.47617e-15, 0, 0
0.100347, 0, 1.64801e-14, 0, 1.41421, -1.64801e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.88076e-17, 0, 0, 3.2885e-19, 0, 2.48895e-17, 0, 1.6376e-14, 0, 0
0.108215, 0, 2.82925e-14, 0, 1.41421, -2.82925e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3529e-16, 0, 0, 5.74564e-19, 0, 4.37349e-17, 0, 2.81129e-14, 0, 0
0.116083, 0, 4.82544e-14, 0, 1.41421, -4.82544e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30735e-16, 0, 0, 9.97585e-19, 0, 7.6395e-17, 0, 4.79463e-14, 0, 0
0.123951, 0, 8.17681e-14, 0, 1.41421, -8.17681e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90972e-16, 0, 0, 1.72137e-18, 0, 1.32669e-16, 0, 8.12428e-14, 0, 0
0.131819, 0, 1.3767e-13, 0, 1.41421, -1.3767e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.5824e-16, 0, 0, 2.95223e-18, 0, 2.29078e-16, 0, 1.3678e-13, 0, 0
0.139687, 0, 2.30317e-13, 0, 1.41421, -2.30317e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10117e-15, 0, 0, 5.03276e-18, 0, 3.93317e-16, 0, 2.28817e-13, 0, 0
0.147555, 0, 3.82884e-13, 0, 1.41421, -3.82884e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83055e-15, 0, 0, 8.52863e-18, 0, 6.71561e-16, 0, 3.80373e-13, 0, 0
0.155423, 0, 6.32532e-13, 0, 1.41421, -6.32532e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.024e-15, 0, 0, 1.43682e-17, 0, 1.14037e-15, 0, 6.28353e-13, 0, 0
0.163291, 0, 1.03847e-12, 0, 1.41421, -1.03847e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96454e-15, 0, 0, 2.40662e-17, 0, 1.92599e-15, 0, 1.03155e-12, 0, 0
0.171159, 0, 1.6944e-12, 0, 1.41421, -1.6944e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.10011e-15, 0, 0, 4.00806e-17, 0, 3.23556e-15, 0, 1.68302e-12, 0, 0
0.179027, 0, 2.74768e-12, 0, 1.41421, -2.74768e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31351e-14, 0, 0, 6.63771e-17, 0, 5.40738e-15, 0, 2.72907e-12, 0, 0
0.186896, 0, 4.42852e-12, 0, 1.41421, -4.42852e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.11701e-14, 0, 0, 1.0932e-16, 0, 8.99052e-15, 0, 4.39825e-12, 0, 0
0.194764, 0, 7.09431e-12, 0, 1.41421, -7.09431e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.39139e-14, 0, 0, 1.79071e-16, 0, 1.48723e-14, 0, 7.04534e-12, 0, 0
0.202632, 0, 1.12962e-11, 0, 1.41421, -1.12962e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.40017e-14, 0, 0, 2.91768e-16, 0, 2.44794e-14, 0, 1.12174e-11, 0, 0
0.2105, 0, 1.78787e-11, 0, 1.41421, -1.78787e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.54735e-14, 0, 0, 4.72941e-16, 0, 4.00953e-14, 0, 1.77526e-11, 0, 0
0.218368, 0, 2.81277e-11, 0, 1.41421, -2.81277e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34481e-13, 0, 0, 7.62754e-16, 0, 6.5357e-14, 0, 2.79271e-11, 0, 0
0.226236, 0, 4.39883e-11, 0, 1.41421, -4.39883e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10334e-13, 0, 0, 1.22416e-15, 0, 1.06033e-13, 0, 4.36707e-11, 0, 0
0.234104, 0, 6.83843e-11, 0, 1.41421, -6.83843e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27034e-13, 0, 0, 1.95542e-15, 0, 1.7123e-13, 0, 6.78841e-11, 0, 0
0.241972, 0, 1.05682e-10, 0, 1.41421, -1.05682e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05504e-13, 0, 0, 3.1094e-15, 0, 2.75271e-13, 0, 1.04898e-10, 0, 0
0.24984, 0, 1.62361e-10, 0, 1.41421, -1.62361e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.76816e-13, 0, 0, 4.92311e-15, 0, 4.40588e-13, 0, 1.61139e-10, 0, 0
0.257708, 0, 2.47975e-10, 0, 1.41421, -2.47975e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18683e-12, 0, 0, 7.76306e-15, 0, 7.02188e-13, 0, 2.46078e-10, 0, 0
0.265576, 0, 3.76519e-10, 0, 1.41421, -3.76519e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80282e-12, 0, 0, 1.21947e-14, 0, 1.11451e-12, 0, 3.7359e-10, 0, 0
0.273444, 0, 5.68369e-10, 1.06499e-43, 1.41421, -5.68369e-10, 1.06499e-43, 0, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 1.06499e-43, 2.72286e-12, 1.06499e-43, 1.06499e-43, 1.9089e-14, 1.06499e-43, 1.76192e-12, 1.06499e-43, 5.63865e-10, 1.06499e-43, 1.06499e-43
0.281312, 0, 8.52995e-10, 1.9478e-42, 1.41421, -8.52995e-10, 1.9478e-42, 0, 1.9478e-42, 1.9478e-42, 1.9478e-42, 1.9478e-42, 1.9478e-42, 1.9478e-42, 1.9478e-42, 1.9478e-42, 1.9478e-42, 1.9478e-42, 1.9478e-42, 4.08909e-12, 1.9478e-42, 1.9478e-42, 2.97853e-14, 1.9478e-42, 2.77481e-12, 1.9478e-42, 8.46102e-10, 1.9478e-42, 1.9478e-42
0.28918, 0, 1.27275e-09, 2.81465e-41, 1.41421, -1.27275e-09, 2.81465e-41, 0, 2.81465e-41, 2.81465e-41, 2.81465e-41, 2.81465e-41, 2.81465e-41, 2.81465e-41, 2.81465e-41, 2.81465e-41, 2.81465e-41, 2.81465e-41, 2.81465e-41, 6.10623e-12, 2.81465e-41, 2.81465e-41, 4.63422e-14, 2.81465e-41, 4.35409e-12, 2.81465e-41, 1.26225e-09, 2.81465e-41, 2.81465e-41
0.297048, 0, 1.88814e-09, 3.73424e-40, 1.41421, -1.88814e-09, 3.73424e-40, 0, 3.73424e-40, 3.73424e-40, 3.73424e-40, 3.73424e-40, 3.73424e-40, 3.73424e-40, 3.73424e-40, 3.73424e-40, 3.73424e-40, 3.73424e-40, 3.73424e-40, 9.06748e-12, 3.73424e-40, 3.73424e-40, 7.19222e-14, 3.73424e-40, 6.80861e-12, 3.73424e-40, 1.87219e-09, 3.73424e-40, 3.73424e-40
0.304916, 0, 2.78501e-09, 4.4502e-39, 1.41421, -2.78501e-09, 4.4502e-39, 0, 4.4502e-39, 4.4502e-39, 4.4502e-39, 4.4502e-39, 4.4502e-39, 4.4502e-39, 4.4502e-39, 4.4502e-39, 4.4502e-39, 4.4502e-39, 4.4502e-39, 1.33903e-11, 4.4502e-39, 4.4502e-39, 1.11384e-13, 4.4502e-39, 1.06121e-11, 4.4502e-39, 2.7609e-09, 4.4502e-39, 4.4502e-39
0.312784, 0, 4.08443e-09, 4.78029e-38, 1.41421, -4.08443e-09, 4.78029e-38, 0, 4.78029e-38, 4.78029e-38, 4.78029e-38, 4.78029e-38, 4.78029e-38, 4.78029e-38, 4.78029e-38, 4.78029e-38, 4.78029e-38, 4.78029e-38, 4.78029e-38, 1.96657e-11, 4.78029e-38, 4.78029e-38, 1.72196e-13, 4.78029e-38, 1.64895e-11, 4.78029e-38, 4.04811e-09, 4.78029e-38, 4.78029e-38
0.320652, 0, 5.95609e-09, 4.64835e-37, 1.41421, -5.95609e-09, 4.64835e-37, 0, 4.64835e-37, 4.64835e-37, 4.64835e-37, 4.64835e-37, 4.64835e-37, 4.64835e-37, 4.64835e-37, 4.64835e-37, 4.64835e-37, 4.64835e-37, 4.64835e-37, 2.87257e-11, 4.64835e-37, 4.64835e-37, 2.65845e-13, 4.64835e-37, 2.55486e-11, 4.64835e-37, 5.90155e-09, 4.64835e-37, 4.64835e-37
0.32852, 0, 8.63629e-09, 4.11397e-36, 1.41421, -8.63629e-09, 4.11397e-36, 0, 4.11397e-36, 4.11397e-36, 4.11397e-36, 4.11397e-36, 4.11397e-36, 4.11397e-36, 4.11397e-36, 4.11397e-36, 4.11397e-36, 4.11397e-36, 4.11397e-36, 4.17353e-11, 4.11397e-36, 4.11397e-36, 4.10013e-13, 4.11397e-36, 3.94793e-11, 4.11397e-36, 8.55467e-09, 4.11397e-36, 4.11397e-36
0.336388, 0, 1.24521e-08, 3.3305e-35, 1.41421, -1.24521e-08, 3.3305e-35, 0, 3.3305e-35, 3.3305e-35, 3.3305e-35, 3.3305e-35, 3.3305e-35, 3.3305e-35, 3.3305e-35, 3.3305e-35, 3.3305e-35, 3.3305e-35, 3.3305e-35, 6.03169e-11, 3.3305e-35, 3.3305e-35, 6.31942e-13, 3.3305e-35, 6.08555e-11, 3.3305e-35, 1.23303e-08, 3.3305e-35, 3.3305e-35
0.344256, 0, 1.78533e-08, 2.47849e-34, 1.41421, -1.78533e-08, 2.47849e-34, 0, 2.47849e-34, 2.47849e-34, 2.47849e-34, 2.47849e-34, 2.47849e-34, 2.47849e-34, 2.47849e-34, 2.47849e-34, 2.47849e-34, 2.47849e-34, 2.47849e-34, 8.67187e-11, 2.47849e-34, 2.47849e-34, 9.73642e-13, 2.47849e-34, 9.35927e-11, 2.47849e-34, 1.7672e-08, 2.47849e-34, 2.47849e-34
0.352124, 0, 2.54548e-08, 1.7033e-33, 1.41421, -2.54548e-08, 1.7033e-33, 0, 1.7033e-33, 1.7033e-33, 1.7033e-33, 1.7033e-33, 1.7033e-33, 1.7033e-33, 1.7033e-33, 1.7033e-33, 1.7033e-33, 1.7033e-33, 1.7033e-33, 1.2404e-10, 1.7033e-33, 1.7033e-33, 1.49992e-12, 1.7033e-33, 1.43639e-10, 1.7033e-33, 2.51857e-08, 1.7033e-33, 1.7033e-33
0.359992, 0, 3.60924e-08, 1.15477e-32, 1.41421, -3.60924e-08, 1.15477e-32, 0, 1.15477e-32, 1.15477e-32, 1.15477e-32, 1.15477e-32, 1.15477e-32, 1.15477e-32, 1.15477e-32, 1.15477e-32, 1.15477e-32, 1.15477e-32, 1.15477e-32, 1.76534e-10, 1.15477e-32, 1.15477e-32, 2.31083e-12, 1.15477e-32, 2.20018e-10, 1.15477e-32, 3.56935e-08, 1.15477e-32, 1.15477e-32
0.36786, 0, 5.08946e-08, 7.5013e-32, 1.41421, -5.08946e-08, 7.5013e-32, 0, 7.5013e-32, 7.5013e-32, 7.5013e-32, 7.5013e-32, 7.5013e-32, 7.5013e-32, 7.5013e-32, 7.5013e-32, 7.5013e-32, 7.5013e-32, 7.5013e-32, 2.50008e-10, 7.5013e-32, 7.5013e-32, 3.56074e-12, 7.5013e-32, 3.36401e-10, 7.5013e-32, 5.03046e-08, 7.5013e-32, 7.5013e-32
0.375728, 0, 7.13764e-08, 4.56879e-31, 1.41421, -7.13764e-08, 4.56879e-31, 0, 4.56879e-31, 4.56879e-31, 4.56879e-31, 4.56879e-31, 4.56879e-31, 4.56879e-31, 4.56879e-31, 4.56879e-31, 4.56879e-31, 4.56879e-31, 4.56879e-31, 3.52359e-10, 4.56879e-31, 4.56879e-31, 5.48779e-12, 4.56879e-31, 5.13464e-10, 4.56879e-31, 7.05051e-08, 4.56879e-31, 4.56879e-31
0.383596, 0, 9.956e-08, 2.60084e-30, 1.41421, -9.956e-08, 2.60084e-30, 0, 2.60084e-30, 2.60084e-30, 2.60084e-30, 2.60084e-30, 2.60084e-30, 2.60084e-30, 2.60084e-30, 2.60084e-30, 2.60084e-30, 2.60084e-30, 2.60084e-30, 4.94276e-10, 2.60084e-30, 2.60084e-30, 8.45887e-12, 2.60084e-30, 7.82421e-10, 2.60084e-30, 9.82748e-08, 2.60084e-30, 2.60084e-30
0.391464, 0, 1.38129e-07, 1.38566e-29, 1.41421, -1.38129e-07, 1.38566e-29, 0, 1.38566e-29, 1.38566e-29, 1.38566e-29, 1.38566e-29, 1.38566e-29, 1.38566e-29, 1.38566e-29, 1.38566e-29, 1.38566e-29, 1.38566e-29, 1.38566e-29, 6.90171e-10, 1.38566e-29, 1.38566e-29, 1.30384e-11, 1.38566e-29, 1.19029e-09, 1.38566e-29, 1.36235e-07, 1.38566e-29, 1.38566e-29
0.399332, 0, 1.90623e-07, 6.92858e-29, 1.41421, -1.90623e-07, 6.92858e-29, 0, 6.92858e-29, 6.92858e-29, 6.92858e-29, 6.92858e-29, 6.92858e-29, 6.92858e-29, 6.92858e-29, 6.92858e-29, 6.92858e-29, 6.92858e-29, 6.92858e-29, 9.59399e-10, 6.92858e-29, 6.92858e-29, 2.00926e-11, 6.92858e-29, 1.80774e-09, 6.92858e-29, 1.87835e-07, 6.92858e-29, 6.92858e-29
0.4072, 0, 2.61686e-07, 3.26194e-28, 1.41421, -2.61686e-07, 3.26194e-28, 0, 3.26194e-28, 3.26194e-28, 3.26194e-28, 3.26194e-28, 3.26194e-28, 3.26194e-28, 3.26194e-28, 3.26194e-28, 3.26194e-28, 3.26194e-28, 3.26194e-28, 1.32785e-09, 3.26194e-28, 3.26194e-28, 3.09475e-11, 3.26194e-28, 2.74062e-09, 3.26194e-28, 2.57587e-07, 3.26194e-28, 3.26194e-28
0.415068, 0, 3.57379e-07, 1.45057e-27, 1.41421, -3.57379e-07, 1.45057e-27, 0, 1.45057e-27, 1.45057e-27, 1.45057e-27, 1.45057e-27, 1.45057e-27, 1.45057e-27, 1.45057e-27, 1.45057e-27, 1.45057e-27, 1.45057e-27, 1.45057e-27, 1.83002e-09, 1.45057e-27, 1.45057e-27, 4.7626e-11, 1.45057e-27, 4.14701e-09, 1.45057e-27, 3.51355e-07, 1.45057e-27, 1.45057e-27
