   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_378.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00316121, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00470373, 0, 1.0679e-21, 0, 1.41421, -1.0679e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60403e-22, 0, 8.07498e-22, 0, 0
0.0125687, 0, 2.42896e-21, 0, 1.41421, -2.42896e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.02164e-22, 0, 1.82679e-21, 0, 0
0.0204336, 0, 5.44666e-21, 0, 1.41421, -5.44666e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37196e-21, 0, 4.0747e-21, 0, 0
0.0282985, 0, 1.2049e-20, 0, 1.41421, -1.2049e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08218e-21, 0, 8.96685e-21, 0, 0
0.0361635, 0, 2.63113e-20, 0, 1.41421, -2.63113e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83218e-21, 0, 1.94791e-20, 0, 0
0.0440284, 0, 5.67448e-20, 0, 1.41421, -5.67448e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49522e-20, 0, 4.17927e-20, 0, 0
0.0518933, 0, 1.20924e-19, 0, 1.41421, -1.20924e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2324e-20, 0, 8.85996e-20, 0, 0
0.0597582, 0, 2.54729e-19, 0, 1.41421, -2.54729e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.9061e-20, 0, 1.85668e-19, 0, 0
0.0676232, 0, 5.30635e-19, 0, 1.41421, -5.30635e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45886e-19, 0, 3.84749e-19, 0, 0
0.0754881, 0, 1.09348e-18, 0, 1.41421, -1.09348e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04818e-19, 0, 7.88664e-19, 0, 0
0.083353, 0, 2.22979e-18, 0, 1.41421, -2.22979e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.30188e-19, 0, 1.5996e-18, 0, 0
0.091218, 0, 4.50065e-18, 0, 1.41421, -4.50065e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28956e-18, 0, 3.21109e-18, 0, 0
0.0990829, 0, 8.9942e-18, 0, 1.41421, -8.9942e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6127e-18, 0, 6.3815e-18, 0, 0
0.106948, 0, 1.78003e-17, 0, 1.41421, -1.78003e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.2424e-18, 0, 1.25579e-17, 0, 0
0.114813, 0, 3.48956e-17, 0, 1.41421, -3.48956e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04203e-17, 0, 2.44753e-17, 0, 0
0.122678, 0, 6.77768e-17, 0, 1.41421, -6.77768e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05229e-17, 0, 4.72539e-17, 0, 0
0.130543, 0, 1.30449e-16, 0, 1.41421, -1.30449e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00594e-17, 0, 9.03893e-17, 0, 0
0.138408, 0, 2.48842e-16, 0, 1.41421, -2.48842e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.75115e-17, 0, 1.71331e-16, 0, 0
0.146273, 0, 4.70552e-16, 0, 1.41421, -4.70552e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48699e-16, 0, 3.21852e-16, 0, 0
0.154137, 0, 8.8218e-16, 0, 1.41421, -8.8218e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.82887e-16, 0, 5.99293e-16, 0, 0
0.162002, 0, 1.65027e-15, 0, 1.41421, -1.65027e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3826e-16, 0, 1.11202e-15, 0, 0
0.169867, 0, 3.0404e-15, 0, 1.41421, -3.0404e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00669e-15, 0, 2.03371e-15, 0, 0
0.177732, 0, 5.5563e-15, 0, 1.41421, -5.5563e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86814e-15, 0, 3.68816e-15, 0, 0
0.185597, 0, 1.00733e-14, 0, 1.41421, -1.00733e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4403e-15, 0, 6.633e-15, 0, 0
0.193462, 0, 1.81192e-14, 0, 1.41421, -1.81192e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.28802e-15, 0, 1.18311e-14, 0, 0
0.201327, 0, 3.23394e-14, 0, 1.41421, -3.23394e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14083e-14, 0, 2.09311e-14, 0, 0
0.209192, 0, 5.72795e-14, 0, 1.41421, -5.72795e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05479e-14, 0, 3.67316e-14, 0, 0
0.217057, 0, 1.0069e-13, 0, 1.41421, -1.0069e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.67462e-14, 0, 6.39436e-14, 0, 0
0.224922, 0, 1.75684e-13, 0, 1.41421, -1.75684e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.52535e-14, 0, 1.10431e-13, 0, 0
0.232787, 0, 3.04297e-13, 0, 1.41421, -3.04297e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15086e-13, 0, 1.89211e-13, 0, 0
0.240652, 0, 5.23262e-13, 0, 1.41421, -5.23262e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0161e-13, 0, 3.21653e-13, 0, 0
0.248517, 0, 8.93397e-13, 0, 1.41421, -8.93397e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.50852e-13, 0, 5.42545e-13, 0, 0
0.256382, 0, 1.51469e-12, 0, 1.41421, -1.51469e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06631e-13, 0, 9.08058e-13, 0, 0
0.264246, 0, 2.55039e-12, 0, 1.41421, -2.55039e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04226e-12, 0, 1.50813e-12, 0, 0
