   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_54.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
14.5678, 0, 1.22681, 1.22681, 1.41421, -1.22681, 0, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681, 1.22681
14.5758, 2, 1.22501, 1.225, 2, 0.774995, 0, 1.225, 1.225, 1.225, 1.225, 1.225, 1.225, 1.225, 1.225, 1.225, 1.225, 1.225, 1.225, 1.225, 1.22501, 1.225, 1.225, 1.225
14.5838, 1, 1.22182, 1.22182, 1.73205, -0.221823, 0, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182, 1.22182
14.5918, 1, 1.21744, 1.21744, 1.73205, -0.217445, 0, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744, 1.21744
14.5999, 0.786369, 1.21248, 1.21247, 1.66924, -0.426106, 0, 1.21247, 1.21247, 1.21247, 1.21247, 1.21247, 1.21247, 1.21247, 1.21247, 1.21247, 1.21247, 1.21247, 1.21247, 1.21247, 1.21248, 1.21247, 1.21247, 1.21247
14.6079, 5.99752, 1.20752, 1.20751, 2.82799, 4.79001, 0, 1.20751, 1.20751, 1.20751, 1.20751, 1.20751, 1.20751, 1.20751, 1.20751, 1.20751, 1.20751, 1.20751, 1.20751, 1.20751, 1.20752, 1.20751, 1.20751, 1.20751
14.6159, 2.56072, 1.20547, 1.20546, 2.13558, 1.35525, 0, 1.20546, 1.20546, 1.20546, 1.20546, 1.20546, 1.20546, 1.20546, 1.20546, 1.20546, 1.20546, 1.20546, 1.20546, 1.20546, 1.20547, 1.20546, 1.20546, 1.20546
14.6239, 2.43448, 1.20223, 1.20223, 2.10582, 1.23225, 0, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223, 1.20223
14.6319, 1.22091, 1.19795, 1.19795, 1.79469, 0.0229648, 0, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795, 1.19795
14.6399, 2, 1.19316, 1.19315, 2, 0.806844, 0, 1.19315, 1.19315, 1.19315, 1.19315, 1.19315, 1.19315, 1.19315, 1.19315, 1.19315, 1.19315, 1.19315, 1.19315, 1.19315, 1.19316, 1.19315, 1.19315, 1.19315
14.6479, 0, 1.18837, 1.18837, 1.41421, -1.18837, 0, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837, 1.18837
14.656, 4.53879, 1.18564, 1.18564, 2.5571, 3.35314, 0, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564, 1.18564
14.664, 4.76233, 1.18193, 1.18193, 2.60045, 3.5804, 0, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193, 1.18193
14.672, 3.99265, 1.17737, 1.17737, 2.44799, 2.81529, 0, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737, 1.17737
14.68, 1.70623, 1.17238, 1.17238, 1.92516, 0.533853, 0, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238, 1.17238
14.688, 2.75985, 1.1674, 1.1674, 2.18171, 1.59245, 0, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674, 1.1674
14.696, 1.75489, 1.16449, 1.16449, 1.93776, 0.590401, 0, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449, 1.16449
14.704, 3.24015, 1.16075, 1.16075, 2.28914, 2.0794, 0, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075, 1.16075
14.712, 1.24511, 1.15628, 1.15628, 1.80142, 0.0888269, 0, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628, 1.15628
14.7201, 1.75019, 1.15144, 1.15144, 1.93654, 0.598742, 0, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144, 1.15144
14.7281, 2.74523, 1.14662, 1.14662, 2.17835, 1.59861, 0, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662, 1.14662
14.7361, 2.50458, 1.1431, 1.14309, 2.1224, 1.36149, 0, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.14309, 1.1431, 1.14309, 1.14309, 1.14309
14.7441, 0.742875, 1.13891, 1.1389, 1.65616, -0.396031, 0, 1.1389, 1.1389, 1.1389, 1.1389, 1.1389, 1.1389, 1.1389, 1.1389, 1.1389, 1.1389, 1.1389, 1.1389, 1.1389, 1.13891, 1.1389, 1.1389, 1.1389
14.7521, 3.73792, 1.13414, 1.13414, 2.3954, 2.60378, 0, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414, 1.13414
14.7601, 2.99554, 1.12909, 1.12909, 2.23507, 1.86645, 0, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909, 1.12909
14.7681, 2.52367, 1.12405, 1.12405, 2.12689, 1.39961, 0, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405, 1.12405
14.7762, 1, 1.12041, 1.12041, 1.73205, -0.120411, 0, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041, 1.12041
14.7842, 3.19267, 1.11622, 1.11622, 2.27874, 2.07645, 0, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622, 1.11622
14.7922, 3.99247, 1.11154, 1.11153, 2.44795, 2.88093, 0, 1.11153, 1.11153, 1.11153, 1.11153, 1.11153, 1.11153, 1.11153, 1.11153, 1.11153, 1.11153, 1.11153, 1.11153, 1.11153, 1.11154, 1.11153, 1.11153, 1.11153
14.8002, 1.54077, 1.10662, 1.10662, 1.88169, 0.434151, 0, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662, 1.10662
14.8082, 2.2741, 1.10171, 1.10171, 2.06739, 1.17239, 0, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171, 1.10171
14.8162, 2, 1.09753, 1.09753, 2, 0.902467, 0, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753, 1.09753
14.8242, 4.43767, 1.09293, 1.09293, 2.53726, 3.34474, 0, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293, 1.09293
14.8323, 0.56233, 1.08797, 1.08797, 1.60073, -0.525637, 0, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797, 1.08797
14.8403, 2.428, 1.08283, 1.08282, 2.10428, 1.34518, 0, 1.08282, 1.08282, 1.08282, 1.08282, 1.08282, 1.08282, 1.08282, 1.08282, 1.08282, 1.08282, 1.08282, 1.08282, 1.08282, 1.08283, 1.08282, 1.08282, 1.08282
14.8483, 0.571995, 1.0777, 1.0777, 1.60374, -0.505702, 0, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777, 1.0777
14.8563, 6.41834, 1.07347, 1.07347, 2.90144, 5.34487, 0, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347, 1.07347
14.8643, 1.58166, 1.06889, 1.06889, 1.89253, 0.512772, 0, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889, 1.06889
14.8723, 3.40867, 1.064, 1.064, 2.32566, 2.34467, 0, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064, 1.064
14.8803, 2.99529, 1.05897, 1.05897, 2.23501, 1.93632, 0, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897, 1.05897
14.8884, 1.29554, 1.05395, 1.05395, 1.81536, 0.241591, 0, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395, 1.05395
14.8964, 1.99756, 1.0491, 1.0491, 1.99939, 0.948456, 0, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491, 1.0491
14.9044, 2.30294, 1.0441, 1.0441, 2.07435, 1.25883, 0, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441, 1.0441
14.9124, 0.692193, 1.039, 1.039, 1.64079, -0.346806, 0, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039, 1.039
14.9204, 1.68748, 1.03385, 1.03385, 1.92028, 0.653637, 0, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385, 1.03385
14.9284, 0.620322, 1.02852, 1.02852, 1.61874, -0.408198, 0, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852, 1.02852
14.9364, 0.685006, 1.02298, 1.02298, 1.6386, -0.337973, 0, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298, 1.02298
14.9444, 3.31499, 1.01723, 1.01722, 2.30543, 2.29777, 0, 1.01722, 1.01722, 1.01722, 1.01722, 1.01722, 1.01722, 1.01722, 1.01722, 1.01722, 1.01722, 1.01722, 1.01722, 1.01722, 1.01723, 1.01722, 1.01722, 1.01722
14.9525, 0, 1.01132, 1.01132, 1.41421, -1.01132, 0, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132, 1.01132
14.9605, 0, 1.00534, 1.00534, 1.41421, -1.00534, 0, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534, 1.00534
14.9685, 2, 0.999387, 0.999386, 2, 1.00061, 0, 0.999386, 0.999386, 0.999386, 0.999386, 0.999386, 0.999386, 0.999386, 0.999386, 0.999386, 0.999386, 0.999386, 0.999386, 0.999386, 0.999387, 0.999386, 0.999386, 0.999386
14.9765, 3.34597, 0.994031, 0.994029, 2.31214, 2.35194, 0, 0.994029, 0.994029, 0.994029, 0.994029, 0.994029, 0.994029, 0.994029, 0.994029, 0.994029, 0.994029, 0.994029, 0.994029, 0.994029, 0.994031, 0.994029, 0.994029, 0.994029
14.9845, 1.32454, 0.988378, 0.988377, 1.82333, 0.336157, 0, 0.988377, 0.988377, 0.988377, 0.988377, 0.988377, 0.988377, 0.988377, 0.988377, 0.988377, 0.988377, 0.988377, 0.988377, 0.988377, 0.988378, 0.988377, 0.988377, 0.988377
14.9925, 3.32949, 0.982484, 0.982482, 2.30857, 2.34701, 0, 0.982482, 0.982482, 0.982482, 0.982482, 0.982482, 0.982482, 0.982482, 0.982482, 0.982482, 0.982482, 0.982482, 0.982482, 0.982482, 0.982484, 0.982482, 0.982482, 0.982482
15.0005, 2.66572, 0.976478, 0.976476, 2.16003, 1.68924, 0, 0.976476, 0.976476, 0.976476, 0.976476, 0.976476, 0.976476, 0.976476, 0.976476, 0.976476, 0.976476, 0.976476, 0.976476, 0.976476, 0.976478, 0.976476, 0.976476, 0.976476
15.0086, 0.99748, 0.97049, 0.970489, 1.73132, 0.0269901, 0, 0.970489, 0.970489, 0.970489, 0.970489, 0.970489, 0.970489, 0.970489, 0.970489, 0.970489, 0.970489, 0.970489, 0.970489, 0.970489, 0.97049, 0.970489, 0.970489, 0.970489
15.0166, 1.65874, 0.964871, 0.96487, 1.91278, 0.693865, 0, 0.96487, 0.96487, 0.96487, 0.96487, 0.96487, 0.96487, 0.96487, 0.96487, 0.96487, 0.96487, 0.96487, 0.96487, 0.96487, 0.964871, 0.96487, 0.96487, 0.96487
15.0246, 2.33656, 0.958855, 0.958854, 2.08244, 1.3777, 0, 0.958854, 0.958854, 0.958854, 0.958854, 0.958854, 0.958854, 0.958854, 0.958854, 0.958854, 0.958854, 0.958854, 0.958854, 0.958854, 0.958855, 0.958854, 0.958854, 0.958854
15.0326, 2.99752, 0.952511, 0.952509, 2.23551, 2.04501, 0, 0.952509, 0.952509, 0.952509, 0.952509, 0.952509, 0.952509, 0.952509, 0.952509, 0.952509, 0.952509, 0.952509, 0.952509, 0.952509, 0.952511, 0.952509, 0.952509, 0.952509
15.0406, 0.34399, 0.946014, 0.946013, 1.53101, -0.602024, 0, 0.946013, 0.946013, 0.946013, 0.946013, 0.946013, 0.946013, 0.946013, 0.946013, 0.946013, 0.946013, 0.946013, 0.946013, 0.946013, 0.946014, 0.946013, 0.946013, 0.946013
15.0486, 0, 0.939541, 0.939539, 1.41421, -0.939541, 0, 0.939539, 0.939539, 0.939539, 0.939539, 0.939539, 0.939539, 0.939539, 0.939539, 0.939539, 0.939539, 0.939539, 0.939539, 0.939539, 0.939541, 0.939539, 0.939539, 0.939539
15.0566, 1, 0.934708, 0.934707, 1.73205, 0.0652916, 0, 0.934707, 0.934707, 0.934707, 0.934707, 0.934707, 0.934707, 0.934707, 0.934707, 0.934707, 0.934707, 0.934707, 0.934707, 0.934707, 0.934708, 0.934707, 0.934707, 0.934707
15.0647, 1.29302, 0.929016, 0.929015, 1.81467, 0.364008, 0, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929015, 0.929016, 0.929015, 0.929015, 0.929015
15.0727, 1.35097, 0.922599, 0.922597, 1.83056, 0.428367, 0, 0.922597, 0.922597, 0.922597, 0.922597, 0.922597, 0.922597, 0.922597, 0.922597, 0.922597, 0.922597, 0.922597, 0.922597, 0.922597, 0.922599, 0.922597, 0.922597, 0.922597
15.0807, 0.35601, 0.915833, 0.915832, 1.53493, -0.559823, 0, 0.915832, 0.915832, 0.915832, 0.915832, 0.915832, 0.915832, 0.915832, 0.915832, 0.915832, 0.915832, 0.915832, 0.915832, 0.915832, 0.915833, 0.915832, 0.915832, 0.915832
15.0887, 1, 0.909093, 0.909091, 1.73205, 0.0909075, 0, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909091, 0.909093, 0.909091, 0.909091, 0.909091
15.0967, 0.636803, 0.908347, 0.908345, 1.62382, -0.271544, 0, 0.908345, 0.908345, 0.908345, 0.908345, 0.908345, 0.908345, 0.908345, 0.908345, 0.908345, 0.908345, 0.908345, 0.908345, 0.908345, 0.908347, 0.908345, 0.908345, 0.908345
15.1047, 3.3632, 0.906663, 0.906662, 2.31586, 2.45653, 0, 0.906662, 0.906662, 0.906662, 0.906662, 0.906662, 0.906662, 0.906662, 0.906662, 0.906662, 0.906662, 0.906662, 0.906662, 0.906662, 0.906663, 0.906662, 0.906662, 0.906662
15.1127, 1, 0.904188, 0.904186, 1.73205, 0.0958119, 0, 0.904186, 0.904186, 0.904186, 0.904186, 0.904186, 0.904186, 0.904186, 0.904186, 0.904186, 0.904186, 0.904186, 0.904186, 0.904186, 0.904188, 0.904186, 0.904186, 0.904186
15.1208, 0, 0.90132, 0.901319, 1.41421, -0.90132, 0, 0.901319, 0.901319, 0.901319, 0.901319, 0.901319, 0.901319, 0.901319, 0.901319, 0.901319, 0.901319, 0.901319, 0.901319, 0.901319, 0.90132, 0.901319, 0.901319, 0.901319
15.1288, 0, 0.897952, 0.89795, 1.41421, -0.897952, 0, 0.89795, 0.89795, 0.89795, 0.89795, 0.89795, 0.89795, 0.89795, 0.89795, 0.89795, 0.89795, 0.89795, 0.89795, 0.89795, 0.897952, 0.89795, 0.89795, 0.89795
15.1368, 1.62478, 0.89389, 0.893888, 1.90389, 0.730893, 0, 0.893888, 0.893888, 0.893888, 0.893888, 0.893888, 0.893888, 0.893888, 0.893888, 0.893888, 0.893888, 0.893888, 0.893888, 0.893888, 0.89389, 0.893888, 0.893888, 0.893888
15.1448, 1.37522, 0.888942, 0.88894, 1.83718, 0.486275, 0, 0.88894, 0.88894, 0.88894, 0.88894, 0.88894, 0.88894, 0.88894, 0.88894, 0.88894, 0.88894, 0.88894, 0.88894, 0.88894, 0.888942, 0.88894, 0.88894, 0.88894
15.1528, 1, 0.883289, 0.883287, 1.73205, 0.116711, 0, 0.883287, 0.883287, 0.883287, 0.883287, 0.883287, 0.883287, 0.883287, 0.883287, 0.883287, 0.883287, 0.883287, 0.883287, 0.883287, 0.883288, 0.883287, 0.883287, 0.883287
15.1608, 2.6176, 0.877295, 0.877293, 2.14886, 1.7403, 0, 0.877293, 0.877293, 0.877293, 0.877293, 0.877293, 0.877293, 0.877293, 0.877293, 0.877293, 0.877293, 0.877293, 0.877293, 0.877293, 0.877294, 0.877293, 0.877293, 0.877293
15.1688, 0.382404, 0.871321, 0.871319, 1.5435, -0.488917, 0, 0.871319, 0.871319, 0.871319, 0.871319, 0.871319, 0.871319, 0.871319, 0.871319, 0.871319, 0.871319, 0.871319, 0.871319, 0.871319, 0.871321, 0.871319, 0.871319, 0.871319
15.1769, 1.61269, 0.867879, 0.867878, 1.90071, 0.744808, 0, 0.867878, 0.867878, 0.867878, 0.867878, 0.867878, 0.867878, 0.867878, 0.867878, 0.867878, 0.867878, 0.867878, 0.867878, 0.867878, 0.867879, 0.867878, 0.867878, 0.867878
15.1849, 0.997598, 0.863135, 0.863133, 1.73136, 0.134462, 0, 0.863133, 0.863133, 0.863133, 0.863133, 0.863133, 0.863133, 0.863133, 0.863133, 0.863133, 0.863133, 0.863133, 0.863133, 0.863133, 0.863135, 0.863133, 0.863133, 0.863133
15.1929, 1.60533, 0.857302, 0.8573, 1.89877, 0.748026, 0, 0.8573, 0.8573, 0.8573, 0.8573, 0.8573, 0.8573, 0.8573, 0.8573, 0.8573, 0.8573, 0.8573, 0.8573, 0.8573, 0.857302, 0.8573, 0.8573, 0.8573
15.2009, 2.78439, 0.85094, 0.850938, 2.18732, 1.93345, 0, 0.850938, 0.850938, 0.850938, 0.850938, 0.850938, 0.850938, 0.850938, 0.850938, 0.850938, 0.850938, 0.850938, 0.850938, 0.850938, 0.85094, 0.850938, 0.850938, 0.850938
15.2089, 2.2062, 0.844601, 0.844599, 2.0509, 1.36159, 0, 0.844599, 0.844599, 0.844599, 0.844599, 0.844599, 0.844599, 0.844599, 0.844599, 0.844599, 0.844599, 0.844599, 0.844599, 0.844599, 0.844601, 0.844599, 0.844599, 0.844599
15.2169, 2.39442, 0.841583, 0.841581, 2.09629, 1.55284, 0, 0.841581, 0.841581, 0.841581, 0.841581, 0.841581, 0.841581, 0.841581, 0.841581, 0.841581, 0.841581, 0.841581, 0.841581, 0.841581, 0.841583, 0.841581, 0.841581, 0.841581
15.2249, 1.39938, 0.836933, 0.836931, 1.84374, 0.562448, 0, 0.836931, 0.836931, 0.836931, 0.836931, 0.836931, 0.836931, 0.836931, 0.836931, 0.836931, 0.836931, 0.836931, 0.836931, 0.836931, 0.836933, 0.836931, 0.836931, 0.836931
15.2329, 0, 0.830896, 0.830894, 1.41421, -0.830896, 0, 0.830894, 0.830894, 0.830894, 0.830894, 0.830894, 0.830894, 0.830894, 0.830894, 0.830894, 0.830894, 0.830894, 0.830894, 0.830894, 0.830896, 0.830894, 0.830894, 0.830894
15.241, 0.593309, 0.824184, 0.824183, 1.61038, -0.230876, 0, 0.824183, 0.824183, 0.824183, 0.824183, 0.824183, 0.824183, 0.824183, 0.824183, 0.824183, 0.824183, 0.824183, 0.824183, 0.824183, 0.824184, 0.824183, 0.824183, 0.824183
15.249, 1.99777, 0.8175, 0.817498, 1.99944, 1.18027, 0, 0.817498, 0.817498, 0.817498, 0.817498, 0.817498, 0.817498, 0.817498, 0.817498, 0.817498, 0.817498, 0.817498, 0.817498, 0.817498, 0.8175, 0.817498, 0.817498, 0.817498
15.257, 0.997522, 0.814888, 0.814886, 1.73134, 0.182634, 0, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814886, 0.814888, 0.814886, 0.814886, 0.814886
15.265, 1.4114, 0.810429, 0.810428, 1.847, 0.600971, 0, 0.810428, 0.810428, 0.810428, 0.810428, 0.810428, 0.810428, 0.810428, 0.810428, 0.810428, 0.810428, 0.810428, 0.810428, 0.810428, 0.810429, 0.810428, 0.810428, 0.810428
15.273, 2.58389, 0.8044, 0.804398, 2.141, 1.77949, 0, 0.804398, 0.804398, 0.804398, 0.804398, 0.804398, 0.804398, 0.804398, 0.804398, 0.804398, 0.804398, 0.804398, 0.804398, 0.804398, 0.8044, 0.804398, 0.804399, 0.804398
15.281, 2.99752, 0.797606, 0.797604, 2.23551, 2.19992, 0, 0.797604, 0.797604, 0.797604, 0.797604, 0.797604, 0.797604, 0.797604, 0.797604, 0.797604, 0.797604, 0.797604, 0.797604, 0.797604, 0.797606, 0.797604, 0.797605, 0.797604
15.289, 1.57631, 0.790841, 0.790839, 1.89111, 0.785472, 0, 0.790839, 0.790839, 0.790839, 0.790839, 0.790839, 0.790839, 0.790839, 0.790839, 0.790839, 0.790839, 0.790839, 0.790839, 0.790839, 0.79084, 0.790839, 0.790839, 0.790839
15.2971, 4.99543, 0.788433, 0.788431, 2.64489, 4.207, 0, 0.788431, 0.788431, 0.788431, 0.788431, 0.788431, 0.788431, 0.788431, 0.788431, 0.788431, 0.788431, 0.788431, 0.788431, 0.788431, 0.788433, 0.788431, 0.788432, 0.788431
15.3051, 2.84684, 0.78403, 0.784028, 2.20155, 2.06281, 0, 0.784028, 0.784028, 0.784028, 0.784028, 0.784028, 0.784028, 0.784028, 0.784028, 0.784028, 0.784028, 0.784028, 0.784028, 0.784028, 0.784029, 0.784028, 0.784028, 0.784028
15.3131, 2.57162, 0.777929, 0.777926, 2.13814, 1.79369, 0, 0.777926, 0.777926, 0.777926, 0.777926, 0.777926, 0.777926, 0.777926, 0.777926, 0.777926, 0.777926, 0.777926, 0.777926, 0.777926, 0.777928, 0.777926, 0.777927, 0.777926
15.3211, 0.428377, 0.771001, 0.770998, 1.55832, -0.342624, 0, 0.770998, 0.770998, 0.770998, 0.770998, 0.770998, 0.770998, 0.770998, 0.770998, 0.770998, 0.770998, 0.770998, 0.770998, 0.770998, 0.771, 0.770998, 0.770999, 0.770998
15.3291, 4, 0.764104, 0.764101, 2.44949, 3.2359, 0, 0.764101, 0.764101, 0.764101, 0.764101, 0.764101, 0.764101, 0.764101, 0.764101, 0.764101, 0.764101, 0.764101, 0.764101, 0.764101, 0.764103, 0.764101, 0.764102, 0.764101
15.3371, 2, 0.762001, 0.761998, 2, 1.238, 0, 0.761998, 0.761998, 0.761998, 0.761998, 0.761998, 0.761998, 0.761998, 0.761998, 0.761998, 0.761998, 0.761998, 0.761998, 0.761998, 0.762, 0.761998, 0.761999, 0.761998
15.3451, 0, 0.757759, 0.757756, 1.41421, -0.757759, 0, 0.757756, 0.757756, 0.757756, 0.757756, 0.757756, 0.757756, 0.757756, 0.757756, 0.757756, 0.757756, 0.757756, 0.757756, 0.757756, 0.757757, 0.757756, 0.757757, 0.757756
15.3532, 2, 0.751696, 0.751693, 2, 1.2483, 0, 0.751693, 0.751693, 0.751693, 0.751693, 0.751693, 0.751693, 0.751693, 0.751693, 0.751693, 0.751693, 0.751693, 0.751693, 0.751693, 0.751694, 0.751693, 0.751694, 0.751693
