   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_92.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00281689, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00505568, 0, 7.89683e-18, 0, 1.41421, -7.89683e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.83205e-20, 0, 0, 1.12662e-22, 1.47374e-21, 0, 7.85692e-18, 0, 0
0.0129282, 0, 1.44116e-17, 0, 1.41421, -1.44116e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.99339e-20, 0, 0, 2.08808e-22, 2.74129e-21, 0, 1.43387e-17, 0, 0
0.0208008, 0, 2.61073e-17, 0, 1.41421, -2.61073e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.26688e-19, 0, 0, 3.84218e-22, 5.06305e-21, 0, 2.59751e-17, 0, 0
0.0286734, 0, 4.69534e-17, 0, 1.41421, -4.69534e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.27846e-19, 0, 0, 7.02002e-22, 9.28695e-21, 0, 4.67156e-17, 0, 0
0.036546, 0, 8.38471e-17, 0, 1.41421, -8.38471e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.06874e-19, 0, 0, 1.27377e-21, 1.69204e-20, 0, 8.34221e-17, 0, 0
0.0444185, 0, 1.48689e-16, 0, 1.41421, -1.48689e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.21519e-19, 0, 0, 2.29559e-21, 3.06265e-20, 0, 1.47934e-16, 0, 0
0.0522911, 0, 2.61871e-16, 0, 1.41421, -2.61871e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27073e-18, 0, 0, 4.10962e-21, 5.508e-20, 0, 2.60541e-16, 0, 0
0.0601637, 0, 4.581e-16, 0, 1.41421, -4.581e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.22293e-18, 0, 0, 7.3091e-21, 9.84376e-20, 0, 4.55772e-16, 0, 0
0.0680362, 0, 7.96054e-16, 0, 1.41421, -7.96054e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.86283e-18, 0, 0, 1.2916e-20, 1.74847e-19, 0, 7.92004e-16, 0, 0
0.0759088, 0, 1.37427e-15, 0, 1.41421, -1.37427e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.66856e-18, 0, 0, 2.26796e-20, 3.08698e-19, 0, 1.36727e-15, 0, 0
