   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_312.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0173223, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0094628, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00160327, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00625626, 0, 8.73556e-16, 0, 1.41421, -8.73556e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06962e-17, 0, 0, 9.97979e-18, 0, 0, 8.4288e-16, 0, 0
0.0141158, 0, 1.3947e-15, 0, 1.41421, -1.3947e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30362e-17, 0, 0, 1.62198e-17, 0, 0, 1.34544e-15, 0, 0
0.0219753, 0, 2.21581e-15, 0, 1.41421, -2.21581e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.24746e-17, 0, 0, 2.62363e-17, 0, 0, 2.1371e-15, 0, 0
0.0298349, 0, 3.5032e-15, 0, 1.41421, -3.5032e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.29443e-17, 0, 0, 4.22394e-17, 0, 0, 3.37801e-15, 0, 0
0.0376944, 0, 5.51184e-15, 0, 1.41421, -5.51184e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30473e-16, 0, 0, 6.76894e-17, 0, 0, 5.31367e-15, 0, 0
0.0455539, 0, 8.63065e-15, 0, 1.41421, -8.63065e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.04253e-16, 0, 0, 1.07977e-16, 0, 0, 8.31842e-15, 0, 0
0.0534135, 0, 1.345e-14, 0, 1.41421, -1.345e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18231e-16, 0, 0, 1.71466e-16, 0, 0, 1.29603e-14, 0, 0
