   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_127.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
12.4314, 7.60618, 2.90712, 2.90711, 3.09938, 4.69905, 0, 2.90712, 2.90711, 2.90711, 2.90711, 2.90711, 2.90711, 2.90711, 2.90711, 2.90711, 2.90711, 2.90711, 2.90711, 2.90711, 2.90711, 2.90711, 2.90712, 2.90711, 2.90711, 2.90711, 2.90711
12.4393, 3.61092, 2.9002, 2.90019, 2.36874, 0.710723, 0, 2.9002, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019, 2.90019
12.4472, 3.61574, 2.89204, 2.89204, 2.36975, 0.723693, 0, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204, 2.89204
12.4551, 3.3746, 2.8839, 2.88389, 2.31832, 0.490696, 0, 2.8839, 2.88389, 2.88389, 2.88389, 2.88389, 2.88389, 2.88389, 2.88389, 2.88389, 2.88389, 2.88389, 2.88389, 2.88389, 2.88389, 2.88389, 2.8839, 2.88389, 2.88389, 2.88389, 2.88389
12.4629, 6.99529, 2.88155, 2.88154, 2.99922, 4.11374, 0, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154, 2.88154
12.4708, 7.99504, 2.87668, 2.87668, 3.16149, 5.11836, 0, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668, 2.87668
12.4787, 6.9952, 2.86963, 2.86962, 2.9992, 4.12557, 0, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962, 2.86962
12.4866, 3.99514, 2.86148, 2.86147, 2.4485, 1.13366, 0, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147, 2.86147
12.4945, 7.35985, 2.85334, 2.85333, 3.05939, 4.50651, 0, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333, 2.85333
12.5023, 6.26815, 2.85049, 2.85048, 2.87544, 3.41767, 0, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048, 2.85048
12.5102, 2.99752, 2.84549, 2.84549, 2.23551, 0.152029, 0, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549, 2.84549
12.5181, 2.35514, 2.8386, 2.83859, 2.0869, -0.483457, 0, 2.8386, 2.83859, 2.83859, 2.83859, 2.83859, 2.83859, 2.83859, 2.83859, 2.83859, 2.83859, 2.83859, 2.83859, 2.83859, 2.83859, 2.83859, 2.8386, 2.83859, 2.83859, 2.83859, 2.83859
12.526, 1.64015, 2.83076, 2.83076, 1.90792, -1.19061, 0, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076, 2.83076
12.5339, 4.70335, 2.82294, 2.82293, 2.58908, 1.88041, 0, 2.82294, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293, 2.82293
12.5417, 5.34282, 2.81909, 2.81908, 2.70976, 2.52374, 0, 2.81909, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908, 2.81908
12.5496, 3.64268, 2.81357, 2.81356, 2.37543, 0.82911, 0, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356, 2.81356
12.5575, 6.33817, 2.80654, 2.80653, 2.88759, 3.53163, 0, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653, 2.80653
12.5654, 4.6176, 2.79876, 2.79875, 2.57247, 1.81884, 0, 2.79876, 2.79875, 2.79875, 2.79875, 2.79875, 2.79875, 2.79875, 2.79875, 2.79875, 2.79875, 2.79875, 2.79875, 2.79875, 2.79875, 2.79875, 2.79876, 2.79875, 2.79875, 2.79875, 2.79875
12.5733, 1.68178, 2.79099, 2.79099, 1.9188, -1.10921, 0, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099, 2.79099
12.5811, 6.01028, 2.78634, 2.78633, 2.83024, 3.22395, 0, 2.78634, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633, 2.78633
12.589, 7.31561, 2.78061, 2.7806, 3.05215, 4.535, 0, 2.78061, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806, 2.7806
12.5969, 2.65948, 2.77383, 2.77382, 2.15858, -0.114347, 0, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382, 2.77382
12.6048, 3.66394, 2.76632, 2.76632, 2.3799, 0.897616, 0, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632, 2.76632
12.6127, 5.99752, 2.75837, 2.75836, 2.82799, 3.23915, 0, 2.75837, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836, 2.75836
12.6205, 5.32416, 2.75014, 2.75014, 2.70632, 2.57402, 0, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014, 2.75014
12.6284, 3.67113, 2.7412, 2.74119, 2.38141, 0.929926, 0, 2.7412, 2.74119, 2.74119, 2.74119, 2.74119, 2.74119, 2.74119, 2.74119, 2.74119, 2.74119, 2.74119, 2.74119, 2.74119, 2.74119, 2.74119, 2.7412, 2.74119, 2.74119, 2.74119, 2.74119
12.6363, 2.67608, 2.73162, 2.73161, 2.16243, -0.0555341, 0, 2.73162, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161, 2.73161
12.6442, 2.27683, 2.72112, 2.72111, 2.06805, -0.444291, 0, 2.72112, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111, 2.72111
12.6521, 6.67324, 2.70987, 2.70987, 2.94504, 3.96337, 0, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987, 2.70987
12.6599, 4.30693, 2.69827, 2.69826, 2.51136, 1.60867, 0, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826, 2.69826
12.6678, 4.05489, 2.68669, 2.68668, 2.46067, 1.36821, 0, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668, 2.68668
12.6757, 4.61636, 2.67718, 2.67718, 2.57223, 1.93917, 0, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718, 2.67718
12.6836, 5.60706, 2.66636, 2.66635, 2.75809, 2.9407, 0, 2.66636, 2.66635, 2.66635, 2.66635, 2.66635, 2.66635, 2.66635, 2.66635, 2.66635, 2.66635, 2.66635, 2.66635, 2.66635, 2.66635, 2.66635, 2.66636, 2.66635, 2.66635, 2.66635, 2.66635
12.6915, 6.98823, 2.65438, 2.65437, 2.99804, 4.33385, 0, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437, 2.65437
12.6993, 6.77865, 2.64183, 2.64182, 2.96288, 4.13682, 0, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182, 2.64182
12.7072, 3.59706, 2.62931, 2.6293, 2.36581, 0.967757, 0, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293, 2.6293
12.7151, 4.39814, 2.62054, 2.62053, 2.52945, 1.7776, 0, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053, 2.62053
12.723, 4.29244, 2.60984, 2.60983, 2.50847, 1.6826, 0, 2.60984, 2.60983, 2.60983, 2.60983, 2.60983, 2.60983, 2.60983, 2.60983, 2.60983, 2.60983, 2.60983, 2.60983, 2.60983, 2.60983, 2.60983, 2.60984, 2.60983, 2.60983, 2.60983, 2.60983
12.7309, 2.99529, 2.59747, 2.59746, 2.23501, 0.397826, 0, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746, 2.59746
12.7387, 5.57571, 2.58427, 2.58426, 2.7524, 2.99144, 0, 2.58427, 2.58426, 2.58426, 2.58426, 2.58426, 2.58426, 2.58426, 2.58426, 2.58426, 2.58426, 2.58426, 2.58426, 2.58426, 2.58426, 2.58426, 2.58427, 2.58426, 2.58426, 2.58426, 2.58426
12.7466, 6.12689, 2.57111, 2.5711, 2.85077, 3.55578, 0, 2.57111, 2.5711, 2.5711, 2.5711, 2.5711, 2.5711, 2.5711, 2.5711, 2.5711, 2.5711, 2.5711, 2.5711, 2.5711, 2.5711, 2.5711, 2.57111, 2.5711, 2.5711, 2.5711, 2.5711
12.7545, 3.56877, 2.56331, 2.5633, 2.35982, 1.00546, 0, 2.56331, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633, 2.5633
12.7624, 3.42648, 2.55303, 2.55302, 2.32948, 0.873454, 0, 2.55303, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302, 2.55302
12.7703, 3.99743, 2.54057, 2.54056, 2.44897, 1.45686, 0, 2.54057, 2.54056, 2.54056, 2.54056, 2.54056, 2.54056, 2.54056, 2.54056, 2.54056, 2.54056, 2.54056, 2.54056, 2.54056, 2.54056, 2.54056, 2.54057, 2.54056, 2.54056, 2.54056, 2.54056
12.7781, 2.71958, 2.52705, 2.52704, 2.17246, 0.192526, 0, 2.52705, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704, 2.52704
12.786, 1, 2.51357, 2.51356, 1.73205, -1.51357, 0, 2.51357, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356, 2.51356
12.7939, 3.8197, 2.50623, 2.50621, 2.41241, 1.31347, 0, 2.50623, 2.50621, 2.50621, 2.50621, 2.50621, 2.50621, 2.50621, 2.50621, 2.50621, 2.50621, 2.50621, 2.50621, 2.50621, 2.50621, 2.50621, 2.50622, 2.50621, 2.50621, 2.50621, 2.50621
12.8018, 5.99321, 2.49601, 2.49599, 2.82723, 3.4972, 0, 2.49601, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599, 2.49599
12.8097, 4.99229, 2.48327, 2.48325, 2.64429, 2.50902, 0, 2.48327, 2.48325, 2.48325, 2.48325, 2.48325, 2.48325, 2.48325, 2.48325, 2.48325, 2.48325, 2.48325, 2.48325, 2.48325, 2.48325, 2.48325, 2.48326, 2.48325, 2.48325, 2.48325, 2.48325
12.8175, 4.99257, 2.46931, 2.46928, 2.64435, 2.52326, 0, 2.46931, 2.46928, 2.46928, 2.46928, 2.46928, 2.46928, 2.46928, 2.46928, 2.46928, 2.46928, 2.46928, 2.46928, 2.46928, 2.46928, 2.46928, 2.46929, 2.46928, 2.46928, 2.46928, 2.46928
12.8254, 5.72962, 2.45539, 2.45535, 2.78022, 3.27423, 0, 2.45538, 2.45535, 2.45535, 2.45535, 2.45535, 2.45535, 2.45535, 2.45535, 2.45535, 2.45535, 2.45535, 2.45535, 2.45535, 2.45535, 2.45535, 2.45536, 2.45535, 2.45535, 2.45535, 2.45535
12.8333, 4.73383, 2.44869, 2.44865, 2.59496, 2.28514, 0, 2.44869, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865, 2.44865
12.8412, 1.51499, 2.4388, 2.43875, 1.87483, -0.923808, 0, 2.4388, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875, 2.43875
12.8491, 4.7368, 2.42609, 2.42602, 2.59554, 2.31072, 0, 2.42609, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602, 2.42602
12.8569, 3.24907, 2.41199, 2.41191, 2.29109, 0.837078, 0, 2.41199, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191, 2.41191
12.8648, 3.23792, 2.39794, 2.39783, 2.28865, 0.839974, 0, 2.39794, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783, 2.39783
12.8727, 1.24919, 2.39156, 2.39141, 1.80255, -1.14236, 0, 2.39155, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141, 2.39141
12.8806, 1.24424, 2.38175, 2.38156, 1.80118, -1.13751, 0, 2.38175, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156, 2.38156
12.8885, 6.75093, 2.3689, 2.36865, 2.9582, 4.38203, 0, 2.3689, 2.36865, 2.36865, 2.36865, 2.36865, 2.36865, 2.36865, 2.36865, 2.36865, 2.36865, 2.36865, 2.36865, 2.36865, 2.36865, 2.36865, 2.36866, 2.36865, 2.36865, 2.36865, 2.36865
12.8963, 2.99765, 2.35457, 2.35425, 2.23554, 0.643079, 0, 2.35456, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425, 2.35425
12.9042, 1.75799, 2.3403, 2.33988, 1.93855, -0.582304, 0, 2.34029, 2.33988, 2.33988, 2.33988, 2.33988, 2.33988, 2.33988, 2.33988, 2.33988, 2.33988, 2.33988, 2.33988, 2.33988, 2.33988, 2.33988, 2.33989, 2.33988, 2.33988, 2.33988, 2.33988
12.9121, 1.71144, 2.33451, 2.33398, 1.92651, -0.623075, 0, 2.33451, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398, 2.33398
12.92, 3.99265, 2.32509, 2.32441, 2.44799, 1.66757, 0, 2.32508, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441, 2.32441
12.9279, 4.76035, 2.31241, 2.31155, 2.60007, 2.44794, 0, 2.31241, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155, 2.31155
12.9357, 4.99529, 2.29816, 2.29707, 2.64486, 2.69713, 0, 2.29816, 2.29707, 2.29707, 2.29707, 2.29707, 2.29707, 2.29707, 2.29707, 2.29707, 2.29707, 2.29707, 2.29707, 2.29707, 2.29707, 2.29707, 2.29708, 2.29707, 2.29707, 2.29707, 2.29707
12.9436, 5.54027, 2.28402, 2.28265, 2.74596, 3.25626, 0, 2.28401, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265, 2.28265
12.9515, 1, 2.27877, 2.27706, 1.73205, -1.27877, 0, 2.27877, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706, 2.27706
12.9594, 0.445353, 2.26972, 2.26758, 1.56376, -1.82436, 0, 2.26971, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758, 2.26758
12.9673, 3.43594, 2.25725, 2.2546, 2.33151, 1.17868, 0, 2.25725, 2.2546, 2.2546, 2.2546, 2.2546, 2.2546, 2.2546, 2.2546, 2.2546, 2.2546, 2.2546, 2.2546, 2.2546, 2.2546, 2.2546, 2.25461, 2.2546, 2.2546, 2.2546, 2.2546
12.9751, 4.77216, 2.24317, 2.23991, 2.60234, 2.52899, 0, 2.24317, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991, 2.23991
12.983, 3.56191, 2.22926, 2.22526, 2.35837, 1.33265, 0, 2.22926, 2.22526, 2.22526, 2.22526, 2.22526, 2.22526, 2.22526, 2.22526, 2.22526, 2.22526, 2.22526, 2.22526, 2.22526, 2.22526, 2.22526, 2.22527, 2.22526, 2.22526, 2.22526, 2.22526
12.9909, 0.784634, 2.22504, 2.22017, 1.66872, -1.44041, 0, 2.22504, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017, 2.22017
12.9988, 0.421066, 2.21687, 2.21096, 1.55598, -1.79581, 0, 2.21687, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096, 2.21096
13.0067, 1.78724, 2.20517, 2.19804, 1.94608, -0.417936, 0, 2.20517, 2.19804, 2.19804, 2.19804, 2.19804, 2.19804, 2.19804, 2.19804, 2.19804, 2.19804, 2.19804, 2.19804, 2.19804, 2.19804, 2.19804, 2.19805, 2.19804, 2.19804, 2.19804, 2.19804
13.0145, 3.20335, 2.19185, 2.1833, 2.28108, 1.01149, 0, 2.19185, 2.1833, 2.1833, 2.1833, 2.1833, 2.1833, 2.1833, 2.1833, 2.1833, 2.1833, 2.1833, 2.1833, 2.1833, 2.1833, 2.1833, 2.18331, 2.1833, 2.1833, 2.1833, 2.1833
13.0224, 3.40163, 2.17881, 2.16861, 2.32414, 1.22282, 0, 2.17881, 2.16861, 2.16861, 2.16861, 2.16861, 2.16861, 2.16861, 2.16861, 2.16861, 2.16861, 2.16861, 2.16861, 2.16861, 2.16861, 2.16861, 2.16862, 2.16861, 2.16861, 2.16861, 2.16861
13.0303, 5.99068, 2.17596, 2.16386, 2.82678, 3.81473, 0, 2.17595, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386, 2.16386
13.0382, 5.19603, 2.16908, 2.1548, 2.68254, 3.02696, 0, 2.16907, 2.1548, 2.1548, 2.1548, 2.1548, 2.1548, 2.1548, 2.1548, 2.1548, 2.1548, 2.1548, 2.1548, 2.1548, 2.1548, 2.1548, 2.15481, 2.1548, 2.1548, 2.1548, 2.1548
13.0461, 4.19603, 2.15859, 2.14184, 2.48918, 2.03745, 0, 2.15858, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184, 2.14184
13.0539, 3.19157, 2.1465, 2.12696, 2.2785, 1.04507, 0, 2.1465, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696, 2.12696
13.0618, 2.99504, 2.13481, 2.11213, 2.23496, 0.860234, 0, 2.13481, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213, 2.11213
13.0697, 1.99504, 2.13402, 2.10783, 1.99876, -0.138974, 0, 2.13401, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783, 2.10783
13.0776, 2.80892, 2.1291, 2.09904, 2.19293, 0.679822, 0, 2.1291, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904, 2.09904
13.0855, 0.997499, 2.12047, 2.08614, 1.73133, -1.12297, 0, 2.12047, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614, 2.08614
13.0933, 2.99742, 2.11023, 2.07124, 2.23549, 0.887195, 0, 2.11022, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124, 2.07124
13.1012, 5.35638, 2.10043, 2.05638, 2.71227, 3.25596, 0, 2.10042, 2.05638, 2.05638, 2.05638, 2.05638, 2.05638, 2.05638, 2.05638, 2.05638, 2.05638, 2.05638, 2.05638, 2.05638, 2.05638, 2.05638, 2.05639, 2.05638, 2.05638, 2.05638, 2.05638
13.1091, 2.81574, 2.10195, 2.05247, 2.19448, 0.713787, 0, 2.10195, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247, 2.05247
