   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_281.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.00131312, 0, 2.56839e-22, 0, 1.41421, -2.56839e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.46387e-23, 0, 1.822e-22, 0, 0
0.00917319, 0, 6.10828e-22, 0, 1.41421, -6.10828e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80233e-22, 0, 4.30595e-22, 0, 0
0.0170333, 0, 1.42759e-21, 0, 1.41421, -1.42759e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27353e-22, 0, 1.00024e-21, 0, 0
0.0248934, 0, 3.28242e-21, 0, 1.41421, -3.28242e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.96239e-22, 0, 2.28618e-21, 0, 0
0.0327534, 0, 7.43182e-21, 0, 1.41421, -7.43182e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28574e-21, 0, 5.14608e-21, 0, 0
0.0406135, 0, 1.65831e-20, 0, 1.41421, -1.65831e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.16629e-21, 0, 1.14168e-20, 0, 0
0.0484736, 0, 3.64937e-20, 0, 1.41421, -3.64937e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15124e-20, 0, 2.49813e-20, 0, 0
0.0563337, 0, 7.92555e-20, 0, 1.41421, -7.92555e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53102e-20, 0, 5.39453e-20, 0, 0
0.0641937, 0, 1.6996e-19, 0, 1.41421, -1.6996e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49347e-20, 0, 1.15026e-19, 0, 0
0.0720538, 0, 3.60077e-19, 0, 1.41421, -3.60077e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17777e-19, 0, 2.42299e-19, 0, 0
