   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_5.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00414906, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00372774, 0, 2.46735e-17, 0, 1.41421, -2.46735e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.72995e-20, 0, 0, 3.64459e-22, 0, 2.13276e-20, 0, 2.45545e-17, 0, 0
0.0116045, 0, 4.58407e-17, 0, 1.41421, -4.58407e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80769e-19, 0, 0, 6.87184e-22, 0, 4.04023e-20, 0, 4.56188e-17, 0, 0
0.0194814, 0, 8.45001e-17, 0, 1.41421, -8.45001e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33213e-19, 0, 0, 1.28575e-21, 0, 7.59543e-20, 0, 8.40896e-17, 0, 0
0.0273582, 0, 1.54569e-16, 0, 1.41421, -1.54569e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.0951e-19, 0, 0, 2.3877e-21, 0, 1.41734e-19, 0, 1.53816e-16, 0, 0
0.035235, 0, 2.80624e-16, 0, 1.41421, -2.80624e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10655e-18, 0, 0, 4.40167e-21, 0, 2.62581e-19, 0, 2.7925e-16, 0, 0
0.0431118, 0, 5.05732e-16, 0, 1.41421, -5.05732e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99416e-18, 0, 0, 8.05632e-21, 0, 4.83055e-19, 0, 5.03247e-16, 0, 0
0.0509886, 0, 9.04844e-16, 0, 1.41421, -9.04844e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56784e-18, 0, 0, 1.46421e-20, 0, 8.82573e-19, 0, 9.00379e-16, 0, 0
0.0588654, 0, 1.60745e-15, 0, 1.41421, -1.60745e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.33809e-18, 0, 0, 2.64283e-20, 0, 1.60175e-18, 0, 1.59948e-15, 0, 0
0.0667422, 0, 2.8357e-15, 0, 1.41421, -2.8357e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11808e-17, 0, 0, 4.738e-20, 0, 2.88799e-18, 0, 2.82158e-15, 0, 0
0.074619, 0, 4.96811e-15, 0, 1.41421, -4.96811e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95881e-17, 0, 0, 8.4378e-20, 0, 5.17387e-18, 0, 4.94326e-15, 0, 0
0.0824958, 0, 8.64515e-15, 0, 1.41421, -8.64515e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.4085e-17, 0, 0, 1.49286e-19, 0, 9.21109e-18, 0, 8.6017e-15, 0, 0
