   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_87.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0029199, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00495466, 0, 3.24287e-19, 0, 1.41421, -3.24287e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86616e-21, 0, 4.99756e-24, 1.06272e-22, 0, 3.22309e-19, 0, 0
0.0128292, 0, 6.4271e-19, 0, 1.41421, -6.4271e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69856e-21, 0, 1.00481e-23, 2.14448e-22, 0, 6.38787e-19, 0, 0
0.0207038, 0, 1.26137e-18, 0, 1.41421, -1.26137e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.25868e-21, 0, 2.0008e-23, 4.28506e-22, 0, 1.25367e-18, 0, 0
0.0285784, 0, 2.45213e-18, 0, 1.41421, -2.45213e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41109e-20, 0, 3.94692e-23, 8.48161e-22, 0, 2.43713e-18, 0, 0
0.0364529, 0, 4.72315e-18, 0, 1.41421, -4.72315e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.71794e-20, 0, 7.71559e-23, 1.66353e-21, 0, 4.69423e-18, 0, 0
0.0443275, 0, 9.0161e-18, 0, 1.41421, -9.0161e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.18829e-20, 0, 1.49504e-22, 3.23405e-21, 0, 8.96083e-18, 0, 0
0.0522021, 0, 1.7061e-17, 0, 1.41421, -1.7061e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.81766e-20, 0, 2.87221e-22, 6.23374e-21, 0, 1.69563e-17, 0, 0
0.0600766, 0, 3.20096e-17, 0, 1.41421, -3.20096e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84196e-19, 0, 5.4721e-22, 1.19165e-20, 0, 3.18129e-17, 0, 0
0.0679512, 0, 5.95564e-17, 0, 1.41421, -5.95564e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42709e-19, 0, 1.03409e-21, 2.25969e-20, 0, 5.91901e-17, 0, 0
0.0758258, 0, 1.09907e-16, 0, 1.41421, -1.09907e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3244e-19, 0, 1.93869e-21, 4.25157e-20, 0, 1.0923e-16, 0, 0
0.0837003, 0, 2.01208e-16, 0, 1.41421, -2.01208e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1578e-18, 0, 3.60649e-21, 7.93853e-20, 0, 1.99967e-16, 0, 0
0.0915749, 0, 3.6547e-16, 0, 1.41421, -3.6547e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10299e-18, 0, 6.65818e-21, 1.47131e-19, 0, 3.63213e-16, 0, 0
0.0994494, 0, 6.58722e-16, 0, 1.41421, -6.58722e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79039e-18, 0, 1.22007e-20, 2.70718e-19, 0, 6.54649e-16, 0, 0
0.107324, 0, 1.17829e-15, 0, 1.41421, -1.17829e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.78001e-18, 0, 2.21937e-20, 4.94598e-19, 0, 1.17099e-15, 0, 0
