   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_279.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.00140129, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00646348, 0, 5.39069e-22, 0, 1.41421, -5.39069e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36986e-22, 0, 4.02083e-22, 0, 0
0.0143283, 0, 1.26384e-21, 0, 1.41421, -1.26384e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26532e-22, 0, 9.37304e-22, 0, 0
0.022193, 0, 2.91474e-21, 0, 1.41421, -2.91474e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.6502e-22, 0, 2.14972e-21, 0, 0
0.0300578, 0, 6.61877e-21, 0, 1.41421, -6.61877e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76354e-21, 0, 4.85523e-21, 0, 0
0.0379226, 0, 1.48106e-20, 0, 1.41421, -1.48106e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.00378e-21, 0, 1.08068e-20, 0, 0
0.0457874, 0, 3.26811e-20, 0, 1.41421, -3.26811e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.95938e-21, 0, 2.37217e-20, 0, 0
0.0536522, 0, 7.11576e-20, 0, 1.41421, -7.11576e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97753e-20, 0, 5.13823e-20, 0, 0
0.0615169, 0, 1.52964e-19, 0, 1.41421, -1.52964e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30806e-20, 0, 1.09884e-19, 0, 0
0.0693817, 0, 3.24806e-19, 0, 1.41421, -3.24806e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.26834e-20, 0, 2.32122e-19, 0, 0
0.0772465, 0, 6.81583e-19, 0, 1.41421, -6.81583e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97018e-19, 0, 4.84564e-19, 0, 0
0.0851113, 0, 1.41401e-18, 0, 1.41421, -1.41401e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.13999e-19, 0, 1.00002e-18, 0, 0
0.0929761, 0, 2.90131e-18, 0, 1.41421, -2.90131e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.60327e-19, 0, 2.04098e-18, 0, 0
0.100841, 0, 5.88961e-18, 0, 1.41421, -5.88961e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76875e-18, 0, 4.12086e-18, 0, 0
0.108706, 0, 1.18323e-17, 0, 1.41421, -1.18323e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.59883e-18, 0, 8.23342e-18, 0, 0
0.11657, 0, 2.35321e-17, 0, 1.41421, -2.35321e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.24916e-18, 0, 1.62829e-17, 0, 0
0.124435, 0, 4.63426e-17, 0, 1.41421, -4.63426e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44602e-17, 0, 3.18824e-17, 0, 0
0.1323, 0, 9.03922e-17, 0, 1.41421, -9.03922e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85719e-17, 0, 6.18203e-17, 0, 0
0.140165, 0, 1.74665e-16, 0, 1.41421, -1.74665e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59359e-17, 0, 1.18729e-16, 0, 0
0.14803, 0, 3.34423e-16, 0, 1.41421, -3.34423e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08525e-16, 0, 2.25898e-16, 0, 0
0.155894, 0, 6.34573e-16, 0, 1.41421, -6.34573e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08713e-16, 0, 4.2586e-16, 0, 0
0.163759, 0, 1.19354e-15, 0, 1.41421, -1.19354e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97957e-16, 0, 7.95584e-16, 0, 0
0.171624, 0, 2.22553e-15, 0, 1.41421, -2.22553e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.52438e-16, 0, 1.47309e-15, 0, 0
0.179489, 0, 4.11465e-15, 0, 1.41421, -4.11465e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41101e-15, 0, 2.70365e-15, 0, 0
0.187353, 0, 7.54398e-15, 0, 1.41421, -7.54398e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62472e-15, 0, 4.91926e-15, 0, 0
0.195218, 0, 1.3718e-14, 0, 1.41421, -1.3718e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.84395e-15, 0, 8.87406e-15, 0, 0
0.203083, 0, 2.47435e-14, 0, 1.41421, -2.47435e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.87046e-15, 0, 1.5873e-14, 0, 0
0.210948, 0, 4.42754e-14, 0, 1.41421, -4.42754e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61207e-14, 0, 2.81547e-14, 0, 0
0.218813, 0, 7.86038e-14, 0, 1.41421, -7.86038e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90783e-14, 0, 4.95255e-14, 0, 0
0.226677, 0, 1.3847e-13, 0, 1.41421, -1.3847e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.20669e-14, 0, 8.64027e-14, 0, 0
0.234542, 0, 2.4207e-13, 0, 1.41421, -2.4207e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.25584e-14, 0, 1.49512e-13, 0, 0
0.242407, 0, 4.20005e-13, 0, 1.41421, -4.20005e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63377e-13, 0, 2.56628e-13, 0, 0
0.250272, 0, 7.23356e-13, 0, 1.41421, -7.23356e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86403e-13, 0, 4.36954e-13, 0, 0
0.258136, 0, 1.23674e-12, 0, 1.41421, -1.23674e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98672e-13, 0, 7.38068e-13, 0, 0
0.266001, 0, 2.09935e-12, 0, 1.41421, -2.09935e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.62521e-13, 0, 1.23683e-12, 0, 0
0.273866, 0, 3.54292e-12, 0, 1.41421, -3.54292e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48531e-12, 0, 2.05761e-12, 0, 0
0.281731, 0, 5.93004e-12, 0, 1.41421, -5.93004e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53611e-12, 0, 3.39393e-12, 0, 0
0.289596, 0, 9.85874e-12, 0, 1.41421, -9.85874e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.304e-12, 0, 5.55475e-12, 0, 0
0.29746, 0, 1.62825e-11, 0, 1.41421, -1.62825e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.2613e-12, 0, 9.0212e-12, 0, 0
0.305325, 0, 2.67198e-11, 4.2039e-44, 1.41421, -2.67198e-11, 4.2039e-44, 0, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 4.2039e-44, 1.21813e-11, 4.2039e-44, 1.45385e-11, 4.2039e-44, 4.2039e-44
0.31319, 0, 4.35756e-11, 8.14154e-43, 1.41421, -4.35756e-11, 8.14154e-43, 0, 8.14154e-43, 8.14154e-43, 8.14154e-43, 8.14154e-43, 8.14154e-43, 8.14154e-43, 8.14154e-43, 8.14154e-43, 8.14154e-43, 8.14154e-43, 8.14154e-43, 2.0324e-11, 8.14154e-43, 2.32516e-11, 8.14154e-43, 8.14154e-43
0.321055, 0, 7.06393e-11, 1.19671e-41, 1.41421, -7.06393e-11, 1.19671e-41, 0, 1.19671e-41, 1.19671e-41, 1.19671e-41, 1.19671e-41, 1.19671e-41, 1.19671e-41, 1.19671e-41, 1.19671e-41, 1.19671e-41, 1.19671e-41, 1.19671e-41, 3.37352e-11, 1.19671e-41, 3.69041e-11, 1.19671e-41, 1.19671e-41
0.328919, 0, 1.13855e-10, 1.59997e-40, 1.41421, -1.13855e-10, 1.59997e-40, 0, 1.59997e-40, 1.59997e-40, 1.59997e-40, 1.59997e-40, 1.59997e-40, 1.59997e-40, 1.59997e-40, 1.59997e-40, 1.59997e-40, 1.59997e-40, 1.59997e-40, 5.57236e-11, 1.59997e-40, 5.8131e-11, 1.59997e-40, 1.59997e-40
0.336784, 0, 1.82505e-10, 1.92392e-39, 1.41421, -1.82505e-10, 1.92392e-39, 0, 1.92392e-39, 1.92392e-39, 1.92392e-39, 1.92392e-39, 1.92392e-39, 1.92392e-39, 1.92392e-39, 1.92392e-39, 1.92392e-39, 1.92392e-39, 1.92392e-39, 9.16255e-11, 1.92392e-39, 9.08797e-11, 1.92392e-39, 1.92392e-39
0.344649, 0, 2.91042e-10, 2.0891e-38, 1.41421, -2.91042e-10, 2.0891e-38, 0, 2.0891e-38, 2.0891e-38, 2.0891e-38, 2.0891e-38, 2.0891e-38, 2.0891e-38, 2.0891e-38, 2.0891e-38, 2.0891e-38, 2.0891e-38, 2.0891e-38, 1.50025e-10, 2.0891e-38, 1.41017e-10, 2.0891e-38, 2.0891e-38
0.352514, 0, 4.6189e-10, 2.05416e-37, 1.41421, -4.6189e-10, 2.05416e-37, 0, 2.05416e-37, 2.05416e-37, 2.05416e-37, 2.05416e-37, 2.05416e-37, 2.05416e-37, 2.05416e-37, 2.05416e-37, 2.05416e-37, 2.05416e-37, 2.05416e-37, 2.44701e-10, 2.05416e-37, 2.17189e-10, 2.05416e-37, 2.05416e-37
0.360379, 0, 7.29781e-10, 1.84042e-36, 1.41421, -7.29781e-10, 1.84042e-36, 0, 1.84042e-36, 1.84042e-36, 1.84042e-36, 1.84042e-36, 1.84042e-36, 1.84042e-36, 1.84042e-36, 1.84042e-36, 1.84042e-36, 1.84042e-36, 1.84042e-36, 3.97745e-10, 1.84042e-36, 3.32036e-10, 1.84042e-36, 1.84042e-36
0.368243, 0, 1.1484e-09, 1.51018e-35, 1.41421, -1.1484e-09, 1.51018e-35, 0, 1.51018e-35, 1.51018e-35, 1.51018e-35, 1.51018e-35, 1.51018e-35, 1.51018e-35, 1.51018e-35, 1.51018e-35, 1.51018e-35, 1.51018e-35, 1.51018e-35, 6.44516e-10, 1.51018e-35, 5.03886e-10, 1.51018e-35, 1.51018e-35
0.376108, 0, 1.80069e-09, 1.13973e-34, 1.41421, -1.80069e-09, 1.13973e-34, 0, 1.13973e-34, 1.13973e-34, 1.13973e-34, 1.13973e-34, 1.13973e-34, 1.13973e-34, 1.13973e-34, 1.13973e-34, 1.13973e-34, 1.13973e-34, 1.13973e-34, 1.04159e-09, 1.13973e-34, 7.59102e-10, 1.13973e-34, 1.13973e-34
0.383973, 0, 2.8147e-09, 7.78453e-34, 1.41421, -2.8147e-09, 7.78453e-34, 0, 7.78453e-34, 7.78453e-34, 7.78453e-34, 7.78453e-34, 7.78453e-34, 7.78453e-34, 7.78453e-34, 7.78453e-34, 7.78453e-34, 7.78453e-34, 7.78453e-34, 1.67941e-09, 7.78453e-34, 1.13529e-09, 7.78453e-34, 7.78453e-34
0.391838, 0, 4.3882e-09, 5.27783e-33, 1.41421, -4.3882e-09, 5.27783e-33, 0, 5.27783e-33, 5.27783e-33, 5.27783e-33, 5.27783e-33, 5.27783e-33, 5.27783e-33, 5.27783e-33, 5.27783e-33, 5.27783e-33, 5.27783e-33, 5.27783e-33, 2.70252e-09, 5.27783e-33, 1.68568e-09, 5.27783e-33, 5.27783e-33
0.399702, 0, 6.82678e-09, 2.90475e-32, 1.41421, -6.82678e-09, 2.90475e-32, 0, 2.90475e-32, 2.90475e-32, 2.90475e-32, 2.90475e-32, 2.90475e-32, 2.90475e-32, 2.90475e-32, 2.90475e-32, 2.90475e-32, 2.90475e-32, 2.90475e-32, 4.34178e-09, 2.90475e-32, 2.485e-09, 2.90475e-32, 2.90475e-32
0.407567, 0, 1.0603e-08, 1.50936e-31, 1.41421, -1.0603e-08, 1.50936e-31, 0, 1.50936e-31, 1.50936e-31, 1.50936e-31, 1.50936e-31, 1.50936e-31, 1.50936e-31, 1.50936e-31, 1.50936e-31, 1.50936e-31, 1.50936e-31, 1.50936e-31, 6.96567e-09, 1.50936e-31, 3.63734e-09, 1.50936e-31, 1.50936e-31
