   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_498.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup
1.99569, 7.83565, 5.48758, 1.92118, 3.13618, 2.34807, 1.93009, 4.13143e-07, 1.92119, 1.92119, 1.93509, 2.02888, 1.92565, 1.99967, 1.93554, 1.92254, 2.1381, 4.97068, 1.98716, 1.92133, 1.92118, 1.92118, 1.92118, 1.92118, 1.92118, 1.92588, 1.92118, 1.92118
2.00355, 3.99278, 5.62479, 1.99289, 2.44801, -1.63201, 2.0018, 2.99401e-07, 1.9929, 1.9929, 2.00681, 2.10066, 1.99736, 2.07142, 2.00725, 1.99434, 2.21897, 5.11865, 2.03859, 1.99302, 1.99289, 1.99289, 1.99289, 1.99289, 1.99289, 1.99775, 1.99289, 1.99289
2.01141, 7.56412, 5.71791, 2.06629, 3.09259, 1.84621, 2.0752, 2.153e-07, 2.06629, 2.0663, 2.08021, 2.1741, 2.07076, 2.14484, 2.08066, 2.06784, 2.30172, 5.21654, 2.09751, 2.0664, 2.06629, 2.06629, 2.06629, 2.06629, 2.06629, 2.07133, 2.06629, 2.06629
2.01927, 5.85254, 5.76468, 2.14137, 2.80224, 0.0878654, 2.15028, 1.53598e-07, 2.14137, 2.14138, 2.1553, 2.24921, 2.14584, 2.21994, 2.15573, 2.14302, 2.38638, 5.26355, 2.1624, 2.14146, 2.14137, 2.14137, 2.14137, 2.14137, 2.14137, 2.14661, 2.14137, 2.14137
2.02713, 2.42867, 5.76594, 2.21811, 2.10444, -3.33727, 2.22702, 1.08686e-07, 2.21811, 2.21812, 2.23204, 2.32597, 2.22258, 2.29669, 2.23248, 2.21988, 2.47304, 5.26158, 2.23208, 2.21818, 2.21811, 2.21811, 2.21811, 2.21811, 2.21811, 2.22358, 2.21811, 2.21811
2.03499, 5.68976, 5.72547, 2.29651, 2.77304, -0.0357032, 2.30542, 7.62627e-08, 2.29651, 2.29652, 2.31044, 2.40439, 2.30098, 2.3751, 2.31088, 2.29841, 2.56183, 5.21514, 2.30565, 2.29657, 2.29651, 2.29651, 2.29651, 2.29651, 2.29651, 2.30224, 2.29651, 2.29651
2.04285, 2.74374, 5.64948, 2.37656, 2.17801, -2.90574, 2.38547, 5.30507e-08, 2.37656, 2.37657, 2.39049, 2.48444, 2.38103, 2.45516, 2.39093, 2.3786, 2.65299, 5.13086, 2.38245, 2.37661, 2.37656, 2.37656, 2.37656, 2.37656, 2.37656, 2.38258, 2.37656, 2.37656
2.05071, 7.23698, 5.54617, 2.45824, 3.03924, 1.69081, 2.46716, 3.65773e-08, 2.45824, 2.45825, 2.47218, 2.56613, 2.46271, 2.53684, 2.47261, 2.46043, 2.74694, 5.01696, 2.46199, 2.45828, 2.45824, 2.45824, 2.45824, 2.45824, 2.45824, 2.46458, 2.45824, 2.45824
2.05857, 5.87665, 5.42502, 2.54155, 2.80654, 0.451628, 2.55047, 2.49892e-08, 2.54156, 2.54156, 2.55549, 2.64945, 2.54602, 2.62016, 2.55592, 2.54389, 2.84434, 4.88262, 2.5439, 2.54159, 2.54155, 2.54155, 2.54155, 2.54155, 2.54155, 2.54825, 2.54155, 2.54155
2.06644, 5.54975, 5.29631, 2.62648, 2.74768, 0.253443, 2.6354, 1.69127e-08, 2.62649, 2.62649, 2.64042, 2.73438, 2.63095, 2.70509, 2.64086, 2.62899, 2.9463, 4.73723, 2.62793, 2.62651, 2.62648, 2.62648, 2.62648, 2.62648, 2.62648, 2.63356, 2.62648, 2.62648
2.0743, 6.09667, 5.17056, 2.71302, 2.84546, 0.92611, 2.72194, 1.13368e-08, 2.71303, 2.71303, 2.72696, 2.82092, 2.71749, 2.79163, 2.72739, 2.7157, 3.05449, 4.58981, 2.7139, 2.71305, 2.71302, 2.71302, 2.71302, 2.71302, 2.71302, 2.72052, 2.71302, 2.71302
2.08216, 4.98778, 5.05828, 2.80115, 2.64344, -0.0705047, 2.81008, 7.52477e-09, 2.80115, 2.80116, 2.81509, 2.90905, 2.80562, 2.87976, 2.81552, 2.80401, 3.17149, 4.44837, 2.80167, 2.80117, 2.80115, 2.80115, 2.80115, 2.80115, 2.80115, 2.8091, 2.80115, 2.80115
2.09002, 8.34659, 4.9699, 2.89087, 3.21661, 3.37669, 2.89981, 4.94421e-09, 2.89087, 2.89088, 2.90481, 2.99877, 2.89534, 2.96948, 2.90524, 2.89392, 3.30117, 4.31957, 2.89118, 2.89089, 2.89087, 2.89087, 2.89087, 2.89087, 2.89087, 2.89931, 2.89087, 2.89087
2.09788, 7.45035, 4.91601, 2.98216, 3.07414, 2.53434, 2.99111, 3.21526e-09, 2.98217, 2.98217, 2.9961, 3.09006, 2.98663, 3.06077, 2.99653, 2.9854, 3.44909, 4.20846, 2.98234, 2.98218, 2.98216, 2.98216, 2.98216, 2.98216, 2.98216, 2.99112, 2.98216, 2.98216
2.10574, 3.08231, 4.90785, 3.07502, 2.2544, -1.82554, 3.08398, 2.06902e-09, 3.07502, 3.07503, 3.08895, 3.18292, 3.07949, 3.15362, 3.08939, 3.07846, 3.62315, 4.11839, 3.07512, 3.07503, 3.07502, 3.07502, 3.07502, 3.07502, 3.07502, 3.08453, 3.07502, 3.07502
2.1136, 5.91288, 4.95807, 3.16943, 2.81298, 0.954805, 3.17841, 1.31737e-09, 3.16943, 3.16943, 3.18336, 3.27733, 3.1739, 3.24803, 3.1838, 3.17308, 3.83429, 4.05109, 3.16948, 3.16943, 3.16943, 3.16943, 3.16943, 3.16943, 3.16943, 3.17953, 3.16943, 3.16943
2.12146, 3.46004, 5.0817, 3.26538, 2.33667, -1.62166, 3.27438, 8.29578e-10, 3.26538, 3.26538, 3.27931, 3.37328, 3.26985, 3.34398, 3.27975, 3.26925, 4.09722, 4.00689, 3.26541, 3.26538, 3.26538, 3.26538, 3.26538, 3.26538, 3.26538, 3.27612, 3.26538, 3.26538
2.12932, 8.21095, 5.29718, 3.36286, 3.19546, 2.91377, 3.37191, 5.16636e-10, 3.36286, 3.36287, 3.3768, 3.47076, 3.36733, 3.44147, 3.37723, 3.36696, 4.43119, 3.98495, 3.36288, 3.36287, 3.36286, 3.36286, 3.36286, 3.36286, 3.36286, 3.37429, 3.36286, 3.36286
2.13718, 3.32176, 5.62735, 3.46187, 2.30689, -2.30559, 3.47096, 3.18146e-10, 3.46187, 3.46188, 3.4758, 3.56977, 3.46634, 3.54047, 3.47624, 3.4662, 4.8607, 3.9836, 3.46188, 3.46187, 3.46187, 3.46187, 3.46187, 3.46187, 3.46187, 3.47404, 3.46187, 3.46187
2.14504, 7.64907, 6.10029, 3.56238, 3.1063, 1.54878, 3.57154, 1.93687e-10, 3.56239, 3.56239, 3.57632, 3.67028, 3.56685, 3.64099, 3.57676, 3.56696, 5.41602, 4.00064, 3.56239, 3.56239, 3.56238, 3.56238, 3.56238, 3.56238, 3.56238, 3.57537, 3.56238, 3.56238
2.15291, 7.98577, 6.74976, 3.66441, 3.16003, 1.23601, 3.67364, 1.16557e-10, 3.66441, 3.66441, 3.67834, 3.77231, 3.66888, 3.74301, 3.67878, 3.66923, 6.1333, 4.03362, 3.66441, 3.66441, 3.66441, 3.66441, 3.66441, 3.66441, 3.66441, 3.67829, 3.66441, 3.66441
2.16077, 10.9344, 7.61491, 3.76792, 3.59644, 3.31945, 3.77726, 6.9324e-11, 3.76792, 3.76792, 3.78185, 3.87582, 3.77239, 3.84652, 3.78229, 3.77299, 7.0541, 4.0801, 3.76792, 3.76792, 3.76792, 3.76792, 3.76792, 3.76792, 3.76792, 3.78281, 3.76792, 3.76792
2.16863, 4.9904, 8.73951, 3.87291, 2.64394, -3.74911, 3.88238, 4.07441e-11, 3.87291, 3.87292, 3.88685, 3.98081, 3.87738, 3.95152, 3.88728, 3.87825, 8.22444, 4.13781, 3.87291, 3.87291, 3.87291, 3.87291, 3.87291, 3.87291, 3.87291, 3.88897, 3.87291, 3.87291
2.17649, 11.0732, 10.1698, 3.97937, 3.61569, 0.903392, 3.98901, 2.36602e-11, 3.97937, 3.97938, 3.99331, 4.08727, 3.98384, 4.05798, 3.99374, 3.98497, 9.69251, 4.20474, 3.97937, 3.97937, 3.97937, 3.97937, 3.97937, 3.97937, 3.97937, 3.9968, 3.97937, 3.97937
2.18435, 11.4987, 11.952, 4.08729, 3.67405, -0.453391, 4.09712, 1.35731e-11, 4.08729, 4.0873, 4.10123, 4.19519, 4.09176, 4.1659, 4.10166, 4.09317, 11.506, 4.27925, 4.08729, 4.08729, 4.08729, 4.08729, 4.08729, 4.08729, 4.08729, 4.10635, 4.08729, 4.08729
2.19221, 16.5896, 14.1279, 4.19665, 4.31156, 2.46169, 4.20672, 7.69064e-12, 4.19665, 4.19666, 4.21059, 4.30455, 4.20112, 4.27526, 4.21102, 4.2028, 13.7079, 4.36002, 4.19665, 4.19665, 4.19665, 4.19665, 4.19665, 4.19665, 4.19665, 4.2177, 4.19665, 4.19665
2.20007, 20.9344, 16.7303, 4.30744, 4.78899, 4.20412, 4.31779, 4.3034e-12, 4.30745, 4.30745, 4.32138, 4.41534, 4.31191, 4.38605, 4.32181, 4.31388, 16.3321, 4.44607, 4.30744, 4.30744, 4.30744, 4.30744, 4.30744, 4.30744, 4.30744, 4.33092, 4.30744, 4.30744
2.20793, 20.966, 19.7778, 4.41964, 4.79228, 1.18815, 4.43033, 2.37737e-12, 4.41965, 4.41965, 4.43358, 4.52754, 4.42411, 4.49825, 4.43401, 4.42637, 19.3976, 4.53668, 4.41964, 4.41964, 4.41964, 4.41964, 4.41964, 4.41964, 4.41964, 4.44614, 4.41964, 4.41964
2.21579, 33.0529, 23.2692, 4.53324, 5.92055, 9.78364, 4.54431, 1.2965e-12, 4.53324, 4.53325, 4.54717, 4.64114, 4.53771, 4.61185, 4.54761, 4.54026, 22.9035, 4.63135, 4.53324, 4.53324, 4.53324, 4.53324, 4.53324, 4.53324, 4.53324, 4.56348, 4.53324, 4.53324
2.22365, 27.9293, 27.1791, 4.64822, 5.47076, 0.750193, 4.65974, 6.97524e-13, 4.64822, 4.64823, 4.66215, 4.75612, 4.65269, 4.72682, 4.66259, 4.65554, 26.8245, 4.72973, 4.64822, 4.64822, 4.64822, 4.64822, 4.64822, 4.64822, 4.64822, 4.68311, 4.64822, 4.64822
2.23152, 32.9168, 31.4531, 4.76455, 5.90905, 1.46369, 4.77658, 3.69983e-13, 4.76455, 4.76456, 4.77848, 4.87245, 4.76902, 4.84315, 4.77892, 4.77217, 31.1065, 4.83158, 4.76455, 4.76455, 4.76455, 4.76455, 4.76455, 4.76455, 4.76455, 4.80517, 4.76455, 4.76455
2.23938, 45.9965, 36.0071, 4.88222, 6.92795, 9.98935, 4.89483, 1.93395e-13, 4.88222, 4.88222, 4.89615, 4.99012, 4.88669, 4.96082, 4.89659, 4.89015, 35.6652, 4.9367, 4.88222, 4.88222, 4.88222, 4.88222, 4.88222, 4.88222, 4.88222, 4.92986, 4.88222, 4.88222
2.24724, 51.9209, 40.7274, 5.0012, 7.34308, 11.1934, 5.01446, 9.94076e-14, 5.0012, 5.00121, 5.01514, 5.1091, 5.00567, 5.07981, 5.01557, 5.00945, 40.3867, 5.04493, 5.0012, 5.0012, 5.0012, 5.0012, 5.0012, 5.0012, 5.0012, 5.05735, 5.0012, 5.0012
2.2551, 43.9341, 45.474, 5.12148, 6.77747, -1.53997, 5.13546, 5.01166e-14, 5.12148, 5.12149, 5.13542, 5.22938, 5.12595, 5.20009, 5.13585, 5.13005, 45.1313, 5.15611, 5.12148, 5.12148, 5.12148, 5.12148, 5.12148, 5.12148, 5.12148, 5.18778, 5.12148, 5.12148
2.26296, 57.4144, 50.0866, 5.24302, 7.70807, 7.32778, 5.2578, 2.47359e-14, 5.24303, 5.24303, 5.25696, 5.35092, 5.2475, 5.32163, 5.2574, 5.25192, 49.7383, 5.27008, 5.24302, 5.24302, 5.24302, 5.24302, 5.24302, 5.24302, 5.24302, 5.32129, 5.24302, 5.24302
2.27082, 56.4324, 54.3933, 5.36581, 7.64411, 2.03909, 5.38145, 1.18754e-14, 5.36581, 5.36582, 5.37975, 5.47371, 5.37028, 5.44442, 5.38018, 5.37504, 54.0362, 5.38663, 5.36581, 5.36581, 5.36581, 5.36581, 5.36581, 5.36581, 5.36581, 5.45792, 5.36581, 5.36581
2.27868, 56.3969, 58.2227, 5.48982, 7.64179, -1.82573, 5.50639, 5.50543e-15, 5.48982, 5.48983, 5.50375, 5.59772, 5.49429, 5.56843, 5.50419, 5.49938, 57.8536, 5.50561, 5.48982, 5.48982, 5.48982, 5.48982, 5.48982, 5.48982, 5.48982, 5.59769, 5.48982, 5.48982
2.28654, 53.9983, 61.4135, 5.61501, 7.4832, -7.41516, 5.6326, 2.4634e-15, 5.61501, 5.61502, 5.62895, 5.72291, 5.61948, 5.69362, 5.62938, 5.62491, 61.0294, 5.62681, 5.61501, 5.61501, 5.61501, 5.61501, 5.61501, 5.61501, 5.61501, 5.74047, 5.61501, 5.61501
2.2944, 56.9038, 63.8281, 5.74136, 7.67488, -6.92437, 5.76003, 1.04746e-15, 5.74137, 5.74137, 5.7553, 5.84926, 5.74584, 5.81997, 5.75574, 5.75161, 63.4265, 5.75005, 5.74136, 5.74136, 5.74136, 5.74136, 5.74136, 5.74136, 5.74136, 5.88607, 5.74136, 5.74136
2.30226, 58.5199, 65.3627, 5.86883, 7.77945, -6.84277, 5.88865, 4.1788e-16, 5.86883, 5.86884, 5.88276, 5.97673, 5.8733, 5.94744, 5.8832, 5.87943, 64.9413, 5.87513, 5.86883, 5.86883, 5.86883, 5.86883, 5.86883, 5.86883, 5.86883, 6.03413, 5.86883, 5.86883
2.31012, 64.8201, 65.9552, 5.99738, 8.17435, -1.13515, 6.01842, 1.53744e-16, 5.99739, 5.99739, 6.01132, 6.10528, 6.00185, 6.07599, 6.01175, 6.00834, 65.5126, 6.00188, 5.99738, 5.99738, 5.99738, 5.99738, 5.99738, 5.99738, 5.99738, 6.18421, 5.99738, 5.99738
2.31799, 61.497, 65.5906, 6.12698, 7.9685, -4.09356, 6.14931, 5.38667e-17, 6.12698, 6.12699, 6.14091, 6.23488, 6.13145, 6.20559, 6.14135, 6.1383, 65.1257, 6.13014, 6.12698, 6.12698, 6.12698, 6.12698, 6.12698, 6.12698, 6.12698, 6.33577, 6.12698, 6.12698
2.32585, 44.5093, 64.3016, 6.25756, 6.81978, -19.7923, 6.28124, 1.72122e-17, 6.25756, 6.25757, 6.2715, 6.36546, 6.26203, 6.33617, 6.27193, 6.26926, 63.8142, 6.25975, 6.25756, 6.25756, 6.25756, 6.25756, 6.25756, 6.25756, 6.25756, 6.48814, 6.25756, 6.25756
2.33371, 55.0519, 62.1663, 6.38909, 7.55327, -7.11443, 6.41418, 4.9138e-18, 6.38909, 6.3891, 6.40302, 6.49699, 6.39356, 6.4677, 6.40346, 6.40118, 61.6568, 6.39058, 6.38909, 6.38909, 6.38909, 6.38909, 6.38909, 6.38909, 6.38909, 6.64062, 6.38909, 6.38909
2.34157, 56.0125, 59.3016, 6.5215, 7.61659, -3.28912, 6.54806, 1.2029e-18, 6.5215, 6.52151, 6.53544, 6.6294, 6.52597, 6.60011, 6.53587, 6.53401, 58.7713, 6.5225, 6.5215, 6.5215, 6.5215, 6.5215, 6.5215, 6.5215, 6.5215, 6.7925, 6.5215, 6.5215
2.34943, 51.294, 55.8539, 6.65473, 7.30027, -4.55984, 6.68282, 2.91398e-19, 6.65474, 6.65474, 6.66867, 6.76263, 6.6592, 6.73334, 6.6691, 6.6677, 55.3045, 6.65539, 6.65473, 6.65473, 6.65473, 6.65473, 6.65473, 6.65473, 6.65473, 6.94307, 6.65473, 6.65473
2.35729, 52.7579, 51.9879, 6.78871, 7.39986, 0.769951, 6.81838, 6.33223e-20, 6.78871, 6.78872, 6.80264, 6.89661, 6.79318, 6.86731, 6.80308, 6.80221, 51.422, 6.78914, 6.78871, 6.78871, 6.78871, 6.78871, 6.78871, 6.78871, 6.78871, 7.09168, 6.78871, 6.78871
2.36515, 51.7436, 47.8749, 6.92336, 7.331, 3.86865, 6.95467, 1.2244e-20, 6.92336, 6.92337, 6.9373, 7.03126, 6.92783, 7.00197, 6.93773, 6.93751, 47.2954, 6.92364, 6.92336, 6.92336, 6.92336, 6.92336, 6.92336, 6.92336, 6.92336, 7.23783, 6.92336, 6.92336
2.37301, 52.1098, 43.6809, 7.05862, 7.35594, 8.42887, 7.09162, 2.0725e-21, 7.05863, 7.05863, 7.07256, 7.16652, 7.06309, 7.13723, 7.073, 7.07359, 43.091, 7.0588, 7.05862, 7.05862, 7.05862, 7.05862, 7.05862, 7.05862, 7.05862, 7.38114, 7.05862, 7.05862
2.38087, 39.7099, 39.5574, 7.1944, 6.45832, 0.152447, 7.22914, 2.92063e-22, 7.19441, 7.19441, 7.20834, 7.3023, 7.19887, 7.27301, 7.20878, 7.21047, 38.9603, 7.19451, 7.1944, 7.1944, 7.1944, 7.1944, 7.1944, 7.1944, 7.1944, 7.52137, 7.1944, 7.1944
2.38873, 32.7574, 35.6325, 7.33064, 5.89554, -2.87509, 7.36717, 2.68779e-23, 7.33064, 7.33065, 7.34457, 7.43854, 7.33511, 7.40925, 7.34501, 7.34824, 35.0311, 7.3307, 7.33064, 7.33064, 7.33064, 7.33064, 7.33064, 7.33064, 7.33064, 7.65852, 7.33064, 7.33064
2.3966, 36.2293, 32.0067, 7.46725, 6.18298, 4.22257, 7.50562, 2.09127e-24, 7.46726, 7.46726, 7.48119, 7.57515, 7.47172, 7.54586, 7.48163, 7.48706, 31.4037, 7.46729, 7.46725, 7.46725, 7.46725, 7.46725, 7.46725, 7.46725, 7.46725, 7.79272, 7.46725, 7.46725
2.40446, 38.8955, 28.7497, 7.6042, 6.39496, 10.1458, 7.64445, 2.41182e-26, 7.6042, 7.6042, 7.61813, 7.7121, 7.60867, 7.6828, 7.61857, 7.62719, 28.147, 7.60422, 7.6042, 7.6042, 7.6042, 7.6042, 7.6042, 7.6042, 7.6042, 7.92431, 7.6042, 7.6042
2.41232, 28.7665, 25.9015, 7.74141, 5.54676, 2.86505, 7.7836, 0, 7.74141, 7.74142, 7.75534, 7.84931, 7.74588, 7.82001, 7.75579, 7.76904, 25.3, 7.74142, 7.74141, 7.74141, 7.74141, 7.74141, 7.74141, 7.74141, 7.74141, 8.05372, 7.74141, 7.74141
2.42018, 29.6264, 23.4741, 7.87886, 5.62373, 6.15228, 7.92304, 0, 7.87886, 7.87887, 7.89279, 7.98676, 7.88333, 7.95747, 7.89325, 7.91321, 22.8736, 7.87887, 7.87886, 7.87886, 7.87886, 7.87886, 7.87886, 7.87886, 7.87886, 8.18156, 7.87886, 7.87886
2.42804, 33.6406, 21.4565, 8.01653, 5.96997, 12.184, 8.06274, 0, 8.01653, 8.01654, 8.03047, 8.12443, 8.021, 8.09514, 8.03093, 8.06052, 20.855, 8.01653, 8.01653, 8.01653, 8.01653, 8.01653, 8.01653, 8.01653, 8.01653, 8.30849, 8.01653, 8.01653
2.4359, 24.4191, 19.8193, 8.15442, 5.13995, 4.59976, 8.20272, 0, 8.15443, 8.15443, 8.16836, 8.26232, 8.1589, 8.23303, 8.16884, 8.21208, 19.2132, 8.15443, 8.15442, 8.15442, 8.15442, 8.15442, 8.15442, 8.15442, 8.15442, 8.43526, 8.15442, 8.15442
2.44376, 21.7827, 18.5206, 8.29256, 4.87675, 3.26202, 8.34298, 0, 8.29256, 8.29257, 8.3065, 8.40046, 8.29703, 8.37117, 8.307, 8.36932, 17.904, 8.29256, 8.29256, 8.29256, 8.29256, 8.29256, 8.29256, 8.29256, 8.29256, 8.56268, 8.29256, 8.29256
2.45162, 27.2967, 17.512, 8.43097, 5.41265, 9.78473, 8.48357, 0, 8.43098, 8.43098, 8.44491, 8.53887, 8.43544, 8.50958, 8.44545, 8.534, 16.8763, 8.43097, 8.43097, 8.43097, 8.43097, 8.43097, 8.43097, 8.43097, 8.43097, 8.69164, 8.43097, 8.43097
2.45948, 22.5466, 16.743, 8.56971, 4.95445, 5.80356, 8.62453, 0, 8.56971, 8.56972, 8.58364, 8.67761, 8.57418, 8.64832, 8.58424, 8.70823, 16.0768, 8.56971, 8.56971, 8.56971, 8.56971, 8.56971, 8.56971, 8.56971, 8.56971, 8.82312, 8.56971, 8.56971
2.46734, 21.2575, 16.1658, 8.70884, 4.8226, 5.09175, 8.76593, 0, 8.70884, 8.70885, 8.72278, 8.81674, 8.71331, 8.78745, 8.72346, 8.8945, 15.454, 8.70884, 8.70884, 8.70884, 8.70884, 8.70884, 8.70884, 8.70884, 8.70884, 8.95831, 8.70884, 8.70884
2.4752, 17.709, 15.7378, 8.84844, 4.43948, 1.97116, 8.90784, 0, 8.84844, 8.84845, 8.86238, 8.95634, 8.85291, 8.92705, 8.86318, 9.09554, 14.9615, 8.84844, 8.84844, 8.84844, 8.84844, 8.84844, 8.84844, 8.84844, 8.84844, 9.09863, 8.84844, 8.84844
2.48307, 21.5565, 15.4246, 8.98858, 4.8535, 6.13187, 9.05034, 0, 8.98859, 8.98859, 9.00252, 9.09648, 8.99305, 9.06719, 9.0035, 9.31429, 14.56, 8.98858, 8.98858, 8.98858, 8.98858, 8.98858, 8.98858, 8.98858, 8.98858, 9.24593, 8.98858, 8.98858
2.49093, 19.8339, 15.2001, 9.12933, 4.67268, 4.63379, 9.19349, 0, 9.12933, 9.12934, 9.14327, 9.23723, 9.1338, 9.20794, 9.1445, 9.55367, 14.2183, 9.12933, 9.12933, 9.12933, 9.12933, 9.12933, 9.12933, 9.12933, 9.12933, 9.40255, 9.12933, 9.12933
2.49879, 16.4025, 15.0473, 9.27078, 4.28981, 1.3552, 9.33737, 0, 9.27078, 9.27078, 9.28471, 9.37868, 9.27525, 9.34938, 9.28629, 9.81647, 13.9137, 9.27078, 9.27078, 9.27078, 9.27078, 9.27078, 9.27078, 9.27078, 9.27078, 9.57163, 9.27078, 9.27078
2.50665, 15.3009, 14.9572, 9.41297, 4.15944, 0.343764, 9.48206, 0, 9.41298, 9.41298, 9.42691, 9.52087, 9.41744, 9.49158, 9.42898, 10.105, 13.6309, 9.41297, 9.41297, 9.41297, 9.41297, 9.41297, 9.41297, 9.41297, 9.41297, 9.75715, 9.41297, 9.41297
2.51451, 16.0727, 14.928, 9.55596, 4.2512, 1.14476, 9.62757, 0, 9.55596, 9.55597, 9.5699, 9.66386, 9.56043, 9.63457, 9.57265, 10.4208, 13.3617, 9.55596, 9.55596, 9.55596, 9.55596, 9.55596, 9.55596, 9.55596, 9.55596, 9.96421, 9.55596, 9.55596
2.52237, 13.3902, 14.9635, 9.69976, 3.92304, -1.57325, 9.77394, 0, 9.69976, 9.69977, 9.71369, 9.80766, 9.70423, 9.77837, 9.71738, 10.7644, 13.1028, 9.69976, 9.69976, 9.69976, 9.69976, 9.69976, 9.69976, 9.69976, 9.69976, 10.1991, 9.69976, 9.69976
2.53023, 15.7375, 15.0713, 9.84441, 4.21159, 0.666169, 9.9212, 0, 9.84441, 9.84442, 9.85835, 9.95231, 9.84888, 9.92302, 9.86329, 11.135, 12.8552, 9.84441, 9.84441, 9.84441, 9.84441, 9.84441, 9.84441, 9.84441, 9.84441, 10.4694, 9.84441, 9.84441
2.53809, 10.1609, 15.2614, 9.9899, 3.48725, -5.10046, 10.0693, 0, 9.98991, 9.98991, 10.0038, 10.0978, 9.99437, 10.0685, 10.0105, 11.5301, 12.6221, 9.9899, 9.9899, 9.9899, 9.9899, 9.9899, 9.9899, 9.9899, 9.9899, 10.7841, 9.9899, 9.9899
2.54595, 18.8002, 15.5443, 10.1362, 4.56072, 3.2559, 10.2183, 0, 10.1362, 10.1362, 10.1501, 10.2441, 10.1407, 10.2148, 10.159, 11.9457, 12.408, 10.1362, 10.1362, 10.1362, 10.1362, 10.1362, 10.1362, 10.1362, 10.1362, 11.1531, 10.1362, 10.1362
2.55381, 17.9809, 15.9297, 10.2833, 4.47, 2.05123, 10.3681, 0, 10.2833, 10.2833, 10.2972, 10.3912, 10.2878, 10.3619, 10.3091, 12.3758, 12.2178, 10.2833, 10.2833, 10.2833, 10.2833, 10.2833, 10.2833, 10.2833, 10.2833, 11.5871, 10.2833, 10.2833
2.56168, 19.3831, 16.4256, 10.4312, 4.62419, 2.95753, 10.5187, 0, 10.4312, 10.4312, 10.4451, 10.5391, 10.4356, 10.5098, 10.4609, 12.8129, 12.0554, 10.4312, 10.4312, 10.4312, 10.4312, 10.4312, 10.4312, 10.4312, 10.4312, 12.0973, 10.4312, 10.4312
2.56954, 14.9785, 17.0369, 10.5797, 4.1205, -2.05834, 10.6701, 0, 10.5797, 10.5797, 10.5936, 10.6876, 10.5842, 10.6583, 10.6147, 13.2479, 11.924, 10.5797, 10.5797, 10.5797, 10.5797, 10.5797, 10.5797, 10.5797, 10.5797, 12.6941, 10.5797, 10.5797
2.5774, 17.9666, 17.7649, 10.7289, 4.4684, 0.201735, 10.8221, 0, 10.7289, 10.7289, 10.7428, 10.8368, 10.7334, 10.8075, 10.7706, 13.6709, 11.8254, 10.7289, 10.7289, 10.7289, 10.7289, 10.7289, 10.7289, 10.7289, 10.7289, 13.3865, 10.7289, 10.7289
2.58526, 21.385, 18.6067, 10.8787, 4.8358, 2.77827, 10.9747, 0, 10.8787, 10.8787, 10.8926, 10.9866, 10.8831, 10.9573, 10.9291, 14.0716, 11.7599, 10.8787, 10.8787, 10.8787, 10.8787, 10.8787, 10.8787, 10.8787, 10.8787, 14.1812, 10.8787, 10.8787
2.59312, 16.762, 19.5549, 11.029, 4.33152, -2.79288, 11.1279, 0, 11.029, 11.029, 11.0429, 11.1369, 11.0334, 11.1076, 11.0907, 14.4396, 11.7267, 11.029, 11.029, 11.029, 11.029, 11.029, 11.029, 11.029, 11.029, 15.0809, 11.029, 11.029
2.60098, 22.5324, 20.597, 11.1797, 4.95302, 1.93539, 11.2816, 0, 11.1797, 11.1797, 11.1937, 11.2876, 11.1842, 11.2583, 11.2558, 14.7659, 11.7241, 11.1797, 11.1797, 11.1797, 11.1797, 11.1797, 11.1797, 11.1797, 11.1797, 16.0837, 11.1797, 11.1797
2.60884, 23.2453, 21.7157, 11.3309, 5.02447, 1.52958, 11.4357, 0, 11.3309, 11.3309, 11.3448, 11.4388, 11.3354, 11.4095, 11.4251, 15.0426, 11.7492, 11.3309, 11.3309, 11.3309, 11.3309, 11.3309, 11.3309, 11.3309, 11.3309, 17.1818, 11.3309, 11.3309
2.6167, 27.2925, 22.889, 11.4824, 5.41225, 4.40344, 11.5903, 0, 11.4824, 11.4825, 11.4964, 11.5903, 11.4869, 11.561, 11.5994, 15.2641, 11.7991, 11.4824, 11.4824, 11.4824, 11.4824, 11.4824, 11.4824, 11.4824, 11.4824, 18.361, 11.4824, 11.4824
2.62456, 21.5801, 24.0905, 11.6343, 4.85593, -2.51044, 11.7451, 0, 11.6343, 11.6343, 11.6482, 11.7422, 11.6388, 11.7129, 11.7795, 15.4275, 11.8705, 11.6343, 11.6343, 11.6343, 11.6343, 11.6343, 11.6343, 11.6343, 11.6343, 19.6002, 11.6343, 11.6343
2.63242, 31.4433, 25.2899, 11.7864, 5.78302, 6.15343, 11.9003, 0, 11.7864, 11.7864, 11.8003, 11.8943, 11.7909, 11.865, 11.966, 15.5323, 11.9599, 11.7864, 11.7864, 11.7864, 11.7864, 11.7864, 11.7864, 11.7864, 11.7864, 20.8719, 11.7864, 11.7864
