   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_498.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_L_coh, Rh_K_inc, Pileup
0.0854746, 0, 9.96624e-20, 0, 1.41421, -9.96624e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22085e-21, 0, 0, 2.70261e-24, 0, 2.86209e-20, 6.98179e-20, 0, 0
0.0933355, 0, 2.19346e-19, 0, 1.41421, -2.19346e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67243e-21, 0, 0, 5.99225e-24, 0, 6.38368e-20, 1.52831e-19, 0, 0
0.101197, 0, 4.76678e-19, 0, 1.41421, -4.76678e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.77597e-21, 0, 0, 1.31232e-23, 0, 1.40572e-19, 3.30317e-19, 0, 0
0.109057, 0, 1.02313e-18, 0, 1.41421, -1.02313e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.23295e-20, 0, 0, 2.83925e-23, 0, 3.05673e-19, 7.05103e-19, 0, 0
0.116918, 0, 2.16984e-18, 0, 1.41421, -2.16984e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60039e-20, 0, 0, 6.07093e-23, 0, 6.56661e-19, 1.48711e-18, 0, 0
0.124779, 0, 4.54846e-18, 0, 1.41421, -4.54846e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.42057e-20, 0, 0, 1.28336e-22, 0, 1.3942e-18, 3.09992e-18, 0, 0
0.13264, 0, 9.58683e-18, 0, 1.41421, -9.58683e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13446e-19, 0, 0, 2.73462e-22, 0, 2.98537e-18, 6.48774e-18, 0, 0
0.140501, 0, 1.96159e-17, 0, 1.41421, -1.96159e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.30804e-19, 0, 0, 5.64433e-22, 0, 6.18533e-18, 1.31992e-17, 0, 0
0.148362, 0, 3.97153e-17, 0, 1.41421, -3.97153e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.64578e-19, 0, 0, 1.153e-21, 0, 1.26812e-17, 2.65684e-17, 0, 0
0.156223, 0, 7.95831e-17, 0, 1.41421, -7.95831e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.25398e-19, 0, 0, 2.33156e-21, 0, 2.57336e-17, 5.29218e-17, 0, 0
0.164084, 0, 1.57867e-16, 0, 1.41421, -1.57867e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82446e-18, 0, 0, 4.66821e-21, 0, 5.17001e-17, 1.04337e-16, 0, 0
0.171945, 0, 3.10064e-16, 0, 1.41421, -3.10064e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56084e-18, 0, 0, 9.256e-21, 0, 1.02856e-16, 2.03638e-16, 0, 0
0.179806, 0, 6.03092e-16, 0, 1.41421, -6.03092e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.88103e-18, 0, 0, 1.81778e-20, 0, 2.02678e-16, 3.93515e-16, 0, 0
0.187667, 0, 1.16188e-15, 0, 1.41421, -1.16188e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31675e-17, 0, 0, 3.53649e-20, 0, 3.95647e-16, 7.53028e-16, 0, 0
0.195528, 0, 2.21745e-15, 0, 1.41421, -2.21745e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49552e-17, 0, 0, 6.81686e-20, 0, 7.65273e-16, 1.42715e-15, 0, 0
0.203389, 0, 4.19302e-15, 0, 1.41421, -4.19302e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.68468e-17, 0, 0, 1.30208e-19, 0, 1.46693e-15, 2.67911e-15, 0, 0
0.21125, 0, 7.85679e-15, 0, 1.41421, -7.85679e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.71194e-17, 0, 0, 2.46492e-19, 0, 2.78718e-15, 4.98225e-15, 0, 0
0.219111, 0, 1.45904e-14, 0, 1.41421, -1.45904e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60513e-16, 0, 0, 4.62529e-19, 0, 5.2499e-15, 9.17955e-15, 0, 0
0.226972, 0, 2.68567e-14, 0, 1.41421, -2.68567e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9303e-16, 0, 0, 8.60411e-19, 0, 9.80483e-15, 1.6758e-14, 0, 0
0.234833, 0, 4.90069e-14, 0, 1.41421, -4.90069e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.30102e-16, 0, 0, 1.58695e-18, 0, 1.81593e-14, 3.03159e-14, 0, 0
0.242694, 0, 8.86611e-14, 0, 1.41421, -8.86611e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.50369e-16, 0, 0, 2.9025e-18, 0, 3.33576e-14, 5.43503e-14, 0, 0
0.250555, 0, 1.59051e-13, 0, 1.41421, -1.59051e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68867e-15, 0, 0, 5.26495e-18, 0, 6.07842e-14, 9.65724e-14, 0, 0
0.258416, 0, 2.82955e-13, 0, 1.41421, -2.82955e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97411e-15, 0, 0, 9.47326e-18, 0, 1.0989e-13, 1.70082e-13, 0, 0
0.266277, 0, 4.99279e-13, 0, 1.41421, -4.99279e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19223e-15, 0, 0, 1.69105e-17, 0, 1.97144e-13, 2.96926e-13, 0, 0
0.274138, 0, 8.73898e-13, 0, 1.41421, -8.73898e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.98605e-15, 0, 0, 2.99533e-17, 0, 3.51013e-13, 5.13869e-13, 0, 0
0.281998, 0, 1.5175e-12, 0, 1.41421, -1.5175e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54181e-14, 0, 0, 5.26562e-17, 0, 6.20374e-13, 8.81652e-13, 0, 0
0.289859, 0, 2.61461e-12, 0, 1.41421, -2.61461e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62281e-14, 0, 0, 9.18895e-17, 0, 1.08856e-12, 1.49972e-12, 0, 0
0.29772, 0, 4.47054e-12, 0, 1.41421, -4.47054e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4239e-14, 0, 0, 1.59225e-16, 0, 1.89674e-12, 2.5294e-12, 0, 0
0.305581, 0, 7.58677e-12, 0, 1.41421, -7.58677e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.39897e-14, 0, 0, 2.74032e-16, 0, 3.28249e-12, 4.23001e-12, 0, 0
0.313442, 0, 1.27812e-11, 0, 1.41421, -1.27812e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22713e-13, 0, 0, 4.68565e-16, 0, 5.64344e-12, 7.01462e-12, 0, 0
0.321303, 0, 2.13794e-11, 7.00649e-44, 1.41421, -2.13794e-11, 7.00649e-44, 0, 7.00649e-44, 7.00649e-44, 7.00649e-44, 7.00649e-44, 7.00649e-44, 7.00649e-44, 7.00649e-44, 7.00649e-44, 7.00649e-44, 7.00649e-44, 7.00649e-44, 2.01832e-13, 7.00649e-44, 7.00649e-44, 7.96297e-16, 7.00649e-44, 9.64141e-12, 1.15353e-11, 7.00649e-44, 7.00649e-44
0.329164, 0, 3.55152e-11, 1.38869e-42, 1.41421, -3.55152e-11, 1.38869e-42, 0, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 1.38869e-42, 3.29226e-13, 1.38869e-42, 1.38869e-42, 1.3455e-15, 1.38869e-42, 1.63725e-11, 1.88122e-11, 1.38869e-42, 1.38869e-42
0.337025, 0, 5.86053e-11, 2.04323e-41, 1.41421, -5.86053e-11, 2.04323e-41, 0, 2.04323e-41, 2.04323e-41, 2.04323e-41, 2.04323e-41, 2.04323e-41, 2.04323e-41, 2.04323e-41, 2.04323e-41, 2.04323e-41, 2.04323e-41, 2.04323e-41, 5.32634e-13, 2.04323e-41, 2.04323e-41, 2.26147e-15, 2.04323e-41, 2.76439e-11, 3.04266e-11, 2.04323e-41, 2.04323e-41
0.344886, 0, 9.60912e-11, 2.7318e-40, 1.41421, -9.60912e-11, 2.7318e-40, 0, 2.7318e-40, 2.7318e-40, 2.7318e-40, 2.7318e-40, 2.7318e-40, 2.7318e-40, 2.7318e-40, 2.7318e-40, 2.7318e-40, 2.7318e-40, 2.7318e-40, 8.54718e-13, 2.7318e-40, 2.7318e-40, 3.78269e-15, 2.7318e-40, 4.64245e-11, 4.88082e-11, 2.7318e-40, 2.7318e-40
0.352747, 0, 1.56599e-10, 3.28558e-39, 1.41421, -1.56599e-10, 3.28558e-39, 0, 3.28558e-39, 3.28558e-39, 3.28558e-39, 3.28558e-39, 3.28558e-39, 3.28558e-39, 3.28558e-39, 3.28558e-39, 3.28558e-39, 3.28558e-39, 3.28558e-39, 1.36052e-12, 3.28558e-39, 3.28558e-39, 6.30004e-15, 3.28558e-39, 7.7575e-11, 7.76569e-11, 3.28558e-39, 3.28558e-39
0.360608, 0, 2.53749e-10, 3.56967e-38, 1.41421, -2.53749e-10, 3.56967e-38, 0, 3.56967e-38, 3.56967e-38, 3.56967e-38, 3.56967e-38, 3.56967e-38, 3.56967e-38, 3.56967e-38, 3.56967e-38, 3.56967e-38, 3.56967e-38, 3.56967e-38, 2.14833e-12, 3.56967e-38, 3.56967e-38, 1.04534e-14, 3.56967e-38, 1.29034e-10, 1.22556e-10, 3.56967e-38, 3.56967e-38
0.368469, 0, 4.08979e-10, 3.51247e-37, 1.41421, -4.08979e-10, 3.51247e-37, 0, 3.51247e-37, 3.51247e-37, 3.51247e-37, 3.51247e-37, 3.51247e-37, 3.51247e-37, 3.51247e-37, 3.51247e-37, 3.51247e-37, 3.51247e-37, 3.51247e-37, 3.36546e-12, 3.51247e-37, 3.51247e-37, 1.72901e-14, 3.51247e-37, 2.13739e-10, 1.91857e-10, 3.51247e-37, 3.51247e-37
0.37633, 0, 6.55954e-10, 3.15036e-36, 1.41421, -6.55954e-10, 3.15036e-36, 0, 3.15036e-36, 3.15036e-36, 3.15036e-36, 3.15036e-36, 3.15036e-36, 3.15036e-36, 3.15036e-36, 3.15036e-36, 3.15036e-36, 3.15036e-36, 3.15036e-36, 5.23081e-12, 3.15036e-36, 3.15036e-36, 2.85246e-14, 3.15036e-36, 3.5275e-10, 2.97944e-10, 3.15036e-36, 3.15036e-36
0.384191, 0, 1.04744e-09, 2.58861e-35, 1.41421, -1.04744e-09, 2.58861e-35, 0, 2.58861e-35, 2.58861e-35, 2.58861e-35, 2.58861e-35, 2.58861e-35, 2.58861e-35, 2.58861e-35, 2.58861e-35, 2.58861e-35, 2.58861e-35, 2.58861e-35, 8.06695e-12, 2.58861e-35, 2.58861e-35, 4.69643e-14, 2.58861e-35, 5.80317e-10, 4.59011e-10, 2.58861e-35, 2.58861e-35
0.392052, 0, 1.66755e-09, 5.48096e-34, 1.41421, -1.66755e-09, 5.48096e-34, 0, 5.48096e-34, 5.48096e-34, 5.48096e-34, 5.48096e-34, 5.48096e-34, 5.48096e-34, 5.48096e-34, 5.48096e-34, 5.48096e-34, 5.48096e-34, 5.48096e-34, 1.23463e-11, 5.48096e-34, 5.48096e-34, 7.7335e-14, 5.48096e-34, 9.53525e-10, 7.01605e-10, 5.48096e-34, 5.48096e-34
0.399913, 0, 2.6437e-09, 3.7321e-33, 1.41421, -2.6437e-09, 3.7321e-33, 0, 3.7321e-33, 3.7321e-33, 3.7321e-33, 3.7321e-33, 3.7321e-33, 3.7321e-33, 3.7321e-33, 3.7321e-33, 3.7321e-33, 3.7321e-33, 3.7321e-33, 1.87508e-11, 3.7321e-33, 3.7321e-33, 1.2701e-13, 3.7321e-33, 1.56089e-09, 1.06394e-09, 3.7321e-33, 3.7321e-33
0.407774, 0, 4.17983e-09, 2.06495e-32, 1.41421, -4.17983e-09, 2.06495e-32, 0, 2.06495e-32, 2.06495e-32, 2.06495e-32, 2.06495e-32, 2.06495e-32, 2.06495e-32, 2.06495e-32, 2.06495e-32, 2.06495e-32, 2.06495e-32, 2.06495e-32, 2.82647e-11, 2.06495e-32, 2.06495e-32, 2.08463e-13, 2.06495e-32, 2.55053e-09, 1.60083e-09, 2.06495e-32, 2.06495e-32
0.415635, 0, 6.59443e-09, 1.07716e-31, 1.41421, -6.59443e-09, 1.07716e-31, 0, 1.07716e-31, 1.07716e-31, 1.07716e-31, 1.07716e-31, 1.07716e-31, 1.07716e-31, 1.07716e-31, 1.07716e-31, 1.07716e-31, 1.07716e-31, 1.07716e-31, 4.22916e-11, 1.07716e-31, 1.07716e-31, 3.42035e-13, 1.07716e-31, 4.16175e-09, 2.39004e-09, 1.07716e-31, 1.07716e-31
0.423496, 0, 1.03878e-08, 5.65277e-31, 1.41421, -1.03878e-08, 5.65277e-31, 0, 5.65277e-31, 5.65277e-31, 5.65277e-31, 5.65277e-31, 5.65277e-31, 5.65277e-31, 5.65277e-31, 5.65277e-31, 5.65277e-31, 5.65277e-31, 5.65277e-31, 6.28202e-11, 5.65277e-31, 5.65277e-31, 5.61081e-13, 5.65277e-31, 6.78339e-09, 3.541e-09, 5.65277e-31, 5.65277e-31
0.431357, 0, 1.63467e-08, 2.86587e-30, 1.41421, -1.63467e-08, 2.86587e-30, 0, 2.86587e-30, 2.86587e-30, 2.86587e-30, 2.86587e-30, 2.86587e-30, 2.86587e-30, 2.86587e-30, 2.86587e-30, 2.86587e-30, 2.86587e-30, 2.86587e-30, 9.2648e-11, 2.86587e-30, 2.86587e-30, 9.20234e-13, 2.86587e-30, 1.10468e-08, 5.20636e-09, 2.86587e-30, 2.86587e-30
0.439218, 0, 2.57103e-08, 1.38149e-29, 1.41421, -2.57103e-08, 1.38149e-29, 0, 1.38149e-29, 1.38149e-29, 1.38149e-29, 1.38149e-29, 1.38149e-29, 1.38149e-29, 1.38149e-29, 1.38149e-29, 1.38149e-29, 1.38149e-29, 1.38149e-29, 1.35681e-10, 1.38149e-29, 1.38149e-29, 1.50879e-12, 1.38149e-29, 1.79758e-08, 7.59732e-09, 1.38149e-29, 1.38149e-29
0.447078, 0, 4.04304e-08, 6.38168e-29, 1.41421, -4.04304e-08, 6.38168e-29, 0, 6.38168e-29, 6.38168e-29, 6.38168e-29, 6.38168e-29, 6.38168e-29, 6.38168e-29, 6.38168e-29, 6.38168e-29, 6.38168e-29, 6.38168e-29, 6.38168e-29, 1.97336e-10, 6.38168e-29, 6.38168e-29, 2.47231e-12, 6.38168e-29, 2.9227e-08, 1.10036e-08, 6.38168e-29, 6.38168e-29
0.454939, 0, 6.35823e-08, 2.84639e-28, 1.41421, -6.35823e-08, 2.84639e-28, 0, 2.84639e-28, 2.84639e-28, 2.84639e-28, 2.84639e-28, 2.84639e-28, 2.84639e-28, 2.84639e-28, 2.84639e-28, 2.84639e-28, 2.84639e-28, 2.84639e-28, 2.85076e-10, 2.84639e-28, 2.84639e-28, 4.04716e-12, 2.84639e-28, 4.74738e-08, 1.58194e-08, 2.84639e-28, 2.84639e-28
0.4628, 0, 1.00006e-07, 1.21483e-27, 1.41421, -1.00006e-07, 1.21483e-27, 0, 1.21483e-27, 1.21483e-27, 1.21483e-27, 1.21483e-27, 1.21483e-27, 1.21483e-27, 1.21483e-27, 1.21483e-27, 1.21483e-27, 1.21483e-27, 1.21483e-27, 4.09117e-10, 1.21483e-27, 1.21483e-27, 6.61564e-12, 1.21483e-27, 7.70138e-08, 2.25766e-08, 1.21483e-27, 1.21483e-27
0.470661, 0, 1.57304e-07, 4.95479e-27, 1.41421, -1.57304e-07, 4.95479e-27, 0, 4.95479e-27, 4.95479e-27, 4.95479e-27, 4.95479e-27, 4.95479e-27, 4.95479e-27, 4.95479e-27, 4.95479e-27, 4.95479e-27, 4.95479e-27, 4.95479e-27, 5.83349e-10, 4.95479e-27, 4.95479e-27, 1.07927e-11, 4.95479e-27, 1.24722e-07, 3.19873e-08, 4.95479e-27, 4.95479e-27
0.478522, 0, 2.47377e-07, 1.93116e-26, 1.41421, -2.47377e-07, 1.93116e-26, 0, 1.93116e-26, 1.93116e-26, 1.93116e-26, 1.93116e-26, 1.93116e-26, 1.93116e-26, 1.93116e-26, 3.36813e-14, 1.93116e-26, 1.93116e-26, 1.93116e-26, 8.26549e-10, 1.93116e-26, 1.93116e-26, 1.75619e-11, 1.93116e-26, 2.01536e-07, 4.49966e-08, 1.93116e-26, 1.93116e-26
0.486383, 0, 3.88783e-07, 7.20182e-26, 1.41421, -3.88783e-07, 7.20182e-26, 0, 7.20182e-26, 7.20182e-26, 7.20182e-26, 7.20182e-26, 7.20182e-26, 7.20182e-26, 7.20182e-26, 1.36994e-13, 7.20182e-26, 7.20182e-26, 7.20182e-26, 1.16394e-09, 7.20182e-26, 7.20182e-26, 2.84865e-11, 7.20182e-26, 3.24741e-07, 6.28497e-08, 7.20182e-26, 7.20182e-26
0.494244, 0, 6.10299e-07, 2.57716e-25, 1.41421, -6.10299e-07, 2.57716e-25, 0, 2.57716e-25, 2.57716e-25, 2.57716e-25, 2.57716e-25, 2.57716e-25, 2.57716e-25, 2.57716e-25, 3.85724e-13, 2.57716e-25, 2.57716e-25, 2.57716e-25, 1.62922e-09, 2.57716e-25, 2.57716e-25, 4.60338e-11, 2.57716e-25, 5.2145e-07, 8.71735e-08, 2.57716e-25, 2.57716e-25
0.502105, 0, 9.5698e-07, 8.93865e-25, 1.41421, -9.5698e-07, 3.72067e-11, 0, 4.52665e-15, 1.77923e-14, 3.04084e-11, 2.57425e-10, 1.11338e-11, 2.03673e-10, 4.02681e-11, 3.71532e-12, 7.09984e-11, 5.61123e-12, 4.76781e-11, 2.26714e-09, 2.44431e-12, 1.15674e-13, 7.40689e-11, 4.66013e-14, 8.33838e-07, 1.2009e-07, 8.93865e-25, 8.93865e-25
0.509966, 0, 1.49705e-06, 6.53377e-11, 1.41421, -1.49705e-06, 1.93866e-10, 6.53377e-11, 6.53534e-11, 6.53992e-11, 1.70382e-10, 9.54598e-10, 1.03799e-10, 7.68915e-10, 2.04442e-10, 7.71218e-11, 3.10598e-10, 8.47214e-11, 2.30039e-10, 3.20206e-09, 7.37814e-11, 6.57373e-11, 1.83949e-10, 6.60482e-11, 1.32702e-06, 1.64385e-07, 6.53377e-11, 6.53377e-11
0.517827, 0, 2.33477e-06, 2.20496e-10, 1.41421, -2.33477e-06, 5.66226e-10, 2.20496e-10, 2.20538e-10, 2.20661e-10, 5.03055e-10, 2.61253e-09, 3.23953e-10, 2.11306e-09, 5.94673e-10, 2.5126e-10, 8.80224e-10, 2.72637e-10, 6.63528e-10, 4.53589e-09, 2.43209e-10, 2.21571e-10, 4.09429e-10, 2.2317e-10, 2.10031e-06, 2.23573e-07, 2.20496e-10, 2.20496e-10
0.525688, 0, 3.62796e-06, 5.8378e-10, 1.41421, -3.62796e-06, 1.43208e-09, 5.8378e-10, 5.83883e-10, 5.84186e-10, 1.27708e-09, 6.45295e-09, 8.37625e-10, 5.22743e-09, 1.50187e-09, 6.58019e-10, 2.20251e-09, 7.11713e-10, 1.67082e-09, 6.48793e-09, 6.39509e-10, 5.86417e-10, 8.82993e-10, 5.91411e-10, 3.30389e-06, 3.02249e-07, 5.8378e-10, 5.8378e-10
0.533549, 0, 5.61434e-06, 1.41779e-09, 1.41421, -5.61434e-06, 3.39917e-09, 1.41779e-09, 1.41803e-09, 1.41874e-09, 3.03714e-09, 1.51265e-08, 2.0107e-09, 1.22641e-08, 3.5622e-09, 1.58914e-09, 5.19869e-09, 1.71661e-09, 3.95681e-09, 9.45165e-09, 1.54796e-09, 1.42395e-09, 1.88875e-09, 1.43724e-09, 5.16309e-06, 4.06328e-07, 1.41779e-09, 1.41779e-09
0.54141, 0, 8.65195e-06, 3.29022e-09, 1.41421, -8.65195e-06, 7.76269e-09, 3.29022e-09, 3.29077e-09, 3.29236e-09, 6.94549e-09, 3.42343e-08, 4.62857e-09, 2.7773e-08, 8.13069e-09, 3.67314e-09, 1.18247e-08, 3.96473e-09, 9.02141e-09, 1.41633e-08, 3.58404e-09, 3.30413e-09, 4.02671e-09, 3.33683e-09, 8.01463e-06, 5.43582e-07, 3.29022e-09, 3.29022e-09
0.549271, 0, 1.32738e-05, 7.39201e-09, 1.41421, -1.32738e-05, 1.72067e-08, 7.39201e-09, 7.3932e-09, 7.3967e-09, 1.54134e-08, 7.52981e-08, 1.0329e-08, 6.11189e-08, 1.80143e-08, 8.2836e-09, 2.61207e-08, 8.87219e-09, 1.9969e-08, 2.20297e-08, 8.03679e-09, 7.42252e-09, 8.53595e-09, 7.49908e-09, 1.23536e-05, 7.24397e-07, 7.39201e-09, 7.39201e-09
0.557132, 0, 2.02542e-05, 1.6158e-08, 1.41421, -2.02542e-05, 3.71512e-08, 1.6158e-08, 1.61605e-08, 1.6168e-08, 3.33153e-08, 1.61405e-07, 2.244e-08, 1.31077e-07, 3.88785e-08, 1.83059e-08, 5.62175e-08, 1.9324e-08, 4.30594e-08, 3.57603e-08, 1.75371e-08, 1.62232e-08, 1.79224e-08, 1.63962e-08, 1.88846e-05, 9.63057e-07, 1.6158e-08, 1.6158e-08
0.564993, 0, 3.07519e-05, 3.44363e-08, 1.41421, -3.07519e-05, 7.82548e-08, 3.44363e-08, 3.44417e-08, 3.44573e-08, 7.02484e-08, 3.37607e-07, 4.75486e-08, 2.74303e-07, 8.18602e-08, 3.97084e-08, 1.18051e-07, 4.10447e-08, 9.05869e-08, 6.05511e-08, 3.7315e-08, 3.45725e-08, 3.71383e-08, 3.49518e-08, 2.86392e-05, 1.27993e-06, 3.44363e-08, 3.44363e-08
0.572854, 0, 4.64678e-05, 7.16275e-08, 1.41421, -4.64678e-05, 1.60933e-07, 7.16275e-08, 7.16384e-08, 7.16702e-08, 1.44615e-07, 6.89513e-07, 9.83515e-08, 5.60495e-07, 1.68281e-07, 8.35653e-08, 2.42042e-07, 8.50959e-08, 1.86067e-07, 1.0624e-07, 7.74945e-08, 7.19052e-08, 7.57368e-08, 7.27151e-08, 4.30855e-05, 1.7052e-06, 7.16275e-08, 7.16275e-08
0.580715, 0, 6.99022e-05, 1.45479e-07, 1.41421, -6.99022e-05, 3.23266e-07, 1.45479e-07, 1.45501e-07, 1.45564e-07, 2.90781e-07, 1.37555e-06, 1.9868e-07, 1.1187e-06, 3.37895e-07, 1.7134e-07, 4.84736e-07, 1.72291e-07, 3.73302e-07, 1.91124e-07, 1.57159e-07, 1.46032e-07, 1.51681e-07, 1.47719e-07, 6.43042e-05, 2.28527e-06, 1.45479e-07, 1.45479e-07
0.588576, 0, 0.000104732, 2.8861e-07, 1.41421, -0.000104732, 6.34417e-07, 2.8861e-07, 2.88652e-07, 2.88775e-07, 5.71232e-07, 2.68117e-06, 3.9209e-07, 2.18159e-06, 6.6287e-07, 3.43098e-07, 9.48484e-07, 3.40762e-07, 7.3174e-07, 3.48507e-07, 3.11328e-07, 2.89685e-07, 2.97902e-07, 2.93119e-07, 9.52282e-05, 3.09346e-06, 2.8861e-07, 2.8861e-07
0.596437, 0, 0.000156366, 5.59386e-07, 1.41421, -0.000156366, 1.21669e-06, 5.59386e-07, 5.59466e-07, 5.597e-07, 1.09659e-06, 5.10713e-06, 7.56078e-07, 4.15754e-06, 1.27077e-06, 6.71057e-07, 1.81366e-06, 6.58515e-07, 1.40168e-06, 6.3761e-07, 6.02567e-07, 5.61429e-07, 5.73206e-07, 5.68259e-07, 0.000139975, 4.24768e-06, 5.59386e-07, 5.59386e-07
