   PIQUANT 0.0.0-main  ps__0661_0725638583_000rfs_shot_826.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00350724, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00435319, 0, 1.52599e-15, 0, 1.41421, -1.52599e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48375e-18, 0, 6.0527e-17, 0, 1.46197e-15, 0, 0, 0
0.0122136, 0, 2.52411e-15, 0, 1.41421, -2.52411e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.85531e-18, 0, 1.02823e-16, 0, 2.41543e-15, 0, 0, 0
0.0200741, 0, 4.15205e-15, 0, 1.41421, -4.15205e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.78827e-18, 0, 1.73792e-16, 0, 3.96847e-15, 0, 0, 0
0.0279345, 0, 6.79271e-15, 0, 1.41421, -6.79271e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6276e-17, 0, 2.92284e-16, 0, 6.48415e-15, 0, 0, 0
0.0357949, 0, 1.1053e-14, 0, 1.41421, -1.1053e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.69219e-17, 0, 4.89163e-16, 0, 1.0537e-14, 0, 0, 0
0.0436554, 0, 1.78897e-14, 0, 1.41421, -1.78897e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43007e-17, 0, 8.14713e-16, 0, 1.70307e-14, 0, 0, 0
0.0515158, 0, 2.88028e-14, 0, 1.41421, -2.88028e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.25266e-17, 0, 1.35048e-15, 0, 2.73797e-14, 0, 0, 0
0.0593762, 0, 4.61315e-14, 0, 1.41421, -4.61315e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1814e-16, 0, 2.22809e-15, 0, 4.37853e-14, 0, 0, 0
0.0672367, 0, 7.35047e-14, 0, 1.41421, -7.35047e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.91483e-16, 0, 3.65901e-15, 0, 6.96542e-14, 0, 0, 0
0.0750971, 0, 1.16522e-13, 0, 1.41421, -1.16522e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08839e-16, 0, 5.98139e-15, 0, 1.10232e-13, 0, 0, 0
0.0829575, 0, 1.83779e-13, 0, 1.41421, -1.83779e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95706e-16, 0, 9.73352e-15, 0, 1.7355e-13, 0, 0, 0
0.090818, 0, 2.88402e-13, 0, 1.41421, -2.88402e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.91832e-16, 0, 1.57684e-14, 0, 2.71841e-13, 0, 0, 0
