,PMC,emblem,Na ox%,Na peak area,Na abs error,Mg ox%,Mg peak area,Mg abs error,Al ox%,Al peak area,Al abs error,Si ox%,Si peak area,Si abs error,P ox%,P peak area,P abs error,S ox%,S peak area,S abs error,Cl ox%,Cl peak area,Cl abs error,K ox%,K peak area,K abs error,Ca ox%,Ca peak area,Ca error,Ti ox%,Ti peak area,Ti abs error,Cr ox%,Cr peak area,Cr abs error,Mn ox%,Mn peak area,Mn abs error,Fe ox%,Fe peak area,Fe abs error,Ni ox%,Ni peak,Ni abs error,Zn ox%,Zn peak area%,Zn abs error,Br ox%,Br peak area,Br abs error
411,551,shot_411,5.39,31.2,2.40%,2.71,91.1,0.71%,1.87,196.8,0.54%,19.18,5050.5,1.00%,0.87,373.7,0.30%,0.3,252.1,0.23%,0.3437,600,0.23%,0,0,,0,0,,37.78,67407.2,1.89%,12.93,20028.2,0.65%,0,0,,1.66,2637.6,0.47%,0.0052,10,0.02%,5.7145,7961.8,0.79%,0.0518,23.8,0.04%
412,552,shot_412,5.72,34.2,2.35%,3.4,120.8,0.71%,1.89,208,0.54%,25.22,6928.5,1.30%,0.52,222.2,0.19%,0.33,278.5,0.23%,0.4636,812.5,0.21%,0,0,,0,0,,41.69,74511.4,2.09%,11.74,18219.6,0.59%,0,0,,1.8,2930.5,0.49%,0.0496,95,0.02%,4.175,6142.4,0.58%,0.0392,19.9,0.05%
413,553,shot_413,4.13,23.2,2.37%,2.08,70.9,0.66%,1.41,150.6,0.46%,24.05,6469.1,1.24%,0.49,207.3,0.19%,0.26,213.9,0.22%,0.2149,371.6,0.20%,0,0,,0,0,,36.45,66011.5,1.83%,11.84,19267,0.60%,0,4.1,,7.27,11661,0.37%,0.9773,1694.8,0.31%,3.6183,4738.2,0.56%,0.0263,12,0.05%
414,554,shot_414,0.69,3.2,2.35%,2.13,63.5,0.68%,1.69,158.4,0.51%,20.25,4796.8,1.06%,0.3,118.2,0.23%,0.76,590.8,0.26%,0,0.2,,0,0,,0,0,,19.83,38276.2,1.00%,13.09,27096.7,0.66%,0.54,1114.8,0.20%,25.99,43247,1.31%,6.244,8507.6,0.51%,2.6972,2585.5,0.56%,0.0212,7.3,0.06%
415,555,shot_415,1.5,5.9,2.34%,1.16,29.7,0.56%,1.85,150.7,0.53%,11.06,2298.9,0.60%,0.26,97.6,0.22%,1.4,1045.4,0.42%,0,4.3,,0,0,,0,0,,5.19,10922.7,0.27%,14.28,38547.5,0.72%,1.03,2411.7,0.34%,48.62,83199.6,2.44%,14.9841,16633.8,1.23%,0.3033,222.7,0.12%,0,0,
416,556,shot_416,0.41,1.6,2.28%,1.71,42.8,0.66%,2.71,215.5,0.61%,8.65,1758,0.48%,0.2,73.7,0.20%,1.92,1422.9,0.51%,0,3.4,,0,0,,0,0,,2.51,5373.4,0.56%,14.81,42237.1,0.74%,1.19,2872.5,0.37%,53.65,92456.6,2.69%,17.0541,18400.7,1.39%,0.0175,12.4,0.04%,0,0,
417,557,shot_417,1.94,7.6,2.36%,2.33,59.2,0.72%,3.03,243.3,0.61%,9.51,1945.1,0.53%,0.29,106.9,0.23%,2.16,1607.9,0.54%,0.0622,95.3,0.08%,0,0,,0,0,,2.09,4515.6,0.53%,14.46,42017.4,0.73%,1.18,2922.4,0.37%,52.77,93223.8,2.64%,16.4513,18256.5,1.35%,0,0.3,,0,0,
418,558,shot_418,2.61,10.3,2.34%,2.88,73.7,0.75%,2.97,238.7,0.61%,9.76,1998.5,0.54%,0.28,103.5,0.23%,2.22,1652.2,0.54%,0.0628,96.1,0.08%,0,0,,0,0,,2.27,4907.8,0.54%,14.35,41791.3,0.72%,1.08,2682.7,0.35%,52.3,93134.1,2.62%,16.2585,18258.7,1.33%,0,0.4,,0,0,
419,559,shot_419,0.32,1.2,2.25%,2.65,67.1,0.75%,2.84,227.1,0.61%,9.61,1961.3,0.53%,0.2,74.5,0.20%,2.14,1582.8,0.53%,0.0693,105.8,0.09%,0,0,,0,0,,2.24,4795,0.54%,14.37,41346.4,0.72%,1.21,2964.4,0.38%,52.79,92406.5,2.65%,16.7955,18430.8,1.37%,0.017,12.3,0.04%,0.014,3.8,0.07%
420,560,shot_420,3.3,12.9,2.42%,2.32,58.7,0.73%,2.96,236.3,0.61%,8.48,1727,0.47%,0.19,69.4,0.19%,2.14,1593.7,0.53%,0.0181,27.9,0.05%,0,0,,0,0,,1.97,4281.3,0.51%,14.31,41849.5,0.72%,1.07,2654.9,0.35%,52.38,93011.5,2.63%,16.4301,18306.2,1.34%,0.0079,5.8,0.03%,0,0,
421,561,shot_421,0.57,2.2,2.21%,1.77,44.2,0.67%,2.4,189.4,0.59%,7.54,1522.9,0.43%,0.18,66.3,0.18%,1.87,1392.2,0.50%,0.0434,66.6,0.07%,0,0,,0,0,,1.94,4167,0.51%,14.61,42045.4,0.73%,1.16,2817.9,0.37%,54.51,93703.6,2.73%,17.1114,18247.1,1.40%,0.0326,22.8,0.04%,0,0,
422,562,shot_422,2.26,8.6,2.23%,2.33,58,0.71%,1.99,156.2,0.55%,7.02,1414.3,0.40%,0.16,59.2,0.17%,1.85,1375.7,0.50%,0,0,,0,0,,0,0,,1.77,3825.6,0.48%,14.23,41284,0.72%,1.23,3010.7,0.38%,53.46,92950.3,2.68%,16.8717,18198.9,1.38%,0.0111,7.8,0.04%,0.0231,6.1,0.09%
423,563,shot_423,3.08,12.6,2.24%,2.96,78.1,0.74%,3.99,329.3,0.54%,12.36,2565.6,0.67%,0.17,64.4,0.18%,2.27,1675.2,0.55%,0.1206,182.9,0.14%,0,0,,0,0,,1.54,3309.9,0.45%,12.49,36857.1,0.63%,0.96,2436.8,0.32%,46.94,86921.6,2.35%,14.4966,17071.6,1.19%,0.0076,5.9,0.03%,0,2.3,
424,564,shot_424,4.81,20.9,2.32%,3.61,99.5,0.73%,5.12,438.1,0.38%,16.23,3450.7,0.86%,0.3,110.4,0.23%,2.98,2179.7,0.57%,0.2289,343.2,0.21%,0,0,,0,0,,1.24,2649.5,0.38%,11.37,34099,0.57%,0.67,1766.8,0.24%,41.74,81695.8,2.09%,12.45,15927.7,1.02%,0.0153,13,0.04%,0,0,
425,565,shot_425,1.4,5.9,2.10%,3.43,93.3,0.74%,5.59,473.4,0.40%,15.64,3286.8,0.83%,0.37,136.5,0.23%,3.06,2221.5,0.57%,0.2157,321.4,0.20%,0,0,,0,0,,1.33,2829.3,0.41%,12.1,35768.1,0.61%,0.75,1923.5,0.26%,45.18,85363.5,2.26%,13.6453,16613.2,1.12%,0,0.2,,0,0,
426,566,shot_426,3.08,12.8,2.29%,3.19,85.4,0.75%,5.83,487.1,0.42%,15.48,3217.2,0.82%,0.34,125.7,0.24%,2.61,1890.5,0.57%,0.2279,339.8,0.21%,0,0,,0,0,,1.46,3117,0.43%,12.65,37633.8,0.64%,0.84,2163.8,0.29%,47.77,89998.8,2.39%,14.3615,17339.5,1.17%,0,1.1,,0.0102,3.1,0.07%
427,567,shot_427,2.9,11.9,2.29%,3.36,88.9,0.75%,4.86,402.1,0.40%,15.24,3150,0.81%,0.31,114.5,0.23%,2.92,2107.8,0.57%,0.2481,368.2,0.22%,0,0,,0,0,,1.54,3262.4,0.45%,13.1,38582.5,0.66%,0.93,2355.2,0.31%,48.44,90044.3,2.43%,14.9313,17771.3,1.22%,0,1.2,,0,0,
428,568,shot_428,1.93,7.9,2.29%,3.99,105.6,0.72%,4.79,394.3,0.42%,15.33,3160.9,0.82%,0.43,155.4,0.22%,3.09,2224.1,0.57%,0.2633,389,0.22%,0,0,,0,0,,1.45,3072.4,0.43%,13.35,39185.3,0.67%,0.86,2164.1,0.29%,49.2,90718.6,2.47%,14.8254,17503.9,1.21%,0.0108,8.5,0.03%,0.0055,1.6,0.06%
429,569,shot_429,2.27,9.4,2.29%,4.9,132.3,0.63%,4.62,385.4,0.44%,17.57,3655.6,0.93%,0.39,141.2,0.23%,3.34,2389.4,0.56%,0.2514,368.9,0.22%,0,0,,0.05,72.6,0.07%,1.28,2700.3,0.39%,12.48,36909.1,0.63%,0.83,2125.2,0.28%,47.2,89056.8,2.37%,13.834,16824.9,1.13%,0.0085,6.9,0.03%,0,0,
430,570,shot_430,3.47,14.8,2.34%,4.3,117.9,0.69%,5.23,444,0.39%,18.87,3974.9,0.99%,0.55,199.1,0.20%,3.47,2478.8,0.55%,0.2886,422.6,0.23%,0,0,,0.2,319,0.19%,1.28,2677.2,0.39%,11.79,34912.6,0.59%,0.75,1946.6,0.26%,44.68,86064.9,2.24%,12.7474,16016.2,1.04%,0,0,,0,0,
431,571,shot_431,0.4,1.7,2.07%,3.56,96.7,0.73%,5.28,445.9,0.39%,17.47,3659.8,0.92%,0.4,144.1,0.23%,3.06,2183.2,0.57%,0.2862,418.6,0.23%,0,0,,0.16,252.7,0.17%,1.41,2909.4,0.42%,11.62,33609.7,0.59%,0.81,2050.3,0.28%,44,82285.3,2.21%,12.9453,15689.4,1.06%,0.0344,27.7,0.03%,0,0,
432,572,shot_432,2.83,11.9,2.24%,3.14,84.5,0.74%,4.67,391.2,0.44%,15.93,3325.6,0.85%,0.48,172.6,0.20%,2.83,2020.5,0.57%,0.26,380.4,0.22%,0,0,,0,7.2,,1.27,2629.3,0.39%,11.03,31876.9,0.56%,0.68,1734.2,0.24%,40.65,76775.7,2.04%,12.4186,15296,1.02%,0.0158,12.9,0.04%,0,0,
433,573,shot_433,2.69,11.3,2.27%,3.6,97.6,0.73%,4.65,390.2,0.44%,14.65,3052.7,0.78%,0.35,128.4,0.24%,2.87,2058.7,0.57%,0.2078,304.6,0.20%,0,0,,0,0,,1.17,2425.2,0.37%,10.64,30578.6,0.54%,0.58,1472.1,0.21%,38.54,72650.7,1.93%,11.4612,14169.4,0.94%,0.0111,9.1,0.03%,0,0,
434,574,shot_434,2.1,8.7,2.21%,3.89,104.1,0.71%,4.17,346,0.52%,16.76,3472.3,0.89%,0.39,138.1,0.23%,2.88,2034.6,0.57%,0.2834,410.8,0.23%,0,0,,0,0,,1.23,2519.8,0.38%,11.65,33325,0.59%,0.74,1853.6,0.26%,42.1,77955.1,2.11%,12.2966,14861,1.01%,0.0104,8.4,0.03%,0,0,
435,575,shot_435,3.03,12.6,2.36%,4.92,132,0.63%,4.65,385.8,0.44%,16.77,3477.9,0.89%,0.38,139.3,0.23%,3.18,2280.3,0.57%,0.1816,267.5,0.18%,0,0,,0,0,,1.33,2819.2,0.40%,12.77,37837.7,0.64%,0.97,2486.4,0.32%,47.18,89002.9,2.36%,14.1487,17212.1,1.16%,0.0218,17.6,0.04%,0,0,
436,576,shot_436,3.03,12.2,2.29%,4.54,118.3,0.67%,4.08,329.8,0.53%,13.87,2823.4,0.74%,0.3,107.6,0.23%,2.8,2018.1,0.57%,0.1596,236.3,0.17%,0,0,,0,0,,1.44,3049.4,0.43%,13.22,39013.9,0.67%,1.08,2713.8,0.35%,50.43,92761,2.53%,15.415,17969.7,1.26%,0,0.6,,0.0029,0.8,0.06%
437,577,shot_437,0.35,1.3,2.36%,2.4,59.7,0.74%,3.39,266.1,0.60%,10.27,2050.4,0.57%,0.26,94.8,0.22%,2.19,1583.8,0.54%,0.0455,67.6,0.07%,0,0,,0,0,,1.68,3528.6,0.47%,14.18,40563.8,0.71%,1.04,2512.4,0.34%,53.77,92972.2,2.69%,16.7632,18056.7,1.37%,0.014,9.9,0.04%,0,0,
438,578,shot_438,2.56,9.6,2.38%,2.05,50.3,0.70%,3.09,238.5,0.61%,7.57,1494.3,0.43%,0.14,51.1,0.16%,1.81,1318.4,0.49%,0,4.7,,0,0,,0,0,,2.06,4377.2,0.52%,14.77,42053.7,0.74%,1.18,2845.3,0.37%,54.73,93496.7,2.74%,17.0976,18186.7,1.40%,0.0052,3.7,0.03%,0,0,
439,579,shot_439,3.42,12.8,2.44%,2.03,49.2,0.70%,2.26,173.3,0.58%,6.53,1283.2,0.38%,0.14,50,0.15%,1.62,1180.6,0.46%,0.0182,27.5,0.05%,0,0,,0,0,,2.37,5026.5,0.55%,14.96,42346.1,0.75%,1.27,3043,0.39%,54.96,93400.9,2.75%,17.6669,18677,1.44%,0.0036,2.5,0.03%,0,0,
440,580,shot_440,0,0.6,,1.6,38.9,0.64%,2.27,175.2,0.58%,7.71,1528.3,0.44%,0.14,51.4,0.16%,1.73,1261,0.48%,0.0268,40.3,0.06%,0,0,,0,0,,2.56,5401,0.56%,15.26,42567.1,0.77%,1.25,2949,0.39%,55.52,92771.3,2.78%,17.9373,18641.4,1.47%,0.0095,6.5,0.03%,0,0,
441,581,shot_441,4.99,20.1,2.55%,1.58,40.6,0.63%,1.64,133.9,0.50%,12.08,2516.4,0.65%,0.19,70.3,0.19%,1.25,930.7,0.39%,0,4.4,,0,0,,0,0,,7.35,15453,0.37%,14.36,38212.2,0.72%,1.03,2395,0.34%,48.73,84318.2,2.44%,14.7991,16874.7,1.21%,0.0052,4,0.03%,0.0245,6.9,0.08%
442,582,shot_442,1.37,6.3,2.51%,2.17,65,0.69%,1.5,142.4,0.48%,19.65,4723.4,1.03%,0.24,95.6,0.21%,0.77,618.5,0.27%,0,26.1,,0,0,,0,0,,25.96,50234.4,1.30%,12.43,24875.6,0.63%,0.58,1152.5,0.21%,29.74,48854.1,1.49%,7.3256,9720,0.60%,0.7907,740.8,0.28%,0,13.8,
443,583,shot_443,3.27,18.7,2.18%,2.75,98.5,0.69%,2.06,230.1,0.55%,21.96,6154.5,1.14%,0.56,250.1,0.20%,0.48,424.4,0.19%,0.3521,644.6,0.23%,0,0,,0,0,,45.38,81931.9,2.27%,9.23,14164.7,0.47%,0.03,43.4,0.06%,6.89,10999.6,0.35%,0.907,1585.5,0.29%,2.2758,3035.9,0.54%,0.0209,10.1,0.05%
444,584,shot_444,10.29,62.4,2.46%,2.69,93.7,0.70%,2.14,233.2,0.56%,19.37,5299.4,1.01%,0.93,417,0.31%,0.34,302.4,0.23%,0.331,609.6,0.23%,0,0,,0.03,61,0.06%,47.66,85856,2.39%,10.61,15870.3,0.54%,0,0,,1.37,2203.8,0.41%,0.0415,79.3,0.02%,3.5072,5170.1,0.56%,0.0064,3.3,0.03%
445,585,shot_445,7.06,42.3,2.41%,2.27,78.6,0.68%,1.61,174.5,0.50%,18.35,5035.9,0.96%,0.75,338.9,0.26%,0.24,209,0.21%,0.262,481.9,0.22%,0,0,,0,0.1,,41.37,75544.3,2.07%,12.5,19224.9,0.63%,0,0,,1.28,2028.3,0.39%,0.0281,53,0.03%,4.8277,6940.3,0.67%,0.0316,15.4,0.05%
446,586,shot_446,7.76,47.5,2.29%,3.02,105.2,0.70%,1.79,194.2,0.52%,17.47,4763.9,0.91%,0.9,404.9,0.31%,0.21,183,0.20%,0.2959,540.1,0.23%,0,0,,0,0,,36.5,67773.5,1.83%,12,19280.6,0.61%,0,0,,1.31,2155.8,0.40%,0.0147,28.6,0.03%,4.6116,6853.1,0.64%,0.027,13.5,0.05%
447,587,shot_447,9,55.9,2.41%,2.97,103.9,0.71%,1.42,154.3,0.46%,18.35,5041.6,0.96%,0.68,307.4,0.24%,0.28,250.1,0.23%,0.297,546.7,0.23%,0,0,,0,0,,37.65,70702.1,1.89%,12.15,19765.5,0.61%,0,0,,1.26,2112.1,0.39%,0,0,,4.8763,7363,0.67%,0.0249,12.6,0.05%
448,588,shot_448,6,36.9,2.32%,3.78,135.3,0.69%,1.47,162.5,0.47%,18.05,5029.9,0.94%,0.77,350.7,0.27%,0.35,309.5,0.23%,0.263,487.8,0.22%,0,0,,0,0,,38.1,71149.4,1.91%,11.6,18553.9,0.59%,0,0,,1.34,2210,0.41%,0.0234,45.8,0.04%,4.6403,6923.9,0.64%,0.0226,11.4,0.05%
449,589,shot_449,6.61,41.1,2.29%,3.21,114.6,0.71%,1.61,177.8,0.49%,18.08,5007.9,0.94%,0.86,386.3,0.29%,0.36,321.9,0.23%,0.3242,591.2,0.23%,0,0,,0,2.7,0.02%,34.2,64018.4,1.72%,10.83,17798.5,0.55%,0,0,,1.4,2381.5,0.42%,0,0,,4.5087,6865.6,0.62%,0.0459,23.4,0.04%
450,590,shot_450,5.27,33.5,2.14%,3.08,111.7,0.70%,1.92,214.4,0.54%,21.5,5943.1,1.11%,0.64,270.2,0.23%,0.56,465.3,0.20%,0.5104,876.5,0.19%,0,0,,0.06,99.3,0.07%,25.62,47910.6,1.29%,8.94,15924.6,0.45%,0,0,,1.65,3029.1,0.46%,0.027,57.7,0.03%,4.6273,7473.4,0.64%,0.049,25.9,0.03%
451,591,shot_451,4.3,27.6,2.00%,2.88,105.6,0.70%,1.64,183.5,0.50%,18.08,5000.1,0.94%,0.43,179.5,0.22%,0.61,504.5,0.22%,0.4506,763.7,0.21%,0,0,,0.07,111.8,0.08%,19.77,36085.1,0.99%,7.27,13218.3,0.37%,0,0,,1.24,2315.3,0.38%,0.0148,32.4,0.03%,3.5793,5915.6,0.56%,0.0357,19.4,0.05%
452,592,shot_452,6.22,40.5,1.94%,2.21,80.2,0.65%,1.71,191.3,0.50%,13.01,3613.8,0.69%,0.62,275.1,0.22%,0.53,464.3,0.19%,0.2074,371.7,0.20%,0,0,,0,1.4,,21.19,39565.4,1.07%,6.42,11243.4,0.33%,0,0,,0.83,1510.8,0.28%,0.0013,2.9,0.01%,2.6814,4437.2,0.56%,0.0293,16.4,0.05%
453,593,shot_453,7.21,25.4,3.42%,3.64,75.4,0.83%,1.77,113.8,0.55%,23.15,3732.3,1.22%,0.89,230.9,0.31%,0.86,434.7,0.29%,0.4599,483.4,0.21%,0,0,,0,2.9,,47.28,49473,2.37%,11.15,9884.1,0.57%,0,0,,1.45,1372.9,0.43%,0.0333,37.4,0.03%,4.2908,3704.6,0.60%,0.0769,23,0.05%
454,594,shot_454,6.12,40.1,1.89%,2.89,110.1,0.68%,2.01,234.4,0.54%,15.84,4601.7,0.83%,0.46,213.4,0.21%,0.46,418.3,0.20%,0.4306,803.3,0.22%,0,0,,0.05,97.5,0.07%,30.85,56868.4,1.55%,5.83,9455.9,0.30%,0,0,,0.71,1275.8,0.25%,0.0029,6.2,0.01%,1.9308,3195.1,0.51%,0.0354,20.9,0.05%
455,595,shot_455,8.06,51.9,2.15%,1.96,71.9,0.63%,1.78,203.7,0.52%,14.49,4163.3,0.76%,0.75,351,0.26%,0.52,485.5,0.19%,0.3194,608,0.23%,0,0,,0.02,33.5,0.05%,34.92,64238.6,1.75%,6.81,10766.6,0.35%,0,0,,0.8,1383.6,0.27%,0.0062,12.8,0.02%,2.4133,3843.5,0.55%,0.0211,11.9,0.05%
456,596,shot_456,7.2,46.2,1.95%,2.34,86.3,0.65%,2,228.8,0.54%,14.58,4170.6,0.77%,0.63,295,0.23%,0.51,466.1,0.19%,0.2693,508.2,0.22%,0,0,,0,0,,33.52,61624.3,1.68%,6.59,10471.2,0.34%,0,0,,0.9,1569.4,0.30%,0.013,26.9,0.03%,2.3731,3782.7,0.55%,0.023,12.9,0.05%
457,597,shot_457,7.57,47,2.34%,2.61,93.1,0.69%,1.33,148.6,0.44%,17.55,4951.7,0.92%,0.8,370.1,0.28%,0.17,151,0.17%,0.2895,547.7,0.23%,0,0,,0,0,,39.71,74722.1,1.99%,11.65,18527.5,0.59%,0,0,,1.39,2299.8,0.42%,0.0093,18.1,0.02%,4.3889,6557.5,0.61%,0.0178,9,0.04%
458,598,shot_458,8.69,55.1,2.14%,2.81,101.2,0.68%,2,224.3,0.54%,17.25,4854.2,0.90%,0.75,346.8,0.26%,0.28,257,0.23%,0.3092,583,0.23%,0,0,,0,0,,38.16,72285.5,1.91%,10.56,17098,0.53%,0,0,,1.19,2016.1,0.37%,0.0111,22.3,0.03%,3.8113,5899.4,0.56%,0.0347,18.5,0.05%
459,599,shot_459,4.37,26.7,2.07%,3.32,122,0.68%,2.09,237.4,0.55%,16.92,4830.3,0.88%,0.78,366.4,0.27%,0.23,212.1,0.21%,0.2568,491,0.22%,0,0,,0.02,36.5,0.05%,41.2,76683.7,2.07%,11.07,17094.4,0.56%,0,0,,1.25,2029.5,0.39%,0.0251,48.2,0.04%,3.9214,5774.4,0.56%,0.0341,17.3,0.05%
460,600,shot_460,7.19,44.5,2.25%,2.93,105.6,0.70%,1.66,185.6,0.49%,16.58,4692.6,0.87%,0.81,382.2,0.28%,0.28,256.3,0.23%,0.2743,525.7,0.22%,0,0,,0,0,,42.75,79830.4,2.14%,11,17011,0.56%,0,0,,1.17,1906.2,0.37%,0.0067,13.1,0.02%,4.019,5979.1,0.56%,0.0517,26.4,0.03%
461,601,shot_461,7.54,46.7,2.34%,3.54,127.8,0.69%,1.53,171.4,0.48%,16.84,4757.7,0.88%,0.9,421.5,0.30%,0.21,194.1,0.20%,0.2457,471.7,0.22%,0,0,,0,1.6,,43.84,82041,2.20%,11.32,17515.5,0.57%,0,0,,1.24,2021.4,0.38%,0.008,15.4,0.02%,3.9308,5856,0.56%,0.0268,13.8,0.05%
462,602,shot_462,10.23,64.5,2.46%,2.95,105.5,0.72%,1.46,162.4,0.47%,17.77,5001.7,0.93%,0.83,387.9,0.29%,0.25,234,0.22%,0.2513,479.1,0.22%,0,0,,0,1.5,,42.92,81143.6,2.15%,11.31,17948.6,0.57%,0,0,,1.23,2062.5,0.38%,0.0208,41.3,0.04%,3.859,5899.5,0.56%,0.0487,25.8,0.04%
463,603,shot_463,6.35,39,2.07%,3.03,109.7,0.68%,2.05,230.4,0.55%,16.53,4672.1,0.86%,0.9,418.3,0.30%,0.26,235.6,0.22%,0.3038,579,0.23%,0,0,,0,0,,41.73,77527.4,2.09%,10.96,16904.3,0.56%,0,0,,1.24,2014.3,0.38%,0.0067,12.9,0.02%,3.719,5507.7,0.56%,0.0071,3.6,0.03%
464,604,shot_464,11.16,70.7,2.43%,2.23,79.4,0.67%,1.88,209.1,0.53%,17.35,4878.7,0.91%,0.88,410.9,0.30%,0.34,311,0.23%,0.2189,418.2,0.20%,0,0,,0,0,,43.08,81603.1,2.16%,11.02,17505.7,0.56%,0,0,,1.17,1973.2,0.37%,0.0208,41.6,0.04%,3.8181,5873.8,0.56%,0.0463,24.7,0.04%
465,605,shot_465,7.81,48.2,2.21%,2.39,85.8,0.67%,2.23,250.5,0.57%,16.84,4746.5,0.88%,0.95,442.9,0.32%,0.27,248.7,0.22%,0.2669,508.7,0.22%,0,0,,0,0,,42.88,79937.8,2.15%,11.14,17255.9,0.56%,0,0,,1.31,2131.2,0.40%,0.0254,49.2,0.03%,3.8183,5681.6,0.56%,0.0397,20.5,0.04%
466,606,shot_466,7.12,43.2,2.35%,2.37,83.9,0.69%,1.21,134.2,0.42%,17.65,4967.9,0.92%,0.92,424.7,0.31%,0.23,209.4,0.21%,0.3553,672.8,0.23%,0,0,,0,0,,44.14,81155.8,2.21%,11.86,18022.7,0.60%,0,0,,1.29,2054.2,0.40%,0.0221,41.8,0.04%,4.1523,6022.6,0.58%,0.0913,45.5,0.05%
467,607,shot_467,9.93,61,2.48%,2.71,94.4,0.71%,1.38,150.7,0.46%,18.12,4999,0.95%,0.84,381.6,0.29%,0.27,244.4,0.22%,0.2762,514.9,0.23%,0,0,,0,0,,42.88,79450.8,2.15%,11.81,18408.2,0.60%,0,0,,1.32,2156.2,0.40%,0.0368,71.4,0.02%,4.2253,6280.5,0.59%,0.0446,22.8,0.04%
468,608,shot_468,5.9,35.2,2.24%,2.35,82.9,0.67%,1.61,178.1,0.49%,17.36,4847.1,0.91%,0.89,407.8,0.30%,0.25,230.2,0.22%,0.2228,418.1,0.21%,0,0,,0,0,,43.41,79033.2,2.18%,11.78,17671.4,0.60%,0,0,,1.31,2064.7,0.40%,0.0216,40.2,0.04%,4.1569,5932.7,0.58%,0.0509,24.9,0.03%
469,609,shot_469,7.68,46.1,2.34%,3.03,107.2,0.70%,2.42,267.6,0.58%,18.55,5148.9,0.97%,0.83,381.3,0.29%,0.33,294.9,0.23%,0.3265,613.9,0.23%,0,0,,0,0,,50.72,91112.2,2.54%,10.7,15593.4,0.54%,0,0,,1.21,1908,0.38%,0.0145,27.2,0.03%,3.5762,5173.1,0.56%,0.0529,26.9,0.03%
470,610,shot_470,6.63,39.9,2.46%,2.93,106.6,0.71%,2.28,260.1,0.58%,19.46,5569.4,1.01%,0.91,426.7,0.31%,0.48,440.8,0.20%,0.2802,540,0.23%,0,0,,0.02,31.7,0.04%,54.21,98111.6,2.72%,9.55,13866.2,0.49%,0,0,,2.46,3913.7,0.56%,0.1772,330.1,0.07%,2.8054,4040.2,0.56%,0.0156,8.1,0.04%
471,611,shot_471,6.64,37.9,2.38%,2.54,88.2,0.69%,3.52,382.4,0.58%,24.84,6664.3,1.28%,0.59,250.4,0.21%,0.82,690.8,0.28%,0.3715,648.4,0.23%,0,0,,0,4.5,0.02%,37.93,70901.5,1.90%,9.6,16708.3,0.49%,0.17,324.9,0.18%,11.6,19957.6,0.59%,1.8819,3310.8,0.45%,2.1063,2782.9,0.53%,0.065,31.2,0.04%
472,612,shot_472,1.41,6.4,2.53%,1.9,55.6,0.67%,3.07,282.3,0.61%,23.92,5506.6,1.24%,0.25,93.1,0.22%,0.95,707.5,0.32%,0,1.3,,0,0,,0,0,,14.73,29319.7,0.74%,12.45,29029.9,0.63%,0.68,1503.7,0.24%,33.47,59179,1.68%,9.0989,12082.3,0.75%,0.9786,895.6,0.33%,0,8,
473,613,shot_473,1.13,4.5,2.35%,1.46,37.6,0.61%,2.05,168,0.56%,16.55,3443.4,0.88%,0.15,54.5,0.16%,1.14,822.8,0.36%,0,0.9,,0,0,,0,0,,4.12,8623.5,0.46%,13.94,38534.8,0.70%,1.14,2723.9,0.36%,49.49,86756.8,2.48%,15.567,17576,1.27%,0.027,20.1,0.04%,0,0,
474,614,shot_474,0.91,3.4,2.19%,2.19,54,0.71%,1.98,154.5,0.55%,10.05,2007,0.55%,0.18,66.5,0.19%,1.57,1141,0.45%,0,20.4,,0,0,,0,0,,2.37,5001.2,0.55%,14.68,41534.6,0.74%,1.19,2853.8,0.38%,54.41,93087.2,2.73%,17.5697,18740.8,1.44%,0.0223,15.6,0.04%,0,0,
475,615,shot_475,1.76,6.6,2.43%,1.96,47.7,0.70%,2.7,208.6,0.61%,7.18,1419.3,0.41%,0.16,60.2,0.17%,1.82,1327.4,0.49%,0.0524,79,0.07%,0,0,,0,0,,2.39,5064.1,0.55%,15.11,42685.3,0.76%,1.19,2839.5,0.38%,55.23,93637.8,2.77%,17.7901,18780.3,1.45%,0,0.3,,0,0,
476,616,shot_476,1.69,6.3,2.41%,1.84,44.6,0.68%,2.6,199.9,0.60%,6.69,1317.9,0.39%,0.15,56.7,0.17%,1.65,1202.3,0.47%,0.0143,21.6,0.05%,0,0,,0,0,,2.45,5179.4,0.55%,15.26,42924,0.77%,1.16,2762.6,0.37%,55.59,93476.5,2.79%,17.6607,18477.8,1.44%,0.0013,0.9,0.03%,0,0,
477,617,shot_477,2.5,9.3,2.56%,1.69,40.9,0.67%,2.74,210.6,0.61%,6.51,1283.2,0.38%,0.16,57.9,0.17%,1.8,1314.1,0.49%,0,0,,0,0,,0,0,,2.37,5029,0.55%,15.24,43013.4,0.77%,1.17,2787.3,0.37%,55.17,93224.7,2.76%,17.6185,18553.2,1.44%,0,0.6,,0,0,
478,618,shot_478,0.96,3.6,2.26%,2.11,51.5,0.71%,2.87,221.3,0.61%,7.15,1411.1,0.41%,0.1,36.7,0.12%,1.75,1272.6,0.48%,0.027,40.7,0.06%,0,0,,0,0,,2.2,4653.7,0.54%,14.91,42150.4,0.75%,1.18,2804.2,0.37%,55.68,93907.5,2.79%,17.3393,18143.8,1.42%,0.0076,5.2,0.03%,0,6.8,
