,PMC,emblem,Na ox%,Na peak area,Na abs error,Mg ox%,Mg peak area,Mg abs error,Al ox%,Al peak area,Al abs error,Si ox%,Si peak area,Si abs error,P ox%,P peak area,P abs error,S ox%,S peak area,S abs error,Cl ox%,Cl peak area,Cl abs error,K ox%,K peak area,K abs error,Ca ox%,Ca peak area,Ca error,Ti ox%,Ti peak area,Ti abs error,Cr ox%,Cr peak area,Cr abs error,Mn ox%,Mn peak area,Mn abs error,Fe ox%,Fe peak area,Fe abs error,Ni ox%,Ni peak,Ni abs error,Zn ox%,Zn peak area%,Zn abs error,Br ox%,Br peak area,Br abs error
197,326,shot_197,89.45,1019.1,5.71%,5.37,340,0.51%,14.13,2744.6,0.80%,543.07,192346.8,27.24%,2.72,1018.5,0.58%,4.61,3378.2,0.37%,1.1339,1783.6,0.37%,0.52,761.3,0.19%,91.94,137523.8,4.61%,0.99,1620.4,0.33%,0,0,,0.43,1353.2,0.22%,0.95,3215.3,0.31%,0.287,1207.9,0.11%,0.3163,1070.7,0.13%,0.1467,197.7,0.07%
198,327,shot_198,92.59,1059.2,5.86%,4.36,276.1,0.58%,13.96,2712.9,0.79%,544.46,193059.6,27.31%,2.89,1086.3,0.58%,4.41,3236.2,0.42%,0.9438,1488.1,0.32%,0.41,600.3,0.23%,91.81,137831.4,4.61%,1.07,1755.3,0.35%,0,2.4,,0.4,1277.7,0.23%,0.74,2517.2,0.26%,0.3188,1349.2,0.12%,0.3128,1064.8,0.12%,0.0836,113.4,0.05%
199,328,shot_199,98.25,1126,6.13%,4.32,271.8,0.59%,14.17,2736.7,0.80%,547.72,193074.2,27.47%,3.17,1190.2,0.58%,3.87,2833.6,0.51%,1.1888,1873.3,0.38%,0.46,668.2,0.21%,91.91,137889.7,4.61%,1.08,1777,0.35%,0,0,,0.42,1341.5,0.22%,0.74,2534.3,0.26%,0.35,1483.7,0.13%,0.3111,1060.5,0.12%,0.1005,136.4,0.05%
200,329,shot_200,96.72,1106.9,6.05%,4.85,305.4,0.52%,13.56,2619.2,0.77%,547.41,193123.3,27.45%,2.78,1042.4,0.58%,4.03,2956.1,0.48%,1.1937,1881.5,0.38%,0.36,521.9,0.23%,92.59,138830.5,4.65%,1.1,1814.2,0.35%,0,0,,0.44,1403.1,0.21%,0.75,2543.5,0.26%,0.3759,1589.3,0.14%,0.3273,1112.1,0.13%,0.2181,294.9,0.09%
201,330,shot_201,88.59,1009.4,5.67%,5.15,327,0.50%,14.33,2790.2,0.81%,543.52,192781,27.26%,2.59,972.2,0.58%,4.68,3434,0.36%,1.3655,2149.8,0.42%,0.47,688.9,0.20%,92.48,138302.2,4.64%,1.14,1860.2,0.36%,0,0,,0.41,1298.5,0.22%,0.93,3150.9,0.31%,0.3051,1281.9,0.12%,0.3596,1214.8,0.14%,0.1134,152.4,0.06%
202,331,shot_202,98.45,1131.4,6.13%,4.33,272.6,0.59%,13.43,2600.4,0.76%,549.58,194266,27.56%,2.54,951.5,0.58%,3.81,2797,0.51%,1.1186,1765.7,0.37%,0.38,564.1,0.23%,92.1,138434.4,4.62%,1.11,1824.5,0.35%,0,0,,0.38,1229.3,0.23%,0.67,2292.2,0.24%,0.2823,1199.6,0.11%,0.3025,1034,0.12%,0.058,78.9,0.04%
203,335,shot_203,21.46,194.6,3.10%,47.9,2728.6,2.63%,92.03,14735,4.69%,396.66,119449.9,19.91%,3.59,1385.9,0.55%,1.47,1118.8,0.44%,0.6288,1042.9,0.24%,3.18,5196.4,0.56%,79.19,144125.3,3.97%,19.24,39942.3,0.97%,0.13,494.4,0.14%,1.1,3420.7,0.35%,92.03,267373.4,4.61%,0.0607,165.4,0.03%,0.171,368.8,0.07%,0.1436,120.1,0.07%
204,336,shot_204,18.16,164.1,2.93%,48.44,2761.3,2.66%,92.2,14756.5,4.69%,394.32,118717,19.79%,3.47,1341.6,0.56%,1.67,1267.6,0.47%,0.8047,1334.5,0.29%,3.25,5305.6,0.56%,79.8,144968.3,4.00%,19.21,39725.8,0.97%,0.12,442.4,0.13%,1.1,3395.5,0.35%,92.69,267858.9,4.64%,0.0584,157.9,0.03%,0.1523,326.2,0.07%,0.1171,97.3,0.07%
205,337,shot_205,16.56,149.5,2.90%,49.15,2805.5,2.69%,90.19,14443.3,4.59%,394.89,119150.3,19.82%,3.02,1167.3,0.58%,1.55,1182.2,0.45%,0.6704,1112.2,0.25%,3.25,5317.9,0.56%,79.51,144600.8,3.99%,19.46,40251.3,0.98%,0.08,318.3,0.10%,1.13,3485.9,0.36%,92.86,268082.6,4.65%,0.0295,79.5,0.04%,0.1654,353.5,0.07%,0.0854,70.7,0.06%
206,338,shot_206,14.71,132.7,2.82%,47.53,2721.9,2.61%,91.46,14717.5,4.66%,395.18,119427.3,19.83%,3,1159.2,0.58%,1.7,1290.3,0.48%,0.7425,1231,0.27%,3.26,5325.9,0.56%,79.79,144798.2,4.00%,19.32,39833.7,0.97%,0.08,307.9,0.10%,1.06,3280.3,0.34%,92.42,266531.7,4.62%,0.0575,155.2,0.03%,0.1607,343.3,0.07%,0.1107,91.7,0.06%
207,339,shot_207,18.74,169.1,2.98%,47.51,2703.3,2.61%,91.35,14620.8,4.65%,394.69,118968.2,19.81%,3.36,1297.9,0.57%,1.7,1297.7,0.48%,0.6864,1139.6,0.25%,3.26,5343.2,0.56%,79.57,145009,3.99%,19.31,40103.8,0.97%,0.11,425.4,0.13%,1.07,3295.5,0.34%,94.03,271577.4,4.71%,0.0161,43.5,0.04%,0.1015,216.5,0.05%,0.0891,73.7,0.06%
208,340,shot_208,17,148.8,2.98%,52.22,2891.2,2.85%,93.57,14494.2,4.77%,412.66,119617.6,20.71%,3.39,1255.7,0.57%,1.8,1312.1,0.49%,0.719,1146.5,0.26%,3.36,5324.3,0.55%,82.19,144241.5,4.12%,19.86,39784.3,1.00%,0.14,520.5,0.15%,1.1,3261.7,0.35%,96.25,267321.7,4.82%,0.0141,36.5,0.04%,0.0764,157.3,0.04%,0.1035,82.6,0.06%
209,341,shot_209,18.55,167.6,2.99%,47.14,2686.7,2.59%,92.27,14789.4,4.70%,393.68,118682.5,19.76%,3.35,1295.1,0.57%,1.67,1274.4,0.47%,0.6604,1096.8,0.24%,3.19,5217.5,0.56%,79.69,145094.6,4.00%,19.01,39411.6,0.96%,0.12,447.3,0.13%,1.11,3439.1,0.35%,93.23,269674.6,4.67%,0.0017,4.5,0.02%,0.1508,322.8,0.07%,0.1678,139.2,0.08%
210,342,shot_210,18.73,169.1,2.97%,47.93,2729.8,2.63%,90.51,14493.6,4.61%,394,118916.7,19.77%,3.76,1454.8,0.53%,2.3,1750.7,0.55%,0.9156,1519.8,0.32%,3.25,5310.7,0.56%,79.91,145204.8,4.01%,19.22,39724.8,0.97%,0.16,606,0.17%,1.1,3391.2,0.35%,92.65,267687.3,4.64%,0.0411,111.2,0.03%,0.1403,300.3,0.06%,0.0739,61.3,0.05%
211,343,shot_211,19.17,173.5,2.98%,48.31,2755.9,2.65%,91.2,14623.7,4.64%,395.61,119300.9,19.85%,3.33,1288.3,0.57%,1.68,1278.8,0.47%,0.5454,904.8,0.21%,3.27,5353.2,0.56%,79.61,144716.6,3.99%,19.14,39611.1,0.96%,0.06,233.5,0.08%,1.12,3453.8,0.36%,92.06,266789.7,4.61%,0.0368,99.8,0.03%,0.1775,381.6,0.08%,0.0912,76,0.06%
212,344,shot_212,12.24,110,2.70%,47.81,2740.8,2.62%,90.89,14630.3,4.63%,395.34,119476.6,19.84%,3.49,1345.3,0.56%,1.65,1254.1,0.47%,0.5983,989.9,0.23%,3.26,5303.9,0.56%,79.6,144244.6,3.99%,19.34,39835.4,0.97%,0.1,368.2,0.11%,1.11,3422.6,0.36%,92.78,266768.3,4.64%,0,2,,0.1002,213.1,0.05%,0.1242,102.5,0.07%
213,345,shot_213,15.35,138.5,2.84%,47.78,2735.2,2.62%,91.09,14648.7,4.64%,395.96,119619.7,19.87%,3.43,1325.1,0.56%,1.63,1236.6,0.47%,0.7213,1194.8,0.26%,3.26,5316.5,0.56%,79.46,144121.1,3.99%,19.32,39860,0.97%,0.13,511.6,0.15%,1.04,3219.2,0.34%,92.14,265971.1,4.61%,0.0725,195.8,0.04%,0.1395,298.6,0.06%,0.1021,84.7,0.06%
214,346,shot_214,18.49,167.3,2.96%,48.7,2779.8,2.67%,91.95,14729.4,4.68%,396.5,119406.9,19.90%,3.22,1242.2,0.57%,1.57,1191.4,0.45%,0.6259,1037.2,0.24%,3.27,5342.1,0.56%,79.66,144709.2,4.00%,19.22,39756.1,0.97%,0.11,438,0.13%,1.1,3409.1,0.35%,92.38,267350.4,4.62%,0.0009,2.5,0.02%,0.1475,316.7,0.07%,0.1322,110.1,0.07%
215,347,shot_215,16.91,152.3,2.92%,48.08,2739.2,2.64%,90.42,14480.2,4.61%,395.11,119183.1,19.83%,3.65,1409.7,0.54%,1.74,1320.2,0.48%,0.5552,921,0.22%,3.11,5094.5,0.57%,79.98,145573.5,4.01%,19.15,39663,0.96%,0.13,485.8,0.14%,1.13,3494.9,0.36%,93.89,270714.7,4.70%,0.0159,42.8,0.04%,0.1485,316.2,0.07%,0.1284,106,0.07%
216,348,shot_216,16.03,144.8,2.88%,47.27,2705.2,2.60%,91.67,14747.9,4.67%,396.54,119753.5,19.90%,3.33,1283.3,0.57%,1.69,1280.6,0.47%,0.6598,1092.7,0.25%,3.13,5112.6,0.57%,79.64,144482.9,4.00%,19.25,39719.9,0.97%,0.13,502.5,0.15%,1.1,3396.9,0.35%,92.08,265945.5,4.61%,0.0002,0.5,0.02%,0.1172,251.1,0.05%,0.1041,86.5,0.06%
217,349,shot_217,19.6,177.3,3.01%,46.71,2662.4,2.57%,92.72,14871.6,4.72%,395.69,119180.2,19.86%,3.31,1277,0.57%,1.68,1279.3,0.47%,0.612,1014.4,0.23%,3.16,5154.7,0.56%,79.31,144209.1,3.98%,19.13,39639.4,0.96%,0.12,476.4,0.14%,1.06,3270.4,0.34%,92.48,267932.2,4.63%,0.0179,48.5,0.04%,0.1071,230.1,0.05%,0.1979,164.8,0.09%
218,350,shot_218,19.15,173.1,2.94%,46.38,2644.2,2.55%,92.79,14891.6,4.72%,394.48,118907.5,19.80%,3.42,1322.4,0.56%,1.72,1309.4,0.48%,0.7405,1227.8,0.27%,3.2,5220.3,0.56%,79.12,143825.6,3.97%,19.46,40272.4,0.98%,0.1,385.9,0.12%,1.13,3486.9,0.36%,92.02,266448.5,4.60%,0.0431,117,0.03%,0.1152,247.4,0.05%,0.0872,72.7,0.06%
219,351,shot_219,12.35,111,2.76%,46.83,2682.9,2.58%,92.16,14853.8,4.69%,394.68,119204.5,19.81%,3.23,1246,0.57%,1.93,1466.9,0.51%,0.8203,1357.4,0.29%,3.26,5305.5,0.56%,80.06,144894,4.02%,19.3,39650.2,0.97%,0.14,514.2,0.15%,1.15,3517.3,0.36%,92.72,266155.3,4.64%,0.0291,78,0.04%,0.1222,259.6,0.06%,0.0685,56.4,0.05%
220,352,shot_220,18.65,163.4,3.07%,49.85,2756.6,2.74%,95.93,14886.6,4.88%,412.19,119416,20.69%,3.67,1363.6,0.54%,2.09,1527.1,0.53%,0.7218,1151.5,0.26%,3.31,5242.7,0.56%,82.46,144729.5,4.14%,19.96,39959.2,1.00%,0.15,555.9,0.16%,1.15,3431.6,0.36%,95.83,266347,4.80%,0.025,65,0.04%,0.1311,270.3,0.06%,0.0521,41.7,0.05%
221,353,shot_221,13.22,118.6,2.81%,46.84,2677.2,2.58%,90.09,14490.8,4.59%,394.02,119219,19.77%,3.23,1247.3,0.57%,1.61,1227.1,0.46%,0.4665,774.4,0.22%,3.26,5331.3,0.56%,80.31,145986.1,4.03%,19.23,39674.5,0.97%,0.1,373.8,0.12%,1.13,3463.2,0.36%,93.99,269851.2,4.70%,0.0111,29.6,0.03%,0.1355,287,0.06%,0.1762,144.7,0.08%
222,354,shot_222,18.6,167.6,2.95%,47.46,2697.1,2.61%,92.26,14742.8,4.70%,394.82,118683.1,19.81%,3.36,1294.5,0.57%,1.89,1432.8,0.50%,0.8839,1463.6,0.31%,3.07,5006.5,0.57%,79.62,144694.5,3.99%,19.01,39406.2,0.96%,0.11,429.5,0.13%,1.04,3207.6,0.34%,94.01,271188.1,4.70%,0.0001,0.3,0.02%,0.1132,241.2,0.05%,0.1048,86.7,0.06%
223,355,shot_223,14.91,134.6,2.83%,49.33,2824.9,2.70%,91.05,14622.6,4.64%,394.66,119112.8,19.81%,3.18,1228.6,0.58%,1.44,1096.5,0.43%,0.7209,1195.2,0.26%,3.2,5227,0.56%,79.4,144241.5,3.98%,19.38,40037.1,0.97%,0.09,351.4,0.11%,1.1,3382.9,0.35%,92.39,266847.5,4.62%,0.0771,208.3,0.04%,0.111,237.4,0.05%,0.1406,116.7,0.07%
224,356,shot_224,19.03,171.8,2.99%,48.25,2746.7,2.65%,91.23,14592.6,4.65%,394.22,118811.9,19.78%,3.37,1302.6,0.57%,1.7,1292.1,0.48%,0.5688,944.6,0.22%,3.21,5262.2,0.56%,79.3,144572,3.98%,19.28,40046.2,0.97%,0.14,524.1,0.15%,1.13,3507.8,0.36%,93.38,270252.4,4.67%,0.1038,280.6,0.05%,0.0962,205.8,0.05%,0.0504,41.8,0.05%
225,357,shot_225,16.69,150.7,2.91%,47.67,2723.9,2.62%,91.52,14694.4,4.66%,394.49,119064.9,19.80%,3.29,1270.9,0.57%,1.52,1160,0.45%,0.7443,1234.6,0.27%,3.3,5391.4,0.56%,79.55,144498.6,3.99%,19.14,39568.7,0.96%,0.13,479.5,0.14%,1.08,3330.8,0.35%,92.6,267540.4,4.63%,0.0244,66,0.04%,0.1133,242.5,0.05%,0.2049,170,0.09%
226,358,shot_226,16.67,150.9,2.91%,48.84,2797.5,2.68%,91.18,14650.6,4.64%,394.71,119308.2,19.81%,3.12,1207.9,0.58%,1.98,1508.4,0.52%,0.6619,1099.3,0.25%,3.18,5201.6,0.56%,79.37,144447.2,3.98%,19.35,40070.2,0.97%,0.13,505.2,0.15%,1.06,3292.7,0.34%,92.01,266579.4,4.60%,0.0402,109,0.03%,0.0961,206.5,0.05%,0.0668,55.7,0.05%
227,359,shot_227,20.02,181.4,3.02%,47.69,2717.9,2.62%,90.66,14526.6,4.62%,393.93,118909.6,19.77%,3.31,1282.9,0.57%,1.84,1399.2,0.50%,0.5758,956.2,0.22%,3.24,5290.7,0.56%,79.21,144130.3,3.97%,19.16,39691.2,0.96%,0.11,427.5,0.13%,1.13,3515.8,0.36%,91.78,266296.1,4.59%,0.0581,158,0.03%,0.0821,176.8,0.04%,0.1321,110.3,0.07%
228,363,shot_228,0,0,,0,0.7,,1.88,291.2,0.52%,8.39,2562.5,0.45%,0.1,35.7,0.13%,0.58,391.8,0.21%,1.1062,1437.3,0.36%,0,0,,0,9.3,,0,0,,0,607.3,,0,0,,0,1.8,,0.3346,1396.9,0.13%,0.0424,126.8,0.03%,0.2866,309.1,0.13%
229,364,shot_229,0,0,,0.57,30.3,0.38%,1.68,255.1,0.49%,8.34,2588.9,0.45%,0,11.2,,0.79,542.8,0.27%,1.3061,1714.4,0.41%,0,0,,0,0,,0,0,,0,478.3,,0,0,,0,43.9,,0.1092,474.7,0.05%,0.059,197,0.03%,0.222,271.2,0.10%
230,365,shot_230,0,0,,0,1.5,,1.96,313.2,0.53%,8.64,2703.4,0.47%,0,13.1,,0.72,489.5,0.26%,1.1921,1553.8,0.39%,0,0,,0,0,,0,0,,0,724.2,,0,0,,0,165.8,,0.0965,421.9,0.04%,0.0752,253,0.04%,0.2457,297.9,0.11%
231,366,shot_231,0,0,,0,5.7,,1.73,274.9,0.49%,9.19,2932.8,0.49%,0.17,60.9,0.18%,0.79,537.8,0.28%,1.3556,1760.4,0.42%,0,0,,0,0,,0,0,,0,195.6,,0,0,,0,21.5,,0.1787,763.7,0.07%,0.0435,140.7,0.03%,0.244,289.4,0.11%
232,367,shot_232,0,0,,2.25,121.9,0.65%,2.75,396,0.59%,11.91,3587.7,0.63%,0.13,47.4,0.15%,1.07,759.5,0.35%,2.5209,3370.8,0.57%,0,0,,0,0,,0,0,,0,136.9,,0,0,,0.12,429.8,0.14%,0.1591,668.1,0.07%,0.0561,182.3,0.03%,0.1977,244,0.09%
233,368,shot_233,0,0,,1.36,71.6,0.62%,1.63,235.7,0.51%,12.21,3664.4,0.65%,0,4.5,,1.41,926.6,0.43%,0,228.9,,0,0,,0,41.6,,0,0,,0,313.4,,0,0,,0,139.2,,0.2056,1034.6,0.08%,0.0832,314,0.05%,0.4683,615.2,0.19%
234,369,shot_234,0,0,,0,1.7,,1.82,284.4,0.51%,8.7,2762.2,0.47%,0.15,53.5,0.17%,0.87,592.7,0.30%,1.0112,1326.8,0.34%,0,0,,0,0,,0,0,,0,298.5,,0,0,,0,30.6,,0.2316,1013.8,0.09%,0.1067,343.6,0.05%,0.1436,169.1,0.08%
235,370,shot_235,0,0,,0.35,18.3,0.38%,2.05,321.8,0.54%,8.76,2703.3,0.47%,0.14,50,0.16%,0.81,547.3,0.28%,1.7139,2241.5,0.48%,0,0,,0,0,,0,0,,0,507.9,,0,0,,0,20.9,,0.1007,444.8,0.04%,0.0435,147.5,0.03%,0.2507,309.8,0.11%
236,371,shot_236,0,0,,1.04,54.4,0.57%,1.77,258.6,0.53%,12.98,3894.6,0.69%,0,25.5,,1.51,988.2,0.45%,0,190.7,,0,0,,0,144.2,,0,0,,0,299.8,,0,0,,0,82.9,,0.2333,1160.6,0.09%,0.138,510.9,0.07%,0.5289,668,0.21%
237,372,shot_237,0,0,,1,53,0.46%,2.45,366.6,0.57%,10.72,3266.3,0.57%,0.14,51.5,0.16%,0.99,683.9,0.33%,2.4163,3182.5,0.56%,0,0,,0,112.2,,0,0,,0,430.6,,0,0,,0.12,401.2,0.13%,0.0937,390.2,0.04%,0.1005,325.6,0.05%,0.2888,341.3,0.13%
238,373,shot_238,0,0,,0.3,15.3,0.40%,2.44,373.4,0.57%,10.19,3168.9,0.54%,0.18,65.7,0.19%,1.07,730,0.35%,0.9789,1297,0.33%,0,0,,0,178.1,,0,0,,0,360.2,,0,0,,0,16.9,,0.3093,1398.4,0.12%,0.08,263,0.04%,0.1238,152.4,0.07%
239,374,shot_239,0,0,,0,5.6,,2.25,351.4,0.56%,9.6,3028.7,0.51%,0,8.4,,1.04,714.2,0.34%,1.1509,1518.9,0.37%,0,0,,0,25.2,,0,0,,0,307.8,,0,0,,0,61.5,,0.3513,1528.2,0.13%,0.0325,101.4,0.04%,0.1085,129,0.07%
240,375,shot_240,0,0,,0,0.9,,2.18,350.5,0.55%,11.31,3612.1,0.60%,0.14,50.8,0.16%,1.5,1014.5,0.44%,1.0862,1413.1,0.36%,0,0,,0,129.9,,0,0,,0,310.9,,0,0,,0,30.4,,0.0803,370.4,0.04%,0.083,297,0.04%,0.2847,368,0.12%
241,376,shot_241,0,0,,1.03,55.2,0.47%,2.32,348.3,0.57%,10.21,3141.5,0.55%,0.1,35,0.12%,1.04,727.8,0.34%,1.9406,2563,0.52%,0,0,,0,55.4,,0,0,,0,324.3,,0,0,,0.08,282.3,0.10%,0.1108,466.9,0.05%,0.0556,182.2,0.04%,0.2216,271.4,0.10%
242,377,shot_242,0,0,,0,1.5,,2.02,322.1,0.53%,9.17,2924.4,0.49%,0.18,63.5,0.18%,1.03,704.8,0.34%,1.1501,1506.7,0.37%,0,0,,0,66.6,,0,0,,0,417.5,,0,0,,0,5.4,,0.1702,750.2,0.07%,0.0477,159.4,0.03%,0.1756,218.8,0.09%
243,378,shot_243,0,0,,0.99,51,0.47%,1.94,283.3,0.53%,12.11,3575.1,0.64%,0.34,115.6,0.24%,1.43,930.5,0.43%,0,11.8,,0,0,,0,83.6,,0,0,,0,328.8,,0,0,,0,51.5,,0.2688,1318.7,0.10%,0.1345,482.6,0.06%,0.5563,677,0.22%
244,379,shot_244,0,0,,1.22,61.8,0.59%,2.13,304.8,0.57%,14.28,4087.8,0.75%,0,26.2,,1.46,906.7,0.44%,0,998.4,,0,0,,0,99.4,,0,0,,0,166.3,,0,0,,0,210.2,,0.1416,682.9,0.06%,0.146,537.2,0.07%,0.7061,864.6,0.26%
245,380,shot_245,0,0,,1.08,58.7,0.49%,3.16,488,0.58%,14.03,4377.5,0.74%,0.23,82.6,0.21%,1.43,979.1,0.43%,1.5368,2042.6,0.46%,0,0,,0,189.9,,0,0,,0,273.5,,0,0,,0.13,491.8,0.15%,0.0614,279.6,0.03%,0.0328,118.6,0.04%,0.2322,319.1,0.10%
246,381,shot_246,0,0,,0.89,47.5,0.43%,3.08,471.7,0.59%,13.44,4157.4,0.71%,0.29,102.9,0.23%,1.45,987.6,0.43%,1.1489,1525.4,0.37%,0,0,,0,11.4,,0,0,,0,224.4,,0,0,,0,3.1,,0.2501,1172.3,0.10%,0.0523,185.9,0.03%,0.2232,298.9,0.10%
247,382,shot_247,0,0,,0.93,50.1,0.46%,3.16,487,0.58%,13.34,4139.8,0.70%,0.34,120.8,0.24%,1.46,996.7,0.43%,1.168,1552.1,0.38%,0,0,,0,0.7,,0,0,,0,223.4,,0,0,,0,44,,0.1109,524.6,0.05%,0.0804,297.4,0.04%,0.1982,275.8,0.09%
248,383,shot_248,0,0,,0,2.2,,1.91,295.7,0.52%,7.94,2439.8,0.43%,0,4.9,,0.62,419.3,0.22%,1.2162,1588.5,0.39%,0,0,,0,0,,0,0,,0,444.5,,0,0,,0,17.8,,0.2954,1234.1,0.11%,0.0628,188.1,0.04%,0.2077,227,0.10%
249,384,shot_249,0,0,,0,0.6,,1.93,303.8,0.52%,8.26,2550.6,0.45%,0,6.2,,0.79,532.7,0.27%,1.1444,1489.1,0.37%,0,0,,0,48.9,,0,0,,0,496.6,,0,0,,0,7.6,,0.2148,920.3,0.08%,0.0621,197.1,0.03%,0.2468,283.1,0.11%
250,385,shot_250,0,0,,0,0.3,,1.89,288.6,0.52%,8.73,2715.7,0.47%,0.14,49.6,0.16%,1.01,690.3,0.33%,0.9803,1282.7,0.33%,0,0,,0,156.2,,0,0,,0,255.2,,0,0,,0,18.8,,0.4307,1841.9,0.16%,0.0473,140.8,0.03%,0.17,187.8,0.09%
251,386,shot_251,0,0,,1.72,89.1,0.67%,1.67,237.2,0.52%,12.33,3552.7,0.66%,0,5.1,,1.21,777.1,0.39%,0,1749.4,,0,0,,0,0,,0,0,,0,114.3,,0,0,,0,22.8,,0.2165,1064.3,0.09%,0.1769,641.8,0.08%,0.6614,787,0.25%
252,387,shot_252,0,0,,1.84,100.3,0.61%,3.2,474.4,0.58%,12.64,3844.5,0.67%,0.32,117.4,0.24%,1.52,1065.8,0.45%,2.1394,2851.8,0.54%,0,0,,0,171,,0,0,,0,374.2,,0,0,,0.1,371.4,0.12%,0.0571,251.4,0.03%,0.0715,249.7,0.04%,0.1966,260.4,0.09%
253,390,shot_253,9.32,58.7,2.37%,3.04,110.3,0.71%,1.69,191.2,0.51%,18.59,5300.8,0.97%,0.92,431.9,0.31%,0.33,305.9,0.23%,0.2562,492.5,0.22%,0,0,,0.03,50,0.06%,45.52,85945.3,2.28%,11.28,17730.2,0.57%,0,0,,1.24,2063.9,0.38%,0.0097,19.3,0.02%,3.8136,5826.9,0.56%,0.0481,25.6,0.04%
254,391,shot_254,5.05,29.8,2.37%,3.29,116,0.72%,2,219.4,0.55%,18.67,5157.8,0.97%,0.99,451.4,0.33%,0.29,255.5,0.23%,0.2948,548,0.23%,0,0,,0,0,,47.26,84990.1,2.37%,12.46,18407.8,0.63%,0,0,,1.38,2140.7,0.41%,0.0185,34,0.03%,4.5995,6481.4,0.64%,0.0469,22.6,0.04%
255,392,shot_255,7.24,44.7,2.39%,1.94,70.4,0.64%,1.37,156.1,0.45%,19.23,5554,1.00%,0.83,389.9,0.28%,0.23,211.7,0.21%,0.3102,599.2,0.23%,0,0,,0,0,,46.86,87542.3,2.35%,11.72,17975.8,0.59%,0,0,,1.25,2026.6,0.39%,0.019,36.5,0.03%,4.1947,6210.4,0.58%,0.0192,9.8,0.05%
256,393,shot_256,5.18,31.8,2.25%,3.01,112.1,0.70%,1.39,160.9,0.45%,19.17,5630,1.00%,0.75,359.8,0.26%,0.27,258.2,0.22%,0.2466,485.1,0.22%,0,0,,0,9.1,,51.03,94626.6,2.56%,10.76,15986.5,0.55%,0,0,,1.16,1865.6,0.37%,0.0308,58.8,0.03%,3.6036,5303.2,0.56%,0.0562,29,0.04%
257,394,shot_257,6.57,40.7,2.13%,2.19,82.2,0.64%,1.91,225.9,0.53%,22.85,6767.7,1.18%,0.51,239.3,0.19%,0.34,318.2,0.23%,0.4733,914.4,0.20%,0,0,,0,0,,49.49,92182.9,2.48%,9.46,14570.4,0.48%,0,0,,3.5,5855.4,0.54%,0.3976,766.2,0.15%,2.3885,3550.2,0.55%,0.0198,10.6,0.05%
258,395,shot_258,4.79,26.7,2.18%,2.43,84.4,0.67%,1.99,216.9,0.54%,20.79,5696.1,1.08%,0.42,186.6,0.22%,0.39,344.1,0.23%,0.2826,519.1,0.23%,0,0,,0,0,,37.43,72020.5,1.88%,10.68,18736,0.54%,0.37,687.6,0.23%,14.12,23631.5,0.71%,2.5766,4262.8,0.47%,1.6139,1988.9,0.46%,0.0095,4.3,0.04%
259,396,shot_259,0.1,3.6,0.32%,0.17,41.1,0.18%,0.16,119.1,0.17%,2.27,4344.9,0.54%,0.02,72.8,0.05%,0.08,546.5,0.10%,0.0024,31.6,0.01%,0,0,,0,0,,2.75,40083,0.56%,1.93,29667.6,0.50%,0.1,1561.3,0.11%,4.44,57251.3,0.39%,1.0906,11241.7,0.33%,0.1172,846.7,0.05%,0.0108,28.8,0.03%
260,397,shot_260,0,0.3,,0.22,47,0.21%,0.18,118.6,0.18%,1.48,2551.5,0.43%,0.02,58.5,0.04%,0.15,898.1,0.16%,0,11.6,,0,0,,0,0,,1.06,15968.5,0.34%,2.11,38097.4,0.53%,0.14,2488.7,0.15%,6.43,82905.1,0.32%,1.8792,16953.8,0.45%,0.0251,151.8,0.03%,0.0114,25.8,0.03%
261,398,shot_261,0.11,3.5,0.30%,0.17,34.3,0.18%,0.26,167.3,0.22%,0.99,1653.8,0.33%,0.01,32.9,0.03%,0.18,1074.4,0.18%,0,0,,0,0,,0,0,,0.41,6260.4,0.22%,2.2,42439.5,0.53%,0.17,3034.1,0.17%,7.27,94416.5,0.36%,2.1964,19039.6,0.47%,0,0.9,,0,0,
262,399,shot_262,0.32,9.8,0.38%,0.24,49.1,0.22%,0.24,153,0.21%,0.77,1259.7,0.26%,0.01,36.7,0.03%,0.19,1165.1,0.19%,0,4.1,,0,0,,0,0,,0.35,5357.8,0.23%,2.27,44178.8,0.54%,0.18,3312.6,0.18%,7.49,96921.2,0.38%,2.2269,19184,0.47%,0,0,,0,0,
263,400,shot_263,0.43,13.7,0.37%,0.29,58.6,0.23%,0.34,218.1,0.23%,0.82,1356,0.28%,0.01,41.5,0.03%,0.21,1274.2,0.20%,0,4.5,,0,0,,0,0,,0.32,5010.6,0.23%,2.24,44243.3,0.54%,0.16,3027.8,0.17%,7.31,96524.1,0.37%,2.1629,19112.9,0.46%,0.0008,4.7,0.00%,0,0,
264,401,shot_264,0.3,9.6,0.37%,0.29,59.8,0.23%,0.36,234.8,0.23%,1.09,1813.1,0.35%,0.03,83,0.06%,0.24,1437.1,0.21%,0.0081,101,0.02%,0,0,,0,0,,0.31,4700.7,0.23%,2.2,43307.8,0.53%,0.15,2841.9,0.16%,7.25,96181.5,0.36%,2.1052,18705.5,0.46%,0.0018,10.4,0.01%,0,0,
