,PMC,emblem,Na ox%,Na peak area,Na abs error,Mg ox%,Mg peak area,Mg abs error,Al ox%,Al peak area,Al abs error,Si ox%,Si peak area,Si abs error,P ox%,P peak area,P abs error,S ox%,S peak area,S abs error,Cl ox%,Cl peak area,Cl abs error,K ox%,K peak area,K abs error,Ca ox%,Ca peak area,Ca error,Ti ox%,Ti peak area,Ti abs error,Cr ox%,Cr peak area,Cr abs error,Mn ox%,Mn peak area,Mn abs error,Fe ox%,Fe peak area,Fe abs error,Ni ox%,Ni peak,Ni abs error,Zn ox%,Zn peak area%,Zn abs error,Br ox%,Br peak area,Br abs error
68,141,shot_68,0,0,,0.1,44.8,0.12%,0.11,149.2,0.13%,9.4,29944.1,0.47%,0.03,89.1,0.06%,0.03,157.5,0.06%,0.0239,266.2,0.05%,0,0,,0,49.2,0.01%,0,28.1,0.01%,0.07,2006.2,0.09%,0,0,,0.01,241.4,0.02%,0.0006,26.8,0.00%,0.0012,40.5,0.00%,0.001,13.9,0.00%
69,142,shot_69,0,0,,0.09,39.5,0.11%,0.1,138.8,0.12%,10.05,32131.8,0.51%,0.03,84.4,0.06%,0.04,198.8,0.06%,0.031,344.5,0.06%,0,0,,0.01,75.6,0.02%,0,34.8,0.01%,0.05,1468.2,0.07%,0,0,,0.01,342.9,0.03%,0.0013,57.3,0.00%,0.0005,16.3,0.00%,0.0014,19.5,0.00%
70,143,shot_70,0,0,,0.1,45,0.12%,0.05,73.2,0.07%,11.4,36700.6,0.57%,0.02,63.9,0.05%,0.05,253.5,0.06%,0.0157,174.6,0.04%,0,0,,0.01,63.6,0.01%,0,68.9,0.01%,0.03,935,0.06%,0,0,,0.01,342.6,0.03%,0.0004,18.8,0.00%,0.0009,32.1,0.00%,0.0031,44.4,0.01%
71,144,shot_71,0.02,1.2,0.13%,0.11,49,0.13%,0.1,134.5,0.12%,11.13,35599.4,0.56%,0.03,77.8,0.06%,0.05,268.9,0.06%,0.0143,158.3,0.04%,0,0,,0.01,88.8,0.02%,0,65.2,0.01%,0.02,513.1,0.04%,0,0,,0.01,295.2,0.02%,0.0009,39,0.00%,0.0013,45.7,0.00%,0.0036,52.3,0.01%
72,145,shot_72,0,0,,0.08,33.9,0.09%,0.07,90.3,0.08%,11.78,38027.8,0.59%,0.02,43.9,0.04%,0.04,236.8,0.06%,0.0145,160.4,0.04%,0,8.2,0.00%,0.01,79.7,0.02%,0.01,96.1,0.02%,0.01,286.4,0.03%,0,0,,0.01,389.5,0.03%,0.0005,22.1,0.00%,0.0018,63.4,0.01%,0.0013,18.4,0.00%
73,146,shot_73,0,0,,0.06,25,0.07%,0.09,121.8,0.11%,11.22,36193.2,0.57%,0.02,66.9,0.05%,0.04,209.2,0.06%,0.031,343.6,0.06%,0,0,,0.01,78.2,0.02%,0,51.5,0.01%,0,115.9,0.01%,0,0,,0.01,364.5,0.03%,0.001,42.4,0.00%,0.0014,51.9,0.00%,0.002,28.5,0.01%
74,147,shot_74,elements,,,0.09,6.1,0.16%,0.08,37.3,0.10%,0.11,148.6,0.13%,10.87,34682,0.55%,0.03,77.7,0.06%,0.03,175,0.06%,0.0271,301,0.06%,0,0,,0.01,64.6,0.01%,0,43.4,0.01%,0,60.9,0.01%,0,0,,0.01,286.5,0.02%,0.0005,20.1,0.00%,0.0022,78,0.01%
75,148,shot_75,elements,,,0,0,,0.07,33.2,0.09%,0.12,156,0.13%,10.34,33164.6,0.52%,0.03,70.4,0.05%,0.03,173.7,0.06%,0.0244,270.4,0.05%,0,0,,0.01,77.8,0.02%,0,48,0.01%,0,55.4,0.01%,0,0,,0.01,256,0.02%,0.0006,27.8,0.00%,0.0021,75.2,0.01%
76,149,shot_76,elements,,,0.09,6.3,0.17%,0.05,20.2,0.07%,0.1,133.8,0.12%,11.46,36734.3,0.58%,0.02,68.3,0.05%,0.04,217.7,0.06%,0.0222,246.2,0.05%,0,0,,0.01,84.1,0.02%,0.01,98,0.02%,0,60.2,0.01%,0,0,,0.01,254.5,0.02%,0.0006,26.7,0.00%,0.0011,38.6,0.00%
77,150,shot_77,elements,,,0,0,,0.07,33.3,0.09%,0.09,121.3,0.11%,10.59,34565.4,0.53%,0.03,83.2,0.06%,0.04,195.1,0.06%,0.0262,294.9,0.05%,0,0,,0,56.6,0.01%,0,50.6,0.01%,0,47.3,0.00%,0,0,,0.01,233.4,0.02%,0.0008,35.3,0.00%,0.0016,56.6,0.00%
78,151,shot_78,elements,,,0.11,7.5,0.16%,0.07,32.4,0.09%,0.12,159.7,0.13%,9.64,31076.7,0.49%,0.02,61.7,0.05%,0.03,170.4,0.06%,0.026,293.3,0.05%,0,0,,0,44.7,0.01%,0,52.1,0.01%,0,27.4,0.00%,0,0,,0.01,183.2,0.01%,0.0002,7.5,0.00%,0.0012,42.5,0.00%
79,152,shot_79,elements,,,0,0,,0.08,37.5,0.10%,0.11,152.6,0.13%,10.42,33888.1,0.53%,0.03,77.2,0.06%,0.03,183.6,0.06%,0.0273,307.1,0.06%,0,0,,0,58.8,0.01%,0,62,0.01%,0,30.6,0.00%,0,0,,0.01,232.5,0.02%,0.0004,18.7,0.00%,0.0012,44.5,0.00%
80,153,shot_80,0,0,,0.09,39.2,0.10%,0.06,82.1,0.07%,11.7,38315.9,0.59%,0.03,95.3,0.06%,0.04,206.2,0.06%,0.036,405,0.06%,0,0,,0.01,122.6,0.03%,0.01,100.3,0.02%,0,29,0.00%,0,0,,0.01,209.2,0.02%,0.0014,60.9,0.00%,0.0019,70.9,0.01%,0.0014,20.4,0.00%
81,154,shot_81,elements,,,0.1,7.4,0.17%,0.06,25,0.07%,0.08,112.7,0.10%,11.33,36828.9,0.57%,0.02,68.1,0.05%,0.04,212.8,0.06%,0.0226,254.4,0.05%,0,0,,0.01,89.9,0.02%,0,61.8,0.01%,0,14.6,,0,0,,0.01,304.3,0.02%,0.0005,22.2,0.00%,0.0012,44.7,0.00%
82,155,shot_82,elements,,,0,0,,0.06,28.2,0.08%,0.11,148.7,0.12%,11.37,37119.7,0.57%,0.03,88.5,0.06%,0.04,234.4,0.06%,0.0224,251.6,0.05%,0,0,,0.01,62.4,0.01%,0,52.7,0.01%,0,21.8,0.00%,0,0,,0.01,330.6,0.02%,0.0007,30.7,0.00%,0.0012,43.4,0.00%
83,156,shot_83,0,0,,0.09,39.6,0.11%,0.11,146.1,0.12%,11.23,36595.9,0.57%,0.03,89.4,0.06%,0.04,212.4,0.06%,0.0223,250.8,0.05%,0,0,,0.01,86.5,0.02%,0,45,0.01%,0,35.2,0.00%,0,0,,0.01,313.4,0.02%,0.0002,9.3,0.00%,0.0012,43.7,0.00%,0.0028,40.6,0.01%
84,157,shot_84,elements,,,0.06,4.2,0.13%,0.07,30.4,0.08%,0.1,140.8,0.12%,9.75,31594,0.49%,0.02,64.3,0.05%,0.04,190.4,0.06%,0.0297,334.6,0.06%,0,0,,0.01,97.1,0.02%,0,49,0.01%,0,33,0.00%,0,0,,0.01,287.3,0.02%,0.0009,38.3,0.00%,0.0009,34.3,0.00%
85,158,shot_85,0,0,,0.11,50.7,0.13%,0.12,163.1,0.13%,11.43,37145.3,0.58%,0.03,72.5,0.05%,0.05,250,0.06%,0.0214,240.7,0.05%,0,0,,0.01,62.6,0.01%,0,23.7,0.00%,0,25.7,0.00%,0,0,,0.01,344.8,0.03%,0.0026,118.8,0.01%,0.0015,55.4,0.00%,0.0023,34.5,0.01%
86,159,shot_86,elements,,,0.04,3.1,0.13%,0.08,35.5,0.10%,0.09,125.9,0.11%,10.47,34008.4,0.53%,0.03,80.7,0.06%,0.04,232.7,0.06%,0.0254,286.3,0.05%,0,0,,0.01,105.7,0.02%,0,73.6,0.01%,0,44.9,0.00%,0,0,,0.01,318.6,0.02%,0.0007,33.7,0.00%,0.002,74.2,0.01%
87,160,shot_87,0.08,5.8,0.16%,0.04,20.1,0.07%,0.11,156.1,0.13%,11.27,36621.2,0.57%,0.03,85.3,0.06%,0.05,293.2,0.07%,0.0266,299.5,0.06%,0,0,,0.01,84.3,0.02%,0.01,93.7,0.02%,0,19.7,0.00%,0,0,,0.01,340.2,0.03%,0.0007,33.6,0.00%,0.0007,25.2,0.00%,0.0018,25.9,0.01%
88,161,shot_88,0,0,,0.08,34,0.09%,0.11,145.5,0.12%,10.57,34419.9,0.53%,0.03,95,0.06%,0.05,277.6,0.06%,0.0231,259.8,0.05%,0,0,,0.01,79.1,0.02%,0,2.1,0.00%,0,52.3,0.01%,0,0,,0.01,344.1,0.03%,0.0007,32.5,0.00%,0.0019,68.2,0.01%,0.0012,17.9,0.00%
89,162,shot_89,0.06,4.3,0.14%,0.09,42.5,0.11%,0.11,147.5,0.12%,11.33,36712.1,0.57%,0.03,77.8,0.06%,0.05,290.2,0.07%,0.0286,321.8,0.06%,0,0,,0.01,88.9,0.02%,0,74.5,0.01%,0,17.4,0.00%,0,0,,0.01,408.5,0.03%,0.0006,28.5,0.00%,0.0013,47.5,0.00%,0.0037,55,0.01%
90,163,shot_90,0,0,,0.11,52,0.13%,0.1,135.5,0.12%,11.08,36005.8,0.56%,0.03,78.1,0.06%,0.05,263.7,0.06%,0.0272,306.5,0.06%,0,1.8,,0.01,149.2,0.03%,0,49.9,0.01%,0,32.1,0.00%,0,0,,0.01,407,0.03%,0.0001,2.7,0.00%,0.0016,58.7,0.00%,0.0024,35.8,0.01%
91,164,shot_91,elements,,,0,0,,0.1,43.9,0.11%,0.11,156.4,0.13%,11.27,36622.8,0.57%,0.03,80.7,0.06%,0.06,305.2,0.07%,0.0221,248.6,0.05%,0,0,,0.01,126.9,0.03%,0,44.1,0.01%,0,64.9,0.01%,0,0,,0.01,408.6,0.03%,0.0013,59.9,0.00%,0.0018,64.1,0.01%
92,165,shot_92,0,0,,0.11,50.3,0.13%,0.12,166.2,0.14%,10.1,32688,0.51%,0.03,78,0.06%,0.05,260.3,0.06%,0.029,326.5,0.06%,0,0,,0.01,120.9,0.03%,0,67,0.01%,0,53.4,0.01%,0,0,,0.01,386.9,0.03%,0,0.3,,0.0004,15.2,0.00%,0.0024,35.2,0.01%
93,166,shot_93,0,0,,0.09,39.8,0.11%,0.08,113.4,0.10%,11.67,38099.3,0.59%,0.03,74.8,0.06%,0.05,292.2,0.07%,0.0135,152.2,0.03%,0,6.6,0.00%,0.01,117.7,0.03%,0,76,0.01%,0,29.7,0.00%,0,0,,0.01,375.3,0.03%,0.0007,29.7,0.00%,0.0021,76.3,0.01%,0.0026,38.2,0.01%
94,167,shot_94,elements,,,0.03,2.4,0.14%,0.03,14.3,0.06%,0.07,101.6,0.09%,10.98,35943.8,0.55%,0.02,62.6,0.05%,0.05,243.6,0.06%,0.0226,253.6,0.05%,0,15.3,0.01%,0.01,100.4,0.02%,0.01,90.4,0.02%,0,28.6,0.00%,0,0,,0.01,327.1,0.02%,0.0005,20.9,0.00%,0.0019,69.3,0.01%
95,168,shot_95,0,0,,0.1,46,0.12%,0.06,88.7,0.08%,11.17,36463.9,0.56%,0.03,85.5,0.06%,0.05,250.5,0.06%,0.0224,251.9,0.05%,0,0,,0.01,120.4,0.03%,0,31.9,0.01%,0,10,0.00%,0,0,,0.01,310.4,0.02%,0.0008,37.4,0.00%,0.001,37.1,0.00%,0.0019,27.4,0.01%
96,169,shot_96,0,0,,0.06,27.7,0.08%,0.06,87.2,0.08%,11.02,36069,0.56%,0.02,56.4,0.05%,0.04,225.6,0.06%,0.013,145.6,0.03%,0,12.6,0.00%,0,58.5,0.01%,0,14.8,0.00%,0,0,,0,0,,0.01,308.1,0.02%,0.0095,425.9,0.02%,0.0009,34.2,0.00%,0.0026,37.8,0.01%
97,170,shot_97,0,0,,0.08,35.5,0.10%,0.09,126.1,0.11%,10.63,34551.6,0.54%,0.02,51.3,0.04%,0.03,170.3,0.06%,0.0098,109.8,0.03%,0,0,,0.01,87.2,0.02%,0,54.1,0.01%,0,0,,0,0,,0.01,276.8,0.02%,0.0172,772.3,0.03%,0.0009,32.9,0.00%,0.0038,55.4,0.01%
98,171,shot_98,0.01,0.5,0.13%,0.04,20,0.07%,0.06,83.8,0.08%,10.02,32646.6,0.51%,0.02,49.2,0.04%,0.03,186.3,0.06%,0.0144,161.3,0.04%,0,0,,0,3,0.00%,0,44.2,0.01%,0,2.3,,0,0,,0.01,200.2,0.02%,0.0352,1574.7,0.02%,0.0007,24.1,0.00%,0.004,56.9,0.01%
99,172,shot_99,0,0,,0.04,18.1,0.07%,0.05,67.5,0.06%,9.5,30860.1,0.48%,0.02,43.7,0.04%,0.03,180.3,0.06%,0.0129,144.6,0.03%,0,0,,0,55.4,0.01%,0,17.9,0.00%,0,21.7,,0,0,,0,177,0.01%,0.0568,2517.9,0.02%,0.0007,23.6,0.00%,0.0023,32.4,0.01%
100,173,shot_100,0,0,,0.48,27.8,0.26%,0.36,64.3,0.25%,71.47,28787.1,3.61%,0.19,65.4,0.19%,0.24,163.8,0.21%,0.0543,76.2,0.07%,0,0.2,,0.03,48.3,0.06%,0.01,16.7,0.02%,0,0,,0,0,,0.04,157.3,0.06%,0.661,3635,0.23%,0.0023,9.6,0.01%,0.0169,28.6,0.04%
101,174,shot_101,0.24,2.1,1.07%,0.18,10.4,0.24%,0.35,61.7,0.25%,64.84,25962.4,3.27%,0.1,36.4,0.13%,0.24,159.6,0.21%,0.0982,137.8,0.12%,0,0,,0.02,27.3,0.04%,0.02,33.6,0.04%,0,0,,0,0,,0.04,171.1,0.06%,0.8504,4621.6,0.28%,0.0102,41.8,0.02%,0.0128,21,0.03%
102,175,shot_102,0,0,,0.68,41.1,0.29%,0.57,104.6,0.23%,90.09,36771.7,4.54%,0.21,74.3,0.20%,0.34,229,0.23%,0.1958,274.8,0.19%,0,0,,0.06,87,0.07%,0.02,41.2,0.05%,0.01,34.9,0.03%,0,0,,0.08,371.7,0.10%,0.0033,18.7,0.01%,0.0199,90.5,0.03%,0.0125,23,0.03%
103,176,shot_103,0,0,,0.53,31.5,0.24%,0.55,100.1,0.22%,79.09,32298.7,3.99%,0.21,74.7,0.20%,0.35,236.8,0.23%,0.2425,340.2,0.21%,0,0,,0.06,84.6,0.07%,0.01,15.5,0.02%,0.01,38.3,0.03%,0,0,,0.07,299.5,0.08%,0.0068,38.1,0.02%,0.0096,43.6,0.02%,0.0115,21.1,0.03%
104,177,shot_104,0,0,,0.43,26.1,0.27%,0.69,126.4,0.26%,89.3,36509.9,4.50%,0.25,87.9,0.22%,0.34,232.2,0.23%,0.1873,262.9,0.19%,0,0,,0.06,94,0.08%,0.02,49.5,0.05%,0,12.5,0.01%,0,0,,0.07,309.9,0.08%,0.0103,58,0.02%,0.0152,69.4,0.03%,0.0111,20.4,0.03%
105,178,shot_105,0.14,1.3,0.95%,0.5,30.1,0.24%,0.79,145.5,0.29%,88.17,35953.9,4.44%,0.26,90.7,0.22%,0.35,235.8,0.23%,0.142,199.7,0.15%,0,0,,0.05,76,0.06%,0.01,27.7,0.03%,0.02,61.5,0.04%,0,0,,0.07,317.2,0.09%,0.0127,71.3,0.03%,0.0107,49,0.03%,0.0135,25,0.03%
106,179,shot_106,0,0,,0.53,32.1,0.25%,0.59,108.4,0.23%,88.26,36036.4,4.45%,0.22,75.5,0.20%,0.39,266,0.23%,0.1754,246,0.18%,0,0,,0.05,74.4,0.06%,0.02,47.2,0.05%,0.02,73.6,0.05%,0,0,,0.07,331.7,0.09%,0.0046,25.8,0.01%,0.0177,80.6,0.03%,0.0312,57.3,0.04%
107,180,shot_107,0,0,,0.58,35.2,0.27%,0.63,115,0.24%,86.46,35242.8,4.36%,0.22,77.4,0.21%,0.32,218.4,0.23%,0.1496,210,0.16%,0,5.8,0.02%,0.06,87.5,0.07%,0.04,78.7,0.06%,0.04,141.4,0.06%,0,0,,0.06,275.7,0.08%,0.0278,155.7,0.03%,0.0183,82.9,0.03%,0.0233,42.6,0.04%
108,181,shot_108,0.48,4.4,0.82%,0.4,23.9,0.26%,0.57,102.7,0.22%,72.99,29568.2,3.68%,0.2,71.3,0.20%,0.26,178,0.22%,0.1707,239.8,0.18%,0,0,,0.05,78.5,0.07%,0.02,44.7,0.05%,0.04,159.7,0.06%,0,0,,0.04,161.3,0.06%,0.0837,468.5,0.03%,0.0083,37.7,0.02%,0.0175,31.9,0.04%
109,182,shot_109,0,0,,0.49,29.2,0.26%,0.37,67.8,0.25%,83.37,34041.8,4.20%,0.12,41.1,0.14%,0.26,174.5,0.22%,0.1372,192.6,0.15%,0,0,,0.01,15.8,0.03%,0.02,40.9,0.05%,0.11,386.5,0.12%,0,0,,0.04,183.7,0.06%,0.1332,744.1,0.05%,0.0131,59.1,0.03%,0.0468,84.6,0.03%
110,183,shot_110,0,0,,0.27,15.8,0.28%,0.32,58.3,0.25%,79.08,32239.8,3.99%,0.17,58.4,0.18%,0.29,192.2,0.23%,0.0702,98.4,0.09%,0,0,,0,6.9,0.02%,0,2.8,0.01%,0.2,700.6,0.19%,0,0,,0.03,146.9,0.06%,0.2817,1559.2,0.11%,0.0141,62.1,0.03%,0.0211,37.2,0.04%
111,184,shot_111,0,0,,0.34,19.8,0.29%,0.37,66,0.25%,73.42,29768.1,3.70%,0.12,42.4,0.14%,0.27,180.1,0.22%,0.0809,113.5,0.10%,0,0,,0.01,11.9,0.02%,0.01,18.5,0.03%,0.23,833.8,0.21%,0,0,,0.03,147.6,0.06%,0.4274,2345.2,0.16%,0.0142,61,0.03%,0.0146,25.2,0.03%
112,185,shot_112,0,0,,0.36,20.9,0.29%,0.28,50.1,0.24%,69.36,27952.5,3.50%,0.15,52.5,0.16%,0.24,158.5,0.21%,0.0431,60.4,0.07%,0,0,,0.02,26.7,0.04%,0,0,,0.24,867.9,0.21%,0,0,,0.02,99.4,0.05%,0.6195,3368.2,0.21%,0.0105,44,0.02%,0.0161,27,0.04%
113,186,shot_113,0,0,,0.38,21.9,0.29%,0.29,50.6,0.25%,63.55,25410.8,3.21%,0.08,28.7,0.11%,0.21,142.8,0.20%,0.0692,97.1,0.09%,0,0,,0.01,14.6,0.03%,0,0,,0.22,783.6,0.20%,0,0,,0.01,54.4,0.03%,0.8293,4462.8,0.27%,0.0056,22.9,0.02%,0.0297,48.1,0.04%
114,187,shot_114,0.86,7.7,1.10%,0.48,27,0.27%,0.18,30,0.20%,59.89,23598.4,3.03%,0.15,51,0.16%,0.21,143.5,0.20%,0.1014,143,0.12%,0,0,,0.01,19.5,0.03%,0,0,,0.17,619.1,0.18%,0,0,,0.02,71.1,0.04%,0.9957,5342.5,0.31%,0.0079,31.6,0.02%,0.0014,2.2,0.01%
115,188,shot_115,0,0,,0.36,20.6,0.29%,0.31,52.9,0.25%,57.69,22878.5,2.92%,0.12,43,0.14%,0.18,121.1,0.18%,0.0576,80.8,0.08%,0,0,,0.02,29.1,0.05%,0,0,,0.09,328.6,0.11%,0,0,,0.02,74,0.04%,1.0375,5544.9,0.32%,0.0048,18.7,0.01%,0.0237,36.9,0.04%
116,189,shot_116,0.4,3.6,1.08%,0.28,15.5,0.28%,0.16,26.8,0.19%,55.85,22035.9,2.82%,0.14,47.3,0.15%,0.2,132.8,0.19%,0.0748,104.9,0.09%,0,0,,0,0,,0,0,,0.05,195.4,0.07%,0,0,,0.02,80.2,0.04%,1.0604,5662.8,0.33%,0.0008,3.1,0.01%,0.0294,45.6,0.04%
117,190,shot_117,0,0,,0.58,32.7,0.28%,0.32,55.4,0.25%,54.89,21579.1,2.78%,0.17,58.9,0.18%,0.26,173.6,0.22%,0.0715,100.3,0.09%,0,0,,0.02,26.2,0.04%,0,0,,0.04,144.9,0.06%,0,0,,0.01,64.6,0.04%,1.1086,5905.9,0.34%,0.0075,28.9,0.02%,0.0257,39.5,0.04%
118,191,shot_118,0,0,,0.36,20.2,0.29%,0.2,34.3,0.21%,55.39,21907.6,2.80%,0.1,34.6,0.12%,0.25,166.8,0.22%,0.067,93.9,0.09%,0,0,,0.02,30.2,0.05%,0,0,,0.03,101.1,0.06%,0,0,,0.02,80,0.04%,1.117,5948.1,0.34%,0.0062,24.1,0.02%,0.0297,45.6,0.04%
119,192,shot_119,0.8,7.1,1.11%,0.45,25,0.28%,0.47,79.9,0.22%,56.6,22103.1,2.86%,0.13,44.3,0.15%,0.27,183.4,0.22%,0.1068,150.3,0.13%,0,0,,0.03,40.4,0.06%,0,0,,0.07,241.6,0.08%,0,0,,0.03,114.2,0.05%,1.0323,5531.1,0.32%,0.006,23.8,0.02%,0.0111,17.5,0.03%
120,193,shot_120,0,0,,0.33,18.8,0.29%,0.22,37.8,0.22%,58.12,23126.4,2.94%,0.17,60.2,0.18%,0.35,235.1,0.23%,0.0506,71,0.07%,0,0,,0,4.9,0.02%,0,0,,0.26,931.1,0.22%,0,0,,0.02,76.7,0.04%,0.9413,5000.4,0.30%,0.0043,16.8,0.01%,0.0113,17.7,0.03%
121,194,shot_121,0,0,,0.42,23.9,0.28%,0.5,87.4,0.21%,60.12,23797.2,3.04%,0.15,50.7,0.16%,0.36,245.7,0.23%,0.0377,53.1,0.07%,0,0,,0.03,52.3,0.06%,0,0,,0.47,1665.3,0.20%,0,0,,0.04,186.4,0.07%,0.8808,4637,0.29%,0.0074,29.2,0.02%,0.0229,35.9,0.04%
122,195,shot_122,0,0,,0.5,28.8,0.26%,0.44,75.8,0.24%,61.8,24551.8,3.12%,0.17,61,0.18%,0.48,325.2,0.20%,0.1536,216.2,0.16%,0,0,,0.05,71.2,0.07%,0,0,,0.78,2750.4,0.27%,0,0,,0.05,228.3,0.07%,0.6731,3504.3,0.23%,0.0145,57.7,0.03%,0.0319,50.5,0.04%
123,196,shot_123,0,0,,0.68,39.2,0.31%,0.59,103.3,0.23%,64.82,25772.2,3.27%,0.18,62.3,0.18%,0.44,295.3,0.22%,0.0527,74.4,0.07%,0,0,,0.05,74.9,0.07%,0,0,,1,3523.5,0.33%,0,0,,0.06,247.3,0.07%,0.5005,2612.9,0.18%,0.0166,67.3,0.03%,0.0055,8.9,0.02%
124,197,shot_124,0,0,,0.81,46.9,0.34%,0.39,67.8,0.25%,67.53,26995.1,3.41%,0.14,48.7,0.16%,0.44,301.5,0.21%,0.11,155.3,0.13%,0,0,,0.04,65.9,0.07%,0,3.9,0.01%,1.17,4117,0.37%,0,0,,0.08,316.5,0.09%,0.3446,1795.5,0.13%,0.015,61.7,0.03%,0.0112,18.5,0.03%
125,198,shot_125,0,0,,0.46,27.1,0.27%,0.79,140.4,0.29%,71.99,28878.8,3.63%,0.15,53.3,0.17%,0.47,319.4,0.20%,0.1263,178.4,0.14%,0,0,,0.03,53,0.06%,0.01,11.6,0.02%,1.32,4659.7,0.40%,0,0,,0.08,321.4,0.09%,0.1725,901.2,0.07%,0.0023,9.8,0.01%,0.0254,42.7,0.04%
126,199,shot_126,0,0,,0.51,29.7,0.26%,0.22,38.8,0.22%,75.26,30471.4,3.80%,0.13,46.7,0.15%,0.4,274,0.23%,0.0661,93.3,0.09%,0,0,,0.06,98.6,0.08%,0.01,16.6,0.02%,1.4,4935.2,0.42%,0,0,,0.1,420.9,0.12%,0.0706,369.2,0.03%,0.0122,51.4,0.03%,0.0174,29.5,0.04%
127,200,shot_127,0.32,2.9,0.99%,0.4,23.6,0.28%,0.71,127.9,0.27%,75.45,30392.2,3.81%,0.27,93.3,0.22%,0.38,256.2,0.23%,0.1587,224.1,0.17%,0,0,,0.08,122.1,0.10%,0.01,26,0.03%,1.2,4243.3,0.37%,0,0,,0.07,283.8,0.08%,0.0169,89.5,0.03%,0.0057,24.3,0.02%,0.0202,34.8,0.04%
128,201,shot_128,0,0,,0.59,35.1,0.28%,0.44,79.1,0.24%,83.22,33780.8,4.19%,0.14,47.3,0.15%,0.34,229.8,0.23%,0.0578,81.5,0.08%,0,0,,0.07,102.3,0.08%,0.02,52.5,0.05%,1.05,3720.5,0.34%,0,0,,0.07,287.1,0.08%,0.0105,56.6,0.02%,0.0137,59.9,0.03%,0.0191,33.3,0.04%
129,202,shot_129,0,0,,0.48,28.8,0.26%,0.39,71.1,0.25%,85.63,34861.3,4.31%,0.14,49.1,0.16%,0.38,255.6,0.23%,0.104,146.3,0.12%,0,0,,0.04,66.1,0.07%,0.02,43.1,0.05%,0.86,3068.6,0.29%,0,0,,0.08,323.7,0.09%,0.0154,83.1,0.03%,0.0218,95.5,0.04%,0.0266,46.9,0.04%
130,203,shot_130,0,0,,0.48,28.5,0.25%,0.69,125.4,0.26%,77.39,31440,3.90%,0.22,75.6,0.20%,0.3,203.3,0.23%,0.1864,262.1,0.19%,0,0,,0.05,69.5,0.07%,0,7.3,0.01%,0.46,1650.4,0.20%,0,0,,0.06,258,0.07%,0.0018,10.1,0.01%,0.013,58.1,0.03%,0.0208,37.4,0.04%
131,204,shot_131,0,0,,0.51,30.8,0.24%,0.65,117.3,0.24%,77.61,31619,3.91%,0.26,91.7,0.22%,0.32,215.6,0.23%,0.1981,278.7,0.19%,0,0,,0.04,65.2,0.07%,0.01,26.5,0.03%,0.29,1050.7,0.23%,0,0,,0.06,283.4,0.08%,0.0001,0.6,0.00%,0.0128,57.5,0.03%,0.0016,2.9,0.01%
132,205,shot_132,0.83,7.7,0.85%,0.58,34.3,0.26%,0.58,103.7,0.22%,74.49,30064.9,3.76%,0.16,55.1,0.17%,0.24,164.5,0.21%,0.2076,292.5,0.20%,0,0,,0.03,50.2,0.06%,0.02,38.1,0.04%,0.18,635,0.18%,0,0,,0.05,235.4,0.07%,0.0066,37.1,0.02%,0.0094,42.8,0.02%,0,2,
133,206,shot_133,0,0,,0.59,35.3,0.26%,0.96,176.3,0.33%,84.81,34463,4.27%,0.31,107.7,0.23%,0.33,219.4,0.23%,0.2146,301.7,0.20%,0.01,6.7,0.02%,0.05,81.7,0.07%,0.02,37.5,0.04%,0.09,325.6,0.11%,0,0,,0.06,262.3,0.07%,0.006,33.8,0.02%,0.0099,45.1,0.02%,0.0204,37.5,0.04%
134,207,shot_134,0,0,,0.8,48.3,0.33%,0.58,105.3,0.23%,90.18,36731.9,4.54%,0.23,79.8,0.21%,0.35,236.2,0.23%,0.1901,266.9,0.19%,0,0,,0.07,103.8,0.08%,0.03,67.3,0.06%,0.03,107.7,0.06%,0,0,,0.08,356.6,0.10%,0.0087,48.7,0.02%,0.0102,46.2,0.02%,0.0206,37.8,0.04%
135,208,shot_135,0,0,,0.38,22.6,0.27%,0.69,126.3,0.26%,84.25,34427.4,4.25%,0.27,95.3,0.23%,0.3,200.8,0.23%,0.2289,321.4,0.21%,0.01,16,0.04%,0.06,95.9,0.08%,0.02,48.6,0.05%,0.03,97.9,0.06%,0,0,,0.08,343.2,0.09%,0.0058,32.7,0.02%,0.0088,40,0.02%,0.013,23.9,0.03%
136,209,shot_136,0,0,,0.55,33.3,0.26%,0.73,135.1,0.27%,90.25,36832.9,4.55%,0.23,79.5,0.21%,0.34,230.2,0.23%,0.1589,223.3,0.17%,0,0,,0.06,99.9,0.08%,0.02,32.5,0.04%,0.01,46,0.03%,0,0,,0.08,342.2,0.09%,0.0152,85.5,0.03%,0.0179,81.8,0.03%,0.0179,32.9,0.04%
137,210,shot_137,0.87,8.2,1.00%,0.75,44.9,0.31%,0.68,123.8,0.26%,91.05,36813.9,4.59%,0.2,70.5,0.20%,0.4,268,0.23%,0.1695,238.7,0.18%,0,0,,0.06,97.9,0.08%,0.03,73.5,0.06%,0.02,59.5,0.04%,0,0,,0.08,348.9,0.09%,0.0061,34.6,0.02%,0.0146,66.6,0.03%,0.0129,23.8,0.03%
