   PIQUANT 0.0.0-main  ps__0240_0688239844_000rbs__00724400836244520068___j05.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.159376, 0, 9.30826e-11, 0, 1.41421, -9.30826e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12839e-13, 0, 5.10561e-12, 0, 8.78641e-11, 0, 0, 0
0.167253, 0, 1.55695e-10, 0, 1.41421, -1.55695e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92456e-13, 0, 8.7609e-12, 0, 1.46742e-10, 0, 0, 0
0.175131, 0, 2.58744e-10, 0, 1.41421, -2.58744e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26233e-13, 0, 1.49474e-11, 0, 2.4347e-10, 0, 0, 0
0.183009, 0, 4.27247e-10, 0, 1.41421, -4.27247e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49656e-13, 0, 2.53613e-11, 0, 4.01336e-10, 0, 0, 0
0.190886, 0, 7.01006e-10, 0, 1.41421, -7.01006e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.20584e-13, 0, 4.27939e-11, 0, 6.57291e-10, 0, 0, 0
0.198764, 0, 1.14293e-09, 0, 1.41421, -1.14293e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53282e-12, 0, 7.18177e-11, 0, 1.06958e-09, 0, 0, 0
0.206642, 0, 1.85178e-09, 0, 1.41421, -1.85178e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53759e-12, 0, 1.19884e-10, 0, 1.72936e-09, 0, 0, 0
0.214519, 0, 2.98166e-09, 0, 1.41421, -2.98166e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1775e-12, 0, 1.99075e-10, 0, 2.77841e-09, 0, 0, 0
0.222397, 0, 4.77134e-09, 0, 1.41421, -4.77134e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83978e-12, 0, 3.28879e-10, 0, 4.43562e-09, 0, 0, 0
0.230275, 0, 7.58855e-09, 0, 1.41421, -7.58855e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11394e-11, 0, 5.40591e-10, 0, 7.03682e-09, 0, 0, 0
0.238152, 0, 1.19959e-08, 0, 1.41421, -1.19959e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80489e-11, 0, 8.84231e-10, 0, 1.10936e-08, 0, 0, 0
0.24603, 0, 1.88488e-08, 0, 1.41421, -1.88488e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91001e-11, 0, 1.4394e-09, 0, 1.73803e-08, 0, 0, 0
0.253908, 0, 2.94396e-08, 0, 1.41421, -2.94396e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6697e-11, 0, 2.33226e-09, 0, 2.70606e-08, 0, 0, 0
0.261785, 0, 4.5709e-08, 0, 1.41421, -4.5709e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.46e-11, 0, 3.76197e-09, 0, 4.18724e-08, 0, 0, 0
0.269663, 0, 7.05534e-08, 0, 1.41421, -7.05534e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18676e-10, 0, 6.04183e-09, 0, 6.43929e-08, 0, 0, 0
0.277541, 0, 1.0827e-07, 0, 1.41421, -1.0827e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88055e-10, 0, 9.66301e-09, 0, 9.84187e-08, 0, 0, 0
0.285418, 0, 1.65196e-07, 9.0699e-41, 1.41421, -1.65196e-07, 9.0699e-41, 0, 9.0699e-41, 9.0699e-41, 9.0699e-41, 9.0699e-41, 9.0699e-41, 9.0699e-41, 9.0699e-41, 9.0699e-41, 9.0699e-41, 9.0699e-41, 9.0699e-41, 9.0699e-41, 9.0699e-41, 9.0699e-41, 2.96928e-10, 9.0699e-41, 1.53932e-08, 9.0699e-41, 1.49506e-07, 9.0699e-41, 9.0699e-41, 9.0699e-41
0.293296, 0, 2.50626e-07, 1.53812e-39, 1.41421, -2.50626e-07, 1.53812e-39, 0, 1.53812e-39, 1.53812e-39, 1.53812e-39, 1.53812e-39, 1.53812e-39, 1.53812e-39, 1.53812e-39, 1.53812e-39, 1.53812e-39, 1.53812e-39, 1.53812e-39, 1.53812e-39, 1.53812e-39, 1.53812e-39, 4.67317e-10, 1.53812e-39, 2.44292e-08, 1.53812e-39, 2.2573e-07, 1.53812e-39, 1.53812e-39, 1.53812e-39
0.301174, 0, 3.78116e-07, 2.18287e-38, 1.41421, -3.78116e-07, 2.18287e-38, 0, 2.18287e-38, 2.18287e-38, 2.18287e-38, 2.18287e-38, 2.18287e-38, 2.18287e-38, 2.18287e-38, 2.18287e-38, 2.18287e-38, 2.18287e-38, 2.18287e-38, 2.18287e-38, 2.18287e-38, 2.18287e-38, 7.33374e-10, 2.18287e-38, 3.86317e-08, 2.18287e-38, 3.38751e-07, 2.18287e-38, 2.18287e-38, 2.18287e-38
0.309051, 0, 5.67329e-07, 2.74693e-37, 1.41421, -5.67329e-07, 2.74693e-37, 0, 2.74693e-37, 2.74693e-37, 2.74693e-37, 2.74693e-37, 2.74693e-37, 2.74693e-37, 2.74693e-37, 2.74693e-37, 2.74693e-37, 2.74693e-37, 2.74693e-37, 2.74693e-37, 2.74693e-37, 2.74693e-37, 1.14805e-09, 2.74693e-37, 6.08879e-08, 2.74693e-37, 5.05293e-07, 2.74693e-37, 2.74693e-37, 2.74693e-37
0.316929, 0, 8.46647e-07, 3.09667e-36, 1.41421, -8.46647e-07, 3.09667e-36, 0, 3.09667e-36, 3.09667e-36, 3.09667e-36, 3.09667e-36, 3.09667e-36, 3.09667e-36, 3.09667e-36, 3.09667e-36, 3.09667e-36, 3.09667e-36, 3.09667e-36, 3.09667e-36, 3.09667e-36, 3.09667e-36, 1.79348e-09, 3.09667e-36, 9.5669e-08, 3.09667e-36, 7.49184e-07, 3.09667e-36, 3.09667e-36, 3.09667e-36
0.324807, 0, 1.25683e-06, 3.15363e-35, 1.41421, -1.25683e-06, 3.15363e-35, 0, 3.15363e-35, 3.15363e-35, 3.15363e-35, 3.15363e-35, 3.15363e-35, 3.15363e-35, 3.15363e-35, 3.15363e-35, 3.15363e-35, 3.15363e-35, 3.15363e-35, 3.15363e-35, 3.15363e-35, 3.15363e-35, 2.79703e-09, 3.15363e-35, 1.49888e-07, 3.15363e-35, 1.10415e-06, 3.15363e-35, 3.15363e-35, 3.15363e-35
0.332684, 0, 1.85617e-06, 2.91542e-34, 1.41421, -1.85617e-06, 2.91542e-34, 0, 2.91542e-34, 2.91542e-34, 2.91542e-34, 2.91542e-34, 2.91542e-34, 2.91542e-34, 2.91542e-34, 2.91542e-34, 2.91542e-34, 2.91542e-34, 2.91542e-34, 2.91542e-34, 2.91542e-34, 2.91542e-34, 4.35646e-09, 2.91542e-34, 2.34216e-07, 2.91542e-34, 1.6176e-06, 2.91542e-34, 2.91542e-34, 2.91542e-34
0.340562, 0, 2.72763e-06, 2.46116e-33, 1.41421, -2.72763e-06, 2.46116e-33, 0, 2.46116e-33, 2.46116e-33, 2.46116e-33, 2.46116e-33, 2.46116e-33, 2.46116e-33, 2.46116e-33, 2.46116e-33, 2.46116e-33, 2.46116e-33, 2.46116e-33, 2.46116e-33, 2.46116e-33, 2.46116e-33, 6.77898e-09, 2.46116e-33, 3.65107e-07, 2.46116e-33, 2.35575e-06, 2.46116e-33, 2.46116e-33, 2.46116e-33
0.34844, 0, 3.98893e-06, 1.90584e-32, 1.41421, -3.98893e-06, 1.90584e-32, 0, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.90584e-32, 1.05421e-08, 1.90584e-32, 5.67898e-07, 1.90584e-32, 3.41049e-06, 1.90584e-32, 1.90584e-32, 1.90584e-32
0.356317, 0, 5.8064e-06, 1.36001e-31, 1.41421, -5.8064e-06, 1.36001e-31, 0, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.36001e-31, 1.63886e-08, 1.36001e-31, 8.81551e-07, 1.36001e-31, 4.90846e-06, 1.36001e-31, 1.36001e-31, 1.36001e-31
0.364195, 0, 8.41449e-06, 9.17276e-31, 1.41421, -8.41449e-06, 9.17276e-31, 0, 9.17276e-31, 9.17276e-31, 9.17276e-31, 9.17276e-31, 9.17276e-31, 9.17276e-31, 9.17276e-31, 9.17276e-31, 9.17276e-31, 9.17276e-31, 9.17276e-31, 9.17276e-31, 9.17276e-31, 9.17276e-31, 2.54739e-08, 9.17276e-31, 1.36591e-06, 9.17276e-31, 7.02311e-06, 9.17276e-31, 9.17276e-31, 9.17276e-31
0.372073, 0, 1.21427e-05, 5.79306e-30, 1.41421, -1.21427e-05, 5.79306e-30, 0, 5.79306e-30, 5.79306e-30, 5.79306e-30, 5.79306e-30, 5.79306e-30, 5.79306e-30, 5.79306e-30, 5.79306e-30, 5.79306e-30, 5.79306e-30, 5.79306e-30, 5.79306e-30, 5.79306e-30, 5.79306e-30, 3.95949e-08, 5.79306e-30, 2.11274e-06, 5.79306e-30, 9.99039e-06, 5.79306e-30, 5.79306e-30, 5.79306e-30
0.37995, 0, 1.74533e-05, 3.5543e-29, 1.41421, -1.74533e-05, 3.5543e-29, 0, 3.5543e-29, 3.5543e-29, 3.5543e-29, 3.5543e-29, 3.5543e-29, 3.5543e-29, 3.5543e-29, 3.5543e-29, 3.5543e-29, 3.5543e-29, 3.5543e-29, 3.5543e-29, 3.5543e-29, 3.5543e-29, 6.15449e-08, 3.5543e-29, 3.26253e-06, 3.5543e-29, 1.41293e-05, 3.5543e-29, 3.5543e-29, 3.5543e-29
0.387828, 0, 2.49937e-05, 1.99236e-28, 1.41421, -2.49937e-05, 1.99236e-28, 0, 1.99236e-28, 1.99236e-28, 1.99236e-28, 1.99236e-28, 1.99236e-28, 1.99236e-28, 1.99236e-28, 1.99236e-28, 1.99236e-28, 1.99236e-28, 1.99236e-28, 1.99236e-28, 1.99236e-28, 1.99236e-28, 9.56607e-08, 1.99236e-28, 5.02988e-06, 1.99236e-28, 1.98681e-05, 1.99236e-28, 1.99236e-28, 1.99236e-28
0.395706, 0, 3.56692e-05, 1.06482e-27, 1.41421, -3.56692e-05, 1.06482e-27, 0, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.06482e-27, 1.48664e-07, 1.06482e-27, 7.74187e-06, 1.06482e-27, 2.77786e-05, 1.06482e-27, 1.06482e-27, 1.06482e-27
0.403583, 0, 5.07452e-05, 5.36708e-27, 1.41421, -5.07452e-05, 5.36708e-27, 0, 5.36708e-27, 5.36708e-27, 5.36708e-27, 5.36708e-27, 5.36708e-27, 5.36708e-27, 5.36708e-27, 5.36708e-27, 5.36708e-27, 5.36708e-27, 5.36708e-27, 5.36708e-27, 5.36708e-27, 5.36708e-27, 2.30947e-07, 5.36708e-27, 1.18955e-05, 5.36708e-27, 3.86188e-05, 5.36708e-27, 5.36708e-27, 5.36708e-27
0.411461, 0, 7.19892e-05, 2.54804e-26, 1.41421, -7.19892e-05, 2.54804e-26, 0, 2.54804e-26, 2.54804e-26, 2.54804e-26, 2.54804e-26, 2.54804e-26, 2.54804e-26, 2.54804e-26, 2.54804e-26, 2.54804e-26, 2.54804e-26, 2.54804e-26, 2.54804e-26, 2.54804e-26, 2.54804e-26, 3.58535e-07, 2.54804e-26, 1.82433e-05, 2.54804e-26, 5.33873e-05, 2.54804e-26, 2.54804e-26, 2.54804e-26
0.419338, 0, 0.000101869, 1.15454e-25, 1.41421, -0.000101869, 1.15454e-25, 0, 1.15454e-25, 1.15454e-25, 1.15454e-25, 1.15454e-25, 1.15454e-25, 1.15454e-25, 1.15454e-25, 1.15454e-25, 1.15454e-25, 1.15454e-25, 1.15454e-25, 1.15454e-25, 1.15454e-25, 1.15454e-25, 5.56048e-07, 1.15454e-25, 2.79209e-05, 1.15454e-25, 7.3392e-05, 1.15454e-25, 1.15454e-25, 1.15454e-25
0.427216, 0, 0.000143844, 9.44133e-25, 1.41421, -0.000143844, 9.44133e-25, 0, 9.44133e-25, 9.44133e-25, 9.44133e-25, 9.44133e-25, 9.44133e-25, 9.44133e-25, 9.44133e-25, 9.44133e-25, 9.44133e-25, 9.44133e-25, 9.44133e-25, 9.44133e-25, 9.44133e-25, 9.44133e-25, 8.61717e-07, 9.44133e-25, 4.26471e-05, 9.44133e-25, 0.000100335, 9.44133e-25, 9.44133e-25, 9.44133e-25
0.435094, 0, 0.000202695, 3.68924e-24, 1.41421, -0.000202695, 3.68924e-24, 0, 3.68924e-24, 3.68924e-24, 3.68924e-24, 3.68924e-24, 3.68924e-24, 3.68924e-24, 3.68924e-24, 3.68924e-24, 3.68924e-24, 3.68924e-24, 3.68924e-24, 3.68924e-24, 3.68924e-24, 3.68924e-24, 1.33202e-06, 3.68924e-24, 6.49465e-05, 3.68924e-24, 0.000136416, 3.68924e-24, 3.68924e-24, 3.68924e-24
0.442971, 0, 0.000285137, 1.37598e-23, 1.41421, -0.000285137, 1.37598e-23, 0, 1.37598e-23, 1.37598e-23, 1.37598e-23, 1.37598e-23, 1.37598e-23, 1.37598e-23, 1.37598e-23, 1.37598e-23, 1.18792e-10, 1.37598e-23, 1.37598e-23, 1.37598e-23, 1.37598e-23, 1.37598e-23, 2.05441e-06, 1.37598e-23, 9.86184e-05, 1.37598e-23, 0.000184464, 1.37598e-23, 1.37598e-23, 1.37598e-23
0.450849, 0, 0.000400512, 4.90912e-23, 1.41421, -0.000400512, 4.90912e-23, 0, 4.90912e-23, 4.90912e-23, 4.90912e-23, 4.90912e-23, 4.90912e-23, 4.90912e-23, 4.90912e-23, 4.90912e-23, 3.81717e-10, 4.90912e-23, 4.90912e-23, 4.90912e-23, 4.90912e-23, 4.90912e-23, 3.16009e-06, 4.90912e-23, 0.000149261, 4.90912e-23, 0.000248091, 4.90912e-23, 4.90912e-23, 4.90912e-23
0.458727, 0, 0.00056182, 1.693e-22, 1.41421, -0.00056182, 1.693e-22, 0, 1.693e-22, 1.693e-22, 1.693e-22, 1.693e-22, 1.693e-22, 1.693e-22, 1.693e-22, 1.693e-22, 9.49999e-10, 1.693e-22, 1.693e-22, 1.693e-22, 1.693e-22, 1.693e-22, 4.84576e-06, 1.693e-22, 0.00022509, 1.693e-22, 0.000331883, 1.693e-22, 1.693e-22, 1.693e-22
0.466604, 0, 0.000788384, 3.67917e-07, 1.41421, -0.000788384, 3.78065e-07, 3.67917e-07, 3.69301e-07, 3.74793e-07, 4.44622e-07, 3.71556e-07, 4.35744e-07, 5.36816e-07, 4.14474e-07, 3.701e-07, 3.75452e-07, 4.02197e-07, 3.80913e-07, 7.56018e-07, 3.74938e-07, 3.68148e-07, 7.77246e-06, 3.68032e-07, 0.000338456, 3.67918e-07, 0.000442042, 3.67917e-07, 3.67917e-07, 3.82818e-07
0.474482, 0, 0.0011055, 1.1739e-06, 1.41421, -0.0011055, 1.20638e-06, 1.1739e-06, 1.17833e-06, 1.1959e-06, 1.41941e-06, 1.18554e-06, 1.39099e-06, 1.71449e-06, 1.32291e-06, 1.18088e-06, 1.19577e-06, 1.28362e-06, 1.21549e-06, 2.4161e-06, 1.19637e-06, 1.17464e-06, 1.24453e-05, 1.17676e-06, 0.000506771, 1.1739e-06, 0.000585914, 1.1739e-06, 1.1739e-06, 1.22159e-06
0.48236, 0, 0.00154954, 2.90707e-06, 1.41421, -0.00154954, 2.98764e-06, 2.90707e-06, 2.91805e-06, 2.96166e-06, 3.51613e-06, 2.93596e-06, 3.44564e-06, 4.24819e-06, 3.27674e-06, 2.9244e-06, 2.95953e-06, 3.17926e-06, 3.01026e-06, 5.98873e-06, 2.96282e-06, 2.9089e-06, 1.99916e-05, 2.916e-06, 0.000755425, 2.90707e-06, 0.000773197, 2.90707e-06, 2.90707e-06, 3.02538e-06
0.490237, 0, 0.0021716, 6.56276e-06, 1.41421, -0.0021716, 6.74487e-06, 6.56276e-06, 6.58759e-06, 6.68614e-06, 7.9393e-06, 6.62805e-06, 7.77998e-06, 9.59381e-06, 7.39825e-06, 6.60192e-06, 6.67922e-06, 7.17793e-06, 6.79598e-06, 1.35276e-05, 6.68876e-06, 6.5669e-06, 3.23401e-05, 6.58543e-06, 0.00112089, 6.56277e-06, 0.00101625, 6.56276e-06, 6.56276e-06, 6.83016e-06
0.498115, 0, 0.00304395, 1.41274e-05, 1.41421, -0.00304395, 1.45197e-05, 1.41274e-05, 1.41809e-05, 1.43932e-05, 1.70932e-05, 1.4268e-05, 1.67499e-05, 2.06579e-05, 1.59275e-05, 1.42117e-05, 1.43751e-05, 1.54528e-05, 1.46299e-05, 2.91334e-05, 1.43988e-05, 1.41363e-05, 5.28315e-05, 1.41798e-05, 0.00165525, 1.41274e-05, 0.00133128, 1.41274e-05, 1.41274e-05, 1.47035e-05
0.505993, 0, 0.00427202, 2.94915e-05, 1.41421, -0.00427202, 3.03111e-05, 2.94915e-05, 2.96033e-05, 3.00468e-05, 3.56865e-05, 2.97854e-05, 3.49695e-05, 4.31324e-05, 3.32516e-05, 2.96678e-05, 3.00553e-05, 3.22601e-05, 3.05411e-05, 6.0836e-05, 3.00586e-05, 2.95102e-05, 8.73075e-05, 2.96066e-05, 0.00243518, 2.94916e-05, 0.00173985, 2.94915e-05, 2.94915e-05, 3.0695e-05
0.51387, 0, 0.00600077, 6.01192e-05, 1.41421, -0.00600077, 6.17907e-05, 6.01192e-05, 6.03471e-05, 6.12517e-05, 7.27536e-05, 6.07185e-05, 7.12913e-05, 8.79392e-05, 6.77877e-05, 6.04787e-05, 6.13702e-05, 6.57655e-05, 6.22598e-05, 0.000124045, 6.12757e-05, 6.01573e-05, 0.000146024, 6.03628e-05, 0.00356331, 6.01193e-05, 0.00227153, 6.01192e-05, 6.01192e-05, 6.25735e-05
0.521748, 0, 0.00844646, 0.000120046, 1.41421, -0.00844646, 0.000123385, 0.000120046, 0.000120501, 0.000122308, 0.000145284, 0.000121243, 0.000142362, 0.000175617, 0.000135364, 0.000120764, 0.000123693, 0.000131324, 0.000124322, 0.00024774, 0.000122356, 0.000120122, 0.000246981, 0.000120547, 0.00519037, 0.000120046, 0.0029681, 0.000120046, 0.000120046, 0.000124948
0.529626, 0, 0.0119222, 0.00023514, 1.41421, -0.0119222, 0.000241682, 0.00023514, 0.000236032, 0.000239572, 0.000284591, 0.000237485, 0.000278867, 0.000344028, 0.000265154, 0.000236546, 0.000243735, 0.000257239, 0.000243518, 0.000485346, 0.000239666, 0.000235288, 0.000421651, 0.00023615, 0.00752782, 0.00023514, 0.00389072, 0.00023514, 0.00023514, 0.000244746
0.537503, 0, 0.0168911, 0.000452121, 1.41421, -0.0168911, 0.000464704, 0.000452121, 0.000453837, 0.000460647, 0.000547236, 0.000456633, 0.000536227, 0.000661557, 0.000509851, 0.000454827, 0.000470766, 0.000494628, 0.000468236, 0.000933369, 0.000460827, 0.000452407, 0.000724681, 0.000454114, 0.0108746, 0.000452122, 0.00513167, 0.000452121, 0.000452121, 0.000470598
0.545381, 0, 0.0240438, 0.000853692, 1.41421, -0.0240438, 0.000877459, 0.000853692, 0.000856933, 0.000869795, 0.00103335, 0.000862213, 0.00101255, 0.00124927, 0.000962733, 0.000858803, 0.000892321, 0.000933979, 0.00088413, 0.00176267, 0.000870136, 0.000854233, 0.00124958, 0.000857549, 0.015654, 0.000853693, 0.00683366, 0.000853692, 0.000853692, 0.000888591
0.553259, 0, 0.0344181, 0.00158327, 1.41421, -0.0344181, 0.00162736, 0.00158327, 0.00158928, 0.00161314, 0.00191656, 0.00159908, 0.00187799, 0.00231716, 0.00178556, 0.00159275, 0.00166079, 0.00173222, 0.00163974, 0.00326963, 0.00161378, 0.00158427, 0.00215494, 0.0015906, 0.0224661, 0.00158327, 0.00922125, 0.00158327, 0.00158327, 0.00164801
