   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_395.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0224526, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0145699, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00668727, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0011954, 0, 8.07249e-21, 0, 1.41421, -8.07249e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08631e-25, 0, 7.71081e-24, 0, 8.06407e-21, 0, 0, 0
0.00907807, 0, 1.7864e-20, 0, 1.41421, -1.7864e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59469e-24, 0, 1.73647e-23, 0, 1.78451e-20, 0, 0, 0
0.0169607, 0, 3.89824e-20, 0, 1.41421, -3.89824e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.53864e-24, 0, 3.85458e-23, 0, 3.89403e-20, 0, 0, 0
0.0248434, 0, 8.39397e-20, 0, 1.41421, -8.39397e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74827e-24, 0, 8.44058e-23, 0, 8.38475e-20, 0, 0, 0
0.0327261, 0, 1.78459e-19, 0, 1.41421, -1.78459e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67517e-23, 0, 1.82454e-22, 0, 1.7826e-19, 0, 0, 0
0.0406088, 0, 3.74815e-19, 0, 1.41421, -3.74815e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57801e-23, 0, 3.89576e-22, 0, 3.74389e-19, 0, 0, 0
0.0484914, 0, 7.78048e-19, 0, 1.41421, -7.78048e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.55386e-23, 0, 8.22095e-22, 0, 7.77151e-19, 0, 0, 0
