   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_49.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0565831, 0, 7.11213e-17, 0, 1.41421, -7.11213e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.84542e-21, 0, 7.16952e-20, 0, 7.10417e-17, 0, 0, 0
0.064484, 0, 1.32125e-16, 0, 1.41421, -1.32125e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4806e-20, 0, 1.35987e-19, 0, 1.31974e-16, 0, 0, 0
0.0723848, 0, 2.43449e-16, 0, 1.41421, -2.43449e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77207e-20, 0, 2.55921e-19, 0, 2.43165e-16, 0, 0, 0
0.0802856, 0, 4.44974e-16, 0, 1.41421, -4.44974e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.14973e-20, 0, 4.77972e-19, 0, 4.44445e-16, 0, 0, 0
0.0881865, 0, 8.06908e-16, 0, 1.41421, -8.06908e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.49383e-20, 0, 8.86061e-19, 0, 8.05927e-16, 0, 0, 0
0.0960873, 0, 1.45188e-15, 0, 1.41421, -1.45188e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.73714e-19, 0, 1.63065e-18, 0, 1.45007e-15, 0, 0, 0
0.103988, 0, 2.59241e-15, 0, 1.41421, -2.59241e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15512e-19, 0, 2.97964e-18, 0, 2.58911e-15, 0, 0, 0
0.111889, 0, 4.59398e-15, 0, 1.41421, -4.59398e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.68902e-19, 0, 5.40671e-18, 0, 4.58801e-15, 0, 0, 0
0.11979, 0, 8.0804e-15, 0, 1.41421, -8.0804e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01847e-18, 0, 9.74388e-18, 0, 8.06963e-15, 0, 0, 0
0.127691, 0, 1.41082e-14, 0, 1.41421, -1.41082e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81045e-18, 0, 1.74427e-17, 0, 1.40889e-14, 0, 0, 0
0.135592, 0, 2.44535e-14, 0, 1.41421, -2.44535e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19594e-18, 0, 3.10196e-17, 0, 2.44193e-14, 0, 0, 0
0.143492, 0, 4.20802e-14, 0, 1.41421, -4.20802e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60315e-18, 0, 5.48086e-17, 0, 4.20198e-14, 0, 0, 0
0.151393, 0, 7.18971e-14, 0, 1.41421, -7.18971e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.75734e-18, 0, 9.62274e-17, 0, 7.17911e-14, 0, 0, 0
0.159294, 0, 1.21975e-13, 0, 1.41421, -1.21975e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68785e-17, 0, 1.67893e-16, 0, 1.2179e-13, 0, 0, 0
0.167195, 0, 2.05487e-13, 0, 1.41421, -2.05487e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90058e-17, 0, 2.91136e-16, 0, 2.05167e-13, 0, 0, 0
0.175096, 0, 3.43776e-13, 0, 1.41421, -3.43776e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.95245e-17, 0, 5.01796e-16, 0, 3.43225e-13, 0, 0, 0
0.182997, 0, 5.72024e-13, 0, 1.41421, -5.72024e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.4261e-17, 0, 8.6293e-16, 0, 5.71077e-13, 0, 0, 0
0.190897, 0, 9.43728e-13, 0, 1.41421, -9.43728e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42024e-16, 0, 1.46946e-15, 0, 9.42117e-13, 0, 0, 0
0.198798, 0, 1.54644e-12, 0, 1.41421, -1.54644e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37921e-16, 0, 2.48803e-15, 0, 1.54372e-12, 0, 0, 0
0.206699, 0, 2.51705e-12, 0, 1.41421, -2.51705e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96179e-16, 0, 4.18903e-15, 0, 2.51247e-12, 0, 0, 0
0.2146, 0, 4.06951e-12, 0, 1.41421, -4.06951e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.55847e-16, 0, 7.01414e-15, 0, 4.06184e-12, 0, 0, 0
0.222501, 0, 6.53579e-12, 0, 1.41421, -6.53579e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07951e-15, 0, 1.16811e-14, 0, 6.52303e-12, 0, 0, 0
0.230402, 0, 1.04274e-11, 0, 1.41421, -1.04274e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76696e-15, 0, 1.93503e-14, 0, 1.04063e-11, 0, 0, 0
0.238302, 0, 1.65269e-11, 0, 1.41421, -1.65269e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87666e-15, 0, 3.18888e-14, 0, 1.64921e-11, 0, 0, 0
0.246203, 0, 2.60229e-11, 0, 1.41421, -2.60229e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.65904e-15, 0, 5.22864e-14, 0, 2.5966e-11, 0, 0, 0
0.254104, 0, 4.07087e-11, 0, 1.41421, -4.07087e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.50842e-15, 0, 8.53099e-14, 0, 4.06159e-11, 0, 0, 0
0.262005, 0, 6.32699e-11, 0, 1.41421, -6.32699e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20436e-14, 0, 1.38526e-13, 0, 6.31193e-11, 0, 0, 0
0.269906, 0, 9.77012e-11, 0, 1.41421, -9.77012e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92327e-14, 0, 2.23902e-13, 0, 9.7458e-11, 0, 0, 0
0.277807, 0, 1.49902e-10, 0, 1.41421, -1.49902e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0587e-14, 0, 3.60286e-13, 0, 1.49511e-10, 0, 0, 0
0.285708, 0, 2.28526e-10, 3.18095e-43, 1.41421, -2.28526e-10, 3.18095e-43, 0, 3.18095e-43, 3.18095e-43, 3.18095e-43, 3.18095e-43, 3.18095e-43, 3.18095e-43, 3.18095e-43, 3.18095e-43, 3.18095e-43, 3.18095e-43, 3.18095e-43, 3.18095e-43, 3.18095e-43, 3.18095e-43, 4.84613e-14, 3.18095e-43, 5.77277e-13, 3.18095e-43, 2.279e-10, 3.18095e-43, 3.18095e-43, 3.18095e-43
0.293608, 0, 3.46174e-10, 5.37958e-42, 1.41421, -3.46174e-10, 5.37958e-42, 0, 5.37958e-42, 5.37958e-42, 5.37958e-42, 5.37958e-42, 5.37958e-42, 5.37958e-42, 5.37958e-42, 5.37958e-42, 5.37958e-42, 5.37958e-42, 5.37958e-42, 5.37958e-42, 5.37958e-42, 5.37958e-42, 7.65202e-14, 5.37958e-42, 9.21196e-13, 5.37958e-42, 3.45176e-10, 5.37958e-42, 5.37958e-42, 5.37958e-42
0.301509, 0, 5.21076e-10, 7.60877e-41, 1.41421, -5.21076e-10, 7.60877e-41, 0, 7.60877e-41, 7.60877e-41, 7.60877e-41, 7.60877e-41, 7.60877e-41, 7.60877e-41, 7.60877e-41, 7.60877e-41, 7.60877e-41, 7.60877e-41, 7.60877e-41, 7.60877e-41, 7.60877e-41, 7.60877e-41, 1.20463e-13, 7.60877e-41, 1.46435e-12, 7.60877e-41, 5.19491e-10, 7.60877e-41, 7.60877e-41, 7.60877e-41
0.30941, 0, 7.79414e-10, 9.53249e-40, 1.41421, -7.79414e-10, 9.53249e-40, 0, 9.53249e-40, 9.53249e-40, 9.53249e-40, 9.53249e-40, 9.53249e-40, 9.53249e-40, 9.53249e-40, 9.53249e-40, 9.53249e-40, 9.53249e-40, 9.53249e-40, 9.53249e-40, 9.53249e-40, 9.53249e-40, 1.8915e-13, 9.53249e-40, 2.3193e-12, 9.53249e-40, 7.76906e-10, 9.53249e-40, 9.53249e-40, 9.53249e-40
0.317311, 0, 1.15854e-09, 1.07119e-38, 1.41421, -1.15854e-09, 1.07119e-38, 0, 1.07119e-38, 1.07119e-38, 1.07119e-38, 1.07119e-38, 1.07119e-38, 1.07119e-38, 1.07119e-38, 1.07119e-38, 1.07119e-38, 1.07119e-38, 1.07119e-38, 1.07119e-38, 1.07119e-38, 1.07119e-38, 2.96365e-13, 1.07119e-38, 3.66091e-12, 1.07119e-38, 1.15458e-09, 1.07119e-38, 1.07119e-38, 1.07119e-38
0.325212, 0, 1.71137e-09, 1.08725e-37, 1.41421, -1.71137e-09, 1.08725e-37, 0, 1.08725e-37, 1.08725e-37, 1.08725e-37, 1.08725e-37, 1.08725e-37, 1.08725e-37, 1.08725e-37, 1.08725e-37, 1.08725e-37, 1.08725e-37, 1.08725e-37, 1.08725e-37, 1.08725e-37, 1.08725e-37, 4.63554e-13, 1.08725e-37, 5.76032e-12, 1.08725e-37, 1.70515e-09, 1.08725e-37, 1.08725e-37, 1.08725e-37
0.333113, 0, 2.51237e-09, 1.00233e-36, 1.41421, -2.51237e-09, 1.00233e-36, 0, 1.00233e-36, 1.00233e-36, 1.00233e-36, 1.00233e-36, 1.00233e-36, 1.00233e-36, 1.00233e-36, 1.00233e-36, 1.00233e-36, 1.00233e-36, 1.00233e-36, 1.00233e-36, 1.00233e-36, 1.00233e-36, 7.24124e-13, 1.00233e-36, 9.03717e-12, 1.00233e-36, 2.50261e-09, 1.00233e-36, 1.00233e-36, 1.00233e-36
0.341013, 0, 3.66562e-09, 8.44009e-36, 1.41421, -3.66562e-09, 8.44009e-36, 0, 8.44009e-36, 8.44009e-36, 8.44009e-36, 8.44009e-36, 8.44009e-36, 8.44009e-36, 8.44009e-36, 8.44009e-36, 8.44009e-36, 8.44009e-36, 8.44009e-36, 8.44009e-36, 8.44009e-36, 8.44009e-36, 1.13016e-12, 8.44009e-36, 1.414e-11, 8.44009e-36, 3.65035e-09, 8.44009e-36, 8.44009e-36, 8.44009e-36
0.348914, 0, 5.31559e-09, 6.52183e-35, 1.41421, -5.31559e-09, 6.52183e-35, 0, 6.52183e-35, 6.52183e-35, 6.52183e-35, 6.52183e-35, 6.52183e-35, 6.52183e-35, 6.52183e-35, 6.52183e-35, 6.52183e-35, 6.52183e-35, 6.52183e-35, 6.52183e-35, 6.52183e-35, 6.52183e-35, 1.76292e-12, 6.52183e-35, 2.20697e-11, 6.52183e-35, 5.29175e-09, 6.52183e-35, 6.52183e-35, 6.52183e-35
0.356815, 0, 7.66151e-09, 4.64501e-34, 1.41421, -7.66151e-09, 4.64501e-34, 0, 4.64501e-34, 4.64501e-34, 4.64501e-34, 4.64501e-34, 4.64501e-34, 4.64501e-34, 4.64501e-34, 4.64501e-34, 4.64501e-34, 4.64501e-34, 4.64501e-34, 4.64501e-34, 4.64501e-34, 4.64501e-34, 2.74934e-12, 4.64501e-34, 3.43688e-11, 4.64501e-34, 7.62439e-09, 4.64501e-34, 4.64501e-34, 4.64501e-34
0.364716, 0, 1.09763e-08, 3.19808e-33, 1.41421, -1.09763e-08, 3.19808e-33, 0, 3.19808e-33, 3.19808e-33, 3.19808e-33, 3.19808e-33, 3.19808e-33, 3.19808e-33, 3.19808e-33, 3.19808e-33, 3.19808e-33, 3.19808e-33, 3.19808e-33, 3.19808e-33, 3.19808e-33, 3.19808e-33, 4.28771e-12, 3.19808e-33, 5.34115e-11, 3.19808e-33, 1.09186e-08, 3.19808e-33, 3.19808e-33, 3.19808e-33
0.372617, 0, 1.56315e-08, 1.99294e-32, 1.41421, -1.56315e-08, 1.99294e-32, 0, 1.99294e-32, 1.99294e-32, 1.99294e-32, 1.99294e-32, 1.99294e-32, 1.99294e-32, 1.99294e-32, 1.99294e-32, 1.99294e-32, 1.99294e-32, 1.99294e-32, 1.99294e-32, 1.99294e-32, 1.99294e-32, 6.68783e-12, 1.99294e-32, 8.28462e-11, 1.99294e-32, 1.5542e-08, 1.99294e-32, 1.99294e-32, 1.99294e-32
0.380518, 0, 2.21294e-08, 1.16545e-31, 1.41421, -2.21294e-08, 1.16545e-31, 0, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.16545e-31, 1.04335e-11, 1.16545e-31, 1.28271e-10, 1.16545e-31, 2.19907e-08, 1.16545e-31, 1.16545e-31, 1.16545e-31
0.388418, 0, 3.11447e-08, 6.58125e-31, 1.41421, -3.11447e-08, 6.58125e-31, 0, 6.58125e-31, 6.58125e-31, 6.58125e-31, 6.58125e-31, 6.58125e-31, 6.58125e-31, 6.58125e-31, 6.58125e-31, 6.58125e-31, 6.58125e-31, 6.58125e-31, 6.58125e-31, 6.58125e-31, 6.58125e-31, 1.62794e-11, 6.58125e-31, 1.98256e-10, 6.58125e-31, 3.09302e-08, 6.58125e-31, 6.58125e-31, 6.58125e-31
0.396319, 0, 4.35786e-08, 3.51207e-30, 1.41421, -4.35786e-08, 3.51207e-30, 0, 3.51207e-30, 3.51207e-30, 3.51207e-30, 3.51207e-30, 3.51207e-30, 3.51207e-30, 3.51207e-30, 3.51207e-30, 3.51207e-30, 3.51207e-30, 3.51207e-30, 3.51207e-30, 3.51207e-30, 3.51207e-30, 2.54007e-11, 3.51207e-30, 3.05895e-10, 3.51207e-30, 4.32473e-08, 3.51207e-30, 3.51207e-30, 3.51207e-30
0.40422, 0, 6.06267e-08, 1.76214e-29, 1.41421, -6.06267e-08, 1.76214e-29, 0, 1.76214e-29, 1.76214e-29, 1.76214e-29, 1.76214e-29, 1.76214e-29, 1.76214e-29, 1.76214e-29, 1.76214e-29, 1.76214e-29, 1.76214e-29, 1.76214e-29, 1.76214e-29, 1.76214e-29, 1.76214e-29, 3.96233e-11, 1.76214e-29, 4.71137e-10, 1.76214e-29, 6.0116e-08, 1.76214e-29, 1.76214e-29, 1.76214e-29
0.412121, 0, 8.38659e-08, 8.34593e-29, 1.41421, -8.38659e-08, 8.34593e-29, 0, 8.34593e-29, 8.34593e-29, 8.34593e-29, 8.34593e-29, 8.34593e-29, 8.34593e-29, 8.34593e-29, 8.34593e-29, 8.34593e-29, 8.34593e-29, 8.34593e-29, 8.34593e-29, 8.34593e-29, 8.34593e-29, 6.17756e-11, 8.34593e-29, 7.24274e-10, 8.34593e-29, 8.30798e-08, 8.34593e-29, 8.34593e-29, 8.34593e-29
0.420022, 0, 1.15363e-07, 3.77614e-28, 1.41421, -1.15363e-07, 3.77614e-28, 0, 3.77614e-28, 3.77614e-28, 3.77614e-28, 3.77614e-28, 3.77614e-28, 3.77614e-28, 3.77614e-28, 3.77614e-28, 3.77614e-28, 3.77614e-28, 3.77614e-28, 3.77614e-28, 3.77614e-28, 3.77614e-28, 9.62229e-11, 3.77614e-28, 1.11114e-09, 3.77614e-28, 1.14156e-07, 3.77614e-28, 3.77614e-28, 3.77614e-28
0.427923, 0, 1.57815e-07, 1.62536e-27, 1.41421, -1.57815e-07, 1.62536e-27, 0, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.62536e-27, 1.49675e-10, 1.62536e-27, 1.70078e-09, 1.62536e-27, 1.55964e-07, 1.62536e-27, 1.62536e-27, 1.62536e-27
0.435823, 0, 2.14712e-07, 6.65319e-27, 1.41421, -2.14712e-07, 6.65319e-27, 0, 6.65319e-27, 6.65319e-27, 6.65319e-27, 6.65319e-27, 6.65319e-27, 6.65319e-27, 6.65319e-27, 6.65319e-27, 6.65319e-27, 6.65319e-27, 6.65319e-27, 6.65319e-27, 6.65319e-27, 6.65319e-27, 2.32398e-10, 6.65319e-27, 2.59671e-09, 6.65319e-27, 2.11882e-07, 6.65319e-27, 6.65319e-27, 6.65319e-27
0.443724, 0, 2.90557e-07, 2.59463e-26, 1.41421, -2.90557e-07, 2.59463e-26, 0, 2.59463e-26, 2.59463e-26, 2.59463e-26, 2.59463e-26, 2.59463e-26, 2.59463e-26, 2.59463e-26, 2.59463e-26, 2.59463e-26, 2.59463e-26, 2.59463e-26, 2.59463e-26, 2.59463e-26, 2.59463e-26, 3.60015e-10, 2.59463e-26, 3.95335e-09, 2.59463e-26, 2.86244e-07, 2.59463e-26, 2.59463e-26, 2.59463e-26
0.451625, 0, 3.91131e-07, 9.65919e-26, 1.41421, -3.91131e-07, 9.65919e-26, 0, 9.65919e-26, 9.65919e-26, 9.65919e-26, 9.65919e-26, 9.65919e-26, 9.65919e-26, 9.65919e-26, 9.65919e-26, 9.11238e-12, 9.65919e-26, 9.65919e-26, 9.65919e-26, 9.65919e-26, 9.65919e-26, 5.56165e-10, 9.65919e-26, 5.99955e-09, 9.65919e-26, 3.84566e-07, 9.65919e-26, 9.65919e-26, 9.65919e-26
0.459526, 0, 5.23796e-07, 3.44003e-25, 1.41421, -5.23796e-07, 3.44003e-25, 0, 3.44003e-25, 3.44003e-25, 3.44003e-25, 3.44003e-25, 3.44003e-25, 3.44003e-25, 3.44003e-25, 3.44003e-25, 2.92962e-11, 3.44003e-25, 3.44003e-25, 3.44003e-25, 3.44003e-25, 3.44003e-25, 8.56408e-10, 3.44003e-25, 9.0725e-09, 3.44003e-25, 5.13838e-07, 3.44003e-25, 3.44003e-25, 3.44003e-25
0.467427, 0, 7.01771e-07, 1.18804e-24, 1.41421, -7.01771e-07, 3.48962e-12, 0, 4.35707e-13, 5.39153e-13, 3.72926e-10, 6.39943e-12, 2.72476e-12, 2.92442e-11, 3.73853e-10, 2.72723e-11, 4.83213e-10, 1.0651e-09, 1.38532e-10, 1.21213e-09, 3.77461e-11, 1.33568e-12, 1.3139e-09, 5.27396e-13, 1.36655e-08, 1.62646e-15, 6.82953e-07, 1.18804e-24, 1.18804e-24, 8.32792e-11
0.475328, 0, 9.37825e-07, 1.67521e-10, 1.41421, -9.37825e-07, 1.78695e-10, 1.67521e-10, 1.68916e-10, 1.69247e-10, 1.36167e-09, 1.88013e-10, 1.76246e-10, 2.61164e-10, 1.36464e-09, 2.5485e-10, 1.6463e-09, 3.57806e-09, 6.11114e-10, 4.04888e-09, 2.88388e-10, 1.71798e-10, 2.17517e-09, 1.73819e-10, 2.06625e-08, 1.67526e-10, 9.03094e-07, 1.67521e-10, 1.67521e-10, 4.34189e-10
0.483229, 0, 1.25202e-06, 5.28745e-10, 1.41421, -1.25202e-06, 5.56442e-10, 5.28745e-10, 5.32203e-10, 5.33024e-10, 3.4886e-09, 5.79536e-10, 5.50371e-10, 7.60852e-10, 3.49596e-09, 7.45201e-10, 4.14043e-09, 8.98225e-09, 1.62825e-09, 1.01492e-08, 8.28331e-10, 5.39346e-10, 3.58285e-09, 5.52608e-10, 3.11222e-08, 5.28758e-10, 1.18811e-06, 5.28745e-10, 5.28745e-10, 1.18972e-09
0.491129, 0, 1.67387e-06, 1.29755e-09, 1.41421, -1.67387e-06, 1.36002e-09, 1.29755e-09, 1.30535e-09, 1.3072e-09, 7.97331e-09, 1.41211e-09, 1.34632e-09, 1.82105e-09, 7.98991e-09, 1.78575e-09, 9.38291e-09, 2.03639e-08, 3.77741e-09, 2.29959e-08, 1.97324e-09, 1.32146e-09, 5.92121e-09, 1.36239e-09, 4.67339e-08, 1.29758e-09, 1.55561e-06, 1.29755e-09, 1.29755e-09, 2.78833e-09
0.49903, 0, 2.24786e-06, 2.9092e-09, 1.41421, -2.24786e-06, 3.04337e-09, 2.9092e-09, 2.92596e-09, 2.92993e-09, 1.72473e-08, 3.15525e-09, 3.01397e-09, 4.03358e-09, 1.7283e-08, 3.95776e-09, 2.01903e-08, 4.38596e-08, 8.23543e-09, 4.95128e-08, 4.36046e-09, 2.96056e-09, 9.87321e-09, 3.06422e-09, 7.00267e-08, 2.90927e-09, 2.02735e-06, 2.9092e-09, 2.9092e-09, 6.11109e-09
0.506931, 0, 3.0444e-06, 6.22501e-09, 1.41421, -3.0444e-06, 6.50413e-09, 6.22501e-09, 6.25986e-09, 6.26814e-09, 3.60531e-08, 6.73686e-09, 6.44295e-09, 8.56408e-09, 3.61273e-08, 8.40636e-09, 4.20286e-08, 9.14156e-08, 1.73053e-08, 1.03176e-07, 9.2441e-09, 6.33184e-09, 1.66574e-08, 6.57116e-09, 1.04812e-07, 6.22514e-09, 2.63089e-06, 6.22501e-09, 6.22501e-09, 1.2886e-08
0.514832, 0, 4.18617e-06, 1.29165e-08, 1.41421, -4.18617e-06, 1.34829e-08, 1.29165e-08, 1.29872e-08, 1.3004e-08, 7.34521e-08, 1.39553e-08, 1.33588e-08, 1.76636e-08, 7.36027e-08, 1.73435e-08, 9.28464e-08, 1.85809e-07, 3.54038e-08, 2.09677e-07, 1.90437e-08, 1.31333e-08, 2.84573e-08, 1.36566e-08, 1.5701e-07, 1.29167e-08, 3.40126e-06, 1.29165e-08, 1.29165e-08, 2.64349e-08
0.522733, 0, 5.86662e-06, 2.61602e-08, 1.41421, -5.86662e-06, 2.72853e-08, 2.61602e-08, 2.63006e-08, 2.6334e-08, 1.46402e-07, 2.82235e-08, 2.70387e-08, 3.55893e-08, 1.46701e-07, 3.49535e-08, 1.93606e-07, 3.69576e-07, 7.08266e-08, 4.16984e-07, 3.83305e-08, 2.65908e-08, 4.91765e-08, 2.76937e-08, 2.35315e-07, 2.61607e-08, 4.38372e-06, 2.61602e-08, 2.61602e-08, 5.30116e-08
0.530634, 0, 8.51666e-06, 5.18697e-08, 1.41421, -8.51666e-06, 5.40604e-08, 5.18697e-08, 5.21433e-08, 5.22082e-08, 2.85983e-07, 5.58871e-08, 5.35803e-08, 7.02285e-08, 2.86566e-07, 6.89906e-08, 4.85739e-07, 7.2051e-07, 1.38837e-07, 8.12814e-07, 7.55658e-08, 5.27082e-08, 8.57556e-08, 5.49682e-08, 3.53543e-07, 5.18708e-08, 5.63795e-06, 5.18697e-08, 5.18697e-08, 1.0415e-07
0.538534, 0, 1.27265e-05, 1.00823e-07, 1.41421, -1.27265e-05, 1.05008e-07, 1.00823e-07, 1.01346e-07, 1.0147e-07, 5.47981e-07, 1.08497e-07, 1.0409e-07, 1.35889e-07, 5.49093e-07, 1.33524e-07, 1.07176e-06, 1.37793e-06, 2.6693e-07, 1.55423e-06, 1.46083e-07, 1.02425e-07, 1.50426e-07, 1.06947e-07, 5.33142e-07, 1.00825e-07, 7.24469e-06, 1.00823e-07, 1.00823e-07, 2.00679e-07
0.546435, 0, 1.96407e-05, 1.92349e-07, 1.41421, -1.96407e-05, 2.00194e-07, 1.92349e-07, 1.93329e-07, 1.93561e-07, 1.03074e-06, 2.06736e-07, 1.98475e-07, 2.58094e-07, 1.03282e-06, 2.53661e-07, 2.27455e-06, 2.58683e-06, 5.03787e-07, 2.91738e-06, 2.77207e-07, 1.95352e-07, 2.64517e-07, 2.04237e-07, 8.07877e-07, 1.92353e-07, 9.3164e-06, 1.92349e-07, 1.92349e-07, 3.79572e-07
