   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_341.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0210471, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0131667, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00528623, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0025942, 0, 2.97469e-21, 0, 1.41421, -2.97469e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80624e-25, 0, 1.60949e-24, 0, 2.9728e-21, 0, 0, 0
0.0104746, 0, 6.80769e-21, 0, 1.41421, -6.80769e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.48715e-25, 0, 3.76739e-24, 0, 6.80327e-21, 0, 0, 0
0.018355, 0, 1.53455e-20, 0, 1.41421, -1.53455e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47739e-24, 0, 8.67978e-24, 0, 1.53354e-20, 0, 0, 0
0.0262355, 0, 3.4098e-20, 0, 1.41421, -3.4098e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31737e-24, 0, 1.97008e-23, 0, 3.4075e-20, 0, 0, 0
0.0341159, 0, 7.47377e-20, 0, 1.41421, -7.47377e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34941e-24, 0, 4.40873e-23, 0, 7.46863e-20, 0, 0, 0
0.0419963, 0, 1.61688e-19, 0, 1.41421, -1.61688e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.60745e-23, 0, 9.7342e-23, 0, 1.61574e-19, 0, 0, 0
0.0498767, 0, 3.4544e-19, 0, 1.41421, -3.4544e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47286e-23, 0, 2.12185e-22, 0, 3.45194e-19, 0, 0, 0
0.0577572, 0, 7.29179e-19, 0, 1.41421, -7.29179e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.41496e-23, 0, 4.56873e-22, 0, 7.28648e-19, 0, 0, 0
0.0656376, 0, 1.5214e-18, 0, 1.41421, -1.5214e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56527e-22, 0, 9.72199e-22, 0, 1.52027e-18, 0, 0, 0
0.073518, 0, 3.13879e-18, 0, 1.41421, -3.13879e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26813e-22, 0, 2.04544e-21, 0, 3.13642e-18, 0, 0, 0
0.0813984, 0, 6.40536e-18, 0, 1.41421, -6.40536e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.75134e-22, 0, 4.25665e-21, 0, 6.40043e-18, 0, 0, 0
0.0892789, 0, 1.29335e-17, 0, 1.41421, -1.29335e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38038e-21, 0, 8.76504e-21, 0, 1.29234e-17, 0, 0, 0
0.0971593, 0, 2.58464e-17, 0, 1.41421, -2.58464e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79412e-21, 0, 1.78644e-20, 0, 2.58257e-17, 0, 0, 0
0.10504, 0, 5.11335e-17, 0, 1.41421, -5.11335e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60078e-21, 0, 3.60499e-20, 0, 5.10918e-17, 0, 0, 0
