   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_487.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0218783, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0139973, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00611628, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00176474, 0, 3.84415e-21, 0, 1.41421, -3.84415e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18563e-25, 0, 5.03658e-24, 0, 3.8388e-21, 0, 0, 0
0.00964575, 0, 8.7099e-21, 0, 1.41421, -8.7099e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34255e-25, 0, 1.16166e-23, 0, 8.69755e-21, 0, 0, 0
0.0175268, 0, 1.94467e-20, 0, 1.41421, -1.94467e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66769e-24, 0, 2.63894e-23, 0, 1.94186e-20, 0, 0, 0
0.0254078, 0, 4.28166e-20, 0, 1.41421, -4.28166e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.73528e-24, 0, 5.90944e-23, 0, 4.27538e-20, 0, 0, 0
0.0332888, 0, 9.3023e-20, 0, 1.41421, -9.3023e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.25573e-24, 0, 1.30541e-22, 0, 9.28842e-20, 0, 0, 0
0.0411698, 0, 1.99538e-19, 0, 1.41421, -1.99538e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80162e-23, 0, 2.84653e-22, 0, 1.99235e-19, 0, 0, 0
0.0490508, 0, 4.22802e-19, 0, 1.41421, -4.22802e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88394e-23, 0, 6.13056e-22, 0, 4.2215e-19, 0, 0, 0
0.0569318, 0, 8.85355e-19, 0, 1.41421, -8.85355e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.27531e-23, 0, 1.30475e-21, 0, 8.83967e-19, 0, 0, 0
0.0648129, 0, 1.88089e-18, 0, 1.41421, -1.88089e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80014e-22, 0, 2.83344e-21, 0, 1.87787e-18, 0, 0, 0
0.0726939, 0, 3.84098e-18, 0, 1.41421, -3.84098e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74017e-22, 0, 5.88026e-21, 0, 3.83473e-18, 0, 0, 0
0.0805749, 0, 7.76213e-18, 0, 1.41421, -7.76213e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.69114e-22, 0, 1.2078e-20, 0, 7.74929e-18, 0, 0, 0
0.0884559, 0, 1.55273e-17, 0, 1.41421, -1.55273e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56577e-21, 0, 2.45611e-20, 0, 1.55011e-17, 0, 0, 0
0.0963369, 0, 3.07534e-17, 0, 1.41421, -3.07534e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15656e-21, 0, 4.94631e-20, 0, 3.07008e-17, 0, 0, 0
0.104218, 0, 6.03215e-17, 0, 1.41421, -6.03215e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.30314e-21, 0, 9.86769e-20, 0, 6.02165e-17, 0, 0, 0
0.112099, 0, 1.17198e-16, 0, 1.41421, -1.17198e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24695e-20, 0, 1.95055e-19, 0, 1.16991e-16, 0, 0, 0
0.11998, 0, 2.25591e-16, 0, 1.41421, -2.25591e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44441e-20, 0, 3.82124e-19, 0, 2.25185e-16, 0, 0, 0
0.127861, 0, 4.30279e-16, 0, 1.41421, -4.30279e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74915e-20, 0, 7.42082e-19, 0, 4.2949e-16, 0, 0, 0
0.135742, 0, 8.1334e-16, 0, 1.41421, -8.1334e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.14628e-20, 0, 1.42884e-18, 0, 8.1182e-16, 0, 0, 0
0.143623, 0, 1.52388e-15, 0, 1.41421, -1.52388e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.74634e-19, 0, 2.72824e-18, 0, 1.52098e-15, 0, 0, 0
0.151504, 0, 2.83039e-15, 0, 1.41421, -2.83039e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30622e-19, 0, 5.16679e-18, 0, 2.82489e-15, 0, 0, 0
0.159385, 0, 5.21206e-15, 0, 1.41421, -5.21206e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.2074e-19, 0, 9.70673e-18, 0, 5.20173e-15, 0, 0, 0
0.167266, 0, 9.51676e-15, 0, 1.41421, -9.51676e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15589e-18, 0, 1.80927e-17, 0, 9.49751e-15, 0, 0, 0
0.175147, 0, 1.72319e-14, 0, 1.41421, -1.72319e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13503e-18, 0, 3.3464e-17, 0, 1.71963e-14, 0, 0, 0
0.183028, 0, 3.09443e-14, 0, 1.41421, -3.09443e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.91237e-18, 0, 6.14268e-17, 0, 3.08789e-14, 0, 0, 0
0.190909, 0, 5.51153e-14, 0, 1.41421, -5.51153e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.11324e-18, 0, 1.11918e-16, 0, 5.49963e-14, 0, 0, 0
0.19879, 0, 9.73743e-14, 0, 1.41421, -9.73743e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28333e-17, 0, 2.02425e-16, 0, 9.7159e-14, 0, 0, 0
0.206671, 0, 1.7066e-13, 0, 1.41421, -1.7066e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.29776e-17, 0, 3.63499e-16, 0, 1.70273e-13, 0, 0, 0
0.214552, 0, 2.9673e-13, 0, 1.41421, -2.9673e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08333e-17, 0, 6.48138e-16, 0, 2.96041e-13, 0, 0, 0
0.222433, 0, 5.11879e-13, 0, 1.41421, -5.11879e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.20316e-17, 0, 1.14765e-15, 0, 5.10659e-13, 0, 0, 0
