   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_478.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0215659, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0136846, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00580336, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0020779, 0, 4.4242e-21, 0, 1.41421, -4.4242e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.98288e-25, 0, 4.14767e-24, 0, 4.41975e-21, 0, 0, 0
0.00995917, 0, 1.00056e-20, 0, 1.41421, -1.00056e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.86532e-25, 0, 9.546e-24, 0, 9.99536e-21, 0, 0, 0
0.0178404, 0, 2.22988e-20, 0, 1.41421, -2.22988e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55706e-24, 0, 2.16401e-23, 0, 2.22756e-20, 0, 0, 0
0.0257217, 0, 4.90079e-20, 0, 1.41421, -4.90079e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48253e-24, 0, 4.8359e-23, 0, 4.8956e-20, 0, 0, 0
0.033603, 0, 1.06285e-19, 0, 1.41421, -1.06285e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.68618e-24, 0, 1.06609e-22, 0, 1.06171e-19, 0, 0, 0
0.0414842, 0, 2.27586e-19, 0, 1.41421, -2.27586e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67497e-23, 0, 2.32002e-22, 0, 2.27337e-19, 0, 0, 0
0.0493655, 0, 4.97154e-19, 0, 1.41421, -4.97154e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.75005e-23, 0, 5.18198e-22, 0, 4.96598e-19, 0, 0, 0
0.0572467, 0, 1.03591e-18, 0, 1.41421, -1.03591e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.95114e-23, 0, 1.09697e-21, 0, 1.03473e-18, 0, 0, 0
0.065128, 0, 2.13475e-18, 0, 1.41421, -2.13475e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66744e-22, 0, 2.2967e-21, 0, 2.13229e-18, 0, 0, 0
0.0730093, 0, 4.35222e-18, 0, 1.41421, -4.35222e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.45982e-22, 0, 4.75758e-21, 0, 4.34711e-18, 0, 0, 0
0.0808905, 0, 8.78093e-18, 0, 1.41421, -8.78093e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.10514e-22, 0, 9.75429e-21, 0, 8.77046e-18, 0, 0, 0
0.0887718, 0, 1.7537e-17, 0, 1.41421, -1.7537e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44455e-21, 0, 1.98003e-20, 0, 1.75158e-17, 0, 0, 0
0.0966531, 0, 3.46789e-17, 0, 1.41421, -3.46789e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.90838e-21, 0, 3.98053e-20, 0, 3.46362e-17, 0, 0, 0
0.104534, 0, 6.79148e-17, 0, 1.41421, -6.79148e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.79999e-21, 0, 7.92722e-20, 0, 6.78298e-17, 0, 0, 0
0.112416, 0, 1.31748e-16, 0, 1.41421, -1.31748e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14592e-20, 0, 1.56429e-19, 0, 1.3158e-16, 0, 0, 0
0.120297, 0, 2.5321e-16, 0, 1.41421, -2.5321e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.24348e-20, 0, 3.05936e-19, 0, 2.52882e-16, 0, 0, 0
0.128178, 0, 4.8223e-16, 0, 1.41421, -4.8223e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35319e-20, 0, 5.93134e-19, 0, 4.81594e-16, 0, 0, 0
0.136059, 0, 9.10188e-16, 0, 1.41421, -9.10188e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.37306e-20, 0, 1.14017e-18, 0, 9.08964e-16, 0, 0, 0
0.143941, 0, 1.70283e-15, 0, 1.41421, -1.70283e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59668e-19, 0, 2.17351e-18, 0, 1.7005e-15, 0, 0, 0
0.151822, 0, 3.15818e-15, 0, 1.41421, -3.15818e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01907e-19, 0, 4.10963e-18, 0, 3.15377e-15, 0, 0, 0
