   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_191.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0216588, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0137754, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00589214, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00199117, 0, 5.58692e-21, 0, 1.41421, -5.58692e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.94498e-25, 0, 3.1536e-24, 0, 5.58327e-21, 0, 0, 0
0.00987448, 0, 1.25952e-20, 0, 1.41421, -1.25952e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12673e-24, 0, 7.27797e-24, 0, 1.25868e-20, 0, 0, 0
0.0177578, 0, 2.79966e-20, 0, 1.41421, -2.79966e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.53184e-24, 0, 1.65486e-23, 0, 2.79775e-20, 0, 0, 0
0.0256411, 0, 6.13978e-20, 0, 1.41421, -6.13978e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.61428e-24, 0, 3.71019e-23, 0, 6.13551e-20, 0, 0, 0
0.0335244, 0, 1.32921e-19, 0, 1.41421, -1.32921e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22926e-23, 0, 8.20747e-23, 0, 1.32826e-19, 0, 0, 0
0.0414077, 0, 2.84213e-19, 0, 1.41421, -2.84213e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65891e-23, 0, 1.79252e-22, 0, 2.84007e-19, 0, 0, 0
0.049291, 0, 6.00486e-19, 0, 1.41421, -6.00486e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.68426e-23, 0, 3.8672e-22, 0, 6.00042e-19, 0, 0, 0
0.0571743, 0, 1.25414e-18, 0, 1.41421, -1.25414e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20153e-22, 0, 8.24548e-22, 0, 1.25319e-18, 0, 0, 0
0.0650576, 0, 2.59018e-18, 0, 1.41421, -2.59018e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51216e-22, 0, 1.73826e-21, 0, 2.58819e-18, 0, 0, 0
0.0729409, 0, 5.29176e-18, 0, 1.41421, -5.29176e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19706e-22, 0, 3.62464e-21, 0, 5.28762e-18, 0, 0, 0
0.0808242, 0, 1.06975e-17, 0, 1.41421, -1.06975e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06414e-21, 0, 7.47864e-21, 0, 1.0689e-17, 0, 0, 0
0.0887076, 0, 2.14041e-17, 0, 1.41421, -2.14041e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1572e-21, 0, 1.52733e-20, 0, 2.13867e-17, 0, 0, 0
0.0965909, 0, 4.23984e-17, 0, 1.41421, -4.23984e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.33058e-21, 0, 3.08837e-20, 0, 4.23632e-17, 0, 0, 0
0.104474, 0, 8.31646e-17, 0, 1.41421, -8.31646e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.61128e-21, 0, 6.18487e-20, 0, 8.30941e-17, 0, 0, 0
0.112357, 0, 1.61566e-16, 0, 1.41421, -1.61566e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69648e-20, 0, 1.22702e-19, 0, 1.61427e-16, 0, 0, 0
0.120241, 0, 3.10936e-16, 0, 1.41421, -3.10936e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31188e-20, 0, 2.41209e-19, 0, 3.10662e-16, 0, 0, 0
0.128124, 0, 5.98127e-16, 0, 1.41421, -5.98127e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.4826e-20, 0, 4.7609e-19, 0, 5.97586e-16, 0, 0, 0
0.136007, 0, 1.12902e-15, 0, 1.41421, -1.12902e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24192e-19, 0, 9.18428e-19, 0, 1.12798e-15, 0, 0, 0
0.143891, 0, 2.11236e-15, 0, 1.41421, -2.11236e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35914e-19, 0, 1.75691e-18, 0, 2.11037e-15, 0, 0, 0
0.151774, 0, 3.91787e-15, 0, 1.41421, -3.91787e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44415e-19, 0, 3.33333e-18, 0, 3.91409e-15, 0, 0, 0
