   PIQUANT 0.0.0-main  ps__0567_0717304816_000rfs_shot_301.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0219087, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0140264, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0061441, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00173822, 0, 1.91018e-21, 0, 1.41421, -1.91018e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83029e-25, 0, 1.74808e-24, 0, 1.90825e-21, 0, 0, 0
0.00962054, 0, 4.39284e-21, 0, 1.41421, -4.39284e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.27959e-25, 0, 4.09123e-24, 0, 4.38832e-21, 0, 0, 0
0.0175029, 0, 9.95271e-21, 0, 1.41421, -9.95271e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.85855e-25, 0, 9.42857e-24, 0, 9.9423e-21, 0, 0, 0
0.0253852, 0, 2.2232e-20, 0, 1.41421, -2.2232e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23911e-24, 0, 2.14142e-23, 0, 2.22083e-20, 0, 0, 0
0.0332675, 0, 4.89928e-20, 0, 1.41421, -4.89928e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.01734e-24, 0, 4.79665e-23, 0, 4.89399e-20, 0, 0, 0
0.0411498, 0, 1.06575e-19, 0, 1.41421, -1.06575e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10985e-23, 0, 1.06033e-22, 0, 1.06458e-19, 0, 0, 0
0.0490321, 0, 2.28961e-19, 0, 1.41421, -2.28961e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42476e-23, 0, 2.31452e-22, 0, 2.28705e-19, 0, 0, 0
0.0569145, 0, 4.86015e-19, 0, 1.41421, -4.86015e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.23472e-23, 0, 4.9914e-22, 0, 4.85463e-19, 0, 0, 0
0.0647968, 0, 1.01976e-18, 0, 1.41421, -1.01976e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11717e-22, 0, 1.06397e-21, 0, 1.01858e-18, 0, 0, 0
0.0726791, 0, 2.11572e-18, 0, 1.41421, -2.11572e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35782e-22, 0, 2.24267e-21, 0, 2.11325e-18, 0, 0, 0
0.0805614, 0, 4.34191e-18, 0, 1.41421, -4.34191e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.92285e-22, 0, 4.67622e-21, 0, 4.33674e-18, 0, 0, 0
0.0884437, 0, 8.81638e-18, 0, 1.41421, -8.81638e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01712e-21, 0, 9.64872e-21, 0, 8.80571e-18, 0, 0, 0
0.0963261, 0, 1.77177e-17, 0, 1.41421, -1.77177e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08018e-21, 0, 1.97074e-20, 0, 1.76959e-17, 0, 0, 0
0.104208, 0, 3.52482e-17, 0, 1.41421, -3.52482e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21227e-21, 0, 3.98569e-20, 0, 3.52041e-17, 0, 0, 0
0.112091, 0, 6.94349e-17, 0, 1.41421, -6.94349e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.44737e-21, 0, 7.98373e-20, 0, 6.93466e-17, 0, 0, 0
0.119973, 0, 1.35462e-16, 0, 1.41421, -1.35462e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67808e-20, 0, 1.58434e-19, 0, 1.35287e-16, 0, 0, 0
0.127855, 0, 2.61783e-16, 0, 1.41421, -2.61783e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30274e-20, 0, 3.11551e-19, 0, 2.61439e-16, 0, 0, 0
