SCLK_A,SCLK_B,PMC,real_time_A,real_time_B,live_time_A,live_time_B,yellow_piece_temp,XPERCHAN_A,XPERCHAN_B,OFFSET_A,OFFSET_B
688242657,688242658,227,40,40,36.63325057,36.59775355,0.76,7.862,7.881,-18.5,-22.4
688242701,688242702,228,40,40,36.6265518,36.60501568,0.76,7.862,7.881,-18.5,-22.4
688242745,688242746,229,40,40,36.63982272,36.61386084,0.792,7.862,7.881,-18.5,-22.4
688242790,688242790,230,40,40,36.61993616,36.59884257,0.792,7.862,7.881,-18.5,-22.4
688242834,688242835,231,40,40,36.6340689,36.62761638,0.536,7.862,7.881,-18.5,-22.4
688242878,688242879,232,40,40,36.61283883,36.61428755,0.536,7.862,7.881,-18.5,-22.4
688242922,688242923,233,40,40,36.62525679,36.61515543,0.728,7.862,7.881,-18.5,-22.4
688242967,688242968,234,40,40,36.6333132,36.60871484,0.76,7.862,7.881,-18.5,-22.4
688243011,688243012,235,40,40,36.61421509,36.61881337,0.953,7.862,7.881,-18.5,-22.4
688243056,688243056,236,40,40,36.62467378,36.59862055,0.632,7.862,7.881,-18.5,-22.4
688243100,688243100,237,40,40,36.62842387,36.61005453,0.696,7.862,7.881,-18.5,-22.4
688243144,688243145,238,40,40,36.60958009,36.61995375,0.696,7.862,7.881,-18.5,-22.4
688243329,688243330,239,40,40,36.62089999,36.61524826,0.888,7.862,7.881,-18.5,-22.4
688243374,688243375,240,40,40,36.6168184,36.61599828,0.888,7.862,7.881,-18.5,-22.4
688243418,688243419,241,40,40,36.62654749,36.61632549,0.92,7.862,7.881,-18.5,-22.4
688243462,688243463,242,40,40,36.62497923,36.62875307,0.92,7.862,7.881,-18.5,-22.4
688243506,688243507,243,40,40,36.61551475,36.60392045,0.953,7.862,7.881,-18.5,-22.4
688243550,688243551,244,40,40,36.61526381,36.61878742,0.953,7.862,7.881,-18.5,-22.4
688243595,688243595,245,40,40,36.62451217,36.58965858,1.113,7.862,7.881,-18.5,-22.4
688243639,688243640,246,40,40,36.61807509,36.59081482,0.824,7.862,7.881,-18.5,-22.4
688243683,688243684,247,40,40,36.62773411,36.60336573,0.76,7.862,7.881,-18.5,-22.4
688243727,688243728,248,40,40,36.59940813,36.59223325,0.728,7.862,7.881,-18.5,-22.4
688243772,688243772,249,40,40,36.6379638,36.60567732,0.888,7.862,7.881,-18.5,-22.4
688243816,688243817,250,40,40,36.63594635,36.61197242,0.888,7.862,7.881,-18.5,-22.4
688243861,688243861,251,40,40,36.61218231,36.61233474,0.792,7.862,7.881,-18.5,-22.4
