   PIQUANT 0.0.0-main  ps__0661_0725638583_PTFE_shot_6.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.095242, 234, 0, 0, 15.3623, 234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0870362, 276, 0, 0, 16.6733, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0788304, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0706246, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0624189, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0542131, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0460073, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0378015, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0295957, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0213899, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0131841, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00497835, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00322744, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0114332, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.019639, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0278448, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0360506, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0442564, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0524622, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.060668, 0, 3.01982e-28, 0, 1.41421, -3.01982e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.23254e-31, 0, 0, 5.90803e-34, 6.76281e-34, 3.01158e-28, 0, 0
0.0688737, 0, 3.14242e-27, 0, 1.41421, -3.14242e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.56655e-30, 0, 0, 6.14774e-33, 8.12609e-32, 3.13377e-27, 0, 0
0.0770795, 0, 2.05726e-26, 0, 1.41421, -2.05726e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.60821e-29, 0, 0, 4.0247e-32, 8.60384e-31, 2.05156e-26, 0, 0
0.0852853, 0, 1.19473e-25, 0, 1.41421, -1.19473e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25686e-28, 0, 0, 2.34053e-31, 6.96202e-30, 1.1914e-25, 0, 0
0.0934911, 0, 5.62015e-25, 0, 1.41421, -5.62015e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53205e-27, 0, 0, 1.10364e-30, 3.79501e-29, 5.60444e-25, 0, 0
0.101697, 0, 2.3488e-24, 0, 1.41421, -2.3488e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.40276e-27, 0, 0, 4.62646e-30, 1.74132e-28, 2.34222e-24, 0, 0
0.109903, 0, 9.05469e-24, 0, 1.41421, -9.05469e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46827e-26, 0, 0, 1.78975e-29, 7.19375e-28, 9.02927e-24, 0, 0
0.118108, 0, 3.2833e-23, 0, 1.41421, -3.2833e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.95008e-26, 0, 0, 6.51464e-29, 2.75804e-27, 3.27407e-23, 0, 0
0.126314, 0, 1.13304e-22, 0, 1.41421, -1.13304e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.08858e-25, 0, 0, 2.25739e-28, 9.97856e-27, 1.12985e-22, 0, 0
0.13452, 0, 3.75008e-22, 0, 1.41421, -3.75008e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02224e-24, 0, 0, 7.50408e-28, 3.44263e-26, 3.7395e-22, 0, 0
0.142726, 0, 1.19694e-21, 0, 1.41421, -1.19694e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26276e-24, 0, 0, 2.40624e-27, 1.14062e-25, 1.19356e-21, 0, 0
0.150932, 0, 3.69927e-21, 0, 1.41421, -3.69927e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00839e-23, 0, 0, 7.47311e-27, 3.6478e-25, 3.68882e-21, 0, 0
0.159137, 0, 1.11055e-20, 0, 1.41421, -1.11055e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.02724e-23, 0, 0, 2.25507e-26, 1.13041e-24, 1.10741e-20, 0, 0
0.167343, 0, 3.2466e-20, 0, 1.41421, -3.2466e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.84985e-23, 0, 0, 6.62837e-26, 3.40455e-24, 3.2374e-20, 0, 0
0.175549, 0, 9.26133e-20, 0, 1.41421, -9.26133e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52452e-22, 0, 0, 1.90165e-25, 9.9895e-24, 9.23507e-20, 0, 0
0.183755, 0, 2.58228e-19, 0, 1.41421, -2.58228e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.03895e-22, 0, 0, 5.33418e-25, 2.86115e-23, 2.57495e-19, 0, 0
0.191961, 0, 7.0474e-19, 0, 1.41421, -7.0474e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92102e-21, 0, 0, 1.46498e-24, 8.0123e-23, 7.02737e-19, 0, 0
0.200166, 0, 1.88481e-18, 0, 1.41421, -1.88481e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.13771e-21, 0, 0, 3.94406e-24, 2.19678e-22, 1.87945e-18, 0, 0
0.208372, 0, 4.94486e-18, 0, 1.41421, -4.94486e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34789e-20, 0, 0, 1.04194e-23, 5.90375e-22, 4.93078e-18, 0, 0
0.216578, 0, 1.2737e-17, 0, 1.41421, -1.2737e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.47189e-20, 0, 0, 2.70343e-23, 1.55673e-21, 1.27007e-17, 0, 0
0.224784, 0, 3.22345e-17, 0, 1.41421, -3.22345e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.78658e-20, 0, 0, 6.89418e-23, 4.03096e-21, 3.21426e-17, 0, 0
0.232989, 0, 8.02046e-17, 0, 1.41421, -8.02046e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.18623e-19, 0, 0, 1.72914e-22, 1.02573e-20, 7.99755e-17, 0, 0
0.241195, 0, 1.96308e-16, 0, 1.41421, -1.96308e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.351e-19, 0, 0, 4.26783e-22, 2.56666e-20, 1.95747e-16, 0, 0
0.249401, 0, 4.72879e-16, 0, 1.41421, -4.72879e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28897e-18, 0, 0, 1.03712e-21, 6.31908e-20, 4.71525e-16, 0, 0
0.257607, 0, 1.12155e-15, 0, 1.41421, -1.12155e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0571e-18, 0, 0, 2.48254e-21, 1.53148e-19, 1.11834e-15, 0, 0
0.265813, 0, 2.62001e-15, 0, 1.41421, -2.62001e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.14155e-18, 0, 0, 5.85561e-21, 3.65533e-19, 2.61249e-15, 0, 0
