   PIQUANT 0.0.0-main  ps__0545_0715362334_000PTFE_shot_14.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0804059, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0721932, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0639806, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0557679, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0475553, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0393427, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.03113, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0229174, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0147048, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00649212, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00172051, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00993315, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0181458, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0263584, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0345711, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0427837, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0509963, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.059209, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0674216, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0756342, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0838469, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0920595, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.100272, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.108485, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.116697, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.12491, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.133123, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.141335, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.149548, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.157761, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.165973, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.174186, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.182398, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.190611, 0, 1.3034e-28, 0, 1.41421, -1.3034e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41047e-31, 0, 4.30024e-34, 3.96672e-34, 0, 1.29998e-28, 0, 0
0.198824, 0, 1.80552e-27, 0, 1.41421, -1.80552e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.72413e-30, 0, 5.95663e-33, 7.29746e-32, 0, 1.80072e-27, 0, 0
0.207036, 0, 1.5402e-26, 0, 1.41421, -1.5402e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02986e-29, 0, 5.08123e-32, 9.13298e-31, 0, 1.53608e-26, 0, 0
0.215249, 0, 1.04257e-25, 0, 1.41421, -1.04257e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7278e-28, 0, 3.4418e-31, 7.45393e-30, 0, 1.03977e-25, 0, 0
0.223462, 0, 6.10984e-25, 0, 1.41421, -6.10984e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59857e-27, 0, 2.01933e-30, 4.91936e-29, 0, 6.09335e-25, 0, 0
0.231674, 0, 3.23012e-24, 0, 1.41421, -3.23012e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.4512e-27, 0, 1.06912e-29, 2.83521e-28, 0, 3.22138e-24, 0, 0
0.239887, 0, 1.57641e-23, 0, 1.41421, -1.57641e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12445e-26, 0, 5.22635e-29, 1.48123e-27, 0, 1.57213e-23, 0, 0
0.2481, 0, 7.20495e-23, 0, 1.41421, -7.20495e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88506e-25, 0, 2.39309e-28, 7.16524e-27, 0, 7.18536e-23, 0, 0
0.256312, 0, 3.11416e-22, 0, 1.41421, -3.11416e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.14767e-25, 0, 1.03643e-27, 3.25277e-26, 0, 3.10568e-22, 0, 0
0.264525, 0, 1.28185e-21, 0, 1.41421, -1.28185e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35372e-24, 0, 4.27548e-27, 1.39857e-25, 0, 1.27835e-21, 0, 0
0.272738, 0, 5.05125e-21, 0, 1.41421, -5.05125e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32156e-23, 0, 1.68879e-26, 5.73338e-25, 0, 5.03745e-21, 0, 0
0.28095, 0, 1.91338e-20, 0, 1.41421, -1.91338e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.00596e-23, 0, 6.41343e-26, 2.25228e-24, 0, 1.90814e-20, 0, 0
0.289163, 0, 6.98957e-20, 0, 1.41421, -6.98957e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82867e-22, 0, 2.34932e-25, 8.5118e-24, 0, 6.97041e-20, 0, 0
0.297375, 0, 2.46882e-19, 0, 1.41421, -2.46882e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.4591e-22, 0, 8.32305e-25, 3.10431e-23, 0, 2.46204e-19, 0, 0
0.305588, 0, 8.45007e-19, 0, 1.41421, -8.45007e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21076e-21, 0, 2.85798e-24, 1.09537e-22, 0, 8.42684e-19, 0, 0
0.313801, 0, 2.80765e-18, 0, 1.41421, -2.80765e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.34553e-21, 0, 9.52932e-24, 3.74733e-22, 0, 2.79993e-18, 0, 0
0.322013, 0, 9.06978e-18, 0, 1.41421, -9.06978e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.37287e-20, 0, 3.08998e-23, 1.24511e-21, 0, 9.04478e-18, 0, 0
0.330226, 0, 2.85218e-17, 0, 1.41421, -2.85218e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.46194e-20, 0, 9.75682e-23, 4.02398e-21, 0, 2.84431e-17, 0, 0
0.338439, 0, 8.74097e-17, 0, 1.41421, -8.74097e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28681e-19, 0, 3.00334e-22, 1.26652e-20, 0, 8.71681e-17, 0, 0
0.346651, 0, 2.61308e-16, 0, 1.41421, -2.61308e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.83622e-19, 0, 9.02123e-22, 3.88637e-20, 0, 2.60584e-16, 0, 0
0.354864, 0, 7.62614e-16, 0, 1.41421, -7.62614e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99508e-18, 0, 2.64639e-21, 1.16372e-19, 0, 7.605e-16, 0, 0
0.363077, 0, 2.17432e-15, 0, 1.41421, -2.17432e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.6881e-18, 0, 7.58736e-21, 3.40309e-19, 0, 2.16829e-15, 0, 0
0.371289, 0, 6.06003e-15, 0, 1.41421, -6.06003e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58527e-17, 0, 2.12743e-20, 9.72575e-19, 0, 6.04319e-15, 0, 0
0.379502, 0, 1.65191e-14, 0, 1.41421, -1.65191e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32109e-17, 0, 5.83707e-20, 2.71806e-18, 0, 1.64731e-14, 0, 0
0.387714, 0, 4.40616e-14, 0, 1.41421, -4.40616e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1525e-16, 0, 1.56794e-19, 7.43214e-18, 0, 4.39388e-14, 0, 0
0.395927, 0, 1.15047e-13, 0, 1.41421, -1.15047e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.00902e-16, 0, 4.12535e-19, 1.98928e-17, 0, 1.14726e-13, 0, 0
0.40414, 0, 2.94161e-13, 0, 1.41421, -2.94161e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.69301e-16, 0, 1.06367e-18, 5.21419e-17, 0, 2.93339e-13, 0, 0
0.412352, 0, 7.36755e-13, 1.84971e-43, 1.41421, -7.36755e-13, 1.84971e-43, 0, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.84971e-43, 1.92659e-15, 1.84971e-43, 2.68874e-18, 1.3389e-16, 1.84971e-43, 7.34692e-13, 1.84971e-43, 1.84971e-43
0.420565, 0, 1.80804e-12, 4.30339e-42, 1.41421, -1.80804e-12, 4.30339e-42, 0, 4.30339e-42, 4.30339e-42, 4.30339e-42, 4.30339e-42, 4.30339e-42, 4.30339e-42, 4.30339e-42, 4.72742e-15, 4.30339e-42, 6.6661e-18, 3.36924e-16, 4.30339e-42, 1.80297e-12, 4.30339e-42, 4.30339e-42
0.428778, 0, 4.34856e-12, 7.33552e-41, 1.41421, -4.34856e-12, 7.33552e-41, 0, 7.33552e-41, 7.33552e-41, 7.33552e-41, 7.33552e-41, 7.33552e-41, 7.33552e-41, 7.33552e-41, 1.13686e-14, 7.33552e-41, 1.62176e-17, 8.31135e-16, 7.33552e-41, 4.33635e-12, 7.33552e-41, 7.33552e-41
0.43699, 0, 1.02525e-11, 1.11527e-39, 1.41421, -1.02525e-11, 1.11527e-39, 0, 1.11527e-39, 1.11527e-39, 1.11527e-39, 1.11527e-39, 1.11527e-39, 1.11527e-39, 1.11527e-39, 2.67996e-14, 1.11527e-39, 3.87375e-17, 2.01047e-15, 1.11527e-39, 1.02236e-11, 1.11527e-39, 1.11527e-39
0.445203, 0, 2.36992e-11, 1.51055e-38, 1.41421, -2.36992e-11, 1.51055e-38, 0, 1.51055e-38, 1.51055e-38, 1.51055e-38, 1.51055e-38, 1.51055e-38, 1.51055e-38, 1.51055e-38, 6.19409e-14, 1.51055e-38, 9.09035e-17, 4.77019e-15, 1.51055e-38, 2.36324e-11, 1.51055e-38, 1.51055e-38
0.453416, 0, 5.37212e-11, 1.83274e-37, 1.41421, -5.37212e-11, 1.83274e-37, 0, 1.83274e-37, 1.83274e-37, 1.83274e-37, 1.83274e-37, 1.83274e-37, 1.83274e-37, 1.83274e-37, 1.40391e-13, 1.83274e-37, 2.09741e-16, 1.11051e-14, 1.83274e-37, 5.35695e-11, 1.83274e-37, 1.83274e-37
0.461628, 0, 1.19433e-10, 2.00265e-36, 1.41421, -1.19433e-10, 2.00265e-36, 0, 2.00265e-36, 2.00265e-36, 2.00265e-36, 2.00265e-36, 2.00265e-36, 2.00265e-36, 2.00265e-36, 3.12092e-13, 2.00265e-36, 4.7627e-16, 2.53744e-14, 2.00265e-36, 1.19095e-10, 2.00265e-36, 2.00265e-36
0.469841, 0, 2.60459e-10, 1.98281e-35, 1.41421, -2.60459e-10, 1.98281e-35, 0, 1.98281e-35, 1.98281e-35, 1.98281e-35, 1.98281e-35, 1.98281e-35, 1.98281e-35, 1.98281e-35, 6.8059e-13, 1.98281e-35, 1.06566e-15, 5.6926e-14, 1.98281e-35, 2.5972e-10, 1.98281e-35, 1.98281e-35
0.478053, 0, 5.57245e-10, 1.78906e-34, 1.41421, -5.57245e-10, 1.78906e-34, 0, 1.78906e-34, 1.78906e-34, 1.78906e-34, 1.78906e-34, 1.78906e-34, 1.78906e-34, 1.78906e-34, 1.45621e-12, 1.78906e-34, 2.35301e-15, 1.25447e-13, 1.78906e-34, 5.55661e-10, 1.78906e-34, 1.78906e-34
0.486266, 0, 1.16978e-09, 1.47936e-33, 1.41421, -1.16978e-09, 1.47936e-33, 0, 1.47936e-33, 1.47936e-33, 1.47936e-33, 1.47936e-33, 1.47936e-33, 1.47936e-33, 1.47936e-33, 3.05758e-12, 1.47936e-33, 5.13621e-15, 2.71691e-13, 1.47936e-33, 1.16645e-09, 1.47936e-33, 1.47936e-33
0.494479, 0, 2.40975e-09, 1.14033e-32, 1.41421, -2.40975e-09, 1.14033e-32, 0, 1.14033e-32, 1.14033e-32, 1.14033e-32, 1.14033e-32, 1.14033e-32, 1.14033e-32, 1.14033e-32, 6.3013e-12, 1.14033e-32, 1.11067e-14, 5.78707e-13, 1.14033e-32, 2.40286e-09, 1.14033e-32, 1.14033e-32
0.502691, 0, 4.87199e-09, 8.56458e-32, 1.41421, -4.87199e-09, 8.56458e-32, 0, 8.56458e-32, 8.56458e-32, 8.56458e-32, 8.56458e-32, 8.56458e-32, 8.56458e-32, 8.56458e-32, 1.2749e-11, 8.56458e-32, 2.38482e-14, 1.21339e-12, 8.56458e-32, 4.858e-09, 8.56458e-32, 8.56458e-32
0.510904, 0, 9.66871e-09, 6.09444e-31, 1.41421, -9.66871e-09, 6.09444e-31, 0, 6.09444e-31, 6.09444e-31, 6.09444e-31, 6.09444e-31, 6.09444e-31, 6.09444e-31, 6.09444e-31, 2.53295e-11, 6.09444e-31, 5.09695e-14, 2.50729e-12, 6.09444e-31, 9.64082e-09, 6.09444e-31, 6.09444e-31
0.519117, 0, 1.88373e-08, 4.06649e-30, 1.41421, -1.88373e-08, 4.06649e-30, 0, 4.06649e-30, 4.06649e-30, 4.06649e-30, 4.06649e-30, 4.06649e-30, 4.06649e-30, 4.06649e-30, 4.94303e-11, 4.06649e-30, 1.08678e-13, 5.11369e-12, 4.06649e-30, 1.87826e-08, 4.06649e-30, 4.06649e-30
0.527329, 0, 3.6035e-08, 2.53882e-29, 1.41421, -3.6035e-08, 2.53882e-29, 0, 2.53882e-29, 2.53882e-29, 2.53882e-29, 2.53882e-29, 2.53882e-29, 2.53882e-29, 2.53882e-29, 9.47803e-11, 2.53882e-29, 2.31616e-13, 1.03141e-11, 2.53882e-29, 3.59297e-08, 2.53882e-29, 2.53882e-29
0.535542, 0, 6.76953e-08, 1.48527e-28, 1.41421, -6.76953e-08, 1.48527e-28, 0, 1.48527e-28, 1.48527e-28, 1.48527e-28, 1.48527e-28, 1.48527e-28, 1.48527e-28, 1.48527e-28, 1.78631e-10, 1.48527e-28, 4.9396e-13, 2.06232e-11, 1.48527e-28, 6.74956e-08, 1.48527e-28, 1.48527e-28
0.543755, 0, 1.24911e-07, 8.16446e-28, 1.41421, -1.24911e-07, 8.16446e-28, 0, 8.16446e-28, 8.16446e-28, 8.16446e-28, 8.16446e-28, 8.16446e-28, 8.16446e-28, 8.16446e-28, 3.31046e-10, 8.16446e-28, 1.0544e-12, 4.09979e-11, 8.16446e-28, 1.24537e-07, 8.16446e-28, 8.16446e-28
0.551967, 0, 2.26431e-07, 4.23084e-27, 1.41421, -2.26431e-07, 4.23084e-27, 0, 4.23084e-27, 4.23084e-27, 4.23084e-27, 4.23084e-27, 4.23084e-27, 4.23084e-27, 4.23084e-27, 6.03551e-10, 4.23084e-27, 2.25097e-12, 8.12973e-11, 4.23084e-27, 2.25744e-07, 4.23084e-27, 4.23084e-27
0.56018, 0, 4.03333e-07, 2.07372e-26, 1.41421, -4.03333e-07, 2.07372e-26, 0, 2.07372e-26, 2.07372e-26, 2.07372e-26, 2.07372e-26, 2.07372e-26, 2.07372e-26, 2.07372e-26, 1.08306e-09, 2.07372e-26, 4.79767e-12, 1.61351e-10, 2.07372e-26, 4.02084e-07, 2.07372e-26, 2.07372e-26
0.568392, 0, 7.0613e-07, 9.64513e-26, 1.41421, -7.0613e-07, 9.64513e-26, 0, 9.64513e-26, 9.64513e-26, 9.64513e-26, 9.64513e-26, 9.64513e-26, 9.64513e-26, 9.64513e-26, 1.91398e-09, 9.64513e-26, 1.01847e-11, 3.21512e-10, 9.64513e-26, 7.03884e-07, 9.64513e-26, 9.64513e-26
0.576605, 0, 1.21538e-06, 4.27013e-25, 1.41421, -1.21538e-06, 4.27013e-25, 0, 4.27013e-25, 4.27013e-25, 4.27013e-25, 4.27013e-25, 4.27013e-25, 4.27013e-25, 4.27013e-25, 3.33286e-09, 4.27013e-25, 2.14748e-11, 6.44703e-10, 4.27013e-25, 1.21138e-06, 4.27013e-25, 4.27013e-25
0.584818, 0, 2.05715e-06, 1.8047e-24, 1.41421, -2.05715e-06, 1.8047e-24, 0, 1.8047e-24, 1.8047e-24, 1.8047e-24, 2.16759e-12, 1.8047e-24, 1.8047e-24, 1.8047e-24, 5.72184e-09, 1.8047e-24, 4.48504e-11, 1.30228e-09, 1.8047e-24, 2.05008e-06, 1.8047e-24, 1.8047e-24
0.59303, 0, 3.4251e-06, 7.30072e-24, 1.41421, -3.4251e-06, 7.30072e-24, 0, 7.30072e-24, 7.30072e-24, 7.30072e-24, 1.05586e-11, 7.30072e-24, 7.30072e-24, 7.30072e-24, 9.69016e-09, 7.30072e-24, 9.25405e-11, 2.64848e-09, 7.30072e-24, 3.41266e-06, 7.30072e-24, 7.30072e-24
0.601243, 0, 5.61506e-06, 2.8481e-23, 1.41421, -5.61506e-06, 7.0377e-10, 0, 1.57662e-13, 3.22296e-13, 2.54468e-12, 1.39809e-10, 7.69271e-11, 1.04459e-11, 2.46155e-10, 1.6197e-08, 9.5113e-12, 1.88218e-10, 5.41186e-09, 4.36617e-15, 5.59082e-06, 2.8481e-23, 1.25403e-09
0.609456, 0, 9.11551e-06, 4.78776e-08, 1.41421, -9.11551e-06, 5.14711e-08, 4.78776e-08, 4.78784e-08, 4.78793e-08, 4.78906e-08, 4.85279e-08, 4.82704e-08, 4.7931e-08, 4.91345e-08, 7.46089e-08, 4.79262e-08, 4.82545e-08, 5.89556e-08, 4.78776e-08, 9.06491e-06, 4.78776e-08, 5.42808e-08
0.617668, 0, 1.46326e-05, 1.94384e-07, 1.41421, -1.46326e-05, 2.07754e-07, 1.94384e-07, 1.94387e-07, 1.9439e-07, 1.94432e-07, 1.96743e-07, 1.95845e-07, 1.94582e-07, 1.9906e-07, 2.37957e-07, 1.94564e-07, 1.95125e-07, 2.16999e-07, 1.94384e-07, 1.45196e-05, 1.94384e-07, 2.18208e-07
