   PIQUANT 0.0.0-main  ps__0097_0675553164_000PTFE_shot_4.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0714938, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0633097, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0551255, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0469414, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0387572, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0305731, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0223889, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0142048, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00602065, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00216351, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0103477, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0185318, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0267159, 0, 3.28359e-28, 0, 1.41421, -3.28359e-28, 0, 0, 0, 0, 0, 0, 0, 0, 7.01005e-31, 0, 1.07499e-33, 7.18058e-34, 0, 3.27656e-28, 0, 0
0.0349001, 0, 3.3168e-27, 0, 1.41421, -3.3168e-27, 0, 0, 0, 0, 0, 0, 0, 0, 7.08062e-30, 0, 1.08581e-32, 1.61471e-31, 0, 3.30955e-27, 0, 0
0.0430842, 0, 2.1055e-26, 0, 1.41421, -2.1055e-26, 0, 0, 0, 0, 0, 0, 0, 0, 4.49464e-29, 0, 6.89251e-32, 1.57824e-30, 0, 2.10084e-26, 0, 0
0.0512684, 0, 1.0701e-25, 0, 1.41421, -1.0701e-25, 0, 0, 0, 0, 0, 0, 0, 0, 2.28432e-28, 0, 3.51057e-31, 9.87479e-30, 0, 1.06771e-25, 0, 0
0.0594525, 0, 4.74603e-25, 0, 1.41421, -4.74603e-25, 0, 0, 0, 0, 0, 0, 0, 0, 1.01311e-27, 0, 1.56503e-30, 4.97654e-29, 0, 4.73539e-25, 0, 0
0.0676367, 0, 1.91442e-24, 0, 1.41421, -1.91442e-24, 0, 0, 0, 0, 0, 0, 0, 0, 4.08658e-27, 0, 6.35923e-30, 2.19448e-28, 0, 1.9101e-24, 0, 0
