   PIQUANT 0.0.0-main  ps__0368_0699563413_000PTFE_shot_19.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.341367, 0, 1.53793e-06, 1.21392e-26, 1.41421, -1.53793e-06, 0, 1.21392e-26, 1.21392e-26, 1.21392e-26, 1.21392e-26, 1.21392e-26, 4.28809e-08, 1.21392e-26, 1.21392e-26, 1.65565e-09, 8.79753e-08, 1.40542e-06, 1.21392e-26, 1.21392e-26
0.349464, 0, 1.97383e-06, 1.10357e-25, 1.41421, -1.97383e-06, 0, 1.10357e-25, 1.10357e-25, 1.10357e-25, 1.10357e-25, 1.10357e-25, 5.52009e-08, 1.10357e-25, 1.10357e-25, 2.39751e-09, 1.21627e-07, 1.7946e-06, 1.10357e-25, 1.10357e-25
0.357561, 0, 2.52324e-06, 4.38231e-25, 1.41421, -2.52324e-06, 0, 4.38231e-25, 4.38231e-25, 4.38231e-25, 4.38231e-25, 4.38231e-25, 7.07939e-08, 4.38231e-25, 4.38231e-25, 3.45809e-09, 1.67528e-07, 2.28146e-06, 4.38231e-25, 4.38231e-25
0.365658, 0, 3.21318e-06, 1.66919e-24, 1.41421, -3.21318e-06, 0, 1.66919e-24, 1.66919e-24, 1.66919e-24, 1.66919e-24, 1.66919e-24, 9.046e-08, 1.66919e-24, 1.66919e-24, 4.96886e-09, 2.29881e-07, 2.88787e-06, 1.66919e-24, 1.66919e-24
0.373755, 0, 4.09492e-06, 1.64421e-08, 1.41421, -4.09492e-06, 1.64421e-08, 1.64425e-08, 1.64426e-08, 1.64458e-08, 1.65072e-08, 1.66513e-08, 1.3162e-07, 1.64455e-08, 1.64422e-08, 2.35533e-08, 3.30655e-07, 3.65669e-06, 1.64421e-08, 1.7884e-08
0.381852, 0, 5.20962e-06, 5.05528e-08, 1.41421, -5.20962e-06, 5.05528e-08, 5.0554e-08, 5.05545e-08, 5.05642e-08, 5.07539e-08, 5.11991e-08, 1.96691e-07, 5.05635e-08, 5.0553e-08, 6.0688e-08, 4.78301e-07, 4.62027e-06, 5.05528e-08, 5.5006e-08
0.389949, 0, 6.62466e-06, 1.18866e-07, 1.41421, -6.62466e-06, 1.18866e-07, 1.18869e-07, 1.1887e-07, 1.18893e-07, 1.19341e-07, 1.2039e-07, 3.03651e-07, 1.18891e-07, 1.18867e-07, 1.3325e-07, 6.98744e-07, 5.83305e-06, 1.18866e-07, 1.29366e-07
0.398046, 0, 8.43228e-06, 2.51957e-07, 1.41421, -8.43228e-06, 2.51957e-07, 2.51963e-07, 2.51965e-07, 2.52014e-07, 2.52964e-07, 2.55193e-07, 4.84821e-07, 2.5201e-07, 2.51958e-07, 2.7228e-07, 1.03468e-06, 7.36969e-06, 2.51957e-07, 2.74255e-07
0.406143, 0, 1.07651e-05, 5.05423e-07, 1.41421, -1.07651e-05, 5.05423e-07, 5.05435e-07, 5.0544e-07, 5.05538e-07, 5.07446e-07, 5.11924e-07, 7.97903e-07, 5.0553e-07, 5.05425e-07, 5.3401e-07, 1.55726e-06, 9.33863e-06, 5.05423e-07, 5.50217e-07
0.41424, 0, 1.38347e-05, 9.90955e-07, 1.41421, -1.38347e-05, 9.90955e-07, 9.90979e-07, 9.9099e-07, 9.91182e-07, 9.9493e-07, 1.00372e-06, 1.35711e-06, 9.91167e-07, 9.9096e-07, 1.03099e-06, 2.39904e-06, 1.19152e-05, 9.90955e-07, 1.07894e-06
0.422337, 0, 1.79085e-05, 1.85832e-06, 1.41421, -1.79085e-05, 1.85832e-06, 1.85837e-06, 1.85839e-06, 1.85875e-06, 1.86578e-06, 1.88229e-06, 2.31523e-06, 1.85872e-06, 1.85833e-06, 1.91413e-06, 3.73365e-06, 1.5323e-05, 1.85832e-06, 2.02345e-06
0.430434, 0, 2.34592e-05, 3.41844e-06, 1.41421, -2.34592e-05, 3.41844e-06, 3.41853e-06, 3.41856e-06, 3.41923e-06, 3.43217e-06, 3.46255e-06, 3.98676e-06, 3.41917e-06, 3.41846e-06, 3.49587e-06, 5.90437e-06, 1.9964e-05, 3.41844e-06, 3.72238e-06
0.438531, 0, 3.12024e-05, 6.17711e-06, 1.41421, -3.12024e-05, 6.17711e-06, 6.17726e-06, 6.17732e-06, 6.17852e-06, 6.20193e-06, 6.25686e-06, 6.88176e-06, 6.17843e-06, 6.17714e-06, 6.28407e-06, 9.45684e-06, 2.64538e-05, 6.17711e-06, 6.72664e-06
0.446628, 0, 4.22594e-05, 1.09742e-05, 1.41421, -4.22594e-05, 1.09742e-05, 1.09744e-05, 1.09746e-05, 1.09767e-05, 1.10183e-05, 1.11159e-05, 1.18451e-05, 1.09765e-05, 1.09742e-05, 1.11213e-05, 1.52806e-05, 3.57668e-05, 1.09742e-05, 1.1951e-05
0.454726, 0, 5.83864e-05, 1.91799e-05, 1.41421, -5.83864e-05, 1.91799e-05, 1.91804e-05, 1.91806e-05, 1.91843e-05, 1.92571e-05, 1.94278e-05, 2.0253e-05, 1.9184e-05, 1.918e-05, 1.93812e-05, 2.48074e-05, 4.94417e-05, 1.91799e-05, 2.0888e-05
0.462822, 0, 8.23161e-05, 3.29911e-05, 1.41421, -8.23161e-05, 3.29911e-05, 3.29919e-05, 3.29922e-05, 3.29986e-05, 3.31239e-05, 3.34177e-05, 3.43091e-05, 3.29981e-05, 3.29912e-05, 3.32653e-05, 4.031e-05, 6.9889e-05, 3.29911e-05, 3.59306e-05
0.47092, 0, 0.000118283, 5.58807e-05, 1.41421, -0.000118283, 5.58807e-05, 5.58821e-05, 5.58827e-05, 5.58936e-05, 5.61058e-05, 5.66037e-05, 5.74948e-05, 5.58927e-05, 5.5881e-05, 5.62528e-05, 6.53552e-05, 0.000100864, 5.58807e-05, 6.08624e-05
0.479017, 0, 0.000172709, 9.31908e-05, 1.41421, -0.000172709, 9.31908e-05, 9.31931e-05, 9.31941e-05, 9.32122e-05, 9.35663e-05, 9.43971e-05, 9.51614e-05, 9.32108e-05, 9.31913e-05, 9.36933e-05, 0.000105399, 0.000148086, 9.31908e-05, 0.000101503
0.487114, 0, 0.000255302, 0.0001531, 1.41421, -0.000255302, 0.0001531, 0.000153104, 0.000153106, 0.000153135, 0.000153717, 0.000155083, 0.000155499, 0.000153133, 0.000153101, 0.000153776, 0.000168762, 0.000220224, 0.0001531, 0.000166763
0.495211, 0, 0.000380482, 0.000247842, 1.41421, -0.000380482, 0.000247842, 0.000247848, 0.000247851, 0.0002479, 0.000248842, 0.000251054, 0.000250754, 0.000247896, 0.000247844, 0.000248748, 0.00026785, 0.00033019, 0.000247842, 0.000269972
0.503308, 0, 0.000569378, 0.000395438, 1.41421, -0.000569378, 0.000395438, 0.000395448, 0.000395452, 0.000395529, 0.000397034, 0.000400565, 0.000398963, 0.000395523, 0.00039544, 0.000396645, 0.000420895, 0.000496937, 0.000395438, 0.000430767
0.511405, 0, 0.000852485, 0.000621987, 1.41421, -0.000852485, 0.000621987, 0.000622002, 0.000622009, 0.00062213, 0.000624499, 0.000630056, 0.000626242, 0.000622121, 0.00062199, 0.000623591, 0.000654255, 0.000747854, 0.000621987, 0.000677594
0.519502, 0, 0.00127315, 0.000964679, 1.41421, -0.00127315, 0.000964679, 0.000964703, 0.000964713, 0.000964902, 0.000968578, 0.000977202, 0.000969802, 0.000964887, 0.000964684, 0.000966801, 0.00100544, 0.00112192, 0.000964679, 0.00105098
0.527599, 0, 0.00189203, 0.00147565, 1.41421, -0.00189203, 0.00147565, 0.00147569, 0.0014757, 0.00147599, 0.00148162, 0.00149482, 0.0014818, 0.00147597, 0.00147566, 0.00147845, 0.00152698, 0.00167375, 0.00147565, 0.00160776
0.535696, 0, 0.00279274, 0.00222678, 1.41421, -0.00279274, 0.00222678, 0.00222683, 0.00222686, 0.00222729, 0.00223579, 0.00225572, 0.00223415, 0.00222726, 0.00222679, 0.00223045, 0.00229123, 0.00247863, 0.00222678, 0.0024263
0.543793, 0, 0.00408866, 0.00331555, 1.41421, -0.00408866, 0.00331555, 0.00331563, 0.00331566, 0.00331631, 0.00332897, 0.00335867, 0.00332437, 0.00331626, 0.00331556, 0.00332035, 0.00339629, 0.00363873, 0.00331555, 0.00361286
0.55189, 0, 0.00593121, 0.00487205, 1.41421, -0.00593121, 0.00487205, 0.00487217, 0.00487223, 0.00487318, 0.0048918, 0.00493547, 0.00488258, 0.0048731, 0.00487208, 0.00487832, 0.00497298, 0.00529057, 0.00487205, 0.00530932
0.559987, 0, 0.00851946, 0.00706711, 1.41421, -0.00851946, 0.00706711, 0.00706729, 0.00706736, 0.00706875, 0.00709577, 0.00715918, 0.00707966, 0.00706864, 0.00706715, 0.00707525, 0.00719305, 0.00761366, 0.00706711, 0.00770197
0.568084, 0, 0.0121109, 0.0101213, 1.41421, -0.0121109, 0.0101213, 0.0101215, 0.0101216, 0.0101236, 0.0101623, 0.0102532, 0.0101362, 0.0101234, 0.0101213, 0.0101318, 0.0102781, 0.0108402, 0.0101213, 0.0110314
0.576181, 0, 0.0170332, 0.0143146, 1.41421, -0.0170332, 0.0143146, 0.014315, 0.0143151, 0.0143179, 0.0143728, 0.0145014, 0.0143323, 0.0143177, 0.0143147, 0.0143282, 0.0145097, 0.015266, 0.0143146, 0.0156032
0.584278, 0, 0.0236973, 0.0199971, 1.41421, -0.0236973, 0.0199971, 0.0199976, 0.0199978, 0.0200018, 0.0200784, 0.0202583, 0.0200181, 0.0200015, 0.0199972, 0.0200146, 0.0202395, 0.0212616, 0.0199971, 0.0217993
0.592375, 0, 0.0326094, 0.0275986, 1.41421, -0.0326094, 0.0275986, 0.0275992, 0.0275995, 0.027605, 0.0277109, 0.0279593, 0.0276234, 0.0276045, 0.0275987, 0.027621, 0.0278991, 0.0292839, 0.0275986, 0.0300889
0.600472, 0, 0.0443841, 0.0376379, 1.41421, -0.0443841, 0.0376379, 0.0376389, 0.0376393, 0.0376467, 0.0377912, 0.0381304, 0.0376673, 0.0376461, 0.0376381, 0.0376665, 0.03801, 0.0398876, 0.0376379, 0.0410393
0.608569, 0, 0.0597542, 0.0507308, 1.41421, -0.0597542, 0.0507308, 0.0507321, 0.0507326, 0.0507427, 0.0509377, 0.0513953, 0.0507656, 0.0507418, 0.0507311, 0.0507672, 0.0511906, 0.0537341, 0.0507308, 0.0553227
0.616666, 0, 0.0795797, 0.0675945, 1.41421, -0.0795797, 0.0675945, 0.0675962, 0.0675969, 0.0676103, 0.0678704, 0.0684808, 0.0676354, 0.0676092, 0.0675949, 0.0676407, 0.0681614, 0.0715996, 0.0675945, 0.0737238
0.624763, 0, 0.104854, 0.08905, 1.41421, -0.104854, 0.08905, 0.0890522, 0.0890532, 0.0890708, 0.0894139, 0.0902188, 0.0890981, 0.0890693, 0.0890505, 0.0891083, 0.089747, 0.0943807, 0.08905, 0.0971409
0.63286, 0, 0.136701, 0.116017, 1.41421, -0.136701, 0.116017, 0.11602, 0.116022, 0.116045, 0.116492, 0.117542, 0.116074, 0.116043, 0.116018, 0.116091, 0.116872, 0.123093, 0.116017, 0.126582
0.640957, 0, 0.176377, 0.149509, 1.41421, -0.176377, 0.149509, 0.149513, 0.149514, 0.149544, 0.150121, 0.151476, 0.149575, 0.149542, 0.14951, 0.149601, 0.150552, 0.158869, 0.149509, 0.163159
0.649054, 0.978757, 0.225253, 0.190613, 1.72591, 0.753503, 0.190613, 0.190618, 0.19062, 0.190658, 0.191395, 0.193124, 0.19069, 0.190655, 0.190614, 0.190728, 0.191882, 0.202946, 0.190613, 0.208067
0.657151, 0.0212435, 0.284801, 0.240472, 1.4217, -0.263558, 0.240472, 0.240478, 0.24048, 0.240528, 0.241459, 0.243644, 0.240562, 0.240524, 0.240473, 0.240615, 0.242007, 0.256653, 0.240472, 0.262566
0.665248, 0, 0.356571, 0.300255, 1.41421, -0.356571, 0.300255, 0.300262, 0.300265, 0.300325, 0.301489, 0.304221, 0.300359, 0.30032, 0.300256, 0.300433, 0.302103, 0.321387, 0.300255, 0.32795
0.673345, 0, 0.442156, 0.37112, 1.41421, -0.442156, 0.37112, 0.37113, 0.371134, 0.371208, 0.372649, 0.376031, 0.371241, 0.371201, 0.371122, 0.371341, 0.373333, 0.398582, 0.37112, 0.405508
0.681442, 0, 0.543163, 0.454179, 1.41421, -0.543163, 0.454179, 0.454191, 0.454196, 0.454286, 0.456053, 0.460199, 0.454319, 0.454278, 0.454182, 0.454451, 0.456812, 0.489681, 0.454179, 0.496488
0.689539, 0, 0.661167, 0.550446, 1.41421, -0.661167, 0.550446, 0.55046, 0.550466, 0.550576, 0.552721, 0.557754, 0.550606, 0.550566, 0.55045, 0.55078, 0.553558, 0.596096, 0.550446, 0.602044
0.697636, 0, 0.797667, 0.660791, 1.41421, -0.797667, 0.660791, 0.660808, 0.660815, 0.660947, 0.663527, 0.669579, 0.660974, 0.660935, 0.660795, 0.6612, 0.664442, 0.719158, 0.660791, 0.723189
0.705733, 2.88562, 0.954052, 0.785895, 2.21034, 1.93157, 0.785895, 0.785915, 0.785924, 0.786081, 0.789155, 0.796367, 0.786103, 0.786066, 0.7859, 0.786394, 0.790149, 0.860089, 0.785895, 0.860755
0.71383, 2.11438, 1.13154, 0.926201, 2.02839, 0.982835, 0.926201, 0.926224, 0.926234, 0.926421, 0.93005, 0.938567, 0.926436, 0.926402, 0.926207, 0.926808, 0.931119, 1.01994, 0.926201, 1.01534
0.721927, 0, 1.33118, 1.08187, 1.41421, -1.33118, 1.08187, 1.0819, 1.08191, 1.08213, 1.08638, 1.09635, 1.08214, 1.08211, 1.08188, 1.08261, 1.08752, 1.19958, 1.08187, 1.18728
0.730024, 0.954648, 1.55375, 1.25276, 1.71891, -0.599106, 1.25276, 1.2528, 1.25281, 1.25306, 1.25799, 1.26956, 1.25306, 1.25304, 1.25277, 1.25366, 1.25918, 1.39961, 1.25276, 1.37661
0.738121, 2.04535, 1.79982, 1.43839, 2.01131, 0.245531, 1.43839, 1.43842, 1.43844, 1.43873, 1.44441, 1.45772, 1.43872, 1.4387, 1.4384, 1.43946, 1.44563, 1.62037, 1.43839, 1.58308
0.746218, 1.89965, 2.06967, 1.63791, 1.97475, -0.170025, 1.63791, 1.63795, 1.63797, 1.6383, 1.64478, 1.65998, 1.63827, 1.63826, 1.63792, 1.6392, 1.64602, 1.86189, 1.63791, 1.80611
0.754315, 6.78479, 2.36332, 1.85014, 2.96391, 4.42147, 1.85014, 1.85019, 1.85021, 1.85058, 1.85792, 1.87514, 1.85054, 1.85054, 1.85016, 1.85169, 1.85915, 2.12388, 1.85014, 2.04485
0.762412, 6.15056, 2.68056, 2.07357, 2.85492, 3.47, 2.07357, 2.07362, 2.07364, 2.07407, 2.08232, 2.10167, 2.07401, 2.07402, 2.07359, 2.07543, 2.08349, 2.40572, 2.07357, 2.29824
0.770509, 0.165005, 3.02091, 2.30636, 1.4714, -2.8559, 2.30636, 2.30642, 2.30645, 2.30692, 2.31612, 2.33771, 2.30684, 2.30686, 2.30639, 2.30858, 2.31719, 2.70642, 2.30636, 2.56498
0.778606, 3.82054, 3.38373, 2.54643, 2.41258, 0.436809, 2.54643, 2.54649, 2.54652, 2.54704, 2.55724, 2.58115, 2.54695, 2.54697, 2.54646, 2.54907, 2.55815, 3.02466, 2.54643, 2.84373
0.786703, 0.179458, 3.76824, 2.79146, 1.4763, -3.58878, 2.79146, 2.79153, 2.79156, 2.79214, 2.80335, 2.82965, 2.79202, 2.79205, 2.7915, 2.7946, 2.80404, 3.35877, 2.79146, 3.13308
0.7948, 9.54749, 4.17356, 3.03898, 3.39816, 5.37393, 3.03898, 3.03906, 3.0391, 3.03972, 3.05197, 3.08071, 3.03958, 3.03963, 3.03903, 3.0427, 3.05237, 3.70673, 3.03898, 3.43176
