   PIQUANT 0.0.0-main  ps__0368_0699563413_000PTFE_shot_19.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
8.04973, 156.781, 169.407, 166.07, 12.6008, -12.6263, 0, 166.07, 166.13, 169.347, 166.07, 166.07, 166.07, 166.07, 166.07, 166.07, 166.07, 166.07, 166.07, 166.07
8.05783, 179.913, 169.451, 165.976, 13.4875, 10.4612, 0, 165.976, 166.045, 169.382, 165.976, 165.976, 165.976, 165.976, 165.976, 165.976, 165.976, 165.976, 165.976, 165.976
8.06592, 176.092, 169.502, 165.882, 13.3451, 6.58951, 0, 165.882, 165.961, 169.423, 165.882, 165.882, 165.882, 165.882, 165.882, 165.882, 165.882, 165.882, 165.882, 165.882
8.07402, 166.194, 169.559, 165.788, 12.969, -3.36508, 0, 165.788, 165.878, 169.469, 165.788, 165.788, 165.788, 165.788, 165.788, 165.788, 165.788, 165.788, 165.788, 165.788
8.08212, 178.607, 169.621, 165.694, 13.439, 8.9861, 0, 165.694, 165.797, 169.518, 165.694, 165.694, 165.694, 165.694, 165.694, 165.694, 165.694, 165.694, 165.694, 165.694
8.09022, 181.123, 169.687, 165.599, 13.5323, 11.4359, 0, 165.599, 165.717, 169.569, 165.599, 165.599, 165.599, 165.599, 165.599, 165.599, 165.599, 165.599, 165.599, 165.599
8.09831, 153.705, 169.758, 165.506, 12.4782, -16.0532, 0, 165.506, 165.639, 169.624, 165.506, 165.506, 165.506, 165.506, 165.506, 165.506, 165.506, 165.506, 165.506, 165.506
8.10641, 157.215, 169.83, 165.411, 12.6181, -12.615, 0, 165.411, 165.563, 169.678, 165.411, 165.411, 165.411, 165.411, 165.411, 165.411, 165.411, 165.411, 165.411, 165.411
8.11451, 174.11, 169.905, 165.317, 13.2707, 4.20558, 0, 165.317, 165.489, 169.732, 165.317, 165.317, 165.317, 165.317, 165.317, 165.317, 165.317, 165.317, 165.317, 165.317
8.1226, 184.237, 169.982, 165.223, 13.6469, 14.2548, 0, 165.224, 165.419, 169.786, 165.223, 165.223, 165.223, 165.223, 165.223, 165.223, 165.223, 165.223, 165.223, 165.223
8.1307, 162.3, 170.058, 165.129, 12.818, -7.75819, 0, 165.129, 165.35, 169.837, 165.129, 165.129, 165.129, 165.129, 165.129, 165.129, 165.129, 165.129, 165.129, 165.129
8.1388, 163.301, 170.134, 165.034, 12.8569, -6.83365, 0, 165.035, 165.284, 169.884, 165.034, 165.034, 165.034, 165.034, 165.034, 165.034, 165.034, 165.034, 165.034, 165.034
8.1469, 158.552, 170.288, 165.018, 12.6709, -11.7361, 0, 165.018, 165.299, 170.006, 165.018, 165.018, 165.018, 165.018, 165.018, 165.018, 165.018, 165.018, 165.018, 165.018
8.15499, 164.553, 170.438, 165, 12.9055, -5.88528, 0, 165, 165.316, 170.122, 165, 165, 165, 165, 165, 165, 165, 165, 165, 165
8.16309, 156.841, 170.587, 164.982, 12.6032, -13.7463, 0, 164.983, 165.337, 170.232, 164.982, 164.982, 164.982, 164.982, 164.982, 164.982, 164.982, 164.982, 164.982, 164.982
8.17119, 167.193, 170.735, 164.966, 13.0074, -3.54153, 0, 164.966, 165.363, 170.337, 164.966, 164.966, 164.966, 164.966, 164.966, 164.966, 164.966, 164.966, 164.966, 164.966
8.17928, 173.372, 170.878, 164.948, 13.2428, 2.49391, 0, 164.948, 165.391, 170.434, 164.948, 164.948, 164.948, 164.948, 164.948, 164.948, 164.948, 164.948, 164.948, 164.948
8.18738, 170.87, 171.018, 164.93, 13.148, -0.147705, 0, 164.93, 165.424, 170.523, 164.93, 164.93, 164.93, 164.93, 164.93, 164.93, 164.93, 164.93, 164.93, 164.93
8.19548, 188.097, 171.152, 164.911, 13.7876, 16.9444, 0, 164.911, 165.461, 170.602, 164.911, 164.911, 164.911, 164.911, 164.911, 164.911, 164.911, 164.911, 164.911, 164.911
8.20357, 178.251, 171.282, 164.891, 13.4258, 6.96942, 0, 164.891, 165.501, 170.671, 164.891, 164.891, 164.891, 164.891, 164.891, 164.891, 164.891, 164.891, 164.891, 164.891
8.21167, 171.992, 171.406, 164.87, 13.1906, 0.585709, 0, 164.871, 165.547, 170.73, 164.87, 164.87, 164.87, 164.87, 164.87, 164.87, 164.87, 164.87, 164.87, 164.87
8.21977, 188.224, 171.528, 164.851, 13.7922, 16.6965, 0, 164.851, 165.599, 170.78, 164.851, 164.851, 164.851, 164.851, 164.851, 164.851, 164.851, 164.851, 164.851, 164.851
8.22787, 183.545, 171.644, 164.831, 13.6215, 11.9012, 0, 164.831, 165.656, 170.818, 164.831, 164.831, 164.831, 164.831, 164.831, 164.831, 164.831, 164.831, 164.831, 164.831
8.23596, 166.397, 171.754, 164.81, 12.9768, -5.35706, 0, 164.81, 165.719, 170.845, 164.81, 164.81, 164.81, 164.81, 164.81, 164.81, 164.81, 164.81, 164.81, 164.81
8.24406, 180.804, 171.858, 164.787, 13.5205, 8.94611, 0, 164.788, 165.786, 170.859, 164.787, 164.787, 164.787, 164.787, 164.787, 164.787, 164.787, 164.787, 164.787, 164.787
8.25216, 168.038, 171.956, 164.764, 13.0399, -3.91754, 0, 164.764, 165.859, 170.86, 164.764, 164.764, 164.764, 164.764, 164.764, 164.764, 164.764, 164.764, 164.764, 164.764
8.26025, 176.931, 172.048, 164.74, 13.3765, 4.88216, 0, 164.74, 165.938, 170.849, 164.74, 164.74, 164.74, 164.74, 164.74, 164.74, 164.74, 164.74, 164.74, 164.74
8.26835, 142.87, 172.138, 164.717, 12.0362, -29.2677, 0, 164.717, 166.026, 170.828, 164.717, 164.717, 164.717, 164.717, 164.717, 164.717, 164.717, 164.717, 164.717, 164.717
8.27645, 171.27, 172.222, 164.693, 13.1632, -0.951569, 0, 164.693, 166.12, 170.794, 164.693, 164.693, 164.693, 164.693, 164.693, 164.693, 164.693, 164.693, 164.693, 164.693
8.28454, 170.426, 172.3, 164.668, 13.1311, -1.87399, 0, 164.668, 166.22, 170.748, 164.668, 164.668, 164.668, 164.668, 164.668, 164.668, 164.668, 164.668, 164.668, 164.668
8.29264, 179.709, 172.373, 164.641, 13.48, 7.33617, 0, 164.641, 166.326, 170.688, 164.641, 164.641, 164.641, 164.641, 164.641, 164.641, 164.641, 164.641, 164.641, 164.641
8.30074, 176.111, 172.441, 164.613, 13.3458, 3.66971, 0, 164.613, 166.438, 170.616, 164.613, 164.613, 164.613, 164.613, 164.613, 164.613, 164.613, 164.613, 164.613, 164.613
8.30884, 168.415, 172.505, 164.585, 13.0543, -4.09039, 0, 164.585, 166.557, 170.533, 164.585, 164.585, 164.585, 164.585, 164.585, 164.585, 164.585, 164.585, 164.585, 164.585
8.31693, 157.344, 172.567, 164.557, 12.6231, -15.2238, 0, 164.558, 166.686, 170.439, 164.557, 164.557, 164.557, 164.557, 164.557, 164.557, 164.557, 164.557, 164.557, 164.557
8.32503, 186.867, 172.626, 164.529, 13.7429, 14.2414, 0, 164.529, 166.82, 170.335, 164.529, 164.529, 164.529, 164.529, 164.529, 164.529, 164.529, 164.529, 164.529, 164.529
8.33313, 199.901, 172.681, 164.5, 14.2092, 27.2198, 0, 164.5, 166.961, 170.219, 164.5, 164.5, 164.5, 164.5, 164.5, 164.5, 164.5, 164.5, 164.5, 164.5
8.34122, 198.936, 172.732, 164.468, 14.1752, 26.2047, 0, 164.468, 167.107, 170.092, 164.468, 164.468, 164.468, 164.468, 164.468, 164.468, 164.468, 164.468, 164.468, 164.468
8.34932, 185.083, 172.78, 164.435, 13.6778, 12.3029, 0, 164.435, 167.259, 169.955, 164.435, 164.435, 164.435, 164.435, 164.435, 164.435, 164.435, 164.435, 164.435, 164.435
8.35742, 181.099, 172.826, 164.402, 13.5314, 8.27271, 0, 164.402, 167.418, 169.81, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402, 164.402
8.36552, 172.602, 172.872, 164.37, 13.2137, -0.270676, 0, 164.37, 167.584, 169.657, 164.37, 164.37, 164.37, 164.37, 164.37, 164.37, 164.37, 164.37, 164.37, 164.37
8.37361, 181.27, 172.917, 164.336, 13.5377, 8.35312, 0, 164.337, 167.756, 169.497, 164.336, 164.336, 164.336, 164.336, 164.336, 164.336, 164.336, 164.336, 164.336, 164.336
8.38171, 159.594, 172.959, 164.302, 12.712, -13.3647, 0, 164.302, 167.932, 169.329, 164.302, 164.302, 164.302, 164.302, 164.302, 164.302, 164.302, 164.302, 164.302, 164.302
8.38981, 165.935, 172.999, 164.265, 12.959, -7.06335, 0, 164.265, 168.11, 169.153, 164.265, 164.265, 164.265, 164.265, 164.265, 164.265, 164.265, 164.265, 164.265, 164.265
8.3979, 176.79, 173.037, 164.227, 13.3713, 3.7533, 0, 164.227, 168.293, 168.971, 164.227, 164.227, 164.227, 164.227, 164.227, 164.227, 164.227, 164.227, 164.227, 164.227
8.406, 195.486, 173.075, 164.188, 14.053, 22.4104, 0, 164.189, 168.479, 168.784, 164.188, 164.188, 164.188, 164.188, 164.188, 164.188, 164.188, 164.188, 164.188, 164.188
8.4141, 192.085, 173.114, 164.151, 13.9314, 18.9712, 0, 164.151, 168.669, 168.595, 164.151, 164.151, 164.151, 164.151, 164.151, 164.151, 164.151, 164.151, 164.151, 164.151
8.42219, 172.447, 173.151, 164.112, 13.2079, -0.703705, 0, 164.113, 168.862, 168.402, 164.112, 164.112, 164.112, 164.112, 164.112, 164.112, 164.112, 164.112, 164.112, 164.112
8.43029, 171.488, 173.187, 164.072, 13.1715, -1.69881, 0, 164.073, 169.054, 168.205, 164.072, 164.072, 164.072, 164.072, 164.072, 164.072, 164.072, 164.072, 164.072, 164.072
8.43839, 197.331, 173.22, 164.03, 14.1185, 24.1114, 0, 164.03, 169.246, 168.004, 164.03, 164.03, 164.03, 164.03, 164.03, 164.03, 164.03, 164.03, 164.03, 164.03
8.44648, 184.187, 173.251, 163.987, 13.645, 10.9356, 0, 163.987, 169.436, 167.801, 163.987, 163.987, 163.987, 163.987, 163.987, 163.987, 163.987, 163.987, 163.987, 163.987
8.45458, 171.156, 173.281, 163.944, 13.1589, -2.1256, 0, 163.944, 169.626, 167.598, 163.944, 163.944, 163.944, 163.944, 163.944, 163.944, 163.944, 163.944, 163.944, 163.944
8.46268, 170.186, 173.311, 163.901, 13.122, -3.12486, 0, 163.901, 169.815, 167.396, 163.901, 163.901, 163.901, 163.901, 163.901, 163.901, 163.901, 163.901, 163.901, 163.901
8.47078, 145.406, 173.338, 163.857, 12.1411, -27.9323, 0, 163.857, 170.001, 167.194, 163.857, 163.857, 163.857, 163.857, 163.857, 163.857, 163.857, 163.857, 163.857, 163.857
8.47887, 168.546, 173.361, 163.812, 13.0593, -4.81551, 0, 163.812, 170.181, 166.992, 163.812, 163.812, 163.812, 163.812, 163.812, 163.812, 163.812, 163.812, 163.812, 163.812
8.48697, 164.811, 173.38, 163.765, 12.9155, -8.56966, 0, 163.765, 170.355, 166.789, 163.765, 163.765, 163.765, 163.765, 163.765, 163.765, 163.765, 163.765, 163.765, 163.765
8.49507, 172.292, 173.395, 163.717, 13.202, -1.10338, 0, 163.717, 170.523, 166.589, 163.717, 163.717, 163.717, 163.717, 163.717, 163.717, 163.717, 163.717, 163.717, 163.717
8.50316, 171.817, 173.406, 163.668, 13.184, -1.58862, 0, 163.669, 170.684, 166.39, 163.668, 163.668, 163.668, 163.668, 163.668, 163.668, 163.668, 163.668, 163.668, 163.668
8.51126, 168.764, 173.413, 163.621, 13.0677, -4.64937, 0, 163.621, 170.837, 166.196, 163.621, 163.621, 163.621, 163.621, 163.621, 163.621, 163.621, 163.621, 163.621, 163.621
8.51936, 184.331, 173.414, 163.572, 13.6503, 10.9169, 0, 163.572, 170.982, 166.004, 163.572, 163.572, 163.572, 163.572, 163.572, 163.572, 163.572, 163.572, 163.572, 163.572
8.52746, 156.733, 173.409, 163.522, 12.5989, -16.6759, 0, 163.522, 171.116, 165.815, 163.522, 163.522, 163.522, 163.522, 163.522, 163.522, 163.522, 163.522, 163.522, 163.522
8.53555, 188.388, 173.396, 163.47, 13.7981, 14.992, 0, 163.471, 171.238, 165.628, 163.47, 163.47, 163.47, 163.47, 163.47, 163.47, 163.47, 163.47, 163.47, 163.47
8.54365, 188.52, 173.375, 163.418, 13.8029, 15.1459, 0, 163.418, 171.348, 165.445, 163.418, 163.418, 163.418, 163.418, 163.418, 163.418, 163.418, 163.418, 163.418, 163.418
8.55175, 166.437, 173.346, 163.365, 12.9783, -6.90906, 0, 163.365, 171.445, 165.266, 163.365, 163.365, 163.365, 163.365, 163.365, 163.365, 163.365, 163.365, 163.365, 163.365
8.55984, 168.313, 173.31, 163.313, 13.0504, -4.99686, 0, 163.313, 171.53, 165.092, 163.313, 163.313, 163.313, 163.313, 163.313, 163.313, 163.313, 163.313, 163.313, 163.313
8.56794, 163.453, 173.264, 163.26, 12.8628, -9.81152, 0, 163.26, 171.602, 164.922, 163.26, 163.26, 163.26, 163.26, 163.26, 163.26, 163.26, 163.26, 163.26, 163.26
8.57604, 152.001, 173.208, 163.206, 12.4097, -21.2069, 0, 163.206, 171.657, 164.756, 163.206, 163.206, 163.206, 163.206, 163.206, 163.206, 163.206, 163.206, 163.206, 163.206
8.58413, 186.58, 173.141, 163.15, 13.7324, 13.439, 0, 163.15, 171.697, 164.594, 163.15, 163.15, 163.15, 163.15, 163.15, 163.15, 163.15, 163.15, 163.15, 163.15
8.59223, 176.844, 173.063, 163.094, 13.3733, 3.78108, 0, 163.094, 171.721, 164.436, 163.094, 163.094, 163.094, 163.094, 163.094, 163.094, 163.094, 163.094, 163.094, 163.094
8.60033, 177.521, 172.975, 163.038, 13.3985, 4.54572, 0, 163.038, 171.729, 164.283, 163.038, 163.038, 163.038, 163.038, 163.038, 163.038, 163.038, 163.038, 163.038, 163.038
8.60843, 172.862, 172.875, 162.981, 13.2236, -0.0131378, 0, 162.981, 171.722, 164.135, 162.981, 162.981, 162.981, 162.981, 162.981, 162.981, 162.981, 162.981, 162.981, 162.981
8.61652, 176.544, 172.764, 162.924, 13.362, 3.77985, 0, 162.925, 171.698, 163.991, 162.924, 162.924, 162.924, 162.924, 162.924, 162.924, 162.924, 162.924, 162.924, 162.924
8.62462, 169.857, 172.641, 162.867, 13.1094, -2.78371, 0, 162.867, 171.656, 163.851, 162.867, 162.867, 162.867, 162.867, 162.867, 162.867, 162.867, 162.867, 162.867, 162.867
8.63272, 155.386, 172.505, 162.808, 12.5454, -17.1192, 0, 162.808, 171.598, 163.715, 162.808, 162.808, 162.808, 162.808, 162.808, 162.808, 162.808, 162.808, 162.808, 162.808
8.64081, 162.994, 172.357, 162.749, 12.845, -9.36298, 0, 162.749, 171.522, 163.583, 162.749, 162.749, 162.749, 162.749, 162.749, 162.749, 162.749, 162.749, 162.749, 162.749
8.64891, 160.615, 172.197, 162.689, 12.7521, -11.5811, 0, 162.689, 171.43, 163.455, 162.689, 162.689, 162.689, 162.689, 162.689, 162.689, 162.689, 162.689, 162.689, 162.689
8.65701, 173.058, 172.024, 162.628, 13.2309, 1.03406, 0, 162.628, 171.321, 163.33, 162.628, 162.628, 162.628, 162.628, 162.628, 162.628, 162.628, 162.628, 162.628, 162.628
8.6651, 164.659, 171.838, 162.565, 12.9096, -7.17888, 0, 162.566, 171.194, 163.208, 162.565, 162.565, 162.565, 162.565, 162.565, 162.565, 162.565, 162.565, 162.565, 162.565
8.6732, 173.475, 171.639, 162.502, 13.2467, 1.83565, 0, 162.502, 171.051, 163.089, 162.502, 162.502, 162.502, 162.502, 162.502, 162.502, 162.502, 162.502, 162.502, 162.502
8.6813, 174.156, 171.427, 162.435, 13.2724, 2.72842, 0, 162.436, 170.891, 162.971, 162.435, 162.435, 162.435, 162.435, 162.435, 162.435, 162.435, 162.435, 162.435, 162.435
8.6894, 157.431, 171.202, 162.366, 12.6266, -13.7716, 0, 162.366, 170.714, 162.854, 162.366, 162.366, 162.366, 162.366, 162.366, 162.366, 162.366, 162.366, 162.366, 162.366
8.69749, 170.56, 170.965, 162.295, 13.1362, -0.40451, 0, 162.295, 170.521, 162.738, 162.295, 162.295, 162.295, 162.295, 162.295, 162.295, 162.295, 162.295, 162.295, 162.295
8.70559, 146.47, 170.715, 162.221, 12.1848, -24.2454, 0, 162.221, 170.313, 162.623, 162.221, 162.221, 162.221, 162.221, 162.221, 162.221, 162.221, 162.221, 162.221, 162.221
8.71369, 167.547, 170.456, 162.146, 13.021, -2.90862, 0, 162.146, 170.091, 162.51, 162.146, 162.146, 162.146, 162.146, 162.146, 162.146, 162.146, 162.146, 162.146, 162.146
8.72178, 182.399, 170.185, 162.069, 13.5793, 12.2132, 0, 162.069, 169.855, 162.398, 162.069, 162.069, 162.069, 162.069, 162.069, 162.069, 162.069, 162.069, 162.069, 162.069
8.72988, 188.783, 169.905, 161.989, 13.8124, 18.8783, 0, 161.99, 169.607, 162.287, 161.989, 161.989, 161.989, 161.989, 161.989, 161.989, 161.989, 161.989, 161.989, 161.989
8.73798, 160.648, 169.616, 161.908, 12.7533, -8.96812, 0, 161.908, 169.347, 162.176, 161.908, 161.908, 161.908, 161.908, 161.908, 161.908, 161.908, 161.908, 161.908, 161.908
8.74608, 180.783, 169.32, 161.826, 13.5197, 11.4634, 0, 161.826, 169.078, 162.067, 161.826, 161.826, 161.826, 161.826, 161.826, 161.826, 161.826, 161.826, 161.826, 161.826
8.75417, 181.522, 169.017, 161.744, 13.547, 12.5051, 0, 161.744, 168.8, 161.96, 161.744, 161.744, 161.744, 161.744, 161.744, 161.744, 161.744, 161.744, 161.744, 161.744
8.76227, 179.09, 168.71, 161.66, 13.457, 10.3804, 0, 161.661, 168.515, 161.855, 161.66, 161.66, 161.66, 161.66, 161.66, 161.66, 161.66, 161.66, 161.66, 161.66
8.77037, 170.815, 168.397, 161.577, 13.1459, 2.41753, 0, 161.577, 168.223, 161.751, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577
8.77846, 158.58, 168.082, 161.493, 12.672, -9.50189, 0, 161.494, 167.926, 161.649, 161.493, 161.493, 161.493, 161.493, 161.493, 161.493, 161.493, 161.493, 161.493, 161.493
8.78656, 155.11, 167.765, 161.41, 12.5343, -12.6548, 0, 161.411, 167.625, 161.549, 161.41, 161.41, 161.41, 161.41, 161.41, 161.41, 161.41, 161.41, 161.41, 161.41
8.79466, 163.917, 167.445, 161.327, 12.8809, -3.52753, 0, 161.327, 167.321, 161.451, 161.327, 161.327, 161.327, 161.327, 161.327, 161.327, 161.327, 161.327, 161.327, 161.327
8.80275, 161.989, 167.125, 161.243, 12.8058, -5.13602, 0, 161.244, 167.014, 161.353, 161.243, 161.243, 161.243, 161.243, 161.243, 161.243, 161.243, 161.243, 161.243, 161.243
8.81085, 184.289, 166.805, 161.16, 13.6488, 17.4838, 0, 161.161, 166.707, 161.258, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16
8.81895, 150.634, 166.485, 161.077, 12.3545, -15.8511, 0, 161.077, 166.398, 161.164, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077
8.82704, 164.173, 166.167, 160.993, 12.8908, -1.99397, 0, 160.994, 166.09, 161.07, 160.993, 160.993, 160.993, 160.993, 160.993, 160.993, 160.993, 160.993, 160.993, 160.993
8.83514, 154.977, 165.944, 161.003, 12.5291, -10.966, 0, 161.004, 165.875, 161.071, 161.003, 161.003, 161.003, 161.003, 161.003, 161.003, 161.003, 161.003, 161.003, 161.003
8.84324, 164.287, 165.722, 161.012, 12.8952, -1.43544, 0, 161.013, 165.662, 161.072, 161.012, 161.012, 161.012, 161.012, 161.012, 161.012, 161.012, 161.012, 161.012, 161.012
8.85134, 153.346, 165.505, 161.021, 12.4638, -12.1589, 0, 161.022, 165.452, 161.074, 161.021, 161.021, 161.021, 161.021, 161.021, 161.021, 161.021, 161.021, 161.021, 161.021
8.85943, 164.079, 165.291, 161.031, 12.8872, -1.21216, 0, 161.031, 165.245, 161.078, 161.031, 161.031, 161.031, 161.031, 161.031, 161.031, 161.031, 161.031, 161.031, 161.031
8.86753, 154.127, 165.082, 161.04, 12.4951, -10.9554, 0, 161.041, 165.041, 161.081, 161.04, 161.04, 161.04, 161.04, 161.04, 161.04, 161.04, 161.04, 161.04, 161.04
8.87563, 174.175, 164.876, 161.048, 13.2731, 9.29842, 0, 161.048, 164.84, 161.084, 161.048, 161.048, 161.048, 161.048, 161.048, 161.048, 161.048, 161.048, 161.048, 161.048
8.88372, 156.929, 164.674, 161.054, 12.6067, -7.74495, 0, 161.055, 164.643, 161.085, 161.054, 161.054, 161.054, 161.054, 161.054, 161.054, 161.054, 161.054, 161.054, 161.054
8.89182, 168.479, 164.477, 161.059, 13.0567, 4.00197, 0, 161.06, 164.449, 161.087, 161.059, 161.059, 161.059, 161.059, 161.059, 161.059, 161.059, 161.059, 161.059, 161.059
8.89992, 177.434, 164.285, 161.065, 13.3953, 13.1484, 0, 161.065, 164.261, 161.088, 161.065, 161.065, 161.065, 161.065, 161.065, 161.065, 161.065, 161.065, 161.065, 161.065
8.90802, 177.7, 164.101, 161.07, 13.4052, 13.5992, 0, 161.07, 164.08, 161.091, 161.07, 161.07, 161.07, 161.07, 161.07, 161.07, 161.07, 161.07, 161.07, 161.07
8.91611, 172.511, 163.922, 161.075, 13.2102, 8.58853, 0, 161.075, 163.904, 161.093, 161.075, 161.075, 161.075, 161.075, 161.075, 161.075, 161.075, 161.075, 161.075, 161.075
8.92421, 166.629, 163.748, 161.077, 12.9857, 2.88094, 0, 161.078, 163.732, 161.093, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077
8.93231, 155.064, 163.579, 161.078, 12.5325, -8.51501, 0, 161.078, 163.565, 161.091, 161.078, 161.078, 161.078, 161.078, 161.078, 161.078, 161.078, 161.078, 161.078, 161.078
8.9404, 146.241, 163.415, 161.077, 12.1754, -17.1745, 0, 161.077, 163.403, 161.089, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077, 161.077
8.9485, 162.789, 163.259, 161.076, 12.837, -0.469635, 0, 161.076, 163.249, 161.086, 161.076, 161.076, 161.076, 161.076, 161.076, 161.076, 161.076, 161.076, 161.076, 161.076
8.9566, 166.504, 163.11, 161.075, 12.9809, 3.39336, 0, 161.076, 163.101, 161.084, 161.075, 161.075, 161.075, 161.075, 161.075, 161.075, 161.075, 161.075, 161.075, 161.075
8.96469, 175.712, 162.968, 161.073, 13.3309, 12.7448, 0, 161.074, 162.96, 161.081, 161.073, 161.073, 161.073, 161.073, 161.073, 161.073, 161.073, 161.073, 161.073, 161.073
8.97279, 162.314, 162.829, 161.069, 12.8185, -0.515503, 0, 161.069, 162.822, 161.075, 161.069, 161.069, 161.069, 161.069, 161.069, 161.069, 161.069, 161.069, 161.069, 161.069
8.98089, 174.784, 162.696, 161.062, 13.296, 12.0878, 0, 161.062, 162.69, 161.067, 161.062, 161.062, 161.062, 161.062, 161.062, 161.062, 161.062, 161.062, 161.062, 161.062
8.98898, 181.264, 162.568, 161.053, 13.5375, 18.6961, 0, 161.054, 162.563, 161.058, 161.053, 161.053, 161.053, 161.053, 161.053, 161.053, 161.053, 161.053, 161.053, 161.053
8.99708, 185.748, 162.447, 161.045, 13.7021, 23.3012, 0, 161.045, 162.443, 161.049, 161.045, 161.045, 161.045, 161.045, 161.045, 161.045, 161.045, 161.045, 161.045, 161.045
9.00518, 162.448, 162.333, 161.036, 12.8237, 0.115646, 0, 161.036, 162.329, 161.04, 161.036, 161.036, 161.036, 161.036, 161.036, 161.036, 161.036, 161.036, 161.036, 161.036
9.01328, 164.846, 162.224, 161.026, 12.9169, 2.62227, 0, 161.026, 162.22, 161.029, 161.026, 161.026, 161.026, 161.026, 161.026, 161.026, 161.026, 161.026, 161.026, 161.026
9.02137, 162.159, 162.118, 161.012, 12.8124, 0.0410156, 0, 161.012, 162.115, 161.015, 161.012, 161.012, 161.012, 161.012, 161.012, 161.012, 161.012, 161.012, 161.012, 161.012
9.02947, 168.325, 162.016, 160.996, 13.0508, 6.30893, 0, 160.996, 162.013, 160.998, 160.996, 160.996, 160.996, 160.996, 160.996, 160.996, 160.996, 160.996, 160.996, 160.996
9.03757, 164.233, 161.918, 160.978, 12.8931, 2.3145, 0, 160.979, 161.916, 160.98, 160.978, 160.978, 160.978, 160.978, 160.978, 160.978, 160.978, 160.978, 160.978, 160.978
9.04566, 171.175, 161.827, 160.961, 13.1596, 9.34827, 0, 160.961, 161.825, 160.962, 160.961, 160.961, 160.961, 160.961, 160.961, 160.961, 160.961, 160.961, 160.961, 160.961
9.05376, 168.688, 161.741, 160.942, 13.0648, 6.94774, 0, 160.942, 161.739, 160.944, 160.942, 160.942, 160.942, 160.942, 160.942, 160.942, 160.942, 160.942, 160.942, 160.942
9.06186, 160.071, 161.658, 160.922, 12.7307, -1.5862, 0, 160.922, 161.656, 160.923, 160.922, 160.922, 160.922, 160.922, 160.922, 160.922, 160.922, 160.922, 160.922, 160.922
9.06995, 159.675, 161.577, 160.898, 12.7151, -1.90176, 0, 160.898, 161.575, 160.898, 160.898, 160.898, 160.898, 160.898, 160.898, 160.898, 160.898, 160.898, 160.898, 160.898
9.07805, 175.11, 161.498, 160.871, 13.3083, 13.6121, 0, 160.871, 161.497, 160.872, 160.871, 160.871, 160.871, 160.871, 160.871, 160.871, 160.871, 160.871, 160.871, 160.871
9.08615, 157.471, 161.423, 160.843, 12.6282, -3.95201, 0, 160.843, 161.422, 160.843, 160.843, 160.843, 160.843, 160.843, 160.843, 160.843, 160.843, 160.843, 160.843, 160.843
9.09425, 166.209, 161.352, 160.814, 12.9695, 4.85686, 0, 160.814, 161.351, 160.815, 160.814, 160.814, 160.814, 160.814, 160.814, 160.814, 160.814, 160.814, 160.814, 160.814
9.10234, 172.758, 161.285, 160.785, 13.2196, 11.4724, 0, 160.785, 161.284, 160.785, 160.785, 160.785, 160.785, 160.785, 160.785, 160.785, 160.785, 160.785, 160.785, 160.785
9.11044, 163.88, 161.22, 160.753, 12.8794, 2.65984, 0, 160.753, 161.219, 160.753, 160.753, 160.753, 160.753, 160.753, 160.753, 160.753, 160.753, 160.753, 160.753, 160.753
9.11854, 172.374, 161.155, 160.717, 13.2051, 11.219, 0, 160.717, 161.155, 160.717, 160.717, 160.717, 160.717, 160.717, 160.717, 160.717, 160.717, 160.717, 160.717, 160.717
9.12663, 169.528, 161.092, 160.678, 13.0969, 8.43645, 0, 160.679, 161.091, 160.679, 160.678, 160.678, 160.678, 160.678, 160.678, 160.678, 160.678, 160.678, 160.678, 160.678
9.13473, 162.535, 161.03, 160.638, 12.8271, 1.50468, 0, 160.638, 161.03, 160.638, 160.638, 160.638, 160.638, 160.638, 160.638, 160.638, 160.638, 160.638, 160.638, 160.638
9.14283, 167.715, 160.972, 160.598, 13.0275, 6.74268, 0, 160.598, 160.971, 160.598, 160.598, 160.598, 160.598, 160.598, 160.598, 160.598, 160.598, 160.598, 160.598, 160.598
9.15093, 177.923, 160.916, 160.556, 13.4135, 17.0067, 0, 160.556, 160.916, 160.556, 160.556, 160.556, 160.556, 160.556, 160.556, 160.556, 160.556, 160.556, 160.556, 160.556
9.15902, 153.364, 160.861, 160.511, 12.4645, -7.49646, 0, 160.512, 160.86, 160.511, 160.511, 160.511, 160.511, 160.511, 160.511, 160.511, 160.511, 160.511, 160.511, 160.511
