   PIQUANT 0.0.0-main  ps__0097_0675553164_000PTFE_shot_0.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0178175, 0, 4.45321e-14, 0, 1.41421, -4.45321e-14, 0, 0, 0, 0, 0, 0, 8.77787e-17, 0, 0, 5.74789e-19, 1.24673e-17, 0, 4.44313e-14, 0, 0
0.0256187, 0, 7.72347e-14, 0, 1.41421, -7.72347e-14, 0, 0, 0, 0, 0, 0, 1.52238e-16, 0, 0, 1.0188e-18, 2.24524e-17, 0, 7.7059e-14, 0, 0
0.03342, 0, 1.32865e-13, 0, 1.41421, -1.32865e-13, 0, 0, 0, 0, 0, 0, 2.61889e-16, 0, 0, 1.79152e-18, 4.01311e-17, 0, 1.32562e-13, 0, 0
0.0412213, 0, 2.26737e-13, 0, 1.41421, -2.26737e-13, 0, 0, 0, 0, 0, 0, 4.46912e-16, 0, 0, 3.12578e-18, 7.11997e-17, 0, 2.26215e-13, 0, 0
0.0490225, 0, 3.83881e-13, 0, 1.41421, -3.83881e-13, 0, 0, 0, 0, 0, 0, 7.56643e-16, 0, 0, 5.412e-18, 1.25403e-16, 0, 3.82994e-13, 0, 0
0.0568238, 0, 6.44891e-13, 0, 1.41421, -6.44891e-13, 0, 0, 0, 0, 0, 0, 1.27108e-15, 0, 0, 9.29986e-18, 2.19288e-16, 0, 6.43391e-13, 0, 0
0.064625, 0, 1.07506e-12, 0, 1.41421, -1.07506e-12, 0, 0, 0, 0, 0, 0, 2.11893e-15, 0, 0, 1.58623e-17, 3.80754e-16, 0, 1.07255e-12, 0, 0
0.0724263, 0, 1.77864e-12, 0, 1.41421, -1.77864e-12, 0, 0, 0, 0, 0, 0, 3.50562e-15, 0, 0, 2.68584e-17, 6.5651e-16, 0, 1.77445e-12, 0, 0
0.0802275, 0, 2.92588e-12, 0, 1.41421, -2.92588e-12, 0, 0, 0, 0, 0, 0, 5.7667e-15, 0, 0, 4.52993e-17, 1.12973e-15, 0, 2.91894e-12, 0, 0
0.0880288, 0, 4.76844e-12, 0, 1.41421, -4.76844e-12, 0, 0, 0, 0, 0, 0, 9.39815e-15, 0, 0, 7.5598e-17, 1.92078e-15, 0, 4.75704e-12, 0, 0
0.09583, 0, 7.7149e-12, 0, 1.41421, -7.7149e-12, 0, 0, 0, 0, 0, 0, 1.52052e-14, 0, 0, 1.25289e-16, 3.24391e-15, 0, 7.69633e-12, 0, 0
0.103631, 0, 1.23925e-11, 0, 1.41421, -1.23925e-11, 0, 0, 0, 0, 0, 0, 2.4424e-14, 0, 0, 2.06232e-16, 5.44259e-15, 0, 1.23624e-11, 0, 0
0.111433, 0, 1.9765e-11, 0, 1.41421, -1.9765e-11, 0, 0, 0, 0, 0, 0, 3.89541e-14, 0, 0, 3.37198e-16, 9.07217e-15, 0, 1.97166e-11, 0, 0
0.119234, 0, 3.13024e-11, 0, 1.41421, -3.13024e-11, 0, 0, 0, 0, 0, 0, 6.16929e-14, 0, 0, 5.47717e-16, 1.50252e-14, 0, 3.12251e-11, 0, 0
0.127035, 0, 4.92308e-11, 0, 1.41421, -4.92308e-11, 0, 0, 0, 0, 0, 0, 9.70282e-14, 0, 0, 8.83947e-16, 2.47266e-14, 0, 4.91082e-11, 0, 0
0.134836, 0, 7.68969e-11, 0, 1.41421, -7.68969e-11, 0, 0, 0, 0, 0, 0, 1.51557e-13, 0, 0, 1.41763e-15, 4.04377e-14, 0, 7.67035e-11, 0, 0
0.142638, 0, 1.19295e-10, 0, 1.41421, -1.19295e-10, 0, 0, 0, 0, 0, 0, 2.35127e-13, 0, 0, 2.25954e-15, 6.57229e-14, 0, 1.18992e-10, 0, 0
0.150439, 0, 1.83829e-10, 0, 1.41421, -1.83829e-10, 0, 0, 0, 0, 0, 0, 3.62334e-13, 0, 0, 3.57988e-15, 1.06169e-13, 0, 1.83357e-10, 0, 0
0.15824, 0, 2.81502e-10, 0, 1.41421, -2.81502e-10, 0, 0, 0, 0, 0, 0, 5.5489e-13, 0, 0, 5.6469e-15, 1.70783e-13, 0, 2.8077e-10, 0, 0
0.166041, 0, 4.28047e-10, 0, 1.41421, -4.28047e-10, 0, 0, 0, 0, 0, 0, 8.43824e-13, 0, 0, 8.84439e-15, 2.72583e-13, 0, 4.26922e-10, 0, 0
0.173843, 0, 6.46648e-10, 0, 1.41421, -6.46648e-10, 0, 0, 0, 0, 0, 0, 1.27489e-12, 0, 0, 1.37773e-14, 4.32541e-13, 0, 6.44927e-10, 0, 0
0.181644, 0, 9.70597e-10, 0, 1.41421, -9.70597e-10, 0, 0, 0, 0, 0, 0, 1.91383e-12, 0, 0, 2.13497e-14, 6.82458e-13, 0, 9.6798e-10, 0, 0
0.189445, 0, 1.44754e-09, 0, 1.41421, -1.44754e-09, 0, 0, 0, 0, 0, 0, 2.85478e-12, 0, 0, 3.29199e-14, 1.07076e-12, 0, 1.44359e-09, 0, 0
0.197246, 0, 2.14524e-09, 0, 1.41421, -2.14524e-09, 0, 0, 0, 0, 0, 0, 4.23166e-12, 0, 0, 5.05214e-14, 1.67079e-12, 0, 2.13928e-09, 0, 0
0.205048, 0, 3.15933e-09, 0, 1.41421, -3.15933e-09, 0, 0, 0, 0, 0, 0, 6.23375e-12, 0, 0, 7.71913e-14, 2.59314e-12, 0, 3.15043e-09, 0, 0
0.212849, 0, 4.62403e-09, 0, 1.41421, -4.62403e-09, 0, 0, 0, 0, 0, 0, 9.12684e-12, 0, 0, 1.17455e-13, 4.00365e-12, 0, 4.61078e-09, 0, 0
0.22065, 0, 6.72632e-09, 0, 1.41421, -6.72632e-09, 0, 0, 0, 0, 0, 0, 1.32818e-11, 0, 0, 1.78046e-13, 6.14999e-12, 0, 6.70671e-09, 0, 0
