   PIQUANT 0.0.0-main  ps__0545_0715362334_000PTFE_shot_23.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00510021, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00277822, 0, 9.91563e-16, 0, 1.41421, -9.91563e-16, 0, 0, 0, 0, 0, 0, 6.02904e-18, 0, 0, 1.72868e-20, 4.17377e-19, 0, 9.851e-16, 0, 0
0.0106567, 0, 1.93603e-15, 0, 1.41421, -1.93603e-15, 0, 0, 0, 0, 0, 0, 1.17715e-17, 0, 0, 3.47345e-20, 8.48601e-19, 0, 1.92338e-15, 0, 0
0.0185351, 0, 3.69749e-15, 0, 1.41421, -3.69749e-15, 0, 0, 0, 0, 0, 0, 2.24812e-17, 0, 0, 6.79597e-20, 1.67673e-18, 0, 3.67326e-15, 0, 0
0.0264135, 0, 6.98263e-15, 0, 1.41421, -6.98263e-15, 0, 0, 0, 0, 0, 0, 4.24546e-17, 0, 0, 1.31492e-19, 3.27846e-18, 0, 6.93677e-15, 0, 0
0.0342919, 0, 1.30426e-14, 0, 1.41421, -1.30426e-14, 0, 0, 0, 0, 0, 0, 7.92977e-17, 0, 0, 2.51667e-19, 6.3452e-18, 0, 1.29567e-14, 0, 0
0.0421704, 0, 2.41012e-14, 0, 1.41421, -2.41012e-14, 0, 0, 0, 0, 0, 0, 1.4653e-16, 0, 0, 4.76575e-19, 1.21585e-17, 0, 2.3942e-14, 0, 0
0.0500488, 0, 4.40701e-14, 0, 1.41421, -4.40701e-14, 0, 0, 0, 0, 0, 0, 2.67932e-16, 0, 0, 8.93144e-19, 2.30714e-17, 0, 4.37782e-14, 0, 0
0.0579272, 0, 7.9758e-14, 0, 1.41421, -7.9758e-14, 0, 0, 0, 0, 0, 0, 4.84892e-16, 0, 0, 1.65689e-18, 4.3363e-17, 0, 7.92281e-14, 0, 0
0.0658057, 0, 1.43414e-13, 0, 1.41421, -1.43414e-13, 0, 0, 0, 0, 0, 0, 8.7187e-16, 0, 0, 3.06135e-18, 8.13871e-17, 0, 1.42458e-13, 0, 0
