   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_22.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
10.987, 117.836, 106.143, 106.143, 10.947, 11.6932, 106.143, 0, 106.143, 106.143, 106.143, 106.143, 106.143, 106.143, 106.143, 106.143, 106.143, 106.143, 106.143, 106.143, 106.143, 106.143, 106.143, 106.143
10.995, 120.734, 105.958, 105.958, 11.0785, 14.7762, 105.958, 0, 105.958, 105.958, 105.958, 105.958, 105.958, 105.958, 105.958, 105.958, 105.958, 105.958, 105.958, 105.958, 105.958, 105.958, 105.958, 105.958
11.003, 126.248, 105.768, 105.767, 11.3247, 20.4804, 105.767, 0, 105.768, 105.767, 105.767, 105.767, 105.767, 105.767, 105.767, 105.767, 105.767, 105.767, 105.767, 105.767, 105.767, 105.767, 105.767, 105.767
11.0109, 115.849, 105.575, 105.574, 10.8558, 10.2746, 105.574, 0, 105.575, 105.574, 105.574, 105.574, 105.574, 105.574, 105.574, 105.574, 105.574, 105.574, 105.574, 105.574, 105.574, 105.574, 105.574, 105.574
11.0189, 101.023, 105.382, 105.382, 10.15, -4.35895, 105.382, 0, 105.382, 105.382, 105.382, 105.382, 105.382, 105.382, 105.382, 105.382, 105.382, 105.382, 105.382, 105.382, 105.382, 105.382, 105.382, 105.382
11.0268, 106.614, 105.206, 105.206, 10.4218, 1.40837, 105.206, 0, 105.206, 105.206, 105.206, 105.206, 105.206, 105.206, 105.206, 105.206, 105.206, 105.206, 105.206, 105.206, 105.206, 105.206, 105.206, 105.206
11.0348, 110.338, 105.022, 105.022, 10.599, 5.3158, 105.022, 0, 105.022, 105.022, 105.022, 105.022, 105.022, 105.022, 105.022, 105.022, 105.022, 105.022, 105.022, 105.022, 105.022, 105.022, 105.022, 105.022
11.0428, 121.593, 104.832, 104.832, 11.1173, 16.7614, 104.832, 0, 104.832, 104.832, 104.832, 104.832, 104.832, 104.832, 104.832, 104.832, 104.832, 104.832, 104.832, 104.832, 104.832, 104.832, 104.832, 104.832
11.0507, 115.48, 104.638, 104.638, 10.8388, 10.8411, 104.638, 0, 104.638, 104.638, 104.638, 104.638, 104.638, 104.638, 104.638, 104.638, 104.638, 104.638, 104.638, 104.638, 104.638, 104.638, 104.638, 104.638
11.0587, 98.0419, 104.445, 104.445, 10.0021, -6.40325, 104.445, 0, 104.445, 104.445, 104.445, 104.445, 104.445, 104.445, 104.445, 104.445, 104.445, 104.445, 104.445, 104.445, 104.445, 104.445, 104.445, 104.445
11.0666, 103.529, 104.272, 104.272, 10.2727, -0.742935, 104.272, 0, 104.272, 104.272, 104.272, 104.272, 104.272, 104.272, 104.272, 104.272, 104.272, 104.272, 104.272, 104.272, 104.272, 104.272, 104.272, 104.272
11.0746, 106.522, 104.09, 104.09, 10.4174, 2.43156, 104.09, 0, 104.09, 104.09, 104.09, 104.09, 104.09, 104.09, 104.09, 104.09, 104.09, 104.09, 104.09, 104.09, 104.09, 104.09, 104.09, 104.09
11.0826, 101.138, 103.9, 103.9, 10.1557, -2.76221, 103.9, 0, 103.9, 103.9, 103.9, 103.9, 103.9, 103.9, 103.9, 103.9, 103.9, 103.9, 103.9, 103.9, 103.9, 103.9, 103.9, 103.9
11.0905, 119.006, 103.706, 103.706, 11.0003, 15.2996, 103.706, 0, 103.706, 103.706, 103.706, 103.706, 103.706, 103.706, 103.706, 103.706, 103.706, 103.706, 103.706, 103.706, 103.706, 103.706, 103.706, 103.706
11.0985, 89.7048, 103.512, 103.512, 9.57626, -13.8076, 103.512, 0, 103.512, 103.512, 103.512, 103.512, 103.512, 103.512, 103.512, 103.512, 103.512, 103.512, 103.512, 103.512, 103.512, 103.512, 103.512, 103.512
11.1064, 85.976, 103.342, 103.342, 9.37955, -17.366, 103.342, 0, 103.342, 103.342, 103.342, 103.342, 103.342, 103.342, 103.342, 103.342, 103.342, 103.342, 103.342, 103.342, 103.342, 103.342, 103.342, 103.342
11.1144, 104.765, 103.161, 103.161, 10.3327, 1.60388, 103.161, 0, 103.161, 103.161, 103.161, 103.161, 103.161, 103.161, 103.161, 103.161, 103.161, 103.161, 103.161, 103.161, 103.161, 103.161, 103.161, 103.161
11.1224, 102.092, 102.972, 102.972, 10.2026, -0.879654, 102.972, 0, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972, 102.972
11.1303, 119.381, 102.778, 102.778, 11.0173, 16.6033, 102.778, 0, 102.778, 102.778, 102.778, 102.778, 102.778, 102.778, 102.778, 102.778, 102.778, 102.778, 102.778, 102.778, 102.778, 102.778, 102.778, 102.778
11.1383, 108.478, 102.584, 102.584, 10.5109, 5.89424, 102.584, 0, 102.584, 102.584, 102.584, 102.584, 102.584, 102.584, 102.584, 102.584, 102.584, 102.584, 102.584, 102.584, 102.584, 102.584, 102.584, 102.584
11.1462, 107.403, 102.415, 102.415, 10.4596, 4.98721, 102.415, 0, 102.415, 102.415, 102.415, 102.415, 102.415, 102.415, 102.415, 102.415, 102.415, 102.415, 102.415, 102.415, 102.415, 102.415, 102.415, 102.415
11.1542, 107.906, 102.236, 102.236, 10.4836, 5.66969, 102.236, 0, 102.236, 102.236, 102.236, 102.236, 102.236, 102.236, 102.236, 102.236, 102.236, 102.236, 102.236, 102.236, 102.236, 102.236, 102.236, 102.236
11.1622, 104.255, 102.047, 102.047, 10.308, 2.20783, 102.047, 0, 102.047, 102.047, 102.047, 102.047, 102.047, 102.047, 102.047, 102.047, 102.047, 102.047, 102.047, 102.047, 102.047, 102.047, 102.047, 102.047
11.1701, 105.68, 101.853, 101.853, 10.3769, 3.82635, 101.853, 0, 101.853, 101.853, 101.853, 101.853, 101.853, 101.853, 101.853, 101.853, 101.853, 101.853, 101.853, 101.853, 101.853, 101.853, 101.853, 101.853
11.1781, 107.246, 101.66, 101.66, 10.4521, 5.58572, 101.66, 0, 101.66, 101.66, 101.66, 101.66, 101.66, 101.66, 101.66, 101.66, 101.66, 101.66, 101.66, 101.66, 101.66, 101.66, 101.66, 101.66
11.186, 106.906, 101.491, 101.491, 10.4358, 5.41493, 101.491, 0, 101.491, 101.491, 101.491, 101.491, 101.491, 101.491, 101.491, 101.491, 101.491, 101.491, 101.491, 101.491, 101.491, 101.491, 101.491, 101.491
11.194, 110.454, 101.311, 101.311, 10.6044, 9.14325, 101.311, 0, 101.311, 101.311, 101.311, 101.311, 101.311, 101.311, 101.311, 101.311, 101.311, 101.311, 101.311, 101.311, 101.311, 101.311, 101.311, 101.311
11.202, 128.773, 101.121, 101.121, 11.4356, 27.6517, 101.121, 0, 101.121, 101.121, 101.121, 101.121, 101.121, 101.121, 101.121, 101.121, 101.121, 101.121, 101.121, 101.121, 101.121, 101.121, 101.121, 101.121
11.2099, 113.247, 100.927, 100.926, 10.7353, 12.3202, 100.926, 0, 100.927, 100.926, 100.926, 100.926, 100.926, 100.926, 100.926, 100.926, 100.926, 100.926, 100.926, 100.926, 100.926, 100.926, 100.926, 100.926
11.2179, 110.801, 100.732, 100.732, 10.6208, 10.0688, 100.732, 0, 100.732, 100.732, 100.732, 100.732, 100.732, 100.732, 100.732, 100.732, 100.732, 100.732, 100.732, 100.732, 100.732, 100.732, 100.732, 100.732
11.2258, 107.792, 100.565, 100.564, 10.4782, 7.22741, 100.564, 0, 100.565, 100.564, 100.564, 100.564, 100.564, 100.564, 100.564, 100.564, 100.564, 100.564, 100.564, 100.564, 100.564, 100.564, 100.564, 100.564
11.2338, 108.62, 100.386, 100.385, 10.5176, 8.23415, 100.385, 0, 100.386, 100.385, 100.385, 100.385, 100.385, 100.385, 100.385, 100.385, 100.385, 100.385, 100.385, 100.385, 100.385, 100.385, 100.385, 100.385
11.2418, 109.877, 100.197, 100.196, 10.5772, 9.68041, 100.196, 0, 100.197, 100.196, 100.196, 100.196, 100.196, 100.196, 100.196, 100.196, 100.196, 100.196, 100.196, 100.196, 100.196, 100.196, 100.196, 100.196
11.2497, 103.437, 100.003, 100.002, 10.2683, 3.43446, 100.002, 0, 100.003, 100.002, 100.002, 100.002, 100.002, 100.002, 100.002, 100.002, 100.002, 100.002, 100.002, 100.002, 100.002, 100.002, 100.002, 100.002
11.2577, 132.312, 99.809, 99.8087, 11.5893, 32.5026, 99.8087, 0, 99.809, 99.8087, 99.8087, 99.8087, 99.8087, 99.8087, 99.8087, 99.8087, 99.8087, 99.8087, 99.8087, 99.8087, 99.8087, 99.8087, 99.8087, 99.8087
11.2657, 112.891, 99.6397, 99.6395, 10.7187, 13.2512, 99.6395, 0, 99.6397, 99.6395, 99.6395, 99.6395, 99.6395, 99.6395, 99.6395, 99.6395, 99.6395, 99.6395, 99.6395, 99.6395, 99.6395, 99.6395, 99.6395, 99.6395
11.2736, 98.5095, 99.4594, 99.4592, 10.0254, -0.949867, 99.4592, 0, 99.4594, 99.4592, 99.4592, 99.4592, 99.4592, 99.4592, 99.4592, 99.4592, 99.4592, 99.4592, 99.4592, 99.4592, 99.4592, 99.4592, 99.4592, 99.4592
11.2816, 100.779, 99.2691, 99.2689, 10.138, 1.50983, 99.2689, 0, 99.2691, 99.2689, 99.2689, 99.2689, 99.2689, 99.2689, 99.2689, 99.2689, 99.2689, 99.2689, 99.2689, 99.2689, 99.2689, 99.2689, 99.2689, 99.2689
11.2895, 92.8776, 99.0739, 99.0737, 9.74051, -6.19633, 99.0737, 0, 99.0739, 99.0737, 99.0737, 99.0737, 99.0737, 99.0737, 99.0737, 99.0737, 99.0737, 99.0737, 99.0737, 99.0737, 99.0737, 99.0737, 99.0737, 99.0737
11.2975, 111.315, 98.8789, 98.8787, 10.645, 12.4366, 98.8787, 0, 98.8789, 98.8787, 98.8787, 98.8787, 98.8787, 98.8787, 98.8787, 98.8787, 98.8787, 98.8787, 98.8787, 98.8787, 98.8787, 98.8787, 98.8787, 98.8787
11.3055, 113.707, 98.7106, 98.7104, 10.7567, 14.9962, 98.7104, 0, 98.7106, 98.7104, 98.7104, 98.7104, 98.7104, 98.7104, 98.7104, 98.7104, 98.7104, 98.7104, 98.7104, 98.7104, 98.7104, 98.7104, 98.7104, 98.7104
11.3134, 102.071, 98.5312, 98.531, 10.2015, 3.53964, 98.531, 0, 98.5312, 98.531, 98.531, 98.531, 98.531, 98.531, 98.531, 98.531, 98.531, 98.531, 98.531, 98.531, 98.531, 98.531, 98.531, 98.531
11.3214, 116.69, 98.3418, 98.3415, 10.8945, 18.3477, 98.3415, 0, 98.3418, 98.3415, 98.3415, 98.3415, 98.3415, 98.3415, 98.3415, 98.3415, 98.3415, 98.3415, 98.3415, 98.3415, 98.3415, 98.3415, 98.3415, 98.3415
11.3293, 113.087, 98.1474, 98.1472, 10.7279, 14.9395, 98.1472, 0, 98.1474, 98.1472, 98.1472, 98.1472, 98.1472, 98.1472, 98.1472, 98.1472, 98.1472, 98.1472, 98.1472, 98.1472, 98.1472, 98.1472, 98.1472, 98.1472
11.3373, 113.873, 97.9532, 97.953, 10.7644, 15.9196, 97.953, 0, 97.9532, 97.953, 97.953, 97.953, 97.953, 97.953, 97.953, 97.953, 97.953, 97.953, 97.953, 97.953, 97.953, 97.953, 97.953, 97.953
11.3453, 101.398, 97.7824, 97.7822, 10.1685, 3.61532, 97.7822, 0, 97.7824, 97.7822, 97.7822, 97.7822, 97.7822, 97.7822, 97.7822, 97.7822, 97.7822, 97.7822, 97.7822, 97.7822, 97.7822, 97.7822, 97.7822, 97.7822
11.3532, 121.032, 97.6009, 97.6007, 11.092, 23.4307, 97.6007, 0, 97.6009, 97.6007, 97.6007, 97.6007, 97.6007, 97.6007, 97.6007, 97.6007, 97.6007, 97.6007, 97.6007, 97.6007, 97.6007, 97.6007, 97.6007, 97.6007
11.3612, 103.001, 97.4097, 97.4094, 10.247, 5.59149, 97.4094, 0, 97.4097, 97.4094, 97.4094, 97.4094, 97.4094, 97.4094, 97.4094, 97.4094, 97.4094, 97.4094, 97.4094, 97.4094, 97.4094, 97.4094, 97.4094, 97.4094
11.3691, 92.7878, 97.2138, 97.2135, 9.7359, -4.426, 97.2135, 0, 97.2138, 97.2135, 97.2135, 97.2135, 97.2135, 97.2135, 97.2135, 97.2135, 97.2135, 97.2135, 97.2135, 97.2135, 97.2135, 97.2135, 97.2135, 97.2135
11.3771, 96.6537, 97.018, 97.0177, 9.93246, -0.364288, 97.0177, 0, 97.018, 97.0177, 97.0177, 97.0177, 97.0177, 97.0177, 97.0177, 97.0177, 97.0177, 97.0177, 97.0177, 97.0177, 97.0177, 97.0177, 97.0177, 97.0177
11.3851, 97.8766, 96.8479, 96.8476, 9.99383, 1.02866, 96.8476, 0, 96.8479, 96.8476, 96.8476, 96.8476, 96.8476, 96.8476, 96.8476, 96.8476, 96.8476, 96.8476, 96.8476, 96.8476, 96.8476, 96.8476, 96.8476, 96.8476
11.393, 92.4905, 96.6672, 96.6669, 9.72062, -4.17678, 96.6669, 0, 96.6672, 96.6669, 96.6669, 96.6669, 96.6669, 96.6669, 96.6669, 96.6669, 96.6669, 96.6669, 96.6669, 96.6669, 96.6669, 96.6669, 96.6669, 96.6669
11.401, 93.1571, 96.477, 96.4766, 9.75485, -3.31986, 96.4766, 0, 96.477, 96.4766, 96.4766, 96.4766, 96.4766, 96.4766, 96.4766, 96.4766, 96.4766, 96.4766, 96.4766, 96.4766, 96.4766, 96.4766, 96.4766, 96.4766
11.4089, 108.173, 96.2821, 96.2817, 10.4963, 11.8909, 96.2817, 0, 96.2821, 96.2817, 96.2817, 96.2817, 96.2817, 96.2817, 96.2817, 96.2817, 96.2817, 96.2817, 96.2817, 96.2817, 96.2817, 96.2817, 96.2817, 96.2817
11.4169, 98.5118, 96.0873, 96.0869, 10.0256, 2.42443, 96.0869, 0, 96.0873, 96.0869, 96.0869, 96.0869, 96.0869, 96.0869, 96.0869, 96.0869, 96.0869, 96.0869, 96.0869, 96.0869, 96.0869, 96.0869, 96.0869, 96.0869
11.4249, 89.7135, 95.9141, 95.9136, 9.57672, -6.20058, 95.9136, 0, 95.9141, 95.9136, 95.9136, 95.9136, 95.9136, 95.9136, 95.9136, 95.9136, 95.9136, 95.9136, 95.9136, 95.9136, 95.9136, 95.9136, 95.9136, 95.9136
11.4328, 107.719, 95.7308, 95.7302, 10.4747, 11.9886, 95.7302, 0, 95.7308, 95.7302, 95.7302, 95.7302, 95.7302, 95.7302, 95.7302, 95.7302, 95.7302, 95.7302, 95.7302, 95.7302, 95.7302, 95.7302, 95.7302, 95.7302
11.4408, 110.342, 95.5383, 95.5378, 10.5991, 14.8032, 95.5378, 0, 95.5383, 95.5378, 95.5378, 95.5378, 95.5378, 95.5378, 95.5378, 95.5378, 95.5378, 95.5378, 95.5378, 95.5378, 95.5378, 95.5378, 95.5378, 95.5378
11.4487, 114.033, 95.3414, 95.3408, 10.7719, 18.6914, 95.3408, 0, 95.3414, 95.3408, 95.3408, 95.3408, 95.3408, 95.3408, 95.3408, 95.3408, 95.3408, 95.3408, 95.3408, 95.3408, 95.3408, 95.3408, 95.3408, 95.3408
11.4567, 84.0281, 95.1447, 95.1441, 9.27514, -11.1166, 95.1441, 0, 95.1447, 95.1441, 95.1441, 95.1441, 95.1441, 95.1441, 95.1441, 95.1441, 95.1441, 95.1441, 95.1441, 95.1441, 95.1441, 95.1441, 95.1441, 95.1441
11.4647, 101.293, 94.9722, 94.9715, 10.1633, 6.32069, 94.9715, 0, 94.9722, 94.9715, 94.9715, 94.9715, 94.9715, 94.9715, 94.9715, 94.9715, 94.9715, 94.9715, 94.9715, 94.9715, 94.9715, 94.9715, 94.9715, 94.9715
11.4726, 109.233, 94.7898, 94.789, 10.5467, 14.4436, 94.789, 0, 94.7898, 94.789, 94.789, 94.789, 94.789, 94.789, 94.789, 94.789, 94.789, 94.789, 94.789, 94.789, 94.789, 94.789, 94.789, 94.789
11.4806, 114.808, 94.5983, 94.5975, 10.8078, 20.2093, 94.5975, 0, 94.5983, 94.5975, 94.5975, 94.5975, 94.5975, 94.5975, 94.5975, 94.5975, 94.5975, 94.5975, 94.5975, 94.5975, 94.5975, 94.5975, 94.5975, 94.5975
11.4885, 98.1669, 94.4025, 94.4016, 10.0083, 3.76438, 94.4016, 0, 94.4025, 94.4016, 94.4016, 94.4016, 94.4016, 94.4016, 94.4016, 94.4016, 94.4016, 94.4016, 94.4016, 94.4016, 94.4016, 94.4016, 94.4016, 94.4016
11.4965, 89.8799, 94.2069, 94.2059, 9.5854, -4.32694, 94.2059, 0, 94.2069, 94.2059, 94.2059, 94.2059, 94.2059, 94.2059, 94.2059, 94.2059, 94.2059, 94.2059, 94.2059, 94.2059, 94.2059, 94.2059, 94.2059, 94.2059
11.5045, 90.9035, 94.0308, 94.0297, 9.63865, -3.1273, 94.0297, 0, 94.0308, 94.0297, 94.0297, 94.0297, 94.0297, 94.0297, 94.0297, 94.0297, 94.0297, 94.0297, 94.0297, 94.0297, 94.0297, 94.0297, 94.0297, 94.0297
11.5124, 102.46, 93.8452, 93.8441, 10.2206, 8.61452, 93.8441, 0, 93.8452, 93.8441, 93.8441, 93.8441, 93.8441, 93.8441, 93.8441, 93.8441, 93.8441, 93.8441, 93.8441, 93.8441, 93.8441, 93.8441, 93.8441, 93.8441
11.5204, 99.6559, 93.6512, 93.65, 10.0825, 6.00467, 93.65, 0, 93.6512, 93.65, 93.65, 93.65, 93.65, 93.65, 93.65, 93.65, 93.65, 93.65, 93.65, 93.65, 93.65, 93.65, 93.65, 93.65
11.5283, 105.637, 93.4531, 93.4518, 10.3748, 12.184, 93.4518, 0, 93.4531, 93.4518, 93.4518, 93.4518, 93.4518, 93.4518, 93.4518, 93.4518, 93.4518, 93.4518, 93.4518, 93.4518, 93.4518, 93.4518, 93.4518, 93.4518
11.5363, 120.611, 93.2552, 93.2538, 11.073, 27.3555, 93.2538, 0, 93.2552, 93.2538, 93.2538, 93.2538, 93.2538, 93.2538, 93.2538, 93.2538, 93.2538, 93.2538, 93.2538, 93.2538, 93.2538, 93.2538, 93.2538, 93.2538
11.5443, 112.424, 93.0798, 93.0783, 10.6969, 19.3437, 93.0783, 0, 93.0798, 93.0783, 93.0783, 93.0783, 93.0783, 93.0783, 93.0783, 93.0783, 93.0783, 93.0783, 93.0783, 93.0783, 93.0783, 93.0783, 93.0783, 93.0783
11.5522, 102.866, 92.8952, 92.8936, 10.2404, 9.97073, 92.8936, 0, 92.8952, 92.8936, 92.8936, 92.8936, 92.8936, 92.8936, 92.8936, 92.8936, 92.8936, 92.8936, 92.8936, 92.8936, 92.8936, 92.8936, 92.8936, 92.8936
11.5602, 100.181, 92.7024, 92.7005, 10.1084, 7.47818, 92.7005, 0, 92.7024, 92.7005, 92.7005, 92.7005, 92.7005, 92.7005, 92.7005, 92.7005, 92.7005, 92.7005, 92.7005, 92.7005, 92.7005, 92.7005, 92.7005, 92.7005
11.5681, 96.8006, 92.5055, 92.5034, 9.93985, 4.29514, 92.5034, 0, 92.5055, 92.5034, 92.5034, 92.5034, 92.5034, 92.5034, 92.5034, 92.5034, 92.5034, 92.5034, 92.5034, 92.5034, 92.5034, 92.5034, 92.5034, 92.5034
11.5761, 100.477, 92.3089, 92.3065, 10.1231, 8.16805, 92.3065, 0, 92.3089, 92.3065, 92.3065, 92.3065, 92.3065, 92.3065, 92.3065, 92.3065, 92.3065, 92.3065, 92.3065, 92.3065, 92.3065, 92.3065, 92.3065, 92.3065
11.5841, 93.3067, 92.1298, 92.1269, 9.76252, 1.17692, 92.1269, 0, 92.1298, 92.1269, 92.1269, 92.1269, 92.1269, 92.1269, 92.1269, 92.1269, 92.1269, 92.1269, 92.1269, 92.1269, 92.1269, 92.1269, 92.1269, 92.1269
11.592, 85.4524, 91.9422, 91.9387, 9.3516, -6.4898, 91.9387, 0, 91.9422, 91.9387, 91.9387, 91.9387, 91.9387, 91.9387, 91.9387, 91.9387, 91.9387, 91.9387, 91.9387, 91.9387, 91.9387, 91.9387, 91.9387, 91.9387
11.6, 104.314, 91.7471, 91.7428, 10.3109, 12.5671, 91.7428, 0, 91.7471, 91.7428, 91.7428, 91.7428, 91.7428, 91.7428, 91.7428, 91.7428, 91.7428, 91.7428, 91.7428, 91.7428, 91.7428, 91.7428, 91.7428, 91.7428
11.6079, 111.849, 91.5485, 91.5431, 10.67, 20.3003, 91.5431, 0, 91.5485, 91.5431, 91.5431, 91.5431, 91.5431, 91.5431, 91.5431, 91.5431, 91.5431, 91.5431, 91.5431, 91.5431, 91.5431, 91.5431, 91.5431, 91.5431
11.6159, 113.848, 91.3507, 91.3437, 10.7633, 22.4969, 91.3437, 0, 91.3507, 91.3437, 91.3437, 91.3437, 91.3437, 91.3437, 91.3437, 91.3437, 91.3437, 91.3437, 91.3437, 91.3437, 91.3437, 91.3437, 91.3437, 91.3437
11.6239, 99.2818, 91.1741, 91.1649, 10.0639, 8.10767, 91.1649, 0, 91.1741, 91.1649, 91.1649, 91.1649, 91.1649, 91.1649, 91.1649, 91.1649, 91.1649, 91.1649, 91.1649, 91.1649, 91.1649, 91.1649, 91.1649, 91.1649
11.6318, 92.6166, 90.9901, 90.9776, 9.72711, 1.62654, 90.9776, 0, 90.9901, 90.9776, 90.9776, 90.9776, 90.9776, 90.9776, 90.9776, 90.9776, 90.9776, 90.9776, 90.9776, 90.9776, 90.9776, 90.9776, 90.9776, 90.9776
11.6398, 88.858, 90.7997, 90.7828, 9.53195, -1.94173, 90.7828, 0, 90.7997, 90.7828, 90.7828, 90.7828, 90.7828, 90.7828, 90.7828, 90.7828, 90.7828, 90.7828, 90.7828, 90.7828, 90.7828, 90.7828, 90.7828, 90.7828
11.6477, 83.8191, 90.6075, 90.5843, 9.26386, -6.78838, 90.5843, 0, 90.6075, 90.5843, 90.5843, 90.5843, 90.5843, 90.5843, 90.5843, 90.5843, 90.5843, 90.5843, 90.5843, 90.5843, 90.5843, 90.5843, 90.5843, 90.5843
11.6557, 109.223, 90.4179, 90.386, 10.5462, 18.805, 90.386, 0, 90.4179, 90.386, 90.386, 90.386, 90.386, 90.386, 90.386, 90.386, 90.386, 90.386, 90.386, 90.386, 90.386, 90.386, 90.386, 90.386
11.6637, 112.385, 90.2467, 90.2029, 10.6951, 22.1386, 90.2029, 0, 90.2467, 90.2029, 90.2029, 90.2029, 90.2029, 90.2029, 90.2029, 90.2029, 90.2029, 90.2029, 90.2029, 90.2029, 90.2029, 90.2029, 90.2029, 90.2029
11.6716, 99.9745, 90.072, 90.012, 10.0982, 9.90248, 90.012, 0, 90.072, 90.012, 90.012, 90.012, 90.012, 90.012, 90.012, 90.012, 90.012, 90.012, 90.012, 90.012, 90.012, 90.012, 90.012, 90.012
11.6796, 96.2932, 89.8959, 89.8142, 9.91429, 6.39726, 89.8142, 0, 89.8959, 89.8142, 89.8142, 89.8142, 89.8142, 89.8142, 89.8142, 89.8142, 89.8142, 89.8142, 89.8142, 89.8142, 89.8142, 89.8142, 89.8142, 89.8142
11.6875, 96.4704, 89.7237, 89.6129, 9.92322, 6.74669, 89.6129, 0, 89.7237, 89.6129, 89.6129, 89.6129, 89.6129, 89.6129, 89.6129, 89.6129, 89.6129, 89.6129, 89.6129, 89.6129, 89.6129, 89.6129, 89.6129, 89.6129
11.6955, 97.1854, 89.5608, 89.412, 9.95919, 7.62454, 89.412, 0, 89.5608, 89.412, 89.412, 89.412, 89.412, 89.412, 89.412, 89.412, 89.412, 89.412, 89.412, 89.412, 89.412, 89.412, 89.412, 89.412
11.7035, 101.642, 89.4282, 89.2297, 10.1805, 12.2139, 89.2297, 0, 89.4282, 89.2297, 89.2297, 89.2297, 89.2297, 89.2297, 89.2297, 89.2297, 89.2297, 89.2297, 89.2297, 89.2297, 89.2297, 89.2297, 89.2297, 89.2297
11.7114, 101.244, 89.3019, 89.0399, 10.1609, 11.9422, 89.0399, 0, 89.3019, 89.0399, 89.0399, 89.0399, 89.0399, 89.0399, 89.0399, 89.0399, 89.0399, 89.0399, 89.0399, 89.0399, 89.0399, 89.0399, 89.0399, 89.0399
11.7194, 90.5732, 89.1859, 88.8431, 9.6215, 1.38736, 88.8431, 0, 89.1859, 88.8431, 88.8431, 88.8431, 88.8431, 88.8431, 88.8431, 88.8431, 88.8431, 88.8431, 88.8431, 88.8431, 88.8431, 88.8431, 88.8431, 88.8431
11.7273, 106.449, 89.0869, 88.643, 10.4139, 17.3619, 88.643, 0, 89.0869, 88.643, 88.643, 88.643, 88.643, 88.643, 88.643, 88.643, 88.643, 88.643, 88.643, 88.643, 88.643, 88.643, 88.643, 88.643
11.7353, 87.633, 89.0121, 88.4431, 9.46747, -1.37916, 88.4431, 0, 89.0121, 88.4431, 88.4431, 88.4431, 88.4431, 88.4431, 88.4431, 88.4431, 88.4431, 88.4431, 88.4431, 88.4431, 88.4431, 88.4431, 88.4431, 88.4431
11.7433, 88.3799, 88.9785, 88.2567, 9.50684, -0.598572, 88.2567, 0, 88.9785, 88.2567, 88.2567, 88.2567, 88.2567, 88.2567, 88.2567, 88.2567, 88.2567, 88.2567, 88.2567, 88.2567, 88.2567, 88.2567, 88.2567, 88.2567
11.7512, 98.011, 88.9692, 88.0632, 10.0006, 9.04182, 88.0632, 0, 88.9692, 88.0632, 88.0632, 88.0632, 88.0632, 88.0632, 88.0632, 88.0632, 88.0632, 88.0632, 88.0632, 88.0632, 88.0632, 88.0632, 88.0632, 88.0632
11.7592, 94.2995, 88.9886, 87.8632, 9.81323, 5.31089, 87.8632, 0, 88.9886, 87.8632, 87.8632, 87.8632, 87.8632, 87.8632, 87.8632, 87.8632, 87.8632, 87.8632, 87.8632, 87.8632, 87.8632, 87.8632, 87.8632, 87.8632
11.7671, 87.5158, 89.0433, 87.6603, 9.46128, -1.5275, 87.6603, 0, 89.0433, 87.6603, 87.6603, 87.6603, 87.6603, 87.6603, 87.6603, 87.6603, 87.6603, 87.6603, 87.6603, 87.6603, 87.6603, 87.6603, 87.6603, 87.6603
11.7751, 91.6733, 89.1393, 87.4575, 9.6785, 2.53402, 87.4575, 0, 89.1393, 87.4575, 87.4575, 87.4575, 87.4575, 87.4575, 87.4575, 87.4575, 87.4575, 87.4575, 87.4575, 87.4575, 87.4575, 87.4575, 87.4575, 87.4575
11.7831, 94.9052, 89.2953, 87.2722, 9.84404, 5.60989, 87.2722, 0, 89.2953, 87.2722, 87.2722, 87.2722, 87.2722, 87.2722, 87.2722, 87.2722, 87.2722, 87.2722, 87.2722, 87.2722, 87.2722, 87.2722, 87.2722, 87.2722
11.791, 98.8435, 89.4879, 87.0797, 10.0421, 9.35561, 87.0797, 0, 89.4879, 87.0797, 87.0797, 87.0797, 87.0797, 87.0797, 87.0797, 87.0797, 87.0797, 87.0797, 87.0797, 87.0797, 87.0797, 87.0797, 87.0797, 87.0797
11.799, 104.486, 89.7169, 86.881, 10.3192, 14.7691, 86.881, 0, 89.7169, 86.881, 86.881, 86.881, 86.881, 86.881, 86.881, 86.881, 86.881, 86.881, 86.881, 86.881, 86.881, 86.881, 86.881, 86.881
11.8069, 84.6024, 89.9835, 86.6791, 9.30604, -5.38111, 86.6791, 0, 89.9835, 86.6791, 86.6791, 86.6791, 86.6791, 86.6791, 86.6791, 86.6791, 86.6791, 86.6791, 86.6791, 86.6791, 86.6791, 86.6791, 86.6791, 86.6791
11.8149, 97.5516, 90.287, 86.4775, 9.97756, 7.26466, 86.4775, 0, 90.287, 86.4775, 86.4775, 86.4775, 86.4775, 86.4775, 86.4775, 86.4775, 86.4775, 86.4775, 86.4775, 86.4775, 86.4775, 86.4775, 86.4775, 86.4775
