   PIQUANT 0.0.0-main  ps__0368_0699563413_000PTFE_shot_4.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.141473, 0, 1.46337e-10, 0, 1.41421, -1.46337e-10, 0, 0, 0, 0, 0, 0, 0, 6.59647e-13, 0, 0, 3.69839e-15, 1.04663e-13, 0, 1.45569e-10, 0, 0
0.1495, 0, 2.22363e-10, 0, 1.41421, -2.22363e-10, 0, 0, 0, 0, 0, 0, 0, 1.00242e-12, 0, 0, 5.78032e-15, 1.66365e-13, 0, 2.21189e-10, 0, 0
0.157526, 0, 3.35868e-10, 0, 1.41421, -3.35868e-10, 0, 0, 0, 0, 0, 0, 0, 1.51424e-12, 0, 0, 8.98926e-15, 2.63057e-13, 0, 3.34081e-10, 0, 0
0.165553, 0, 5.04303e-10, 0, 1.41421, -5.04303e-10, 0, 0, 0, 0, 0, 0, 0, 2.27389e-12, 0, 0, 1.39127e-14, 4.13803e-13, 0, 5.01601e-10, 0, 0
0.173579, 0, 7.52752e-10, 0, 1.41421, -7.52752e-10, 0, 0, 0, 0, 0, 0, 0, 3.39466e-12, 0, 0, 2.14341e-14, 6.47631e-13, 0, 7.48688e-10, 0, 0
0.181606, 0, 1.11704e-09, 0, 1.41421, -1.11704e-09, 0, 0, 0, 0, 0, 0, 0, 5.03847e-12, 0, 0, 3.2878e-14, 1.00854e-12, 0, 1.11096e-09, 0, 0
0.189632, 0, 1.64802e-09, 0, 1.41421, -1.64802e-09, 0, 0, 0, 0, 0, 0, 0, 7.43528e-12, 0, 0, 5.0225e-14, 1.56289e-12, 0, 1.63897e-09, 0, 0
0.197658, 0, 2.41741e-09, 0, 1.41421, -2.41741e-09, 0, 0, 0, 0, 0, 0, 0, 1.09098e-11, 0, 0, 7.64316e-14, 2.41035e-12, 0, 2.40402e-09, 0, 0
0.205685, 0, 3.52577e-09, 0, 1.41421, -3.52577e-09, 0, 0, 0, 0, 0, 0, 0, 1.59177e-11, 0, 0, 1.15903e-13, 3.69997e-12, 0, 3.50603e-09, 0, 0
0.213711, 0, 5.11315e-09, 0, 1.41421, -5.11315e-09, 0, 0, 0, 0, 0, 0, 0, 2.30945e-11, 0, 0, 1.75194e-13, 5.65365e-12, 0, 5.08423e-09, 0, 0
0.221738, 0, 7.37353e-09, 0, 1.41421, -7.37353e-09, 0, 0, 0, 0, 0, 0, 0, 3.3322e-11, 0, 0, 2.64061e-13, 8.60064e-12, 0, 7.33135e-09, 0, 0
0.229764, 0, 1.05739e-08, 0, 1.41421, -1.05739e-08, 0, 0, 0, 0, 0, 0, 0, 4.78159e-11, 0, 0, 3.97012e-13, 1.30274e-11, 0, 1.05126e-08, 0, 0
0.237791, 0, 1.50794e-08, 9.41673e-43, 1.41421, -1.50794e-08, 9.41673e-43, 0, 9.41673e-43, 9.41673e-43, 9.41673e-43, 9.41673e-43, 9.41673e-43, 6.8243e-11, 9.41673e-43, 9.41673e-43, 5.95632e-13, 1.96505e-11, 9.41673e-43, 1.49909e-08, 9.41673e-43, 9.41673e-43
0.245817, 0, 2.13866e-08, 1.70454e-41, 1.41421, -2.13866e-08, 1.70454e-41, 0, 1.70454e-41, 1.70454e-41, 1.70454e-41, 1.70454e-41, 1.70454e-41, 9.68758e-11, 1.70454e-41, 1.70454e-41, 8.92053e-13, 2.95213e-11, 1.70454e-41, 2.12593e-08, 1.70454e-41, 1.70454e-41
0.253844, 0, 3.01686e-08, 1.68719e-39, 1.41421, -3.01686e-08, 1.68719e-39, 0, 1.68719e-39, 1.68719e-39, 1.68719e-39, 1.68719e-39, 1.68719e-39, 1.36807e-10, 1.68719e-39, 1.68719e-39, 1.33635e-12, 4.42162e-11, 1.68719e-39, 2.99862e-08, 1.68719e-39, 1.68719e-39
0.26187, 0, 4.23242e-08, 2.03955e-38, 1.41421, -4.23242e-08, 2.03955e-38, 0, 2.03955e-38, 2.03955e-38, 2.03955e-38, 2.03955e-38, 2.03955e-38, 1.92175e-10, 2.03955e-38, 2.03955e-38, 1.99656e-12, 6.59204e-11, 2.03955e-38, 4.20641e-08, 2.03955e-38, 2.03955e-38
0.269897, 0, 5.906e-08, 2.21812e-37, 1.41421, -5.906e-08, 2.21812e-37, 0, 2.21812e-37, 2.21812e-37, 2.21812e-37, 2.21812e-37, 2.21812e-37, 2.68563e-10, 2.21812e-37, 2.21812e-37, 2.9808e-12, 9.79266e-11, 2.21812e-37, 5.86905e-08, 2.21812e-37, 2.21812e-37
0.277923, 0, 8.19762e-08, 2.18248e-36, 1.41421, -8.19762e-08, 2.18248e-36, 0, 2.18248e-36, 2.18248e-36, 2.18248e-36, 2.18248e-36, 2.18248e-36, 3.73415e-10, 2.18248e-36, 2.18248e-36, 4.44826e-12, 1.44973e-10, 2.18248e-36, 8.14534e-08, 2.18248e-36, 2.18248e-36
0.28595, 0, 1.13187e-07, 1.95383e-35, 1.41421, -1.13187e-07, 1.95383e-35, 0, 1.95383e-35, 1.95383e-35, 1.95383e-35, 1.95383e-35, 1.95383e-35, 5.16617e-10, 1.95383e-35, 1.95383e-35, 6.63676e-12, 2.13917e-10, 1.95383e-35, 1.12449e-07, 1.95383e-35, 1.95383e-35
0.293976, 0, 1.55466e-07, 1.59949e-34, 1.41421, -1.55466e-07, 1.59949e-34, 0, 1.59949e-34, 1.59949e-34, 1.59949e-34, 1.59949e-34, 1.59949e-34, 7.11231e-10, 1.59949e-34, 1.59949e-34, 9.9015e-12, 3.14651e-10, 1.59949e-34, 1.5443e-07, 1.59949e-34, 1.59949e-34
0.302002, 0, 2.12438e-07, 1.20353e-33, 1.41421, -2.12438e-07, 1.20353e-33, 0, 1.20353e-33, 1.20353e-33, 1.20353e-33, 1.20353e-33, 1.20353e-33, 9.74442e-10, 1.20353e-33, 1.20353e-33, 1.4773e-11, 4.6142e-10, 1.20353e-33, 2.10987e-07, 1.20353e-33, 1.20353e-33
0.310029, 0, 2.88806e-07, 8.70403e-33, 1.41421, -2.88806e-07, 8.70403e-33, 0, 8.70403e-33, 8.70403e-33, 8.70403e-33, 8.70403e-33, 8.70403e-33, 1.32875e-09, 8.70403e-33, 8.70403e-33, 2.20429e-11, 6.74673e-10, 8.70403e-33, 2.8678e-07, 8.70403e-33, 8.70403e-33
0.318055, 0, 3.90645e-07, 6.13492e-32, 1.41421, -3.90645e-07, 6.13492e-32, 0, 6.13492e-32, 6.13492e-32, 6.13492e-32, 6.13492e-32, 6.13492e-32, 1.80348e-09, 6.13492e-32, 6.13492e-32, 3.2891e-11, 9.83695e-10, 6.13492e-32, 3.87825e-07, 6.13492e-32, 6.13492e-32
0.326082, 0, 5.25756e-07, 4.05488e-31, 1.41421, -5.25756e-07, 4.05488e-31, 0, 4.05488e-31, 4.05488e-31, 4.05488e-31, 4.05488e-31, 4.05488e-31, 2.4367e-09, 4.05488e-31, 4.05488e-31, 4.90727e-11, 1.4303e-09, 4.05488e-31, 5.2184e-07, 4.05488e-31, 4.05488e-31
0.334108, 0, 7.04101e-07, 2.49584e-30, 1.41421, -7.04101e-07, 2.49584e-30, 0, 2.49584e-30, 2.49584e-30, 2.49584e-30, 2.49584e-30, 2.49584e-30, 3.27761e-09, 2.49584e-30, 2.49584e-30, 7.31929e-11, 2.07403e-09, 2.49584e-30, 6.98677e-07, 2.49584e-30, 2.49584e-30
0.342135, 0, 9.38346e-07, 1.43207e-29, 1.41421, -9.38346e-07, 1.43207e-29, 0, 1.43207e-29, 1.43207e-29, 1.43207e-29, 1.43207e-29, 1.43207e-29, 4.38955e-09, 1.43207e-29, 1.43207e-29, 1.09108e-10, 2.99938e-09, 1.43207e-29, 9.30848e-07, 1.43207e-29, 1.43207e-29
0.350161, 0, 1.24449e-06, 7.68287e-29, 1.41421, -1.24449e-06, 7.68287e-29, 0, 7.68287e-29, 7.68287e-29, 7.68287e-29, 7.68287e-29, 7.68287e-29, 5.85371e-09, 7.68287e-29, 7.68287e-29, 1.62506e-10, 4.32583e-09, 7.68287e-29, 1.23414e-06, 7.68287e-29, 7.68287e-29
0.358188, 0, 1.64265e-06, 3.86673e-28, 1.41421, -1.64265e-06, 3.86673e-28, 0, 3.86673e-28, 3.86673e-28, 3.86673e-28, 3.86673e-28, 3.86673e-28, 7.77385e-09, 3.86673e-28, 3.86673e-28, 2.41748e-10, 6.2218e-09, 3.86673e-28, 1.62841e-06, 3.86673e-28, 3.86673e-28
0.366214, 0, 2.15801e-06, 1.83168e-27, 1.41421, -2.15801e-06, 1.83168e-27, 0, 1.83168e-27, 1.83168e-27, 1.83168e-27, 1.83168e-27, 1.83168e-27, 1.0282e-08, 1.83168e-27, 1.83168e-27, 3.59068e-10, 8.92361e-09, 1.83168e-27, 2.13845e-06, 1.83168e-27, 1.83168e-27
0.374241, 0, 2.82191e-06, 8.19258e-27, 1.41421, -2.82191e-06, 8.19258e-27, 0, 8.19258e-27, 8.19258e-27, 8.19258e-27, 8.19258e-27, 8.19258e-27, 1.35454e-08, 8.19258e-27, 8.19258e-27, 5.32291e-10, 1.27615e-08, 8.19258e-27, 2.79507e-06, 8.19258e-27, 8.19258e-27
0.382267, 0, 3.67319e-06, 6.90117e-26, 1.41421, -3.67319e-06, 6.90117e-26, 0, 6.90117e-26, 6.90117e-26, 6.90117e-26, 6.90117e-26, 6.90117e-26, 1.77758e-08, 6.90117e-26, 6.90117e-26, 7.87603e-10, 1.81968e-08, 6.90117e-26, 3.63643e-06, 6.90117e-26, 6.90117e-26
0.390294, 0, 4.75967e-06, 2.65167e-25, 1.41421, -4.75967e-06, 2.65167e-25, 0, 2.65167e-25, 2.65167e-25, 2.65167e-25, 2.65167e-25, 2.65167e-25, 2.32388e-08, 2.65167e-25, 2.65167e-25, 1.1617e-09, 2.58618e-08, 2.65167e-25, 4.7094e-06, 2.65167e-25, 2.65167e-25
0.39832, 0, 6.14008e-06, 9.72564e-25, 1.41421, -6.14008e-06, 9.72564e-25, 0, 9.72564e-25, 9.72564e-25, 9.72564e-25, 9.72564e-25, 9.72564e-25, 3.02685e-08, 9.72564e-25, 9.72564e-25, 1.70833e-09, 3.66334e-08, 9.72564e-25, 6.07147e-06, 9.72564e-25, 9.72564e-25
0.406346, 0, 7.88791e-06, 3.46096e-24, 1.41421, -7.88791e-06, 5.7732e-11, 0, 1.78538e-13, 5.2528e-13, 1.33212e-12, 4.1369e-11, 1.44197e-10, 3.92823e-08, 4.00869e-12, 5.2752e-14, 2.50377e-09, 5.17099e-08, 8.42029e-15, 7.7933e-06, 3.46096e-24, 8.6375e-10
0.414373, 0, 1.01049e-05, 1.4449e-08, 1.41421, -1.01049e-05, 1.46269e-08, 1.4449e-08, 1.44495e-08, 1.44506e-08, 1.44531e-08, 1.45765e-08, 1.48935e-08, 6.52485e-08, 1.44613e-08, 1.44492e-08, 1.81053e-08, 8.71717e-08, 1.4449e-08, 9.9743e-06, 1.4449e-08, 1.71114e-08
0.422399, 0, 1.28995e-05, 4.43016e-08, 1.41421, -1.28995e-05, 4.47229e-08, 4.43016e-08, 4.43029e-08, 4.43054e-08, 4.43113e-08, 4.46035e-08, 4.5354e-08, 1.09766e-07, 4.43309e-08, 4.4302e-08, 4.96203e-08, 1.46179e-07, 4.43017e-08, 1.27187e-05, 4.43016e-08, 5.06054e-08
0.430426, 0, 1.64188e-05, 1.04501e-07, 1.41421, -1.64188e-05, 1.05404e-07, 1.04501e-07, 1.04504e-07, 1.04509e-07, 1.04522e-07, 1.05148e-07, 1.06757e-07, 1.88573e-07, 1.04564e-07, 1.04502e-07, 1.12206e-07, 2.46641e-07, 1.04501e-07, 1.61675e-05, 1.04501e-07, 1.18014e-07
0.438452, 0, 2.08503e-05, 2.23322e-07, 1.41421, -2.08503e-05, 2.25161e-07, 2.23322e-07, 2.23328e-07, 2.23339e-07, 2.23365e-07, 2.2464e-07, 2.27915e-07, 3.30926e-07, 2.2345e-07, 2.23324e-07, 2.34435e-07, 4.20799e-07, 2.23322e-07, 2.04987e-05, 2.23322e-07, 2.50831e-07
0.446479, 0, 2.64427e-05, 4.53417e-07, 1.41421, -2.64427e-05, 4.5704e-07, 4.53417e-07, 4.53429e-07, 4.5345e-07, 4.53501e-07, 4.56013e-07, 4.62465e-07, 5.90677e-07, 4.53669e-07, 4.53421e-07, 4.69373e-07, 7.26622e-07, 4.53418e-07, 2.59464e-05, 4.53417e-07, 5.07611e-07
0.454505, 0, 3.3534e-05, 8.91098e-07, 1.41421, -3.3534e-05, 8.98062e-07, 8.91098e-07, 8.91119e-07, 8.91161e-07, 8.91259e-07, 8.96088e-07, 9.08493e-07, 1.0656e-06, 8.91582e-07, 8.91104e-07, 9.13901e-07, 1.26747e-06, 8.91099e-07, 3.28261e-05, 8.91098e-07, 9.95293e-07
0.462532, 0, 4.25984e-05, 1.70936e-06, 1.41421, -4.25984e-05, 1.72248e-06, 1.70936e-06, 1.7094e-06, 1.70948e-06, 1.70966e-06, 1.71876e-06, 1.74214e-06, 1.93049e-06, 1.71027e-06, 1.70937e-06, 1.74179e-06, 2.22525e-06, 1.70936e-06, 4.1576e-05, 1.70936e-06, 1.90568e-06
0.470558, 0, 5.43229e-05, 3.2138e-06, 1.41421, -5.43229e-05, 3.23807e-06, 3.2138e-06, 3.21387e-06, 3.21402e-06, 3.21436e-06, 3.23119e-06, 3.27444e-06, 3.49308e-06, 3.21548e-06, 3.21382e-06, 3.2597e-06, 3.9175e-06, 3.2138e-06, 5.28259e-05, 3.2138e-06, 3.57704e-06
0.478585, 0, 6.97288e-05, 5.93441e-06, 1.41421, -6.97288e-05, 5.97857e-06, 5.93441e-06, 5.93454e-06, 5.93481e-06, 5.93543e-06, 5.96606e-06, 6.04472e-06, 6.286e-06, 5.93747e-06, 5.93445e-06, 5.99909e-06, 6.88962e-06, 5.93441e-06, 6.75057e-05, 5.93441e-06, 6.5952e-06
0.486611, 0, 9.03659e-05, 1.07748e-05, 1.41421, -9.03659e-05, 1.08538e-05, 1.07748e-05, 1.0775e-05, 1.07755e-05, 1.07766e-05, 1.08314e-05, 1.09722e-05, 1.1216e-05, 1.07803e-05, 1.07748e-05, 1.08654e-05, 1.2065e-05, 1.07748e-05, 8.70196e-05, 1.07748e-05, 1.19574e-05
0.494638, 0, 0.000118613, 1.92481e-05, 1.41421, -0.000118613, 1.93873e-05, 1.92481e-05, 1.92485e-05, 1.92493e-05, 1.92513e-05, 1.93478e-05, 1.95959e-05, 1.97999e-05, 1.92577e-05, 1.92482e-05, 1.93746e-05, 2.09821e-05, 1.92481e-05, 0.000113516, 1.92481e-05, 2.13314e-05
0.502664, 0, 0.000158164, 3.38555e-05, 1.41421, -0.000158164, 3.40971e-05, 3.38555e-05, 3.38562e-05, 3.38577e-05, 3.38611e-05, 3.40286e-05, 3.44588e-05, 3.45436e-05, 3.38723e-05, 3.38557e-05, 3.40311e-05, 3.61745e-05, 3.38555e-05, 0.000150324, 3.38555e-05, 3.74695e-05
0.510691, 0, 0.000214688, 5.86053e-05, 1.41421, -0.000214688, 5.90179e-05, 5.86053e-05, 5.86066e-05, 5.86091e-05, 5.86149e-05, 5.8901e-05, 5.96357e-05, 5.94606e-05, 5.8634e-05, 5.86057e-05, 5.8848e-05, 6.16915e-05, 5.86054e-05, 0.00020255, 5.86053e-05, 6.47774e-05
0.518717, 0, 0.000296993, 9.99118e-05, 1.41421, -0.000296993, 0.000100606, 9.99118e-05, 9.99139e-05, 9.99181e-05, 9.99278e-05, 0.000100409, 0.000101645, 0.000100972, 9.996e-05, 9.99124e-05, 0.000100245, 0.000103999, 9.99119e-05, 0.000278132, 9.99118e-05, 0.000110294
0.526743, 0, 0.000418429, 0.000167779, 1.41421, -0.000418429, 0.000168929, 0.000167779, 0.000167782, 0.000167789, 0.000167805, 0.000168603, 0.000170651, 0.000169088, 0.000167859, 0.00016778, 0.000168236, 0.000173168, 0.000167779, 0.000389101, 0.000167779, 0.000184984
0.53477, 0, 0.000599185, 0.000277566, 1.41421, -0.000599185, 0.000279444, 0.000277566, 0.000277572, 0.000277583, 0.00027761, 0.000278912, 0.000282256, 0.000279179, 0.000277697, 0.000277568, 0.000278189, 0.00028464, 0.000277567, 0.000553672, 0.000277566, 0.000305658
0.542796, 0, 0.000869343, 0.000452446, 1.41421, -0.000869343, 0.000455467, 0.000452446, 0.000452456, 0.000452474, 0.000452516, 0.000454611, 0.000459992, 0.000454427, 0.000452656, 0.000452449, 0.000453291, 0.000461694, 0.000452447, 0.00079902, 0.000452446, 0.000497645
0.550823, 0, 0.00127313, 0.000726781, 1.41421, -0.00127313, 0.000731571, 0.000726781, 0.000726795, 0.000726824, 0.000726891, 0.000730213, 0.000738746, 0.000729208, 0.000727113, 0.000726785, 0.000727922, 0.000738823, 0.000726781, 0.00116514, 0.000726781, 0.000798455
0.558849, 0, 0.00187455, 0.00115063, 1.41421, -0.00187455, 0.00115812, 0.00115063, 0.00115065, 0.0011507, 0.0011508, 0.00115599, 0.00116933, 0.00115359, 0.00115115, 0.00115063, 0.00115216, 0.00116626, 0.00115063, 0.00171004, 0.00115063, 0.00126266
0.566876, 0, 0.0027649, 0.00179566, 1.41421, -0.0027649, 0.0018072, 0.00179566, 0.0017957, 0.00179577, 0.00179593, 0.00180393, 0.00182448, 0.00179928, 0.00179646, 0.00179567, 0.00179772, 0.00181588, 0.00179566, 0.0025165, 0.00179566, 0.00196831
0.574902, 0, 0.00407223, 0.00276272, 1.41421, -0.00407223, 0.00278025, 0.00276272, 0.00276277, 0.00276288, 0.00276312, 0.00277528, 0.00280651, 0.00276712, 0.00276394, 0.00276273, 0.00276547, 0.0027888, 0.00276272, 0.00370091, 0.00276272, 0.00302505
0.582929, 0, 0.0059732, 0.00419112, 1.41421, -0.0059732, 0.00421739, 0.00419112, 0.00419121, 0.00419136, 0.00419173, 0.00420995, 0.00425674, 0.00419647, 0.00419295, 0.00419115, 0.00419479, 0.0042247, 0.00419113, 0.00542403, 0.00419112, 0.00458421
0.590955, 0, 0.00870771, 0.00627006, 1.41421, -0.00870771, 0.00630889, 0.00627006, 0.00627018, 0.00627042, 0.00627096, 0.00629788, 0.00636703, 0.00627654, 0.00627276, 0.0062701, 0.00627493, 0.00631319, 0.00627007, 0.00790458, 0.00627006, 0.006851
0.598982, 0, 0.0125958, 0.00925168, 1.41421, -0.0125958, 0.00930827, 0.00925168, 0.00925185, 0.00925219, 0.00925298, 0.00929223, 0.00939304, 0.00925952, 0.00925561, 0.00925173, 0.00925812, 0.00930697, 0.00925169, 0.0114348, 0.00925168, 0.0100986
0.607008, 0, 0.0180576, 0.0134661, 1.41421, -0.0180576, 0.0135475, 0.0134661, 0.0134664, 0.0134669, 0.013468, 0.0135245, 0.0136694, 0.0134756, 0.0134718, 0.0134662, 0.0134746, 0.0135369, 0.0134661, 0.0163991, 0.0134661, 0.0146843
0.615035, 0, 0.0256345, 0.0193375, 1.41421, -0.0256345, 0.0194531, 0.0193375, 0.0193379, 0.0193386, 0.0193402, 0.0194203, 0.0196261, 0.019349, 0.0193456, 0.0193377, 0.0193487, 0.019428, 0.0193376, 0.0232936, 0.0193375, 0.0210665
0.623061, 0.990799, 0.0360132, 0.0274008, 1.72939, 0.954786, 0.0275626, 0.0274008, 0.0274013, 0.0274023, 0.0274045, 0.0275167, 0.0278049, 0.0274146, 0.027412, 0.027401, 0.0274155, 0.0275161, 0.0274008, 0.0327488, 0.0274008, 0.0298225
0.631088, 0.997599, 0.0500482, 0.0383171, 1.73136, 0.947551, 0.0385408, 0.0383171, 0.0383178, 0.0383191, 0.0383222, 0.0384774, 0.0388757, 0.0383336, 0.0383326, 0.0383173, 0.0383363, 0.0384638, 0.0383171, 0.0455512, 0.0383171, 0.0416654
0.639114, 0.0116014, 0.0687858, 0.052888, 1.41831, -0.0571843, 0.0531933, 0.052888, 0.052889, 0.0528908, 0.0528951, 0.0531068, 0.0536504, 0.0529079, 0.0529092, 0.0528883, 0.052913, 0.0530744, 0.0528881, 0.0626656, 0.052888, 0.0574584
0.64714, 0, 0.0934834, 0.0720654, 1.41421, -0.0934834, 0.0724767, 0.0720654, 0.0720667, 0.0720691, 0.0720749, 0.0723601, 0.0730927, 0.0720892, 0.0720939, 0.0720658, 0.0720979, 0.0723013, 0.0720655, 0.0852543, 0.0720654, 0.0782254
0.655167, 0, 0.125625, 0.0969545, 1.41421, -0.125625, 0.0975019, 0.0969545, 0.0969562, 0.0969595, 0.0969672, 0.0973468, 0.0983217, 0.0969829, 0.0969925, 0.096955, 0.0969966, 0.0972521, 0.0969546, 0.114693, 0.0969545, 0.105154
0.663193, 0, 0.166934, 0.128811, 1.41421, -0.166934, 0.129531, 0.128811, 0.128814, 0.128818, 0.128828, 0.129327, 0.130608, 0.128845, 0.128861, 0.128812, 0.128866, 0.129185, 0.128812, 0.152583, 0.128811, 0.139593
0.67122, 0, 0.219369, 0.169027, 1.41421, -0.219369, 0.169961, 0.169027, 0.16903, 0.169036, 0.169049, 0.169697, 0.17136, 0.169067, 0.169092, 0.169028, 0.169097, 0.169494, 0.169027, 0.20075, 0.169027, 0.183033
0.679246, 0, 0.285125, 0.219104, 1.41421, -0.285125, 0.220302, 0.219104, 0.219107, 0.219115, 0.219131, 0.219962, 0.222097, 0.219151, 0.219187, 0.219105, 0.219193, 0.219685, 0.219104, 0.26125, 0.219104, 0.237084
0.687273, 1.97152, 0.366607, 0.280613, 1.99287, 1.60491, 0.282133, 0.280613, 0.280618, 0.280627, 0.280648, 0.281702, 0.284408, 0.280669, 0.280719, 0.280615, 0.280727, 0.281331, 0.280614, 0.336342, 0.280613, 0.303427
0.695299, 0.997599, 0.466416, 0.355151, 1.73136, 0.531183, 0.357055, 0.355151, 0.355156, 0.355168, 0.355194, 0.356515, 0.359906, 0.355216, 0.355282, 0.355152, 0.355296, 0.356032, 0.355151, 0.428479, 0.355151, 0.38377
0.703326, 0.997576, 0.587297, 0.444263, 1.73135, 0.410279, 0.446622, 0.444263, 0.444271, 0.444285, 0.444318, 0.445954, 0.450156, 0.44434, 0.444427, 0.444266, 0.444447, 0.445337, 0.444264, 0.540269, 0.444263, 0.479767
0.711352, 0.0333093, 0.732111, 0.549384, 1.42594, -0.698801, 0.552274, 0.549384, 0.549393, 0.54941, 0.549451, 0.551455, 0.556603, 0.549473, 0.549584, 0.549387, 0.549616, 0.550681, 0.549384, 0.67444, 0.549384, 0.592952
0.719379, 0, 0.903778, 0.671746, 1.41421, -0.903778, 0.675248, 0.671746, 0.671757, 0.671778, 0.671827, 0.674256, 0.680493, 0.671849, 0.671988, 0.67175, 0.672037, 0.673301, 0.671747, 0.833802, 0.671746, 0.724648
0.727405, 0.959465, 1.10523, 0.812298, 1.72031, -0.145761, 0.816496, 0.812298, 0.812311, 0.812336, 0.812395, 0.815306, 0.822782, 0.812416, 0.812587, 0.812302, 0.812661, 0.814144, 0.812298, 1.02118, 0.812298, 0.875879
