   PIQUANT 0.0.0-main  ps__0845_0741970080_000PTFE_shot_2.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0576249, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0494504, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0412759, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0331014, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.024927, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0167525, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00857805, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00040358, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00777089, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0159454, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0241198, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0322943, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0404688, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0486432, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0568177, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0649922, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0731666, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0813411, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0895156, 0, 2.26481e-28, 0, 1.41421, -2.26481e-28, 0, 0, 0, 0, 0, 0, 0, 0, 1.09236e-30, 0, 1.23233e-33, 8.02368e-34, 0, 2.25387e-28, 0, 0
0.09769, 0, 2.40296e-27, 0, 1.41421, -2.40296e-27, 0, 0, 0, 0, 0, 0, 0, 0, 1.15894e-29, 0, 1.30744e-32, 1.18655e-31, 0, 2.39124e-27, 0, 0
0.105865, 0, 1.6053e-26, 0, 1.41421, -1.6053e-26, 0, 0, 0, 0, 0, 0, 0, 0, 7.74206e-29, 0, 8.73412e-32, 1.25089e-30, 0, 1.59743e-26, 0, 0
0.114039, 0, 8.59332e-26, 0, 1.41421, -8.59332e-26, 0, 0, 0, 0, 0, 0, 0, 0, 4.14431e-28, 0, 4.67536e-31, 8.39344e-30, 0, 8.55099e-26, 0, 0
0.122213, 0, 4.01479e-25, 0, 1.41421, -4.01479e-25, 0, 0, 0, 0, 0, 0, 0, 0, 1.93619e-27, 0, 2.18703e-30, 4.51581e-29, 0, 3.99496e-25, 0, 0
0.130388, 0, 1.77747e-24, 0, 1.41421, -1.77747e-24, 0, 0, 0, 0, 0, 0, 0, 0, 8.57199e-27, 0, 9.72407e-30, 2.26383e-28, 0, 1.76867e-24, 0, 0
0.138562, 0, 7.15696e-24, 0, 1.41421, -7.15696e-24, 0, 0, 0, 0, 0, 0, 0, 0, 3.45146e-26, 0, 3.93182e-29, 9.89386e-28, 0, 7.12142e-24, 0, 0
0.146737, 0, 2.69046e-23, 0, 1.41421, -2.69046e-23, 0, 0, 0, 0, 0, 0, 0, 0, 1.29747e-25, 0, 1.48433e-28, 3.95527e-27, 0, 2.67707e-23, 0, 0
0.154911, 0, 9.582e-23, 0, 1.41421, -9.582e-23, 0, 0, 0, 0, 0, 0, 0, 0, 4.62086e-25, 0, 5.30943e-28, 1.48052e-26, 0, 9.53426e-23, 0, 0
0.163086, 0, 3.26306e-22, 0, 1.41421, -3.26306e-22, 0, 0, 0, 0, 0, 0, 0, 0, 1.57358e-24, 0, 1.81621e-27, 5.25925e-26, 0, 3.24678e-22, 0, 0
0.17126, 0, 1.06923e-21, 0, 1.41421, -1.06923e-21, 0, 0, 0, 0, 0, 0, 0, 0, 5.15621e-24, 0, 5.97913e-27, 1.78836e-25, 0, 1.06388e-21, 0, 0
0.179435, 0, 3.3867e-21, 0, 1.41421, -3.3867e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.63319e-23, 0, 1.90309e-26, 5.85622e-25, 0, 3.36976e-21, 0, 0
0.187609, 0, 1.04053e-20, 0, 1.41421, -1.04053e-20, 0, 0, 0, 0, 0, 0, 0, 0, 5.01779e-23, 0, 5.87695e-26, 1.8549e-24, 0, 1.03533e-20, 0, 0
0.195784, 0, 3.10957e-20, 0, 1.41421, -3.10957e-20, 0, 0, 0, 0, 0, 0, 0, 0, 1.49953e-22, 0, 1.76569e-25, 5.70204e-24, 0, 3.09399e-20, 0, 0
0.203958, 0, 9.05874e-20, 0, 1.41421, -9.05874e-20, 0, 0, 0, 0, 0, 0, 0, 0, 4.36838e-22, 0, 5.17267e-25, 1.70572e-23, 0, 9.0133e-20, 0, 0
0.212133, 0, 2.57723e-19, 0, 1.41421, -2.57723e-19, 0, 0, 0, 0, 0, 0, 0, 0, 1.2428e-21, 0, 1.48031e-24, 4.97617e-23, 0, 2.56428e-19, 0, 0
0.220307, 0, 7.1715e-19, 0, 1.41421, -7.1715e-19, 0, 0, 0, 0, 0, 0, 0, 0, 3.45826e-21, 0, 4.14466e-24, 1.41828e-22, 0, 7.13546e-19, 0, 0
0.228482, 0, 1.95433e-18, 0, 1.41421, -1.95433e-18, 0, 0, 0, 0, 0, 0, 0, 0, 9.4242e-21, 0, 1.13682e-23, 3.95505e-22, 0, 1.9445e-18, 0, 0
0.236656, 0, 5.22142e-18, 0, 1.41421, -5.22142e-18, 0, 0, 0, 0, 0, 0, 0, 0, 2.51786e-20, 0, 3.05797e-23, 1.08046e-21, 0, 5.19513e-18, 0, 0
0.24483, 0, 1.36893e-17, 0, 1.41421, -1.36893e-17, 0, 0, 0, 0, 0, 0, 0, 0, 6.60121e-20, 0, 8.07474e-23, 2.89463e-21, 0, 1.36203e-17, 0, 0
0.253005, 0, 3.52468e-17, 0, 1.41421, -3.52468e-17, 0, 0, 0, 0, 0, 0, 0, 0, 1.69965e-19, 0, 2.0947e-22, 7.61192e-21, 0, 3.5069e-17, 0, 0
0.261179, 0, 8.9186e-17, 0, 1.41421, -8.9186e-17, 0, 0, 0, 0, 0, 0, 0, 0, 4.30065e-19, 0, 5.34217e-22, 1.96629e-20, 0, 8.87357e-17, 0, 0
0.269354, 0, 2.21904e-16, 0, 1.41421, -2.21904e-16, 0, 0, 0, 0, 0, 0, 0, 0, 1.07004e-18, 0, 1.34022e-21, 4.99277e-20, 0, 2.20783e-16, 0, 0
0.277528, 0, 5.43179e-16, 0, 1.41421, -5.43179e-16, 0, 0, 0, 0, 0, 0, 0, 0, 2.61923e-18, 0, 3.3092e-21, 1.24688e-19, 0, 5.40432e-16, 0, 0
