   PIQUANT 0.0.0-main  ps__0368_0699563413_000PTFE_shot_10.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00341702, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00445682, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0123307, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0202045, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0280783, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0359522, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.043826, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0516999, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0595737, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0674476, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0753214, 0, 9.50433e-29, 0, 1.41421, -9.50433e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88476e-31, 0, 0, 3.51306e-34, 1.81785e-34, 0, 9.48543e-29, 0, 0
0.0831952, 0, 1.03538e-27, 0, 1.41421, -1.03538e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05317e-30, 0, 0, 3.82697e-33, 2.18644e-32, 0, 1.0333e-27, 0, 0
0.0910691, 0, 7.07937e-27, 0, 1.41421, -7.07937e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40383e-29, 0, 0, 2.61665e-32, 2.42432e-31, 0, 7.06507e-27, 0, 0
0.0989429, 0, 3.86901e-26, 0, 1.41421, -3.86901e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.67212e-29, 0, 0, 1.43003e-31, 1.69057e-30, 0, 3.86115e-26, 0, 0
0.106817, 0, 1.84162e-25, 0, 1.41421, -1.84162e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65185e-28, 0, 0, 6.81246e-31, 9.37854e-30, 0, 1.83787e-25, 0, 0
0.114691, 0, 7.95627e-25, 0, 1.41421, -7.95627e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57768e-27, 0, 0, 2.94847e-30, 4.51533e-29, 0, 7.94002e-25, 0, 0
0.122564, 0, 3.19288e-24, 0, 1.41421, -3.19288e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.33127e-27, 0, 0, 1.1863e-29, 1.9683e-28, 0, 3.18634e-24, 0, 0
0.130438, 0, 1.20748e-23, 0, 1.41421, -1.20748e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39434e-26, 0, 0, 4.50053e-29, 7.95675e-28, 0, 1.205e-23, 0, 0
0.138312, 0, 4.345e-23, 0, 1.41421, -4.345e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.61577e-26, 0, 0, 1.62531e-28, 3.02783e-27, 0, 4.33607e-23, 0, 0
0.146186, 0, 1.49789e-22, 0, 1.41421, -1.49789e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97017e-25, 0, 0, 5.62526e-28, 1.09549e-26, 0, 1.4948e-22, 0, 0
0.15406, 0, 4.9722e-22, 0, 1.41421, -4.9722e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.85938e-25, 0, 0, 1.87528e-27, 3.79519e-26, 0, 4.96194e-22, 0, 0
0.161934, 0, 1.59546e-21, 0, 1.41421, -1.59546e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16362e-24, 0, 0, 6.04478e-27, 1.26549e-25, 0, 1.59216e-21, 0, 0
0.169808, 0, 4.96387e-21, 0, 1.41421, -4.96387e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.84281e-24, 0, 0, 1.88981e-26, 4.07778e-25, 0, 4.9536e-21, 0, 0
0.177681, 0, 1.50119e-20, 0, 1.41421, -1.50119e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97669e-23, 0, 0, 5.74456e-26, 1.27377e-24, 0, 1.49808e-20, 0, 0
0.185555, 0, 4.42198e-20, 0, 1.41421, -4.42198e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.76825e-23, 0, 0, 1.70131e-25, 3.86695e-24, 0, 4.4128e-20, 0, 0
0.193429, 0, 1.27088e-19, 0, 1.41421, -1.27088e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51999e-22, 0, 0, 4.91746e-25, 1.1433e-23, 0, 1.26824e-19, 0, 0
0.201303, 0, 3.56883e-19, 0, 1.41421, -3.56883e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.07652e-22, 0, 0, 1.38919e-24, 3.29782e-23, 0, 3.56141e-19, 0, 0
0.209177, 0, 9.80431e-19, 0, 1.41421, -9.80431e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94406e-21, 0, 0, 3.84045e-24, 9.29416e-23, 0, 9.7839e-19, 0, 0
