   PIQUANT 0.0.0-main  ps__0246_0688790088_000PTFE_shot_2.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
8.45528, 168.651, 166.445, 166.189, 13.0633, 2.20566, 166.189, 0, 166.189, 166.293, 166.341, 166.189, 166.189, 166.189, 166.189, 166.189, 166.189, 166.189, 166.189, 166.189, 166.189
8.4636, 164.408, 166.38, 166.128, 12.8999, -1.97231, 166.128, 0, 166.128, 166.281, 166.227, 166.128, 166.128, 166.128, 166.128, 166.128, 166.128, 166.128, 166.128, 166.128, 166.128
8.47192, 160.743, 166.348, 166.063, 12.7571, -5.60538, 166.063, 0, 166.063, 166.285, 166.126, 166.063, 166.063, 166.063, 166.063, 166.063, 166.063, 166.063, 166.063, 166.063, 166.063
8.48025, 181.494, 166.349, 165.994, 13.546, 15.1452, 165.994, 0, 165.994, 166.309, 166.034, 165.994, 165.994, 165.994, 165.994, 165.994, 165.994, 165.994, 165.994, 165.994, 165.994
8.48857, 184.982, 166.386, 165.921, 13.6741, 18.5959, 165.921, 0, 165.921, 166.361, 165.945, 165.921, 165.921, 165.921, 165.921, 165.921, 165.921, 165.921, 165.921, 165.921, 165.921
8.49689, 163.302, 166.466, 165.846, 12.857, -3.16415, 165.846, 0, 165.846, 166.451, 165.861, 165.846, 165.846, 165.846, 165.846, 165.846, 165.846, 165.846, 165.846, 165.846, 165.846
8.50521, 173.332, 166.594, 165.77, 13.2413, 6.73799, 165.77, 0, 165.77, 166.585, 165.779, 165.77, 165.77, 165.77, 165.77, 165.77, 165.77, 165.77, 165.77, 165.77, 165.77
8.51353, 166.126, 166.775, 165.693, 12.9663, -0.649658, 165.693, 0, 165.693, 166.77, 165.698, 165.693, 165.693, 165.693, 165.693, 165.693, 165.693, 165.693, 165.693, 165.693, 165.693
8.52186, 149.493, 167.015, 165.614, 12.3082, -17.5223, 165.614, 0, 165.615, 167.012, 165.618, 165.614, 165.614, 165.614, 165.614, 165.614, 165.614, 165.614, 165.614, 165.614, 165.614
8.53018, 165.035, 167.317, 165.536, 12.9242, -2.2818, 165.536, 0, 165.536, 167.315, 165.538, 165.536, 165.536, 165.536, 165.536, 165.536, 165.536, 165.536, 165.536, 165.536, 165.536
8.5385, 167.597, 167.711, 165.488, 13.023, -0.113754, 165.488, 0, 165.488, 167.71, 165.489, 165.488, 165.488, 165.488, 165.488, 165.488, 165.488, 165.488, 165.488, 165.488, 165.488
8.54682, 177.208, 168.16, 165.437, 13.3869, 9.04764, 165.437, 0, 165.437, 168.16, 165.437, 165.437, 165.437, 165.437, 165.437, 165.437, 165.437, 165.437, 165.437, 165.437, 165.437
8.55515, 167.913, 168.657, 165.382, 13.0351, -0.743851, 165.382, 0, 165.382, 168.657, 165.383, 165.382, 165.382, 165.382, 165.382, 165.382, 165.382, 165.382, 165.382, 165.382, 165.382
8.56347, 149.155, 169.189, 165.326, 12.2945, -20.0335, 165.326, 0, 165.326, 169.189, 165.326, 165.326, 165.326, 165.326, 165.326, 165.326, 165.326, 165.326, 165.326, 165.326, 165.326
8.57179, 156.757, 169.738, 165.267, 12.5999, -12.9815, 165.267, 0, 165.267, 169.738, 165.267, 165.267, 165.267, 165.267, 165.267, 165.267, 165.267, 165.267, 165.267, 165.267, 165.267
8.58011, 186.785, 170.284, 165.205, 13.7399, 16.5011, 165.205, 0, 165.205, 170.284, 165.205, 165.205, 165.205, 165.205, 165.205, 165.205, 165.205, 165.205, 165.205, 165.205, 165.205
8.58843, 177.172, 170.801, 165.141, 13.3855, 6.37108, 165.141, 0, 165.141, 170.801, 165.141, 165.141, 165.141, 165.141, 165.141, 165.141, 165.141, 165.141, 165.141, 165.141, 165.141
8.59676, 169.777, 171.264, 165.074, 13.1064, -1.48712, 165.074, 0, 165.074, 171.264, 165.074, 165.074, 165.074, 165.074, 165.074, 165.074, 165.074, 165.074, 165.074, 165.074, 165.074
8.60508, 162.818, 171.647, 165.006, 12.8382, -8.82889, 165.006, 0, 165.006, 171.647, 165.006, 165.006, 165.006, 165.006, 165.006, 165.006, 165.006, 165.006, 165.006, 165.006, 165.006
8.6134, 172.137, 171.928, 164.935, 13.1961, 0.209061, 164.935, 0, 164.935, 171.928, 164.935, 164.935, 164.935, 164.935, 164.935, 164.935, 164.935, 164.935, 164.935, 164.935, 164.935
8.62172, 151.513, 172.088, 164.863, 12.39, -20.5751, 164.863, 0, 164.863, 172.088, 164.863, 164.863, 164.863, 164.863, 164.863, 164.863, 164.863, 164.863, 164.863, 164.863, 164.863
8.63004, 160.527, 172.116, 164.792, 12.7486, -11.5891, 164.792, 0, 164.792, 172.116, 164.792, 164.792, 164.792, 164.792, 164.792, 164.792, 164.792, 164.792, 164.792, 164.792, 164.792
8.63837, 173.21, 172.006, 164.719, 13.2367, 1.20432, 164.719, 0, 164.719, 172.006, 164.719, 164.719, 164.719, 164.719, 164.719, 164.719, 164.719, 164.719, 164.719, 164.719, 164.719
8.64669, 180.556, 171.76, 164.646, 13.5113, 8.79576, 164.646, 0, 164.646, 171.76, 164.646, 164.646, 164.646, 164.646, 164.646, 164.646, 164.646, 164.646, 164.646, 164.646, 164.646
8.65501, 172.186, 171.388, 164.573, 13.198, 0.797806, 164.573, 0, 164.573, 171.388, 164.573, 164.573, 164.573, 164.573, 164.573, 164.573, 164.573, 164.573, 164.573, 164.573, 164.573
8.66333, 170.503, 170.906, 164.497, 13.1341, -0.402222, 164.497, 0, 164.497, 170.906, 164.497, 164.497, 164.497, 164.497, 164.497, 164.497, 164.497, 164.497, 164.497, 164.497, 164.497
8.67166, 167.333, 170.335, 164.422, 13.0128, -3.00197, 164.422, 0, 164.422, 170.335, 164.422, 164.422, 164.422, 164.422, 164.422, 164.422, 164.422, 164.422, 164.422, 164.422, 164.422
8.67998, 166.119, 169.7, 164.346, 12.9661, -3.58104, 164.346, 0, 164.346, 169.7, 164.346, 164.346, 164.346, 164.346, 164.346, 164.346, 164.346, 164.346, 164.346, 164.346, 164.346
8.6883, 174.813, 169.029, 164.271, 13.2971, 5.78331, 164.271, 0, 164.271, 169.029, 164.271, 164.271, 164.271, 164.271, 164.271, 164.271, 164.271, 164.271, 164.271, 164.271, 164.271
8.69662, 169.784, 168.345, 164.195, 13.1067, 1.43893, 164.195, 0, 164.195, 168.345, 164.195, 164.195, 164.195, 164.195, 164.195, 164.195, 164.195, 164.195, 164.195, 164.195, 164.195
8.70494, 177.633, 167.672, 164.118, 13.4027, 9.96155, 164.118, 0, 164.119, 167.672, 164.118, 164.118, 164.118, 164.118, 164.118, 164.118, 164.118, 164.118, 164.118, 164.118, 164.118
8.71327, 173.509, 167.026, 164.041, 13.248, 6.4823, 164.041, 0, 164.041, 167.026, 164.041, 164.041, 164.041, 164.041, 164.041, 164.041, 164.041, 164.041, 164.041, 164.041, 164.041
8.72159, 165.865, 166.425, 163.962, 12.9563, -0.559265, 163.962, 0, 163.962, 166.425, 163.962, 163.962, 163.962, 163.962, 163.962, 163.962, 163.962, 163.962, 163.962, 163.962, 163.962
8.72991, 174.65, 165.877, 163.884, 13.291, 8.77299, 163.884, 0, 163.884, 165.877, 163.884, 163.884, 163.884, 163.884, 163.884, 163.884, 163.884, 163.884, 163.884, 163.884, 163.884
8.73823, 166.423, 165.39, 163.806, 12.9778, 1.03267, 163.806, 0, 163.806, 165.39, 163.806, 163.806, 163.806, 163.806, 163.806, 163.806, 163.806, 163.806, 163.806, 163.806, 163.806
8.74655, 170.78, 164.963, 163.728, 13.1446, 5.81682, 163.728, 0, 163.728, 164.963, 163.728, 163.728, 163.728, 163.728, 163.728, 163.728, 163.728, 163.728, 163.728, 163.728, 163.728
8.75488, 172.321, 164.595, 163.649, 13.2031, 7.72569, 163.649, 0, 163.65, 164.595, 163.649, 163.649, 163.649, 163.649, 163.649, 163.649, 163.649, 163.649, 163.649, 163.649, 163.649
8.7632, 185.495, 164.28, 163.57, 13.6929, 21.2145, 163.57, 0, 163.57, 164.28, 163.57, 163.57, 163.57, 163.57, 163.57, 163.57, 163.57, 163.57, 163.57, 163.57, 163.57
8.77152, 183.622, 164.014, 163.49, 13.6243, 19.6086, 163.49, 0, 163.49, 164.014, 163.49, 163.49, 163.49, 163.49, 163.49, 163.49, 163.49, 163.49, 163.49, 163.49, 163.49
8.77984, 194.016, 163.789, 163.409, 14.0006, 30.2272, 163.409, 0, 163.409, 163.789, 163.409, 163.409, 163.409, 163.409, 163.409, 163.409, 163.409, 163.409, 163.409, 163.409, 163.409
8.78817, 161.797, 163.6, 163.33, 12.7983, -1.8028, 163.33, 0, 163.33, 163.6, 163.33, 163.33, 163.33, 163.33, 163.33, 163.33, 163.33, 163.33, 163.33, 163.33, 163.33
8.79649, 151.758, 163.438, 163.25, 12.3999, -11.6805, 163.25, 0, 163.25, 163.438, 163.25, 163.25, 163.25, 163.25, 163.25, 163.25, 163.25, 163.25, 163.25, 163.25, 163.25
8.80481, 145.588, 163.299, 163.169, 12.1486, -17.7107, 163.169, 0, 163.17, 163.298, 163.169, 163.169, 163.169, 163.169, 163.169, 163.169, 163.169, 163.169, 163.169, 163.169, 163.169
8.81313, 184.856, 163.176, 163.089, 13.6695, 21.6806, 163.089, 0, 163.089, 163.176, 163.089, 163.089, 163.089, 163.089, 163.089, 163.089, 163.089, 163.089, 163.089, 163.089, 163.089
8.82146, 171.905, 163.065, 163.007, 13.1873, 8.84039, 163.007, 0, 163.007, 163.065, 163.007, 163.007, 163.007, 163.007, 163.007, 163.007, 163.007, 163.007, 163.007, 163.007, 163.007
8.82978, 162.856, 162.963, 162.926, 12.8396, -0.107315, 162.926, 0, 162.926, 162.963, 162.926, 162.926, 162.926, 162.926, 162.926, 162.926, 162.926, 162.926, 162.926, 162.926, 162.926
8.8381, 184.167, 162.869, 162.845, 13.6443, 21.2976, 162.845, 0, 162.845, 162.869, 162.845, 162.845, 162.845, 162.845, 162.845, 162.845, 162.845, 162.845, 162.845, 162.845, 162.845
8.84642, 167.997, 162.779, 162.764, 13.0383, 5.21875, 162.764, 0, 162.764, 162.779, 162.764, 162.764, 162.764, 162.764, 162.764, 162.764, 162.764, 162.764, 162.764, 162.764, 162.764
8.85474, 180.795, 162.692, 162.682, 13.5202, 18.1036, 162.682, 0, 162.682, 162.691, 162.682, 162.682, 162.682, 162.682, 162.682, 162.682, 162.682, 162.682, 162.682, 162.682, 162.682
8.86307, 155.938, 162.607, 162.601, 12.5673, -6.66866, 162.601, 0, 162.601, 162.607, 162.601, 162.601, 162.601, 162.601, 162.601, 162.601, 162.601, 162.601, 162.601, 162.601, 162.601
8.87139, 154.504, 162.523, 162.519, 12.5101, -8.01895, 162.519, 0, 162.519, 162.522, 162.519, 162.519, 162.519, 162.519, 162.519, 162.519, 162.519, 162.519, 162.519, 162.519, 162.519
8.87971, 185.556, 162.439, 162.437, 13.6951, 23.1172, 162.437, 0, 162.437, 162.439, 162.437, 162.437, 162.437, 162.437, 162.437, 162.437, 162.437, 162.437, 162.437, 162.437, 162.437
8.88803, 173.32, 162.357, 162.356, 13.2408, 10.9626, 162.356, 0, 162.356, 162.357, 162.356, 162.356, 162.356, 162.356, 162.356, 162.356, 162.356, 162.356, 162.356, 162.356, 162.356
8.89635, 183.615, 162.275, 162.274, 13.624, 21.3397, 162.274, 0, 162.274, 162.275, 162.274, 162.274, 162.274, 162.274, 162.274, 162.274, 162.274, 162.274, 162.274, 162.274, 162.274
8.90468, 164.806, 162.193, 162.192, 12.9154, 2.61374, 162.192, 0, 162.192, 162.193, 162.192, 162.192, 162.192, 162.192, 162.192, 162.192, 162.192, 162.192, 162.192, 162.192, 162.192
8.913, 165.046, 162.111, 162.111, 12.9246, 2.93433, 162.111, 0, 162.111, 162.111, 162.111, 162.111, 162.111, 162.111, 162.111, 162.111, 162.111, 162.111, 162.111, 162.111, 162.111
8.92132, 166.373, 162.029, 162.029, 12.9759, 4.34357, 162.029, 0, 162.029, 162.029, 162.029, 162.029, 162.029, 162.029, 162.029, 162.029, 162.029, 162.029, 162.029, 162.029, 162.029
8.92964, 156.918, 161.947, 161.947, 12.6063, -5.02962, 161.947, 0, 161.947, 161.947, 161.947, 161.947, 161.947, 161.947, 161.947, 161.947, 161.947, 161.947, 161.947, 161.947, 161.947
8.93796, 143.514, 161.866, 161.866, 12.0629, -18.352, 161.866, 0, 161.866, 161.866, 161.866, 161.866, 161.866, 161.866, 161.866, 161.866, 161.866, 161.866, 161.866, 161.866, 161.866
8.94629, 165.583, 161.785, 161.784, 12.9454, 3.79829, 161.784, 0, 161.785, 161.785, 161.784, 161.784, 161.784, 161.784, 161.784, 161.784, 161.784, 161.784, 161.784, 161.784, 161.784
8.95461, 153.567, 161.703, 161.703, 12.4727, -8.13574, 161.703, 0, 161.703, 161.703, 161.703, 161.703, 161.703, 161.703, 161.703, 161.703, 161.703, 161.703, 161.703, 161.703, 161.703
8.96293, 175.27, 161.672, 161.672, 13.3143, 13.5981, 161.672, 0, 161.672, 161.672, 161.672, 161.672, 161.672, 161.672, 161.672, 161.672, 161.672, 161.672, 161.672, 161.672, 161.672
8.97125, 160.011, 161.64, 161.64, 12.7283, -1.6293, 161.64, 0, 161.64, 161.64, 161.64, 161.64, 161.64, 161.64, 161.64, 161.64, 161.64, 161.64, 161.64, 161.64, 161.64
8.97958, 167.801, 161.608, 161.608, 13.0308, 6.19316, 161.608, 0, 161.608, 161.608, 161.608, 161.608, 161.608, 161.608, 161.608, 161.608, 161.608, 161.608, 161.608, 161.608, 161.608
8.9879, 164.583, 161.577, 161.577, 12.9067, 3.00598, 161.577, 0, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577, 161.577
8.99622, 160.064, 161.545, 161.545, 12.7304, -1.48175, 161.545, 0, 161.545, 161.545, 161.545, 161.545, 161.545, 161.545, 161.545, 161.545, 161.545, 161.545, 161.545, 161.545, 161.545
9.00454, 175.85, 161.513, 161.513, 13.336, 14.3366, 161.513, 0, 161.513, 161.513, 161.513, 161.513, 161.513, 161.513, 161.513, 161.513, 161.513, 161.513, 161.513, 161.513, 161.513
9.01286, 170.391, 161.48, 161.48, 13.1298, 8.9108, 161.48, 0, 161.48, 161.48, 161.48, 161.48, 161.48, 161.48, 161.48, 161.48, 161.48, 161.48, 161.48, 161.48, 161.48
9.02119, 160.18, 161.446, 161.446, 12.735, -1.26564, 161.446, 0, 161.446, 161.446, 161.446, 161.446, 161.446, 161.446, 161.446, 161.446, 161.446, 161.446, 161.446, 161.446, 161.446
9.02951, 172.064, 161.412, 161.412, 13.1933, 10.6524, 161.412, 0, 161.412, 161.412, 161.412, 161.412, 161.412, 161.412, 161.412, 161.412, 161.412, 161.412, 161.412, 161.412, 161.412
9.03783, 152.209, 161.378, 161.378, 12.4181, -9.16902, 161.378, 0, 161.378, 161.378, 161.378, 161.378, 161.378, 161.378, 161.378, 161.378, 161.378, 161.378, 161.378, 161.378, 161.378
9.04615, 175.007, 161.344, 161.344, 13.3044, 13.6631, 161.344, 0, 161.344, 161.344, 161.344, 161.344, 161.344, 161.344, 161.344, 161.344, 161.344, 161.344, 161.344, 161.344, 161.344
9.05448, 166.248, 161.309, 161.309, 12.971, 4.93852, 161.309, 0, 161.309, 161.309, 161.309, 161.309, 161.309, 161.309, 161.309, 161.309, 161.309, 161.309, 161.309, 161.309, 161.309
9.0628, 187.457, 161.273, 161.273, 13.7643, 26.1846, 161.273, 0, 161.273, 161.273, 161.273, 161.273, 161.273, 161.273, 161.273, 161.273, 161.273, 161.273, 161.273, 161.273, 161.273
9.07112, 178.542, 161.235, 161.235, 13.4366, 17.3071, 161.235, 0, 161.235, 161.235, 161.235, 161.235, 161.235, 161.235, 161.235, 161.235, 161.235, 161.235, 161.235, 161.235, 161.235
9.07944, 165.853, 161.198, 161.198, 12.9558, 4.65538, 161.198, 0, 161.198, 161.198, 161.198, 161.198, 161.198, 161.198, 161.198, 161.198, 161.198, 161.198, 161.198, 161.198, 161.198
9.08776, 190.165, 161.161, 161.16, 13.8624, 29.0043, 161.16, 0, 161.161, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16, 161.16
9.09609, 187.774, 161.123, 161.123, 13.7758, 26.6509, 161.123, 0, 161.123, 161.123, 161.123, 161.123, 161.123, 161.123, 161.123, 161.123, 161.123, 161.123, 161.123, 161.123, 161.123
9.10441, 165.087, 161.084, 161.083, 12.9262, 4.00352, 161.083, 0, 161.084, 161.084, 161.083, 161.083, 161.083, 161.083, 161.083, 161.083, 161.083, 161.083, 161.083, 161.083, 161.083
9.11273, 157.113, 161.042, 161.042, 12.614, -3.92894, 161.042, 0, 161.042, 161.042, 161.042, 161.042, 161.042, 161.042, 161.042, 161.042, 161.042, 161.042, 161.042, 161.042, 161.042
9.12105, 172.287, 161, 161, 13.2018, 11.2871, 161, 0, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161, 161
9.12938, 169.005, 160.958, 160.958, 13.0769, 8.04698, 160.958, 0, 160.958, 160.958, 160.958, 160.958, 160.958, 160.958, 160.958, 160.958, 160.958, 160.958, 160.958, 160.958, 160.958
9.1377, 185.161, 160.916, 160.916, 13.6807, 24.2454, 160.916, 0, 160.916, 160.916, 160.916, 160.916, 160.916, 160.916, 160.916, 160.916, 160.916, 160.916, 160.916, 160.916, 160.916
9.14602, 166.34, 160.873, 160.873, 12.9746, 5.46681, 160.873, 0, 160.873, 160.873, 160.873, 160.873, 160.873, 160.873, 160.873, 160.873, 160.873, 160.873, 160.873, 160.873, 160.873
9.15434, 190.782, 160.828, 160.828, 13.8846, 29.9531, 160.828, 0, 160.828, 160.828, 160.828, 160.828, 160.828, 160.828, 160.828, 160.828, 160.828, 160.828, 160.828, 160.828, 160.828
9.16267, 171.19, 160.781, 160.781, 13.1602, 10.4089, 160.781, 0, 160.781, 160.781, 160.781, 160.781, 160.781, 160.781, 160.781, 160.781, 160.781, 160.781, 160.781, 160.781, 160.781
9.17099, 164.322, 160.733, 160.733, 12.8966, 3.58841, 160.733, 0, 160.733, 160.733, 160.733, 160.733, 160.733, 160.733, 160.733, 160.733, 160.733, 160.733, 160.733, 160.733, 160.733
9.17931, 161.809, 160.685, 160.685, 12.7988, 1.12395, 160.685, 0, 160.685, 160.685, 160.685, 160.685, 160.685, 160.685, 160.685, 160.685, 160.685, 160.685, 160.685, 160.685, 160.685
9.18763, 171.296, 160.637, 160.637, 13.1642, 10.6596, 160.637, 0, 160.637, 160.637, 160.637, 160.637, 160.637, 160.637, 160.637, 160.637, 160.637, 160.637, 160.637, 160.637, 160.637
9.19595, 173.265, 160.587, 160.587, 13.2388, 12.6775, 160.587, 0, 160.587, 160.587, 160.587, 160.587, 160.587, 160.587, 160.587, 160.587, 160.587, 160.587, 160.587, 160.587, 160.587
9.20428, 170.767, 160.535, 160.535, 13.1441, 10.2317, 160.535, 0, 160.535, 160.535, 160.535, 160.535, 160.535, 160.535, 160.535, 160.535, 160.535, 160.535, 160.535, 160.535, 160.535
9.2126, 165.421, 160.481, 160.481, 12.9391, 4.94003, 160.481, 0, 160.481, 160.481, 160.481, 160.481, 160.481, 160.481, 160.481, 160.481, 160.481, 160.481, 160.481, 160.481, 160.481
9.22092, 166.846, 160.426, 160.426, 12.9941, 6.41995, 160.426, 0, 160.426, 160.426, 160.426, 160.426, 160.426, 160.426, 160.426, 160.426, 160.426, 160.426, 160.426, 160.426, 160.426
9.22924, 166.701, 160.371, 160.37, 12.9885, 6.33054, 160.37, 0, 160.371, 160.371, 160.37, 160.37, 160.37, 160.37, 160.37, 160.37, 160.37, 160.37, 160.37, 160.37, 160.37
9.23756, 155.397, 160.315, 160.315, 12.5458, -4.91806, 160.315, 0, 160.315, 160.315, 160.315, 160.315, 160.315, 160.315, 160.315, 160.315, 160.315, 160.315, 160.315, 160.315, 160.315
9.24589, 163.137, 160.257, 160.257, 12.8506, 2.87996, 160.257, 0, 160.257, 160.257, 160.257, 160.257, 160.257, 160.257, 160.257, 160.257, 160.257, 160.257, 160.257, 160.257, 160.257
9.25421, 174.22, 160.197, 160.197, 13.2748, 14.0235, 160.197, 0, 160.197, 160.197, 160.197, 160.197, 160.197, 160.197, 160.197, 160.197, 160.197, 160.197, 160.197, 160.197, 160.197
9.26253, 161.365, 160.134, 160.134, 12.7814, 1.23045, 160.134, 0, 160.134, 160.134, 160.134, 160.134, 160.134, 160.134, 160.134, 160.134, 160.134, 160.134, 160.134, 160.134, 160.134
9.27085, 160.409, 160.07, 160.07, 12.744, 0.338974, 160.07, 0, 160.07, 160.07, 160.07, 160.07, 160.07, 160.07, 160.07, 160.07, 160.07, 160.07, 160.07, 160.07, 160.07
9.27917, 143.14, 160.007, 160.006, 12.0474, -16.8663, 160.006, 0, 160.006, 160.007, 160.006, 160.006, 160.006, 160.006, 160.006, 160.006, 160.006, 160.006, 160.006, 160.006, 160.006
9.2875, 171.35, 159.942, 159.942, 13.1663, 11.4084, 159.942, 0, 159.942, 159.942, 159.942, 159.942, 159.942, 159.942, 159.942, 159.942, 159.942, 159.942, 159.942, 159.942, 159.942
9.29582, 155.787, 159.875, 159.875, 12.5613, -4.08797, 159.875, 0, 159.875, 159.875, 159.875, 159.875, 159.875, 159.875, 159.875, 159.875, 159.875, 159.875, 159.875, 159.875, 159.875
9.30414, 175.787, 159.805, 159.805, 13.3337, 15.982, 159.805, 0, 159.805, 159.805, 159.805, 159.805, 159.805, 159.805, 159.805, 159.805, 159.805, 159.805, 159.805, 159.805, 159.805
9.31246, 159.498, 159.732, 159.732, 12.7082, -0.234116, 159.732, 0, 159.732, 159.732, 159.732, 159.732, 159.732, 159.732, 159.732, 159.732, 159.732, 159.732, 159.732, 159.732, 159.732
9.32079, 155.259, 159.659, 159.659, 12.5403, -4.40021, 159.659, 0, 159.659, 159.659, 159.659, 159.659, 159.659, 159.659, 159.659, 159.659, 159.659, 159.659, 159.659, 159.659, 159.659
9.32911, 152.878, 159.585, 159.584, 12.445, -6.70679, 159.584, 0, 159.585, 159.585, 159.584, 159.584, 159.584, 159.584, 159.584, 159.584, 159.584, 159.584, 159.584, 159.584, 159.584
9.33743, 168.452, 159.51, 159.509, 13.0557, 8.94203, 159.509, 0, 159.509, 159.51, 159.509, 159.509, 159.509, 159.509, 159.509, 159.509, 159.509, 159.509, 159.509, 159.509, 159.509
9.34575, 168.783, 159.433, 159.432, 13.0684, 9.35005, 159.432, 0, 159.432, 159.433, 159.432, 159.432, 159.432, 159.432, 159.432, 159.432, 159.432, 159.432, 159.432, 159.432, 159.432
9.35408, 173.295, 159.353, 159.351, 13.2399, 13.9419, 159.351, 0, 159.351, 159.353, 159.351, 159.351, 159.351, 159.351, 159.351, 159.351, 159.351, 159.351, 159.351, 159.351, 159.351
9.3624, 173.633, 159.271, 159.267, 13.2527, 14.3628, 159.267, 0, 159.267, 159.27, 159.267, 159.267, 159.267, 159.267, 159.267, 159.267, 159.267, 159.267, 159.267, 159.267, 159.267
9.37072, 176.999, 159.188, 159.182, 13.3791, 17.8116, 159.182, 0, 159.182, 159.188, 159.182, 159.182, 159.182, 159.182, 159.182, 159.182, 159.182, 159.182, 159.182, 159.182, 159.182
9.37904, 158.59, 159.105, 159.097, 12.6724, -0.515686, 159.097, 0, 159.097, 159.105, 159.097, 159.097, 159.097, 159.097, 159.097, 159.097, 159.097, 159.097, 159.097, 159.097, 159.097
9.38736, 178.947, 159.023, 159.009, 13.4516, 19.924, 159.009, 0, 159.01, 159.022, 159.009, 159.009, 159.009, 159.009, 159.009, 159.009, 159.009, 159.009, 159.009, 159.009, 159.009
9.39569, 189.51, 158.939, 158.919, 13.8387, 30.5712, 158.919, 0, 158.92, 158.939, 158.919, 158.919, 158.919, 158.919, 158.919, 158.919, 158.919, 158.919, 158.919, 158.919, 158.919
9.40401, 171.32, 158.855, 158.826, 13.1651, 12.4652, 158.826, 0, 158.826, 158.854, 158.826, 158.826, 158.826, 158.826, 158.826, 158.826, 158.826, 158.826, 158.826, 158.826, 158.826
9.41233, 156.45, 158.771, 158.73, 12.5877, -2.32156, 158.73, 0, 158.731, 158.771, 158.73, 158.73, 158.73, 158.73, 158.73, 158.73, 158.73, 158.73, 158.73, 158.73, 158.73
9.42065, 188.336, 158.691, 158.633, 13.7962, 29.6447, 158.633, 0, 158.634, 158.691, 158.633, 158.633, 158.633, 158.633, 158.633, 158.633, 158.633, 158.633, 158.633, 158.633, 158.633
9.42897, 169.231, 158.615, 158.535, 13.0855, 10.6167, 158.535, 0, 158.535, 158.614, 158.535, 158.535, 158.535, 158.535, 158.535, 158.535, 158.535, 158.535, 158.535, 158.535, 158.535
9.4373, 174.046, 158.543, 158.435, 13.2682, 15.5035, 158.435, 0, 158.435, 158.543, 158.435, 158.435, 158.435, 158.435, 158.435, 158.435, 158.435, 158.435, 158.435, 158.435, 158.435
9.44562, 152.823, 158.475, 158.331, 12.4428, -5.65207, 158.331, 0, 158.331, 158.475, 158.331, 158.331, 158.331, 158.331, 158.331, 158.331, 158.331, 158.331, 158.331, 158.331, 158.331
9.45394, 174.008, 158.413, 158.225, 13.2668, 15.5948, 158.225, 0, 158.225, 158.413, 158.225, 158.225, 158.225, 158.225, 158.225, 158.225, 158.225, 158.225, 158.225, 158.225, 158.225
9.46226, 175.755, 158.358, 158.116, 13.3325, 17.3966, 158.116, 0, 158.116, 158.358, 158.116, 158.116, 158.116, 158.116, 158.116, 158.116, 158.116, 158.116, 158.116, 158.116, 158.116
9.47058, 168.971, 158.312, 158.005, 13.0756, 10.6589, 158.005, 0, 158.006, 158.312, 158.005, 158.005, 158.005, 158.005, 158.005, 158.005, 158.005, 158.005, 158.005, 158.005, 158.005
9.47891, 159.397, 158.273, 157.893, 12.7042, 1.12465, 157.893, 0, 157.893, 158.273, 157.893, 157.893, 157.893, 157.893, 157.893, 157.893, 157.893, 157.893, 157.893, 157.893, 157.893
9.48723, 152.975, 158.241, 157.779, 12.4489, -5.2653, 157.779, 0, 157.779, 158.24, 157.779, 157.779, 157.779, 157.779, 157.779, 157.779, 157.779, 157.779, 157.779, 157.779, 157.779
9.49555, 163.114, 158.213, 157.661, 12.8497, 4.90105, 157.661, 0, 157.661, 158.213, 157.661, 157.661, 157.661, 157.661, 157.661, 157.661, 157.661, 157.661, 157.661, 157.661, 157.661
9.50387, 184.139, 158.187, 157.54, 13.6433, 25.9517, 157.54, 0, 157.54, 158.187, 157.54, 157.54, 157.54, 157.54, 157.54, 157.54, 157.54, 157.54, 157.54, 157.54, 157.54
9.5122, 150.836, 158.162, 157.416, 12.3627, -7.32582, 157.416, 0, 157.417, 158.162, 157.416, 157.416, 157.416, 157.416, 157.416, 157.416, 157.416, 157.416, 157.416, 157.416, 157.416
9.52052, 181.575, 158.135, 157.292, 13.549, 23.4397, 157.292, 0, 157.292, 158.135, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292
9.52884, 185.996, 158.102, 157.165, 13.7111, 27.8939, 157.165, 0, 157.165, 158.102, 157.165, 157.165, 157.165, 157.165, 157.165, 157.165, 157.165, 157.165, 157.165, 157.165, 157.165
9.53716, 162.926, 158.057, 157.035, 12.8424, 4.86945, 157.035, 0, 157.035, 158.057, 157.035, 157.035, 157.035, 157.035, 157.035, 157.035, 157.035, 157.035, 157.035, 157.035, 157.035
9.54548, 185.488, 157.997, 156.902, 13.6926, 27.4914, 156.902, 0, 156.902, 157.997, 156.902, 156.902, 156.902, 156.902, 156.902, 156.902, 156.902, 156.902, 156.902, 156.902, 156.902
