   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_24.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
8.43691, 160.569, 157.135, 156.982, 12.7502, 3.43364, 156.982, 0, 156.982, 156.999, 157.118, 156.982, 156.982, 156.982, 156.982, 156.982, 156.982, 156.982, 156.982, 156.982, 156.982, 156.982, 156.982, 156.982
8.4452, 153.105, 157.158, 157.045, 12.4541, -4.05287, 157.045, 0, 157.045, 157.072, 157.131, 157.045, 157.045, 157.045, 157.045, 157.045, 157.045, 157.045, 157.045, 157.045, 157.045, 157.045, 157.045, 157.045
8.45348, 165.855, 157.203, 157.107, 12.9559, 8.65218, 157.107, 0, 157.107, 157.149, 157.161, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107
8.46177, 171.105, 157.268, 157.169, 13.157, 13.8373, 157.169, 0, 157.169, 157.235, 157.202, 157.169, 157.169, 157.169, 157.169, 157.169, 157.169, 157.169, 157.169, 157.169, 157.169, 157.169, 157.169, 157.169
8.47006, 162.982, 157.353, 157.231, 12.8445, 5.62849, 157.231, 0, 157.231, 157.334, 157.251, 157.231, 157.231, 157.231, 157.231, 157.231, 157.231, 157.231, 157.231, 157.231, 157.231, 157.231, 157.231, 157.231
8.47835, 151.937, 157.46, 157.292, 12.4071, -5.52318, 157.292, 0, 157.292, 157.449, 157.304, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292, 157.292
8.48663, 168.314, 157.594, 157.351, 13.0504, 10.7205, 157.351, 0, 157.351, 157.587, 157.358, 157.351, 157.351, 157.351, 157.351, 157.351, 157.351, 157.351, 157.351, 157.351, 157.351, 157.351, 157.351, 157.351
8.49492, 153.627, 157.761, 157.41, 12.4751, -4.1333, 157.41, 0, 157.41, 157.757, 157.414, 157.41, 157.41, 157.41, 157.41, 157.41, 157.41, 157.41, 157.41, 157.41, 157.41, 157.41, 157.41, 157.41
8.50321, 176.281, 157.971, 157.468, 13.3522, 18.3101, 157.468, 0, 157.468, 157.968, 157.47, 157.468, 157.468, 157.468, 157.468, 157.468, 157.468, 157.468, 157.468, 157.468, 157.468, 157.468, 157.468, 157.468
8.5115, 171.697, 158.234, 157.525, 13.1794, 13.4631, 157.525, 0, 157.525, 158.232, 157.526, 157.525, 157.525, 157.525, 157.525, 157.525, 157.525, 157.525, 157.525, 157.525, 157.525, 157.525, 157.525, 157.525
8.51978, 151.587, 158.56, 157.582, 12.393, -6.97354, 157.582, 0, 157.582, 158.559, 157.582, 157.582, 157.582, 157.582, 157.582, 157.582, 157.582, 157.582, 157.582, 157.582, 157.582, 157.582, 157.582, 157.582
8.52807, 165.664, 158.96, 157.637, 12.9485, 6.70459, 157.637, 0, 157.637, 158.959, 157.637, 157.637, 157.637, 157.637, 157.637, 157.637, 157.637, 157.637, 157.637, 157.637, 157.637, 157.637, 157.637, 157.637
8.53636, 150.154, 159.44, 157.692, 12.3351, -9.28632, 157.692, 0, 157.692, 159.44, 157.692, 157.692, 157.692, 157.692, 157.692, 157.692, 157.692, 157.692, 157.692, 157.692, 157.692, 157.692, 157.692, 157.692
8.54465, 169.245, 160.006, 157.745, 13.0861, 9.23878, 157.745, 0, 157.745, 160.006, 157.745, 157.745, 157.745, 157.745, 157.745, 157.745, 157.745, 157.745, 157.745, 157.745, 157.745, 157.745, 157.745, 157.745
8.55293, 177.09, 160.657, 157.798, 13.3824, 16.4326, 157.798, 0, 157.798, 160.657, 157.798, 157.798, 157.798, 157.798, 157.798, 157.798, 157.798, 157.798, 157.798, 157.798, 157.798, 157.798, 157.798, 157.798
8.56122, 162.414, 161.386, 157.85, 12.8224, 1.02806, 157.85, 0, 157.85, 161.386, 157.85, 157.85, 157.85, 157.85, 157.85, 157.85, 157.85, 157.85, 157.85, 157.85, 157.85, 157.85, 157.85, 157.85
8.56951, 167.477, 162.177, 157.901, 13.0183, 5.30032, 157.901, 0, 157.901, 162.177, 157.901, 157.901, 157.901, 157.901, 157.901, 157.901, 157.901, 157.901, 157.901, 157.901, 157.901, 157.901, 157.901, 157.901
8.5778, 158.817, 163.006, 157.95, 12.6814, -4.18881, 157.95, 0, 157.95, 163.006, 157.95, 157.95, 157.95, 157.95, 157.95, 157.95, 157.95, 157.95, 157.95, 157.95, 157.95, 157.95, 157.95, 157.95
8.58609, 168.426, 163.844, 157.997, 13.0547, 4.58209, 157.997, 0, 157.997, 163.844, 157.997, 157.997, 157.997, 157.997, 157.997, 157.997, 157.997, 157.997, 157.997, 157.997, 157.997, 157.997, 157.997, 157.997
8.59437, 156.786, 164.654, 158.042, 12.601, -7.86858, 158.042, 0, 158.042, 164.654, 158.042, 158.042, 158.042, 158.042, 158.042, 158.042, 158.042, 158.042, 158.042, 158.042, 158.042, 158.042, 158.042, 158.042
8.60266, 164.532, 165.397, 158.084, 12.9047, -0.864426, 158.084, 0, 158.084, 165.396, 158.084, 158.084, 158.084, 158.084, 158.084, 158.084, 158.084, 158.084, 158.084, 158.084, 158.084, 158.084, 158.084, 158.084
8.61095, 156.802, 166.032, 158.124, 12.6017, -9.23019, 158.124, 0, 158.124, 166.032, 158.124, 158.124, 158.124, 158.124, 158.124, 158.124, 158.124, 158.124, 158.124, 158.124, 158.124, 158.124, 158.124, 158.124
8.61924, 163.335, 166.525, 158.161, 12.8582, -3.18999, 158.161, 0, 158.161, 166.525, 158.161, 158.161, 158.161, 158.161, 158.161, 158.161, 158.161, 158.161, 158.161, 158.161, 158.161, 158.161, 158.161, 158.161
8.62752, 167.138, 166.845, 158.195, 13.0053, 0.293015, 158.195, 0, 158.195, 166.845, 158.195, 158.195, 158.195, 158.195, 158.195, 158.195, 158.195, 158.195, 158.195, 158.195, 158.195, 158.195, 158.195, 158.195
8.63581, 171.247, 166.975, 158.226, 13.1623, 4.27194, 158.226, 0, 158.226, 166.975, 158.226, 158.226, 158.226, 158.226, 158.226, 158.226, 158.226, 158.226, 158.226, 158.226, 158.226, 158.226, 158.226, 158.226
8.6441, 158.133, 166.909, 158.254, 12.6544, -8.77534, 158.254, 0, 158.254, 166.909, 158.254, 158.254, 158.254, 158.254, 158.254, 158.254, 158.254, 158.254, 158.254, 158.254, 158.254, 158.254, 158.254, 158.254
8.65239, 171.329, 166.651, 158.28, 13.1655, 4.67796, 158.28, 0, 158.28, 166.651, 158.28, 158.28, 158.28, 158.28, 158.28, 158.28, 158.28, 158.28, 158.28, 158.28, 158.28, 158.28, 158.28, 158.28
8.66067, 165.817, 166.222, 158.302, 12.9544, -0.40564, 158.302, 0, 158.302, 166.222, 158.302, 158.302, 158.302, 158.302, 158.302, 158.302, 158.302, 158.302, 158.302, 158.302, 158.302, 158.302, 158.302, 158.302
8.66896, 165.749, 165.65, 158.322, 12.9518, 0.0988464, 158.322, 0, 158.322, 165.65, 158.322, 158.322, 158.322, 158.322, 158.322, 158.322, 158.322, 158.322, 158.322, 158.322, 158.322, 158.322, 158.322, 158.322
8.67725, 156.371, 164.971, 158.341, 12.5846, -8.59927, 158.341, 0, 158.341, 164.97, 158.341, 158.341, 158.341, 158.341, 158.341, 158.341, 158.341, 158.341, 158.341, 158.341, 158.341, 158.341, 158.341, 158.341
8.68554, 150.045, 164.224, 158.357, 12.3306, -14.1793, 158.357, 0, 158.358, 164.224, 158.357, 158.357, 158.357, 158.357, 158.357, 158.357, 158.357, 158.357, 158.357, 158.357, 158.357, 158.357, 158.357, 158.357
8.69382, 165.338, 163.45, 158.373, 12.9359, 1.88759, 158.373, 0, 158.373, 163.45, 158.373, 158.373, 158.373, 158.373, 158.373, 158.373, 158.373, 158.373, 158.373, 158.373, 158.373, 158.373, 158.373, 158.373
8.70211, 154.963, 162.684, 158.388, 12.5285, -7.72145, 158.388, 0, 158.388, 162.684, 158.388, 158.388, 158.388, 158.388, 158.388, 158.388, 158.388, 158.388, 158.388, 158.388, 158.388, 158.388, 158.388, 158.388
8.7104, 158.974, 161.957, 158.401, 12.6875, -2.98341, 158.401, 0, 158.401, 161.957, 158.401, 158.401, 158.401, 158.401, 158.401, 158.401, 158.401, 158.401, 158.401, 158.401, 158.401, 158.401, 158.401, 158.401
8.71869, 171.44, 161.291, 158.412, 13.1697, 10.1495, 158.412, 0, 158.412, 161.291, 158.412, 158.412, 158.412, 158.412, 158.412, 158.412, 158.412, 158.412, 158.412, 158.412, 158.412, 158.412, 158.412, 158.412
8.72697, 159.183, 160.701, 158.422, 12.6958, -1.51768, 158.422, 0, 158.422, 160.701, 158.422, 158.422, 158.422, 158.422, 158.422, 158.422, 158.422, 158.422, 158.422, 158.422, 158.422, 158.422, 158.422, 158.422
8.73526, 148.096, 160.195, 158.431, 12.2514, -12.0995, 158.431, 0, 158.431, 160.195, 158.431, 158.431, 158.431, 158.431, 158.431, 158.431, 158.431, 158.431, 158.431, 158.431, 158.431, 158.431, 158.431, 158.431
8.74355, 152.002, 159.775, 158.44, 12.4097, -7.77373, 158.44, 0, 158.44, 159.775, 158.44, 158.44, 158.44, 158.44, 158.44, 158.44, 158.44, 158.44, 158.44, 158.44, 158.44, 158.44, 158.44, 158.44
8.75184, 165.659, 159.437, 158.447, 12.9483, 6.22247, 158.447, 0, 158.448, 159.437, 158.447, 158.447, 158.447, 158.447, 158.447, 158.447, 158.447, 158.447, 158.447, 158.447, 158.447, 158.447, 158.447, 158.447
8.76013, 175.984, 159.171, 158.455, 13.3411, 16.813, 158.455, 0, 158.455, 159.171, 158.455, 158.455, 158.455, 158.455, 158.455, 158.455, 158.455, 158.455, 158.455, 158.455, 158.455, 158.455, 158.455, 158.455
8.76841, 168.846, 158.968, 158.46, 13.0708, 9.87856, 158.46, 0, 158.46, 158.968, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46
8.7767, 167.708, 158.816, 158.464, 13.0272, 8.89169, 158.464, 0, 158.464, 158.816, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464
8.78499, 158.203, 158.705, 158.467, 12.6571, -0.502289, 158.467, 0, 158.467, 158.705, 158.467, 158.467, 158.467, 158.467, 158.467, 158.467, 158.467, 158.467, 158.467, 158.467, 158.467, 158.467, 158.467, 158.467
8.79328, 166.216, 158.627, 158.469, 12.9698, 7.58948, 158.469, 0, 158.469, 158.627, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469
8.80156, 153.198, 158.573, 158.471, 12.4578, -5.37537, 158.471, 0, 158.471, 158.573, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471
8.80985, 168.632, 158.536, 158.472, 13.0626, 10.0955, 158.472, 0, 158.472, 158.536, 158.472, 158.472, 158.472, 158.472, 158.472, 158.472, 158.472, 158.472, 158.472, 158.472, 158.472, 158.472, 158.472, 158.472
8.81814, 151.532, 158.511, 158.471, 12.3908, -6.979, 158.471, 0, 158.471, 158.511, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471, 158.471
8.82643, 166.298, 158.493, 158.469, 12.973, 7.80536, 158.469, 0, 158.469, 158.493, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469, 158.469
8.83471, 138.643, 158.479, 158.464, 11.8593, -19.8362, 158.464, 0, 158.465, 158.479, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464, 158.464
8.843, 159.639, 158.468, 158.46, 12.7137, 1.17101, 158.46, 0, 158.46, 158.468, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46, 158.46
8.85129, 159.767, 158.459, 158.454, 12.7188, 1.308, 158.454, 0, 158.454, 158.459, 158.454, 158.454, 158.454, 158.454, 158.454, 158.454, 158.454, 158.454, 158.454, 158.454, 158.454, 158.454, 158.454, 158.454
8.85958, 170.9, 158.451, 158.449, 13.1492, 12.4489, 158.449, 0, 158.449, 158.451, 158.449, 158.449, 158.449, 158.449, 158.449, 158.449, 158.449, 158.449, 158.449, 158.449, 158.449, 158.449, 158.449, 158.449
8.86786, 160.547, 158.443, 158.441, 12.7494, 2.10429, 158.441, 0, 158.441, 158.443, 158.441, 158.441, 158.441, 158.441, 158.441, 158.441, 158.441, 158.441, 158.441, 158.441, 158.441, 158.441, 158.441, 158.441
8.87615, 169.206, 158.433, 158.432, 13.0846, 10.7732, 158.432, 0, 158.432, 158.432, 158.432, 158.432, 158.432, 158.432, 158.432, 158.432, 158.432, 158.432, 158.432, 158.432, 158.432, 158.432, 158.432, 158.432
8.88444, 157.523, 158.421, 158.42, 12.6302, -0.897583, 158.42, 0, 158.42, 158.421, 158.42, 158.42, 158.42, 158.42, 158.42, 158.42, 158.42, 158.42, 158.42, 158.42, 158.42, 158.42, 158.42, 158.42
8.89273, 153.35, 158.408, 158.408, 12.4639, -5.05849, 158.408, 0, 158.408, 158.408, 158.408, 158.408, 158.408, 158.408, 158.408, 158.408, 158.408, 158.408, 158.408, 158.408, 158.408, 158.408, 158.408, 158.408
8.90101, 165.371, 158.395, 158.395, 12.9372, 6.97508, 158.395, 0, 158.395, 158.395, 158.395, 158.395, 158.395, 158.395, 158.395, 158.395, 158.395, 158.395, 158.395, 158.395, 158.395, 158.395, 158.395, 158.395
8.9093, 166.233, 158.382, 158.382, 12.9705, 7.85144, 158.382, 0, 158.382, 158.382, 158.382, 158.382, 158.382, 158.382, 158.382, 158.382, 158.382, 158.382, 158.382, 158.382, 158.382, 158.382, 158.382, 158.382
8.91759, 148.692, 158.367, 158.367, 12.2757, -9.67511, 158.367, 0, 158.367, 158.367, 158.367, 158.367, 158.367, 158.367, 158.367, 158.367, 158.367, 158.367, 158.367, 158.367, 158.367, 158.367, 158.367, 158.367
8.92588, 173.435, 158.35, 158.349, 13.2452, 15.0854, 158.349, 0, 158.35, 158.35, 158.349, 158.349, 158.349, 158.349, 158.349, 158.349, 158.349, 158.349, 158.349, 158.349, 158.349, 158.349, 158.349, 158.349
8.93417, 157.267, 158.33, 158.33, 12.6201, -1.06282, 158.33, 0, 158.33, 158.33, 158.33, 158.33, 158.33, 158.33, 158.33, 158.33, 158.33, 158.33, 158.33, 158.33, 158.33, 158.33, 158.33, 158.33
8.94245, 145.142, 158.309, 158.309, 12.1302, -13.1677, 158.309, 0, 158.309, 158.309, 158.309, 158.309, 158.309, 158.309, 158.309, 158.309, 158.309, 158.309, 158.309, 158.309, 158.309, 158.309, 158.309, 158.309
8.95074, 161.05, 158.289, 158.289, 12.7691, 2.76146, 158.289, 0, 158.289, 158.289, 158.289, 158.289, 158.289, 158.289, 158.289, 158.289, 158.289, 158.289, 158.289, 158.289, 158.289, 158.289, 158.289, 158.289
8.95903, 157.157, 158.267, 158.267, 12.6157, -1.11055, 158.267, 0, 158.267, 158.267, 158.267, 158.267, 158.267, 158.267, 158.267, 158.267, 158.267, 158.267, 158.267, 158.267, 158.267, 158.267, 158.267, 158.267
8.96732, 177.947, 158.244, 158.244, 13.4144, 19.7031, 158.244, 0, 158.244, 158.244, 158.244, 158.244, 158.244, 158.244, 158.244, 158.244, 158.244, 158.244, 158.244, 158.244, 158.244, 158.244, 158.244, 158.244
8.9756, 166.21, 158.218, 158.218, 12.9696, 7.99249, 158.218, 0, 158.218, 158.218, 158.218, 158.218, 158.218, 158.218, 158.218, 158.218, 158.218, 158.218, 158.218, 158.218, 158.218, 158.218, 158.218, 158.218
8.98389, 154.173, 158.189, 158.189, 12.4969, -4.01656, 158.189, 0, 158.189, 158.189, 158.189, 158.189, 158.189, 158.189, 158.189, 158.189, 158.189, 158.189, 158.189, 158.189, 158.189, 158.189, 158.189, 158.189
8.99218, 162.252, 158.16, 158.16, 12.8161, 4.09204, 158.16, 0, 158.16, 158.16, 158.16, 158.16, 158.16, 158.16, 158.16, 158.16, 158.16, 158.16, 158.16, 158.16, 158.16, 158.16, 158.16, 158.16
9.00047, 151.119, 158.13, 158.13, 12.3741, -7.01083, 158.13, 0, 158.13, 158.13, 158.13, 158.13, 158.13, 158.13, 158.13, 158.13, 158.13, 158.13, 158.13, 158.13, 158.13, 158.13, 158.13, 158.13
9.00875, 169.622, 158.099, 158.099, 13.1005, 11.5228, 158.099, 0, 158.099, 158.099, 158.099, 158.099, 158.099, 158.099, 158.099, 158.099, 158.099, 158.099, 158.099, 158.099, 158.099, 158.099, 158.099, 158.099
9.01704, 183.165, 158.067, 158.067, 13.6075, 25.0978, 158.067, 0, 158.067, 158.067, 158.067, 158.067, 158.067, 158.067, 158.067, 158.067, 158.067, 158.067, 158.067, 158.067, 158.067, 158.067, 158.067, 158.067
9.02533, 164.18, 158.032, 158.031, 12.8911, 6.1481, 158.031, 0, 158.032, 158.032, 158.031, 158.031, 158.031, 158.031, 158.031, 158.031, 158.031, 158.031, 158.031, 158.031, 158.031, 158.031, 158.031, 158.031
9.03362, 156.301, 157.994, 157.993, 12.5818, -1.69273, 157.993, 0, 157.994, 157.994, 157.993, 157.993, 157.993, 157.993, 157.993, 157.993, 157.993, 157.993, 157.993, 157.993, 157.993, 157.993, 157.993, 157.993
9.04191, 176.945, 157.954, 157.954, 13.377, 18.9906, 157.954, 0, 157.954, 157.954, 157.954, 157.954, 157.954, 157.954, 157.954, 157.954, 157.954, 157.954, 157.954, 157.954, 157.954, 157.954, 157.954, 157.954
9.05019, 177.884, 157.915, 157.915, 13.4121, 19.9685, 157.915, 0, 157.915, 157.915, 157.915, 157.915, 157.915, 157.915, 157.915, 157.915, 157.915, 157.915, 157.915, 157.915, 157.915, 157.915, 157.915, 157.915
9.05848, 152.671, 157.875, 157.875, 12.4367, -5.20381, 157.875, 0, 157.875, 157.875, 157.875, 157.875, 157.875, 157.875, 157.875, 157.875, 157.875, 157.875, 157.875, 157.875, 157.875, 157.875, 157.875, 157.875
9.06677, 161.391, 157.832, 157.832, 12.7825, 3.55865, 157.832, 0, 157.832, 157.832, 157.832, 157.832, 157.832, 157.832, 157.832, 157.832, 157.832, 157.832, 157.832, 157.832, 157.832, 157.832, 157.832, 157.832
9.07506, 162.626, 157.787, 157.787, 12.8307, 4.83908, 157.787, 0, 157.787, 157.787, 157.787, 157.787, 157.787, 157.787, 157.787, 157.787, 157.787, 157.787, 157.787, 157.787, 157.787, 157.787, 157.787, 157.787
9.08334, 162.899, 157.739, 157.739, 12.8413, 5.16048, 157.739, 0, 157.739, 157.739, 157.739, 157.739, 157.739, 157.739, 157.739, 157.739, 157.739, 157.739, 157.739, 157.739, 157.739, 157.739, 157.739, 157.739
9.09163, 157.68, 157.689, 157.689, 12.6365, -0.00897217, 157.689, 0, 157.689, 157.689, 157.689, 157.689, 157.689, 157.689, 157.689, 157.689, 157.689, 157.689, 157.689, 157.689, 157.689, 157.689, 157.689, 157.689
9.09992, 169.208, 157.64, 157.639, 13.0846, 11.5679, 157.639, 0, 157.64, 157.64, 157.639, 157.639, 157.639, 157.639, 157.639, 157.639, 157.639, 157.639, 157.639, 157.639, 157.639, 157.639, 157.639, 157.639
9.10821, 157.726, 157.589, 157.589, 12.6383, 0.136887, 157.589, 0, 157.589, 157.589, 157.589, 157.589, 157.589, 157.589, 157.589, 157.589, 157.589, 157.589, 157.589, 157.589, 157.589, 157.589, 157.589, 157.589
9.11649, 170.431, 157.536, 157.536, 13.1313, 12.8945, 157.536, 0, 157.536, 157.536, 157.536, 157.536, 157.536, 157.536, 157.536, 157.536, 157.536, 157.536, 157.536, 157.536, 157.536, 157.536, 157.536, 157.536
9.12478, 160.29, 157.48, 157.48, 12.7393, 2.81012, 157.48, 0, 157.48, 157.48, 157.48, 157.48, 157.48, 157.48, 157.48, 157.48, 157.48, 157.48, 157.48, 157.48, 157.48, 157.48, 157.48, 157.48
9.13307, 157.278, 157.421, 157.421, 12.6205, -0.143326, 157.421, 0, 157.421, 157.421, 157.421, 157.421, 157.421, 157.421, 157.421, 157.421, 157.421, 157.421, 157.421, 157.421, 157.421, 157.421, 157.421, 157.421
9.14136, 145.305, 157.361, 157.36, 12.1369, -12.056, 157.36, 0, 157.36, 157.361, 157.36, 157.36, 157.36, 157.36, 157.36, 157.36, 157.36, 157.36, 157.36, 157.36, 157.36, 157.36, 157.36, 157.36
9.14964, 177.804, 157.3, 157.3, 13.4091, 20.5037, 157.3, 0, 157.3, 157.3, 157.3, 157.3, 157.3, 157.3, 157.3, 157.3, 157.3, 157.3, 157.3, 157.3, 157.3, 157.3, 157.3, 157.3
9.15793, 159.272, 157.238, 157.238, 12.6993, 2.03346, 157.238, 0, 157.238, 157.238, 157.238, 157.238, 157.238, 157.238, 157.238, 157.238, 157.238, 157.238, 157.238, 157.238, 157.238, 157.238, 157.238, 157.238
9.16622, 176.281, 157.174, 157.174, 13.3522, 19.1069, 157.174, 0, 157.174, 157.174, 157.174, 157.174, 157.174, 157.174, 157.174, 157.174, 157.174, 157.174, 157.174, 157.174, 157.174, 157.174, 157.174, 157.174
9.17451, 169.812, 157.107, 157.107, 13.1077, 12.7049, 157.107, 0, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107, 157.107
9.18279, 158.311, 157.037, 157.037, 12.6614, 1.2744, 157.037, 0, 157.037, 157.037, 157.037, 157.037, 157.037, 157.037, 157.037, 157.037, 157.037, 157.037, 157.037, 157.037, 157.037, 157.037, 157.037, 157.037
9.19108, 155.643, 156.965, 156.965, 12.5556, -1.32281, 156.965, 0, 156.965, 156.965, 156.965, 156.965, 156.965, 156.965, 156.965, 156.965, 156.965, 156.965, 156.965, 156.965, 156.965, 156.965, 156.965, 156.965
9.19937, 149.768, 156.893, 156.893, 12.3194, -7.12534, 156.893, 0, 156.893, 156.893, 156.893, 156.893, 156.893, 156.893, 156.893, 156.893, 156.893, 156.893, 156.893, 156.893, 156.893, 156.893, 156.893, 156.893
9.20766, 149.761, 156.82, 156.82, 12.3191, -7.05933, 156.82, 0, 156.82, 156.82, 156.82, 156.82, 156.82, 156.82, 156.82, 156.82, 156.82, 156.82, 156.82, 156.82, 156.82, 156.82, 156.82, 156.82
9.21595, 151.177, 156.745, 156.745, 12.3765, -5.56763, 156.745, 0, 156.745, 156.745, 156.745, 156.745, 156.745, 156.745, 156.745, 156.745, 156.745, 156.745, 156.745, 156.745, 156.745, 156.745, 156.745, 156.745
9.22423, 171.824, 156.666, 156.666, 13.1842, 15.1576, 156.666, 0, 156.666, 156.666, 156.666, 156.666, 156.666, 156.666, 156.666, 156.666, 156.666, 156.666, 156.666, 156.666, 156.666, 156.666, 156.666, 156.666
9.23252, 158.755, 156.584, 156.584, 12.6789, 2.1707, 156.584, 0, 156.584, 156.584, 156.584, 156.584, 156.584, 156.584, 156.584, 156.584, 156.584, 156.584, 156.584, 156.584, 156.584, 156.584, 156.584, 156.584
9.24081, 187.272, 156.501, 156.501, 13.7576, 30.771, 156.501, 0, 156.501, 156.501, 156.501, 156.501, 156.501, 156.501, 156.501, 156.501, 156.501, 156.501, 156.501, 156.501, 156.501, 156.501, 156.501, 156.501
9.2491, 165.538, 156.418, 156.418, 12.9436, 9.11972, 156.418, 0, 156.418, 156.418, 156.418, 156.418, 156.418, 156.418, 156.418, 156.418, 156.418, 156.418, 156.418, 156.418, 156.418, 156.418, 156.418, 156.418
9.25738, 170.952, 156.333, 156.333, 13.1511, 14.6192, 156.333, 0, 156.333, 156.333, 156.333, 156.333, 156.333, 156.333, 156.333, 156.333, 156.333, 156.333, 156.333, 156.333, 156.333, 156.333, 156.333, 156.333
9.26567, 176.113, 156.246, 156.246, 13.3459, 19.8668, 156.246, 0, 156.246, 156.246, 156.246, 156.246, 156.246, 156.246, 156.246, 156.246, 156.246, 156.246, 156.246, 156.246, 156.246, 156.246, 156.246, 156.246
9.27396, 160.796, 156.155, 156.155, 12.7592, 4.6407, 156.155, 0, 156.155, 156.155, 156.155, 156.155, 156.155, 156.155, 156.155, 156.155, 156.155, 156.155, 156.155, 156.155, 156.155, 156.155, 156.155, 156.155
9.28225, 153.947, 156.062, 156.062, 12.4879, -2.11517, 156.062, 0, 156.062, 156.062, 156.062, 156.062, 156.062, 156.062, 156.062, 156.062, 156.062, 156.062, 156.062, 156.062, 156.062, 156.062, 156.062, 156.062
9.29053, 162.44, 155.968, 155.968, 12.8234, 6.47244, 155.968, 0, 155.968, 155.968, 155.968, 155.968, 155.968, 155.968, 155.968, 155.968, 155.968, 155.968, 155.968, 155.968, 155.968, 155.968, 155.968, 155.968
9.29882, 165.602, 155.872, 155.872, 12.9461, 9.72917, 155.872, 0, 155.872, 155.872, 155.872, 155.872, 155.872, 155.872, 155.872, 155.872, 155.872, 155.872, 155.872, 155.872, 155.872, 155.872, 155.872, 155.872
9.30711, 176.693, 155.776, 155.775, 13.3676, 20.9178, 155.775, 0, 155.776, 155.776, 155.775, 155.775, 155.775, 155.775, 155.775, 155.775, 155.775, 155.775, 155.775, 155.775, 155.775, 155.775, 155.775, 155.775
9.3154, 159.295, 155.676, 155.676, 12.7002, 3.61838, 155.676, 0, 155.676, 155.676, 155.676, 155.676, 155.676, 155.676, 155.676, 155.676, 155.676, 155.676, 155.676, 155.676, 155.676, 155.676, 155.676, 155.676
9.32368, 163.843, 155.574, 155.574, 12.878, 8.26939, 155.574, 0, 155.574, 155.574, 155.574, 155.574, 155.574, 155.574, 155.574, 155.574, 155.574, 155.574, 155.574, 155.574, 155.574, 155.574, 155.574, 155.574
9.33197, 171.335, 155.47, 155.469, 13.1657, 15.8649, 155.469, 0, 155.469, 155.47, 155.469, 155.469, 155.469, 155.469, 155.469, 155.469, 155.469, 155.469, 155.469, 155.469, 155.469, 155.469, 155.469, 155.469
9.34026, 177.207, 155.364, 155.364, 13.3868, 21.8424, 155.364, 0, 155.364, 155.364, 155.364, 155.364, 155.364, 155.364, 155.364, 155.364, 155.364, 155.364, 155.364, 155.364, 155.364, 155.364, 155.364, 155.364
9.34855, 177.421, 155.257, 155.257, 13.3948, 22.1642, 155.257, 0, 155.257, 155.257, 155.257, 155.257, 155.257, 155.257, 155.257, 155.257, 155.257, 155.257, 155.257, 155.257, 155.257, 155.257, 155.257, 155.257
9.35684, 181.624, 155.148, 155.148, 13.5508, 26.4751, 155.148, 0, 155.148, 155.148, 155.148, 155.148, 155.148, 155.148, 155.148, 155.148, 155.148, 155.148, 155.148, 155.148, 155.148, 155.148, 155.148, 155.148
9.36512, 159.181, 155.038, 155.036, 12.6957, 4.14325, 155.036, 0, 155.036, 155.038, 155.036, 155.036, 155.036, 155.036, 155.036, 155.036, 155.036, 155.036, 155.036, 155.036, 155.036, 155.036, 155.036, 155.036
9.37341, 168.776, 154.925, 154.923, 13.0681, 13.8513, 154.923, 0, 154.923, 154.925, 154.923, 154.923, 154.923, 154.923, 154.923, 154.923, 154.923, 154.923, 154.923, 154.923, 154.923, 154.923, 154.923, 154.923
9.3817, 150.384, 154.811, 154.807, 12.3444, -4.42731, 154.807, 0, 154.807, 154.811, 154.807, 154.807, 154.807, 154.807, 154.807, 154.807, 154.807, 154.807, 154.807, 154.807, 154.807, 154.807, 154.807, 154.807
