   PIQUANT 0.0.0-main  ps__0661_0725638583_PTFE_shot_9.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.262597, 0, 2.77858e-09, 0, 1.41421, -2.77858e-09, 0, 0, 0, 0, 0, 0, 0, 0, 1.12212e-11, 0, 0, 6.76408e-14, 1.2273e-12, 2.76607e-09, 0, 0
0.270606, 0, 4.19832e-09, 3.95166e-43, 1.41421, -4.19832e-09, 3.95166e-43, 0, 3.95166e-43, 3.95166e-43, 3.95166e-43, 3.95166e-43, 3.95166e-43, 3.95166e-43, 1.69626e-11, 3.95166e-43, 3.95166e-43, 1.06422e-13, 1.95683e-12, 4.1793e-09, 3.95166e-43, 3.95166e-43
0.278614, 0, 6.30254e-09, 7.22509e-42, 1.41421, -6.30254e-09, 7.22509e-42, 0, 7.22509e-42, 7.22509e-42, 7.22509e-42, 7.22509e-42, 7.22509e-42, 7.22509e-42, 2.54787e-11, 7.22509e-42, 7.22509e-42, 1.66853e-13, 3.10623e-12, 6.27379e-09, 7.22509e-42, 7.22509e-42
0.286623, 0, 9.4007e-09, 1.11105e-40, 1.41421, -9.4007e-09, 1.11105e-40, 0, 1.11105e-40, 1.11105e-40, 1.11105e-40, 1.11105e-40, 1.11105e-40, 1.11105e-40, 3.80292e-11, 1.11105e-40, 1.11105e-40, 2.60794e-13, 4.90992e-12, 9.3575e-09, 1.11105e-40, 1.11105e-40
0.294632, 0, 1.39325e-08, 1.50622e-39, 1.41421, -1.39325e-08, 1.50622e-39, 0, 1.50622e-39, 1.50622e-39, 1.50622e-39, 1.50622e-39, 1.50622e-39, 1.50622e-39, 5.6408e-11, 1.50622e-39, 1.50622e-39, 4.06546e-13, 7.72963e-12, 1.38679e-08, 1.50622e-39, 1.50622e-39
0.302641, 0, 2.0518e-08, 1.82381e-38, 1.41421, -2.0518e-08, 1.82381e-38, 0, 1.82381e-38, 1.82381e-38, 1.82381e-38, 1.82381e-38, 1.82381e-38, 1.82381e-38, 8.31522e-11, 1.82381e-38, 1.82381e-38, 6.32357e-13, 1.2122e-11, 2.04221e-08, 1.82381e-38, 1.82381e-38
0.31065, 0, 3.00263e-08, 1.98595e-37, 1.41421, -3.00263e-08, 1.98595e-37, 0, 1.98595e-37, 1.98595e-37, 1.98595e-37, 1.98595e-37, 1.98595e-37, 1.98595e-37, 1.21829e-10, 1.98595e-37, 1.98595e-37, 9.81866e-13, 1.89416e-11, 2.98846e-08, 1.98595e-37, 1.98595e-37
0.318659, 0, 4.36664e-08, 1.95539e-36, 1.41421, -4.36664e-08, 1.95539e-36, 0, 1.95539e-36, 1.95539e-36, 1.95539e-36, 1.95539e-36, 1.95539e-36, 1.95539e-36, 1.77418e-10, 1.95539e-36, 1.95539e-36, 1.52253e-12, 2.94967e-11, 4.3458e-08, 1.95539e-36, 1.95539e-36
0.326668, 0, 6.31087e-08, 1.751e-35, 1.41421, -6.31087e-08, 1.751e-35, 0, 1.751e-35, 1.751e-35, 1.751e-35, 1.751e-35, 1.751e-35, 1.751e-35, 2.56834e-10, 1.751e-35, 1.751e-35, 2.35874e-12, 4.57863e-11, 6.28037e-08, 1.751e-35, 1.751e-35
0.334676, 0, 9.06463e-08, 1.43357e-34, 1.41421, -9.06463e-08, 1.43357e-34, 0, 1.43357e-34, 1.43357e-34, 1.43357e-34, 1.43357e-34, 1.43357e-34, 1.43357e-34, 3.69615e-10, 1.43357e-34, 1.43357e-34, 3.65219e-12, 7.08588e-11, 9.02021e-08, 1.43357e-34, 1.43357e-34
0.342685, 0, 1.29404e-07, 1.07828e-33, 1.41421, -1.29404e-07, 1.07828e-33, 0, 1.07828e-33, 1.07828e-33, 1.07828e-33, 1.07828e-33, 1.07828e-33, 1.07828e-33, 5.28843e-10, 1.07828e-33, 1.07828e-33, 5.6535e-12, 1.09352e-10, 1.2876e-07, 1.07828e-33, 1.07828e-33
0.350694, 0, 1.83615e-07, 7.72899e-33, 1.41421, -1.83615e-07, 7.72899e-33, 0, 7.72899e-33, 7.72899e-33, 7.72899e-33, 7.72899e-33, 7.72899e-33, 7.72899e-33, 7.52359e-10, 7.72899e-33, 7.72899e-33, 8.75128e-12, 1.68311e-10, 1.82685e-07, 7.72899e-33, 7.72899e-33
0.358703, 0, 2.5897e-07, 5.4251e-32, 1.41421, -2.5897e-07, 5.4251e-32, 0, 5.4251e-32, 5.4251e-32, 5.4251e-32, 5.4251e-32, 5.4251e-32, 5.4251e-32, 1.06435e-09, 5.4251e-32, 5.4251e-32, 1.3548e-11, 2.5841e-10, 2.57633e-07, 5.4251e-32, 5.4251e-32
0.366712, 0, 3.63074e-07, 3.57899e-31, 1.41421, -3.63074e-07, 3.57899e-31, 0, 3.57899e-31, 3.57899e-31, 3.57899e-31, 3.57899e-31, 3.57899e-31, 3.57899e-31, 1.49746e-09, 3.57899e-31, 3.57899e-31, 2.0977e-11, 3.95788e-10, 3.6116e-07, 3.57899e-31, 3.57899e-31
0.374721, 0, 5.06026e-07, 2.20068e-30, 1.41421, -5.06026e-07, 2.20068e-30, 0, 2.20068e-30, 2.20068e-30, 2.20068e-30, 2.20068e-30, 2.20068e-30, 2.20068e-30, 2.09546e-09, 2.20068e-30, 2.20068e-30, 3.24828e-11, 6.04788e-10, 5.03293e-07, 2.20068e-30, 2.20068e-30
0.38273, 0, 7.01139e-07, 1.26179e-29, 1.41421, -7.01139e-07, 1.26179e-29, 0, 1.26179e-29, 1.26179e-29, 1.26179e-29, 1.26179e-29, 1.26179e-29, 1.26179e-29, 2.91678e-09, 1.26179e-29, 1.26179e-29, 5.0296e-11, 9.22017e-10, 6.9725e-07, 1.26179e-29, 1.26179e-29
0.390739, 0, 9.65864e-07, 6.76517e-29, 1.41421, -9.65864e-07, 6.76517e-29, 0, 6.76517e-29, 6.76517e-29, 6.76517e-29, 6.76517e-29, 6.76517e-29, 6.76517e-29, 4.03907e-09, 6.76517e-29, 6.76517e-29, 7.78532e-11, 1.40236e-09, 9.60345e-07, 6.76517e-29, 6.76517e-29
0.398747, 0, 1.32293e-06, 3.40301e-28, 1.41421, -1.32293e-06, 3.40301e-28, 0, 3.40301e-28, 3.40301e-28, 3.40301e-28, 3.40301e-28, 3.40301e-28, 3.40301e-28, 5.56495e-09, 3.40301e-28, 3.40301e-28, 1.20432e-10, 2.12779e-09, 1.31511e-06, 3.40301e-28, 3.40301e-28
0.406756, 0, 1.80173e-06, 1.61126e-27, 1.41421, -1.80173e-06, 1.61126e-27, 0, 1.61126e-27, 1.61126e-27, 1.61126e-27, 1.61126e-27, 1.61126e-27, 1.61126e-27, 7.62949e-09, 1.61126e-27, 1.61126e-27, 1.86106e-10, 3.22029e-09, 1.7907e-06, 1.61126e-27, 1.61126e-27
0.414765, 0, 2.4401e-06, 7.20415e-27, 1.41421, -2.4401e-06, 7.20415e-27, 0, 7.20415e-27, 7.20415e-27, 7.20415e-27, 7.20415e-27, 7.20415e-27, 7.20415e-27, 1.04096e-08, 7.20415e-27, 7.20415e-27, 2.87171e-10, 4.8605e-09, 2.42454e-06, 7.20415e-27, 7.20415e-27
0.422774, 0, 3.28638e-06, 3.05104e-26, 1.41421, -3.28638e-06, 3.05104e-26, 0, 3.05104e-26, 3.05104e-26, 3.05104e-26, 3.05104e-26, 3.05104e-26, 3.05104e-26, 1.4136e-08, 3.05104e-26, 3.05104e-26, 4.42267e-10, 7.31462e-09, 3.26448e-06, 3.05104e-26, 3.05104e-26
0.430783, 0, 4.40199e-06, 1.22734e-25, 1.41421, -4.40199e-06, 1.22734e-25, 0, 1.22734e-25, 1.22734e-25, 1.22734e-25, 1.22734e-25, 1.22734e-25, 1.22734e-25, 1.91082e-08, 1.22734e-25, 1.22734e-25, 6.7949e-10, 1.09728e-08, 4.37123e-06, 1.22734e-25, 1.22734e-25
0.438792, 0, 5.8645e-06, 4.70229e-25, 1.41421, -5.8645e-06, 4.70229e-25, 0, 4.70229e-25, 4.70229e-25, 4.70229e-25, 4.70229e-25, 4.70229e-25, 4.70229e-25, 2.57135e-08, 4.70229e-25, 4.70229e-25, 1.04095e-09, 1.64034e-08, 5.82134e-06, 4.70229e-25, 4.70229e-25
0.446801, 0, 7.77134e-06, 1.72017e-24, 1.41421, -7.77134e-06, 1.72017e-24, 0, 1.72017e-24, 1.72017e-24, 1.72017e-24, 1.72017e-24, 1.72017e-24, 1.72017e-24, 3.44503e-08, 1.72017e-24, 1.72017e-24, 1.58937e-09, 2.44291e-08, 7.71087e-06, 1.72017e-24, 1.72017e-24
0.45481, 0, 1.02604e-05, 1.19367e-08, 1.41421, -1.02604e-05, 1.21677e-08, 1.19367e-08, 1.19372e-08, 1.19384e-08, 1.19398e-08, 1.20339e-08, 1.1942e-08, 1.22776e-08, 5.78964e-08, 1.19471e-08, 1.19369e-08, 1.4355e-08, 4.8172e-08, 1.01736e-05, 1.19367e-08, 1.3504e-08
0.462818, 0, 1.34831e-05, 3.83532e-08, 1.41421, -1.34831e-05, 3.89301e-08, 3.83532e-08, 3.83544e-08, 3.83573e-08, 3.83609e-08, 3.8596e-08, 3.83663e-08, 3.92048e-08, 9.94071e-08, 3.83791e-08, 3.83535e-08, 4.20163e-08, 9.18577e-08, 1.33592e-05, 3.83532e-08, 4.22688e-08
0.470827, 0, 1.76485e-05, 9.54658e-08, 1.41421, -1.76485e-05, 9.67764e-08, 9.54658e-08, 9.54686e-08, 9.54753e-08, 9.54834e-08, 9.60174e-08, 9.54956e-08, 9.74004e-08, 1.76236e-07, 9.55248e-08, 9.54665e-08, 1.0099e-07, 1.74096e-07, 1.74707e-05, 9.54658e-08, 1.04361e-07
0.478836, 0, 2.3026e-05, 2.16234e-07, 1.41421, -2.3026e-05, 2.19067e-07, 2.16234e-07, 2.1624e-07, 2.16254e-07, 2.16272e-07, 2.17426e-07, 2.16298e-07, 2.20416e-07, 3.2265e-07, 2.16361e-07, 2.16235e-07, 2.24523e-07, 3.31207e-07, 2.27686e-05, 2.16234e-07, 2.35464e-07
0.486845, 0, 2.99773e-05, 4.66359e-07, 1.41421, -2.99773e-05, 4.7229e-07, 4.66359e-07, 4.66371e-07, 4.66402e-07, 4.66438e-07, 4.68855e-07, 4.66493e-07, 4.75113e-07, 6.05999e-07, 4.66626e-07, 4.66362e-07, 4.78733e-07, 6.33602e-07, 2.96001e-05, 4.66359e-07, 5.06611e-07
0.494854, 0, 3.90021e-05, 9.74049e-07, 1.41421, -3.90021e-05, 9.86157e-07, 9.74049e-07, 9.74075e-07, 9.74137e-07, 9.74212e-07, 9.79145e-07, 9.74325e-07, 9.91921e-07, 1.15655e-06, 9.74594e-07, 9.74056e-07, 9.92424e-07, 1.21609e-06, 3.84409e-05, 9.74049e-07, 1.05622e-06
0.502863, 0, 5.08161e-05, 1.98456e-06, 1.41421, -5.08161e-05, 2.00875e-06, 1.98456e-06, 1.98461e-06, 1.98474e-06, 1.98489e-06, 1.99474e-06, 1.98511e-06, 2.02026e-06, 2.22214e-06, 1.98565e-06, 1.98458e-06, 2.01169e-06, 2.33269e-06, 4.99669e-05, 1.98456e-06, 2.1487e-06
0.510872, 0, 6.64847e-05, 3.95718e-06, 1.41421, -6.64847e-05, 4.00453e-06, 3.95718e-06, 3.95728e-06, 3.95753e-06, 3.95782e-06, 3.97711e-06, 3.95826e-06, 4.02708e-06, 4.26524e-06, 3.95931e-06, 3.95721e-06, 3.99701e-06, 4.45489e-06, 6.51763e-05, 3.95718e-06, 4.27854e-06
0.51888, 0, 8.76461e-05, 7.7344e-06, 1.41421, -8.76461e-05, 7.82533e-06, 7.7344e-06, 7.73459e-06, 7.73506e-06, 7.73562e-06, 7.77267e-06, 7.73646e-06, 7.86863e-06, 8.13228e-06, 7.73849e-06, 7.73445e-06, 7.79255e-06, 8.44163e-06, 8.55939e-05, 7.7344e-06, 8.35158e-06
0.526889, 0, 0.000116883, 1.48298e-05, 1.41421, -0.000116883, 1.50012e-05, 1.48298e-05, 1.48301e-05, 1.4831e-05, 1.48321e-05, 1.49019e-05, 1.48337e-05, 1.50828e-05, 1.53417e-05, 1.48375e-05, 1.48299e-05, 1.49141e-05, 1.58285e-05, 0.000113613, 1.48298e-05, 1.59931e-05
0.534898, 0, 0.000158335, 2.79072e-05, 1.41421, -0.000158335, 2.82244e-05, 2.79072e-05, 2.79079e-05, 2.79095e-05, 2.79115e-05, 2.80407e-05, 2.79144e-05, 2.83754e-05, 2.85633e-05, 2.79215e-05, 2.79074e-05, 2.80289e-05, 2.93089e-05, 0.000153056, 2.79072e-05, 3.00598e-05
0.542907, 0, 0.000218678, 5.15577e-05, 1.41421, -0.000218678, 5.2134e-05, 5.15577e-05, 5.15589e-05, 5.15619e-05, 5.15655e-05, 5.18002e-05, 5.15708e-05, 5.24083e-05, 5.23953e-05, 5.15837e-05, 5.1558e-05, 5.17322e-05, 5.35127e-05, 0.000210078, 5.15577e-05, 5.54688e-05
0.550916, 0, 0.00030867, 9.3532e-05, 1.41421, -0.00030867, 9.45603e-05, 9.3532e-05, 9.35342e-05, 9.35395e-05, 9.35458e-05, 9.39648e-05, 9.35554e-05, 9.50499e-05, 9.45975e-05, 9.35783e-05, 9.35326e-05, 9.37807e-05, 9.62423e-05, 0.000294594, 9.3532e-05, 0.000100511
0.558925, 0, 0.000445531, 0.000166645, 1.41421, -0.000445531, 0.000168447, 0.000166645, 0.000166648, 0.000166658, 0.000166669, 0.000167403, 0.000166685, 0.000169305, 0.000167995, 0.000166726, 0.000166646, 0.000166997, 0.00017038, 0.000422475, 0.000166645, 0.000178877
0.566934, 0, 0.000656581, 0.000291647, 1.41421, -0.000656581, 0.000294751, 0.000291647, 0.000291654, 0.000291669, 0.000291689, 0.000292953, 0.000291718, 0.000296228, 0.000293353, 0.000291787, 0.000291649, 0.000292144, 0.000296766, 0.000618923, 0.000291647, 0.000312711
0.574943, 0.000449184, 0.000984326, 0.000501436, 1.41437, -0.000535141, 0.000506687, 0.000501436, 0.000501447, 0.000501474, 0.000501507, 0.000503646, 0.000501555, 0.000509187, 0.000503583, 0.000501672, 0.000501439, 0.000502132, 0.000508414, 0.000923177, 0.000501436, 0.000537074
0.582951, 0.997591, 0.00149408, 0.000847093, 1.73136, 0.996097, 0.000855824, 0.000847093, 0.000847112, 0.000847157, 0.000847211, 0.000850767, 0.000847292, 0.00085998, 0.000849787, 0.000847486, 0.000847098, 0.000848064, 0.000856559, 0.00139561, 0.000847093, 0.000906344
0.59096, 0.00195937, 0.00228433, 0.00140627, 1.41491, -0.000324957, 0.00142053, 0.00140627, 0.0014063, 0.00140637, 0.00140646, 0.00141227, 0.00140659, 0.00142732, 0.00140964, 0.00140691, 0.00140627, 0.00140761, 0.00141905, 0.00212738, 0.00140627, 0.00150309
0.598969, 0, 0.00350079, 0.00229447, 1.41421, -0.00350079, 0.00231739, 0.00229447, 0.00229452, 0.00229464, 0.00229478, 0.00230412, 0.00229499, 0.0023283, 0.00229868, 0.0022955, 0.00229448, 0.00229633, 0.00231167, 0.00325355, 0.00229447, 0.00244999
0.606978, 0, 0.00535491, 0.00367994, 1.41421, -0.00535491, 0.00371613, 0.00367994, 0.00368002, 0.0036802, 0.00368043, 0.00369517, 0.00368076, 0.00373335, 0.00368518, 0.00368157, 0.00367996, 0.0036825, 0.003703, 0.00497036, 0.00367994, 0.00392553
0.614987, 0, 0.00814727, 0.00580239, 1.41421, -0.00814727, 0.00585858, 0.00580239, 0.00580251, 0.0058028, 0.00580315, 0.00582604, 0.00580367, 0.00588532, 0.00580889, 0.00580492, 0.00580242, 0.00580589, 0.00583321, 0.00755724, 0.00580239, 0.00618372
0.622996, 0, 0.0122964, 0.00899586, 1.41421, -0.0122964, 0.00908165, 0.00899586, 0.00899604, 0.00899648, 0.00899701, 0.00903197, 0.00899781, 0.0091225, 0.00900392, 0.00899972, 0.00899591, 0.00900063, 0.00903694, 0.0114038, 0.00899586, 0.00957816
0.631005, 0.983581, 0.0183726, 0.0137156, 1.7273, 0.965209, 0.0138445, 0.0137156, 0.0137159, 0.0137166, 0.0137174, 0.0137699, 0.0137186, 0.0139059, 0.0137256, 0.0137214, 0.0137157, 0.0137221, 0.0137703, 0.0170419, 0.0137156, 0.0145902
0.639014, 0.0164186, 0.0271372, 0.0205682, 1.42001, -0.0107186, 0.0207586, 0.0205682, 0.0205686, 0.0205696, 0.0205707, 0.0206483, 0.0205725, 0.0208492, 0.0205805, 0.0205767, 0.0205683, 0.020577, 0.0206407, 0.0251824, 0.0205682, 0.0218605
0.647022, 0, 0.0395829, 0.0303423, 1.41421, -0.0395829, 0.0306191, 0.0303423, 0.0303429, 0.0303443, 0.0303461, 0.0304588, 0.0303486, 0.0307509, 0.0303575, 0.0303548, 0.0303425, 0.0303542, 0.0304384, 0.036754, 0.0303423, 0.0322211
0.655031, 0, 0.0569767, 0.0440402, 1.41421, -0.0569767, 0.0444362, 0.0440402, 0.044041, 0.044043, 0.0440455, 0.0442068, 0.0440492, 0.0446247, 0.0440588, 0.044058, 0.0440404, 0.0440561, 0.044167, 0.0529441, 0.0440402, 0.0467281
0.66304, 0, 0.0808986, 0.0629028, 1.41421, -0.0808986, 0.0634604, 0.0629028, 0.062904, 0.0629069, 0.0629103, 0.0631375, 0.0629155, 0.0637259, 0.0629257, 0.0629279, 0.0629031, 0.0629242, 0.0630699, 0.0752359, 0.0629028, 0.066688
0.671049, 0, 0.113273, 0.0884275, 1.41421, -0.113273, 0.0892005, 0.0884275, 0.0884291, 0.0884331, 0.0884379, 0.0887528, 0.0884451, 0.0895685, 0.0884555, 0.0884623, 0.0884279, 0.0884561, 0.0886466, 0.10544, 0.0884275, 0.0936751
0.679058, 0, 0.156388, 0.122371, 1.41421, -0.156388, 0.123426, 0.122371, 0.122374, 0.122379, 0.122386, 0.122815, 0.122395, 0.123929, 0.122406, 0.122419, 0.122372, 0.12241, 0.122658, 0.145713, 0.122371, 0.129535
0.687067, 0.966691, 0.212903, 0.166737, 1.72241, 0.753788, 0.168155, 0.166737, 0.16674, 0.166747, 0.166756, 0.167334, 0.166769, 0.16883, 0.166778, 0.166801, 0.166738, 0.166787, 0.167108, 0.198569, 0.166737, 0.176368
0.695076, 0.0333093, 0.285824, 0.22373, 1.42594, -0.252514, 0.225609, 0.22373, 0.223734, 0.223744, 0.223756, 0.224521, 0.223773, 0.226503, 0.223781, 0.223815, 0.223732, 0.223798, 0.22421, 0.266858, 0.22373, 0.236487
0.703084, 0, 0.378473, 0.2957, 1.41421, -0.378473, 0.29815, 0.2957, 0.295705, 0.295718, 0.295733, 0.296731, 0.295756, 0.299317, 0.29576, 0.29581, 0.295701, 0.295788, 0.296314, 0.35374, 0.2957, 0.312348
0.711093, 0, 0.494424, 0.385038, 1.41421, -0.494424, 0.388189, 0.385038, 0.385045, 0.385061, 0.385081, 0.386364, 0.38511, 0.389689, 0.385111, 0.38518, 0.38504, 0.385154, 0.385819, 0.462626, 0.385038, 0.406453
0.719102, 0, 0.637421, 0.494059, 1.41421, -0.637421, 0.498053, 0.494059, 0.494068, 0.494088, 0.494113, 0.49574, 0.49415, 0.499954, 0.494145, 0.494239, 0.494061, 0.49421, 0.495042, 0.597111, 0.494059, 0.521215
0.727111, 0.954648, 0.811288, 0.624856, 1.71891, 0.143359, 0.629847, 0.624856, 0.624866, 0.624892, 0.624923, 0.626956, 0.624969, 0.632223, 0.624957, 0.62508, 0.624859, 0.625052, 0.62608, 0.76089, 0.624856, 0.658817
