   PIQUANT 0.0.0-main  ps__0246_0688790088_000PTFE_shot_8.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0849844, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0767143, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0684441, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0601739, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0519038, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0436336, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0353634, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0270933, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0188231, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0105529, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00228276, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0059874, 0, 3.11926e-28, 0, 1.41421, -3.11926e-28, 0, 0, 0, 0, 0, 0, 0, 0, 8.07197e-31, 0, 0, 6.17192e-34, 1.28371e-33, 0, 3.11117e-28, 0, 0
0.0142576, 0, 2.97889e-27, 0, 1.41421, -2.97889e-27, 0, 0, 0, 0, 0, 0, 0, 0, 7.70832e-30, 0, 0, 5.89387e-33, 1.64665e-31, 0, 2.97101e-27, 0, 0
0.0225277, 0, 1.79213e-26, 0, 1.41421, -1.79213e-26, 0, 0, 0, 0, 0, 0, 0, 0, 4.63724e-29, 0, 0, 3.54569e-32, 1.59271e-30, 0, 1.78733e-26, 0, 0
0.0307979, 0, 8.65264e-26, 0, 1.41421, -8.65264e-26, 0, 0, 0, 0, 0, 0, 0, 0, 2.23887e-28, 0, 0, 1.71187e-31, 9.74021e-30, 0, 8.62926e-26, 0, 0
0.0390681, 0, 3.91075e-25, 0, 1.41421, -3.91075e-25, 0, 0, 0, 0, 0, 0, 0, 0, 1.01188e-27, 0, 0, 7.77205e-31, 5.34785e-29, 0, 3.90009e-25, 0, 0
0.0473382, 0, 1.54352e-24, 0, 1.41421, -1.54352e-24, 0, 0, 0, 0, 0, 0, 0, 0, 3.9937e-27, 0, 0, 3.08252e-30, 2.3509e-28, 0, 1.53929e-24, 0, 0
0.0556084, 0, 5.58729e-24, 0, 1.41421, -5.58729e-24, 0, 0, 0, 0, 0, 0, 0, 0, 1.44564e-26, 0, 0, 1.12165e-29, 9.16597e-28, 0, 5.5719e-24, 0, 0
0.0638786, 0, 1.89924e-23, 0, 1.41421, -1.89924e-23, 0, 0, 0, 0, 0, 0, 0, 0, 4.91398e-26, 0, 0, 3.83362e-29, 3.29912e-27, 0, 1.89399e-23, 0, 0
0.0721487, 0, 6.1446e-23, 0, 1.41421, -6.1446e-23, 0, 0, 0, 0, 0, 0, 0, 0, 1.58981e-25, 0, 0, 1.24735e-28, 1.11879e-26, 0, 6.12757e-23, 0, 0
0.0804189, 0, 1.90838e-22, 0, 1.41421, -1.90838e-22, 0, 0, 0, 0, 0, 0, 0, 0, 4.93755e-25, 0, 0, 3.89689e-28, 3.61802e-26, 0, 1.90307e-22, 0, 0
0.0886891, 0, 5.72332e-22, 0, 1.41421, -5.72332e-22, 0, 0, 0, 0, 0, 0, 0, 0, 1.48079e-24, 0, 0, 1.17585e-27, 1.12457e-25, 0, 5.70738e-22, 0, 0
0.0969592, 0, 1.66458e-21, 0, 1.41421, -1.66458e-21, 0, 0, 0, 0, 0, 0, 0, 0, 4.30671e-24, 0, 0, 3.44158e-27, 3.37822e-25, 0, 1.65993e-21, 0, 0
0.105229, 0, 4.71024e-21, 0, 1.41421, -4.71024e-21, 0, 0, 0, 0, 0, 0, 0, 0, 1.21866e-23, 0, 0, 9.80275e-27, 9.84779e-25, 0, 4.69705e-21, 0, 0
0.1135, 0, 1.3001e-20, 0, 1.41421, -1.3001e-20, 0, 0, 0, 0, 0, 0, 0, 0, 3.36366e-23, 0, 0, 2.72422e-26, 2.79445e-24, 0, 1.29645e-20, 0, 0
0.12177, 0, 3.5075e-20, 0, 1.41421, -3.5075e-20, 0, 0, 0, 0, 0, 0, 0, 0, 9.07468e-23, 0, 0, 7.40179e-26, 7.738e-24, 0, 3.49764e-20, 0, 0
0.13004, 0, 9.26487e-20, 0, 1.41421, -9.26487e-20, 0, 0, 0, 0, 0, 0, 0, 0, 2.39702e-22, 0, 0, 1.96957e-25, 2.09509e-23, 0, 9.23879e-20, 0, 0
0.13831, 0, 2.39949e-19, 0, 1.41421, -2.39949e-19, 0, 0, 0, 0, 0, 0, 0, 0, 6.20796e-22, 0, 0, 5.14001e-25, 5.55571e-23, 0, 2.39273e-19, 0, 0
0.14658, 0, 6.10029e-19, 0, 1.41421, -6.10029e-19, 0, 0, 0, 0, 0, 0, 0, 0, 1.57826e-21, 0, 0, 1.31715e-24, 1.44488e-22, 0, 6.08305e-19, 0, 0
0.15485, 0, 1.52396e-18, 0, 1.41421, -1.52396e-18, 0, 0, 0, 0, 0, 0, 0, 0, 3.94275e-21, 0, 0, 3.31763e-24, 3.68965e-22, 0, 1.51965e-18, 0, 0
0.163121, 0, 3.74427e-18, 0, 1.41421, -3.74427e-18, 0, 0, 0, 0, 0, 0, 0, 0, 9.68701e-21, 0, 0, 8.22098e-24, 9.26044e-22, 0, 3.73365e-18, 0, 0
0.171391, 0, 9.05423e-18, 0, 1.41421, -9.05423e-18, 0, 0, 0, 0, 0, 0, 0, 0, 2.34246e-20, 0, 0, 2.00563e-23, 2.28634e-21, 0, 9.0285e-18, 0, 0
0.179661, 0, 2.1563e-17, 0, 1.41421, -2.1563e-17, 0, 0, 0, 0, 0, 0, 0, 0, 5.57862e-20, 0, 0, 4.82052e-23, 5.55692e-21, 0, 2.15016e-17, 0, 0
0.187931, 0, 5.0604e-17, 0, 1.41421, -5.0604e-17, 0, 0, 0, 0, 0, 0, 0, 0, 1.30918e-19, 0, 0, 1.1421e-22, 1.33043e-20, 0, 5.04596e-17, 0, 0
0.196201, 0, 1.1708e-16, 0, 1.41421, -1.1708e-16, 0, 0, 0, 0, 0, 0, 0, 0, 3.02899e-19, 0, 0, 2.66869e-22, 3.13946e-20, 0, 1.16746e-16, 0, 0
0.204471, 0, 2.67175e-16, 0, 1.41421, -2.67175e-16, 0, 0, 0, 0, 0, 0, 0, 0, 6.91204e-19, 0, 0, 6.15268e-22, 7.30528e-20, 0, 2.6641e-16, 0, 0
0.212742, 0, 6.01563e-16, 0, 1.41421, -6.01563e-16, 0, 0, 0, 0, 0, 0, 0, 0, 1.55629e-18, 0, 0, 1.40015e-21, 1.67699e-19, 0, 5.99838e-16, 0, 0
0.221012, 0, 1.33685e-15, 0, 1.41421, -1.33685e-15, 0, 0, 0, 0, 0, 0, 0, 0, 3.45851e-18, 0, 0, 3.14616e-21, 3.7993e-19, 0, 1.33301e-15, 0, 0
0.229282, 0, 2.93312e-15, 0, 1.41421, -2.93312e-15, 0, 0, 0, 0, 0, 0, 0, 0, 7.58808e-18, 0, 0, 6.98261e-21, 8.49783e-19, 0, 2.92467e-15, 0, 0
0.237552, 0, 6.35518e-15, 0, 1.41421, -6.35518e-15, 0, 0, 0, 0, 0, 0, 0, 0, 1.6441e-17, 0, 0, 1.5311e-20, 1.87706e-18, 0, 6.33685e-15, 0, 0
0.245822, 0, 1.36013e-14, 0, 1.41421, -1.36013e-14, 0, 0, 0, 0, 0, 0, 0, 0, 3.51865e-17, 0, 0, 3.31779e-20, 4.0958e-18, 0, 1.3562e-14, 0, 0
0.254092, 0, 2.8759e-14, 0, 1.41421, -2.8759e-14, 0, 0, 0, 0, 0, 0, 0, 0, 7.43987e-17, 0, 0, 7.10642e-20, 8.83081e-18, 0, 2.86757e-14, 0, 0
0.262363, 0, 6.0088e-14, 0, 1.41421, -6.0088e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.55444e-16, 0, 0, 1.50487e-19, 1.88177e-17, 0, 5.99136e-14, 0, 0
0.270633, 0, 1.24077e-13, 0, 1.41421, -1.24077e-13, 0, 0, 0, 0, 0, 0, 0, 0, 3.20976e-16, 0, 0, 3.15121e-19, 3.964e-17, 0, 1.23716e-13, 0, 0
0.278903, 0, 2.53247e-13, 0, 1.41421, -2.53247e-13, 0, 0, 0, 0, 0, 0, 0, 0, 6.55119e-16, 0, 0, 6.52649e-19, 8.2563e-17, 0, 2.52508e-13, 0, 0
0.287173, 0, 5.10982e-13, 0, 1.41421, -5.10982e-13, 0, 0, 0, 0, 0, 0, 0, 0, 1.32183e-15, 0, 0, 1.33719e-18, 1.70063e-16, 0, 5.09489e-13, 0, 0
0.295443, 0, 1.01934e-12, 0, 1.41421, -1.01934e-12, 0, 0, 0, 0, 0, 0, 0, 0, 2.63686e-15, 0, 0, 2.71073e-18, 3.4648e-16, 0, 1.01636e-12, 0, 0
0.303713, 0, 2.01503e-12, 0, 1.41421, -2.01503e-12, 0, 0, 0, 0, 0, 0, 0, 0, 5.21252e-15, 0, 0, 5.45739e-18, 7.00841e-16, 0, 2.00911e-12, 0, 0
0.311984, 0, 3.92886e-12, 0, 1.41421, -3.92886e-12, 0, 0, 0, 0, 0, 0, 0, 0, 1.01633e-14, 0, 0, 1.08326e-17, 1.39698e-15, 0, 3.91729e-12, 0, 0
0.320254, 0, 7.57618e-12, 0, 1.41421, -7.57618e-12, 0, 0, 0, 0, 0, 0, 0, 0, 1.95984e-14, 0, 0, 2.12897e-17, 2.75597e-15, 0, 7.5538e-12, 0, 0
0.328524, 0, 1.44498e-11, 0, 1.41421, -1.44498e-11, 0, 0, 0, 0, 0, 0, 0, 0, 3.73802e-14, 0, 0, 4.14388e-17, 5.38202e-15, 0, 1.4407e-11, 0, 0
0.336794, 0, 2.72599e-11, 0, 1.41421, -2.72599e-11, 0, 0, 0, 0, 0, 0, 0, 0, 7.0521e-14, 0, 0, 7.9902e-17, 1.04058e-14, 0, 2.71789e-11, 0, 0
0.345064, 0, 5.08698e-11, 0, 1.41421, -5.08698e-11, 0, 0, 0, 0, 0, 0, 0, 0, 1.31607e-13, 0, 0, 1.52675e-16, 1.99232e-14, 0, 5.07181e-11, 0, 0
0.353334, 0, 9.39052e-11, 1.08601e-42, 1.41421, -9.39052e-11, 1.08601e-42, 0, 1.08601e-42, 1.08601e-42, 1.08601e-42, 1.08601e-42, 1.08601e-42, 1.08601e-42, 2.42967e-13, 1.08601e-42, 1.08601e-42, 2.89202e-16, 3.77829e-14, 1.08601e-42, 9.36241e-11, 1.08601e-42, 1.08601e-42
0.361605, 0, 1.71486e-10, 2.0714e-41, 1.41421, -1.71486e-10, 2.0714e-41, 0, 2.0714e-41, 2.0714e-41, 2.0714e-41, 2.0714e-41, 2.0714e-41, 2.0714e-41, 4.43756e-13, 2.0714e-41, 2.0714e-41, 5.43308e-16, 7.09897e-14, 2.0714e-41, 1.70971e-10, 2.0714e-41, 2.0714e-41
0.369875, 0, 3.09815e-10, 3.23537e-40, 1.41421, -3.09815e-10, 3.23537e-40, 0, 3.23537e-40, 3.23537e-40, 3.23537e-40, 3.23537e-40, 3.23537e-40, 3.23537e-40, 8.01855e-13, 3.23537e-40, 3.23537e-40, 1.01281e-15, 1.32191e-13, 3.23537e-40, 3.0888e-10, 3.23537e-40, 3.23537e-40
0.378145, 0, 5.53758e-10, 4.42289e-39, 1.41421, -5.53758e-10, 4.42289e-39, 0, 4.42289e-39, 4.42289e-39, 4.42289e-39, 4.42289e-39, 4.42289e-39, 4.42289e-39, 1.43358e-12, 4.42289e-39, 4.42289e-39, 1.87455e-15, 2.44046e-13, 4.42289e-39, 5.52079e-10, 4.42289e-39, 4.42289e-39
0.386415, 0, 9.79271e-10, 5.38112e-38, 1.41421, -9.79271e-10, 5.38112e-38, 0, 5.38112e-38, 5.38112e-38, 5.38112e-38, 5.38112e-38, 5.38112e-38, 5.38112e-38, 2.53603e-12, 5.38112e-38, 5.38112e-38, 3.44702e-15, 4.46889e-13, 5.38112e-38, 9.76284e-10, 5.38112e-38, 5.38112e-38
0.394685, 0, 1.71343e-09, 5.86887e-37, 1.41421, -1.71343e-09, 5.86887e-37, 0, 5.86887e-37, 5.86887e-37, 5.86887e-37, 5.86887e-37, 5.86887e-37, 5.86887e-37, 4.43929e-12, 5.86887e-37, 5.86887e-37, 6.3022e-15, 8.12105e-13, 5.86887e-37, 1.70817e-09, 5.86887e-37, 5.86887e-37
0.402955, 0, 2.96636e-09, 5.77611e-36, 1.41421, -2.96636e-09, 5.77611e-36, 0, 5.77611e-36, 5.77611e-36, 5.77611e-36, 5.77611e-36, 5.77611e-36, 5.77611e-36, 7.6901e-12, 5.77611e-36, 5.77611e-36, 1.14654e-14, 1.46548e-12, 5.77611e-36, 2.95719e-09, 5.77611e-36, 5.77611e-36
0.411226, 0, 5.08157e-09, 5.16143e-35, 1.41421, -5.08157e-09, 5.16143e-35, 0, 5.16143e-35, 5.16143e-35, 5.16143e-35, 5.16143e-35, 5.16143e-35, 5.16143e-35, 1.31839e-11, 5.16143e-35, 5.16143e-35, 2.07737e-14, 2.62796e-12, 5.16143e-35, 5.06574e-09, 5.16143e-35, 5.16143e-35
0.419496, 0, 8.61396e-09, 4.21106e-34, 1.41421, -8.61396e-09, 4.21106e-34, 0, 4.21106e-34, 4.21106e-34, 4.21106e-34, 4.21106e-34, 4.21106e-34, 4.21106e-34, 2.23709e-11, 4.21106e-34, 4.21106e-34, 3.7518e-14, 4.68696e-12, 4.21106e-34, 8.58687e-09, 4.21106e-34, 4.21106e-34
0.427766, 0, 1.44498e-08, 3.17399e-33, 1.41421, -1.44498e-08, 3.17399e-33, 0, 3.17399e-33, 3.17399e-33, 3.17399e-33, 3.17399e-33, 3.17399e-33, 3.17399e-33, 3.75746e-11, 3.17399e-33, 3.17399e-33, 6.75987e-14, 8.32171e-12, 3.17399e-33, 1.44038e-08, 3.17399e-33, 3.17399e-33
0.436036, 0, 2.39879e-08, 2.36414e-32, 1.41421, -2.39879e-08, 2.36414e-32, 0, 2.36414e-32, 2.36414e-32, 2.36414e-32, 2.36414e-32, 2.36414e-32, 2.36414e-32, 6.24778e-11, 2.36414e-32, 2.36414e-32, 1.21603e-13, 1.47243e-11, 2.36414e-32, 2.39106e-08, 2.36414e-32, 2.36414e-32
0.444306, 0, 3.94109e-08, 1.66163e-31, 1.41421, -3.94109e-08, 1.66163e-31, 0, 1.66163e-31, 1.66163e-31, 1.66163e-31, 1.66163e-31, 1.66163e-31, 1.66163e-31, 1.02855e-10, 1.66163e-31, 1.66163e-31, 2.1854e-13, 2.59916e-11, 1.66163e-31, 3.92818e-08, 1.66163e-31, 1.66163e-31
0.452576, 0, 6.4086e-08, 1.08803e-30, 1.41421, -6.4086e-08, 1.08803e-30, 0, 1.08803e-30, 1.08803e-30, 1.08803e-30, 1.08803e-30, 1.08803e-30, 1.08803e-30, 1.67672e-10, 1.08803e-30, 1.08803e-30, 3.92554e-13, 4.58249e-11, 1.08803e-30, 6.38721e-08, 1.08803e-30, 1.08803e-30
0.460847, 0, 1.03147e-07, 6.62913e-30, 1.41421, -1.03147e-07, 6.62913e-30, 0, 6.62913e-30, 6.62913e-30, 6.62913e-30, 6.62913e-30, 6.62913e-30, 6.62913e-30, 2.70703e-10, 6.62913e-30, 6.62913e-30, 7.04915e-13, 8.07785e-11, 6.62913e-30, 1.02795e-07, 6.62913e-30, 6.62913e-30
0.469117, 0, 1.64335e-07, 3.76673e-29, 1.41421, -1.64335e-07, 3.76673e-29, 0, 3.76673e-29, 3.76673e-29, 3.76673e-29, 3.76673e-29, 3.76673e-29, 3.76673e-29, 4.32913e-10, 3.76673e-29, 3.76673e-29, 1.2654e-12, 1.42502e-10, 3.76673e-29, 1.63758e-07, 3.76673e-29, 3.76673e-29
