   PIQUANT 0.0.0-main  ps__0246_0688790088_000PTFE_shot_1.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cl_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
3.14039, 42.5495, 66.3991, 40.0069, 6.67454, -23.8496, 0, 40.007, 40.0072, 40.0073, 40.0243, 40.0069, 40.0069, 40.0069, 40.0069, 40.0069, 40.0069, 40.0069, 65.9099, 40.0069, 40.4781
3.14779, 48.7437, 64.0086, 39.8622, 7.12346, -15.2649, 0, 39.8623, 39.8625, 39.8625, 39.8746, 39.8622, 39.8622, 39.8622, 39.8622, 39.8622, 39.8622, 39.8622, 63.6536, 39.8622, 40.204
3.15518, 44.5792, 61.8799, 39.7438, 6.8249, -17.3007, 0, 39.7439, 39.7441, 39.7442, 39.7527, 39.7438, 39.7438, 39.7438, 39.7438, 39.7438, 39.7438, 39.7438, 61.6242, 39.7438, 39.99
3.16258, 39.7325, 59.9908, 39.6512, 6.46007, -20.2583, 0, 39.6513, 39.6515, 39.6515, 39.6574, 39.6512, 39.6512, 39.6512, 39.6512, 39.6512, 39.6512, 39.6512, 59.8077, 39.6512, 39.8273
3.16998, 41.5703, 58.3195, 39.5836, 6.60078, -16.7492, 0, 39.5837, 39.5839, 39.5839, 39.588, 39.5836, 39.5836, 39.5836, 39.5836, 39.5836, 39.5836, 39.5836, 58.1894, 39.5836, 39.7087
3.17738, 35.461, 56.8451, 39.5403, 6.12054, -21.3841, 0, 39.5404, 39.5406, 39.5406, 39.5434, 39.5403, 39.5403, 39.5403, 39.5403, 39.5403, 39.5403, 39.5403, 56.7531, 39.5403, 39.6286
3.18478, 52.5659, 55.5479, 39.5207, 7.38687, -2.98195, 0, 39.5208, 39.521, 39.521, 39.5228, 39.5207, 39.5207, 39.5207, 39.5207, 39.5207, 39.5207, 39.5207, 55.4832, 39.5207, 39.5825
3.19217, 34.5757, 54.4089, 39.5239, 6.04779, -19.8332, 0, 39.524, 39.5242, 39.5242, 39.5254, 39.5239, 39.5239, 39.5239, 39.5239, 39.5239, 39.5239, 39.5239, 54.3637, 39.5239, 39.5669
3.19957, 43.3084, 53.4109, 39.5492, 6.73115, -10.1024, 0, 39.5493, 39.5494, 39.5495, 39.5502, 39.5492, 39.5492, 39.5492, 39.5492, 39.5492, 39.5492, 39.5492, 53.3794, 39.5492, 39.5789
3.20697, 42.0504, 52.5376, 39.5956, 6.63705, -10.4871, 0, 39.5957, 39.5959, 39.5959, 39.5962, 39.5956, 39.5956, 39.5956, 39.5956, 39.5956, 39.5956, 39.5956, 52.5158, 39.5956, 39.616
3.21437, 41.7792, 51.7744, 39.6622, 6.61659, -9.99516, 0, 39.6623, 39.6624, 39.6625, 39.6626, 39.6622, 39.6622, 39.6622, 39.6622, 39.6622, 39.6622, 39.6622, 51.7593, 39.6622, 39.6761
3.22176, 35.8235, 51.1079, 39.7478, 6.15008, -15.2844, 0, 39.7479, 39.7481, 39.7482, 39.7481, 39.7478, 39.7478, 39.7478, 39.7478, 39.7478, 39.7478, 39.7478, 51.0975, 39.7478, 39.7573
3.22916, 44.6281, 50.5263, 39.8515, 6.82848, -5.89822, 0, 39.8516, 39.8517, 39.8518, 39.8517, 39.8515, 39.8515, 39.8515, 39.8515, 39.8515, 39.8515, 39.8515, 50.5191, 39.8515, 39.8578
3.23656, 58.5744, 50.019, 39.9718, 7.78296, 8.5554, 0, 39.9719, 39.972, 39.9721, 39.9719, 39.9718, 39.9718, 39.9718, 39.9718, 39.9718, 39.9718, 39.9718, 50.0139, 39.9718, 39.976
3.24396, 39.7946, 49.5766, 40.1074, 6.46487, -9.78204, 0, 40.1075, 40.1077, 40.1077, 40.1075, 40.1074, 40.1074, 40.1074, 40.1074, 40.1074, 40.1074, 40.1074, 49.573, 40.1074, 40.1102
3.25136, 49.453, 49.191, 40.2569, 7.17308, 0.261986, 0, 40.257, 40.2572, 40.2572, 40.2569, 40.2569, 40.2569, 40.2569, 40.2569, 40.2569, 40.2569, 40.2569, 49.1884, 40.2569, 40.2587
3.25875, 53.1114, 48.8552, 40.4188, 7.4237, 4.25616, 0, 40.4189, 40.4191, 40.4191, 40.4188, 40.4188, 40.4188, 40.4188, 40.4188, 40.4188, 40.4188, 40.4188, 48.8532, 40.4188, 40.42
3.26615, 48.06, 48.5629, 40.5915, 7.07531, -0.502884, 0, 40.5916, 40.5918, 40.5918, 40.5915, 40.5915, 40.5915, 40.5915, 40.5915, 40.5915, 40.5915, 40.5915, 48.5614, 40.5915, 40.5923
3.27355, 57.7376, 48.3088, 40.7735, 7.72901, 9.4288, 0, 40.7736, 40.7738, 40.7738, 40.7735, 40.7735, 40.7735, 40.7735, 40.7735, 40.7735, 40.7735, 40.7735, 48.3076, 40.7735, 40.774
3.28095, 41.426, 48.0885, 40.9632, 6.58984, -6.66252, 0, 40.9633, 40.9635, 40.9635, 40.9632, 40.9632, 40.9632, 40.9632, 40.9632, 40.9632, 40.9632, 40.9632, 48.0875, 40.9632, 40.9635
3.28835, 42.9564, 47.8979, 41.159, 6.70496, -4.94147, 0, 41.1591, 41.1593, 41.1593, 41.159, 41.159, 41.159, 41.159, 41.159, 41.159, 41.159, 41.159, 47.897, 41.159, 41.1592
3.29574, 54.1523, 47.7336, 41.3595, 7.49349, 6.4187, 0, 41.3596, 41.3598, 41.3598, 41.3595, 41.3595, 41.3595, 41.3595, 41.3595, 41.3595, 41.3595, 41.3595, 47.7328, 41.3595, 41.3597
3.30314, 45.6138, 47.5927, 41.5633, 6.90028, -1.97894, 0, 41.5634, 41.5636, 41.5636, 41.5633, 41.5633, 41.5633, 41.5633, 41.5633, 41.5633, 41.5633, 41.5633, 47.5919, 41.5633, 41.5634
3.31054, 32.2366, 47.4728, 41.7691, 5.8512, -15.2362, 0, 41.7692, 41.7693, 41.7694, 41.7691, 41.7691, 41.7691, 41.7691, 41.7691, 41.7691, 41.7691, 41.7691, 47.472, 41.7691, 41.7691
3.31794, 42.2462, 47.3715, 41.9756, 6.65178, -5.12526, 0, 41.9757, 41.9759, 41.9759, 41.9756, 41.9756, 41.9756, 41.9756, 41.9756, 41.9756, 41.9756, 41.9756, 47.3707, 41.9756, 41.9756
3.32534, 45.6514, 47.287, 42.1819, 6.903, -1.63556, 0, 42.182, 42.1822, 42.1823, 42.1819, 42.1819, 42.1819, 42.1819, 42.1819, 42.1819, 42.1819, 42.1819, 47.2862, 42.1819, 42.182
3.33273, 47.252, 47.2176, 42.3872, 7.01798, 0.0343399, 0, 42.3873, 42.3875, 42.3875, 42.3872, 42.3872, 42.3872, 42.3872, 42.3872, 42.3872, 42.3872, 42.3872, 47.2169, 42.3872, 42.3872
3.34013, 45.0046, 47.1621, 42.5907, 6.85599, -2.15747, 0, 42.5909, 42.591, 42.5911, 42.5907, 42.5907, 42.5907, 42.5907, 42.5907, 42.5907, 42.5907, 42.5908, 47.1613, 42.5907, 42.5907
3.34753, 38.3632, 47.1191, 42.7921, 6.35321, -8.75587, 0, 42.7922, 42.7924, 42.7924, 42.7921, 42.7921, 42.7921, 42.7921, 42.7921, 42.7921, 42.7921, 42.7921, 47.1184, 42.7921, 42.7921
3.35493, 32.5692, 47.0877, 42.9909, 5.87956, -14.5185, 0, 42.991, 42.9912, 42.9912, 42.9909, 42.9909, 42.9909, 42.9909, 42.9909, 42.9909, 42.9909, 42.9909, 47.087, 42.9909, 42.9909
3.36233, 35.4554, 47.0671, 43.187, 6.12008, -11.6117, 0, 43.1871, 43.1873, 43.1874, 43.187, 43.187, 43.187, 43.187, 43.187, 43.187, 43.187, 43.187, 47.0664, 43.187, 43.187
3.36972, 31.1038, 47.0567, 43.3807, 5.75359, -15.9529, 0, 43.3808, 43.381, 43.381, 43.3807, 43.3807, 43.3807, 43.3807, 43.3807, 43.3807, 43.3807, 43.3807, 47.056, 43.3807, 43.3807
3.37712, 33.0936, 47.0559, 43.572, 5.92399, -13.9623, 0, 43.5721, 43.5723, 43.5723, 43.572, 43.572, 43.572, 43.572, 43.572, 43.572, 43.572, 43.572, 47.0552, 43.572, 43.572
3.38452, 32.1755, 47.0645, 43.7614, 5.84598, -14.8891, 0, 43.7615, 43.7617, 43.7617, 43.7614, 43.7614, 43.7614, 43.7614, 43.7614, 43.7614, 43.7614, 43.7614, 47.0638, 43.7614, 43.7614
3.39192, 35.6492, 47.0823, 43.9494, 6.13589, -11.4331, 0, 43.9495, 43.9497, 43.9498, 43.9494, 43.9494, 43.9494, 43.9494, 43.9494, 43.9494, 43.9494, 43.9494, 47.0816, 43.9494, 43.9494
3.39931, 25.32, 47.1091, 44.1367, 5.22685, -21.7891, 0, 44.1368, 44.137, 44.1371, 44.1367, 44.1367, 44.1367, 44.1367, 44.1367, 44.1367, 44.1367, 44.1367, 47.1084, 44.1367, 44.1367
3.40671, 27.8714, 47.145, 44.324, 5.46547, -19.2736, 0, 44.3241, 44.3243, 44.3244, 44.324, 44.324, 44.324, 44.324, 44.324, 44.324, 44.324, 44.324, 47.1443, 44.324, 44.324
3.41411, 48.2831, 47.1901, 44.5121, 7.09106, 1.09309, 0, 44.5122, 44.5124, 44.5125, 44.5121, 44.5121, 44.5121, 44.5121, 44.5121, 44.5121, 44.5121, 44.5121, 47.1893, 44.5121, 44.5121
3.42151, 33.5276, 47.2445, 44.7019, 5.9605, -13.7169, 0, 44.702, 44.7022, 44.7022, 44.7019, 44.7019, 44.7019, 44.7019, 44.7019, 44.7019, 44.7019, 44.7019, 47.2438, 44.7019, 44.7019
3.42891, 26.8185, 47.3084, 44.8941, 5.36829, -20.4899, 0, 44.8942, 44.8944, 44.8944, 44.8941, 44.8941, 44.8941, 44.8941, 44.8941, 44.8941, 44.8941, 44.8941, 47.3077, 44.8941, 44.8941
3.4363, 32.781, 47.3821, 45.0896, 5.89755, -14.6011, 0, 45.0897, 45.0899, 45.0899, 45.0896, 45.0896, 45.0896, 45.0896, 45.0896, 45.0896, 45.0896, 45.0896, 47.3814, 45.0896, 45.0896
3.4437, 43.3252, 47.4659, 45.2893, 6.7324, -4.14064, 0, 45.2894, 45.2896, 45.2896, 45.2893, 45.2893, 45.2893, 45.2893, 45.2893, 45.2893, 45.2893, 45.2893, 47.4651, 45.2893, 45.2893
3.4511, 40.9475, 47.5598, 45.4938, 6.55344, -6.61229, 0, 45.4939, 45.4941, 45.4941, 45.4938, 45.4938, 45.4938, 45.4938, 45.4938, 45.4938, 45.4938, 45.4938, 47.5591, 45.4938, 45.4938
3.4585, 31.9462, 47.6642, 45.7038, 5.82634, -15.718, 0, 45.7039, 45.704, 45.7041, 45.7038, 45.7038, 45.7038, 45.7038, 45.7038, 45.7038, 45.7038, 45.7038, 47.6635, 45.7038, 45.7038
3.4659, 37.3833, 47.7792, 45.9198, 6.27561, -10.3959, 0, 45.9199, 45.9201, 45.9202, 45.9198, 45.9198, 45.9198, 45.9198, 45.9198, 45.9198, 45.9198, 45.9198, 47.7785, 45.9198, 45.9198
3.47329, 42.4273, 47.9049, 46.1425, 6.66538, -5.47757, 0, 46.1426, 46.1428, 46.1428, 46.1425, 46.1425, 46.1425, 46.1425, 46.1425, 46.1425, 46.1425, 46.1425, 47.9042, 46.1425, 46.1425
3.48069, 60.2081, 48.0414, 46.3721, 7.88721, 12.1667, 0, 46.3722, 46.3724, 46.3724, 46.3721, 46.3721, 46.3721, 46.3721, 46.3721, 46.3721, 46.3721, 46.3721, 48.0407, 46.3721, 46.3721
3.48809, 46.5497, 48.1886, 46.6089, 6.96776, -1.63892, 0, 46.609, 46.6091, 46.6092, 46.6089, 46.6089, 46.6089, 46.6089, 46.6089, 46.6089, 46.6089, 46.6089, 48.1879, 46.6089, 46.6089
3.49549, 46.0946, 48.3466, 46.853, 6.93503, -2.25199, 0, 46.8531, 46.8533, 46.8533, 46.853, 46.853, 46.853, 46.853, 46.853, 46.853, 46.853, 46.853, 48.3459, 46.853, 46.853
3.50289, 67.083, 48.5152, 47.1046, 8.31162, 18.5678, 0, 47.1047, 47.1049, 47.1049, 47.1046, 47.1046, 47.1046, 47.1046, 47.1046, 47.1046, 47.1046, 47.1046, 48.5145, 47.1046, 47.1046
3.51028, 60.5191, 48.6941, 47.3635, 7.9069, 11.825, 0, 47.3636, 47.3638, 47.3638, 47.3635, 47.3635, 47.3635, 47.3635, 47.3635, 47.3635, 47.3635, 47.3635, 48.6934, 47.3635, 47.3635
3.51768, 56.0046, 48.8833, 47.6297, 7.61607, 7.1213, 0, 47.6298, 47.63, 47.63, 47.6297, 47.6297, 47.6297, 47.6297, 47.6297, 47.6297, 47.6297, 47.6297, 48.8826, 47.6297, 47.6297
3.52508, 53.2236, 49.0823, 47.903, 7.43126, 4.14129, 0, 47.9031, 47.9033, 47.9033, 47.903, 47.903, 47.903, 47.903, 47.903, 47.903, 47.903, 47.903, 49.0816, 47.903, 47.903
3.53248, 55.8319, 49.2909, 48.183, 7.60473, 6.54108, 0, 48.1832, 48.1833, 48.1834, 48.183, 48.183, 48.183, 48.183, 48.183, 48.183, 48.183, 48.1831, 49.2901, 48.183, 48.183
3.53988, 54.8818, 49.5086, 48.4696, 7.54201, 5.37322, 0, 48.4697, 48.4699, 48.4699, 48.4696, 48.4696, 48.4696, 48.4696, 48.4696, 48.4696, 48.4696, 48.4696, 49.5079, 48.4696, 48.4696
3.54727, 51.6965, 49.7352, 48.7623, 7.32779, 1.96127, 0, 48.7624, 48.7626, 48.7626, 48.7623, 48.7623, 48.7623, 48.7623, 48.7623, 48.7623, 48.7623, 48.7623, 49.7345, 48.7623, 48.7623
3.55467, 68.6024, 49.9702, 49.0608, 8.40252, 18.6322, 0, 49.0609, 49.0611, 49.0611, 49.0608, 49.0608, 49.0608, 49.0608, 49.0608, 49.0608, 49.0608, 49.0608, 49.9695, 49.0608, 49.0608
3.56207, 59.9389, 50.2132, 49.3646, 7.87012, 9.72564, 0, 49.3647, 49.3649, 49.365, 49.3646, 49.3646, 49.3646, 49.3646, 49.3646, 49.3646, 49.3646, 49.3646, 50.2125, 49.3646, 49.3646
3.56947, 52.4593, 50.4638, 49.6735, 7.37966, 1.99548, 0, 49.6736, 49.6738, 49.6738, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 49.6735, 50.4631, 49.6735, 49.6735
3.57686, 56.0561, 50.7216, 49.9869, 7.61946, 5.33445, 0, 49.987, 49.9872, 49.9872, 49.9869, 49.9869, 49.9869, 49.9869, 49.9869, 49.9869, 49.9869, 49.9869, 50.7209, 49.9869, 49.9869
3.58426, 68.4693, 50.9863, 50.3046, 8.3946, 17.483, 0, 50.3047, 50.3049, 50.3049, 50.3046, 50.3046, 50.3046, 50.3046, 50.3046, 50.3046, 50.3046, 50.3046, 50.9856, 50.3046, 50.3046
3.59166, 62.4043, 51.2574, 50.6261, 8.02523, 11.147, 0, 50.6262, 50.6264, 50.6264, 50.6261, 50.6261, 50.6261, 50.6261, 50.6261, 50.6261, 50.6261, 50.6261, 51.2567, 50.6261, 50.6261
3.59906, 53.2093, 51.5345, 50.9511, 7.43029, 1.67473, 0, 50.9512, 50.9514, 50.9514, 50.9511, 50.9511, 50.9511, 50.9511, 50.9511, 50.9511, 50.9511, 50.9511, 51.5338, 50.9511, 50.9511
3.60646, 54.474, 51.8174, 51.2794, 7.51492, 2.65653, 0, 51.2795, 51.2797, 51.2797, 51.2794, 51.2794, 51.2794, 51.2794, 51.2794, 51.2794, 51.2794, 51.2794, 51.8167, 51.2794, 51.2794
3.61385, 61.5064, 52.1057, 51.6105, 7.96909, 9.40068, 0, 51.6106, 51.6108, 51.6108, 51.6105, 51.6105, 51.6105, 51.6105, 51.6105, 51.6105, 51.6105, 51.6105, 52.105, 51.6105, 51.6105
3.62125, 55.9396, 52.3991, 51.9442, 7.6118, 3.54047, 0, 51.9443, 51.9445, 51.9446, 51.9442, 51.9442, 51.9442, 51.9442, 51.9442, 51.9442, 51.9442, 51.9442, 52.3984, 51.9442, 51.9442
3.62865, 51.7358, 52.6974, 52.2805, 7.33047, -0.961601, 0, 52.2806, 52.2808, 52.2808, 52.2805, 52.2805, 52.2805, 52.2805, 52.2805, 52.2805, 52.2805, 52.2805, 52.6966, 52.2805, 52.2805
3.63605, 47.0665, 53.0002, 52.6189, 7.00475, -5.93367, 0, 52.619, 52.6192, 52.6192, 52.6189, 52.6189, 52.6189, 52.6189, 52.6189, 52.6189, 52.6189, 52.6189, 52.9995, 52.6189, 52.6189
3.64345, 59.269, 53.3073, 52.9593, 7.82745, 5.96165, 0, 52.9594, 52.9596, 52.9597, 52.9593, 52.9593, 52.9593, 52.9593, 52.9593, 52.9593, 52.9593, 52.9594, 53.3066, 52.9593, 52.9593
3.65084, 63.4528, 53.6186, 53.3017, 8.09029, 9.8342, 0, 53.3018, 53.302, 53.302, 53.3017, 53.3017, 53.3017, 53.3017, 53.3017, 53.3017, 53.3017, 53.3017, 53.6179, 53.3017, 53.3017
3.65824, 44.9559, 53.9338, 53.6458, 6.85244, -8.97782, 0, 53.6459, 53.6461, 53.6461, 53.6458, 53.6458, 53.6458, 53.6458, 53.6458, 53.6458, 53.6458, 53.6458, 53.933, 53.6458, 53.6458
3.66564, 42.6487, 54.2526, 53.9915, 6.68197, -11.6039, 0, 53.9916, 53.9918, 53.9919, 53.9915, 53.9915, 53.9915, 53.9915, 53.9915, 53.9915, 53.9915, 53.9916, 54.2519, 53.9915, 53.9915
3.67304, 65.5559, 54.5751, 54.3389, 8.21924, 10.9808, 0, 54.339, 54.3391, 54.3392, 54.3389, 54.3389, 54.3389, 54.3389, 54.3389, 54.3389, 54.3389, 54.3389, 54.5744, 54.3389, 54.3389
3.68043, 51.857, 54.9009, 54.6877, 7.33873, -3.04394, 0, 54.6878, 54.6879, 54.688, 54.6877, 54.6877, 54.6877, 54.6877, 54.6877, 54.6877, 54.6877, 54.6877, 54.9002, 54.6877, 54.6877
3.68783, 53.0677, 55.23, 55.0378, 7.42076, -2.16225, 0, 55.0379, 55.0381, 55.0382, 55.0378, 55.0378, 55.0378, 55.0378, 55.0378, 55.0378, 55.0378, 55.0378, 55.2293, 55.0378, 55.0378
3.69523, 52.8266, 55.5622, 55.3895, 7.4045, -2.73556, 0, 55.3896, 55.3898, 55.3898, 55.3895, 55.3895, 55.3895, 55.3895, 55.3895, 55.3895, 55.3895, 55.3895, 55.5615, 55.3895, 55.3895
3.70263, 50.8004, 55.8973, 55.7424, 7.26639, -5.0969, 0, 55.7425, 55.7427, 55.7427, 55.7424, 55.7424, 55.7424, 55.7424, 55.7424, 55.7424, 55.7424, 55.7424, 55.8966, 55.7424, 55.7424
3.71003, 49.9691, 56.2353, 56.0966, 7.20896, -6.2662, 0, 56.0967, 56.0969, 56.0969, 56.0966, 56.0966, 56.0966, 56.0966, 56.0966, 56.0966, 56.0966, 56.0966, 56.2346, 56.0966, 56.0966
3.71742, 46.1304, 56.576, 56.4521, 6.93761, -10.4455, 0, 56.4522, 56.4524, 56.4524, 56.4521, 56.4521, 56.4521, 56.4521, 56.4521, 56.4521, 56.4521, 56.4521, 56.5752, 56.4521, 56.4521
3.72482, 62.9165, 56.9193, 56.8089, 8.05708, 5.9972, 0, 56.809, 56.8092, 56.8092, 56.8089, 56.8089, 56.8089, 56.8089, 56.8089, 56.8089, 56.8089, 56.8089, 56.9186, 56.8089, 56.8089
3.73222, 57.7866, 57.2651, 57.1669, 7.73218, 0.521557, 0, 57.167, 57.1672, 57.1672, 57.1669, 57.1669, 57.1669, 57.1669, 57.1669, 57.1669, 57.1669, 57.1669, 57.2644, 57.1669, 57.1669
3.73962, 35.9914, 57.6133, 57.5261, 6.16371, -21.6219, 0, 57.5262, 57.5264, 57.5265, 57.5261, 57.5261, 57.5261, 57.5261, 57.5261, 57.5261, 57.5261, 57.5261, 57.6126, 57.5261, 57.5261
3.74702, 42.9435, 57.9638, 57.8866, 6.70399, -15.0203, 0, 57.8867, 57.8869, 57.887, 57.8866, 57.8866, 57.8866, 57.8866, 57.8866, 57.8866, 57.8866, 57.8867, 57.9631, 57.8866, 57.8866
3.75441, 47.942, 58.3166, 58.2484, 7.06697, -10.3746, 0, 58.2485, 58.2487, 58.2487, 58.2484, 58.2484, 58.2484, 58.2484, 58.2484, 58.2484, 58.2484, 58.2484, 58.3159, 58.2484, 58.2484
3.76181, 40.9634, 58.6715, 58.6113, 6.55465, -17.7081, 0, 58.6114, 58.6116, 58.6116, 58.6113, 58.6113, 58.6113, 58.6113, 58.6113, 58.6113, 58.6113, 58.6113, 58.6707, 58.6113, 58.6113
3.76921, 63.9011, 59.0284, 58.9754, 8.11795, 4.87263, 0, 58.9755, 58.9757, 58.9758, 58.9754, 58.9754, 58.9754, 58.9754, 58.9754, 58.9754, 58.9754, 58.9754, 59.0277, 58.9754, 58.9754
3.77661, 44.9616, 59.3873, 59.3408, 6.85285, -14.4257, 0, 59.3409, 59.3411, 59.3411, 59.3408, 59.3408, 59.3408, 59.3408, 59.3408, 59.3408, 59.3408, 59.3408, 59.3866, 59.3408, 59.3408
3.78401, 57.8837, 59.7481, 59.7073, 7.73845, -1.86448, 0, 59.7074, 59.7076, 59.7076, 59.7073, 59.7073, 59.7073, 59.7073, 59.7073, 59.7073, 59.7073, 59.7073, 59.7474, 59.7073, 59.7073
3.7914, 58.9397, 60.1108, 60.075, 7.80639, -1.1711, 0, 60.0751, 60.0753, 60.0753, 60.075, 60.075, 60.075, 60.075, 60.075, 60.075, 60.075, 60.075, 60.11, 60.075, 60.075
3.7988, 42.061, 60.4751, 60.4439, 6.63784, -18.4141, 0, 60.444, 60.4442, 60.4442, 60.4439, 60.4439, 60.4439, 60.4439, 60.4439, 60.4439, 60.4439, 60.4439, 60.4744, 60.4439, 60.4439
3.8062, 52.9191, 60.8412, 60.8139, 7.41074, -7.92207, 0, 60.814, 60.8142, 60.8142, 60.8139, 60.8139, 60.8139, 60.8139, 60.8139, 60.8139, 60.8139, 60.8139, 60.8404, 60.8139, 60.8139
3.8136, 51.8292, 61.2088, 61.1851, 7.33684, -9.37963, 0, 61.1852, 61.1853, 61.1854, 61.1851, 61.1851, 61.1851, 61.1851, 61.1851, 61.1851, 61.1851, 61.1851, 61.2081, 61.1851, 61.1851
3.821, 49.9759, 61.5779, 61.5573, 7.20943, -11.602, 0, 61.5574, 61.5576, 61.5576, 61.5573, 61.5573, 61.5573, 61.5573, 61.5573, 61.5573, 61.5573, 61.5573, 61.5772, 61.5573, 61.5573
3.82839, 49.1563, 61.9485, 61.9306, 7.15236, -12.7922, 0, 61.9307, 61.9309, 61.9309, 61.9306, 61.9306, 61.9306, 61.9306, 61.9306, 61.9306, 61.9306, 61.9306, 61.9478, 61.9306, 61.9306
3.83579, 54.7455, 62.3205, 62.3049, 7.53296, -7.57494, 0, 62.305, 62.3052, 62.3052, 62.3049, 62.3049, 62.3049, 62.3049, 62.3049, 62.3049, 62.3049, 62.3049, 62.3198, 62.3049, 62.3049
3.84319, 65.6784, 62.6937, 62.6802, 8.22669, 2.98466, 0, 62.6803, 62.6805, 62.6806, 62.6802, 62.6802, 62.6802, 62.6802, 62.6802, 62.6802, 62.6802, 62.6802, 62.693, 62.6802, 62.6802
3.85059, 53.1702, 63.0681, 63.0565, 7.42766, -9.89798, 0, 63.0566, 63.0568, 63.0568, 63.0565, 63.0565, 63.0565, 63.0565, 63.0565, 63.0565, 63.0565, 63.0565, 63.0674, 63.0565, 63.0565
3.85798, 52.0725, 63.4437, 63.4337, 7.3534, -11.3712, 0, 63.4338, 63.4339, 63.434, 63.4337, 63.4337, 63.4337, 63.4337, 63.4337, 63.4337, 63.4337, 63.4337, 63.443, 63.4337, 63.4337
3.86538, 67.4757, 63.8203, 63.8116, 8.33521, 3.65542, 0, 63.8117, 63.8119, 63.8119, 63.8116, 63.8116, 63.8116, 63.8116, 63.8116, 63.8116, 63.8116, 63.8116, 63.8196, 63.8116, 63.8116
3.87278, 46.4953, 64.1979, 64.1903, 6.96385, -17.7026, 0, 64.1904, 64.1906, 64.1907, 64.1903, 64.1903, 64.1903, 64.1903, 64.1903, 64.1903, 64.1903, 64.1903, 64.1972, 64.1903, 64.1903
3.88018, 57.3355, 64.5763, 64.5697, 7.70295, -7.24077, 0, 64.5698, 64.57, 64.5701, 64.5697, 64.5697, 64.5697, 64.5697, 64.5697, 64.5697, 64.5697, 64.5698, 64.5756, 64.5697, 64.5697
3.88758, 49.4381, 64.9554, 64.9498, 7.17204, -15.5173, 0, 64.9499, 64.9501, 64.9501, 64.9498, 64.9498, 64.9498, 64.9498, 64.9498, 64.9498, 64.9498, 64.9498, 64.9547, 64.9498, 64.9498
3.89497, 55.6223, 65.3353, 65.3304, 7.59094, -9.71294, 0, 65.3305, 65.3307, 65.3307, 65.3304, 65.3304, 65.3304, 65.3304, 65.3304, 65.3304, 65.3304, 65.3304, 65.3346, 65.3304, 65.3304
3.90237, 47.1707, 65.7157, 65.7114, 7.01218, -18.545, 0, 65.7115, 65.7117, 65.7117, 65.7114, 65.7114, 65.7114, 65.7114, 65.7114, 65.7114, 65.7114, 65.7114, 65.7149, 65.7114, 65.7114
3.90977, 57.8382, 66.0965, 66.0928, 7.73552, -8.25825, 0, 66.0929, 66.0931, 66.0931, 66.0928, 66.0928, 66.0928, 66.0928, 66.0928, 66.0928, 66.0928, 66.0928, 66.0958, 66.0928, 66.0928
3.91717, 60.7205, 66.4777, 66.4745, 7.91963, -5.75714, 0, 66.4746, 66.4747, 66.4748, 66.4745, 66.4745, 66.4745, 66.4745, 66.4745, 66.4745, 66.4745, 66.4745, 66.477, 66.4745, 66.4745
3.92457, 40.4265, 66.8591, 66.8563, 6.51357, -26.4326, 0, 66.8564, 66.8566, 66.8566, 66.8563, 66.8563, 66.8563, 66.8563, 66.8563, 66.8563, 66.8563, 66.8563, 66.8584, 66.8563, 66.8563
3.93196, 60.4834, 67.2408, 67.2383, 7.90464, -6.75736, 0, 67.2384, 67.2386, 67.2386, 67.2383, 67.2383, 67.2383, 67.2383, 67.2383, 67.2383, 67.2383, 67.2383, 67.24, 67.2383, 67.2383
3.93936, 49.35, 67.6225, 67.6203, 7.16589, -18.2725, 0, 67.6204, 67.6205, 67.6206, 67.6203, 67.6203, 67.6203, 67.6203, 67.6203, 67.6203, 67.6203, 67.6203, 67.6217, 67.6203, 67.6203
3.94676, 48.3796, 68.0041, 68.0021, 7.09786, -19.6245, 0, 68.0022, 68.0024, 68.0024, 68.0021, 68.0021, 68.0021, 68.0021, 68.0021, 68.0021, 68.0021, 68.0021, 68.0033, 68.0021, 68.0021
3.95416, 49.1833, 68.3856, 68.3839, 7.15425, -19.2023, 0, 68.384, 68.3842, 68.3842, 68.3839, 68.3839, 68.3839, 68.3839, 68.3839, 68.3839, 68.3839, 68.3839, 68.3849, 68.3839, 68.3839
3.96156, 59.799, 68.767, 68.7654, 7.86123, -8.96799, 0, 68.7655, 68.7657, 68.7657, 68.7654, 68.7654, 68.7654, 68.7654, 68.7654, 68.7654, 68.7654, 68.7654, 68.7663, 68.7654, 68.7654
3.96895, 72.8558, 69.1481, 69.1467, 8.65192, 3.70769, 0, 69.1468, 69.1469, 69.147, 69.1467, 69.1467, 69.1467, 69.1467, 69.1467, 69.1467, 69.1467, 69.1467, 69.1474, 69.1467, 69.1467
3.97635, 50.9974, 69.5289, 69.5276, 7.27993, -18.5315, 0, 69.5277, 69.5279, 69.5279, 69.5276, 69.5276, 69.5276, 69.5276, 69.5276, 69.5276, 69.5276, 69.5276, 69.5282, 69.5276, 69.5276
