   PIQUANT 0.0.0-main  ps__0661_0725638583_PTFE_shot_20.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.180542, 0, 1.778e-20, 0, 1.41421, -1.778e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26034e-23, 0, 0, 6.42156e-26, 1.08918e-24, 0, 1.77462e-20, 0, 0
0.188415, 0, 5.23249e-20, 0, 1.41421, -5.23249e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.59487e-23, 0, 0, 1.90364e-25, 3.2925e-24, 0, 5.22255e-20, 0, 0
0.196289, 0, 1.50245e-19, 0, 1.41421, -1.50245e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75506e-22, 0, 0, 5.50775e-25, 9.69591e-24, 0, 1.4996e-19, 0, 0
0.204162, 0, 4.21531e-19, 0, 1.41421, -4.21531e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.72964e-22, 0, 0, 1.55753e-24, 2.78629e-23, 0, 4.20729e-19, 0, 0
0.212035, 0, 1.15701e-18, 0, 1.41421, -1.15701e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12162e-21, 0, 0, 4.31037e-24, 7.82483e-23, 0, 1.15481e-18, 0, 0
0.219908, 0, 3.11016e-18, 0, 1.41421, -3.11016e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.70308e-21, 0, 0, 1.16861e-23, 2.15015e-22, 0, 3.10423e-18, 0, 0
0.227781, 0, 8.19527e-18, 0, 1.41421, -8.19527e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50276e-20, 0, 0, 3.10681e-23, 5.78733e-22, 0, 8.17964e-18, 0, 0
0.235654, 0, 2.11851e-17, 0, 1.41421, -2.11851e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8847e-20, 0, 0, 8.10589e-23, 1.52723e-21, 0, 2.11447e-17, 0, 0
0.243528, 0, 5.50371e-17, 0, 1.41421, -5.50371e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00921e-19, 0, 0, 2.13235e-22, 4.06842e-21, 0, 5.49319e-17, 0, 0
0.251401, 0, 1.36771e-16, 0, 1.41421, -1.36771e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50795e-19, 0, 0, 5.3518e-22, 1.03068e-20, 0, 1.36509e-16, 0, 0
0.259274, 0, 3.34201e-16, 0, 1.41421, -3.34201e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.12817e-19, 0, 0, 1.32128e-21, 2.56673e-20, 0, 3.33561e-16, 0, 0
0.267147, 0, 8.03328e-16, 0, 1.41421, -8.03328e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47304e-18, 0, 0, 3.21033e-21, 6.28672e-20, 0, 8.01788e-16, 0, 0
0.27502, 0, 1.90029e-15, 0, 1.41421, -1.90029e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.48449e-18, 0, 0, 7.67972e-21, 1.51515e-19, 0, 1.89665e-15, 0, 0
0.282893, 0, 4.42531e-15, 0, 1.41421, -4.42531e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.11446e-18, 0, 0, 1.80944e-20, 3.59465e-19, 0, 4.41682e-15, 0, 0
0.290766, 0, 1.01485e-14, 0, 1.41421, -1.01485e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.86087e-17, 0, 0, 4.20049e-20, 8.39829e-19, 0, 1.0129e-14, 0, 0
0.29864, 0, 2.29257e-14, 0, 1.41421, -2.29257e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.20369e-17, 0, 0, 9.61046e-20, 1.93288e-18, 0, 2.28816e-14, 0, 0
0.306513, 0, 5.10288e-14, 0, 1.41421, -5.10288e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.35658e-17, 0, 0, 2.16772e-19, 4.38369e-18, 0, 5.09306e-14, 0, 0
0.314386, 0, 1.1194e-13, 0, 1.41421, -1.1194e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05248e-16, 0, 0, 4.82162e-19, 9.79986e-18, 0, 1.11724e-13, 0, 0
0.322259, 0, 2.4206e-13, 0, 1.41421, -2.4206e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43823e-16, 0, 0, 1.05789e-18, 2.16005e-17, 0, 2.41593e-13, 0, 0
0.330132, 0, 5.16076e-13, 0, 1.41421, -5.16076e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.46221e-16, 0, 0, 2.29009e-18, 4.69549e-17, 0, 5.1508e-13, 0, 0
0.338005, 0, 1.08501e-12, 0, 1.41421, -1.08501e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98931e-15, 0, 0, 4.8926e-18, 1.00687e-16, 0, 1.08291e-12, 0, 0
0.345878, 0, 2.24985e-12, 0, 1.41421, -2.24985e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.12489e-15, 0, 0, 1.03184e-17, 2.13029e-16, 0, 2.2455e-12, 0, 0
0.353752, 0, 4.60191e-12, 0, 1.41421, -4.60191e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.43701e-15, 0, 0, 2.1488e-17, 4.44812e-16, 0, 4.593e-12, 0, 0
0.361625, 0, 9.28633e-12, 0, 1.41421, -9.28633e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7025e-14, 0, 0, 4.41993e-17, 9.16811e-16, 0, 9.26835e-12, 0, 0
0.369498, 0, 1.84897e-11, 0, 1.41421, -1.84897e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.38976e-14, 0, 0, 8.98301e-17, 1.86574e-15, 0, 1.84538e-11, 0, 0
0.377371, 0, 3.63282e-11, 3.25101e-43, 1.41421, -3.63282e-11, 3.25101e-43, 0, 3.25101e-43, 3.25101e-43, 3.25101e-43, 3.25101e-43, 3.25101e-43, 3.25101e-43, 3.25101e-43, 6.66016e-14, 3.25101e-43, 3.25101e-43, 1.80461e-16, 3.74972e-15, 3.25101e-43, 3.62577e-11, 3.25101e-43, 3.25101e-43
0.385244, 0, 7.04432e-11, 6.1475e-42, 1.41421, -7.04432e-11, 6.1475e-42, 0, 6.1475e-42, 6.1475e-42, 6.1475e-42, 6.1475e-42, 6.1475e-42, 6.1475e-42, 6.1475e-42, 1.29148e-13, 6.1475e-42, 6.1475e-42, 3.58508e-16, 7.44438e-15, 6.1475e-42, 7.03062e-11, 6.1475e-42, 6.1475e-42
0.393117, 0, 1.34821e-10, 9.46619e-41, 1.41421, -1.34821e-10, 9.46619e-41, 0, 9.46619e-41, 9.46619e-41, 9.46619e-41, 9.46619e-41, 9.46619e-41, 9.46619e-41, 9.46619e-41, 2.47189e-13, 9.46619e-41, 9.46619e-41, 7.04681e-16, 1.46036e-14, 9.46619e-41, 1.34558e-10, 9.46619e-41, 9.46619e-41
0.40099, 0, 2.54708e-10, 1.28114e-39, 1.41421, -2.54708e-10, 1.28114e-39, 0, 1.28114e-39, 1.28114e-39, 1.28114e-39, 1.28114e-39, 1.28114e-39, 1.28114e-39, 1.28114e-39, 4.6704e-13, 1.28114e-39, 1.28114e-39, 1.37129e-15, 2.83162e-14, 1.28114e-39, 2.54211e-10, 1.28114e-39, 1.28114e-39
0.408864, 0, 4.7505e-10, 1.55033e-38, 1.41421, -4.7505e-10, 1.55033e-38, 0, 1.55033e-38, 1.55033e-38, 1.55033e-38, 1.55033e-38, 1.55033e-38, 1.55033e-38, 1.55033e-38, 8.71193e-13, 1.55033e-38, 1.55033e-38, 2.64376e-15, 5.42887e-14, 1.55033e-38, 4.74122e-10, 1.55033e-38, 1.55033e-38
0.416737, 0, 8.74755e-10, 1.69161e-37, 1.41421, -8.74755e-10, 1.69161e-37, 0, 1.69161e-37, 1.69161e-37, 1.69161e-37, 1.69161e-37, 1.69161e-37, 1.69161e-37, 1.69161e-37, 1.60457e-12, 1.69161e-37, 1.69161e-37, 5.05383e-15, 1.02961e-13, 1.69161e-37, 8.73042e-10, 1.69161e-37, 1.69161e-37
0.42461, 0, 1.59047e-09, 1.67361e-36, 1.41421, -1.59047e-09, 1.67361e-36, 0, 1.67361e-36, 1.67361e-36, 1.67361e-36, 1.67361e-36, 1.67361e-36, 1.67361e-36, 1.67361e-36, 2.91835e-12, 1.67361e-36, 1.67361e-36, 9.58795e-15, 1.93264e-13, 1.67361e-36, 1.58735e-09, 1.67361e-36, 1.67361e-36
0.432483, 0, 2.85558e-09, 1.50986e-35, 1.41421, -2.85558e-09, 1.50986e-35, 0, 1.50986e-35, 1.50986e-35, 1.50986e-35, 1.50986e-35, 1.50986e-35, 1.50986e-35, 1.50986e-35, 5.2421e-12, 1.50986e-35, 1.50986e-35, 1.80707e-14, 3.59261e-13, 1.50986e-35, 2.84996e-09, 1.50986e-35, 1.50986e-35
0.440356, 0, 5.0633e-09, 1.24833e-34, 1.41421, -5.0633e-09, 1.24833e-34, 0, 1.24833e-34, 1.24833e-34, 1.24833e-34, 1.24833e-34, 1.24833e-34, 1.24833e-34, 1.24833e-34, 9.30072e-12, 1.24833e-34, 1.24833e-34, 3.38716e-14, 6.61867e-13, 1.24833e-34, 5.05331e-09, 1.24833e-34, 1.24833e-34
0.448229, 0, 8.86716e-09, 9.50497e-34, 1.41421, -8.86716e-09, 9.50497e-34, 0, 9.50497e-34, 9.50497e-34, 9.50497e-34, 9.50497e-34, 9.50497e-34, 9.50497e-34, 9.50497e-34, 1.63017e-11, 9.50497e-34, 9.50497e-34, 6.32114e-14, 1.20953e-12, 9.50497e-34, 8.84958e-09, 9.50497e-34, 9.50497e-34
0.456102, 0, 1.53386e-08, 6.70585e-33, 1.41421, -1.53386e-08, 6.70585e-33, 0, 6.70585e-33, 6.70585e-33, 6.70585e-33, 6.70585e-33, 6.70585e-33, 6.70585e-33, 6.70585e-33, 2.82308e-11, 6.70585e-33, 6.70585e-33, 1.17577e-13, 2.1948e-12, 6.70585e-33, 1.53081e-08, 6.70585e-33, 6.70585e-33
0.463976, 0, 2.62109e-08, 4.68042e-32, 1.41421, -2.62109e-08, 4.68042e-32, 0, 4.68042e-32, 4.68042e-32, 4.68042e-32, 4.68042e-32, 4.68042e-32, 4.68042e-32, 4.68042e-32, 4.83117e-11, 4.68042e-32, 4.68042e-32, 2.18193e-13, 3.95934e-12, 4.68042e-32, 2.61584e-08, 4.68042e-32, 4.68042e-32
0.471849, 0, 4.425e-08, 3.11179e-31, 1.41421, -4.425e-08, 3.11179e-31, 0, 3.11179e-31, 3.11179e-31, 3.11179e-31, 3.11179e-31, 3.11179e-31, 3.11179e-31, 3.11179e-31, 8.17155e-11, 3.11179e-31, 3.11179e-31, 4.04301e-13, 7.11016e-12, 3.11179e-31, 4.41608e-08, 3.11179e-31, 3.11179e-31
0.479722, 0, 7.38123e-08, 1.9416e-30, 1.41421, -7.38123e-08, 1.9416e-30, 0, 1.9416e-30, 1.9416e-30, 1.9416e-30, 1.9416e-30, 1.9416e-30, 1.9416e-30, 1.9416e-30, 1.36635e-10, 1.9416e-30, 1.9416e-30, 7.48425e-13, 1.27288e-11, 1.9416e-30, 7.36622e-08, 1.9416e-30, 1.9416e-30
0.487595, 0, 1.21668e-07, 1.13577e-29, 1.41421, -1.21668e-07, 1.13577e-29, 0, 1.13577e-29, 1.13577e-29, 1.13577e-29, 1.13577e-29, 1.13577e-29, 1.13577e-29, 1.13577e-29, 2.25904e-10, 1.13577e-29, 1.13577e-29, 1.38444e-12, 2.27504e-11, 1.13577e-29, 1.21418e-07, 1.13577e-29, 1.13577e-29
0.495468, 0, 1.98205e-07, 1.08957e-28, 1.41421, -1.98205e-07, 1.08957e-28, 0, 1.08957e-28, 1.08957e-28, 1.08957e-28, 1.08957e-28, 1.08957e-28, 1.08957e-28, 1.08957e-28, 3.69411e-10, 1.08957e-28, 1.08957e-28, 2.56135e-12, 4.07055e-11, 1.08957e-28, 1.97792e-07, 1.08957e-28, 1.08957e-28
0.503341, 0, 3.19135e-07, 5.34561e-28, 1.41421, -3.19135e-07, 5.34561e-28, 0, 5.34561e-28, 5.34561e-28, 5.34561e-28, 5.34561e-28, 5.34561e-28, 5.34561e-28, 5.34561e-28, 5.97571e-10, 5.34561e-28, 5.34561e-28, 4.72722e-12, 7.28054e-11, 5.34561e-28, 3.1846e-07, 5.34561e-28, 5.34561e-28
0.511214, 0, 5.07959e-07, 2.48387e-27, 1.41421, -5.07959e-07, 2.48387e-27, 0, 2.48387e-27, 2.48387e-27, 2.48387e-27, 2.48387e-27, 2.48387e-27, 2.48387e-27, 2.48387e-27, 9.56547e-10, 2.48387e-27, 2.48387e-27, 8.70682e-12, 1.30467e-10, 2.48387e-27, 5.06863e-07, 2.48387e-27, 2.48387e-27
0.519088, 0, 7.99341e-07, 1.0962e-26, 1.41421, -7.99341e-07, 1.0962e-26, 0, 1.0962e-26, 1.0962e-26, 1.0962e-26, 1.0962e-26, 1.0962e-26, 1.0962e-26, 1.0962e-26, 1.5156e-09, 1.0962e-26, 1.0962e-26, 1.59885e-11, 2.34357e-10, 1.0962e-26, 7.97575e-07, 1.0962e-26, 1.0962e-26
0.526961, 0, 1.24381e-06, 4.60776e-26, 1.41421, -1.24381e-06, 4.60776e-26, 0, 4.60776e-26, 4.60776e-26, 4.60776e-26, 4.60776e-26, 4.60776e-26, 4.60776e-26, 4.60776e-26, 2.3777e-09, 4.60776e-26, 4.60776e-26, 2.92398e-11, 4.21971e-10, 4.60776e-26, 1.24098e-06, 4.60776e-26, 4.60776e-26
0.534834, 0, 1.91405e-06, 1.84959e-25, 1.41421, -1.91405e-06, 1.84959e-25, 0, 1.84959e-25, 1.84959e-25, 1.84959e-25, 1.84959e-25, 1.84959e-25, 1.84959e-25, 1.84959e-25, 3.69452e-09, 1.84959e-25, 1.84959e-25, 5.31931e-11, 7.61151e-10, 1.84959e-25, 1.90954e-06, 1.84959e-25, 1.84959e-25
0.542707, 0, 2.91342e-06, 7.10818e-25, 1.41421, -2.91342e-06, 7.10818e-25, 0, 7.10818e-25, 7.10818e-25, 7.10818e-25, 7.10818e-25, 7.10818e-25, 7.10818e-25, 7.10818e-25, 5.68744e-09, 7.10818e-25, 7.10818e-25, 9.61517e-11, 1.374e-09, 7.10818e-25, 2.90626e-06, 7.10818e-25, 7.10818e-25
0.55058, 0, 4.38703e-06, 2.6284e-24, 1.41421, -4.38703e-06, 2.6284e-24, 0, 2.6284e-24, 2.6284e-24, 2.6284e-24, 2.6284e-24, 2.6284e-24, 2.6284e-24, 2.6284e-24, 8.67682e-09, 2.6284e-24, 2.6284e-24, 1.72512e-10, 2.47862e-09, 2.6284e-24, 4.3757e-06, 2.6284e-24, 2.6284e-24
0.558453, 0, 6.55066e-06, 1.27915e-08, 1.41421, -6.55066e-06, 1.29992e-08, 1.27915e-08, 1.27916e-08, 1.27918e-08, 1.27922e-08, 1.27923e-08, 1.28206e-08, 1.27989e-08, 1.28896e-08, 2.59142e-08, 1.2795e-08, 1.27917e-08, 1.30985e-08, 1.72523e-08, 1.27916e-08, 6.53185e-06, 1.27915e-08, 1.33574e-08
0.566326, 0, 9.69536e-06, 5.16703e-08, 1.41421, -9.69536e-06, 5.25118e-08, 5.16703e-08, 5.16706e-08, 5.16712e-08, 5.16728e-08, 5.16735e-08, 5.17879e-08, 5.16999e-08, 5.20675e-08, 7.13491e-08, 5.16842e-08, 5.16708e-08, 5.22115e-08, 5.96651e-08, 5.16703e-08, 9.66344e-06, 5.16703e-08, 5.3964e-08
0.5742, 0, 1.42498e-05, 1.64888e-07, 1.41421, -1.42498e-05, 1.67578e-07, 1.64888e-07, 1.64889e-07, 1.64891e-07, 1.64896e-07, 1.64898e-07, 1.65264e-07, 1.64982e-07, 1.66157e-07, 1.94155e-07, 1.64932e-07, 1.64889e-07, 1.65833e-07, 1.79131e-07, 1.64888e-07, 1.41935e-05, 1.64888e-07, 1.7222e-07
0.582073, 0, 2.08621e-05, 4.8165e-07, 1.41421, -2.08621e-05, 4.89516e-07, 4.8165e-07, 4.81653e-07, 4.81659e-07, 4.81674e-07, 4.8168e-07, 4.82749e-07, 4.81927e-07, 4.85363e-07, 5.24828e-07, 4.81781e-07, 4.81655e-07, 4.83283e-07, 5.06834e-07, 4.81651e-07, 2.07575e-05, 4.8165e-07, 5.03089e-07
0.589946, 0, 3.05716e-05, 1.3343e-06, 1.41421, -3.05716e-05, 1.3561e-06, 1.3343e-06, 1.33431e-06, 1.33432e-06, 1.33436e-06, 1.33438e-06, 1.33735e-06, 1.33507e-06, 1.34459e-06, 1.39749e-06, 1.33466e-06, 1.33431e-06, 1.33709e-06, 1.37843e-06, 1.3343e-06, 3.03656e-05, 1.3343e-06, 1.39373e-06
0.597819, 0, 4.51778e-05, 3.54421e-06, 1.41421, -4.51778e-05, 3.60216e-06, 3.54421e-06, 3.54423e-06, 3.54428e-06, 3.54438e-06, 3.54443e-06, 3.55231e-06, 3.54625e-06, 3.57156e-06, 3.63597e-06, 3.54517e-06, 3.54424e-06, 3.54894e-06, 3.62081e-06, 3.54421e-06, 4.47499e-05, 3.54421e-06, 3.70215e-06
0.605692, 0, 6.80156e-05, 9.06064e-06, 1.41421, -6.80156e-05, 9.20885e-06, 9.06064e-06, 9.0607e-06, 9.06081e-06, 9.06108e-06, 9.0612e-06, 9.08135e-06, 9.06586e-06, 9.1306e-06, 9.19286e-06, 9.0631e-06, 9.06072e-06, 9.06855e-06, 9.19207e-06, 9.06064e-06, 6.70922e-05, 9.06064e-06, 9.4646e-06
0.613565, 0, 0.000105568, 2.23266e-05, 1.41421, -0.000105568, 2.2692e-05, 2.23266e-05, 2.23268e-05, 2.23271e-05, 2.23277e-05, 2.2328e-05, 2.23777e-05, 2.23395e-05, 2.24991e-05, 2.25157e-05, 2.23327e-05, 2.23269e-05, 2.23397e-05, 2.25495e-05, 2.23267e-05, 0.000103536, 2.23266e-05, 2.33225e-05
0.621439, 0, 0.000170717, 5.30686e-05, 1.41421, -0.000170717, 5.39374e-05, 5.30686e-05, 5.30689e-05, 5.30696e-05, 5.30712e-05, 5.30719e-05, 5.319e-05, 5.30992e-05, 5.34787e-05, 5.33368e-05, 5.3083e-05, 5.30691e-05, 5.30901e-05, 5.34418e-05, 5.30686e-05, 0.000166232, 5.30686e-05, 5.54368e-05
0.629312, 0, 0.00028902, 0.00012173, 1.41421, -0.00028902, 0.000123724, 0.00012173, 0.000121731, 0.000121733, 0.000121736, 0.000121738, 0.000122009, 0.000121801, 0.000122672, 0.000122108, 0.000121763, 0.000121731, 0.000121765, 0.000122348, 0.00012173, 0.000279219, 0.00012173, 0.000127165
0.637185, 0, 0.000510365, 0.000269572, 1.41421, -0.000510365, 0.00027399, 0.000269572, 0.000269574, 0.000269577, 0.000269586, 0.000269589, 0.00027019, 0.000269728, 0.000271658, 0.000270101, 0.000269646, 0.000269575, 0.000269628, 0.000270582, 0.000269572, 0.00048934, 0.000269572, 0.000281614
0.645058, 0, 0.000929552, 0.000576519, 1.41421, -0.000929552, 0.000585973, 0.000576519, 0.000576523, 0.00057653, 0.000576548, 0.000576556, 0.000577841, 0.000576853, 0.000580982, 0.000577253, 0.000576677, 0.000576525, 0.000576609, 0.000578151, 0.00057652, 0.000885516, 0.000576519, 0.000602287
0.652931, 0, 0.0017209, 0.00119113, 1.41421, -0.0017209, 0.00121067, 0.00119113, 0.00119114, 0.00119115, 0.00119119, 0.0011912, 0.00119386, 0.00119182, 0.00120035, 0.00119214, 0.00119145, 0.00119114, 0.00119127, 0.00119374, 0.00119113, 0.00163118, 0.00119113, 0.0012444
0.660804, 0, 0.0031935, 0.00237827, 1.41421, -0.0031935, 0.00241732, 0.00237827, 0.00237829, 0.00237832, 0.00237839, 0.00237842, 0.00238373, 0.00237965, 0.00239671, 0.00237966, 0.00237892, 0.0023783, 0.00237849, 0.00238241, 0.00237828, 0.00301601, 0.00237827, 0.0024847
0.668677, 0, 0.00587431, 0.00459062, 1.41421, -0.00587431, 0.00466605, 0.00459062, 0.00459065, 0.00459071, 0.00459085, 0.00459091, 0.00460116, 0.00459328, 0.00462623, 0.00459252, 0.00459188, 0.00459067, 0.00459097, 0.00459712, 0.00459063, 0.00553383, 0.00459062, 0.0047962
0.676551, 0, 0.010626, 0.00856939, 1.41421, -0.010626, 0.00871029, 0.00856939, 0.00856945, 0.00856955, 0.00856981, 0.00856993, 0.00858908, 0.00857436, 0.0086359, 0.00857196, 0.00857173, 0.00856947, 0.00856992, 0.00857954, 0.0085694, 0.00999305, 0.00856939, 0.00895343
0.684424, 0, 0.0188021, 0.015476, 1.41421, -0.0188021, 0.0157306, 0.015476, 0.0154761, 0.0154763, 0.0154767, 0.0154769, 0.0155116, 0.0154849, 0.0155962, 0.0154795, 0.0154802, 0.0154761, 0.0154768, 0.0154918, 0.015476, 0.0176619, 0.015476, 0.0161701
0.692297, 0, 0.0324345, 0.0270499, 1.41421, -0.0324345, 0.0274954, 0.0270499, 0.0270501, 0.0270504, 0.0270512, 0.0270516, 0.0271121, 0.0270656, 0.0272602, 0.0270546, 0.0270573, 0.0270501, 0.0270511, 0.0270743, 0.0270499, 0.0304446, 0.0270499, 0.0282642
0.70017, 0, 0.0544391, 0.0457779, 1.41421, -0.0544391, 0.0465326, 0.0457779, 0.0457782, 0.0457788, 0.0457802, 0.0457808, 0.0458834, 0.0458045, 0.0461341, 0.0457842, 0.0457904, 0.0457783, 0.0457798, 0.0458155, 0.0457779, 0.0510738, 0.0457779, 0.0478349
0.708043, 0, 0.0888028, 0.0750443, 1.41421, -0.0888028, 0.0762828, 0.0750443, 0.0750448, 0.0750457, 0.075048, 0.0750491, 0.0752174, 0.0750879, 0.0756289, 0.0750527, 0.0750649, 0.075045, 0.0750471, 0.075102, 0.0750444, 0.0832865, 0.0750443, 0.0784199
0.715916, 0, 0.140708, 0.11922, 1.41421, -0.140708, 0.12119, 0.11922, 0.119221, 0.119223, 0.119226, 0.119228, 0.119496, 0.11929, 0.12015, 0.119232, 0.119253, 0.119222, 0.119225, 0.119308, 0.11922, 0.13194, 0.11922, 0.124589
0.723789, 0.971515, 0.216532, 0.183642, 1.72381, 0.754983, 0.18668, 0.183642, 0.183643, 0.183646, 0.183651, 0.183654, 0.184067, 0.183749, 0.185076, 0.183657, 0.183693, 0.183644, 0.183648, 0.183775, 0.183642, 0.203016, 0.183642, 0.191923
0.731663, 0.0284847, 0.323657, 0.274416, 1.42425, -0.295173, 0.278962, 0.274416, 0.274418, 0.274421, 0.27443, 0.274434, 0.275052, 0.274576, 0.276562, 0.274436, 0.274492, 0.274419, 0.274425, 0.274614, 0.274416, 0.303435, 0.274416, 0.286807
0.739536, 0, 0.470053, 0.398027, 1.41421, -0.470053, 0.404631, 0.398027, 0.39803, 0.398035, 0.398047, 0.398053, 0.39895, 0.39826, 0.401145, 0.398053, 0.398137, 0.398031, 0.398041, 0.398319, 0.398028, 0.440675, 0.398027, 0.416027
