   PIQUANT 0.0.0-main  ps__0661_0725638583_PTFE_shot_8.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.180302, 0, 4.33945e-21, 0, 1.41421, -4.33945e-21, 0, 0, 0, 0, 0, 0, 0, 1.04496e-23, 0, 2.31217e-26, 1.43047e-24, 0, 4.32755e-21, 0, 0
0.188564, 0, 1.3781e-20, 0, 1.41421, -1.3781e-20, 0, 0, 0, 0, 0, 0, 0, 3.3185e-23, 0, 7.42178e-26, 4.67539e-24, 0, 1.37431e-20, 0, 0
0.196826, 0, 4.24845e-20, 0, 1.41421, -4.24845e-20, 0, 0, 0, 0, 0, 0, 0, 1.02303e-22, 0, 2.31285e-25, 1.47978e-23, 0, 4.23672e-20, 0, 0
0.205087, 0, 1.27428e-19, 0, 1.41421, -1.27428e-19, 0, 0, 0, 0, 0, 0, 0, 3.06844e-22, 0, 7.01357e-25, 4.54802e-23, 0, 1.27075e-19, 0, 0
0.213349, 0, 3.72553e-19, 0, 1.41421, -3.72553e-19, 0, 0, 0, 0, 0, 0, 0, 8.97093e-22, 0, 2.07353e-24, 1.36041e-22, 0, 3.71518e-19, 0, 0
0.221611, 0, 1.06335e-18, 0, 1.41421, -1.06335e-18, 0, 0, 0, 0, 0, 0, 0, 2.56049e-21, 0, 5.98619e-24, 3.96779e-22, 0, 1.06039e-18, 0, 0
0.229873, 0, 2.96693e-18, 0, 1.41421, -2.96693e-18, 0, 0, 0, 0, 0, 0, 0, 7.14415e-21, 0, 1.68988e-23, 1.13016e-21, 0, 2.95864e-18, 0, 0
0.238134, 0, 8.10174e-18, 0, 1.41421, -8.10174e-18, 0, 0, 0, 0, 0, 0, 0, 1.95082e-20, 0, 4.67021e-23, 3.14795e-21, 0, 8.07904e-18, 0, 0
0.246396, 0, 2.16732e-17, 0, 1.41421, -2.16732e-17, 0, 0, 0, 0, 0, 0, 0, 5.21866e-20, 0, 1.26487e-22, 8.5845e-21, 0, 2.16123e-17, 0, 0
0.254658, 0, 5.68486e-17, 0, 1.41421, -5.68486e-17, 0, 0, 0, 0, 0, 0, 0, 1.36884e-19, 0, 3.36025e-22, 2.29425e-20, 0, 5.66885e-17, 0, 0
0.26292, 0, 1.46319e-16, 0, 1.41421, -1.46319e-16, 0, 0, 0, 0, 0, 0, 0, 3.52312e-19, 0, 8.76317e-22, 6.01429e-20, 0, 1.45905e-16, 0, 0
0.271181, 0, 3.69789e-16, 0, 1.41421, -3.69789e-16, 0, 0, 0, 0, 0, 0, 0, 8.90383e-19, 0, 2.24502e-21, 1.54768e-19, 0, 3.68742e-16, 0, 0
0.279443, 0, 9.182e-16, 0, 1.41421, -9.182e-16, 0, 0, 0, 0, 0, 0, 0, 2.21082e-18, 0, 5.65343e-21, 3.91221e-19, 0, 9.15593e-16, 0, 0
0.287705, 0, 2.24115e-15, 0, 1.41421, -2.24115e-15, 0, 0, 0, 0, 0, 0, 0, 5.39611e-18, 0, 1.40015e-20, 9.71993e-19, 0, 2.23477e-15, 0, 0
0.295967, 0, 5.37962e-15, 0, 1.41421, -5.37962e-15, 0, 0, 0, 0, 0, 0, 0, 1.29524e-17, 0, 3.41205e-20, 2.37481e-18, 0, 5.36426e-15, 0, 0
0.304228, 0, 1.27042e-14, 0, 1.41421, -1.27042e-14, 0, 0, 0, 0, 0, 0, 0, 3.0587e-17, 0, 8.18491e-20, 5.70843e-18, 0, 1.26678e-14, 0, 0
0.31249, 0, 2.95259e-14, 0, 1.41421, -2.95259e-14, 0, 0, 0, 0, 0, 0, 0, 7.10855e-17, 0, 1.93344e-19, 1.35052e-17, 0, 2.94412e-14, 0, 0
0.320752, 0, 6.75545e-14, 0, 1.41421, -6.75545e-14, 0, 0, 0, 0, 0, 0, 0, 1.62636e-16, 0, 4.49893e-19, 3.14589e-17, 0, 6.736e-14, 0, 0
0.329014, 0, 1.52199e-13, 0, 1.41421, -1.52199e-13, 0, 0, 0, 0, 0, 0, 0, 3.66401e-16, 0, 1.03152e-18, 7.21736e-17, 0, 1.51759e-13, 0, 0
0.337276, 0, 3.37732e-13, 0, 1.41421, -3.37732e-13, 0, 0, 0, 0, 0, 0, 0, 8.13013e-16, 0, 2.33129e-18, 1.63132e-16, 0, 3.36753e-13, 0, 0
0.345537, 0, 7.38284e-13, 0, 1.41421, -7.38284e-13, 0, 0, 0, 0, 0, 0, 0, 1.77716e-15, 0, 5.19493e-18, 3.63361e-16, 0, 7.36138e-13, 0, 0
0.353799, 0, 1.59018e-12, 0, 1.41421, -1.59018e-12, 0, 0, 0, 0, 0, 0, 0, 3.8276e-15, 0, 1.14172e-17, 7.97792e-16, 0, 1.58554e-12, 0, 0
0.362061, 0, 3.37527e-12, 0, 1.41421, -3.37527e-12, 0, 0, 0, 0, 0, 0, 0, 8.12388e-15, 0, 2.47553e-17, 1.72702e-15, 0, 3.36539e-12, 0, 0
0.370323, 0, 7.06108e-12, 0, 1.41421, -7.06108e-12, 0, 0, 0, 0, 0, 0, 0, 1.69942e-14, 0, 5.29737e-17, 3.6869e-15, 0, 7.04035e-12, 0, 0
0.378584, 0, 1.45611e-11, 0, 1.41421, -1.45611e-11, 0, 0, 0, 0, 0, 0, 0, 3.50429e-14, 0, 1.11921e-16, 7.76406e-15, 0, 1.45181e-11, 0, 0
0.386846, 0, 2.96022e-11, 1.25276e-42, 1.41421, -2.96022e-11, 1.25276e-42, 0, 1.25276e-42, 1.25276e-42, 1.25276e-42, 1.25276e-42, 1.25276e-42, 7.12379e-14, 1.25276e-42, 2.33569e-16, 1.61324e-14, 1.25276e-42, 2.95146e-11, 1.25276e-42, 1.25276e-42
0.395108, 0, 5.93789e-11, 1.3144e-40, 1.41421, -5.93789e-11, 1.3144e-40, 0, 1.3144e-40, 1.3144e-40, 1.3144e-40, 1.3144e-40, 1.3144e-40, 1.42894e-13, 1.3144e-40, 4.82907e-16, 3.3134e-14, 1.3144e-40, 5.92024e-11, 1.3144e-40, 1.3144e-40
0.40337, 0, 1.17342e-10, 1.92117e-39, 1.41421, -1.17342e-10, 1.92117e-39, 0, 1.92117e-39, 1.92117e-39, 1.92117e-39, 1.92117e-39, 1.92117e-39, 2.82384e-13, 1.92117e-39, 9.84969e-16, 6.70718e-14, 1.92117e-39, 1.16992e-10, 1.92117e-39, 1.92117e-39
0.411631, 0, 2.28681e-10, 2.49251e-38, 1.41421, -2.28681e-10, 2.49251e-38, 0, 2.49251e-38, 2.49251e-38, 2.49251e-38, 2.49251e-38, 2.49251e-38, 5.50349e-13, 2.49251e-38, 1.98838e-15, 1.34092e-13, 2.49251e-38, 2.27995e-10, 2.49251e-38, 2.49251e-38
0.419893, 0, 4.39538e-10, 2.893e-37, 1.41421, -4.39538e-10, 2.893e-37, 0, 2.893e-37, 2.893e-37, 2.893e-37, 2.893e-37, 2.893e-37, 1.05792e-12, 2.893e-37, 3.97617e-15, 2.64872e-13, 2.893e-37, 4.38212e-10, 2.893e-37, 2.893e-37
0.428155, 0, 8.3329e-10, 3.0241e-36, 1.41421, -8.3329e-10, 3.0241e-36, 0, 3.0241e-36, 3.0241e-36, 3.0241e-36, 3.0241e-36, 3.0241e-36, 2.00603e-12, 3.0241e-36, 7.88418e-15, 5.17201e-13, 3.0241e-36, 8.30759e-10, 3.0241e-36, 3.0241e-36
0.436417, 0, 1.55832e-09, 2.86481e-35, 1.41421, -1.55832e-09, 2.86481e-35, 0, 2.86481e-35, 2.86481e-35, 2.86481e-35, 2.86481e-35, 2.86481e-35, 3.75262e-12, 2.86481e-35, 1.55183e-14, 9.98889e-13, 2.86481e-35, 1.55355e-09, 2.86481e-35, 2.86481e-35
0.444678, 0, 2.87485e-09, 2.47385e-34, 1.41421, -2.87485e-09, 2.47385e-34, 0, 2.47385e-34, 2.47385e-34, 2.47385e-34, 2.47385e-34, 2.47385e-34, 6.92626e-12, 2.47385e-34, 3.03565e-14, 1.90953e-12, 2.47385e-34, 2.86598e-09, 2.47385e-34, 2.47385e-34
0.45294, 0, 5.23249e-09, 1.95788e-33, 1.41421, -5.23249e-09, 1.95788e-33, 0, 1.95788e-33, 1.95788e-33, 1.95788e-33, 1.95788e-33, 1.95788e-33, 1.2615e-11, 1.95788e-33, 5.90913e-14, 3.6163e-12, 1.95788e-33, 5.2162e-09, 1.95788e-33, 1.95788e-33
0.461202, 0, 9.3967e-09, 1.50746e-32, 1.41421, -9.3967e-09, 1.50746e-32, 0, 1.50746e-32, 1.50746e-32, 1.50746e-32, 1.50746e-32, 1.50746e-32, 2.26759e-11, 1.50746e-32, 1.14602e-13, 6.7918e-12, 1.50746e-32, 9.36711e-09, 1.50746e-32, 1.50746e-32
0.469464, 0, 1.66515e-08, 1.108e-31, 1.41421, -1.66515e-08, 1.108e-31, 0, 1.108e-31, 1.108e-31, 1.108e-31, 1.108e-31, 1.108e-31, 4.02347e-11, 1.108e-31, 2.2169e-13, 1.26656e-11, 1.108e-31, 1.65984e-08, 1.108e-31, 1.108e-31
0.477725, 0, 2.91196e-08, 7.62052e-31, 1.41421, -2.91196e-08, 7.62052e-31, 0, 7.62052e-31, 7.62052e-31, 7.62052e-31, 7.62052e-31, 7.62052e-31, 7.04817e-11, 7.62052e-31, 4.28135e-13, 2.34856e-11, 7.62052e-31, 2.90252e-08, 7.62052e-31, 7.62052e-31
0.485987, 0, 5.02589e-08, 4.88247e-30, 1.41421, -5.02589e-08, 4.88247e-30, 0, 4.88247e-30, 4.88247e-30, 4.88247e-30, 4.88247e-30, 4.88247e-30, 1.21921e-10, 4.88247e-30, 8.25965e-13, 4.33715e-11, 4.88247e-30, 5.00928e-08, 4.88247e-30, 4.88247e-30
0.494249, 0, 8.56221e-08, 2.91724e-29, 1.41421, -8.56221e-08, 2.91724e-29, 0, 2.91724e-29, 2.91724e-29, 2.91724e-29, 2.91724e-29, 2.91724e-29, 2.08308e-10, 2.91724e-29, 1.59217e-12, 7.99026e-11, 2.91724e-29, 8.53323e-08, 2.91724e-29, 2.91724e-29
0.502511, 0, 1.43997e-07, 1.63028e-28, 1.41421, -1.43997e-07, 1.63028e-28, 0, 1.63028e-28, 1.63028e-28, 1.63028e-28, 1.63028e-28, 1.63028e-28, 3.51617e-10, 1.63028e-28, 3.06604e-12, 1.47095e-10, 1.63028e-28, 1.43495e-07, 1.63028e-28, 1.63028e-28
0.510773, 0, 2.39094e-07, 8.55112e-28, 1.41421, -2.39094e-07, 8.55112e-28, 0, 8.55112e-28, 8.55112e-28, 8.55112e-28, 8.55112e-28, 8.55112e-28, 5.86529e-10, 8.55112e-28, 5.89485e-12, 2.71006e-10, 8.55112e-28, 2.3823e-07, 8.55112e-28, 8.55112e-28
0.519034, 0, 3.92005e-07, 4.22486e-27, 1.41421, -3.92005e-07, 4.22486e-27, 0, 4.22486e-27, 4.22486e-27, 4.22486e-27, 4.22486e-27, 4.22486e-27, 9.67155e-10, 4.22486e-27, 1.13049e-11, 5.00297e-10, 4.22486e-27, 3.90526e-07, 4.22486e-27, 4.22486e-27
0.527296, 0, 6.34729e-07, 1.97304e-26, 1.41421, -6.34729e-07, 1.97304e-26, 0, 1.97304e-26, 1.97304e-26, 1.97304e-26, 1.97304e-26, 1.97304e-26, 1.57699e-09, 1.97304e-26, 2.15998e-11, 9.26104e-10, 1.97304e-26, 6.32204e-07, 1.97304e-26, 1.97304e-26
0.535558, 0, 1.01514e-06, 8.7384e-26, 1.41421, -1.01514e-06, 8.7384e-26, 0, 8.7384e-26, 8.7384e-26, 8.7384e-26, 8.7384e-26, 8.7384e-26, 2.54354e-09, 8.7384e-26, 4.10622e-11, 1.7192e-09, 8.7384e-26, 1.01084e-06, 8.7384e-26, 8.7384e-26
0.54382, 0, 1.60391e-06, 3.68169e-25, 1.41421, -1.60391e-06, 3.68169e-25, 0, 3.68169e-25, 3.68169e-25, 3.68169e-25, 3.68169e-25, 3.68169e-25, 4.05949e-09, 3.68169e-25, 7.7563e-11, 3.1989e-09, 3.68169e-25, 1.59657e-06, 3.68169e-25, 3.68169e-25
0.552081, 0, 2.50396e-06, 1.48002e-24, 1.41421, -2.50396e-06, 1.48002e-24, 0, 1.48002e-24, 1.48002e-24, 1.48002e-24, 1.48002e-24, 1.48002e-24, 6.41327e-09, 1.48002e-24, 1.45386e-10, 5.95915e-09, 1.48002e-24, 2.49144e-06, 1.48002e-24, 1.48002e-24
0.560343, 0, 3.86325e-06, 5.72422e-24, 1.41421, -3.86325e-06, 5.72422e-24, 0, 5.72422e-24, 5.72422e-24, 5.72422e-24, 5.72422e-24, 5.72422e-24, 1.00324e-08, 5.72422e-24, 2.70105e-10, 1.1096e-08, 5.72422e-24, 3.84185e-06, 5.72422e-24, 5.72422e-24
0.568605, 0.990799, 5.91378e-06, 2.01817e-08, 1.72939, 0.990794, 2.05159e-08, 2.01817e-08, 2.01818e-08, 2.0182e-08, 2.01845e-08, 2.02157e-08, 2.02972e-08, 3.5727e-08, 2.01856e-08, 2.06786e-08, 4.07924e-08, 2.01817e-08, 5.87599e-06, 2.01817e-08, 2.083e-08
0.576867, 0.0092006, 8.97614e-06, 8.45359e-08, 1.41746, 0.00919162, 8.59405e-08, 8.45359e-08, 8.45363e-08, 8.45373e-08, 8.45478e-08, 8.46787e-08, 8.50215e-08, 1.08401e-07, 8.45522e-08, 8.54403e-08, 1.22648e-07, 8.45359e-08, 8.90847e-06, 8.45359e-08, 8.72607e-08
0.585128, 0.985982, 1.35553e-05, 2.80924e-07, 1.728, 0.985969, 2.85599e-07, 2.80924e-07, 2.80925e-07, 2.80928e-07, 2.80963e-07, 2.81399e-07, 2.8254e-07, 3.17233e-07, 2.80978e-07, 2.82551e-07, 3.50932e-07, 2.80924e-07, 1.34314e-05, 2.80924e-07, 2.89993e-07
0.59339, 0.0140178, 2.0479e-05, 8.55238e-07, 1.41916, 0.0139973, 8.69485e-07, 8.55238e-07, 8.55242e-07, 8.55252e-07, 8.55359e-07, 8.56687e-07, 8.60163e-07, 9.09993e-07, 8.55403e-07, 8.58133e-07, 9.82754e-07, 8.55239e-07, 2.02453e-05, 8.55238e-07, 8.82874e-07
0.601652, 0, 3.12279e-05, 2.46617e-06, 1.41421, -3.12279e-05, 2.50727e-06, 2.46617e-06, 2.46618e-06, 2.46621e-06, 2.46652e-06, 2.47035e-06, 2.48038e-06, 2.54802e-06, 2.46664e-06, 2.47125e-06, 2.69615e-06, 2.46617e-06, 3.07709e-05, 2.46617e-06, 2.54591e-06
0.609914, 0, 4.86758e-05, 6.80192e-06, 1.41421, -4.86758e-05, 6.91535e-06, 6.80192e-06, 6.80195e-06, 6.80203e-06, 6.80288e-06, 6.81345e-06, 6.84113e-06, 6.92323e-06, 6.80323e-06, 6.81075e-06, 7.21223e-06, 6.80192e-06, 4.77487e-05, 6.80192e-06, 7.02196e-06
0.618175, 0, 7.87373e-05, 1.80023e-05, 1.41421, -7.87373e-05, 1.83026e-05, 1.80023e-05, 1.80023e-05, 1.80025e-05, 1.80048e-05, 1.80328e-05, 1.81061e-05, 1.81805e-05, 1.80057e-05, 1.80174e-05, 1.87248e-05, 1.80023e-05, 7.67976e-05, 1.80023e-05, 1.85849e-05
0.626437, 0, 0.000133924, 4.57781e-05, 1.41421, -0.000133924, 4.65422e-05, 4.57781e-05, 4.57783e-05, 4.57789e-05, 4.57846e-05, 4.58558e-05, 4.60423e-05, 4.60379e-05, 4.5787e-05, 4.58038e-05, 4.7034e-05, 4.57781e-05, 0.000129779, 4.57781e-05, 4.72604e-05
0.634699, 0, 0.000240692, 0.000111914, 1.41421, -0.000240692, 0.000113783, 0.000111914, 0.000111914, 0.000111915, 0.00011193, 0.000112104, 0.00011256, 0.000112289, 0.000111935, 0.000111957, 0.000114067, 0.000111914, 0.000231749, 0.000111914, 0.000115539
0.642961, 0, 0.000453934, 0.000263137, 1.41421, -0.000453934, 0.000267533, 0.000263137, 0.000263138, 0.000263141, 0.000263174, 0.000263584, 0.000264657, 0.000263675, 0.000263187, 0.000263208, 0.000266782, 0.000263137, 0.000434693, 0.000263137, 0.000271665
0.651222, 0, 0.000884144, 0.000595253, 1.41421, -0.000884144, 0.000605203, 0.000595253, 0.000595255, 0.000595262, 0.000595337, 0.000596264, 0.000598693, 0.000596018, 0.000595368, 0.00059537, 0.000601347, 0.000595253, 0.00084325, 0.000595253, 0.000614556
0.659484, 0.96429, 0.00174562, 0.00129594, 1.72171, 0.962544, 0.00131762, 0.00129594, 0.00129594, 0.00129596, 0.00129612, 0.00129814, 0.00130343, 0.00129702, 0.00129619, 0.00129613, 0.00130601, 0.00129594, 0.0016604, 0.00129594, 0.00133799
0.667746, 1.03571, 0.00343723, 0.00271628, 1.74233, 1.03227, 0.00276174, 0.00271628, 0.00271629, 0.00271632, 0.00271666, 0.0027209, 0.00273199, 0.00271779, 0.0027168, 0.00271658, 0.00273275, 0.00271628, 0.00326397, 0.00271628, 0.00280447
0.676008, 0.959465, 0.00666949, 0.00548298, 1.72031, 0.952796, 0.00557481, 0.00548298, 0.00548301, 0.00548307, 0.00548376, 0.00549232, 0.00551473, 0.00548509, 0.00548404, 0.00548347, 0.0055097, 0.00548298, 0.00632714, 0.00548298, 0.00566112
0.684269, 2.95463, 0.0126514, 0.0106627, 2.2259, 2.94198, 0.0108414, 0.0106627, 0.0106628, 0.0106629, 0.0106642, 0.0106809, 0.0107245, 0.0106656, 0.0106648, 0.0106635, 0.0107058, 0.0106627, 0.0119955, 0.0106627, 0.0110094
0.692531, 1.04055, 0.0233448, 0.0199844, 1.74372, 1.01721, 0.0203196, 0.0199844, 0.0199845, 0.0199847, 0.0199872, 0.0200185, 0.0201003, 0.0199884, 0.0199883, 0.0199856, 0.0200534, 0.0199844, 0.0221279, 0.0199844, 0.0206347
0.700793, 1.99758, 0.0417794, 0.0361127, 1.9994, 1.9558, 0.0367191, 0.0361127, 0.0361129, 0.0361133, 0.0361179, 0.0361744, 0.0363224, 0.0361183, 0.0361198, 0.0361146, 0.0362227, 0.0361128, 0.0395952, 0.0361127, 0.0372889
0.709055, 0.0477688, 0.0723995, 0.0629451, 1.431, -0.0246308, 0.064003, 0.0629451, 0.0629454, 0.0629461, 0.0629541, 0.0630526, 0.0633108, 0.0629527, 0.0629573, 0.0629481, 0.0631196, 0.0629451, 0.0686085, 0.0629451, 0.0649973
0.717317, 0, 0.12138, 0.105875, 1.41421, -0.12138, 0.107657, 0.105875, 0.105876, 0.105877, 0.105891, 0.106057, 0.106491, 0.105886, 0.105896, 0.10588, 0.106151, 0.105876, 0.115018, 0.105875, 0.109331
0.725578, 0, 0.196815, 0.17194, 1.41421, -0.196815, 0.174836, 0.17194, 0.171941, 0.171943, 0.171964, 0.172234, 0.172941, 0.171954, 0.171973, 0.171947, 0.17237, 0.17194, 0.186491, 0.17194, 0.177558
0.73384, 0, 0.308662, 0.269737, 1.41421, -0.308662, 0.274286, 0.269737, 0.269738, 0.269741, 0.269775, 0.270199, 0.271309, 0.269755, 0.269789, 0.269747, 0.270402, 0.269737, 0.292458, 0.269737, 0.278562
0.742102, 0, 0.468313, 0.409016, 1.41421, -0.468313, 0.415925, 0.409016, 0.409018, 0.409023, 0.409075, 0.409718, 0.411405, 0.409041, 0.409096, 0.409032, 0.410031, 0.409016, 0.443707, 0.409016, 0.422419
0.750364, 2.87553, 0.687731, 0.599872, 2.20806, 2.1878, 0.610021, 0.599872, 0.599875, 0.599882, 0.599958, 0.600904, 0.603381, 0.599905, 0.599989, 0.599896, 0.601392, 0.599872, 0.651557, 0.599872, 0.619561
0.758625, 1.05983, 0.978125, 0.851535, 1.74924, 0.0817029, 0.865969, 0.851535, 0.851539, 0.851549, 0.851658, 0.853003, 0.856525, 0.851578, 0.851702, 0.851572, 0.853766, 0.851536, 0.926616, 0.851535, 0.879536
0.766887, 1.99758, 1.34833, 1.17088, 1.9994, 0.649254, 1.19077, 1.17088, 1.17089, 1.1709, 1.17105, 1.1729, 1.17776, 1.17094, 1.17111, 1.17094, 1.17408, 1.17088, 1.27724, 1.17088, 1.20946
0.775149, 1.92814, 1.80312, 1.56088, 1.98195, 0.125015, 1.58745, 1.56088, 1.56088, 1.5609, 1.5611, 1.56358, 1.57006, 1.56095, 1.56118, 1.56095, 1.56534, 1.56088, 1.70794, 1.56088, 1.61243
0.783411, 4.92327, 2.34188, 2.01924, 2.63121, 2.58139, 2.0537, 2.01924, 2.01925, 2.01927, 2.01953, 2.02274, 2.03115, 2.01932, 2.01964, 2.01935, 2.02529, 2.01924, 2.21816, 2.01924, 2.0861
0.791672, 5.06708, 2.95795, 2.53767, 2.6584, 2.10914, 2.58111, 2.53767, 2.53769, 2.53772, 2.53804, 2.54209, 2.55269, 2.53778, 2.53818, 2.53783, 2.54564, 2.53768, 2.80165, 2.53767, 2.62196
0.799934, 5.99517, 3.63912, 3.10193, 2.82757, 2.35605, 3.1552, 3.10193, 3.10195, 3.10198, 3.10239, 3.10735, 3.12035, 3.10206, 3.10255, 3.10214, 3.11211, 3.10193, 3.44699, 3.10193, 3.20532
0.808196, 5.75789, 4.36933, 3.69276, 2.7853, 1.38856, 3.7564, 3.69276, 3.69278, 3.69283, 3.6933, 3.69923, 3.71476, 3.69291, 3.6935, 3.69304, 3.70536, 3.69277, 4.13927, 3.69276, 3.81635
0.816458, 10.7433, 5.13154, 4.28774, 3.56978, 5.61176, 4.36193, 4.28774, 4.28776, 4.28781, 4.28837, 4.29528, 4.31339, 4.2879, 4.2886, 4.28811, 4.30284, 4.28774, 4.86275, 4.28774, 4.43194
