   PIQUANT 0.0.0-main  ps__0846_0742001877_000PTFE_shot_19.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
1.75268, 195.584, 147.227, 3.16795, 14.0565, 48.3569, 0.253936, 3.16801, 3.16808, 3.16827, 3.16802, 3.19498, 146.47, 3.33198, 3.26224, 3.16795, 3.16795, 3.16795, 3.16795, 3.43731, 3.16795, 3.36945
1.76056, 190.339, 144.556, 3.25075, 13.8686, 45.7829, 0.240752, 3.25082, 3.25089, 3.25108, 3.25082, 3.27947, 143.845, 3.39656, 3.32201, 3.25075, 3.25075, 3.25075, 3.25076, 3.51593, 3.25075, 3.44994
1.76844, 176.446, 140.805, 3.33088, 13.3584, 35.6409, 0.227894, 3.33094, 3.33102, 3.3312, 3.33095, 3.36146, 140.132, 3.46047, 3.38434, 3.33088, 3.33088, 3.33088, 3.33088, 3.59227, 3.33088, 3.52798
1.77632, 175.855, 136.072, 3.40823, 13.3362, 39.7833, 0.215359, 3.4083, 3.40837, 3.40856, 3.4083, 3.44088, 135.43, 3.5234, 3.44807, 3.40823, 3.40823, 3.40823, 3.40823, 3.66626, 3.40823, 3.60351
1.7842, 160.503, 130.475, 3.48284, 12.7477, 30.0282, 0.203147, 3.48292, 3.48299, 3.48318, 3.48292, 3.51776, 129.859, 3.5852, 3.51233, 3.48284, 3.48284, 3.48284, 3.48285, 3.73796, 3.48284, 3.6766
1.79208, 138.037, 124.15, 3.5549, 11.8337, 13.8873, 0.191259, 3.55497, 3.55505, 3.55524, 3.55497, 3.59229, 123.554, 3.64586, 3.57657, 3.5549, 3.5549, 3.5549, 3.55491, 3.80756, 3.5549, 3.74741
1.79996, 121.156, 117.241, 3.62469, 11.0976, 3.91547, 0.1797, 3.62477, 3.62485, 3.62504, 3.62477, 3.66476, 116.661, 3.70555, 3.64051, 3.62469, 3.62469, 3.62469, 3.6247, 3.87536, 3.62469, 3.81626
1.80784, 130.709, 109.897, 3.69265, 11.52, 20.8124, 0.168476, 3.69273, 3.6928, 3.693, 3.69272, 3.7356, 109.33, 3.76453, 3.70412, 3.69265, 3.69265, 3.69265, 3.69265, 3.9418, 3.69265, 3.88355
1.81572, 100.576, 102.269, 3.7593, 10.128, -1.69283, 0.157595, 3.75939, 3.75946, 3.75966, 3.75938, 3.80534, 101.711, 3.82323, 3.76757, 3.7593, 3.7593, 3.7593, 3.75931, 4.00741, 3.7593, 3.94983
1.8236, 101.141, 94.5, 3.82531, 10.1558, 6.64098, 0.147064, 3.82539, 3.82547, 3.82568, 3.82539, 3.87465, 93.9493, 3.88219, 3.83122, 3.82531, 3.82531, 3.82531, 3.82531, 4.07282, 3.82531, 4.01572
1.83148, 89.303, 86.7259, 3.89139, 9.55526, 2.57715, 0.136893, 3.89148, 3.89156, 3.89176, 3.89147, 3.94423, 86.1796, 3.94203, 3.89559, 3.89139, 3.89139, 3.89139, 3.8914, 4.13878, 3.89139, 4.08192
1.83937, 63.4401, 79.0688, 3.95835, 8.08951, -15.6287, 0.127092, 3.95844, 3.95852, 3.95874, 3.95843, 4.01491, 78.5248, 4.00347, 3.96132, 3.95835, 3.95835, 3.95835, 3.95836, 4.20605, 3.95835, 4.14924
1.84725, 58.9371, 71.6365, 4.02703, 7.80622, -12.6994, 0.117671, 4.02713, 4.02721, 4.02742, 4.02711, 4.08749, 71.0931, 4.06727, 4.02912, 4.02703, 4.02703, 4.02703, 4.02704, 4.27548, 4.02703, 4.21846
1.85513, 45.1273, 64.5191, 4.0983, 6.86493, -19.3917, 0.108638, 4.0984, 4.09848, 4.0987, 4.09838, 4.16287, 63.9746, 4.13421, 4.09975, 4.0983, 4.0983, 4.0983, 4.0983, 4.34792, 4.0983, 4.29043
1.86301, 54.374, 57.7897, 4.17301, 7.50826, -3.41572, 0.100002, 4.17311, 4.1732, 4.17342, 4.17309, 4.24189, 57.2428, 4.20511, 4.17402, 4.17301, 4.17301, 4.17301, 4.17302, 4.42423, 4.17301, 4.36599
1.87089, 44.3338, 51.5037, 4.25202, 6.80689, -7.16994, 0.0917714, 4.25212, 4.25221, 4.25244, 4.2521, 4.32539, 50.9529, 4.28073, 4.25271, 4.25202, 4.25202, 4.25202, 4.25202, 4.50523, 4.25202, 4.44595
1.87877, 31.2998, 45.6992, 4.33611, 5.7706, -14.3993, 0.0839512, 4.33622, 4.33631, 4.33654, 4.3362, 4.41418, 45.1434, 4.36184, 4.33659, 4.33611, 4.33611, 4.33611, 4.33612, 4.59173, 4.33611, 4.53109
1.88665, 23.5979, 40.3985, 4.42603, 5.05943, -16.8006, 0.0765462, 4.42615, 4.42624, 4.42647, 4.42612, 4.509, 39.8368, 4.44911, 4.42636, 4.42603, 4.42603, 4.42603, 4.42604, 4.68448, 4.42603, 4.62211
1.89453, 19.5929, 35.61, 4.52245, 4.64682, -16.0171, 0.0695592, 4.52256, 4.52265, 4.52289, 4.52254, 4.61051, 35.0412, 4.54318, 4.52267, 4.52245, 4.52245, 4.52245, 4.52246, 4.78415, 4.52245, 4.71966
1.90241, 20.9831, 31.3295, 4.62593, 4.79407, -10.3465, 0.0629906, 4.62605, 4.62614, 4.62638, 4.62602, 4.71931, 30.7527, 4.64458, 4.62607, 4.62593, 4.62593, 4.62593, 4.62594, 4.89133, 4.62593, 4.82429
1.91029, 14.1884, 27.5431, 4.73695, 4.02348, -13.3546, 0.0568391, 4.73707, 4.73716, 4.73741, 4.73704, 4.8359, 26.9572, 4.75375, 4.73705, 4.73695, 4.73695, 4.73695, 4.73696, 5.00653, 4.73695, 4.93647
1.91817, 19.3782, 24.2279, 4.8559, 4.62365, -4.84976, 0.0511007, 4.85603, 4.85612, 4.85637, 4.856, 4.9607, 23.6321, 4.87105, 4.85597, 4.8559, 4.8559, 4.8559, 4.85591, 5.13017, 4.8559, 5.05657
1.92605, 17.5785, 21.3559, 4.98307, 4.42476, -3.77741, 0.0457695, 4.98319, 4.98329, 4.98354, 4.98316, 5.09406, 20.7489, 4.99674, 4.98311, 4.98307, 4.98307, 4.98307, 4.98308, 5.26258, 4.98307, 5.18488
1.93393, 15.5966, 18.8942, 5.11863, 4.19483, -3.29763, 0.0408375, 5.11876, 5.11886, 5.11912, 5.11873, 5.23626, 18.275, 5.131, 5.11866, 5.11863, 5.11863, 5.11863, 5.11864, 5.40401, 5.11863, 5.32158
1.94181, 7.80196, 16.8079, 5.2627, 3.13081, -9.00598, 0.0362942, 5.26283, 5.26293, 5.26319, 5.26279, 5.38751, 16.175, 5.27388, 5.26272, 5.2627, 5.2627, 5.2627, 5.26271, 5.55462, 5.2627, 5.46677
1.94969, 10.5833, 15.0609, 5.41527, 3.5473, -4.47751, 0.0321274, 5.41541, 5.4155, 5.41577, 5.41537, 5.548, 14.4126, 5.4254, 5.41529, 5.41527, 5.41527, 5.41527, 5.41528, 5.7145, 5.41527, 5.62049
1.95757, 15.7549, 13.6172, 5.57631, 4.21366, 2.13773, 0.028323, 5.57645, 5.57655, 5.57681, 5.57641, 5.71792, 12.9517, 5.58548, 5.57632, 5.57631, 5.57631, 5.57631, 5.57633, 5.88367, 5.57631, 5.78269
1.96545, 13.5688, 12.4422, 5.7457, 3.94574, 1.12664, 0.0248654, 5.74584, 5.74594, 5.7462, 5.7458, 5.89749, 11.7571, 5.75401, 5.74571, 5.7457, 5.7457, 5.7457, 5.74571, 6.06212, 5.7457, 5.95329
1.97333, 13.9808, 11.5033, 5.92326, 3.9976, 2.4775, 0.0217378, 5.9234, 5.9235, 5.92376, 5.92336, 6.08698, 10.7957, 5.93079, 5.92326, 5.92326, 5.92326, 5.92326, 5.92327, 6.24978, 5.92326, 6.13214
1.98121, 17.9808, 10.7703, 6.10879, 4.46999, 7.2105, 0.0189219, 6.10893, 6.10903, 6.1093, 6.10889, 6.28678, 10.0364, 6.11562, 6.1088, 6.10879, 6.10879, 6.10879, 6.10881, 6.44655, 6.10879, 6.31908
1.98909, 13.4021, 10.2158, 6.30207, 3.92456, 3.18634, 0.016399, 6.30221, 6.3023, 6.30258, 6.30217, 6.49743, 9.45116, 6.30825, 6.30207, 6.30207, 6.30207, 6.30207, 6.30208, 6.65232, 6.30207, 6.5139
1.99697, 11.8308, 9.8156, 6.50282, 3.71898, 2.01521, 0.0141495, 6.50296, 6.50306, 6.50333, 6.50292, 6.71968, 9.01441, 6.50842, 6.50282, 6.50282, 6.50282, 6.50282, 6.50283, 6.86697, 6.50282, 6.7164
2.00485, 13.8566, 9.54856, 6.71079, 3.98203, 4.30801, 0.0121538, 6.71094, 6.71104, 6.71131, 6.7109, 6.95456, 8.70355, 6.71587, 6.7108, 6.71079, 6.71079, 6.71079, 6.71081, 7.09039, 6.71079, 6.92636
2.01273, 15.262, 9.39669, 6.92574, 4.15476, 5.86535, 0.0103921, 6.92588, 6.92598, 6.92625, 6.92584, 7.20344, 8.49876, 6.93033, 6.92574, 6.92574, 6.92574, 6.92574, 6.92575, 7.32251, 6.92574, 7.14359
2.02061, 15.6899, 9.34505, 7.14738, 4.20593, 6.34482, 0.00884474, 7.14752, 7.14762, 7.14789, 7.14748, 7.46808, 8.38281, 7.15152, 7.14738, 7.14738, 7.14738, 7.14738, 7.14739, 7.56326, 7.14738, 7.36787
2.02849, 14.2764, 9.38166, 7.37547, 4.0344, 4.8947, 0.0074927, 7.37561, 7.37571, 7.37599, 7.37557, 7.75073, 8.34092, 7.37921, 7.37547, 7.37547, 7.37547, 7.37547, 7.37548, 7.81262, 7.37547, 7.59904
2.03637, 16.7267, 9.49732, 7.60978, 4.32744, 7.22942, 0.00631738, 7.60992, 7.61002, 7.6103, 7.60988, 8.05419, 8.3605, 7.61315, 7.60978, 7.60978, 7.60978, 7.60978, 7.60979, 8.07064, 7.60978, 7.83691
2.04425, 10.8695, 9.68548, 7.85009, 3.5874, 1.18399, 0.00530101, 7.85023, 7.85033, 7.85061, 7.85019, 8.3819, 8.43096, 7.85313, 7.85009, 7.85009, 7.85009, 7.85009, 7.8501, 8.33746, 7.85009, 8.08137
2.05213, 16.7938, 9.94203, 8.09619, 4.33518, 6.85178, 0.00442675, 8.09633, 8.09643, 8.09671, 8.09629, 8.7379, 8.54344, 8.09893, 8.09619, 8.09619, 8.09619, 8.09619, 8.0962, 8.61326, 8.09619, 8.33225
2.06001, 10.315, 10.2652, 8.34791, 3.50927, 0.0497551, 0.00367865, 8.34806, 8.34816, 8.34844, 8.34802, 9.12703, 8.69058, 8.35037, 8.34791, 8.34791, 8.34791, 8.34791, 8.34793, 8.89838, 8.34791, 8.58949
2.06789, 11.5474, 10.6554, 8.60509, 3.68068, 0.892028, 0.00304195, 8.60523, 8.60533, 8.60561, 8.60519, 9.5548, 8.86633, 8.60729, 8.60509, 8.60509, 8.60509, 8.60509, 8.6051, 9.19327, 8.60509, 8.853
2.07577, 8.54221, 11.1148, 8.86757, 3.24688, -2.57258, 0.00250297, 8.86772, 8.86782, 8.86809, 8.86768, 10.0275, 9.06576, 8.86955, 8.86757, 8.86757, 8.86757, 8.86757, 8.86759, 9.49854, 8.86757, 9.12272
2.08365, 11.5373, 11.6475, 9.13521, 3.67931, -0.110147, 0.0020492, 9.13535, 9.13546, 9.13573, 9.13531, 10.552, 9.28481, 9.13697, 9.13521, 9.13521, 9.13521, 9.13521, 9.13522, 9.81492, 9.13521, 9.39857
2.09153, 16.0803, 12.2591, 9.4079, 4.25209, 3.8212, 0.00166923, 9.40805, 9.40815, 9.40843, 9.40801, 11.136, 9.52026, 9.40948, 9.4079, 9.4079, 9.4079, 9.4079, 9.40792, 10.1434, 9.4079, 9.68055
2.09941, 11.891, 12.9565, 9.68556, 3.72706, -1.06556, 0.0013528, 9.68571, 9.68581, 9.68609, 9.68567, 11.7873, 9.76952, 9.68697, 9.68556, 9.68556, 9.68556, 9.68556, 9.68558, 10.4853, 9.68556, 9.96865
2.10729, 11.9855, 13.7477, 9.96809, 3.73972, -1.76221, 0.00109074, 9.96823, 9.96833, 9.96861, 9.96819, 12.5144, 10.0305, 9.96933, 9.96809, 9.96809, 9.96809, 9.96809, 9.9681, 10.8419, 9.96809, 10.2629
2.11517, 9.44564, 14.6412, 10.2554, 3.38314, -5.19556, 0.000874915, 10.2555, 10.2556, 10.2559, 10.2555, 13.3255, 10.3015, 10.2565, 10.2554, 10.2554, 10.2554, 10.2554, 10.2554, 11.215, 10.2554, 10.5631
2.12305, 11.5255, 15.646, 10.5474, 3.6777, -4.12058, 0.000698147, 10.5475, 10.5476, 10.5479, 10.5475, 14.2286, 10.5813, 10.5484, 10.5474, 10.5474, 10.5474, 10.5474, 10.5474, 11.6067, 10.5474, 10.8695
2.13093, 8.98567, 16.7711, 10.844, 3.31446, -7.78541, 0.000554187, 10.8441, 10.8442, 10.8445, 10.8441, 15.2312, 10.8689, 10.8449, 10.844, 10.844, 10.844, 10.844, 10.844, 12.0191, 10.844, 11.182
2.13881, 14.1162, 18.0247, 11.1452, 4.0145, -3.90856, 0.000437596, 11.1454, 11.1455, 11.1457, 11.1453, 16.3397, 11.1633, 11.146, 11.1452, 11.1452, 11.1452, 11.1452, 11.1452, 12.455, 11.1452, 11.5006
2.14669, 13.3243, 19.4143, 11.4509, 3.91463, -6.08995, 0.00034371, 11.4511, 11.4512, 11.4515, 11.451, 17.5589, 11.464, 11.4516, 11.4509, 11.4509, 11.4509, 11.4509, 11.4509, 12.9172, 11.4509, 11.8252
2.15457, 16.3233, 20.9457, 11.7611, 4.28057, -4.62242, 0.00026853, 11.7613, 11.7614, 11.7616, 11.7612, 18.892, 11.7706, 11.7617, 11.7611, 11.7611, 11.7611, 11.7611, 11.7611, 13.4089, 11.7611, 12.156
2.16245, 20.28, 22.6226, 12.0757, 4.72017, -2.3426, 0.000208673, 12.0759, 12.076, 12.0762, 12.0758, 20.3397, 12.0825, 12.0762, 12.0757, 12.0757, 12.0757, 12.0757, 12.0757, 13.9333, 12.0757, 12.4928
2.17033, 20.9298, 24.4464, 12.3947, 4.78851, -3.51658, 0.000161288, 12.3948, 12.3949, 12.3952, 12.3948, 21.8999, 12.3995, 12.3951, 12.3947, 12.3947, 12.3947, 12.3947, 12.3947, 14.4939, 12.3947, 12.8357
2.17821, 16.1879, 26.4151, 12.7179, 4.26472, -10.2273, 0.000123993, 12.718, 12.7181, 12.7184, 12.718, 23.5673, 12.7213, 12.7183, 12.7179, 12.7179, 12.7179, 12.7179, 12.7179, 15.0942, 12.7179, 13.1845
2.18609, 22.3647, 28.524, 13.0453, 4.93606, -6.15927, 9.48047e-05, 13.0455, 13.0456, 13.0458, 13.0454, 25.3337, 13.0477, 13.0457, 13.0453, 13.0453, 13.0453, 13.0453, 13.0453, 15.7378, 13.0453, 13.5394
2.19397, 22.0324, 30.7639, 13.3769, 4.90229, -8.73143, 7.20929e-05, 13.3771, 13.3772, 13.3775, 13.377, 27.1869, 13.3786, 13.3772, 13.3769, 13.3769, 13.3769, 13.3769, 13.377, 16.4277, 13.3769, 13.9002
2.20185, 29.5261, 33.1222, 13.7127, 5.61481, -3.59604, 5.45228e-05, 13.7128, 13.7129, 13.7132, 13.7128, 29.1113, 13.7138, 13.7129, 13.7127, 13.7127, 13.7127, 13.7127, 13.7127, 17.167, 13.7127, 14.2668
2.20973, 38.9905, 35.5821, 14.0524, 6.40239, 3.4084, 4.10094e-05, 14.0525, 14.0526, 14.0529, 14.0525, 31.0879, 14.0532, 14.0526, 14.0524, 14.0524, 14.0524, 14.0524, 14.0524, 17.9578, 14.0524, 14.6391
2.21761, 35.8862, 38.1233, 14.396, 6.15518, -2.23713, 3.06758e-05, 14.3962, 14.3963, 14.3965, 14.3961, 33.0945, 14.3966, 14.3962, 14.396, 14.396, 14.396, 14.396, 14.396, 18.8019, 14.396, 15.0172
2.22549, 45.0257, 40.7218, 14.7435, 6.85753, 4.3039, 2.28194e-05, 14.7436, 14.7437, 14.744, 14.7436, 35.1062, 14.7439, 14.7437, 14.7435, 14.7435, 14.7435, 14.7435, 14.7435, 19.7002, 14.7435, 15.4007
2.23338, 40.389, 43.3503, 15.0947, 6.51068, -2.96126, 1.68814e-05, 15.0948, 15.0949, 15.0952, 15.0948, 37.096, 15.095, 15.0948, 15.0947, 15.0947, 15.0947, 15.0947, 15.0947, 20.6525, 15.0947, 15.7898
2.24126, 44.4596, 45.9789, 15.4495, 6.81613, -1.51927, 1.24194e-05, 15.4496, 15.4497, 15.45, 15.4496, 39.0351, 15.4497, 15.4496, 15.4495, 15.4495, 15.4495, 15.4495, 15.4495, 21.6573, 15.4495, 16.1841
2.24914, 53.4184, 48.5762, 15.8078, 7.44435, 4.84222, 9.086e-06, 15.808, 15.8081, 15.8083, 15.8079, 40.8947, 15.8079, 15.8079, 15.8078, 15.8078, 15.8078, 15.8078, 15.8078, 22.7122, 15.8078, 16.5835
2.25702, 58.9223, 51.1094, 16.1694, 7.80527, 7.81293, 6.61036e-06, 16.1696, 16.1697, 16.1699, 16.1695, 42.6459, 16.1695, 16.1695, 16.1694, 16.1694, 16.1694, 16.1694, 16.1694, 23.8131, 16.1694, 16.9879
2.2649, 63.8964, 53.546, 16.5342, 8.11766, 10.3504, 4.78238e-06, 16.5344, 16.5345, 16.5347, 16.5343, 44.2613, 16.5343, 16.5343, 16.5342, 16.5342, 16.5342, 16.5342, 16.5342, 24.9549, 16.5342, 17.3971
2.27278, 64.4177, 55.8543, 16.902, 8.14971, 8.56346, 3.44058e-06, 16.9021, 16.9022, 16.9025, 16.9021, 45.7154, 16.902, 16.902, 16.902, 16.902, 16.902, 16.902, 16.902, 26.1309, 16.902, 17.8108
2.28066, 84.8081, 58.0045, 17.2726, 9.31709, 26.8036, 2.46137e-06, 17.2727, 17.2728, 17.2731, 17.2727, 46.9862, 17.2726, 17.2726, 17.2726, 17.2726, 17.2726, 17.2726, 17.2726, 27.3334, 17.2726, 18.2289
2.28854, 77.8358, 59.9698, 17.6457, 8.93509, 17.866, 1.75096e-06, 17.6458, 17.646, 17.6462, 17.6458, 48.0553, 17.6457, 17.6458, 17.6457, 17.6457, 17.6457, 17.6457, 17.6457, 28.5539, 17.6457, 18.651
2.29642, 72.1273, 61.7273, 18.0212, 8.60972, 10.4, 1.23859e-06, 18.0213, 18.0214, 18.0217, 18.0213, 48.9089, 18.0212, 18.0212, 18.0212, 18.0212, 18.0212, 18.0212, 18.0212, 29.7828, 18.0212, 19.0769
2.3043, 71.7393, 63.2586, 18.3988, 8.58716, 8.48073, 8.71222e-07, 18.3989, 18.399, 18.3993, 18.3989, 49.5381, 18.3988, 18.3988, 18.3988, 18.3988, 18.3988, 18.3988, 18.3988, 31.0106, 18.3988, 19.5064
2.31218, 96.8124, 64.5512, 18.7782, 9.94044, 32.2612, 6.09336e-07, 18.7784, 18.7785, 18.7788, 18.7783, 49.9396, 18.7782, 18.7783, 18.7782, 18.7782, 18.7782, 18.7782, 18.7782, 32.2279, 18.7782, 19.9391
2.32006, 94.409, 65.5984, 19.1593, 9.81881, 28.8106, 4.23748e-07, 19.1594, 19.1595, 19.1598, 19.1594, 50.1151, 19.1593, 19.1593, 19.1593, 19.1593, 19.1593, 19.1593, 19.1593, 33.4259, 19.1593, 20.3749
2.32794, 87.1364, 66.4, 19.5416, 9.44121, 20.7364, 2.92999e-07, 19.5418, 19.5419, 19.5422, 19.5417, 50.0717, 19.5416, 19.5417, 19.5416, 19.5416, 19.5416, 19.5416, 19.5416, 34.5973, 19.5416, 20.8132
2.33582, 74.1857, 66.9631, 19.925, 8.72844, 7.22265, 2.01429e-07, 19.9251, 19.9252, 19.9255, 19.9251, 49.8213, 19.925, 19.925, 19.925, 19.925, 19.925, 19.925, 19.925, 35.7367, 19.925, 21.254
2.3437, 80.8163, 67.3016, 20.3092, 9.10034, 13.5147, 1.3767e-07, 20.3093, 20.3094, 20.3097, 20.3093, 49.3803, 20.3092, 20.3092, 20.3092, 20.3092, 20.3092, 20.3092, 20.3092, 36.8418, 20.3092, 21.6968
2.35158, 71.2622, 67.4372, 20.6938, 8.55933, 3.82496, 9.36651e-08, 20.6939, 20.694, 20.6943, 20.6939, 48.7685, 20.6938, 20.6938, 20.6938, 20.6938, 20.6938, 20.6938, 20.6938, 37.9138, 20.6938, 22.1415
2.35946, 78.3092, 67.399, 21.0787, 8.96154, 10.9102, 6.32886e-08, 21.0789, 21.079, 21.0792, 21.0788, 48.0088, 21.0787, 21.0787, 21.0787, 21.0787, 21.0787, 21.0787, 21.0787, 38.9587, 21.0787, 22.5878
2.36734, 61.2787, 67.2236, 21.4636, 7.95479, -5.9449, 4.25077e-08, 21.4638, 21.4639, 21.4642, 21.4637, 47.1262, 21.4636, 21.4636, 21.4636, 21.4636, 21.4636, 21.4636, 21.4636, 39.9882, 21.4636, 23.0355
2.37522, 69.0087, 66.9558, 21.8484, 8.42667, 2.05296, 2.83756e-08, 21.8485, 21.8486, 21.8489, 21.8485, 46.1467, 21.8484, 21.8484, 21.8484, 21.8484, 21.8484, 21.8484, 21.8484, 41.0204, 21.8484, 23.4845
2.3831, 66.2256, 66.6481, 22.2328, 8.25988, -0.422424, 1.88222e-08, 22.2329, 22.233, 22.2333, 22.2329, 45.0965, 22.2328, 22.2328, 22.2328, 22.2328, 22.2328, 22.2328, 22.2328, 42.0814, 22.2328, 23.9347
2.39098, 60.5554, 66.3616, 22.6167, 7.9092, -5.80621, 1.24025e-08, 22.6169, 22.617, 22.6173, 22.6168, 44.0015, 22.6167, 22.6167, 22.6167, 22.6167, 22.6167, 22.6167, 22.6167, 43.2063, 22.6167, 24.3863
2.39886, 61.5701, 66.1662, 23.0001, 7.97308, -4.59613, 8.11666e-09, 23.0002, 23.0003, 23.0006, 23.0002, 42.8863, 23.0001, 23.0001, 23.0001, 23.0001, 23.0001, 23.0001, 23.0001, 44.4397, 23.0001, 24.8394
2.40674, 69.3887, 66.141, 23.3829, 8.44919, 3.24776, 5.27229e-09, 23.383, 23.3831, 23.3834, 23.383, 41.7733, 23.3829, 23.3829, 23.3829, 23.3829, 23.3829, 23.3829, 23.3829, 45.8379, 23.3829, 25.2945
2.41462, 68.3826, 66.3749, 23.765, 8.38944, 2.0077, 3.39799e-09, 23.7652, 23.7653, 23.7655, 23.7651, 40.6829, 23.765, 23.765, 23.765, 23.765, 23.765, 23.765, 23.765, 47.4687, 23.765, 25.7523
2.4225, 58.5007, 66.9676, 24.1466, 7.77822, -8.46683, 2.17048e-09, 24.1468, 24.1469, 24.1471, 24.1467, 39.6328, 24.1466, 24.1466, 24.1466, 24.1466, 24.1466, 24.1466, 24.1466, 49.4131, 24.1466, 26.2139
2.43038, 55.8088, 68.0295, 24.5278, 7.60321, -12.2207, 1.37238e-09, 24.5279, 24.528, 24.5283, 24.5279, 38.6375, 24.5278, 24.5278, 24.5278, 24.5278, 24.5278, 24.5278, 24.5278, 51.7658, 24.5278, 26.6808
2.43826, 52.6057, 69.6831, 24.9086, 7.38957, -17.0774, 8.58262e-10, 24.9088, 24.9089, 24.9091, 24.9087, 37.7086, 24.9086, 24.9086, 24.9086, 24.9086, 24.9086, 24.9086, 24.9086, 54.6356, 24.9086, 27.1552
2.44614, 58.5707, 72.0625, 25.2894, 7.78272, -13.4919, 5.29377e-10, 25.2895, 25.2896, 25.2899, 25.2895, 36.8548, 25.2894, 25.2894, 25.2894, 25.2894, 25.2894, 25.2894, 25.2894, 58.1453, 25.2894, 27.6401
2.45402, 52.9956, 75.3139, 25.6703, 7.4159, -22.3183, 3.21083e-10, 25.6704, 25.6705, 25.6708, 25.6704, 36.0823, 25.6703, 25.6703, 25.6703, 25.6703, 25.6703, 25.6703, 25.6703, 62.4315, 25.6703, 28.1397
2.4619, 53.4145, 79.5946, 26.0516, 7.44409, -26.1801, 1.90728e-10, 26.0517, 26.0518, 26.0521, 26.0517, 35.3943, 26.0516, 26.0516, 26.0516, 26.0516, 26.0516, 26.0516, 26.0516, 67.6429, 26.0516, 28.6596
2.46978, 56.3579, 85.0725, 26.4336, 7.63924, -28.7146, 1.10806e-10, 26.4337, 26.4338, 26.4341, 26.4337, 34.7921, 26.4336, 26.4336, 26.4336, 26.4336, 26.4336, 26.4336, 26.4336, 73.9395, 26.4336, 29.2072
2.47766, 59.3517, 91.9246, 26.8166, 7.83273, -32.5729, 6.23592e-11, 26.8167, 26.8168, 26.8171, 26.8167, 34.2748, 26.8166, 26.8166, 26.8166, 26.8166, 26.8166, 26.8166, 26.8166, 81.4896, 26.8166, 29.7923
2.48554, 70.4533, 100.333, 27.2009, 8.51195, -29.8801, 3.36794e-11, 27.201, 27.2011, 27.2014, 27.201, 33.8404, 27.2009, 27.2009, 27.2009, 27.2009, 27.2009, 27.2009, 27.2009, 90.4659, 27.2009, 30.4279
2.49342, 81.1748, 110.484, 27.5868, 9.12002, -29.3095, 1.72278e-11, 27.587, 27.5871, 27.5873, 27.5869, 33.4852, 27.5868, 27.5868, 27.5868, 27.5868, 27.5868, 27.5868, 27.5868, 101.041, 27.5868, 31.1306
2.5013, 85.9906, 122.562, 27.9747, 9.38033, -36.5716, 8.38329e-12, 27.9748, 27.9749, 27.9752, 27.9748, 33.2051, 27.9747, 27.9747, 27.9747, 27.9747, 27.9747, 27.9747, 27.9747, 113.384, 27.9747, 31.9218
2.50918, 94.8416, 136.745, 28.3648, 9.84081, -41.9035, 3.76995e-12, 28.3649, 28.365, 28.3653, 28.3649, 32.9951, 28.3648, 28.3648, 28.3648, 28.3648, 28.3648, 28.3648, 28.3648, 127.65, 28.3648, 32.8288
2.51706, 122.323, 153.199, 28.7574, 11.15, -30.8756, 2.35224e-12, 28.7575, 28.7576, 28.7579, 28.7575, 32.85, 28.7574, 28.7574, 28.7574, 28.7574, 28.7574, 28.7574, 28.7574, 143.977, 28.7574, 33.8856
2.52494, 123.222, 172.073, 29.1527, 11.1903, -48.8503, 9.63558e-13, 29.1528, 29.1529, 29.1532, 29.1528, 32.7647, 29.1527, 29.1527, 29.1527, 29.1527, 29.1527, 29.1527, 29.1527, 162.477, 29.1527, 35.1347
2.53282, 171.529, 193.491, 29.5509, 13.173, -21.9618, 3.62287e-13, 29.5511, 29.5512, 29.5515, 29.5511, 32.7339, 29.5509, 29.5509, 29.5509, 29.5509, 29.5509, 29.5509, 29.551, 183.229, 29.5509, 36.6283
2.5407, 162.249, 217.547, 29.9523, 12.816, -55.2981, 1.35682e-13, 29.9524, 29.9525, 29.9528, 29.9524, 32.7526, 29.9523, 29.9523, 29.9523, 29.9523, 29.9523, 29.9523, 29.9523, 206.268, 29.9523, 38.4297
2.54858, 194.234, 244.297, 30.3568, 14.0084, -50.0629, 6.24245e-14, 30.357, 30.3571, 30.3574, 30.357, 32.8163, 30.3568, 30.3568, 30.3568, 30.3568, 30.3568, 30.3568, 30.3569, 231.578, 30.3568, 40.615
2.55646, 199.947, 273.754, 30.7647, 14.2108, -73.8066, 2.91504e-14, 30.7648, 30.7649, 30.7652, 30.7648, 32.9207, 30.7647, 30.7647, 30.7647, 30.7647, 30.7647, 30.7647, 30.7647, 259.087, 30.7647, 43.274
2.56434, 260.904, 305.889, 31.1758, 16.2143, -44.9856, 1.33678e-14, 31.176, 31.1761, 31.1764, 31.1759, 33.0618, 31.1758, 31.1758, 31.1758, 31.1758, 31.1758, 31.1758, 31.1759, 288.666, 31.1758, 46.5124
2.57222, 290.001, 340.619, 31.5903, 17.088, -50.6187, 6.09347e-15, 31.5905, 31.5906, 31.5909, 31.5904, 33.236, 31.5903, 31.5903, 31.5903, 31.5903, 31.5903, 31.5903, 31.5903, 320.111, 31.5903, 50.4517
