   PIQUANT 0.0.0-main  ps__0845_0741970080_000PTFE_shot_5.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.127236, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.135438, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.14364, 0, 1.45392e-28, 0, 1.41421, -1.45392e-28, 0, 0, 0, 0, 0, 0, 0, 0, 5.79405e-31, 0, 0, 5.46417e-34, 5.26871e-34, 0, 1.44812e-28, 0, 0
0.151841, 0, 1.72304e-27, 0, 1.41421, -1.72304e-27, 0, 0, 0, 0, 0, 0, 0, 0, 6.86625e-30, 0, 0, 6.47532e-33, 7.61733e-32, 0, 1.71609e-27, 0, 0
0.160043, 0, 1.28436e-26, 0, 1.41421, -1.28436e-26, 0, 0, 0, 0, 0, 0, 0, 0, 5.118e-29, 0, 0, 4.82661e-32, 8.952e-31, 0, 1.27915e-26, 0, 0
0.168245, 0, 7.65523e-26, 0, 1.41421, -7.65523e-26, 0, 0, 0, 0, 0, 0, 0, 0, 3.05044e-28, 0, 0, 2.87677e-31, 6.69837e-30, 0, 7.62403e-26, 0, 0
0.176446, 0, 3.97145e-25, 0, 1.41421, -3.97145e-25, 0, 0, 0, 0, 0, 0, 0, 0, 1.58252e-27, 0, 0, 1.49362e-30, 4.011e-29, 0, 3.95521e-25, 0, 0
0.184648, 0, 1.86772e-24, 0, 1.41421, -1.86772e-24, 0, 0, 0, 0, 0, 0, 0, 0, 7.44227e-27, 0, 0, 7.03491e-30, 2.08965e-28, 0, 1.86006e-24, 0, 0
0.19285, 0, 8.14642e-24, 0, 1.41421, -8.14642e-24, 0, 0, 0, 0, 0, 0, 0, 0, 3.24606e-26, 0, 0, 3.07465e-29, 9.86388e-28, 0, 8.11294e-24, 0, 0
0.201051, 0, 3.34274e-23, 0, 1.41421, -3.34274e-23, 0, 0, 0, 0, 0, 0, 0, 0, 1.33196e-25, 0, 0, 1.26467e-28, 4.31694e-27, 0, 3.32898e-23, 0, 0
0.209253, 0, 1.30283e-22, 0, 1.41421, -1.30283e-22, 0, 0, 0, 0, 0, 0, 0, 0, 5.19124e-25, 0, 0, 4.94245e-28, 1.77701e-26, 0, 1.29746e-22, 0, 0
0.217454, 0, 4.85611e-22, 0, 1.41421, -4.85611e-22, 0, 0, 0, 0, 0, 0, 0, 0, 1.93495e-24, 0, 0, 1.84772e-27, 6.94674e-26, 0, 4.83604e-22, 0, 0
0.225656, 0, 1.73989e-21, 0, 1.41421, -1.73989e-21, 0, 0, 0, 0, 0, 0, 0, 0, 6.93265e-24, 0, 0, 6.64164e-27, 2.59684e-25, 0, 1.73269e-21, 0, 0
0.233858, 0, 6.01581e-21, 0, 1.41421, -6.01581e-21, 0, 0, 0, 0, 0, 0, 0, 0, 2.39701e-23, 0, 0, 2.30442e-26, 9.33058e-25, 0, 5.99088e-21, 0, 0
0.242059, 0, 2.01354e-20, 0, 1.41421, -2.01354e-20, 0, 0, 0, 0, 0, 0, 0, 0, 8.02294e-23, 0, 0, 7.74197e-26, 3.23515e-24, 0, 2.00519e-20, 0, 0
0.250261, 0, 6.54059e-20, 0, 1.41421, -6.54059e-20, 0, 0, 0, 0, 0, 0, 0, 0, 2.60608e-22, 0, 0, 2.5249e-25, 1.08585e-23, 0, 6.51342e-20, 0, 0
0.258463, 0, 2.06616e-19, 0, 1.41421, -2.06616e-19, 0, 0, 0, 0, 0, 0, 0, 0, 8.23252e-22, 0, 0, 8.01018e-25, 3.537e-23, 0, 2.05757e-19, 0, 0
0.266664, 0, 6.35849e-19, 0, 1.41421, -6.35849e-19, 0, 0, 0, 0, 0, 0, 0, 0, 2.53349e-21, 0, 0, 2.47631e-24, 1.12048e-22, 0, 6.33201e-19, 0, 0
0.274866, 0, 1.90903e-18, 0, 1.41421, -1.90903e-18, 0, 0, 0, 0, 0, 0, 0, 0, 7.60637e-21, 0, 0, 7.47072e-24, 3.45804e-22, 0, 1.90107e-18, 0, 0
0.283068, 0, 5.59862e-18, 0, 1.41421, -5.59862e-18, 0, 0, 0, 0, 0, 0, 0, 0, 2.23071e-20, 0, 0, 2.20223e-23, 1.04125e-21, 0, 5.57525e-18, 0, 0
0.291269, 0, 1.60551e-17, 0, 1.41421, -1.60551e-17, 0, 0, 0, 0, 0, 0, 0, 0, 6.39696e-20, 0, 0, 6.3499e-23, 3.06282e-21, 0, 1.5988e-17, 0, 0
0.299471, 0, 4.5061e-17, 0, 1.41421, -4.5061e-17, 0, 0, 0, 0, 0, 0, 0, 0, 1.79538e-19, 0, 0, 1.79256e-22, 8.81026e-21, 0, 4.48725e-17, 0, 0
0.307673, 0, 1.23875e-16, 0, 1.41421, -1.23875e-16, 0, 0, 0, 0, 0, 0, 0, 0, 4.93554e-19, 0, 0, 4.95831e-22, 2.48061e-20, 0, 1.23356e-16, 0, 0
0.315874, 0, 3.33772e-16, 0, 1.41421, -3.33772e-16, 0, 0, 0, 0, 0, 0, 0, 0, 1.32984e-18, 0, 0, 1.34477e-21, 6.84187e-20, 0, 3.32373e-16, 0, 0
0.324076, 0, 8.81983e-16, 0, 1.41421, -8.81983e-16, 0, 0, 0, 0, 0, 0, 0, 0, 3.514e-18, 0, 0, 3.57838e-21, 1.84986e-19, 0, 8.7828e-16, 0, 0
0.332278, 0, 2.28683e-15, 0, 1.41421, -2.28683e-15, 0, 0, 0, 0, 0, 0, 0, 0, 9.11103e-18, 0, 0, 9.34716e-21, 4.90583e-19, 0, 2.27722e-15, 0, 0
0.340479, 0, 5.8206e-15, 0, 1.41421, -5.8206e-15, 0, 0, 0, 0, 0, 0, 0, 0, 2.31894e-17, 0, 0, 2.39794e-20, 1.27681e-18, 0, 5.79611e-15, 0, 0
0.348681, 0, 1.45489e-14, 0, 1.41421, -1.45489e-14, 0, 0, 0, 0, 0, 0, 0, 0, 5.79615e-17, 0, 0, 6.04432e-20, 3.26278e-18, 0, 1.44876e-14, 0, 0
0.356883, 0, 3.57248e-14, 0, 1.41421, -3.57248e-14, 0, 0, 0, 0, 0, 0, 0, 0, 1.42319e-16, 0, 0, 1.49751e-19, 8.18974e-18, 0, 3.55741e-14, 0, 0
0.365084, 0, 8.62018e-14, 0, 1.41421, -8.62018e-14, 0, 0, 0, 0, 0, 0, 0, 0, 3.43391e-16, 0, 0, 3.64802e-19, 2.01993e-17, 0, 8.58379e-14, 0, 0
0.373286, 0, 2.04449e-13, 0, 1.41421, -2.04449e-13, 0, 0, 0, 0, 0, 0, 0, 0, 8.14391e-16, 0, 0, 8.74126e-19, 4.89698e-17, 0, 2.03584e-13, 0, 0
0.381488, 0, 4.76732e-13, 0, 1.41421, -4.76732e-13, 0, 0, 0, 0, 0, 0, 0, 0, 1.89888e-15, 0, 0, 2.06093e-18, 1.16729e-16, 0, 4.74715e-13, 0, 0
0.389689, 0, 1.09313e-12, 0, 1.41421, -1.09313e-12, 0, 0, 0, 0, 0, 0, 0, 0, 4.35376e-15, 0, 0, 4.78267e-18, 2.73655e-16, 0, 1.0885e-12, 0, 0
0.397891, 0, 2.46523e-12, 2.85865e-43, 1.41421, -2.46523e-12, 2.85865e-43, 0, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.85865e-43, 2.85865e-43, 9.81783e-15, 2.85865e-43, 2.85865e-43, 1.09282e-17, 6.31114e-16, 2.85865e-43, 2.45477e-12, 2.85865e-43, 2.85865e-43
0.406093, 0, 5.46879e-12, 6.02698e-42, 1.41421, -5.46879e-12, 6.02698e-42, 0, 6.02698e-42, 6.02698e-42, 6.02698e-42, 6.02698e-42, 6.02698e-42, 6.02698e-42, 2.17779e-14, 6.02698e-42, 6.02698e-42, 2.45964e-17, 1.43217e-15, 6.02698e-42, 5.44556e-12, 6.02698e-42, 6.02698e-42
0.414294, 0, 1.19354e-11, 1.02249e-40, 1.41421, -1.19354e-11, 1.02249e-40, 0, 1.02249e-40, 1.02249e-40, 1.02249e-40, 1.02249e-40, 1.02249e-40, 1.02249e-40, 4.75256e-14, 1.02249e-40, 1.02249e-40, 5.45561e-17, 3.19861e-15, 1.02249e-40, 1.18846e-11, 1.02249e-40, 1.02249e-40
0.422496, 0, 2.56297e-11, 1.50945e-39, 1.41421, -2.56297e-11, 1.50945e-39, 0, 1.50945e-39, 1.50945e-39, 1.50945e-39, 1.50945e-39, 1.50945e-39, 1.50945e-39, 1.02048e-13, 1.50945e-39, 1.50945e-39, 1.19317e-16, 7.03266e-15, 1.50945e-39, 2.55205e-11, 1.50945e-39, 1.50945e-39
0.430698, 0, 5.41576e-11, 1.97616e-38, 1.41421, -5.41576e-11, 1.97616e-38, 0, 1.97616e-38, 1.97616e-38, 1.97616e-38, 1.97616e-38, 1.97616e-38, 1.97616e-38, 2.15626e-13, 1.97616e-38, 1.97616e-38, 2.5748e-16, 1.52257e-14, 1.97616e-38, 5.39265e-11, 1.97616e-38, 1.97616e-38
0.438899, 0, 1.12623e-10, 2.31584e-37, 1.41421, -1.12623e-10, 2.31584e-37, 0, 2.31584e-37, 2.31584e-37, 2.31584e-37, 2.31584e-37, 2.31584e-37, 2.31584e-37, 4.484e-13, 2.31584e-37, 2.31584e-37, 5.48684e-16, 3.24679e-14, 2.31584e-37, 1.12142e-10, 2.31584e-37, 2.31584e-37
0.447101, 0, 2.3051e-10, 2.44463e-36, 1.41421, -2.3051e-10, 2.44463e-36, 0, 2.44463e-36, 2.44463e-36, 2.44463e-36, 2.44463e-36, 2.44463e-36, 2.44463e-36, 9.17797e-13, 2.44463e-36, 2.44463e-36, 1.15577e-15, 6.82182e-14, 2.44463e-36, 2.29523e-10, 2.44463e-36, 2.44463e-36
0.455302, 0, 4.64383e-10, 2.33917e-35, 1.41421, -4.64383e-10, 2.33917e-35, 0, 2.33917e-35, 2.33917e-35, 2.33917e-35, 2.33917e-35, 2.33917e-35, 2.33917e-35, 1.84922e-12, 2.33917e-35, 2.33917e-35, 2.40936e-15, 1.41282e-13, 2.33917e-35, 4.6239e-10, 2.33917e-35, 2.33917e-35
0.463504, 0, 9.2094e-10, 2.0408e-34, 1.41421, -9.2094e-10, 2.0408e-34, 0, 2.0408e-34, 2.0408e-34, 2.0408e-34, 2.0408e-34, 2.0408e-34, 2.0408e-34, 3.66818e-12, 2.0408e-34, 2.0408e-34, 4.97771e-15, 2.88566e-13, 2.0408e-34, 9.16978e-10, 2.0408e-34, 2.0408e-34
0.471706, 0, 1.79797e-09, 1.63215e-33, 1.41421, -1.79797e-09, 1.63215e-33, 0, 1.63215e-33, 1.63215e-33, 1.63215e-33, 1.63215e-33, 1.63215e-33, 1.63215e-33, 7.16443e-12, 1.63215e-33, 1.63215e-33, 1.02078e-14, 5.81643e-13, 1.63215e-33, 1.79022e-09, 1.63215e-33, 1.63215e-33
0.479908, 0, 3.45597e-09, 1.22651e-32, 1.41421, -3.45597e-09, 1.22651e-32, 0, 1.22651e-32, 1.22651e-32, 1.22651e-32, 1.22651e-32, 1.22651e-32, 1.22651e-32, 1.37799e-11, 1.22651e-32, 1.22651e-32, 2.08143e-14, 1.15796e-12, 1.22651e-32, 3.44102e-09, 1.22651e-32, 1.22651e-32
0.488109, 0, 6.54079e-09, 8.97383e-32, 1.41421, -6.54079e-09, 8.97383e-32, 0, 8.97383e-32, 8.97383e-32, 8.97383e-32, 8.97383e-32, 8.97383e-32, 8.97383e-32, 2.61042e-11, 8.97383e-32, 8.97383e-32, 4.2275e-14, 2.27943e-12, 8.97383e-32, 6.51236e-09, 8.97383e-32, 8.97383e-32
0.496311, 0, 1.21899e-08, 6.20594e-31, 1.41421, -1.21899e-08, 6.20594e-31, 0, 6.20594e-31, 6.20594e-31, 6.20594e-31, 6.20594e-31, 6.20594e-31, 6.20594e-31, 4.87143e-11, 6.20594e-31, 6.20594e-31, 8.56697e-14, 4.44282e-12, 6.20594e-31, 1.21367e-08, 6.20594e-31, 6.20594e-31
0.504512, 0, 2.23731e-08, 4.01755e-30, 1.41421, -2.23731e-08, 4.01755e-30, 0, 4.01755e-30, 4.01755e-30, 4.01755e-30, 4.01755e-30, 4.01755e-30, 4.01755e-30, 8.95726e-11, 4.01755e-30, 4.01755e-30, 1.73462e-13, 8.58881e-12, 4.01755e-30, 2.22748e-08, 4.01755e-30, 4.01755e-30
0.512714, 0, 4.04439e-08, 2.43127e-29, 1.41421, -4.04439e-08, 2.43127e-29, 0, 2.43127e-29, 2.43127e-29, 2.43127e-29, 2.43127e-29, 2.43127e-29, 2.43127e-29, 1.62319e-10, 2.43127e-29, 2.43127e-29, 3.51267e-13, 1.65024e-11, 2.43127e-29, 4.02647e-08, 2.43127e-29, 2.43127e-29
0.520916, 0, 7.20164e-08, 1.37802e-28, 1.41421, -7.20164e-08, 1.37802e-28, 0, 1.37802e-28, 1.37802e-28, 1.37802e-28, 1.37802e-28, 1.37802e-28, 1.37802e-28, 2.89975e-10, 1.37802e-28, 1.37802e-28, 7.11674e-13, 3.15892e-11, 1.37802e-28, 7.16941e-08, 1.37802e-28, 1.37802e-28
0.529117, 0, 1.26334e-07, 7.33721e-28, 1.41421, -1.26334e-07, 7.33721e-28, 0, 7.33721e-28, 7.33721e-28, 7.33721e-28, 7.33721e-28, 7.33721e-28, 7.33721e-28, 5.10836e-10, 7.33721e-28, 7.33721e-28, 1.44212e-12, 6.03991e-11, 7.33721e-28, 1.25761e-07, 7.33721e-28, 7.33721e-28
0.537319, 0, 2.18363e-07, 3.68261e-27, 1.41421, -2.18363e-07, 3.68261e-27, 0, 3.68261e-27, 3.68261e-27, 3.68261e-27, 3.68261e-27, 3.68261e-27, 3.68261e-27, 8.87732e-10, 3.68261e-27, 3.68261e-27, 2.92001e-12, 1.15652e-10, 3.68261e-27, 2.17357e-07, 3.68261e-27, 3.68261e-27
0.545521, 0, 3.71948e-07, 1.74825e-26, 1.41421, -3.71948e-07, 1.74825e-26, 0, 1.74825e-26, 1.74825e-26, 1.74825e-26, 1.74825e-26, 1.74825e-26, 1.74825e-26, 1.52239e-09, 1.74825e-26, 1.74825e-26, 5.89887e-12, 2.22286e-10, 1.74825e-26, 3.70198e-07, 1.74825e-26, 1.74825e-26
0.553722, 0, 6.24459e-07, 7.87623e-26, 1.41421, -6.24459e-07, 7.87623e-26, 0, 7.87623e-26, 7.87623e-26, 7.87623e-26, 7.87623e-26, 7.87623e-26, 7.87623e-26, 2.57745e-09, 7.87623e-26, 7.87623e-26, 1.1867e-11, 4.29573e-10, 7.87623e-26, 6.2144e-07, 7.87623e-26, 7.87623e-26
0.561924, 0, 1.03354e-06, 3.378e-25, 1.41421, -1.03354e-06, 3.378e-25, 0, 3.378e-25, 3.378e-25, 3.378e-25, 3.378e-25, 3.378e-25, 3.378e-25, 4.30979e-09, 3.378e-25, 3.378e-25, 2.37255e-11, 8.35304e-10, 3.378e-25, 1.02837e-06, 3.378e-25, 3.378e-25
0.570126, 0, 1.68673e-06, 1.38329e-24, 1.41421, -1.68673e-06, 1.38329e-24, 0, 1.38329e-24, 1.38329e-24, 1.38329e-24, 3.06096e-12, 1.38329e-24, 1.38329e-24, 7.12044e-09, 1.38329e-24, 1.38329e-24, 4.70438e-11, 1.63367e-09, 1.38329e-24, 1.67792e-06, 1.38329e-24, 1.38329e-24
0.578327, 0, 2.71487e-06, 5.42659e-24, 1.41421, -2.71487e-06, 5.42659e-24, 0, 5.42659e-24, 5.42659e-24, 5.42659e-24, 1.37969e-11, 5.42659e-24, 5.42659e-24, 1.16284e-08, 5.42659e-24, 5.42659e-24, 9.23386e-11, 3.20878e-09, 5.42659e-24, 2.69992e-06, 5.42659e-24, 5.42659e-24
0.586529, 0, 4.31322e-06, 2.05533e-23, 1.41421, -4.31322e-06, 4.35467e-10, 0, 1.42811e-13, 2.17972e-13, 1.78787e-12, 1.64253e-10, 4.96015e-11, 1.69688e-10, 1.87791e-08, 5.83495e-12, 3.48533e-14, 1.79121e-10, 6.31433e-09, 3.63032e-15, 4.28626e-06, 2.05533e-23, 8.62995e-10
0.594731, 0, 6.79013e-06, 2.50757e-08, 1.41421, -6.79013e-06, 2.70318e-08, 2.50757e-08, 2.50763e-08, 2.50767e-08, 2.50837e-08, 2.57538e-08, 2.52985e-08, 2.58379e-08, 5.50746e-08, 2.51019e-08, 2.50759e-08, 2.54187e-08, 3.74879e-08, 2.50757e-08, 6.73984e-06, 2.50757e-08, 2.89523e-08
0.602932, 0, 1.05965e-05, 1.12234e-07, 1.41421, -1.05965e-05, 1.19238e-07, 1.12234e-07, 1.12236e-07, 1.12238e-07, 1.12263e-07, 1.14584e-07, 1.13032e-07, 1.14963e-07, 1.5965e-07, 1.12328e-07, 1.12235e-07, 1.12882e-07, 1.36528e-07, 1.12234e-07, 1.04973e-05, 1.12234e-07, 1.26115e-07
0.611134, 0, 1.64807e-05, 4.01064e-07, 1.41421, -1.64807e-05, 4.24029e-07, 4.01064e-07, 4.01072e-07, 4.01076e-07, 4.01158e-07, 4.08601e-07, 4.0368e-07, 4.10013e-07, 4.75234e-07, 4.01372e-07, 4.01066e-07, 4.02269e-07, 4.48265e-07, 4.01064e-07, 1.62702e-05, 4.01064e-07, 4.46575e-07
0.619336, 0, 2.57748e-05, 1.31301e-06, 1.41421, -2.57748e-05, 1.38405e-06, 1.31301e-06, 1.31303e-06, 1.31304e-06, 1.3133e-06, 1.3359e-06, 1.3211e-06, 1.34069e-06, 1.42784e-06, 1.31396e-06, 1.31301e-06, 1.31522e-06, 1.4038e-06, 1.31301e-06, 2.52952e-05, 1.31301e-06, 1.4538e-06
0.627537, 0, 4.11161e-05, 4.05708e-06, 1.41421, -4.11161e-05, 4.26618e-06, 4.05708e-06, 4.05715e-06, 4.05719e-06, 4.05794e-06, 4.1236e-06, 4.0809e-06, 4.13856e-06, 4.23308e-06, 4.05989e-06, 4.0571e-06, 4.06107e-06, 4.22985e-06, 4.05709e-06, 3.99642e-05, 4.05708e-06, 4.47146e-06
0.635739, 0, 6.81812e-05, 1.19269e-05, 1.41421, -6.81812e-05, 1.25138e-05, 1.19269e-05, 1.19271e-05, 1.19272e-05, 1.19293e-05, 1.21135e-05, 1.19938e-05, 1.21556e-05, 1.2194e-05, 1.19348e-05, 1.1927e-05, 1.1934e-05, 1.22509e-05, 1.19269e-05, 6.53401e-05, 1.19269e-05, 1.309e-05
0.643941, 0, 0.000119765, 3.34415e-05, 1.41421, -0.000119765, 3.50141e-05, 3.34415e-05, 3.3442e-05, 3.34423e-05, 3.3448e-05, 3.39613e-05, 3.36206e-05, 3.40543e-05, 3.38426e-05, 3.34626e-05, 3.34416e-05, 3.34539e-05, 3.404e-05, 3.34415e-05, 0.000112723, 3.34415e-05, 3.65581e-05
0.652142, 0, 0.000224842, 8.95117e-05, 1.41421, -0.000224842, 9.35363e-05, 8.95117e-05, 8.9513e-05, 8.95137e-05, 8.95283e-05, 9.08805e-05, 8.99701e-05, 9.108e-05, 9.01085e-05, 8.95657e-05, 8.9512e-05, 8.95332e-05, 9.06007e-05, 8.95118e-05, 0.000207665, 8.95117e-05, 9.74875e-05
0.660344, 0, 0.000447839, 0.000228828, 1.41421, -0.000447839, 0.000238668, 0.000228828, 0.000228832, 0.000228833, 0.000228869, 0.000232286, 0.000229949, 0.000232663, 0.000229708, 0.00022896, 0.000228829, 0.000228865, 0.00023078, 0.000228828, 0.000407037, 0.000228828, 0.000248329
0.668546, 0, 0.00092706, 0.000558882, 1.41421, -0.00092706, 0.000581875, 0.000558882, 0.00055889, 0.000558894, 0.000558977, 0.000567314, 0.000561501, 0.000567842, 0.000560168, 0.000559191, 0.000558884, 0.000558944, 0.00056233, 0.000558883, 0.000833272, 0.000558882, 0.000604449
0.676747, 0.969114, 0.00194669, 0.0013045, 1.72311, 0.967168, 0.00135586, 0.0013045, 0.00130451, 0.00130452, 0.00130471, 0.00132443, 0.00131035, 0.00132451, 0.00130636, 0.00130518, 0.0013045, 0.0013046, 0.00131051, 0.0013045, 0.00173881, 0.0013045, 0.00140628
0.684949, 0.0308855, 0.00406284, 0.0029108, 1.42509, 0.0268227, 0.00302052, 0.0029108, 0.00291084, 0.00291086, 0.00291125, 0.00295666, 0.0029233, 0.00295356, 0.00291349, 0.00291227, 0.00291081, 0.00291097, 0.00292118, 0.0029108, 0.0036193, 0.0029108, 0.00312824
0.693151, 0, 0.00830872, 0.00621118, 1.41421, -0.00830872, 0.00643541, 0.00621118, 0.00621125, 0.00621129, 0.0062121, 0.0063141, 0.00623672, 0.00629855, 0.00621503, 0.00621418, 0.00621119, 0.00621146, 0.00622895, 0.00621118, 0.00739821, 0.00621118, 0.00665556
0.701352, 0, 0.0165024, 0.0126789, 1.41421, -0.0165024, 0.0131175, 0.0126789, 0.0126791, 0.0126791, 0.0126807, 0.0129048, 0.0127289, 0.0128498, 0.0126844, 0.0126848, 0.012679, 0.0126794, 0.0127091, 0.0126789, 0.0147037, 0.0126789, 0.0135481
0.709554, 0.959465, 0.0316681, 0.0247691, 1.72031, 0.927797, 0.0255905, 0.0247691, 0.0247694, 0.0247695, 0.0247725, 0.0252541, 0.0248627, 0.0250892, 0.0247769, 0.0247801, 0.0247692, 0.0247699, 0.0248202, 0.0247691, 0.0282455, 0.0247691, 0.0263969
0.717755, 0.040535, 0.05855, 0.0463284, 1.42847, -0.018015, 0.047802, 0.0463284, 0.0463289, 0.0463291, 0.0463344, 0.0473477, 0.0464962, 0.0469026, 0.0463394, 0.0463481, 0.0463285, 0.0463296, 0.0464143, 0.0463284, 0.0522693, 0.0463284, 0.0492488
0.725957, 3.9093, 0.104149, 0.0830046, 2.4309, 3.80515, 0.0855387, 0.0830046, 0.0830055, 0.0830059, 0.083015, 0.0850992, 0.0832933, 0.0839921, 0.08302, 0.0830386, 0.0830048, 0.0830066, 0.0831482, 0.0830047, 0.0930152, 0.0830046, 0.0880266
0.734159, 1.04294, 0.178153, 0.142532, 1.7444, 0.864783, 0.146711, 0.142532, 0.142533, 0.142534, 0.142549, 0.146732, 0.143008, 0.14416, 0.142553, 0.142588, 0.142532, 0.142535, 0.142769, 0.142532, 0.159047, 0.142532, 0.150814
0.74236, 0.997592, 0.293063, 0.234713, 1.73136, 0.704529, 0.241329, 0.234713, 0.234715, 0.234716, 0.23474, 0.242914, 0.235466, 0.237291, 0.234742, 0.234801, 0.234713, 0.234718, 0.2351, 0.234713, 0.261261, 0.234713, 0.247824
0.750562, 2.94499, 0.463827, 0.370917, 2.22373, 2.48116, 0.380976, 0.370917, 0.37092, 0.370922, 0.370958, 0.386467, 0.372062, 0.374836, 0.370956, 0.371051, 0.370917, 0.370924, 0.371535, 0.370917, 0.412367, 0.370917, 0.390851
0.758764, 0.105187, 0.706803, 0.562943, 1.45093, -0.601616, 0.577647, 0.562943, 0.562948, 0.56295, 0.563003, 0.591508, 0.564618, 0.568673, 0.562995, 0.56314, 0.562944, 0.562954, 0.56391, 0.562943, 0.625686, 0.562943, 0.592083
0.766965, 2.82774, 1.03803, 0.821269, 2.19721, 1.78971, 0.841956, 0.821269, 0.821276, 0.82128, 0.821354, 0.87199, 0.823626, 0.82933, 0.821338, 0.821546, 0.821271, 0.821287, 0.82274, 0.821269, 0.913273, 0.821269, 0.862267
0.775167, 1.11244, 1.47098, 1.15285, 1.76421, -0.35854, 1.1809, 1.15285, 1.15286, 1.15287, 1.15297, 1.23974, 1.15605, 1.16378, 1.15294, 1.15323, 1.15286, 1.15288, 1.15502, 1.15285, 1.28355, 1.15285, 1.20843
