   PIQUANT 0.0.0-main  ps__0368_0699563413_000PTFE_shot_2.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0330639, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0413792, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0496946, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.05801, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0663253, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0746407, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0829561, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0912715, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0995868, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.107902, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.116218, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.124533, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.132848, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.141164, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.149479, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.157794, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.16611, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.174425, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.182741, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.191056, 0, 1.68916e-28, 0, 1.41421, -1.68916e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.921e-31, 0, 8.45735e-34, 1.00502e-33, 1.68522e-28, 0, 0
0.199371, 0, 2.34836e-27, 0, 1.41421, -2.34836e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.4509e-30, 0, 1.17572e-32, 1.40877e-31, 2.34275e-27, 0, 0
0.207687, 0, 2.04435e-26, 0, 1.41421, -2.04435e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74508e-29, 0, 1.02348e-31, 1.94367e-30, 2.0394e-26, 0, 0
0.216002, 0, 1.41536e-25, 0, 1.41421, -1.41536e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28507e-28, 0, 7.08568e-31, 1.70058e-29, 1.4119e-25, 0, 0
0.224317, 0, 8.47962e-25, 0, 1.41421, -8.47962e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.96809e-27, 0, 4.24726e-30, 1.18356e-28, 8.45871e-25, 0, 0
0.232633, 0, 4.57816e-24, 0, 1.41421, -4.57816e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06256e-26, 0, 2.29538e-29, 7.12223e-28, 4.5668e-24, 0, 0
0.240948, 0, 2.27912e-23, 0, 1.41421, -2.27912e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.2896e-26, 0, 1.14426e-28, 3.8595e-27, 2.27343e-23, 0, 0
0.249264, 0, 1.06138e-22, 0, 1.41421, -1.06138e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46332e-25, 0, 5.33771e-28, 1.92752e-26, 1.05872e-22, 0, 0
0.257579, 0, 4.66934e-22, 0, 1.41421, -4.66934e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08368e-24, 0, 2.35277e-27, 9.00217e-26, 4.65758e-22, 0, 0
0.265894, 0, 1.9543e-21, 0, 1.41421, -1.9543e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53558e-24, 0, 9.8688e-27, 3.97085e-25, 1.94936e-21, 0, 0
0.27421, 0, 7.82305e-21, 0, 1.41421, -7.82305e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81557e-23, 0, 3.96007e-26, 1.66609e-24, 7.80318e-21, 0, 0
0.282525, 0, 3.00744e-20, 0, 1.41421, -3.00744e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97959e-23, 0, 1.52647e-25, 6.68526e-24, 2.99978e-20, 0, 0
0.29084, 0, 1.11399e-19, 0, 1.41421, -1.11399e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5853e-22, 0, 5.67083e-25, 2.57604e-23, 1.11114e-19, 0, 0
0.299156, 0, 3.9864e-19, 0, 1.41421, -3.9864e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.25138e-22, 0, 2.03581e-24, 9.56397e-23, 3.97617e-19, 0, 0
0.307471, 0, 1.38117e-18, 0, 1.41421, -1.38117e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20531e-21, 0, 7.07811e-24, 3.4304e-22, 1.37762e-18, 0, 0
0.315787, 0, 4.64164e-18, 0, 1.41421, -4.64164e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07718e-20, 0, 2.38772e-23, 1.19133e-21, 4.62965e-18, 0, 0
0.324102, 0, 1.56128e-17, 0, 1.41421, -1.56128e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.62322e-20, 0, 8.07534e-23, 4.16649e-21, 1.55724e-17, 0, 0
0.332417, 0, 4.9325e-17, 0, 1.41421, -4.9325e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14465e-19, 0, 2.56243e-22, 1.35508e-20, 4.91968e-17, 0, 0
0.340733, 0, 1.51871e-16, 0, 1.41421, -1.51871e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.52431e-19, 0, 7.92722e-22, 4.29159e-20, 1.51475e-16, 0, 0
0.349048, 0, 4.561e-16, 0, 1.41421, -4.561e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0584e-18, 0, 2.39296e-21, 1.32479e-19, 4.54907e-16, 0, 0
0.357363, 0, 1.33703e-15, 0, 1.41421, -1.33703e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10255e-18, 0, 7.05386e-21, 3.98954e-19, 1.33352e-15, 0, 0
0.365679, 0, 3.82809e-15, 0, 1.41421, -3.82809e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.88272e-18, 0, 2.03178e-20, 1.17291e-18, 3.81802e-15, 0, 0
0.373994, 0, 1.07109e-14, 0, 1.41421, -1.07109e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48524e-17, 0, 5.72187e-20, 3.36862e-18, 1.06826e-14, 0, 0
0.382309, 0, 2.93005e-14, 0, 1.41421, -2.93005e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79822e-17, 0, 1.5763e-19, 9.45658e-18, 2.92229e-14, 0, 0
0.390625, 0, 7.83998e-14, 0, 1.41421, -7.83998e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81889e-16, 0, 4.24997e-19, 2.59613e-17, 7.81915e-14, 0, 0
0.39894, 0, 2.05261e-13, 0, 1.41421, -2.05261e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.76169e-16, 0, 1.12197e-18, 6.97312e-17, 2.04714e-13, 0, 0
0.407256, 0, 5.25999e-13, 0, 1.41421, -5.25999e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22011e-15, 0, 2.90145e-18, 1.83319e-16, 5.24593e-13, 0, 0
0.415571, 0, 1.31971e-12, 9.26258e-43, 1.41421, -1.31971e-12, 9.26258e-43, 0, 9.26258e-43, 9.26258e-43, 9.26258e-43, 9.26258e-43, 9.26258e-43, 9.26258e-43, 9.26258e-43, 3.06088e-15, 9.26258e-43, 7.35314e-18, 4.71874e-16, 1.31617e-12, 9.26258e-43, 9.26258e-43
0.423886, 0, 3.24259e-12, 1.97891e-41, 1.41421, -3.24259e-12, 1.97891e-41, 0, 1.97891e-41, 1.97891e-41, 1.97891e-41, 1.97891e-41, 1.97891e-41, 1.97891e-41, 1.97891e-41, 7.51981e-15, 1.97891e-41, 1.82706e-17, 1.18966e-15, 3.23386e-12, 1.97891e-41, 1.97891e-41
0.432202, 0, 7.80425e-12, 3.34091e-40, 1.41421, -7.80425e-12, 3.34091e-40, 0, 3.34091e-40, 3.34091e-40, 3.34091e-40, 3.34091e-40, 3.34091e-40, 3.34091e-40, 3.34091e-40, 1.80964e-14, 3.34091e-40, 4.45333e-17, 2.93862e-15, 7.78317e-12, 3.34091e-40, 3.34091e-40
0.440517, 0, 1.84025e-11, 4.89031e-39, 1.41421, -1.84025e-11, 4.89031e-39, 0, 4.89031e-39, 4.89031e-39, 4.89031e-39, 4.89031e-39, 4.89031e-39, 4.89031e-39, 4.89031e-39, 4.26659e-14, 4.89031e-39, 1.06543e-16, 7.11388e-15, 1.83526e-11, 4.89031e-39, 4.89031e-39
0.448832, 0, 4.25215e-11, 6.35435e-38, 1.41421, -4.25215e-11, 6.35435e-38, 0, 6.35435e-38, 6.35435e-38, 6.35435e-38, 6.35435e-38, 6.35435e-38, 6.35435e-38, 6.35435e-38, 9.8574e-14, 6.35435e-38, 2.50377e-16, 1.68832e-14, 4.24058e-11, 6.35435e-38, 6.35435e-38
0.457148, 0, 9.62951e-11, 7.39537e-37, 1.41421, -9.62951e-11, 7.39537e-37, 0, 7.39537e-37, 7.39537e-37, 7.39537e-37, 7.39537e-37, 7.39537e-37, 7.39537e-37, 7.39537e-37, 2.23212e-13, 7.39537e-37, 5.78483e-16, 3.92943e-14, 9.60321e-11, 7.39537e-37, 7.39537e-37
0.465463, 0, 2.13761e-10, 7.76413e-36, 1.41421, -2.13761e-10, 7.76413e-36, 0, 7.76413e-36, 7.76413e-36, 7.76413e-36, 7.76413e-36, 7.76413e-36, 7.76413e-36, 7.76413e-36, 4.95479e-13, 7.76413e-36, 1.31554e-15, 8.97195e-14, 2.13175e-10, 7.76413e-36, 7.76413e-36
0.473779, 0, 4.65212e-10, 7.40018e-35, 1.41421, -4.65212e-10, 7.40018e-35, 0, 7.40018e-35, 7.40018e-35, 7.40018e-35, 7.40018e-35, 7.40018e-35, 7.40018e-35, 7.40018e-35, 1.07836e-12, 7.40018e-35, 2.94888e-15, 2.01056e-13, 4.63929e-10, 7.40018e-35, 7.40018e-35
0.482094, 0, 9.9273e-10, 6.44148e-34, 1.41421, -9.9273e-10, 6.44148e-34, 0, 6.44148e-34, 6.44148e-34, 6.44148e-34, 6.44148e-34, 6.44148e-34, 6.44148e-34, 6.44148e-34, 2.30154e-12, 6.44148e-34, 6.52673e-15, 4.42436e-13, 9.8998e-10, 6.44148e-34, 6.44148e-34
0.490409, 0, 2.07745e-09, 5.14941e-33, 1.41421, -2.07745e-09, 5.14941e-33, 0, 5.14941e-33, 5.14941e-33, 5.14941e-33, 5.14941e-33, 5.14941e-33, 5.14941e-33, 5.14941e-33, 4.81809e-12, 5.14941e-33, 1.42927e-14, 9.56716e-13, 2.07167e-09, 5.14941e-33, 5.14941e-33
0.498725, 0, 4.26399e-09, 4.03168e-32, 1.41421, -4.26399e-09, 4.03168e-32, 0, 4.03168e-32, 4.03168e-32, 4.03168e-32, 4.03168e-32, 4.03168e-32, 4.03168e-32, 4.03168e-32, 9.89532e-12, 4.03168e-32, 3.10406e-14, 2.03473e-12, 4.25203e-09, 4.03168e-32, 4.03168e-32
0.50704, 0, 8.58516e-09, 2.99323e-31, 1.41421, -8.58516e-09, 2.99323e-31, 0, 2.99323e-31, 2.99323e-31, 2.99323e-31, 2.99323e-31, 2.99323e-31, 2.99323e-31, 2.99323e-31, 1.9943e-11, 2.99323e-31, 6.70249e-14, 4.26118e-12, 8.56089e-09, 2.99323e-31, 2.99323e-31
0.515355, 0, 1.69588e-08, 2.08134e-30, 1.41421, -1.69588e-08, 2.08134e-30, 0, 2.08134e-30, 2.08134e-30, 2.08134e-30, 2.08134e-30, 2.08134e-30, 2.08134e-30, 2.08134e-30, 3.9453e-11, 2.08134e-30, 1.44249e-13, 8.8009e-12, 1.69104e-08, 2.08134e-30, 2.08134e-30
0.523671, 0, 3.28723e-08, 1.35167e-29, 1.41421, -3.28723e-08, 1.35167e-29, 0, 1.35167e-29, 1.35167e-29, 1.35167e-29, 1.35167e-29, 1.35167e-29, 1.35167e-29, 1.35167e-29, 7.66369e-11, 1.35167e-29, 3.10094e-13, 1.79626e-11, 3.27774e-08, 1.35167e-29, 1.35167e-29
0.531986, 0, 6.25356e-08, 8.20851e-29, 1.41421, -6.25356e-08, 8.20851e-29, 0, 8.20851e-29, 8.20851e-29, 8.20851e-29, 8.20851e-29, 8.20851e-29, 8.20851e-29, 8.20851e-29, 1.46225e-10, 8.20851e-29, 6.66865e-13, 3.63211e-11, 6.23523e-08, 8.20851e-29, 8.20851e-29
0.540302, 0, 1.16781e-07, 4.67462e-28, 1.41421, -1.16781e-07, 4.67462e-28, 0, 4.67462e-28, 4.67462e-28, 4.67462e-28, 4.67462e-28, 4.67462e-28, 4.67462e-28, 4.67462e-28, 2.74165e-10, 4.67462e-28, 1.43547e-12, 7.29834e-11, 1.16432e-07, 4.67462e-28, 4.67462e-28
0.548617, 0, 2.14117e-07, 2.50476e-27, 1.41421, -2.14117e-07, 2.50476e-27, 0, 2.50476e-27, 2.50476e-27, 2.50476e-27, 2.50476e-27, 2.50476e-27, 2.50476e-27, 2.50476e-27, 5.05369e-10, 2.50476e-27, 3.09136e-12, 1.46247e-10, 2.13462e-07, 2.50476e-27, 2.50476e-27
0.556932, 0, 3.85542e-07, 1.26724e-26, 1.41421, -3.85542e-07, 1.26724e-26, 0, 1.26724e-26, 1.26724e-26, 1.26724e-26, 1.26724e-26, 1.26724e-26, 1.26724e-26, 1.26724e-26, 9.16303e-10, 1.26724e-26, 6.65047e-12, 2.93327e-10, 3.84325e-07, 1.26724e-26, 1.26724e-26
0.565248, 0, 6.81929e-07, 6.07406e-26, 1.41421, -6.81929e-07, 6.07406e-26, 0, 6.07406e-26, 6.07406e-26, 6.07406e-26, 6.07406e-26, 6.07406e-26, 6.07406e-26, 6.07406e-26, 1.6351e-09, 6.07406e-26, 1.42593e-11, 5.90876e-10, 6.79688e-07, 6.07406e-26, 6.07406e-26
0.573563, 0.990799, 1.18515e-06, 2.76711e-25, 1.72939, 0.990798, 2.76711e-25, 0, 2.76711e-25, 2.76711e-25, 2.76711e-25, 2.76711e-25, 2.76711e-25, 2.76711e-25, 2.76711e-25, 2.87327e-09, 2.76711e-25, 3.03867e-11, 1.19849e-09, 1.18105e-06, 2.76711e-25, 2.76711e-25
0.581878, 0.0092006, 2.02442e-06, 1.20174e-24, 1.41746, 0.00919858, 1.20174e-24, 0, 1.20174e-24, 1.20174e-24, 1.20174e-24, 8.07213e-13, 1.20174e-24, 1.20174e-24, 1.20174e-24, 4.975e-09, 1.20174e-24, 6.41732e-11, 2.4506e-09, 2.01693e-06, 1.20174e-24, 1.20174e-24
0.590194, 0, 3.39983e-06, 4.98936e-24, 1.41421, -3.39983e-06, 4.98936e-24, 0, 4.98936e-24, 4.98936e-24, 4.98936e-24, 4.03063e-12, 4.98936e-24, 4.98936e-24, 4.98936e-24, 8.49266e-09, 4.98936e-24, 1.33942e-10, 5.04851e-09, 3.38615e-06, 4.98936e-24, 4.98936e-24
0.598509, 0, 5.6183e-06, 1.99493e-23, 1.41421, -5.6183e-06, 5.44221e-10, 0, 1.12426e-13, 4.07167e-13, 4.38861e-12, 5.35389e-11, 6.13843e-11, 1.09262e-11, 2.16577e-10, 1.43013e-08, 7.24736e-12, 2.75637e-10, 1.04553e-08, 5.59143e-06, 1.99493e-23, 9.36569e-10
0.606825, 0, 9.16956e-06, 3.04981e-08, 1.41421, -9.16956e-06, 3.3199e-08, 3.04981e-08, 3.04986e-08, 3.05001e-08, 3.05198e-08, 3.07424e-08, 3.08027e-08, 3.05523e-08, 3.15729e-08, 5.42654e-08, 3.0534e-08, 3.10563e-08, 5.21889e-08, 9.11446e-06, 3.04981e-08, 3.51462e-08
0.61514, 0, 1.47995e-05, 1.50565e-07, 1.41421, -1.47995e-05, 1.61271e-07, 1.50565e-07, 1.50567e-07, 1.50573e-07, 1.50651e-07, 1.515e-07, 1.51773e-07, 1.5078e-07, 1.54826e-07, 1.89561e-07, 1.50708e-07, 1.51676e-07, 1.95454e-07, 1.46785e-05, 1.50565e-07, 1.6899e-07
0.623455, 1, 2.37749e-05, 5.94673e-07, 1.73205, 0.999976, 6.33343e-07, 5.94673e-07, 5.94681e-07, 5.94702e-07, 5.94985e-07, 5.9797e-07, 5.99035e-07, 5.9545e-07, 6.10062e-07, 6.57857e-07, 5.95188e-07, 5.96845e-07, 6.86941e-07, 2.34874e-05, 5.94673e-07, 6.61222e-07
0.631771, 0, 3.84607e-05, 2.14148e-06, 1.41421, -3.84607e-05, 2.2722e-06, 2.14148e-06, 2.14151e-06, 2.14158e-06, 2.14253e-06, 2.1524e-06, 2.15622e-06, 2.1441e-06, 2.1935e-06, 2.2426e-06, 2.14322e-06, 2.14564e-06, 2.32914e-06, 3.77289e-05, 2.14148e-06, 2.36645e-06
0.640086, 1, 6.38563e-05, 7.21963e-06, 1.73205, 0.999936, 7.63612e-06, 7.21963e-06, 7.21972e-06, 7.21995e-06, 7.22299e-06, 7.25387e-06, 7.26661e-06, 7.228e-06, 7.38538e-06, 7.37949e-06, 7.22518e-06, 7.22747e-06, 7.59662e-06, 6.19138e-05, 7.21963e-06, 7.93638e-06
0.648401, 0, 0.00011156, 2.29424e-05, 1.41421, -0.00011156, 2.41957e-05, 2.29424e-05, 2.29426e-05, 2.29433e-05, 2.29525e-05, 2.30447e-05, 2.30837e-05, 2.29675e-05, 2.34411e-05, 2.31921e-05, 2.29591e-05, 2.29569e-05, 2.36872e-05, 0.000106345, 2.29424e-05, 2.50992e-05
0.656717, 0.966691, 0.000209587, 6.88681e-05, 1.72241, 0.966481, 7.24338e-05, 6.88681e-05, 6.88689e-05, 6.88708e-05, 6.88969e-05, 6.9165e-05, 6.92703e-05, 6.89397e-05, 7.02871e-05, 6.92536e-05, 6.89156e-05, 6.88944e-05, 7.03141e-05, 0.000195758, 6.88681e-05, 7.50045e-05
0.665032, 0.0333093, 0.000425241, 0.000195467, 1.42594, 0.0328841, 0.000205065, 0.000195467, 0.000195469, 0.000195474, 0.000195544, 0.00019628, 0.00019655, 0.00019566, 0.000199287, 0.000196055, 0.000195595, 0.000195514, 0.000198225, 0.000389612, 0.000195467, 0.000211984
0.673348, 0, 0.000914925, 0.000524911, 1.41421, -0.000914925, 0.000549367, 0.000524911, 0.000524916, 0.000524929, 0.000525108, 0.000527032, 0.000527669, 0.000525402, 0.000534643, 0.0005258, 0.000525237, 0.000524994, 0.00053008, 0.000826594, 0.000524911, 0.000566998
0.681663, 1.95947, 0.00202478, 0.00133445, 1.98984, 1.95744, 0.00139348, 0.00133445, 0.00133447, 0.0013345, 0.00133493, 0.00133976, 0.00134111, 0.00133564, 0.00135794, 0.00133578, 0.00133524, 0.0013346, 0.00134399, 0.00181521, 0.00133445, 0.00143603
0.689978, 0.040535, 0.00447851, 0.00321353, 1.42847, 0.0360565, 0.00334855, 0.00321353, 0.00321356, 0.00321363, 0.00321462, 0.00322633, 0.00322876, 0.00321624, 0.00326726, 0.00321551, 0.00321533, 0.00321378, 0.0032309, 0.00400408, 0.00321353, 0.00344588
0.698294, 0.954648, 0.00969861, 0.00733464, 1.71891, 0.944949, 0.00762753, 0.00733464, 0.0073347, 0.00733486, 0.007337, 0.00736452, 0.00736767, 0.00734052, 0.0074512, 0.00733754, 0.00733854, 0.00733506, 0.00736591, 0.00867516, 0.00733464, 0.00783869
0.706609, 0.997584, 0.0203054, 0.0158769, 1.73135, 0.977278, 0.01648, 0.0158769, 0.0158771, 0.0158774, 0.0158818, 0.0159448, 0.015945, 0.015889, 0.0161169, 0.0158812, 0.015885, 0.0158777, 0.0159328, 0.0182023, 0.0158769, 0.0169147
0.714924, 0.997592, 0.0408091, 0.0326167, 1.73136, 0.956783, 0.0337958, 0.0326167, 0.0326169, 0.0326176, 0.0326262, 0.0327672, 0.0327497, 0.0326404, 0.0330859, 0.0326229, 0.0326324, 0.0326179, 0.0327159, 0.0366915, 0.0326167, 0.0346459
0.72324, 2.8924, 0.0784413, 0.0636377, 2.21188, 2.81395, 0.0658292, 0.0636377, 0.0636382, 0.0636394, 0.0636554, 0.0639642, 0.0638849, 0.0636817, 0.0645099, 0.0636467, 0.0636669, 0.0636397, 0.0638128, 0.0707538, 0.0636377, 0.0674091
0.731555, 2.10278, 0.143958, 0.118014, 2.02553, 1.95882, 0.121889, 0.118014, 0.118015, 0.118017, 0.118045, 0.118706, 0.118451, 0.118092, 0.119556, 0.118027, 0.118065, 0.118017, 0.11832, 0.130256, 0.118014, 0.124682
0.73987, 0.0550018, 0.252113, 0.208196, 1.43353, -0.197111, 0.214721, 0.208196, 0.208197, 0.208201, 0.208249, 0.209632, 0.208932, 0.208327, 0.210792, 0.208214, 0.208283, 0.208201, 0.208726, 0.228762, 0.208196, 0.219424
0.748186, 3.76072, 0.421406, 0.349741, 2.40015, 3.33932, 0.360214, 0.349741, 0.349743, 0.349749, 0.349825, 0.352642, 0.350922, 0.349951, 0.353909, 0.349766, 0.34988, 0.34975, 0.350641, 0.383281, 0.349741, 0.367765
0.756501, 5.86586, 0.672703, 0.560033, 2.80461, 5.19316, 0.57608, 0.560033, 0.560037, 0.560045, 0.560163, 0.565721, 0.561843, 0.560355, 0.566419, 0.560068, 0.560247, 0.560047, 0.561526, 0.612935, 0.560033, 0.587649
0.764817, 1.30877, 1.02656, 0.855831, 1.819, 0.282208, 0.879331, 0.855831, 0.855836, 0.855849, 0.85602, 0.866616, 0.858482, 0.856303, 0.865183, 0.855877, 0.856144, 0.855853, 0.858237, 0.936363, 0.855831, 0.896272
0.773132, 2.86346, 1.49944, 1.24981, 2.20533, 1.36402, 1.28275, 1.24981, 1.24982, 1.24983, 1.25007, 1.26951, 1.25352, 1.25047, 1.26292, 1.24987, 1.25025, 1.24984, 1.25356, 1.36803, 1.24981, 1.3065
0.781447, 4.85387, 2.09949, 1.74676, 2.61799, 2.75438, 1.79105, 1.74676, 1.74677, 1.7468, 1.74712, 1.78135, 1.75176, 1.74765, 1.76439, 1.74684, 1.74735, 1.74682, 1.75239, 1.91415, 1.74676, 1.82298
0.789763, 5.05977, 2.82303, 2.34042, 2.65702, 2.23674, 2.39762, 2.34042, 2.34043, 2.34046, 2.34088, 2.39862, 2.34687, 2.34157, 2.36318, 2.34051, 2.34118, 2.3405, 2.34852, 2.56925, 2.34042, 2.43887
0.798078, 7.06468, 3.65288, 3.01201, 3.01076, 3.4118, 3.08317, 3.01201, 3.01203, 3.01206, 3.01258, 3.10573, 3.02004, 3.01344, 3.04033, 3.01213, 3.01296, 3.01213, 3.02319, 3.31476, 3.01201, 3.13448
0.806393, 10.6859, 4.55957, 3.73135, 3.56173, 6.12637, 3.81681, 3.73135, 3.73136, 3.73141, 3.73204, 3.87556, 3.74099, 3.73306, 3.76536, 3.73148, 3.73248, 3.73152, 3.7461, 4.12047, 3.73135, 3.87843
0.814709, 13.7459, 5.50559, 4.4605, 3.96811, 8.24029, 4.55987, 4.4605, 4.46052, 4.46057, 4.4613, 4.67244, 4.4717, 4.46249, 4.50004, 4.46065, 4.46182, 4.46074, 4.47909, 4.9493, 4.4605, 4.63153
