   PIQUANT 0.0.0-main  ps__0246_0688790088_000PTFE_shot_9.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0258007, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0177969, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.009793, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00178913, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00621473, 0, 2.2841e-16, 0, 1.41421, -2.2841e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.03428e-19, 0, 0, 1.2169e-21, 2.97587e-20, 0, 2.27576e-16, 0, 0
0.0142186, 0, 4.31553e-16, 0, 1.41421, -4.31553e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51797e-18, 0, 0, 2.3381e-21, 5.7587e-20, 0, 4.29975e-16, 0, 0
0.0222225, 0, 8.08205e-16, 0, 1.41421, -8.08205e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.84282e-18, 0, 0, 4.45391e-21, 1.10507e-19, 0, 8.05247e-16, 0, 0
0.0302263, 0, 1.50058e-15, 0, 1.41421, -1.50058e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27821e-18, 0, 0, 8.41347e-21, 2.10334e-19, 0, 1.49509e-15, 0, 0
0.0382302, 0, 2.76263e-15, 0, 1.41421, -2.76263e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.71735e-18, 0, 0, 1.57631e-20, 3.97167e-19, 0, 2.7525e-15, 0, 0
0.0462341, 0, 5.04403e-15, 0, 1.41421, -5.04403e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77419e-17, 0, 0, 2.9296e-20, 7.44161e-19, 0, 5.02552e-15, 0, 0
0.0542379, 0, 9.13454e-15, 0, 1.41421, -9.13454e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21298e-17, 0, 0, 5.40187e-20, 1.38378e-18, 0, 9.10097e-15, 0, 0
0.0622418, 0, 1.64099e-14, 0, 1.41421, -1.64099e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.77199e-17, 0, 0, 9.88342e-20, 2.55414e-18, 0, 1.63496e-14, 0, 0
0.0702457, 0, 2.92476e-14, 0, 1.41421, -2.92476e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02874e-16, 0, 0, 1.79455e-19, 4.68025e-18, 0, 2.91398e-14, 0, 0
0.0782495, 0, 5.17234e-14, 0, 1.41421, -5.17234e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81929e-16, 0, 0, 3.234e-19, 8.51536e-18, 0, 5.15326e-14, 0, 0
0.0862534, 0, 9.07698e-14, 0, 1.41421, -9.07698e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19267e-16, 0, 0, 5.78506e-19, 1.53852e-17, 0, 9.04346e-14, 0, 0
